id,x0,x1,x2,fitness6.5,fitness5.5,fitness4,fitness4.5,fitness5,fitness7,fitness8,fitness8.5,fitness9.5,fitness10.5,fitness9,fitness7.5,fitness6,fitness3.5,fitness10,fitness3,fitness2.5,fitness1,fitness0.5,fitness1.5,fitness2
67107,8.57344,7.26911,9.09677,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67345,6.98828,7.89405,8.81808,NA,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67484,6.66265,8.68474,7.7934,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67659,6.11514,7.65262,8.34677,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67898,5.2507,7.8235,7.22819,NA,NA,NA,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68145,5.89791,7.29437,7.44042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA
68400,5.34846,7.93721,8.29424,NA,NA,NA,NA,NA,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68416,6.52596,8.15744,8.25329,NA,NA,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68638,6.40709,7.3998,8.16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA
68979,5.02603,6.57948,9.49938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA
69032,3.54503,6.02855,8.4273,NA,NA,NA,NA,NA,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69285,3.81779,6.68904,7.26603,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69544,4.63095,4.65944,8.14457,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69786,4.69491,4.17935,7.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
69845,4.11919,4.51737,8.08057,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70016,4.63344,4.45362,8.88065,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70324,2.64183,2.27921,7.58397,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70424,4.41957,2.24093,8.07425,0.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70635,5.1567,0.5,8.8237,NA,NA,NA,NA,NA,NA,NA,-0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70903,4.87322,0.723164,8.45349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71162,5.16219,0.5,7.58781,NA,NA,NA,NA,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71364,7.15999,0.5,7.83882,NA,NA,NA,NA,NA,NA,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71528,7.54836,1.80704,6.31156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA
71653,7.4783,1.06326,6.72596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71880,6.9352,1.63096,7.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72013,8.15261,3.8236,6.56039,NA,NA,NA,NA,NA,NA,NA,NA,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72321,8.41235,5.87979,7.35615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72539,9.48319,6.87931,6.01063,NA,NA,NA,NA,NA,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72623,10.4759,7.40706,4.88165,NA,NA,NA,NA,NA,NA,NA,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72894,10.5,7.3728,4.94376,NA,NA,NA,NA,NA,NA,NA,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73173,9.4883,9.05561,6.37699,-0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73235,8.40479,7.88088,7.81715,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73556,8.29965,6.99159,7.67236,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73793,7.76274,7.00184,7.05392,NA,NA,NA,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73904,8.40824,7.0741,6.5434,NA,NA,NA,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74080,8.4687,8.0442,7.41002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384,NA,NA,NA,NA,NA,NA,NA,NA
74284,10.5,8.22199,7.24888,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74554,9.00971,7.91825,7.56821,NA,NA,NA,NA,NA,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74732,7.12859,8.25377,8.35671,NA,NA,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74830,7.44303,8.17438,9.88851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA
75121,7.15417,7.81368,10.0724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA
75312,7.22834,8.42839,8.43249,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75516,6.89877,8.67992,8.46423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA
75744,5.09656,8.46885,7.06441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75904,6.80513,7.76732,7.32962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA
76028,7.35374,7.62169,7.42749,NA,NA,NA,NA,NA,NA,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76201,7.93427,9.73484,7.87738,NA,NA,NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76444,6.88122,9.13938,5.41748,NA,NA,NA,NA,NA,NA,NA,-0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76666,5.99416,8.6414,3.95648,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76874,6.19632,7.8101,2.30437,NA,NA,NA,NA,NA,NA,NA,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77105,7.00118,8.43973,2.91952,NA,NA,NA,NA,NA,NA,NA,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77390,8.23219,9.46403,2.02688,NA,NA,NA,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77546,7.89809,9.18241,1.81752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA
77700,7.46597,8.43828,2.01454,NA,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77847,7.43493,7.71727,3.0651,NA,NA,NA,NA,NA,NA,NA,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78048,8.37064,7.49309,2.45418,NA,NA,NA,NA,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78233,9.05888,6.79786,3.88363,NA,NA,NA,NA,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78586,7.40757,7.3773,4.12346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA
78715,7.39672,7.64631,2.8708,NA,NA,NA,NA,NA,NA,NA,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78944,7.44514,7.90525,3.09821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79196,7.3862,7.77441,3.84115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79394,7.47018,5.85811,4.32145,NA,NA,NA,NA,NA,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79585,7.7162,6.61288,4.11443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
79787,7.41198,7.13483,3.19153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA
79854,7.95401,7.61956,3.57371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA
80060,8.04944,8.04547,1.70658,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80381,7.59803,8.17415,0.726492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80502,6.42737,8.1878,1.89334,NA,NA,NA,NA,NA,NA,0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80665,4.7699,7.25453,2.66743,NA,NA,NA,NA,NA,NA,NA,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80984,5.21441,8.00057,2.91851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA
81187,6.43551,8.43864,3.83632,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81218,8.47648,8.07136,2.11621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA
81420,7.45779,7.53468,1.00893,NA,0.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81623,7.49111,7.47449,0.580036,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81869,7.61939,7.8768,3.23831,NA,NA,NA,NA,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82082,7.68767,7.85149,3.69984,NA,NA,0.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82201,7.53028,7.40028,4.43956,NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82456,8.05362,6.3511,4.90195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.071,NA,NA,NA,NA,NA,NA,NA,NA
82761,6.46059,5.96903,5.13319,NA,NA,NA,NA,NA,NA,-0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82951,7.6131,6.71483,3.66169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA
83148,8.20423,6.47254,4.25877,NA,NA,NA,NA,NA,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83359,7.11944,5.76737,2.88024,NA,NA,NA,NA,NA,-0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83421,6.91483,4.37601,2.5532,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83718,5.51046,3.99207,2.06886,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83858,5.91505,4.01972,0.606773,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84088,7.1833,3.49779,1.32436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089,NA,NA,NA,NA,NA,NA,NA
84287,8.51583,4.96066,3.59116,NA,NA,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84591,7.43271,4.69869,3.55301,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84711,8.46842,6.68922,5.45926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035,NA,NA,NA,NA,NA,NA,NA
84967,6.93845,8.16361,6.9118,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85135,8.14927,9.33776,7.93248,NA,NA,NA,NA,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85313,6.92766,8.19542,8.0704,NA,NA,NA,NA,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85423,6.22923,8.21535,8.31059,NA,NA,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85721,6.20845,8.62413,8.0392,NA,NA,NA,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85996,6.17612,7.26855,8.30559,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86178,6.65035,7.0428,8.26848,NA,NA,NA,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86400,6.85574,7.38113,8.57228,NA,NA,NA,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86480,7.43167,7.79544,8.00536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA
86761,6.8333,7.29991,6.52007,NA,NA,NA,NA,NA,NA,NA,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86987,7.74242,7.60783,5.1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87196,8.05293,8.64727,7.56428,NA,NA,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87397,9.00708,8.99621,8.50567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87416,9.50008,8.30189,8.12984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,NA,NA,NA,NA,NA,NA
87676,9.31791,8.422,6.9154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,NA,NA,NA,NA,NA,NA
87873,7.98479,8.71358,7.54235,NA,NA,NA,NA,NA,NA,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88018,8.70907,8.3137,5.27227,NA,NA,NA,NA,NA,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88239,7.70663,8.81097,5.0644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA
88576,7.1096,7.61345,4.83221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA
88683,6.91088,6.73503,4.99342,NA,NA,NA,NA,NA,NA,NA,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88898,6.5444,6.08992,5.20853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA
89112,6.39216,8.22485,6.35987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.148,NA,NA,NA,NA,NA,NA
89204,6.60506,7.91934,6.93329,NA,NA,NA,NA,NA,NA,NA,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89452,7.71725,7.54257,7.1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89653,8.63238,7.58817,8.16831,NA,NA,NA,NA,NA,NA,NA,NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89903,7.67674,6.84327,7.58844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90041,8.67503,7.87958,8.32005,NA,NA,NA,NA,NA,NA,NA,NA,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90366,8.58512,7.47181,8.4033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90600,8.06597,6.60567,7.30035,NA,NA,NA,NA,NA,NA,NA,NA,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90778,8.55379,6.48389,7.33395,NA,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90863,7.39245,4.90358,6.91685,NA,NA,NA,NA,NA,NA,NA,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91100,8.01807,3.97067,7.55473,NA,NA,NA,NA,NA,NA,NA,NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91307,8.59582,3.88591,7.56158,NA,NA,NA,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91479,8.11962,4.94255,8.67061,NA,NA,NA,NA,NA,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91791,7.61596,6.16569,7.33354,NA,NA,NA,NA,NA,NA,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91844,8.35964,7.34858,7.42468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA
92015,8.75583,8.69463,7.66338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA
92329,10.5,8.76814,8.38465,NA,NA,NA,NA,NA,NA,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92597,9.14549,8.96718,9.25583,NA,NA,NA,NA,NA,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92664,7.08228,8.74374,8.7027,NA,NA,NA,NA,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92909,7.42219,7.80153,8.31108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.911,NA,NA,NA,NA,NA,NA,NA,NA,NA
93001,6.95776,8.2861,7.84873,NA,NA,NA,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93226,7.04679,7.18889,5.51363,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93518,7.16305,5.43301,4.91621,NA,NA,NA,NA,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93746,7.40041,7.63975,5.91754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93962,8.81495,6.73515,7.74115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA
94004,8.44978,7.90985,7.30945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA
94277,9.55802,8.63676,8.61435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94476,9.52163,7.6324,7.72861,NA,NA,NA,NA,NA,NA,NA,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94761,8.18648,8.06806,7.83257,NA,NA,NA,NA,NA,NA,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94928,8.14623,8.76562,6.17367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA
95037,9.87734,8.63358,6.84935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA
95209,7.97707,10.5,4.41638,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95590,8.25569,9.29076,6.24508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA
95679,7.48401,10.205,6.59196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.223,NA,NA,NA,NA,NA,NA,NA,NA
95850,8.11116,10.0108,6.16851,NA,NA,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96098,7.03064,10.5,7.31681,NA,NA,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96235,6.71111,9.75728,7.75429,NA,NA,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96424,7.11022,7.8903,7.65781,NA,NA,NA,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96730,7.2164,8.5242,7.06966,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96836,7.30033,9.02821,7.39746,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97064,8.25117,7.74491,7.11824,NA,NA,NA,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97386,6.75641,7.8558,8.06778,NA,NA,NA,NA,NA,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97500,8.16439,6.53808,8.98616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA
97716,8.37939,7.11461,8.9082,NA,NA,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97939,9.2204,7.52004,8.72692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98161,7.75481,8.51199,8.91893,NA,NA,NA,NA,NA,NA,NA,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98252,7.33766,7.3177,8.40381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
98401,6.8886,7.97547,8.8693,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98638,6.67352,8.32164,9.35437,NA,NA,NA,NA,NA,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98853,7.74052,7.8705,7.33598,NA,NA,NA,NA,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99073,6.83754,7.99023,7.67363,NA,NA,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99371,6.89902,7.96088,7.41414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA
99541,7.4426,6.78415,7.81378,NA,NA,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99619,8.99924,6.9721,8.26587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99886,10.1593,8.23081,7.75348,NA,NA,NA,NA,NA,NA,NA,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100064,10.4091,7.40705,6.85284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA
100341,10.5,6.82675,6.73081,NA,NA,NA,NA,NA,NA,NA,-0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100434,9.62339,7.96392,7.95342,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100711,8.25944,8.59482,6.87538,NA,NA,NA,NA,NA,NA,NA,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
