id,x0,x1,x2,fitness-2.5,fitness-3.5,fitness-4,fitness-4.5,fitness-5
159930,-1.77561,4.38052,-5,NA,NA,NA,NA,-45.105
160113,-2.09132,5,-4.50875,NA,NA,NA,NA,-79.404
160360,-1.93152,4.07685,-5,NA,NA,NA,-28.152,NA
160476,-1.11632,3.58376,-4.53612,NA,NA,NA,-44.316,NA
160701,-0.985579,3.95595,-4.75776,NA,NA,NA,NA,-86.86
160977,-1.59329,3.9743,-5,NA,NA,NA,-13.557,NA
161072,-1.6478,3.99395,-5,NA,NA,NA,NA,-46.997
161259,-1.53792,4.17581,-5,NA,NA,-31.343,NA,NA
161467,-1.55238,2.98739,-5,NA,NA,NA,-62.714,NA
161771,-1.95442,3.81483,-5,NA,NA,-30.5,NA,NA
161834,-1.55393,4.23046,-4.87653,NA,NA,NA,NA,-47.717
162038,-2.90871,3.58557,-5,NA,NA,NA,-73.345,NA
162334,-2.1284,4.86276,-5,NA,NA,NA,NA,-69.819
162520,-2.54029,4.19444,-5,NA,NA,NA,NA,-67.033
162798,-1.87768,5,-4.47675,NA,NA,NA,NA,-78.949
162850,-1.5034,3.51335,-5,NA,NA,-12.521,NA,NA
163066,-2.18182,3.73678,-4.22449,NA,NA,NA,NA,-64.319
163381,-1.45734,3.20285,-5,NA,NA,NA,NA,-74.161
163452,-1.40864,2.96143,-5,NA,NA,NA,NA,-61.36
163650,-0.983484,2.89614,-4.93085,NA,NA,NA,-98.908,NA
163853,-1.74665,3.58938,-5,NA,NA,NA,-22.868,NA
164011,-1.65754,3.49361,-5,NA,NA,-17.132,NA,NA
164285,-1.3569,4.04124,-5,NA,NA,NA,-22.124,NA
164425,-1.49191,4.13486,-5,NA,NA,NA,NA,-53.233
164662,-2.06949,3.97498,-5,NA,NA,NA,NA,-43.623
164989,-2.14146,4.32476,-5,NA,NA,NA,NA,-56.276
165132,-1.98185,4.0556,-5,NA,NA,NA,NA,-48.409
165230,-1.4623,3.81694,-5,NA,NA,NA,NA,-33.793
165419,-2.16329,4.29858,-5,NA,NA,NA,-47.699,NA
165636,-2.11315,3.31679,-5,NA,NA,NA,-40.366,NA
165939,-1.80858,3.7999,-5,NA,NA,NA,-13.62,NA
166063,-1.46879,4.07761,-5,NA,NA,-38.157,NA,NA
166256,-1.16323,4.18157,-4.1825,NA,NA,NA,-75.197,NA
166403,-2.02006,5,-5,NA,NA,NA,-67.901,NA
166638,-1.95077,4.86332,-5,NA,NA,-72.8,NA,NA
166927,-1.67695,3.79826,-4.72674,NA,NA,-6.648,NA,NA
167040,-1.6116,4.43175,-5,NA,NA,NA,-47.324,NA
167282,-1.33969,2.8456,-4.83183,NA,NA,NA,NA,-63.861
167587,-1.39177,3.12707,-5,NA,NA,NA,NA,-72.602
167656,-1.44489,3.89574,-5,NA,NA,NA,NA,-28.393
167959,-1.16916,4.19274,-4.9642,NA,NA,-51.555,NA,NA
168190,-1.55357,4.14726,-5,NA,NA,NA,-29.434,NA
168353,-2.06122,2.91761,-5,NA,NA,NA,NA,-61.82
168567,-2.41773,3.87125,-5,NA,NA,NA,-43.137,NA
168759,-1.87355,3.689,-4.53741,NA,NA,NA,NA,-41.842
168974,-1.84023,3.96697,-5,NA,NA,-35.389,NA,NA
169097,-2.11841,2.98361,-5,NA,NA,NA,NA,-69.063
169233,-1.33317,3.7847,-5,NA,NA,NA,NA,-34.431
169471,-2.11312,4.47552,-5,NA,NA,NA,NA,-58.923
169664,-2.02004,4.66796,-5,NA,NA,NA,NA,-53.495
169882,-2.27512,5,-5,NA,NA,NA,-75.218,NA
170054,-1.97258,4.13698,-4.98319,NA,NA,NA,NA,-55.841
170210,-2.71274,4.70699,-4.51971,NA,NA,NA,-79.63,NA
170504,-2.153,4.0357,-5,NA,NA,NA,NA,-43.743
170796,-1.73263,3.35334,-5,NA,NA,NA,NA,-37.262
170892,-1.29899,3.82525,-4.75735,NA,NA,NA,NA,-35.83
171131,-1.78661,3.24537,-5,NA,NA,NA,-39.848,NA
171275,-1.154,3.18416,-5,NA,NA,NA,-63.897,NA
171408,-1.31934,3.87677,-4.77535,NA,NA,NA,NA,-32.985
171793,-1.51723,3.9787,-5,NA,NA,NA,NA,-43.279
171862,-2.88668,4.03566,-5,NA,NA,NA,NA,-71.48
172184,-1.7574,4.47042,-4.76933,NA,NA,-55.77,NA,NA
172320,-2.18699,4.60192,-5,NA,NA,NA,NA,-64.654
172554,-2.64153,4.55555,-5,NA,NA,NA,NA,-69.603
172717,-1.46003,4.72819,-4.53724,NA,NA,NA,NA,-80.776
172921,-1.01825,3.50051,-5,NA,NA,NA,-55.909,NA
173023,-1.00789,3.78584,-5,NA,NA,-31.409,NA,NA
173256,-1.9263,2.90895,-4.87319,NA,NA,-75.278,NA,NA
173482,-2.33074,3.45228,-5,NA,-60.456,NA,NA,NA
173640,-2.12158,4.05155,-4.28206,NA,NA,-66.772,NA,NA
173939,-2.0733,3.65801,-4.35156,NA,NA,NA,NA,-68.773
174198,-2.06838,3.30911,-3.93452,NA,NA,NA,-73.633,NA
174345,-2.58099,3.14459,-5,NA,NA,NA,-76.503,NA
174482,-1.48613,3.62425,-5,NA,NA,-7.143,NA,NA
174681,-2.57945,3.4294,-5,NA,NA,NA,-61.3,NA
174942,-2.01307,3.65206,-4.72412,NA,NA,NA,NA,-42.6
175152,-1.35781,3.82825,-5,NA,NA,NA,NA,-32.16
175264,-1.79612,3.70883,-5,NA,NA,NA,NA,-47.767
175535,-2.39266,4.17276,-4.72996,NA,NA,NA,NA,-51.246
175618,-1.69943,3.33288,-5,NA,NA,NA,NA,-37.345
175825,-1.5221,3.61843,-5,NA,NA,NA,NA,-43.938
176008,-2.2362,4.29098,-5,NA,NA,NA,-49.236,NA
176383,-2.48735,4.17147,-4.40081,NA,NA,NA,-62.465,NA
176451,-1.21085,4.2315,-4.77104,NA,NA,NA,-46.827,NA
176799,-1.40791,3.82941,-5,NA,NA,NA,NA,-31.036
176832,-2.18252,3.88731,-5,NA,NA,NA,NA,-51.541
177188,-1.13886,3.71857,-4.99897,NA,NA,NA,NA,-63.527
177337,-1.90792,3.67937,-5,NA,NA,NA,NA,-41.164
177422,-1.71177,3.88908,-4.62562,NA,NA,NA,NA,-49.669
177789,-1.22665,3.25753,-5,NA,NA,NA,NA,-76.028
177825,-1.93825,3.49149,-5,NA,NA,-25.182,NA,NA
178130,-1.22322,3.99542,-5,NA,NA,NA,-28.938,NA
178280,-1.86918,3.23151,-5,NA,NA,NA,NA,-62.115
178527,-2.9619,3.55817,-5,NA,NA,NA,NA,-77.658
178779,-1.74632,3.45552,-5,NA,NA,-25.93,NA,NA
178975,-2.27561,3.30748,-5,NA,NA,-66.838,NA,NA
179044,-1.71354,3.71504,-5,NA,NA,NA,-21.069,NA
179346,-1.10422,4.00126,-5,NA,NA,NA,NA,-69.202
179594,-2.45149,3.732,-5,NA,NA,NA,NA,-61.809
179682,-1.94192,4.59393,-5,NA,NA,NA,NA,-54.751
179818,-1.83084,3.91068,-5,NA,NA,NA,-19.955,NA
180073,-1.93957,3.91159,-5,NA,NA,-31.08,NA,NA
180345,-2.28558,3.86501,-5,NA,NA,NA,NA,-62.937
180522,-1.64927,3.54162,-5,NA,NA,NA,-10.321,NA
180733,-2.36993,4.56685,-5,NA,NA,NA,NA,-64.836
180893,-1.59408,4.08446,-4.79685,NA,NA,-38.529,NA,NA
181049,-1.08065,3.82068,-5,NA,NA,NA,-20.652,NA
181218,-1.14645,4.81855,-4.98317,NA,NA,NA,-76.977,NA
181487,-1.55319,3.3526,-5,NA,NA,NA,NA,-52.389
181672,-1.44332,3.63991,-5,NA,NA,NA,NA,-41.786
181924,-2.01714,3.73109,-5,NA,NA,NA,NA,-32.85
182141,-1.97988,5,-5,NA,NA,NA,NA,-81.629
182263,-1.54179,3.42727,-5,NA,NA,NA,NA,-39.212
182543,-1.34113,3.42616,-5,NA,NA,NA,-11.845,NA
182661,-1.6503,3.99399,-4.81614,NA,NA,NA,NA,-38.039
182837,-1.5765,3.54842,-5,NA,NA,NA,-14.825,NA
183061,-1.46288,3.65209,-5,NA,NA,NA,-5.042,NA
183309,-1.64863,2.92353,-4.81134,NA,NA,-82.1,NA,NA
183454,-1.46926,3.77553,-5,NA,NA,NA,NA,-34.692
183652,-1.5963,3.91296,-5,NA,NA,NA,-15.215,NA
183823,-1.31801,3.47989,-5,NA,NA,NA,-21.619,NA
184154,-0.986597,3.53732,-5,NA,NA,NA,-58.708,NA
184370,-2.05857,4.48931,-5,NA,NA,NA,NA,-57.963
184458,-2.02716,4.62722,-5,NA,NA,NA,NA,-53.401
184630,-2.30165,4.07159,-5,NA,NA,NA,NA,-52.026
184893,-2.39012,4.0646,-5,NA,NA,NA,-50.766,NA
185155,-2.20627,4.72579,-5,NA,NA,NA,-59.659,NA
185244,-1.06408,4.60948,-4.83768,NA,NA,NA,NA,-111.532
185481,-3.03162,4.02877,-4.4106,NA,NA,NA,-82.049,NA
185735,-1.00683,4.46524,-4.71734,NA,NA,-87.892,NA,NA
185973,-2.15673,3.95653,-5,NA,NA,NA,NA,-48.994
186054,-2.04982,3.57316,-4.44804,NA,NA,NA,-44.846,NA
186317,-1.67428,2.8562,-5,NA,NA,NA,-61.971,NA
186548,-2.02502,4.04092,-4.28722,NA,NA,NA,NA,-56.847
186794,-2.92598,3.32309,-5,NA,NA,NA,NA,-73.702
186940,-2.26339,3.48466,-5,NA,NA,NA,NA,-49.775
187015,-1.7768,4.43141,-5,NA,NA,NA,NA,-52.128
187399,-1.33098,3.65552,-5,NA,NA,NA,NA,-43.578
187450,-2.64326,3.6574,-5,NA,NA,-67.599,NA,NA
187663,-1.70528,4.7445,-4.19313,NA,NA,NA,NA,-63.663
187868,-1.79354,4.31631,-5,NA,NA,NA,NA,-41.372
188182,-1.98909,4.18759,-5,NA,NA,-31.078,NA,NA
188398,-1.97253,4.70275,-4.72482,NA,NA,NA,NA,-54.079
188502,-1.40333,3.85527,-4.28663,NA,NA,NA,-20.612,NA
188688,-1.8812,3.2966,-4.47818,NA,NA,NA,NA,-61.863
188871,-1.82235,3.83733,-4.25849,NA,NA,NA,NA,-49.049
189009,-2.52203,4.5633,-4.58012,NA,NA,NA,NA,-72.252
189338,-1.39141,3.67473,-5,NA,NA,NA,NA,-38.388
189566,-1.09778,4.25421,-5,NA,NA,-54.712,NA,NA
189725,-2.14921,3.48463,-5,NA,-72.424,NA,NA,NA
189807,-1.52477,4.1468,-5,NA,NA,NA,-25.045,NA
190168,-1.70876,3.82979,-5,NA,NA,NA,NA,-53.934
190333,-1.43954,3.75094,-4.6713,NA,NA,NA,NA,-37.946
190433,-1.67402,3.90177,-5,NA,NA,NA,NA,-35.744
190766,-1.11697,3.51082,-5,NA,NA,NA,NA,-54.101
190866,-1.56573,3.4968,-5,NA,NA,NA,NA,-44.92
191184,-1.74617,3.23995,-5,NA,NA,NA,NA,-49.755
191246,-1.65587,4.13337,-5,NA,NA,-30.019,NA,NA
191550,-1.30638,3.92837,-4.57555,NA,NA,NA,-23.289,NA
191775,-1.44361,4.01492,-4.31614,NA,NA,NA,-54.117,NA
191970,-1.81059,4.04851,-4.87177,NA,-89.476,NA,NA,NA
192105,-1.38091,4.15493,-5,NA,NA,-55.244,NA,NA
192389,-2.09427,4.15055,-5,NA,NA,NA,-35.723,NA
192514,-1.64104,3.57185,-4.73393,NA,NA,NA,NA,-42.774
192708,-1.66746,2.85894,-4.92803,NA,NA,NA,NA,-127.922
192896,-2.1036,3.60925,-5,NA,NA,-36.068,NA,NA
193189,-2.73255,3.35403,-4.40664,NA,NA,NA,NA,-71.35
193311,-1.93729,4.22098,-5,NA,NA,NA,-29.309,NA
193502,-2.49893,3.72998,-5,NA,NA,NA,-54.813,NA
193730,-2.07335,4.46506,-5,NA,NA,NA,-49.797,NA
193990,-2.56848,3.25714,-5,NA,NA,-78.891,NA,NA
194153,-1.44386,4.28765,-5,NA,NA,NA,NA,-67.845
194290,-1.68161,4.54003,-4.94102,NA,NA,NA,NA,-66.658
194503,-2.12513,4.02753,-5,NA,NA,-39.048,NA,NA
194638,-2.84215,3.71636,-5,NA,NA,NA,NA,-76.127
194968,-1.19738,3.57528,-5,NA,NA,NA,NA,-58.901
195051,-1.94073,3.61405,-5,NA,NA,NA,NA,-45.16
195317,-1.83539,3.2945,-4.93254,NA,NA,NA,NA,-52.431
195465,-2.00591,2.90296,-5,NA,NA,NA,NA,-60.255
195625,-1.97316,3.59839,-5,NA,NA,NA,NA,-47.213
195922,-1.15218,4.10278,-5,NA,NA,NA,NA,-56.764
196119,-2.16461,4.11071,-5,NA,NA,NA,NA,-47.807
196267,-2.91401,4.27104,-4.96504,NA,NA,NA,NA,-69.976
196503,-1.36855,4.10002,-4.79401,NA,NA,NA,-34.195,NA
196609,-1.74225,3.29732,-5,NA,NA,NA,NA,-42.224
196925,-1.6409,4.0131,-5,NA,NA,NA,NA,-45.868
197181,-2.24239,3.91592,-5,NA,NA,NA,-35.078,NA
197324,-1.54822,4.25798,-5,NA,NA,-34.633,NA,NA
197512,-1.19629,3.86372,-5,NA,NA,NA,NA,-61.418
197736,-1.88627,3.50309,-5,NA,NA,NA,NA,-50.654
197859,-1.9558,4.09131,-5,NA,NA,-32.02,NA,NA
198115,-1.92973,4.44341,-5,NA,NA,NA,-45.993,NA
198251,-1.15836,3.22766,-4.95914,NA,NA,-70.434,NA,NA
198467,-1.35912,2.5035,-5,NA,NA,NA,-95.621,NA
198609,-2.70812,3.64078,-5,NA,NA,NA,NA,-65.971
198921,-1.49641,3.37219,-5,NA,NA,NA,NA,-62.884
199057,-1.9766,3.91181,-5,NA,NA,NA,NA,-36.797
199383,-2.18494,3.5214,-4.63773,NA,NA,NA,NA,-56.62
199559,-3.36147,4.32809,-4.76809,NA,NA,NA,-97.962,NA
199689,-1.82128,4.30787,-4.93017,NA,NA,-43.758,NA,NA
199999,-2.54778,5,-5,NA,NA,NA,NA,-88.449
