id,x0,x1,x2,fitness-1.5,fitness-2,fitness-0.5,fitness-1,fitness0,fitness2.5,fitness3.5,fitness5,fitness4.5,fitness4,fitness3,fitness2
104973,5,-1.64838,4.92897,NA,NA,NA,NA,NA,NA,NA,NA,2644.537,NA,NA,NA
105307,5,-0.945584,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3428.274,NA,NA
105538,5,-1.05059,4.05795,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,NA,NA
105596,5,-1.20976,4.22199,NA,NA,NA,NA,NA,NA,NA,3150.63,NA,NA,NA,NA
105826,5,-0.996845,4.89638,NA,NA,NA,NA,NA,NA,NA,9762.153,NA,NA,NA,NA
106104,5,-2.10744,3.77149,NA,NA,NA,NA,NA,NA,NA,1714.063,NA,NA,NA,NA
106283,5,-1.99191,5,NA,NA,NA,NA,NA,NA,NA,5529.087,NA,NA,NA,NA
106356,4.74428,-1.9653,5,NA,NA,NA,NA,NA,NA,NA,6076.246,NA,NA,NA,NA
106727,5,-0.676352,4.66944,NA,NA,NA,NA,NA,NA,NA,NA,3213.417,NA,NA,NA
106863,4.75408,-0.810908,4.55844,NA,NA,NA,NA,NA,NA,NA,4778.678,NA,NA,NA,NA
107141,4.95994,-1.08569,4.84814,NA,NA,NA,NA,NA,NA,NA,3522.004,NA,NA,NA,NA
107196,5,-0.850986,4.59094,NA,NA,NA,NA,NA,NA,NA,5259.479,NA,NA,NA,NA
107474,5,-0.897864,5,NA,NA,NA,NA,NA,NA,NA,14023.527,NA,NA,NA,NA
107611,5,-2.04655,5,NA,NA,NA,NA,NA,NA,NA,5399.339,NA,NA,NA,NA
107762,5,-1.64162,4.16354,NA,NA,NA,NA,NA,NA,NA,3896.714,NA,NA,NA,NA
108007,5,-1.36394,4.23657,NA,NA,NA,NA,NA,NA,NA,6857.539,NA,NA,NA,NA
108315,5,-1.16897,4.04213,NA,NA,NA,NA,NA,NA,NA,460.599,NA,NA,NA,NA
108489,4.61073,-0.748678,4.76891,NA,NA,NA,NA,NA,NA,NA,7957.548,NA,NA,NA,NA
108563,5,-0.604554,5,NA,NA,NA,NA,NA,NA,NA,7804.796,NA,NA,NA,NA
108758,5,-0.437792,4.2396,NA,NA,NA,NA,NA,NA,NA,594.474,NA,NA,NA,NA
108974,5,-2.05708,4.61697,NA,NA,NA,NA,NA,NA,NA,2942.146,NA,NA,NA,NA
109175,4.98358,-1.32588,5,NA,NA,NA,NA,NA,NA,NA,NA,1333.307,NA,NA,NA
109419,5,-0.935476,5,NA,NA,NA,NA,NA,NA,NA,10302.683,NA,NA,NA,NA
109594,5,-0.424104,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.926,NA,NA
109903,5,-0.508111,5,NA,NA,NA,NA,NA,NA,NA,2760.624,NA,NA,NA,NA
110044,5,-0.80842,5,NA,NA,NA,NA,NA,NA,NA,13047.861,NA,NA,NA,NA
110311,5,-0.83479,5,NA,NA,NA,NA,NA,NA,NA,12874.019,NA,NA,NA,NA
110485,4.27606,-1.97728,5,NA,NA,NA,NA,NA,NA,806.23,NA,NA,NA,NA,NA
110568,4.8247,-1.46213,5,NA,NA,NA,NA,NA,NA,NA,NA,6789.624,NA,NA,NA
110898,4.84399,-2.24184,5,NA,NA,NA,NA,NA,NA,NA,1829.87,NA,NA,NA,NA
111016,4.19727,-1.33068,5,NA,NA,NA,NA,NA,NA,NA,5870.289,NA,NA,NA,NA
111216,3.2148,-1.65119,4.78641,NA,NA,NA,NA,NA,NA,NA,2376.258,NA,NA,NA,NA
111531,3.25684,-1.34491,4.9158,NA,NA,NA,NA,NA,NA,NA,5038.023,NA,NA,NA,NA
111582,3.77649,-0.886961,4.60842,NA,NA,NA,NA,NA,NA,NA,2250.194,NA,NA,NA,NA
111775,3.67321,-0.319239,4.4492,NA,NA,NA,NA,NA,NA,NA,479.57,NA,NA,NA,NA
112124,4.45418,0.619436,4.19646,NA,NA,NA,NA,NA,NA,NA,NA,80.088,NA,NA,NA
112275,5,-0.340803,4.68438,NA,NA,NA,NA,NA,NA,NA,NA,NA,2651.825,NA,NA
112496,4.84306,-0.361202,4.20928,NA,NA,NA,NA,NA,NA,NA,4579.47,NA,NA,NA,NA
112674,4.60605,-0.826633,4.61308,NA,NA,NA,NA,NA,NA,NA,3429.885,NA,NA,NA,NA
112766,5,-0.797895,4.71263,NA,NA,NA,NA,NA,NA,NA,NA,13862.048,NA,NA,NA
112973,5,-0.321329,3.36868,NA,NA,NA,NA,NA,NA,NA,1841.531,NA,NA,NA,NA
113148,5,-0.585776,3.78883,NA,NA,NA,NA,NA,NA,NA,2541.119,NA,NA,NA,NA
113347,5,-0.614038,4.94214,NA,NA,NA,NA,NA,NA,NA,10023.346,NA,NA,NA,NA
113550,5,-0.692766,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3839.915,NA,NA
113848,4.83607,-0.800073,5,NA,NA,NA,NA,NA,NA,NA,NA,7932.364,NA,NA,NA
113990,5,-0.606312,5,NA,NA,NA,NA,NA,NA,NA,7888.89,NA,NA,NA,NA
114295,5,-0.263314,4.39458,NA,NA,NA,NA,NA,NA,NA,4432.887,NA,NA,NA,NA
114456,5,-0.274592,4.81506,NA,NA,NA,NA,NA,NA,NA,NA,3722.983,NA,NA,NA
114626,5,-0.662212,5,NA,NA,NA,NA,NA,NA,NA,10296.968,NA,NA,NA,NA
114879,4.94773,-0.767393,5,NA,NA,NA,NA,NA,NA,NA,15447.791,NA,NA,NA,NA
115112,5,-0.517241,4.47302,NA,NA,NA,NA,NA,NA,NA,NA,87.852,NA,NA,NA
115279,5,-0.108808,3.4434,NA,NA,NA,NA,NA,NA,NA,1360.136,NA,NA,NA,NA
115513,5,-0.877064,3.69935,NA,NA,NA,NA,NA,NA,NA,3990.764,NA,NA,NA,NA
115610,4.62263,-1.46553,4.22687,NA,NA,NA,NA,NA,NA,NA,4055.941,NA,NA,NA,NA
115867,5,-0.965569,5,NA,NA,NA,NA,NA,NA,NA,9009.88,NA,NA,NA,NA
115939,4.8726,-1.27369,4.20957,NA,NA,NA,NA,NA,NA,NA,6510.721,NA,NA,NA,NA
116197,5,-1.39967,4.36466,NA,NA,NA,NA,NA,NA,NA,6248.647,NA,NA,NA,NA
116512,5,-0.194465,3.31943,NA,NA,NA,NA,NA,NA,NA,2786.238,NA,NA,NA,NA
116543,4.98816,-1.45559,4.38168,NA,NA,NA,NA,NA,NA,NA,6068.331,NA,NA,NA,NA
116865,4.2561,-1.44345,5,NA,NA,NA,NA,NA,NA,NA,7319.014,NA,NA,NA,NA
116945,4.73055,-0.974812,5,NA,NA,NA,NA,NA,NA,NA,9283.356,NA,NA,NA,NA
117236,5,-0.847915,5,NA,NA,NA,NA,NA,NA,NA,12707.463,NA,NA,NA,NA
117486,5,-0.639966,4.71943,NA,NA,NA,NA,NA,NA,NA,9787.789,NA,NA,NA,NA
117586,4.25907,-1.63289,4.90803,NA,NA,NA,NA,NA,NA,NA,5182.92,NA,NA,NA,NA
117846,5,-0.655371,3.6706,NA,NA,NA,NA,NA,NA,NA,3474.091,NA,NA,NA,NA
118065,5,-0.963332,5,NA,NA,NA,NA,NA,NA,NA,9113.064,NA,NA,NA,NA
118182,4.7122,-0.861831,4.92288,NA,NA,NA,NA,NA,NA,NA,NA,4523.403,NA,NA,NA
118361,4.70637,-1.87843,5,NA,NA,NA,NA,NA,NA,NA,3762.951,NA,NA,NA,NA
118710,4.97063,-0.897124,4.7014,NA,NA,NA,NA,NA,NA,NA,12597.034,NA,NA,NA,NA
118883,4.43161,-1.46405,5,NA,NA,NA,NA,NA,NA,NA,NA,2747.205,NA,NA,NA
119112,4.84621,-0.711466,5,NA,NA,NA,NA,NA,NA,NA,15803.691,NA,NA,NA,NA
119171,4.69567,-0.0929498,5,NA,NA,NA,NA,NA,NA,NA,NA,3886.934,NA,NA,NA
119392,5,-1.01363,5,NA,NA,NA,NA,NA,NA,NA,6556.704,NA,NA,NA,NA
119693,5,-0.540217,5,NA,NA,NA,NA,NA,NA,NA,4499.459,NA,NA,NA,NA
119884,5,-0.212456,4.14824,NA,NA,NA,NA,NA,NA,NA,3580.806,NA,NA,NA,NA
119970,5,-1.08645,5,NA,NA,NA,NA,NA,NA,NA,2234.331,NA,NA,NA,NA
120236,4.93035,-1.08827,4.94481,NA,NA,NA,NA,NA,NA,NA,3188.029,NA,NA,NA,NA
120407,5,-1.27845,4.38626,NA,NA,NA,NA,NA,NA,NA,5033.392,NA,NA,NA,NA
120554,5,-0.122946,4.31897,NA,NA,NA,NA,NA,NA,NA,4367.779,NA,NA,NA,NA
120897,5,-1.50135,4.17263,NA,NA,NA,NA,NA,NA,NA,NA,3375.29,NA,NA,NA
121087,4.77542,-0.722502,4.80091,NA,NA,NA,NA,NA,NA,NA,19031.631,NA,NA,NA,NA
121139,4.27511,-1.34834,5,NA,NA,NA,NA,NA,NA,NA,6853.038,NA,NA,NA,NA
121507,5,-2.02916,5,NA,NA,NA,NA,NA,NA,NA,5504.628,NA,NA,NA,NA
121619,4.93475,-2.87831,5,NA,NA,NA,NA,NA,NA,NA,NA,2401.804,NA,NA,NA
121788,5,-0.91985,5,NA,NA,NA,NA,NA,NA,NA,10887.241,NA,NA,NA,NA
121946,5,-1.22855,5,NA,NA,NA,NA,NA,NA,NA,NA,3928.244,NA,NA,NA
122152,5,-1.32964,4.31457,NA,NA,NA,NA,NA,NA,NA,7921.259,NA,NA,NA,NA
122375,5,-1.64569,4.8513,NA,NA,NA,NA,NA,NA,NA,NA,3052.666,NA,NA,NA
122556,5,-0.735105,5,NA,NA,NA,NA,NA,NA,NA,12413.446,NA,NA,NA,NA
122834,5,-1.16102,4.4086,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.937,NA,NA
123083,5,-1.02771,5,NA,NA,NA,NA,NA,NA,NA,6104.619,NA,NA,NA,NA
123319,5,-0.819654,4.83291,NA,NA,NA,NA,NA,NA,NA,22040.284,NA,NA,NA,NA
123447,5,0.260097,5,NA,NA,NA,NA,NA,NA,NA,3795.058,NA,NA,NA,NA
123536,4.61562,0.328356,5,NA,NA,NA,NA,NA,NA,NA,1893.045,NA,NA,NA,NA
123870,5,0.635185,5,NA,NA,NA,NA,NA,NA,NA,NA,810.901,NA,NA,NA
124110,4.78432,-0.525485,3.75714,NA,NA,NA,NA,NA,NA,NA,NA,532.053,NA,NA,NA
124138,5,-1.03884,3.67367,NA,NA,NA,NA,NA,NA,NA,1508.295,NA,NA,NA,NA
124427,4.32819,-0.588,3.22079,NA,NA,NA,NA,NA,NA,NA,NA,1250.241,NA,NA,NA
124664,5,-1.16833,4.3923,NA,NA,NA,NA,NA,NA,NA,NA,1110.288,NA,NA,NA
124744,5,-0.538632,5,NA,NA,NA,NA,NA,NA,NA,4414.202,NA,NA,NA,NA
125088,5,-0.969161,5,NA,NA,NA,NA,NA,NA,NA,11695.675,NA,NA,NA,NA
125261,5,-2.85166,5,NA,NA,NA,NA,NA,NA,NA,1927.71,NA,NA,NA,NA
125498,5,-1.9276,4.97747,NA,NA,NA,NA,NA,NA,NA,5354.098,NA,NA,NA,NA
125610,5,-2.09169,5,NA,NA,NA,NA,NA,NA,NA,6348.846,NA,NA,NA,NA
125738,3.76108,-1.84972,4.93658,NA,NA,NA,NA,NA,NA,NA,1350.374,NA,NA,NA,NA
126006,4.99706,-0.887772,5,NA,NA,NA,NA,NA,NA,NA,12040.819,NA,NA,NA,NA
126139,4.32831,-2.68606,4.85152,NA,NA,NA,NA,NA,NA,NA,NA,1200.168,NA,NA,NA
126344,3.91823,-1.97628,5,NA,NA,NA,NA,NA,NA,NA,1060.755,NA,NA,NA,NA
126702,4.7651,-2.89993,5,NA,NA,NA,NA,NA,NA,NA,3130.87,NA,NA,NA,NA
126851,4.61311,-0.7846,4.74208,NA,NA,NA,NA,NA,NA,NA,NA,8692.111,NA,NA,NA
127118,5,-0.595917,5,NA,NA,NA,NA,NA,NA,NA,7385.603,NA,NA,NA,NA
127129,5,-2.02523,5,NA,NA,NA,NA,NA,NA,NA,7292.206,NA,NA,NA,NA
127503,5,-0.837353,4.97744,NA,NA,NA,NA,NA,NA,NA,14074.352,NA,NA,NA,NA
127520,5,-1.01786,5,NA,NA,NA,NA,NA,NA,NA,6321.857,NA,NA,NA,NA
127756,5,-1.03616,5,NA,NA,NA,NA,NA,NA,NA,5277.464,NA,NA,NA,NA
128095,5,0.188046,5,NA,NA,NA,NA,NA,NA,NA,2176.54,NA,NA,NA,NA
128155,5,1.16542,5,NA,NA,NA,NA,NA,NA,NA,1369.64,NA,NA,NA,NA
128433,5,0.425221,4.95746,NA,NA,NA,NA,NA,NA,NA,3309,NA,NA,NA,NA
128603,5,0.150637,5,NA,NA,NA,NA,NA,NA,NA,977.467,NA,NA,NA,NA
128827,5,0.337701,4.8052,NA,NA,NA,NA,NA,NA,NA,4457.564,NA,NA,NA,NA
129013,3.78732,-0.70795,5,NA,NA,NA,NA,NA,NA,NA,4355.846,NA,NA,NA,NA
129274,4.27055,-1.52501,5,NA,NA,NA,NA,NA,NA,NA,6526.406,NA,NA,NA,NA
129391,4.33526,-0.174551,4.87439,NA,NA,NA,NA,NA,NA,NA,6037.792,NA,NA,NA,NA
129601,5,-1.06273,4.7188,NA,NA,NA,NA,NA,NA,NA,4504.606,NA,NA,NA,NA
129879,5,-0.318535,5,NA,NA,NA,NA,NA,NA,NA,NA,3724.022,NA,NA,NA
129930,4.72575,-0.340811,4.27325,NA,NA,NA,NA,NA,NA,NA,NA,2029.293,NA,NA,NA
130177,5,-0.799063,5,NA,NA,NA,NA,NA,NA,NA,13057.763,NA,NA,NA,NA
130456,5,-0.792561,4.67073,NA,NA,NA,NA,NA,NA,NA,10791.038,NA,NA,NA,NA
130607,5,-1.52785,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6208.642,NA,NA
130887,3.42307,-0.648938,5,NA,NA,NA,NA,NA,NA,NA,NA,1483.208,NA,NA,NA
131111,5,-0.813946,5,NA,NA,NA,NA,NA,NA,NA,13029.277,NA,NA,NA,NA
131192,5,-1.90137,5,NA,NA,NA,NA,NA,NA,NA,4374.113,NA,NA,NA,NA
131432,5,-3.05987,5,NA,NA,NA,NA,NA,NA,NA,3061.934,NA,NA,NA,NA
131669,5,-2.04946,5,NA,NA,NA,NA,NA,NA,NA,7052.747,NA,NA,NA,NA
131752,4.78714,-0.500729,4.78403,NA,NA,NA,NA,NA,NA,NA,3679.537,NA,NA,NA,NA
132041,5,-0.84221,4.56513,NA,NA,NA,NA,NA,NA,NA,3544.12,NA,NA,NA,NA
132168,4.55225,-0.258692,4.24225,NA,NA,NA,NA,NA,NA,NA,939.204,NA,NA,NA,NA
132480,5,-0.727095,3.7738,NA,NA,NA,NA,NA,NA,NA,4551.134,NA,NA,NA,NA
132539,5,-0.291812,4.05376,NA,NA,NA,NA,NA,NA,NA,1291.607,NA,NA,NA,NA
132917,5,-2.2027,5,NA,NA,NA,NA,NA,NA,NA,2435.516,NA,NA,NA,NA
132938,3.79223,-1.40108,4.43319,NA,NA,NA,NA,NA,NA,NA,1448.609,NA,NA,NA,NA
133251,5,-1.03257,5,NA,NA,NA,NA,NA,NA,NA,5485.734,NA,NA,NA,NA
133341,4.39228,-0.422612,4.97438,NA,NA,NA,NA,NA,NA,NA,895.217,NA,NA,NA,NA
133583,2.77864,0.456957,5,NA,NA,NA,NA,NA,NA,NA,644.288,NA,NA,NA,NA
133781,3.34207,0.051088,4.58607,NA,NA,NA,NA,NA,NA,NA,317.583,NA,NA,NA,NA
134025,5,-0.604667,5,NA,NA,NA,NA,NA,NA,NA,7810.214,NA,NA,NA,NA
134282,5,-2.13137,4.76472,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830.689,NA,NA
134429,5,-0.807928,4.70384,NA,NA,NA,NA,NA,NA,NA,NA,13431.517,NA,NA,NA
134643,5,-0.854212,5,NA,NA,NA,NA,NA,NA,NA,12608.846,NA,NA,NA,NA
134749,5,0.449557,5,NA,NA,NA,NA,NA,NA,NA,NA,1445.894,NA,NA,NA
135049,5,-0.0137484,4.25704,NA,NA,NA,NA,NA,NA,NA,2819.019,NA,NA,NA,NA
135315,5,-2.20037,5,NA,NA,NA,NA,NA,NA,NA,NA,2265.916,NA,NA,NA
135399,4.12216,-1.42524,4.84796,NA,NA,NA,NA,NA,NA,NA,8135.147,NA,NA,NA,NA
135692,5,-2.06308,5,NA,NA,NA,NA,NA,NA,NA,5247.3,NA,NA,NA,NA
135802,5,-0.844335,5,NA,NA,NA,NA,NA,NA,NA,12758.135,NA,NA,NA,NA
136053,4.38512,-1.449,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.894,NA,NA
136309,3.41092,-1.38095,5,NA,NA,NA,NA,NA,NA,NA,2923.015,NA,NA,NA,NA
136335,3.87935,-0.794097,5,NA,NA,NA,NA,NA,NA,NA,3583.287,NA,NA,NA,NA
136631,3.71966,-0.667352,5,NA,NA,NA,NA,NA,NA,NA,3657.985,NA,NA,NA,NA
136775,3.82494,-0.754605,4.82216,NA,NA,NA,NA,NA,NA,NA,5814.506,NA,NA,NA,NA
136986,5,-1.11042,5,NA,NA,NA,NA,NA,NA,NA,738.441,NA,NA,NA,NA
137225,5,-0.98252,5,NA,NA,NA,NA,NA,NA,NA,8194.026,NA,NA,NA,NA
137466,4.33346,-0.944154,4.43861,NA,NA,NA,NA,NA,NA,NA,1919.164,NA,NA,NA,NA
137564,5,-2.21656,4.5756,NA,NA,NA,NA,NA,NA,NA,687.782,NA,NA,NA,NA
137724,4.69802,-1.03061,5,NA,NA,NA,NA,NA,NA,NA,NA,4575.396,NA,NA,NA
137927,4.4408,-1.29408,4.59823,NA,NA,NA,NA,NA,NA,NA,NA,624.925,NA,NA,NA
138167,4.97142,0.309376,4.86467,NA,NA,NA,NA,NA,NA,NA,5085.141,NA,NA,NA,NA
138491,4.66697,-0.128684,5,NA,NA,NA,NA,NA,NA,NA,NA,3677.771,NA,NA,NA
138546,4.76216,0.516669,5,NA,NA,NA,NA,NA,NA,NA,1456.445,NA,NA,NA,NA
138910,5,-2.11937,5,NA,NA,NA,NA,NA,NA,NA,NA,2611.075,NA,NA,NA
139065,5,-1.11178,5,NA,NA,NA,NA,NA,NA,NA,653.398,NA,NA,NA,NA
139196,5,-0.574283,5,NA,NA,NA,NA,NA,NA,NA,6296.661,NA,NA,NA,NA
139432,4.94875,-0.82665,3.84046,NA,NA,NA,NA,NA,NA,NA,6330.596,NA,NA,NA,NA
139584,5,-0.624573,4.82734,NA,NA,NA,NA,NA,NA,NA,15177.391,NA,NA,NA,NA
139798,5,-0.766384,5,NA,NA,NA,NA,NA,NA,NA,12881.378,NA,NA,NA,NA
140021,5,-0.970615,5,NA,NA,NA,NA,NA,NA,NA,8773.2,NA,NA,NA,NA
140119,5,-1.53574,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2428.038,NA,NA
140404,5,-0.99258,5,NA,NA,NA,NA,NA,NA,NA,9752.986,NA,NA,NA,NA
140558,5,-2.1075,5,NA,NA,NA,NA,NA,NA,NA,4611.833,NA,NA,NA,NA
140889,5,-2.05884,4.72893,NA,NA,NA,NA,NA,NA,NA,5698.064,NA,NA,NA,NA
141025,5,-1.26424,4.09315,NA,NA,NA,NA,NA,NA,NA,NA,2277.47,NA,NA,NA
141193,5,-0.887417,4.80023,NA,NA,NA,NA,NA,NA,NA,15208.309,NA,NA,NA,NA
141467,5,-2.43043,5,NA,NA,NA,NA,NA,NA,NA,NA,1742.271,NA,NA,NA
141519,5,-3.52884,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389.043,NA,NA
141857,4.15459,-1.52386,5,NA,NA,NA,NA,NA,NA,882.682,NA,NA,NA,NA,NA
142071,5,-1.52776,5,NA,NA,NA,NA,NA,NA,NA,NA,6463.792,NA,NA,NA
142154,5,-2.03979,5,NA,NA,NA,NA,NA,NA,NA,5447.091,NA,NA,NA,NA
142473,4.713,-3.89757,5,NA,NA,NA,NA,NA,NA,NA,2292.528,NA,NA,NA,NA
142580,5,-4.78825,5,NA,NA,NA,NA,NA,NA,NA,1141.466,NA,NA,NA,NA
142840,5,-4.75898,5,NA,NA,NA,NA,NA,NA,NA,685.826,NA,NA,NA,NA
143098,4.98686,-5,5,NA,NA,NA,NA,NA,NA,NA,2706.35,NA,NA,NA,NA
143219,4.90985,-5,5,NA,NA,NA,NA,NA,NA,NA,3296.305,NA,NA,NA,NA
143497,4.72768,-4.89846,4.76566,NA,NA,NA,NA,NA,NA,NA,3091.525,NA,NA,NA,NA
143595,5,-4.14423,5,NA,NA,NA,NA,NA,NA,NA,1422.76,NA,NA,NA,NA
143884,5,-2.85454,4.70186,NA,NA,NA,NA,NA,NA,NA,1912.098,NA,NA,NA,NA
144015,5,-1.92774,4.74337,NA,NA,NA,NA,NA,NA,NA,5517.252,NA,NA,NA,NA
144180,5,-1.85815,5,NA,NA,NA,NA,NA,NA,NA,4303.371,NA,NA,NA,NA
144411,5,-0.612971,5,NA,NA,NA,NA,NA,NA,NA,10933.481,NA,NA,NA,NA
144582,5,-0.498631,5,NA,NA,NA,NA,NA,NA,682.568,NA,NA,NA,NA,NA
144854,5,-0.18422,5,NA,NA,NA,NA,NA,NA,NA,NA,4888.089,NA,NA,NA
145043,4.47608,-0.818545,3.3068,NA,NA,NA,NA,NA,NA,NA,994.309,NA,NA,NA,NA
145204,4.78681,-1.83105,4.84491,NA,NA,NA,NA,NA,NA,NA,3887.916,NA,NA,NA,NA
145359,4.90254,-0.763923,5,NA,NA,NA,NA,NA,NA,NA,16709.677,NA,NA,NA,NA
145649,4.4793,-0.0146793,4.28267,NA,NA,NA,NA,NA,NA,NA,NA,36.587,NA,NA,NA
145710,5,-0.681051,4.20865,NA,NA,NA,NA,NA,NA,NA,NA,4103.962,NA,NA,NA
146036,4.3716,-0.0438093,4.85724,NA,NA,NA,NA,NA,NA,NA,3747.193,NA,NA,NA,NA
146170,4.95507,-1.30023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2146.47,NA
146496,5,-0.812359,4.58582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1359.226,NA
146616,4.68381,-1.25324,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1172.812
146826,4.93616,-0.332422,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2255.179,NA
147032,5,-0.683347,5,NA,NA,NA,NA,NA,NA,NA,11045.538,NA,NA,NA,NA
147157,5,-0.934587,5,NA,NA,NA,NA,NA,NA,NA,10337.6,NA,NA,NA,NA
147419,4.79453,-0.608632,5,NA,NA,NA,NA,NA,NA,NA,10141.725,NA,NA,NA,NA
147529,5,-0.316905,5,NA,NA,NA,NA,NA,NA,NA,NA,2025.063,NA,NA,NA
147831,3.87852,-0.790838,2.81906,NA,NA,NA,NA,NA,NA,312.401,NA,NA,NA,NA,NA
147976,4.53568,-1.30815,2.23014,NA,NA,NA,NA,NA,NA,NA,405.622,NA,NA,NA,NA
148272,5,-1.44844,2.4928,NA,NA,NA,NA,NA,NA,NA,1241.614,NA,NA,NA,NA
148346,5,-2.40441,4.42226,NA,NA,NA,NA,NA,NA,NA,912.767,NA,NA,NA,NA
148594,4.71493,-4.51507,5,NA,NA,NA,NA,NA,NA,906.462,NA,NA,NA,NA,NA
148902,3.72408,-5,5,NA,NA,NA,NA,NA,172.997,NA,NA,NA,NA,NA,NA
149041,3.41831,-4.39187,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.58,NA
149270,4.9761,-5,5,NA,NA,NA,NA,NA,NA,NA,2817.319,NA,NA,NA,NA
149408,5,-5,5,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA
149564,5,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,2868.476,NA,NA,NA
149720,4.90016,-5,4.01819,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.953,NA,NA
150032,4.79009,-3.95809,5,NA,NA,NA,NA,NA,NA,NA,3271.058,NA,NA,NA,NA
150236,5,-5,5,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA
150346,5,-3.87906,4.6727,NA,NA,NA,NA,NA,NA,NA,1746.343,NA,NA,NA,NA
150690,5,-3.03163,5,NA,NA,NA,NA,NA,NA,NA,3203.834,NA,NA,NA,NA
150754,5,-2.48678,4.17422,NA,NA,NA,NA,NA,NA,NA,1681.332,NA,NA,NA,NA
151048,4.87692,-0.967889,4.74856,NA,NA,NA,NA,NA,NA,NA,NA,NA,4962.936,NA,NA
151278,5,-0.158673,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4723.184,NA,NA
151380,5,0.645821,4.17007,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.543,NA,NA
151651,4.27026,-0.788348,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3587.486,NA,NA
151871,5,-1.29589,4.18092,NA,NA,NA,NA,NA,NA,NA,5873.451,NA,NA,NA,NA
152031,4.18747,-1.95368,3.24054,NA,NA,NA,NA,NA,NA,NA,1057.249,NA,NA,NA,NA
152299,5,-2.03901,4.80414,NA,NA,NA,NA,NA,NA,NA,NA,4228.625,NA,NA,NA
152463,4.32268,-1.35876,5,NA,NA,NA,NA,NA,NA,NA,6705.572,NA,NA,NA,NA
152615,4.32136,-1.24182,5,NA,NA,NA,NA,NA,NA,NA,4211.581,NA,NA,NA,NA
152778,4.39334,-1.35237,5,NA,NA,NA,NA,NA,NA,NA,5106.28,NA,NA,NA,NA
152956,5,-1.03707,4.84991,NA,NA,NA,NA,NA,NA,NA,6958.761,NA,NA,NA,NA
153177,5,-1.98425,5,NA,NA,NA,NA,NA,NA,NA,5498.721,NA,NA,NA,NA
153341,4.89476,-0.872422,3.70114,NA,NA,NA,NA,NA,NA,1611.361,NA,NA,NA,NA,NA
153547,5,-1.36885,4.32746,NA,NA,NA,NA,NA,NA,NA,NA,NA,2501.546,NA,NA
153783,5,-0.900107,3.63721,NA,NA,NA,NA,NA,NA,NA,3538.664,NA,NA,NA,NA
153997,5,-1.79032,4.94215,NA,NA,NA,NA,NA,NA,NA,948.529,NA,NA,NA,NA
154268,5,-1.9205,5,NA,NA,NA,NA,NA,NA,NA,4762.46,NA,NA,NA,NA
154453,5,-4.05545,5,NA,NA,NA,NA,NA,NA,NA,3125.183,NA,NA,NA,NA
154689,5,-4.07615,5,NA,NA,NA,NA,NA,NA,NA,2593.81,NA,NA,NA,NA
154896,4.58299,-5,5,NA,NA,NA,NA,NA,NA,NA,953.969,NA,NA,NA,NA
155037,5,-5,5,NA,NA,NA,NA,NA,NA,NA,2717.35,NA,NA,NA,NA
155286,5,-4.11223,5,NA,NA,NA,NA,NA,NA,NA,1833.052,NA,NA,NA,NA
155346,4.98665,-4.11788,4.86532,NA,NA,NA,NA,NA,NA,NA,2489.141,NA,NA,NA,NA
155568,4.9806,-4.03149,4.70655,NA,NA,NA,NA,NA,NA,NA,NA,2613.156,NA,NA,NA
155729,5,-5,5,NA,NA,NA,NA,NA,NA,NA,3030.339,NA,NA,NA,NA
156030,5,-5,5,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA
156186,5,-5,5,NA,NA,NA,NA,NA,NA,NA,2945.174,NA,NA,NA,NA
156493,4.77566,-5,5,NA,NA,NA,NA,NA,NA,NA,3134.227,NA,NA,NA,NA
156508,4.3541,-4.52254,4.72266,NA,NA,NA,NA,NA,NA,NA,1776.122,NA,NA,NA,NA
156810,4.71645,-5,4.83412,NA,NA,NA,NA,NA,NA,NA,3869.09,NA,NA,NA,NA
157039,5,-5,5,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA
