id,x0,x1,x2,fitness-3,fitness-2.5,fitness-4,fitness-2,fitness-1.5,fitness-3.5,fitness-1,fitness-4.5,fitness-0.5
118530,1.56665,1.71933,-5,NA,-16.276,NA,NA,NA,NA,NA,NA,NA
118635,1.21652,1.66294,-4.32107,-15.822,NA,NA,NA,NA,NA,NA,NA,NA
118925,1.91818,1.5468,-4.18443,NA,NA,NA,NA,-37.298,NA,NA,NA,NA
119106,1.67556,0.865738,-3.75473,NA,-44.158,NA,NA,NA,NA,NA,NA,NA
119340,2.38304,2.00855,-5,NA,-24.61,NA,NA,NA,NA,NA,NA,NA
119403,2.47614,2.57478,-5,NA,NA,NA,-51.531,NA,NA,NA,NA,NA
119654,2.48926,1.58724,-5,NA,NA,NA,-27.996,NA,NA,NA,NA,NA
119879,1.59271,2.10877,-4.4746,-13.358,NA,NA,NA,NA,NA,NA,NA,NA
120146,1.50599,1.83775,-3.54468,NA,NA,NA,-30.662,NA,NA,NA,NA,NA
120360,1.10636,1.4026,-4.53925,NA,-22.248,NA,NA,NA,NA,NA,NA,NA
120505,1.13107,1.93292,-5,NA,NA,NA,NA,NA,-38.95,NA,NA,NA
120610,1.77953,1.59445,-5,NA,NA,NA,NA,NA,-32.135,NA,NA,NA
120835,1.61631,1.31053,-5,NA,-21.225,NA,NA,NA,NA,NA,NA,NA
121009,1.43091,1.5914,-5,-26.404,NA,NA,NA,NA,NA,NA,NA,NA
121362,1.16491,1.91039,-5,NA,NA,NA,NA,-53.691,NA,NA,NA,NA
121586,0.728159,1.72853,-5,NA,-45.656,NA,NA,NA,NA,NA,NA,NA
121656,1.27854,2.00372,-3.97219,-22.316,NA,NA,NA,NA,NA,NA,NA,NA
121899,1.97719,1.17963,-5,NA,-24.696,NA,NA,NA,NA,NA,NA,NA
122115,1.86683,2.34816,-5,NA,-24.76,NA,NA,NA,NA,NA,NA,NA
122369,1.25638,2.14122,-5,-28.175,NA,NA,NA,NA,NA,NA,NA,NA
122493,2.03643,1.96163,-5,NA,NA,NA,NA,NA,-29.578,NA,NA,NA
122660,1.9101,1.53018,-5,-25.841,NA,NA,NA,NA,NA,NA,NA,NA
122992,2.01434,2.59937,-4.04339,-32.349,NA,NA,NA,NA,NA,NA,NA,NA
123187,2.18616,2.31377,-4.38154,NA,NA,NA,NA,NA,-29.215,NA,NA,NA
123242,1.72795,2.10092,-5,NA,-18.628,NA,NA,NA,NA,NA,NA,NA
123500,1.19574,1.84032,-4.74395,-24.943,NA,NA,NA,NA,NA,NA,NA,NA
123678,1.52681,2.33889,-5,-32.66,NA,NA,NA,NA,NA,NA,NA,NA
123913,1.61546,1.46888,-5,NA,-18.257,NA,NA,NA,NA,NA,NA,NA
124185,1.57258,2.07797,-4.44243,NA,-8.919,NA,NA,NA,NA,NA,NA,NA
124223,1.22199,2.14244,-4.6293,-25.086,NA,NA,NA,NA,NA,NA,NA,NA
124426,2.09855,1.91811,-4.26823,NA,-6.53,NA,NA,NA,NA,NA,NA,NA
124685,2.27015,2.1608,-4.33291,NA,NA,NA,NA,-26.972,NA,NA,NA,NA
124979,1.83812,2.60791,-4.3652,NA,-24.619,NA,NA,NA,NA,NA,NA,NA
125114,1.24201,1.72083,-4.14067,NA,NA,NA,NA,-44.468,NA,NA,NA,NA
125326,1.78456,1.78466,-3.94664,NA,NA,NA,-15.631,NA,NA,NA,NA,NA
125408,1.67476,1.25832,-5,NA,NA,NA,-27.485,NA,NA,NA,NA,NA
125745,1.40554,2.30396,-5,NA,-26.103,NA,NA,NA,NA,NA,NA,NA
125860,1.27298,1.52887,-5,NA,NA,NA,-32.329,NA,NA,NA,NA,NA
126061,1.44819,1.79789,-5,NA,-18.162,NA,NA,NA,NA,NA,NA,NA
126292,1.76857,1.27302,-5,NA,-20.937,NA,NA,NA,NA,NA,NA,NA
126518,0.59802,1.88179,-5,NA,NA,NA,-62.072,NA,NA,NA,NA,NA
126720,1.3122,2.23534,-4.38055,NA,NA,NA,-22.36,NA,NA,NA,NA,NA
126856,2.11741,1.57845,-4.92374,NA,NA,NA,NA,-45.997,NA,NA,NA,NA
127018,1.75754,1.40338,-4.37346,NA,NA,NA,-15.935,NA,NA,NA,NA,NA
127294,1.43998,1.50516,-5,NA,NA,NA,NA,NA,-38.725,NA,NA,NA
127447,1.83086,2.2521,-5,NA,-22.382,NA,NA,NA,NA,NA,NA,NA
127727,0.658321,2.01626,-4.86135,NA,-43.088,NA,NA,NA,NA,NA,NA,NA
127928,1.6478,1.40005,-5,NA,-19.04,NA,NA,NA,NA,NA,NA,NA
128123,1.48161,1.81991,-5,NA,NA,NA,-27.546,NA,NA,NA,NA,NA
128350,0.914108,1.6243,-4.90263,NA,NA,NA,NA,-68.743,NA,NA,NA,NA
128579,1.88719,1.38758,-4.61653,NA,NA,NA,-11.612,NA,NA,NA,NA,NA
128757,2.25319,1.61405,-4.07041,NA,-9.861,NA,NA,NA,NA,NA,NA,NA
128831,1.80336,1.50053,-4.96291,NA,-14.562,NA,NA,NA,NA,NA,NA,NA
129183,1.63908,1.96051,-3.89007,NA,-10.096,NA,NA,NA,NA,NA,NA,NA
129255,1.79905,2.46637,-5,NA,-28.501,NA,NA,NA,NA,NA,NA,NA
129556,2.26021,2.8219,-4.58223,-43.357,NA,NA,NA,NA,NA,NA,NA,NA
129769,0.766842,2.31067,-4.83224,-45.197,NA,NA,NA,NA,NA,NA,NA,NA
129827,0.968462,2.93979,-4.4657,NA,NA,NA,NA,-68.755,NA,NA,NA,NA
130083,1.90406,1.39794,-4.81861,NA,-11.231,NA,NA,NA,NA,NA,NA,NA
130306,1.86116,1.20467,-4.77448,NA,-15.714,NA,NA,NA,NA,NA,NA,NA
130591,0.819285,1.55161,-4.79361,NA,-38.264,NA,NA,NA,NA,NA,NA,NA
130614,0.918957,2.66896,-5,NA,NA,NA,-54.303,NA,NA,NA,NA,NA
130859,1.81044,1.90401,-4.15677,NA,-4.051,NA,NA,NA,NA,NA,NA,NA
131009,1.22683,1.5888,-4.24312,NA,-11.252,NA,NA,NA,NA,NA,NA,NA
131224,2.01462,1.98564,-4.41129,NA,NA,NA,NA,-35.402,NA,NA,NA,NA
131407,2.05006,2.34298,-5,NA,-25.735,NA,NA,NA,NA,NA,NA,NA
131698,1.41341,2.11958,-4.68207,-20.132,NA,NA,NA,NA,NA,NA,NA,NA
131812,1.62888,2.38183,-3.54284,-36.511,NA,NA,NA,NA,NA,NA,NA,NA
132042,1.30387,2.93031,-4.03197,NA,-45.508,NA,NA,NA,NA,NA,NA,NA
132232,1.73658,2.22611,-5,NA,NA,NA,-22.539,NA,NA,NA,NA,NA
132431,2.44508,1.48343,-4.05834,NA,-16.488,NA,NA,NA,NA,NA,NA,NA
132700,2.15958,1.74906,-3.8275,NA,-13.308,NA,NA,NA,NA,NA,NA,NA
132893,2.06838,1.2207,-4.04387,NA,NA,NA,NA,NA,-27.264,NA,NA,NA
133199,1.17686,1.8233,-3.74212,NA,-24.42,NA,NA,NA,NA,NA,NA,NA
133290,1.9865,0.813553,-4.63949,NA,NA,NA,-42.011,NA,NA,NA,NA,NA
133510,1.43052,1.53742,-5,NA,NA,NA,NA,NA,-33.052,NA,NA,NA
133775,2.1261,1.91766,-5,-28.321,NA,NA,NA,NA,NA,NA,NA,NA
133915,1.73034,1.54234,-5,-23.213,NA,NA,NA,NA,NA,NA,NA,NA
134169,2.66594,2.03316,-4.99567,NA,NA,NA,-37.79,NA,NA,NA,NA,NA
134375,2.04694,0.541786,-4.93263,NA,-69.209,NA,NA,NA,NA,NA,NA,NA
134492,2.15577,1.29415,-5,NA,-21.753,NA,NA,NA,NA,NA,NA,NA
134722,1.34087,2.2109,-3.59196,NA,NA,NA,-37.257,NA,NA,NA,NA,NA
134903,1.66652,1.25657,-4.67736,NA,NA,NA,NA,-41.886,NA,NA,NA,NA
135184,2.40606,2.22243,-4.75691,NA,NA,NA,-24.963,NA,NA,NA,NA,NA
135232,1.46875,2.71739,-4.56958,-34.426,NA,NA,NA,NA,NA,NA,NA,NA
135549,1.31672,1.64368,-4.20591,-12.218,NA,NA,NA,NA,NA,NA,NA,NA
135661,1.49278,1.47498,-5,-21.101,NA,NA,NA,NA,NA,NA,NA,NA
135856,2.25919,0.959867,-5,NA,-41.32,NA,NA,NA,NA,NA,NA,NA
136188,1.91591,1.68147,-4.64048,NA,-5.043,NA,NA,NA,NA,NA,NA,NA
136361,1.98974,1.28211,-4.03529,-22.169,NA,NA,NA,NA,NA,NA,NA,NA
136408,1.60678,1.53996,-5,-23.267,NA,NA,NA,NA,NA,NA,NA,NA
136659,2.1023,1.68105,-5,NA,-16.514,NA,NA,NA,NA,NA,NA,NA
136834,1.23758,2.55582,-4.99934,-42.197,NA,NA,NA,NA,NA,NA,NA,NA
137076,2.21595,1.80031,-5,-21.569,NA,NA,NA,NA,NA,NA,NA,NA
137248,1.52494,1.63596,-4.46655,-18.841,NA,NA,NA,NA,NA,NA,NA,NA
137425,2.29513,2.19559,-4.16159,NA,-17.797,NA,NA,NA,NA,NA,NA,NA
137603,1.07973,2.29447,-4.66706,-29.886,NA,NA,NA,NA,NA,NA,NA,NA
137902,2.00349,1.15452,-4.41876,NA,-12.044,NA,NA,NA,NA,NA,NA,NA
138047,1.8445,2.28612,-4.5832,-16.066,NA,NA,NA,NA,NA,NA,NA,NA
138246,3.37535,2.02066,-4.35062,NA,-61.905,NA,NA,NA,NA,NA,NA,NA
138554,2.73372,2.4318,-4.61918,NA,-38.436,NA,NA,NA,NA,NA,NA,NA
138719,2.17209,1.92377,-4.53664,NA,NA,NA,-15.382,NA,NA,NA,NA,NA
138974,2.11723,2.09789,-4.93646,NA,NA,NA,-22.976,NA,NA,NA,NA,NA
139077,2.29367,1.60909,-5,NA,-20.474,NA,NA,NA,NA,NA,NA,NA
139364,1.63954,0.927426,-5,NA,-41.498,NA,NA,NA,NA,NA,NA,NA
139560,2.10279,1.68462,-4.94628,-15.759,NA,NA,NA,NA,NA,NA,NA,NA
139784,2.06921,1.99393,-4.84383,-15.469,NA,NA,NA,NA,NA,NA,NA,NA
139893,2.4157,2.00889,-4.24779,NA,-15.581,NA,NA,NA,NA,NA,NA,NA
140026,2.23742,2.46639,-4.91503,NA,-29.96,NA,NA,NA,NA,NA,NA,NA
140205,2.26959,1.80082,-5,NA,-19.898,NA,NA,NA,NA,NA,NA,NA
140538,1.15421,1.59602,-4.19489,NA,-14.258,NA,NA,NA,NA,NA,NA,NA
140697,1.43712,1.78515,-3.23756,NA,-38.547,NA,NA,NA,NA,NA,NA,NA
140915,1.68116,1.75766,-3.25723,NA,NA,NA,-44.302,NA,NA,NA,NA,NA
141167,1.68182,2.23623,-4.408,NA,-11.366,NA,NA,NA,NA,NA,NA,NA
141289,1.88003,2.13511,-5,NA,NA,NA,-21.171,NA,NA,NA,NA,NA
141469,1.97591,1.14307,-4.94081,NA,NA,NA,-27.793,NA,NA,NA,NA,NA
141763,2.60208,2.11081,-5,NA,-33.108,NA,NA,NA,NA,NA,NA,NA
141990,1.27198,1.61855,-5,NA,NA,NA,-26.001,NA,NA,NA,NA,NA
142026,1.42409,1.94488,-5,NA,-20.429,NA,NA,NA,NA,NA,NA,NA
142324,1.32746,1.12781,-5,NA,-35.622,NA,NA,NA,NA,NA,NA,NA
142550,1.70659,1.21245,-4.3357,NA,NA,NA,NA,NA,-27.784,NA,NA,NA
142615,2.12412,1.89681,-5,-19.219,NA,NA,NA,NA,NA,NA,NA,NA
142907,1.29911,1.95853,-5,NA,NA,NA,-25.473,NA,NA,NA,NA,NA
143036,1.95348,1.23258,-3.63048,NA,NA,NA,-26.808,NA,NA,NA,NA,NA
143297,1.91481,1.70432,-4.28219,NA,NA,NA,-15.828,NA,NA,NA,NA,NA
143584,3.11095,2.05504,-4.12408,-50.057,NA,NA,NA,NA,NA,NA,NA,NA
143757,2.21949,1.55415,-4.53609,NA,NA,NA,-11.86,NA,NA,NA,NA,NA
143963,0.831529,1.60138,-4.50013,NA,NA,NA,-41.383,NA,NA,NA,NA,NA
144159,1.89769,2.73073,-4.35456,NA,NA,NA,-31.306,NA,NA,NA,NA,NA
144278,2.27204,1.96795,-3.89751,-27.3,NA,NA,NA,NA,NA,NA,NA,NA
144445,2.38016,1.6431,-3.57199,NA,NA,-67.963,NA,NA,NA,NA,NA,NA
144774,1.80128,2.00069,-3.55134,NA,NA,NA,NA,NA,-38.145,NA,NA,NA
144865,2.06326,1.653,-3.66527,-20.968,NA,NA,NA,NA,NA,NA,NA,NA
145170,2.18706,1.77898,-3.77051,NA,-15.142,NA,NA,NA,NA,NA,NA,NA
145236,1.99937,1.62444,-4.31792,NA,NA,NA,NA,NA,-28.223,NA,NA,NA
145591,2.12706,1.66966,-4.71664,NA,NA,NA,-15.235,NA,NA,NA,NA,NA
145713,2.29245,0.924129,-5,NA,-42.286,NA,NA,NA,NA,NA,NA,NA
145895,1.85767,1.31559,-4.25887,NA,NA,NA,-6.023,NA,NA,NA,NA,NA
146140,1.70606,2.15111,-4.77375,NA,-13.362,NA,NA,NA,NA,NA,NA,NA
146255,2.43883,1.05357,-4.34476,-38.952,NA,NA,NA,NA,NA,NA,NA,NA
146541,2.39369,1.66678,-4.00976,NA,-14.524,NA,NA,NA,NA,NA,NA,NA
146739,2.35295,1.82441,-4.73337,NA,-15.63,NA,NA,NA,NA,NA,NA,NA
146917,1.90756,1.67124,-5,-17.11,NA,NA,NA,NA,NA,NA,NA,NA
147040,1.6349,1.48657,-4.33086,NA,-2.465,NA,NA,NA,NA,NA,NA,NA
147216,2.16374,1.45437,-3.96273,-15.617,NA,NA,NA,NA,NA,NA,NA,NA
147566,1.95008,1.71455,-4.63349,-15.265,NA,NA,NA,NA,NA,NA,NA,NA
147700,2.04503,2.13734,-5,NA,-20.557,NA,NA,NA,NA,NA,NA,NA
147920,3.4026,2.28109,-5,-80.354,NA,NA,NA,NA,NA,NA,NA,NA
148188,1.60196,2.31473,-4.35413,-19.971,NA,NA,NA,NA,NA,NA,NA,NA
148358,2.20346,1.69624,-3.60484,-26.285,NA,NA,NA,NA,NA,NA,NA,NA
148466,2.13063,1.51362,-4.82981,NA,NA,NA,NA,NA,-44.753,NA,NA,NA
148740,2.19616,1.34992,-4.68515,NA,NA,-50.806,NA,NA,NA,NA,NA,NA
148928,1.67827,2.5862,-4.8875,NA,-30.372,NA,NA,NA,NA,NA,NA,NA
149096,2.43854,2.25939,-5,-32.978,NA,NA,NA,NA,NA,NA,NA,NA
149362,1.1901,2.03579,-5,-36.703,NA,NA,NA,NA,NA,NA,NA,NA
149517,1.76114,1.34419,-4.07677,NA,NA,NA,-8.504,NA,NA,NA,NA,NA
149605,1.05583,2.22313,-3.4703,-43.931,NA,NA,NA,NA,NA,NA,NA,NA
149868,2.65604,1.40834,-4.8416,NA,NA,NA,-35.405,NA,NA,NA,NA,NA
150057,1.74309,2.25647,-5,NA,-22.705,NA,NA,NA,NA,NA,NA,NA
150246,1.33952,2.09165,-5,NA,NA,NA,NA,NA,-35.453,NA,NA,NA
150476,2.03118,2.30365,-4.22953,NA,-15.623,NA,NA,NA,NA,NA,NA,NA
150740,1.93894,1.04636,-4.67697,NA,-19.5,NA,NA,NA,NA,NA,NA,NA
150908,1.29746,1.46653,-4.37987,-14.67,NA,NA,NA,NA,NA,NA,NA,NA
151099,0.996544,1.5823,-4.55596,-25.886,NA,NA,NA,NA,NA,NA,NA,NA
151319,1.33707,1.43209,-5,NA,NA,NA,-32.74,NA,NA,NA,NA,NA
151583,1.82518,1.44653,-4.59517,NA,-4.197,NA,NA,NA,NA,NA,NA,NA
151612,1.97685,2.40527,-5,NA,NA,NA,NA,-48.291,NA,NA,NA,NA
151820,1.11824,1.7046,-4.59086,NA,-16.604,NA,NA,NA,NA,NA,NA,NA
152170,1.72007,1.608,-5,NA,NA,NA,-17.682,NA,NA,NA,NA,NA
152264,1.19416,2.04153,-4.51118,NA,-16.946,NA,NA,NA,NA,NA,NA,NA
152479,1.26591,1.71769,-5,NA,NA,NA,-27.383,NA,NA,NA,NA,NA
152738,1.0797,2.04145,-4.64051,NA,-21.675,NA,NA,NA,NA,NA,NA,NA
152967,1.8639,1.84758,-5,-19.393,NA,NA,NA,NA,NA,NA,NA,NA
153061,2.47388,1.44142,-4.72079,-26.427,NA,NA,NA,NA,NA,NA,NA,NA
153393,1.83484,1.164,-5,NA,NA,NA,-36.233,NA,NA,NA,NA,NA
153471,2.28415,1.45703,-5,NA,NA,NA,-24.413,NA,NA,NA,NA,NA
153658,1.85615,1.6367,-5,-16.937,NA,NA,NA,NA,NA,NA,NA,NA
153894,0.871424,1.24483,-5,NA,NA,NA,NA,NA,-63.729,NA,NA,NA
154182,1.19137,1.3098,-4.7162,NA,NA,NA,-39.383,NA,NA,NA,NA,NA
154327,1.06178,1.6506,-4.52257,-19.827,NA,NA,NA,NA,NA,NA,NA,NA
154428,1.34114,2.15082,-4.46381,NA,NA,NA,-21.218,NA,NA,NA,NA,NA
154682,1.59896,1.49775,-3.69507,NA,-15.959,NA,NA,NA,NA,NA,NA,NA
154985,1.47512,1.65315,-5,NA,NA,NA,-25.04,NA,NA,NA,NA,NA
155108,2.02921,0.795171,-4.85587,NA,-41.681,NA,NA,NA,NA,NA,NA,NA
155360,2.42988,1.42946,-4.60701,NA,NA,NA,-23.638,NA,NA,NA,NA,NA
155561,2.04363,0.951016,-3.76665,-34.848,NA,NA,NA,NA,NA,NA,NA,NA
155640,2.03453,1.71212,-3.89765,NA,NA,NA,NA,-39.971,NA,NA,NA,NA
155908,1.68764,2.79919,-4.15291,NA,NA,NA,NA,NA,-45.157,NA,NA,NA
156114,1.82412,2.04527,-4.35703,NA,NA,NA,-8.653,NA,NA,NA,NA,NA
156357,1.93366,2.1069,-4.74172,NA,NA,NA,NA,NA,-31.512,NA,NA,NA
156467,1.87509,1.08517,-4.75562,NA,-18.846,NA,NA,NA,NA,NA,NA,NA
156732,1.49986,1.57648,-5,NA,NA,NA,-24.55,NA,NA,NA,NA,NA
156945,1.76574,2.41461,-5,-29.261,NA,NA,NA,NA,NA,NA,NA,NA
157153,1.39219,1.77587,-5,NA,NA,NA,NA,-48.874,NA,NA,NA,NA
157390,1.766,1.45881,-5,NA,NA,NA,NA,-47.432,NA,NA,NA,NA
157409,1.272,1.55997,-4.35966,NA,NA,NA,NA,-32.685,NA,NA,NA,NA
157621,1.46309,1.46806,-4.27183,NA,NA,NA,NA,-32.36,NA,NA,NA,NA
157940,1.39775,1.81837,-5,NA,-20.806,NA,NA,NA,NA,NA,NA,NA
158057,1.96343,2.43663,-4.33031,NA,NA,NA,-22.436,NA,NA,NA,NA,NA
158367,1.94653,2.58807,-5,NA,NA,NA,NA,-59.177,NA,NA,NA,NA
158467,1.49516,1.95333,-5,NA,-18.218,NA,NA,NA,NA,NA,NA,NA
158697,2.30762,1.95005,-3.87726,NA,NA,NA,NA,NA,-49.785,NA,NA,NA
158899,2.02424,2.05353,-5,NA,-19.565,NA,NA,NA,NA,NA,NA,NA
159089,1.33033,2.39278,-5,NA,NA,NA,-34.642,NA,NA,NA,NA,NA
159279,1.60221,1.73989,-5,NA,NA,NA,-25.229,NA,NA,NA,NA,NA
159562,1.8138,1.44729,-4.38747,NA,NA,NA,-6.192,NA,NA,NA,NA,NA
159699,1.98401,2.13899,-5,-26.457,NA,NA,NA,NA,NA,NA,NA,NA
159934,2.17275,0.479047,-4.85724,-67.94,NA,NA,NA,NA,NA,NA,NA,NA
160089,2.15744,1.90079,-5,NA,NA,NA,-20.138,NA,NA,NA,NA,NA
160316,2.4545,1.66558,-4.21857,NA,-14.35,NA,NA,NA,NA,NA,NA,NA
160557,2.22127,2.56949,-4.51816,NA,-26.874,NA,NA,NA,NA,NA,NA,NA
160777,2.248,2.2491,-5,NA,-25.76,NA,NA,NA,NA,NA,NA,NA
160807,3.29022,1.73415,-4.98094,-68.334,NA,NA,NA,NA,NA,NA,NA,NA
161114,2.78835,1.27289,-5,NA,-42.263,NA,NA,NA,NA,NA,NA,NA
161304,2.03844,1.97461,-5,NA,NA,NA,NA,NA,-31.874,NA,NA,NA
161448,1.32272,1.07804,-5,-39.069,NA,NA,NA,NA,NA,NA,NA,NA
161620,1.69156,2.29727,-5,-32.021,NA,NA,NA,NA,NA,NA,NA,NA
161879,1.61039,1.22047,-5,NA,NA,NA,NA,NA,-48.901,NA,NA,NA
162185,1.91268,2.53913,-5,NA,-30.54,NA,NA,NA,NA,NA,NA,NA
162385,1.49579,2.69548,-4.14709,NA,-30.978,NA,NA,NA,NA,NA,NA,NA
162418,1.11067,1.7917,-4.08964,NA,-18.512,NA,NA,NA,NA,NA,NA,NA
162698,2.13508,1.47853,-4.87739,NA,NA,NA,NA,NA,-36.48,NA,NA,NA
162843,2.22819,1.57875,-4.99495,-21.297,NA,NA,NA,NA,NA,NA,NA,NA
163157,1.24999,2.24976,-4.92646,-31.888,NA,NA,NA,NA,NA,NA,NA,NA
163363,1.19075,1.72426,-5,NA,NA,NA,-31.854,NA,NA,NA,NA,NA
163521,2.01603,2.62975,-5,NA,-34.966,NA,NA,NA,NA,NA,NA,NA
163642,1.29806,1.88863,-5,NA,NA,NA,-23.867,NA,NA,NA,NA,NA
163943,1.1898,2.00839,-4.52069,NA,-16.257,NA,NA,NA,NA,NA,NA,NA
164044,1.28628,2.29845,-4.41055,-27.807,NA,NA,NA,NA,NA,NA,NA,NA
164252,2.21799,1.89285,-4.37958,-16.064,NA,NA,NA,NA,NA,NA,NA,NA
164476,2.62849,2.99023,-4.02036,-67.093,NA,NA,NA,NA,NA,NA,NA,NA
164683,1.95161,1.07458,-4.52228,-17.675,NA,NA,NA,NA,NA,NA,NA,NA
164856,1.94256,2.32938,-4.48783,NA,-14.584,NA,NA,NA,NA,NA,NA,NA
165091,1.81702,1.06429,-3.99031,NA,NA,NA,NA,NA,-43.873,NA,NA,NA
165223,2.88379,1.50375,-4.45717,NA,-33.268,NA,NA,NA,NA,NA,NA,NA
165470,2.55193,1.27677,-4.6603,NA,-26.065,NA,NA,NA,NA,NA,NA,NA
165622,1.40868,2.47624,-5,NA,NA,NA,-38.765,NA,NA,NA,NA,NA
165987,1.79333,2.41385,-4.56416,NA,NA,NA,-23.428,NA,NA,NA,NA,NA
166185,1.80072,1.82593,-4.04686,-17.545,NA,NA,NA,NA,NA,NA,NA,NA
166315,1.90615,1.73504,-5,NA,NA,NA,-17.69,NA,NA,NA,NA,NA
166421,2.42656,0.925341,-5,NA,-47.18,NA,NA,NA,NA,NA,NA,NA
166643,1.28916,2.27319,-4.46175,NA,-17.737,NA,NA,NA,NA,NA,NA,NA
166862,1.18463,1.4991,-5,NA,-28.433,NA,NA,NA,NA,NA,NA,NA
167053,1.77328,1.27086,-5,NA,NA,NA,-36.898,NA,NA,NA,NA,NA
167296,2.0972,1.4852,-4.89423,NA,NA,NA,-19.828,NA,NA,NA,NA,NA
167476,1.81521,1.86969,-4.35652,NA,-3.762,NA,NA,NA,NA,NA,NA,NA
167779,1.61045,1.31708,-4.42726,NA,-5.466,NA,NA,NA,NA,NA,NA,NA
167831,0.882438,1.94069,-3.46623,NA,NA,NA,-50.95,NA,NA,NA,NA,NA
168125,0.924025,2.04482,-5,NA,NA,NA,-40.94,NA,NA,NA,NA,NA
168292,1.98246,2.10027,-5,NA,NA,NA,-21.065,NA,NA,NA,NA,NA
168449,1.75724,2.34662,-5,NA,NA,NA,-26.049,NA,NA,NA,NA,NA
168756,2.30311,1.71317,-5,-22.515,NA,NA,NA,NA,NA,NA,NA,NA
168823,0.933147,1.99822,-4.39627,NA,-26.648,NA,NA,NA,NA,NA,NA,NA
169020,1.06474,2.19933,-5,NA,-33.822,NA,NA,NA,NA,NA,NA,NA
169285,2.52715,1.93478,-5,NA,NA,NA,-30.29,NA,NA,NA,NA,NA
169583,0.932859,1.79785,-4.54636,-27.352,NA,NA,NA,NA,NA,NA,NA,NA
169788,1.09993,1.61947,-4.05436,-29.627,NA,NA,NA,NA,NA,NA,NA,NA
169926,2.18801,2.04813,-3.97825,-18.365,NA,NA,NA,NA,NA,NA,NA,NA
170079,2.37753,1.70554,-4.3226,-14.913,NA,NA,NA,NA,NA,NA,NA,NA
170302,1.63765,2.30417,-4.95845,NA,-23.138,NA,NA,NA,NA,NA,NA,NA
170570,1.61279,1.89367,-4.6958,NA,-7.827,NA,NA,NA,NA,NA,NA,NA
170611,1.33745,0.858833,-3.57803,NA,NA,NA,NA,-94.094,NA,NA,NA,NA
170890,2.08617,1.79408,-4.65416,NA,-9.133,NA,NA,NA,NA,NA,NA,NA
171078,2.0822,1.48833,-5,-23.338,NA,NA,NA,NA,NA,NA,NA,NA
171301,2.01392,1.36428,-5,-25.286,NA,NA,NA,NA,NA,NA,NA,NA
171581,2.03741,1.04421,-4.90269,-32.91,NA,NA,NA,NA,NA,NA,NA,NA
171751,1.39912,1.61095,-4.53839,-19.024,NA,NA,NA,NA,NA,NA,NA,NA
171934,1.67954,1.54067,-5,-17.297,NA,NA,NA,NA,NA,NA,NA,NA
172081,1.40503,1.66845,-4.99781,NA,NA,NA,-30.234,NA,NA,NA,NA,NA
172335,2.10128,1.37875,-5,NA,-19.197,NA,NA,NA,NA,NA,NA,NA
172591,1.61756,1.63102,-5,NA,NA,NA,-22.291,NA,NA,NA,NA,NA
172719,2.59053,2.57406,-4.89303,NA,-42.779,NA,NA,NA,NA,NA,NA,NA
172911,2.65449,2.11025,-4.62565,NA,-28.321,NA,NA,NA,NA,NA,NA,NA
173006,3.50752,2.45132,-3.98102,NA,NA,NA,-87.887,NA,NA,NA,NA,NA
173363,2.47921,1.59283,-4.37126,-18.119,NA,NA,NA,NA,NA,NA,NA,NA
173508,2.45577,1.56808,-3.56199,NA,NA,NA,-37.652,NA,NA,NA,NA,NA
173673,1.76482,1.30253,-4.26903,NA,-5.361,NA,NA,NA,NA,NA,NA,NA
173972,1.47402,1.32173,-3.24719,NA,NA,NA,-47.784,NA,NA,NA,NA,NA
174150,1.65585,1.84844,-3.53539,NA,NA,NA,NA,NA,-35.037,NA,NA,NA
174291,2.79172,1.20579,-5,NA,NA,NA,-51.194,NA,NA,NA,NA,NA
174497,2.02697,1.88763,-4.58238,NA,NA,NA,-16.751,NA,NA,NA,NA,NA
174713,1.48421,1.62546,-5,NA,-17.138,NA,NA,NA,NA,NA,NA,NA
174851,0.58132,1.5657,-4.82005,-53.959,NA,NA,NA,NA,NA,NA,NA,NA
175040,1.23136,1.19418,-5,NA,-35.364,NA,NA,NA,NA,NA,NA,NA
175339,1.10525,1.57403,-4.63747,NA,-19.434,NA,NA,NA,NA,NA,NA,NA
175482,1.52519,2.47061,-5,-33.551,NA,NA,NA,NA,NA,NA,NA,NA
175800,0.892645,2.09869,-3.70223,NA,-39.523,NA,NA,NA,NA,NA,NA,NA
175828,1.18224,1.21784,-4.47159,NA,NA,NA,NA,NA,NA,NA,-109.521,NA
176086,1.59883,1.27312,-4.37014,NA,-7.633,NA,NA,NA,NA,NA,NA,NA
176304,2.06867,1.10854,-4.19071,NA,-14.703,NA,NA,NA,NA,NA,NA,NA
176504,1.81822,2.18663,-5,-24.624,NA,NA,NA,NA,NA,NA,NA,NA
176615,1.6992,1.3395,-5,NA,-21.052,NA,NA,NA,NA,NA,NA,NA
176831,1.375,1.4704,-5,NA,NA,NA,NA,-52.368,NA,NA,NA,NA
177006,1.3479,1.95617,-5,NA,-22.335,NA,NA,NA,NA,NA,NA,NA
177219,2.10386,1.97418,-5,NA,NA,NA,NA,NA,-35.884,NA,NA,NA
177558,1.62704,1.12995,-4.22068,NA,-11.591,NA,NA,NA,NA,NA,NA,NA
177609,1.54258,1.25814,-4.46123,NA,NA,NA,-11.759,NA,NA,NA,NA,NA
