id,x0,x1,x2,fitness-3.5,fitness-4,fitness-4.5,fitness-5
174890,-1.72257,3.66453,-5,NA,NA,NA,-48.555
175127,-1.82491,3.56041,-5,NA,NA,NA,-44.724
175283,-1.97889,4.49958,-4.83259,NA,NA,NA,-56.24
175551,-2.36783,4.24065,-4.81674,NA,NA,NA,-44.951
175608,-2.49776,3.4669,-5,NA,NA,-58.68,NA
175860,-1.9728,3.22813,-5,NA,NA,-37.715,NA
176185,-1.42862,3.82547,-5,NA,NA,-21.409,NA
176207,-1.63953,3.70855,-5,NA,-10.02,NA,NA
176420,-1.68174,4.11524,-4.92844,NA,NA,NA,-36.82
176765,-1.37181,3.95875,-5,NA,NA,NA,-39.93
176990,-1.34102,3.99272,-5,NA,NA,-19.629,NA
177184,-1.11529,3.7171,-4.53939,NA,NA,-41.172,NA
177366,-2.19642,3.8254,-4.90301,NA,NA,-42.245,NA
177555,-1.08379,3.82111,-5,NA,-26.761,NA,NA
177706,-1.23851,3.56176,-5,NA,NA,-32.828,NA
177915,-1.93376,3.60101,-4.82638,NA,NA,NA,-45.812
178196,-1.6574,3.96103,-5,NA,NA,-18.602,NA
178349,-1.20922,3.97978,-5,NA,NA,NA,-57.866
178427,-1.21214,3.87109,-5,NA,NA,NA,-57.556
178642,-1.75688,3.73525,-5,NA,NA,NA,-50.844
178981,-1.89163,3.92218,-5,NA,NA,NA,-40.923
179028,-2.55635,4.32581,-5,NA,NA,-61.468,NA
179232,-1.45073,3.56013,-5,NA,-12.569,NA,NA
179562,-1.46003,3.25839,-5,NA,NA,NA,-74.477
179608,-1.7199,3.89925,-5,NA,NA,NA,-52.181
179978,-2.08404,3.45352,-5,NA,-32.997,NA,NA
180039,-1.40453,4.25248,-5,NA,-27.338,NA,NA
180389,-1.70623,3.70036,-5,NA,NA,-6.481,NA
180470,-2.06814,3.78232,-5,NA,NA,NA,-34.412
180799,-2.09421,3.22029,-5,NA,NA,-50.059,NA
180911,-1.87341,3.83444,-5,NA,NA,NA,-41.121
181029,-1.68227,3.74444,-5,NA,NA,-26.953,NA
181348,-1.84142,3.36551,-5,NA,NA,NA,-50.948
181597,-1.70068,4.4019,-5,NA,NA,NA,-47.518
181782,-1.43838,3.96574,-5,NA,NA,-18.073,NA
181941,-1.83044,4.06443,-4.70927,NA,NA,-28.758,NA
182008,-1.84588,3.45806,-5,NA,NA,-23.96,NA
182395,-1.88788,3.52119,-5,NA,NA,-20.706,NA
182465,-1.58288,3.48641,-5,NA,NA,-10.042,NA
182667,-1.59984,3.91272,-4.89504,NA,NA,-24.094,NA
182926,-2.11905,4.07765,-5,NA,NA,NA,-48.91
183159,-1.29457,3.51787,-5,NA,NA,NA,-62.165
183292,-1.85454,3.88289,-5,NA,NA,NA,-32.578
183504,-1.9786,3.45071,-5,NA,NA,NA,-63.717
183770,-1.81371,4.76351,-4.88901,NA,NA,-55.41,NA
183814,-1.66096,3.80324,-5,NA,NA,-24.904,NA
184020,-1.88625,4.22647,-4.43732,NA,NA,NA,-52.565
184300,-1.77648,3.95848,-5,NA,-40.669,NA,NA
184509,-1.62509,3.47232,-5,NA,-20.91,NA,NA
184707,-1.64198,3.75591,-5,NA,NA,-21.548,NA
184910,-1.00201,3.72374,-4.50511,NA,NA,-63.958,NA
185134,-1.83796,4.41787,-5,NA,NA,-46.058,NA
185348,-1.97415,2.8524,-4.49232,NA,NA,-73.867,NA
185511,-1.77205,3.32941,-5,NA,-36.297,NA,NA
185735,-1.22921,4.20912,-5,NA,NA,-41.269,NA
185939,-1.8242,4.40879,-5,NA,NA,NA,-52.648
186109,-1.71758,4.05559,-4.75814,NA,-26.002,NA,NA
186252,-2.5786,4.57996,-5,NA,NA,-72.072,NA
186469,-1.68584,4.17506,-5,NA,-35.237,NA,NA
186755,-2.20828,3.45291,-5,NA,NA,NA,-50.192
186843,-2.15979,3.45195,-5,NA,NA,NA,-48.253
187173,-1.08298,3.53613,-5,NA,NA,NA,-60.217
187397,-2.50735,3.92945,-5,NA,NA,NA,-57.968
187458,-2.0918,3.30356,-5,NA,NA,-37.111,NA
187620,-1.68991,3.49635,-4.54465,NA,NA,NA,-45.306
187908,-2.14321,3.90074,-5,NA,NA,-37.894,NA
188125,-1.46941,3.62348,-5,NA,-8.69,NA,NA
188350,-2.18447,4.54,-4.41133,NA,NA,NA,-67.177
188470,-1.78801,3.8306,-5,NA,NA,NA,-47.665
188685,-1.85776,3.72193,-5,NA,NA,NA,-43.167
188877,-1.75601,3.56265,-5,NA,NA,-13.706,NA
189157,-1.52843,3.47673,-4.84378,NA,-6.495,NA,NA
189260,-0.994728,3.86784,-4.89333,NA,NA,-26.95,NA
189572,-2.24202,3.8547,-4.79517,NA,NA,-30.312,NA
189708,-1.54445,3.3813,-5,NA,-39.692,NA,NA
189960,-1.33933,4.43931,-5,NA,NA,-47.985,NA
190058,-1.55218,4.14036,-4.75253,NA,NA,NA,-47.273
190211,-1.31369,4.35145,-5,NA,NA,-39.776,NA
190459,-1.90899,4.08642,-5,NA,NA,-28.93,NA
190649,-1.73321,4.42103,-4.88675,NA,NA,NA,-45.136
190846,-1.11153,3.36859,-5,NA,-55.597,NA,NA
191106,-1.92411,3.7554,-5,NA,-34.636,NA,NA
191285,-1.95602,5,-5,NA,NA,-71.944,NA
191516,-2.57027,4.23605,-5,NA,NA,NA,-70.858
191697,-1.81143,3.80687,-5,NA,-18.358,NA,NA
191848,-1.49231,3.76409,-5,NA,NA,NA,-37.061
192093,-2.00707,3.9714,-5,NA,NA,-35.075,NA
192214,-1.96195,4.05825,-5,NA,NA,NA,-48.217
192576,-1.39051,4.00937,-5,NA,-19.25,NA,NA
192684,-1.44396,3.95861,-5,NA,NA,-23.644,NA
192929,-1.32031,3.28503,-4.57408,NA,-51.141,NA,NA
193060,-1.64671,3.91051,-5,NA,NA,-9.022,NA
193201,-1.20265,3.44288,-5,NA,NA,-27.577,NA
193415,-1.42219,4.79959,-5,NA,NA,NA,-62.909
193724,-1.42309,4.35414,-4.94636,NA,NA,-52.711,NA
193929,-1.4319,3.90999,-4.56012,NA,-26.903,NA,NA
194013,-1.77334,3.31934,-5,NA,-35.067,NA,NA
194302,-1.46434,3.30577,-5,NA,-25.215,NA,NA
194551,-1.39786,3.36619,-5,NA,-14.864,NA,NA
194698,-2.01048,3.40449,-5,NA,NA,-23.597,NA
194810,-1.72068,3.52994,-5,NA,NA,NA,-39.393
195054,-1.85226,3.3328,-5,NA,NA,NA,-44.431
195351,-1.06041,4.21336,-4.99906,NA,NA,NA,-50.399
195459,-1.18568,4.15138,-5,NA,NA,-43.292,NA
195774,-1.50113,3.37688,-5,NA,NA,NA,-50.696
195937,-1.98273,3.3984,-5,NA,NA,NA,-47.96
196130,-2.14326,3.69309,-5,NA,NA,-39.317,NA
196251,-1.59718,3.77796,-4.88858,NA,NA,NA,-50.828
196501,-1.14206,4.33918,-5,NA,NA,NA,-56.966
196768,-1.4821,3.71798,-5,NA,-13.527,NA,NA
196829,-1.55298,3.59563,-5,NA,NA,NA,-44.448
197068,-1.52546,4.4123,-4.99221,NA,NA,-44.639,NA
197257,-1.42487,3.85078,-4.77129,NA,NA,NA,-23.207
197475,-1.68601,4.31443,-3.86235,NA,NA,NA,-64.191
197625,-2.26388,3.96743,-4.78475,NA,NA,-42.416,NA
197957,-1.82685,4.3898,-4.8752,NA,NA,-45.336,NA
198160,-1.58321,3.53113,-4.44896,NA,-30.334,NA,NA
198260,-1.78732,3.92205,-4.56359,NA,NA,NA,-46.666
198460,-2.25104,3.29685,-4.71156,NA,NA,NA,-54.401
198790,-2.27094,4.39017,-5,NA,NA,NA,-52.454
198821,-2.05046,4.8052,-5,NA,NA,NA,-61.932
199008,-1.81066,3.81691,-5,NA,NA,-15.05,NA
199283,-2.51225,4.54352,-4.69356,NA,NA,-65.414,NA
199519,-1.40322,4.69797,-5,NA,NA,NA,-55.778
199651,-1.59941,4.36536,-5,NA,NA,NA,-48.854
199997,-1.16485,2.77355,-4.79904,NA,NA,-109.428,NA
