id,x0,x1,x2,fitness-2.5,fitness-0.5,fitness-1,fitness-1.5,fitness-2,fitness0,fitness1.5,fitness0.5,fitness1,fitness-3,fitness-5,fitness-4.5,fitness3,fitness4.5,fitness3.5,fitness5,fitness4
82667,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA
82728,-5,4.89498,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3353.065,NA
83112,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA
83443,-5,5,3.76307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.119,NA
83701,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA
83820,-4.05867,5,4.9382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2881.373,NA
84093,-2.08144,5,4.92967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8309.818,NA
84301,-2.82861,4.79569,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944.187,NA
84350,-4.21829,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.323,NA
84597,-4.08561,3.7315,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758.535,NA
84877,-4.57526,5,4.35696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105.243,NA
84968,-5,5,4.94061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3118.973,NA
85306,-3.968,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2620.189,NA
85497,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA
85751,-5,3.74789,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,938.186,NA
86098,-3.89316,4.97746,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2433.157,NA
86183,-2.85633,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003.365,NA
86323,-2.90755,4.83094,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4745.893,NA
86520,-4.87315,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2201.654,NA
86802,-4.42453,4.35824,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.041,NA
86978,-5,4.95495,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3602.519,NA
87148,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA
87350,-3.211,4.70418,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1052.695,NA
87511,-2.04794,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5388.465,NA
87865,-2.02446,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5523.086,NA
88072,-2.21093,5,4.89738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2896.65,NA
88184,-1.2641,5,4.38997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4333.146,NA,NA,NA
88341,-0.916243,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.808,NA,NA,NA
88631,-1.40363,4.40172,4.97838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6710.507,NA
88900,0.321534,4.92599,4.72906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4666.524,NA
88942,1.3553,3.79433,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1249.632,NA
89141,-0.788626,4.85285,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21805.141,NA
89358,0.510175,5,4.63981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.646
89641,-0.662136,4.84289,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6987.52,NA,NA,NA
89737,-1.51026,5,4.40983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4471.277,NA
90016,-0.979097,5,4.86642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11139.3,NA
90266,-1.35375,5,3.09502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.487
90337,-1.08192,4.76898,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3036.068,NA
90597,-2.13063,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4167.511,NA
90727,-2.13607,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4053.414,NA
91024,-2.08226,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5011.336,NA
91185,-2.04385,5,4.99013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6243.519,NA
91463,-2.56231,4.95377,4.23862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2234.101,NA
91557,-1.92939,5,4.53907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.648,NA
91790,-2.24473,5,4.92993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2079.777,NA
91918,0.451047,4.83924,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3422.463,NA,NA,NA
92249,0.488012,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1801.665,NA
92322,-0.871255,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12281.869,NA
92605,-1.43732,4.31362,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7193.074,NA
92812,-0.980485,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8295.034,NA
93032,-0.514073,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3084.43,NA
93224,-1.5758,4.83414,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1849.925
93446,-1.97626,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5453.872,NA
93635,-1.26774,5,4.48487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022.578,NA
93814,-1.47163,4.32067,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6936.619,NA
93951,-2.66597,4.38746,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820.477,NA
94175,-2.77867,5,4.80903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734.597,NA
94389,-1.96307,5,4.73735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6199.606,NA,NA,NA
94688,-2.53472,4.22467,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.043,NA
94748,-3.19359,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1376.085,NA
94962,-1.82939,5,4.80134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3725.773,NA
95292,-1.83061,5,4.90946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2989.889,NA
95352,-0.895517,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11668.678,NA
95574,-1.02792,5,4.8275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715.451
95787,-0.168871,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4841.727,NA,NA,NA
96081,-1.33194,4.82959,4.75054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8769.887,NA,NA,NA
96156,-0.723458,3.36417,4.25451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3213.578,NA
96375,-1.47445,4.09005,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3475.295,NA
96574,-1.26391,4.19521,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4471.183,NA
96814,-0.70531,4.80078,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14988.557,NA
96922,-0.260477,4.70704,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4106.632
97136,-1.08032,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2614.384,NA
97444,-0.199324,4.31369,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1882.523,NA,NA,NA
97554,-0.226281,4.23383,4.85949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8216.77,NA
97856,0.336751,4.64914,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2495.75,NA
97927,-0.190845,4.18287,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4176.127,NA
98123,-0.919899,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10885.507,NA
98373,-0.835961,5,3.59179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2360.218,NA
98562,-1.91988,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4751.064,NA
98830,-1.85393,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3097.518,NA
98955,-2.44983,4.36844,4.79639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010.362,NA
99243,-1.8854,4.68179,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3509.654,NA
99420,-1.23138,5,4.39696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2926.614,NA
99610,-1.64226,5,4.40052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2663.796,NA
99893,-2.34828,3.27232,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.65,NA
99988,-1.88125,1.75682,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043.159,NA
100247,-2.19511,2.65894,4.81564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639.263,NA,NA,NA
100393,-2.47173,3.32376,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1124.437,NA
100559,-2.04829,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5385.67,NA
100860,-1.33139,4.19341,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7664.368,NA
100902,-0.91002,4.60863,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5723.535,NA
101262,-1.05542,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4136.119,NA
101426,-2.04702,5,4.64985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3908.709,NA
101555,-1.43786,4.30376,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7281.517,NA
101730,-0.716436,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12283.93,NA,NA,NA
102001,-1.38739,5,4.39311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5380.422,NA
102281,-0.838302,5,4.89099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16876.126,NA
102388,0.343379,4.8177,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4514.984,NA
102610,0.34349,5,4.87538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4589.584,NA
102704,1.25178,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2376.056,NA
103053,-0.98689,4.73514,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8769.087,NA
103123,-0.947547,5,4.78565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12250.157,NA
103406,-0.874886,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12201.009,NA
103503,-0.188807,4.72516,4.0716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2059.813,NA
103756,-0.153156,4.75673,4.25711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6530.573,NA
104015,0.846462,4.28478,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2128.977,NA
104239,-0.614304,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8265.613,NA
104316,0.319155,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3444.134,NA
104658,0.444579,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3387.903,NA
104835,-2.03926,5,4.62563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4136.314,NA
104963,-2.20811,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2291.532,NA
105280,-0.770973,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12925.738,NA
105286,-1.54201,4.66535,4.45687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945.913,NA
105606,-1.02233,4.84543,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8076.845,NA
105787,-1.69694,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2166.457,NA,NA,NA
105910,-2.14329,4.8814,4.41644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.318,NA,NA,NA
106253,-2.10091,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6012.238,NA
106440,-0.860473,4.75156,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14440.424,NA
106512,-0.199797,4.88298,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6472.188,NA,NA,NA
106862,-0.746035,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16255.58,NA
106902,-0.646187,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9665.268,NA
107120,-0.922157,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10804.891,NA
107408,-2.05365,5,4.99803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1490.218,NA,NA
107580,-1.31379,4.92877,4.39554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996.519,NA,NA
107800,-0.519629,4.96557,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929.3,NA,NA,NA
107950,0.302099,5,4.87167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4492.052,NA
108172,-0.124118,3.6578,4.32101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175.725,NA
108393,-0.778,4.73502,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3758.283
108601,-2.01336,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5549.312,NA
108817,-3.14636,4.88587,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2803.761,NA
109001,-2.92172,5,4.88032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780.273,NA
109108,-2.78222,4.91067,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822.693,NA
109456,-3.66348,4.29609,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.639,NA
109557,-2.97896,4.97387,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3568.962,NA
109880,-2.09313,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5899.062,NA
110013,-1.89931,4.99368,4.91084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5724.178,NA
110218,-3.85953,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1877.648,NA
110332,-5,4.79769,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3260.553,NA
110625,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA
111049,-4.91246,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2493.92,NA
111186,-4.98417,4.9818,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2814.818,NA
111322,-4.06674,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2288.938,NA
111669,-2.0048,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6668.437,NA
111762,-1.41816,4.23297,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5209.484,NA,NA,NA
111958,-1.01433,4.85111,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11546.256,NA
112184,-0.58287,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6734.953,NA
112406,-0.122416,4.10689,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2536.743,NA
112660,0.389325,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3224.332,NA
112733,-0.711415,5,4.77994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16587.432,NA
112903,-0.755683,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12753.507,NA
113273,-0.204299,3.44863,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1442.059,NA
113282,-0.00826939,4.42806,4.62808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.047,NA
113631,-0.85119,4.53017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189.225,NA
113796,-0.128939,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4449.774
113986,-0.850463,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12669.014,NA
114189,-0.786277,4.80312,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22256.486,NA
114427,-0.280046,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2393.402,NA,NA,NA
114539,-0.507968,4.87052,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3943.459,NA,NA,NA
114725,-1.16851,5,4.35283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1610.175,NA
115073,-0.845148,3.96076,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1089.091,NA
115250,1.3894,4.63061,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.999
115397,-0.0785468,4.28161,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357.635
115652,0.321007,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4103.126,NA
115849,-0.91166,5,4.76475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13348.295,NA
115945,-2.05308,4.66424,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873.009,NA,NA,NA
116179,-0.974692,5,4.65283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6342.307,NA
116307,-1.46792,4.24891,4.85904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9518.878,NA
116543,-0.761924,5,3.6707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3722.151,NA
116789,-0.664342,5,3.86733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3059.477,NA
116938,-0.657518,5,4.13631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1661.518,NA,NA
117269,-1.36838,4.44575,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.889,NA
117315,-2.91617,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3728.806,NA
117640,-3.05775,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3075.707,NA
117725,-3.31567,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.404
117955,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA
118459,-5,5,4.78353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3183.448,NA
118657,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA
118777,-5,5,4.70138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2472.96,NA
119041,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3257.91,NA
119213,-5,4.91392,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3277.456,NA
119477,-4.37345,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086.673
119671,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA
120030,-4.94166,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3199.127,NA
120255,-4.14129,4.77382,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1784.82,NA
120310,-4.8349,4.78102,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2210.255,NA
120493,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA
120804,-5,3.68313,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788.309,NA
120927,-3.99845,3.85659,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815.745,NA
121100,-2.57516,5,4.15793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444.964,NA
121391,-2.61251,4.72097,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885.243
121568,-0.665485,4.96471,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5551.358,NA,NA,NA
121704,0.373708,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3338.896,NA
122007,-0.731708,4.90953,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15908.407,NA
122075,-1.3816,4.79328,4.36201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7861.686,NA
122443,-0.570687,4.76658,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7335.51,NA
122507,-1.00737,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6899.272,NA
122840,-0.803857,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13056.075,NA
123026,-1.26198,5,4.37091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4131.43,NA
123099,-2.82939,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544.694,NA
123408,-2.11913,4.67966,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3821.48,NA
123502,-0.712744,4.64033,4.98097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8708.413,NA
123852,-0.878897,5,4.68857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11016.677,NA
123977,-0.617441,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881.613
124151,-1.28577,4.83323,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7272.652,NA,NA,NA
