id,x0,x1,x2,fitness4.5,fitness5,fitness3.5,fitness4,fitness3,fitness1.5,fitness0.5,fitness-0.5,fitness0,fitness-2,fitness-1,fitness-1.5,fitness-3,fitness-4,fitness-5,fitness-2.5,fitness1
80848,-0.214988,4.28546,5,NA,4861.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81026,-1.17826,4.24496,5,NA,2143.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81140,-2.80332,4.84723,5,NA,1406.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81416,-4.83945,5,5,1403.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81727,-4.08268,5,5,NA,2148.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81929,-4.91625,5,4.87589,NA,3337.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82062,-5,5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82564,-5,5,4.88806,NA,3372.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82762,-4.93929,5,4.96602,NA,2963.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83032,-4.96163,5,4.95585,NA,3090.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83236,-5,5,4.67712,NA,2193.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83413,-5,5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83598,-4.91484,4.84375,5,NA,3333.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83915,-5,5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84200,-4.92566,5,5,NA,3271.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84367,-5,5,4.90085,NA,3332.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84653,-5,5,4.97139,351.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84821,-5,4.83629,5,NA,4230.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85014,-5,5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85264,-5,5,4.83563,NA,3390.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85495,-3.30568,4.3418,5,NA,343.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85573,-4.45248,4.2345,4.57252,523.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85894,-5,3.74708,5,845.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86038,-5,4.77778,5,NA,3147.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86223,-4.85188,5,5,NA,1984.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86391,-4.04447,4.89896,5,NA,3193.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86577,-5,5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86722,-2.97584,4.83155,5,NA,4238.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87071,-2.02362,5,5,NA,5525.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87208,-1.84054,5,4.99969,2101.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87380,-1.88359,5,4.6674,NA,4115.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87692,-1.40247,5,4.37117,5978.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87830,-1.82377,4.95714,4.66952,NA,2633.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88007,-0.6704,3.39562,4.21363,NA,1787.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88180,-1.23931,4.32452,5,NA,4111.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88458,-1.10995,5,5,NA,767.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88542,-0.755575,5,5,NA,12752.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88807,-0.681212,5,4.94219,NA,16696.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88993,-2.11142,5,5,NA,5398.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89221,-2.57479,4.2266,5,NA,1797.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89487,-2.9668,3.76933,5,NA,1505.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89646,-3.40746,4.25989,5,NA,1564.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89838,-3.98913,4.92954,5,NA,3282.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90011,-3.08604,5,4.842,NA,3790.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90129,-2.89272,4.9681,5,NA,2859.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90400,-1.58495,4.21842,5,NA,6481.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90659,-0.629815,5,5,NA,8968.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90868,0.250217,5,5,NA,2876.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91099,-2.25869,4.9283,5,NA,1144.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91178,-0.571761,5,5,NA,7910.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91378,-0.668499,5,3.80415,NA,3821.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91579,-0.91874,5,5,6396.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91816,-1.83196,5,5,NA,3102.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91937,-0.684554,4.90961,5,NA,18835.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92264,-1.05148,5,5,NA,5664.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92352,-1.70719,3.14834,5,NA,766.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92512,-2.12264,4.66909,5,NA,4726.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92794,-2.16919,5,5,NA,3292.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92976,-0.959284,5,5,NA,9297.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93137,-0.654306,5,5,NA,9991.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93379,-1.0787,5,5,NA,2714.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93574,-1.55549,4.73018,5,5411.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93799,-0.90087,5,5,NA,11510.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93990,-1.34074,4.17513,5,4438.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94238,-0.68956,5,5,NA,11245.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94382,-0.988866,4.72894,5,NA,8480.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94567,-1.58749,4.61588,4.35733,NA,2771.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94778,-0.655205,5,4.6406,NA,6792.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95094,-1.87438,5,5,NA,3700.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95232,-1.45037,4.62666,4.27113,NA,4443.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95324,-2.19735,5,3.6979,NA,1083.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95655,-3.48348,4.07016,4.89761,NA,768.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95830,-4.09367,4.7832,5,NA,2534.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95982,-1.9304,5,5,885.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96257,-1.6239,4.14207,5,NA,3951.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96351,-2.79923,5,5,NA,977.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96625,-5,5,4.98964,NA,2676.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96736,-4.98268,4.87387,5,NA,3473.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97008,-5,4.87039,4.89647,2971.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97193,-4.85133,4.6699,5,NA,1628.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97468,-5,5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97597,-1.99607,5,5,NA,5540.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97816,-1.93253,5,5,NA,6268.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97997,-0.92348,4.73652,5,NA,11881.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98166,-0.995335,4.05305,4.24031,570.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98480,-1.56799,4.13364,5,NA,3845.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98552,-0.880638,4.66258,5,NA,9502.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98894,-0.738143,5,4.02336,754.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98955,0.257448,4.33757,4.18372,NA,963.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99199,0.282764,3.93138,5,NA,615.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99426,-0.954422,5,4.87253,13812.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99614,-1.02501,3.75098,5,NA,2777.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99703,-0.310951,5,5,NA,NA,NA,3000.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99908,-1.04764,4.8369,5,5306.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100133,-0.701213,5,5,NA,11596.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100453,-1.06298,5,5,NA,3678.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100554,-0.629577,4.94542,5,NA,10795.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100840,-0.899829,5,4.84523,8097.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101057,-0.657709,5,5,NA,12889.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101231,-0.621215,5,4.97993,NA,9320.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101408,-0.811961,5,4.86873,NA,17354.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101523,-1.08604,5,4.85622,NA,4014.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101865,-1.00309,4.77827,4.76724,NA,10554.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101983,-0.957765,4.66684,4.99525,NA,NA,NA,873.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102207,-0.12205,4.37042,4.74088,NA,4202.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102323,-0.356865,5,4.80554,NA,NA,NA,1253.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102501,-1.72348,5,3.26627,NA,1042.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102802,-1.18505,5,4.10431,NA,1337.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102961,-0.676254,4.1886,4.221,NA,3631.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103123,-0.757619,4.3556,4.0537,NA,1887.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103426,-1.06573,4.75727,4.61989,NA,2346.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103499,-2.08266,5,5,NA,5005.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103729,-1.25718,4.78571,4.1608,NA,4721.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103978,-1.9755,5,5,NA,5448.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104220,-0.911072,2.89012,5,NA,2322.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104477,-0.674281,3.84503,5,NA,3504.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104653,-0.123161,2.46863,5,NA,1387.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104716,0.342387,1.91365,5,NA,754.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105063,0.366566,3.30269,5,NA,NA,NA,750.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105226,-1.33685,4.67626,5,5696.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105376,-0.635811,5,4.98588,NA,13059.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105601,-2.97913,4.81864,5,NA,5163.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105769,-0.771875,5,5,NA,12933.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106067,-1.46628,5,3.60333,NA,NA,NA,1077.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106108,-2.11378,5,4.86171,NA,NA,NA,1596.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106346,-1.18399,5,5,NA,NA,1397.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106582,-0.697014,5,5,NA,14862.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106852,-0.596249,4.75126,5,NA,11340.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106907,-0.703254,5,5,NA,11654.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107094,-2.18199,5,5,NA,3959.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107344,-1.60088,5,4.30632,NA,4810.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107519,-0.776186,3.70544,4.81955,NA,5688.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107849,-0.947672,4.61248,5,NA,5200.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108008,-0.679043,5,5,NA,10901.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108212,-1.02231,5,5,4218.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108436,-1.78777,5,5,NA,676.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108584,-1.44299,4.70099,4.33409,NA,8808.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108817,-2.20692,5,5,NA,3046.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108947,-1.6054,4.7724,5,NA,NA,NA,2596.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109124,-2.10977,5,5,4032.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109338,-1.32134,4.33216,5,NA,6021.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109617,-0.808564,5,5,NA,17139.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109885,-1.00284,5,5,6768.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109909,-2.49412,5,4.05248,NA,620.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110223,-1.55255,4.41107,5,NA,3940.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110429,-3.10721,5,5,NA,3396.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110511,-1.79357,5,5,NA,NA,194.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110741,-2.48748,4.82512,5,NA,NA,NA,2132.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110978,-0.938918,5,5,9422.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111153,-0.41172,4.7555,4.88147,2181.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111404,-1.69309,4.24256,5,NA,2235.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111680,-1.9827,5,5,NA,5491.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111879,-0.897197,5,5,NA,13976.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112009,-0.53916,5,5,4793.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112141,-3.02031,4.93193,5,NA,4015.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112359,-4.06383,5,5,NA,2769.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112571,-3.84018,5,5,NA,1642.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112820,-4.18947,5,4.76633,NA,1085.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112941,-5,5,5,NA,2910.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113181,-5,4.86709,5,NA,3408.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113302,-5,4.96279,5,NA,2942.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113567,-5,4.78618,5,NA,3199.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113688,-5,5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114037,-4.92241,5,5,NA,2543.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114127,-5,5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114553,-5,4.66491,5,NA,2044.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114698,-5,5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114940,-5,5,5,NA,2974.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115275,-5,5,5,NA,2944.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115408,-5,5,5,NA,2661.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115492,-5,5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115898,-5,4.64304,4.96262,NA,2030.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116125,-5,5,4.8996,NA,3337.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116391,-4.04426,5,5,NA,2448.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116661,-4.8059,5,5,NA,1399.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116701,-5,4.80799,4.69053,NA,3038.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117034,-4.06508,5,4.67536,NA,1954.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117241,-3.99685,5,5,NA,2624.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117301,-3.86529,4.75869,5,1717.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117581,-2.90664,4.83521,5,NA,4544.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117842,-3.36065,5,4.32614,NA,1124.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117853,-1.98813,4.37429,4.10489,1087.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118059,-1.71073,4.1923,5,NA,1545.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118446,-0.601208,4.86064,4.84326,NA,13545.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118533,-0.305883,5,5,1523.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118713,-0.847104,5,4.94807,NA,15228.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118898,-1.45697,5,5,NA,NA,NA,7086.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119229,-0.549791,3.68062,4.93261,NA,1892.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119395,-2.19792,4.79647,5,NA,3257.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119600,-1.99392,5,5,NA,NA,NA,1890.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119825,-2.98169,5,5,2167.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119878,-3.57272,4.4042,5,NA,914.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120201,-2.176,5,5,NA,3124.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120325,-2.93538,5,4.97381,NA,3301.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120607,-0.608245,5,5,NA,7980.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120719,1.2365,5,5,NA,2249.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120863,1.95238,4.71764,5,NA,NA,NA,853.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121145,1.8411,4.05572,4.89869,NA,635.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121368,-0.210165,5,5,4559.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121606,-1.23613,5,5,3261.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121824,-0.56159,5,5,NA,7164.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121854,-0.697456,4.81184,5,NA,19278.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122050,-0.778068,5,5,NA,17305.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122315,-0.576325,5,5,NA,6401.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122574,-0.331515,4.96173,4.26302,3461.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
