id,x0,x1,x2,fitness6.5,fitness7.5,fitness8,fitness8.5,fitness7,fitness9,fitness9.5
139294,7.60773,7.73411,8.85197,NA,NA,0.738,NA,NA,NA,NA
139461,8.4955,7.63375,8.431,NA,NA,0.788,NA,NA,NA,NA
139684,7.40678,7.04809,8.01584,NA,0.841,NA,NA,NA,NA,NA
139933,7.95714,7.93342,8.04426,NA,NA,NA,0.78,NA,NA,NA
140183,7.45569,7.98324,7.5685,NA,NA,0.958,NA,NA,NA,NA
140284,7.80506,8.64431,8.18816,NA,0.806,NA,NA,NA,NA,NA
140575,7.7801,8.01319,7.14188,NA,NA,NA,NA,0.829,NA,NA
140756,7.92944,8.63687,6.79061,NA,NA,0.642,NA,NA,NA,NA
140971,8.34743,7.7141,7.23988,NA,0.853,NA,NA,NA,NA,NA
141197,8.42265,7.59581,8.35906,NA,0.794,NA,NA,NA,NA,NA
141343,7.49186,8.31574,8.1253,NA,NA,0.87,NA,NA,NA,NA
141579,7.45045,8.27012,7.40698,NA,NA,NA,NA,0.785,NA,NA
141660,7.12684,8.15282,7.51489,NA,NA,NA,NA,0.823,NA,NA
141997,7.56604,7.5747,7.90503,NA,NA,0.96,NA,NA,NA,NA
142076,7.59037,8.14478,7.26957,NA,NA,NA,NA,0.826,NA,NA
142386,7.36519,7.64693,6.94653,NA,NA,0.798,NA,NA,NA,NA
142544,7.15361,7.35222,7.26457,NA,0.82,NA,NA,NA,NA,NA
142790,8.31777,7.70253,7.77876,NA,NA,NA,NA,0.862,NA,NA
142854,7.44044,8.11791,7.12338,NA,NA,NA,NA,0.739,NA,NA
143018,7.27017,7.75576,7.57784,NA,0.952,NA,NA,NA,NA,NA
143244,7.53974,7.00851,7.24819,NA,0.825,NA,NA,NA,NA,NA
143405,8.70998,7.6269,8.05669,NA,0.775,NA,NA,NA,NA,NA
143701,7.5544,7.63375,7.1203,NA,NA,NA,NA,0.776,NA,NA
143937,7.81099,7.27208,7.01868,NA,NA,NA,NA,0.782,NA,NA
144165,8.68192,7.79958,7.06125,NA,0.729,NA,NA,NA,NA,NA
144326,8.02657,8.01544,7.01388,NA,0.845,NA,NA,NA,NA,NA
144429,7.62086,8.46631,7.33043,NA,NA,0.854,NA,NA,NA,NA
144781,7.85397,8.21623,8.85154,NA,0.73,NA,NA,NA,NA,NA
144828,7.51694,8.03195,7.62971,NA,NA,NA,NA,0.905,NA,NA
145121,7.54928,7.02671,8.52125,NA,0.779,NA,NA,NA,NA,NA
145313,7.43355,7.59846,7.18201,NA,0.921,NA,NA,NA,NA,NA
145506,8.18132,7.93981,7.03927,NA,NA,NA,NA,0.8,NA,NA
145736,7.99124,7.19758,8.20274,NA,NA,0.88,NA,NA,NA,NA
145816,7.98548,7.27241,7.69409,NA,0.943,NA,NA,NA,NA,NA
146016,7.99651,7.68151,7.03223,NA,0.88,NA,NA,NA,NA,NA
146304,8.55905,7.45163,7.45273,NA,NA,0.841,NA,NA,NA,NA
146460,7.55201,7.80043,8.85339,NA,0.788,NA,NA,NA,NA,NA
146646,7.83394,8.14465,8.47904,NA,NA,NA,0.796,NA,NA,NA
146918,7.81994,8.0668,8.38839,NA,0.887,NA,NA,NA,NA,NA
147184,7.56468,8.06821,7.56071,NA,NA,0.956,NA,NA,NA,NA
147332,7.39709,7.85501,7.38689,NA,NA,NA,0.808,NA,NA,NA
147575,7.23463,8.1699,7.98747,NA,NA,0.894,NA,NA,NA,NA
147618,7.41146,8.25655,7.85364,NA,0.884,NA,NA,NA,NA,NA
147914,7.77765,8.40841,7.43849,0.69,NA,NA,NA,NA,NA,NA
148016,7.8296,6.8911,8.77313,NA,NA,0.669,NA,NA,NA,NA
148257,7.07543,7.6286,8.27501,NA,0.85,NA,NA,NA,NA,NA
148476,7.95815,7.83223,7.82256,NA,NA,0.98,NA,NA,NA,NA
148659,7.48884,7.79441,7.16558,NA,NA,0.924,NA,NA,NA,NA
148867,7.24113,7.39635,7.02755,NA,NA,0.819,NA,NA,NA,NA
149159,8.09738,7.30676,7.78273,NA,NA,0.901,NA,NA,NA,NA
149228,7.97357,7.34123,7.7969,NA,NA,0.935,NA,NA,NA,NA
149407,8.04049,7.65579,8.13754,NA,NA,0.94,NA,NA,NA,NA
149737,7.94679,7.94658,7.08831,NA,NA,0.888,NA,NA,NA,NA
149863,7.71811,7.22205,7.90556,NA,0.936,NA,NA,NA,NA,NA
150125,8.23391,7.52994,8.56515,NA,NA,0.758,NA,NA,NA,NA
150285,7.88046,7.85352,7.84059,NA,NA,NA,NA,0.908,NA,NA
150423,7.78125,8.48786,7.94033,NA,NA,0.838,NA,NA,NA,NA
150754,7.81529,7.69207,8.06967,NA,NA,NA,NA,0.891,NA,NA
150807,7.45897,7.42124,8.27556,NA,NA,NA,NA,0.814,NA,NA
151175,8.30403,7.72781,7.95517,NA,0.881,NA,NA,NA,NA,NA
151288,7.69714,8.00018,6.97905,NA,NA,NA,0.75,NA,NA,NA
151458,7.77179,7.54002,7.93049,NA,NA,0.947,NA,NA,NA,NA
151647,8.32699,7.00134,8.55554,NA,0.683,NA,NA,NA,NA,NA
151997,7.59694,7.34069,8.35989,NA,0.862,NA,NA,NA,NA,NA
152057,7.82022,7.56851,7.43202,NA,0.941,NA,NA,NA,NA,NA
152373,7.6928,7.42746,8.16154,NA,NA,0.943,NA,NA,NA,NA
152567,7.79969,7.84087,7.12224,NA,NA,NA,NA,0.844,NA,NA
152782,7.16922,7.38227,7.70709,NA,NA,NA,NA,0.857,NA,NA
152814,7.57934,7.30764,7.37053,NA,0.926,NA,NA,NA,NA,NA
153118,7.55345,7.34415,7.08717,NA,0.884,NA,NA,NA,NA,NA
153313,7.57052,8.29972,7.13455,NA,NA,0.836,NA,NA,NA,NA
153505,7.87187,7.6564,8.24075,NA,0.939,NA,NA,NA,NA,NA
153620,8.29379,7.24014,8.40519,NA,0.799,NA,NA,NA,NA,NA
153903,7.35135,7.66021,8.15148,NA,NA,0.897,NA,NA,NA,NA
154040,6.84908,7.91355,7.7157,NA,NA,0.833,NA,NA,NA,NA
154340,8.0754,8.31655,8.17041,NA,NA,NA,NA,NA,0.62,NA
154513,7.94557,7.02309,8.01464,NA,NA,NA,NA,NA,0.683,NA
154693,7.4746,6.67122,7.07407,NA,0.679,NA,NA,NA,NA,NA
154892,7.94332,6.92616,7.00402,NA,NA,0.721,NA,NA,NA,NA
155195,7.84553,6.9612,7.34406,NA,NA,0.842,NA,NA,NA,NA
155261,7.76367,8.32665,7.39457,NA,NA,NA,0.834,NA,NA,NA
155423,6.96762,7.83793,7.52824,NA,NA,NA,0.723,NA,NA,NA
155636,7.73334,7.50974,7.44196,NA,NA,0.95,NA,NA,NA,NA
155811,7.52558,7.33566,7.23829,NA,0.903,NA,NA,NA,NA,NA
156117,8.17675,7.59483,8.02024,NA,NA,0.928,NA,NA,NA,NA
156219,7.2178,8.16332,8.15373,NA,NA,0.868,NA,NA,NA,NA
156573,7.30955,7.48629,8.29382,NA,NA,NA,NA,NA,0.701,NA
156650,7.73505,7.121,7.73389,NA,0.919,NA,NA,NA,NA,NA
156964,7.79808,7.37268,6.28107,NA,0.608,NA,NA,NA,NA,NA
157024,7.97681,7.2073,7.64854,NA,0.886,NA,NA,NA,NA,NA
157238,8.09413,8.11691,7.10311,NA,NA,NA,NA,0.771,NA,NA
157466,7.64911,7.77771,7.48336,NA,NA,NA,NA,0.811,NA,NA
157608,8.00467,8.00961,8.05868,NA,0.912,NA,NA,NA,NA,NA
157916,8.11588,7.44806,7.71471,NA,NA,0.95,NA,NA,NA,NA
158142,7.80586,7.63609,7.22576,NA,0.93,NA,NA,NA,NA,NA
158293,8.20307,7.81396,7.21551,NA,NA,NA,NA,0.852,NA,NA
158447,8.21826,7.64222,8.14821,NA,NA,0.884,NA,NA,NA,NA
158611,7.34157,7.98443,8.13852,NA,NA,0.893,NA,NA,NA,NA
158909,8.82077,7.58318,7.40903,NA,0.781,NA,NA,NA,NA,NA
159062,7.97692,7.35061,7.40289,NA,0.932,NA,NA,NA,NA,NA
159268,7.11383,7.27863,7.93214,NA,0.873,NA,NA,NA,NA,NA
159433,7.97954,7.67047,7.13349,NA,NA,NA,0.751,NA,NA,NA
159641,7.31187,7.87442,8.36683,NA,NA,0.872,NA,NA,NA,NA
159931,7.61192,7.91559,8.40618,NA,0.885,NA,NA,NA,NA,NA
160152,7.95995,7.49025,8.97884,NA,NA,0.737,NA,NA,NA,NA
160322,7.35597,7.69976,7.63079,NA,0.942,NA,NA,NA,NA,NA
160451,6.43935,7.84642,7.59885,NA,0.682,NA,NA,NA,NA,NA
160754,7.1293,7.69949,7.896,NA,0.881,NA,NA,NA,NA,NA
160915,7.58001,7.89397,8.11032,NA,NA,NA,0.821,NA,NA,NA
161053,7.44817,7.16702,7.48114,NA,NA,0.865,NA,NA,NA,NA
161399,8.84005,8.22726,7.93312,NA,0.727,NA,NA,NA,NA,NA
161575,7.82255,8.78749,7.83149,NA,NA,0.805,NA,NA,NA,NA
161794,7.43478,8.02474,6.79196,NA,NA,0.769,NA,NA,NA,NA
161988,7.81413,7.05939,8.0916,NA,0.878,NA,NA,NA,NA,NA
162034,7.78513,7.54879,8.00919,NA,0.975,NA,NA,NA,NA,NA
162271,8.31152,8.31197,7.08635,NA,0.781,NA,NA,NA,NA,NA
162560,8.26715,8.20271,7.6264,NA,NA,NA,NA,0.722,NA,NA
162712,8.75592,7.84369,8.03185,NA,0.789,NA,NA,NA,NA,NA
162961,7.83957,7.37181,7.80814,NA,NA,NA,0.878,NA,NA,NA
163090,7.55874,8.38563,7.41902,NA,NA,NA,NA,0.786,NA,NA
163242,7.50209,7.38432,7.80855,NA,0.922,NA,NA,NA,NA,NA
163593,7.21401,7.91297,7.41561,NA,NA,0.917,NA,NA,NA,NA
163697,7.69479,7.91706,7.48683,NA,NA,0.949,NA,NA,NA,NA
163928,7.88048,7.94109,6.9691,NA,NA,0.828,NA,NA,NA,NA
164049,7.61887,8.19224,7.39138,NA,NA,NA,0.849,NA,NA,NA
164326,7.70265,7.07187,8.13952,NA,NA,0.876,NA,NA,NA,NA
164476,8.14818,7.76462,6.8351,NA,NA,0.79,NA,NA,NA,NA
164664,7.78169,6.7818,7.98591,NA,0.804,NA,NA,NA,NA,NA
164844,7.2481,7.26787,7.69396,NA,NA,0.911,NA,NA,NA,NA
165134,7.47013,6.67981,7.95356,NA,0.718,NA,NA,NA,NA,NA
165232,7.64472,6.24419,7.16051,NA,0.557,NA,NA,NA,NA,NA
165442,8.44709,7.6097,8.53897,NA,0.779,NA,NA,NA,NA,NA
165736,8.14695,7.45657,8.08953,NA,NA,0.915,NA,NA,NA,NA
165879,8.15794,7.31719,7.43977,NA,NA,0.882,NA,NA,NA,NA
166134,7.7148,7.57592,8.17434,NA,NA,0.95,NA,NA,NA,NA
166233,8.53762,7.76829,7.77843,NA,0.844,NA,NA,NA,NA,NA
166554,7.55942,7.99142,7.89773,NA,NA,0.968,NA,NA,NA,NA
166762,7.75161,7.55022,7.00682,NA,0.88,NA,NA,NA,NA,NA
166988,7.43565,7.32215,7.98333,NA,NA,0.905,NA,NA,NA,NA
167116,7.62448,7.42833,8.10487,NA,NA,0.936,NA,NA,NA,NA
167214,7.23618,7.42651,7.74744,NA,NA,NA,NA,0.843,NA,NA
167432,7.65156,8.5164,8.32005,NA,NA,0.789,NA,NA,NA,NA
167632,7.84685,8.45803,8.51206,NA,NA,0.737,NA,NA,NA,NA
167992,7.97042,7.80574,8.48022,NA,0.839,NA,NA,NA,NA,NA
168166,8.45799,7.33172,7.57484,NA,NA,NA,0.696,NA,NA,NA
168338,8.10121,7.95806,7.57311,NA,NA,0.928,NA,NA,NA,NA
168533,7.49541,8.07915,7.16144,NA,NA,NA,0.821,NA,NA,NA
168748,7.35675,7.65603,7.09566,NA,NA,0.849,NA,NA,NA,NA
168905,7.91371,7.37462,7.07221,NA,0.871,NA,NA,NA,NA,NA
169064,7.77754,8.36447,7.91916,NA,0.893,NA,NA,NA,NA,NA
169337,7.98532,8.09196,7.63126,NA,NA,0.95,NA,NA,NA,NA
169585,7.94801,7.93646,8.18474,NA,NA,NA,NA,0.833,NA,NA
169780,7.51473,8.17125,7.33999,NA,NA,0.921,NA,NA,NA,NA
169806,7.74902,7.75846,8.04433,NA,NA,0.973,NA,NA,NA,NA
170067,7.26506,7.75446,8.16332,NA,0.917,NA,NA,NA,NA,NA
170392,6.93971,7.92508,7.80205,NA,0.827,NA,NA,NA,NA,NA
170466,7.48669,8.31638,7.97836,NA,NA,0.902,NA,NA,NA,NA
170616,8.27458,7.87232,8.31403,NA,NA,NA,0.77,NA,NA,NA
171000,8.226,7.79034,7.51834,NA,NA,0.937,NA,NA,NA,NA
171198,8.15498,7.98244,8.35428,NA,NA,0.866,NA,NA,NA,NA
171348,7.96117,7.46886,7.61155,NA,NA,0.942,NA,NA,NA,NA
171420,7.31426,8.07343,7.75706,NA,NA,NA,NA,0.866,NA,NA
171757,7.17642,8.30525,7.93706,NA,NA,0.837,NA,NA,NA,NA
171868,7.54873,7.29512,7.57118,NA,0.954,NA,NA,NA,NA,NA
172001,7.94461,8.29654,7.58764,NA,NA,0.895,NA,NA,NA,NA
172256,7.72916,7.71026,6.91263,NA,NA,0.846,NA,NA,NA,NA
172454,7.58806,7.36379,7.43656,NA,NA,NA,NA,0.907,NA,NA
172689,7.97291,7.57807,8.00539,NA,NA,0.942,NA,NA,NA,NA
172890,7.77462,6.94221,8.02362,NA,0.846,NA,NA,NA,NA,NA
173146,7.50705,7.48458,7.60725,NA,0.966,NA,NA,NA,NA,NA
173250,7.43806,7.15045,7.50199,NA,NA,NA,0.851,NA,NA,NA
173586,7.36489,7.76173,8.21856,NA,NA,0.915,NA,NA,NA,NA
173724,7.4172,8.47906,7.23874,NA,0.813,NA,NA,NA,NA,NA
173953,7.44296,7.73643,7.29684,NA,NA,0.898,NA,NA,NA,NA
174072,7.46119,7.74345,6.99422,NA,NA,NA,0.756,NA,NA,NA
174213,7.80275,8.2262,7.04884,NA,NA,0.805,NA,NA,NA,NA
174406,7.83692,8.61206,6.81251,NA,0.675,NA,NA,NA,NA,NA
174661,7.77045,8.62219,7.07717,NA,NA,NA,NA,0.721,NA,NA
174964,7.07911,8.54928,8.18538,NA,NA,NA,NA,0.64,NA,NA
175113,8.22722,8.56792,7.90093,NA,NA,NA,NA,0.688,NA,NA
175389,7.01348,7.43486,8.15093,NA,0.833,NA,NA,NA,NA,NA
175467,7.53458,8.71192,7.45241,NA,NA,0.776,NA,NA,NA,NA
175660,7.61771,8.02309,7.62404,NA,NA,NA,NA,0.928,NA,NA
175907,7.41551,8.38931,7.60055,NA,NA,NA,NA,0.848,NA,NA
176116,7.88263,8.63728,7.80057,NA,0.812,NA,NA,NA,NA,NA
176244,8.70398,7.25605,7.74737,NA,NA,0.787,NA,NA,NA,NA
176553,8.20428,7.45355,8.0378,NA,NA,0.916,NA,NA,NA,NA
176636,7.19718,7.08279,7.89853,NA,NA,NA,NA,0.757,NA,NA
176874,7.89649,7.02529,8.25472,NA,NA,0.828,NA,NA,NA,NA
177193,7.7015,7.46076,7.45004,NA,0.973,NA,NA,NA,NA,NA
177201,7.35786,7.3925,7.37842,NA,NA,NA,NA,0.874,NA,NA
177537,7.95379,8.23571,6.96759,NA,0.794,NA,NA,NA,NA,NA
177643,7.49812,7.41463,7.47925,NA,0.942,NA,NA,NA,NA,NA
177943,8.60451,6.83646,7.9044,NA,0.694,NA,NA,NA,NA,NA
178172,7.49279,6.62001,7.66104,NA,NA,NA,0.688,NA,NA,NA
178261,7.60892,6.75489,7.79598,NA,0.772,NA,NA,NA,NA,NA
178502,8.15525,6.99098,8.18938,NA,0.771,NA,NA,NA,NA,NA
178699,7.84515,8.11205,8.26639,NA,0.9,NA,NA,NA,NA,NA
178997,7.21219,7.24695,8.32144,NA,0.821,NA,NA,NA,NA,NA
179134,8.28953,7.16837,7.98146,NA,0.858,NA,NA,NA,NA,NA
179207,7.88901,7.38697,8.30327,NA,0.875,NA,NA,NA,NA,NA
179434,8.08569,8.2813,8.42772,NA,0.81,NA,NA,NA,NA,NA
179733,8.04151,7.48206,7.10603,NA,0.888,NA,NA,NA,NA,NA
180000,7.30259,7.04097,7.91762,NA,NA,NA,NA,0.738,NA,NA
180166,7.44427,8.06381,7.77815,NA,0.923,NA,NA,NA,NA,NA
180375,7.07279,7.71089,7.99136,NA,NA,0.89,NA,NA,NA,NA
180579,7.48434,7.91222,8.12381,NA,NA,NA,NA,NA,0.701,NA
180710,7.83197,7.7836,7.75782,NA,NA,NA,NA,NA,0.792,NA
180967,7.80013,8.56791,7.30471,NA,NA,0.818,NA,NA,NA,NA
181192,7.72247,8.04017,7.90805,NA,0.969,NA,NA,NA,NA,NA
181382,7.84067,7.82386,8.50694,NA,NA,0.865,NA,NA,NA,NA
181536,7.94272,7.60717,7.27681,NA,NA,0.937,NA,NA,NA,NA
181712,8.54676,7.13449,7.74771,NA,NA,0.804,NA,NA,NA,NA
181928,7.83177,7.179,7.23638,NA,0.888,NA,NA,NA,NA,NA
182054,7.41227,7.31886,7.5062,NA,NA,0.92,NA,NA,NA,NA
182314,7.45302,8.23426,8.43707,NA,0.837,NA,NA,NA,NA,NA
182563,7.675,8.46569,7.1651,NA,0.823,NA,NA,NA,NA,NA
182648,7.35247,7.34971,7.16444,NA,NA,NA,NA,0.81,NA,NA
182835,7.64964,8.1909,7.58106,NA,0.941,NA,NA,NA,NA,NA
183102,7.66474,8.2114,7.68712,NA,NA,0.935,NA,NA,NA,NA
183215,7.40871,7.15851,7.5618,NA,NA,0.878,NA,NA,NA,NA
183517,7.82456,7.47002,8.36455,NA,0.894,NA,NA,NA,NA,NA
183604,8.41914,8.36725,7.20854,NA,NA,NA,0.704,NA,NA,NA
183974,7.37062,7.54405,7.69741,NA,NA,NA,0.864,NA,NA,NA
184034,7.64789,6.73428,7.1816,NA,NA,NA,0.688,NA,NA,NA
184394,7.58074,8.16014,7.52237,NA,0.935,NA,NA,NA,NA,NA
184483,8.07716,8.14292,7.47084,NA,0.923,NA,NA,NA,NA,NA
184748,7.46699,7.78892,7.60248,NA,NA,NA,0.917,NA,NA,NA
184967,8.11856,7.7372,7.57197,NA,NA,0.912,NA,NA,NA,NA
185097,7.57328,8.28461,7.38033,NA,NA,0.91,NA,NA,NA,NA
185320,8.20413,8.20044,8.47349,NA,NA,NA,NA,0.744,NA,NA
185512,8.20151,6.98341,7.32043,NA,NA,NA,0.709,NA,NA,NA
185745,7.21471,7.64589,7.92948,NA,NA,0.884,NA,NA,NA,NA
185922,8.35179,7.8039,7.04071,NA,NA,0.82,NA,NA,NA,NA
186101,7.6711,7.60658,7.45398,NA,NA,0.975,NA,NA,NA,NA
186288,8.73506,7.02195,7.4354,NA,0.708,NA,NA,NA,NA,NA
186413,7.72273,7.7254,7.0061,NA,NA,0.871,NA,NA,NA,NA
186689,7.61827,8.27511,7.88604,NA,NA,0.903,NA,NA,NA,NA
186874,7.1729,7.22762,7.70205,NA,0.889,NA,NA,NA,NA,NA
187182,8.59438,7.84348,7.37658,NA,NA,0.823,NA,NA,NA,NA
187400,8.56808,8.02062,7.47395,NA,0.832,NA,NA,NA,NA,NA
187437,7.96569,8.52654,7.94982,NA,NA,0.846,NA,NA,NA,NA
187616,8.08147,7.16821,8.00494,NA,0.866,NA,NA,NA,NA,NA
187994,6.98546,7.20416,8.59601,NA,NA,0.65,NA,NA,NA,NA
188043,8.47868,7.60482,8.82278,NA,0.694,NA,NA,NA,NA,NA
188207,7.56607,8.08155,8.01306,NA,0.922,NA,NA,NA,NA,NA
188483,7.98292,8.44833,8.36956,NA,NA,0.786,NA,NA,NA,NA
188646,8.90526,7.21233,7.36445,NA,0.702,NA,NA,NA,NA,NA
188956,7.18201,7.00076,6.92081,NA,NA,0.679,NA,NA,NA,NA
189059,7.04457,7.9769,7.77134,NA,0.89,NA,NA,NA,NA,NA
189217,7.55133,7.06396,7.74793,NA,NA,0.895,NA,NA,NA,NA
189409,7.86507,7.66323,7.15749,NA,NA,NA,0.814,NA,NA,NA
189644,7.78299,8.06759,8.67145,NA,0.818,NA,NA,NA,NA,NA
189865,7.84134,7.32139,9.01182,NA,0.703,NA,NA,NA,NA,NA
190081,8.11103,6.01025,7.87195,NA,NA,0.507,NA,NA,NA,NA
190212,8.55085,7.24546,8.21291,NA,NA,0.781,NA,NA,NA,NA
190600,7.20745,8.34997,7.43325,NA,NA,0.844,NA,NA,NA,NA
190792,7.58235,7.46324,7.80851,NA,NA,0.971,NA,NA,NA,NA
190947,8.1678,7.49822,7.84909,NA,0.942,NA,NA,NA,NA,NA
191099,7.92649,7.13848,7.48761,NA,0.889,NA,NA,NA,NA,NA
191234,7.63626,7.61401,7.423,NA,0.978,NA,NA,NA,NA,NA
191495,8.80286,8.10749,7.66594,NA,NA,NA,0.694,NA,NA,NA
191766,7.88558,7.38198,7.7712,NA,NA,0.926,NA,NA,NA,NA
191886,8.15143,7.07972,7.26002,NA,NA,NA,0.719,NA,NA,NA
192018,7.77726,7.21581,7.24314,NA,NA,0.882,NA,NA,NA,NA
192340,8.06843,7.41473,7.15037,NA,NA,NA,NA,0.766,NA,NA
192462,8.06356,7.47963,7.66251,NA,NA,NA,0.905,NA,NA,NA
192644,8.22218,8.20208,6.43749,NA,NA,0.595,NA,NA,NA,NA
192840,7.94864,7.55952,6.80354,NA,NA,0.793,NA,NA,NA,NA
193095,7.59275,8.30097,8.73119,NA,NA,NA,NA,0.628,NA,NA
193240,8.29136,7.92005,7.80269,NA,NA,0.909,NA,NA,NA,NA
193584,7.53816,8.0979,7.98786,NA,0.948,NA,NA,NA,NA,NA
193759,7.58146,7.80757,8.18632,NA,NA,NA,NA,0.867,NA,NA
193882,8.62005,7.60029,8.04982,NA,NA,NA,NA,0.716,NA,NA
194191,7.90937,7.47605,7.83192,NA,0.977,NA,NA,NA,NA,NA
194384,7.5992,7.22977,7.4197,NA,NA,NA,0.858,NA,NA,NA
194461,7.73484,7.50263,7.0585,NA,0.891,NA,NA,NA,NA,NA
194648,7.04198,7.18544,7.47869,NA,0.811,NA,NA,NA,NA,NA
194918,7.67488,7.19406,7.7497,NA,NA,NA,NA,0.815,NA,NA
195060,7.45671,8.20759,7.17758,NA,0.871,NA,NA,NA,NA,NA
195238,7.65983,6.68541,8.00133,NA,NA,0.753,NA,NA,NA,NA
195479,7.71633,7.6367,7.3284,NA,0.966,NA,NA,NA,NA,NA
195702,7.09524,8.32829,7.59589,NA,NA,NA,NA,0.744,NA,NA
195887,7.53779,8.06802,7.95858,NA,0.937,NA,NA,NA,NA,NA
196050,7.34371,8.24927,7.76327,NA,NA,0.88,NA,NA,NA,NA
196248,7.99593,7.47757,7.96235,NA,NA,0.95,NA,NA,NA,NA
196431,7.1622,7.45339,8.41263,NA,0.829,NA,NA,NA,NA,NA
196695,7.76182,8.30803,7.97424,NA,NA,0.909,NA,NA,NA,NA
196889,7.73472,7.42595,6.99897,NA,NA,0.866,NA,NA,NA,NA
197152,8.38747,8.07257,7.3839,NA,NA,NA,NA,0.721,NA,NA
197321,7.46876,7.6706,7.21166,NA,NA,NA,NA,0.871,NA,NA
197466,7.60171,8.20438,7.93163,NA,NA,NA,0.872,NA,NA,NA
197751,7.38248,8.24909,8.00415,NA,NA,0.888,NA,NA,NA,NA
197824,6.74223,7.51529,7.38497,NA,NA,NA,0.718,NA,NA,NA
198156,7.82219,7.54441,7.57207,NA,NA,NA,NA,0.936,NA,NA
198276,7.7148,8.19164,8.39126,NA,NA,0.865,NA,NA,NA,NA
198411,8.32522,7.5879,8.44867,NA,0.816,NA,NA,NA,NA,NA
198793,7.41807,8.49885,7.43233,NA,NA,0.806,NA,NA,NA,NA
198905,8.07708,9.50178,7.88867,NA,NA,NA,NA,NA,0.413,NA
199152,7.55067,8.28265,7.87086,NA,NA,0.924,NA,NA,NA,NA
199234,7.95663,8.00423,7.86247,NA,0.964,NA,NA,NA,NA,NA
199459,7.76277,7.67122,8.22343,NA,NA,0.935,NA,NA,NA,NA
199746,7.11379,7.61703,8.2887,NA,NA,0.856,NA,NA,NA,NA
199998,7.10829,7.36249,9.14886,NA,NA,NA,NA,0.529,NA,NA
