id,x0,x1,x2,fitness-5,fitness-4,fitness-3.5,fitness-4.5,fitness-3,fitness-2.5,fitness-2,fitness-1.5
120881,-1.82294,3.70472,-4.93087,NA,-38.835,NA,NA,NA,NA,NA,NA
121080,-0.641468,3.6828,-4.80263,NA,-122.086,NA,NA,NA,NA,NA,NA
121372,-0.919719,4.15463,-4.7481,NA,-74.345,NA,NA,NA,NA,NA,NA
121432,-1.76486,4.78041,-2.92584,-163.884,NA,NA,NA,NA,NA,NA,NA
121752,-0.753042,2.74312,-3.81826,NA,NA,NA,-240.758,NA,NA,NA,NA
121857,-2.21723,4.19505,-3.87243,NA,NA,NA,-88.348,NA,NA,NA,NA
122010,-3.27361,3.1203,-4.75513,NA,NA,NA,-108.096,NA,NA,NA,NA
122211,-2.81642,4.09841,-4.17066,NA,-92.973,NA,NA,NA,NA,NA,NA
122531,-2.36572,4.23206,-4.90118,-44.781,NA,NA,NA,NA,NA,NA,NA
122777,-3.17249,3.65946,-4.32524,-98.85,NA,NA,NA,NA,NA,NA,NA
122898,-3.13682,4.57636,-3.80488,NA,NA,NA,-119.191,NA,NA,NA,NA
123153,-2.55657,4.99654,-3.83574,NA,NA,NA,-104.222,NA,NA,NA,NA
123395,-3.40446,4.26687,-4.0061,NA,NA,NA,-116.592,NA,NA,NA,NA
123508,-3.51356,4.21778,-3.62944,NA,NA,NA,-143.994,NA,NA,NA,NA
123651,-4.33225,4.96509,-4.77802,NA,NA,NA,-206.082,NA,NA,NA,NA
123875,-4.44202,4.8172,-3.32776,-269.425,NA,NA,NA,NA,NA,NA,NA
124063,-4.2716,4.8925,-4.73341,NA,NA,NA,-193.424,NA,NA,NA,NA
124234,-1.71784,4.76662,-4.76046,NA,NA,-114.035,NA,NA,NA,NA,NA
124407,-1.63368,3.80894,-4.51619,-33.724,NA,NA,NA,NA,NA,NA,NA
124699,-3.15383,3.97384,-4.97357,NA,NA,NA,-84.961,NA,NA,NA,NA
124959,-3.28468,2.1117,-4.87624,NA,NA,NA,NA,-251.691,NA,NA,NA
125071,-2.98071,4.14429,-3.65454,NA,-116.895,NA,NA,NA,NA,NA,NA
125259,-2.20637,4.4711,-3.64257,-97.436,NA,NA,NA,NA,NA,NA,NA
125409,-1.33832,3.81805,-3.70043,NA,NA,NA,-99.055,NA,NA,NA,NA
125634,-2.19176,2.93087,-4.6361,NA,NA,-120.986,NA,NA,NA,NA,NA
125886,-2.83404,4.43753,-4.44721,NA,NA,-101.767,NA,NA,NA,NA,NA
126171,-3.53447,3.56845,-4.19461,NA,-118.821,NA,NA,NA,NA,NA,NA
126371,-3.41877,4.89805,-3.73692,-150.963,NA,NA,NA,NA,NA,NA,NA
126562,-2.16253,4.3383,-3.92342,NA,-85.006,NA,NA,NA,NA,NA,NA
126736,-2.36524,3.38359,-4.19129,-86.059,NA,NA,NA,NA,NA,NA,NA
126818,-2.38041,2.90793,-4.13115,NA,NA,-108.932,NA,NA,NA,NA,NA
127099,-1.97104,3.68203,-4.25088,NA,NA,NA,-40.179,NA,NA,NA,NA
127201,-3.07761,4.88768,-3.59077,-137.917,NA,NA,NA,NA,NA,NA,NA
127503,-2.44738,4.84975,-4.60766,NA,NA,-104.132,NA,NA,NA,NA,NA
127719,-2.49063,4.64542,-3.93242,-90.083,NA,NA,NA,NA,NA,NA,NA
127809,-2.24481,3.94568,-4.50684,NA,NA,NA,-50.248,NA,NA,NA,NA
128067,-2.87554,4.30906,-3.58634,NA,NA,NA,-118.465,NA,NA,NA,NA
128343,-3.07831,4.22034,-4.26674,NA,-95.811,NA,NA,NA,NA,NA,NA
128460,-3.2546,4.8443,-4.81583,NA,NA,NA,-110.586,NA,NA,NA,NA
128786,-1.7508,3.28723,-4.51677,-56.2,NA,NA,NA,NA,NA,NA,NA
128896,-3.94753,3.24892,-4.66466,NA,NA,NA,-144.509,NA,NA,NA,NA
129136,-3.12707,2.32162,-4.94811,NA,-161.774,NA,NA,NA,NA,NA,NA
129215,-2.76392,4.93894,-4.72761,NA,NA,-119.901,NA,NA,NA,NA,NA
129460,-3.02111,4.83946,-3.76679,NA,NA,NA,NA,NA,NA,-268.768,NA
129726,-4.14077,3.86606,-4.15036,NA,NA,NA,NA,-206.442,NA,NA,NA
129886,-4.182,4.18092,-4.90191,NA,NA,-171.234,NA,NA,NA,NA,NA
130147,-2.90481,4.93646,-4.75727,NA,NA,NA,NA,-133.7,NA,NA,NA
130256,-1.02253,4.86968,-4.73922,NA,NA,-146.53,NA,NA,NA,NA,NA
130487,-2.53988,3.88684,-4.64855,NA,-64.33,NA,NA,NA,NA,NA,NA
130673,-2.07967,4.15576,-3.78057,NA,NA,NA,NA,-116.016,NA,NA,NA
130977,-0.94733,4.64321,-3.79539,NA,NA,NA,-128.241,NA,NA,NA,NA
131056,-1.44365,3.65984,-4.64855,NA,NA,NA,-7.379,NA,NA,NA,NA
131329,-2.40407,4.0451,-4.33022,NA,-62.866,NA,NA,NA,NA,NA,NA
131569,-3.06764,2.87328,-4.10407,NA,NA,NA,-127.217,NA,NA,NA,NA
131678,-3.44109,2.44637,-4.193,-162.665,NA,NA,NA,NA,NA,NA,NA
131968,-2.75229,2.63563,-3.67682,NA,-160.912,NA,NA,NA,NA,NA,NA
132007,-3.22497,4.54434,-4.7165,NA,-99.25,NA,NA,NA,NA,NA,NA
132370,-2.79075,3.42753,-3.95681,NA,NA,NA,-95.102,NA,NA,NA,NA
132473,-2.0944,3.90081,-4.68001,NA,NA,NA,NA,-148.266,NA,NA,NA
132628,-3.30775,3.97131,-4.13585,NA,NA,NA,-101.287,NA,NA,NA,NA
132920,-3.44172,4.68286,-3.81072,-141.294,NA,NA,NA,NA,NA,NA,NA
133123,-3.3033,4.31339,-4.89457,-103.602,NA,NA,NA,NA,NA,NA,NA
133260,-3.18348,4.39635,-4.61155,NA,-95,NA,NA,NA,NA,NA,NA
133431,-2.45241,4.54066,-4.69273,NA,-77.863,NA,NA,NA,NA,NA,NA
133773,-3.63051,4.4988,-3.99163,NA,NA,NA,NA,NA,-219.086,NA,NA
133856,-2.9209,4.26783,-3.5137,NA,-126.101,NA,NA,NA,NA,NA,NA
134187,-3.06976,4.32081,-4.76696,NA,NA,-117.957,NA,NA,NA,NA,NA
134328,-2.0948,4.68405,-4.44064,NA,NA,NA,NA,-110.12,NA,NA,NA
134566,-2.46992,4.67004,-3.97491,NA,NA,-114.822,NA,NA,NA,NA,NA
134635,-3.25581,4.89294,-4.59999,NA,NA,NA,NA,-150.933,NA,NA,NA
134921,-1.38414,4.7012,-4.0223,NA,NA,NA,-97.18,NA,NA,NA,NA
135083,-1.8581,3.94333,-4.83716,NA,NA,NA,NA,NA,-183.803,NA,NA
135285,-1.01189,4.72474,-4.77457,NA,NA,-113.395,NA,NA,NA,NA,NA
135514,-1.1281,3.88986,-4.73361,NA,NA,NA,NA,NA,NA,-251.084,NA
135738,0.00406077,4.90754,-4.65929,NA,NA,NA,NA,-321.157,NA,NA,NA
135872,-1.18208,4.10123,-4.8757,-45.131,NA,NA,NA,NA,NA,NA,NA
136105,-0.799171,3.46176,-4.05066,NA,NA,NA,-153.253,NA,NA,NA,NA
136204,-1.46743,3.36872,-4.51178,-46.937,NA,NA,NA,NA,NA,NA,NA
136442,-2.12203,3.20025,-3.51326,NA,NA,NA,-132.15,NA,NA,NA,NA
136672,-2.98108,2.83893,-2.60909,NA,NA,-294.78,NA,NA,NA,NA,NA
136848,-4.40933,3.90259,-2.67995,-298.117,NA,NA,NA,NA,NA,NA,NA
137121,-3.90581,3.43738,-3.36164,NA,NA,NA,-194.556,NA,NA,NA,NA
137359,-3.65777,2.95905,-4.17656,-140.987,NA,NA,NA,NA,NA,NA,NA
137507,-3.77385,3.88047,-3.99529,NA,-144.879,NA,NA,NA,NA,NA,NA
137666,-3.1572,4.51118,-4.23546,NA,NA,NA,-99.915,NA,NA,NA,NA
137882,-2.42406,4.94915,-4.73955,NA,NA,NA,-77.145,NA,NA,NA,NA
138084,-2.61031,4.99589,-4.34,NA,NA,NA,NA,-139.199,NA,NA,NA
138306,-2.70096,4.583,-3.68012,NA,-110.511,NA,NA,NA,NA,NA,NA
138531,-3.36045,4.1459,-3.95279,NA,NA,NA,-112.748,NA,NA,NA,NA
138778,-4.75865,3.87278,-3.61316,NA,-259.859,NA,NA,NA,NA,NA,NA
138893,-4.87717,4.27761,-4.46456,NA,-250.461,NA,NA,NA,NA,NA,NA
139029,-3.61244,4.12264,-4.6181,NA,-118.833,NA,NA,NA,NA,NA,NA
139394,-3.32692,3.43546,-4.70001,-104.161,NA,NA,NA,NA,NA,NA,NA
139504,-3.02843,3.34579,-3.77959,-106.693,NA,NA,NA,NA,NA,NA,NA
139759,-2.23793,4.54361,-4.53385,-62.134,NA,NA,NA,NA,NA,NA,NA
139996,-2.62741,4.54855,-3.9041,NA,-98.307,NA,NA,NA,NA,NA,NA
140105,-2.60513,3.84682,-4.31539,-86.099,NA,NA,NA,NA,NA,NA,NA
140288,-3.07263,4.28729,-3.87535,NA,NA,NA,-104.099,NA,NA,NA,NA
140450,-1.17545,3.50655,-2.68195,NA,-250.69,NA,NA,NA,NA,NA,NA
140722,-2.1275,3.67624,-4.65258,NA,NA,NA,-39.62,NA,NA,NA,NA
140801,-2.33688,3.86021,-3.26796,NA,NA,NA,-157.453,NA,NA,NA,NA
141167,-0.97182,4.0242,-4.80129,-71.261,NA,NA,NA,NA,NA,NA,NA
141362,-0.441149,3.73119,-4.92493,NA,NA,NA,-136.192,NA,NA,NA,NA
141423,-1.17421,2.92235,-4.48725,NA,-135.106,NA,NA,NA,NA,NA,NA
141750,-1.24759,4.46414,-4.11424,NA,NA,NA,-92.281,NA,NA,NA,NA
141993,-0.932075,3.59863,-3.93021,NA,NA,-187.172,NA,NA,NA,NA,NA
142008,0.0982671,4.49903,-3.5907,NA,NA,-348.121,NA,NA,NA,NA,NA
142350,-1.29666,4.25027,-3.34145,NA,-170.742,NA,NA,NA,NA,NA,NA
142430,-1.26998,3.44414,-4.61951,NA,-28.722,NA,NA,NA,NA,NA,NA
142754,-0.673409,4.05051,-4.81399,NA,-123.104,NA,NA,NA,NA,NA,NA
142941,-0.475687,4.79914,-4.23174,-134.588,NA,NA,NA,NA,NA,NA,NA
143192,-0.107592,4.3185,-4.03558,NA,NA,-265.846,NA,NA,NA,NA,NA
143232,-1.03198,4.33073,-2.98913,NA,NA,NA,-186.508,NA,NA,NA,NA
143575,-1.51189,3.86291,-3.35136,NA,NA,NA,-133.693,NA,NA,NA,NA
143646,-0.0208655,3.91157,-3.15921,NA,-342.796,NA,NA,NA,NA,NA,NA
143847,-0.75659,3.16614,-4.99933,NA,NA,NA,-120.132,NA,NA,NA,NA
144010,-2.10673,3.7364,-4.22573,NA,NA,NA,-47.121,NA,NA,NA,NA
144233,-2.57056,4.2876,-4.49274,NA,NA,NA,NA,-137.181,NA,NA,NA
144598,-1.68178,4.11245,-4.74491,-35.961,NA,NA,NA,NA,NA,NA,NA
144737,-2.98069,2.00505,-4.58199,NA,NA,NA,-166.961,NA,NA,NA,NA
144869,-3.58009,2.77773,-4.33581,NA,NA,NA,-146.982,NA,NA,NA,NA
145012,-4.47287,3.1981,-4.53493,-202.324,NA,NA,NA,NA,NA,NA,NA
145286,-2.53288,3.82843,-4.26907,NA,NA,NA,-57.907,NA,NA,NA,NA
145544,-2.82614,3.37201,-4.76589,-73.53,NA,NA,NA,NA,NA,NA,NA
145658,-3.63095,4.50738,-4.84246,NA,NA,-139.22,NA,NA,NA,NA,NA
145865,-4.73569,3.98481,-4.63052,NA,NA,NA,NA,NA,NA,-348.508,NA
146143,-4.02742,4.67627,-4.02056,NA,NA,NA,NA,NA,-271.312,NA,NA
146275,-3.14453,3.98429,-3.47226,NA,NA,NA,NA,-191.87,NA,NA,NA
146568,-3.39929,4.58555,-4.68441,NA,NA,-117.577,NA,NA,NA,NA,NA
146700,-3.01261,4.66677,-4.61116,NA,-96.615,NA,NA,NA,NA,NA,NA
146832,-3.40218,3.07553,-4.65309,-113.9,NA,NA,NA,NA,NA,NA,NA
147067,-2.15107,2.79624,-4.67534,NA,NA,NA,-96.347,NA,NA,NA,NA
147257,-3.32725,3.20731,-4.6775,NA,NA,-140.225,NA,NA,NA,NA,NA
147550,-3.41874,2.54145,-4.53797,NA,-154.322,NA,NA,NA,NA,NA,NA
147697,-2.06673,3.76624,-3.94198,NA,NA,NA,NA,-183.492,NA,NA,NA
147966,-0.730232,4.05522,-4.17262,NA,NA,NA,NA,-234.477,NA,NA,NA
148183,-2.08405,2.86771,-4.12903,NA,-111.926,NA,NA,NA,NA,NA,NA
148214,-1.61494,3.8125,-4.05812,NA,-90.728,NA,NA,NA,NA,NA,NA
148486,-1.86033,3.41922,-4.11726,-72.352,NA,NA,NA,NA,NA,NA,NA
148613,-1.84317,3.86769,-4.56565,NA,NA,-57.978,NA,NA,NA,NA,NA
148807,-1.11738,3.25307,-4.44152,NA,-132.529,NA,NA,NA,NA,NA,NA
149029,-1.72463,3.68309,-2.82848,NA,-244.068,NA,NA,NA,NA,NA,NA
149221,-2.23036,4.05811,-3.71562,NA,NA,NA,-89.841,NA,NA,NA,NA
149573,-1.84561,4.54903,-4.76861,NA,NA,-75.531,NA,NA,NA,NA,NA
149703,-3.20521,4.58525,-4.63863,NA,NA,NA,NA,NA,-164.735,NA,NA
149991,-3.56553,4.39993,-3.22243,NA,NA,NA,NA,-216,NA,NA,NA
150101,-1.96897,4.85804,-3.53854,NA,NA,-136.03,NA,NA,NA,NA,NA
150246,-2.30832,4.15069,-4.43273,-70.469,NA,NA,NA,NA,NA,NA,NA
150443,-3.21676,3.22276,-4.71194,NA,NA,-126.646,NA,NA,NA,NA,NA
150629,-3.21818,4.82198,-4.0044,NA,NA,-147.327,NA,NA,NA,NA,NA
150926,-3.3649,4.07743,-4.9901,NA,NA,NA,-96.293,NA,NA,NA,NA
151197,-3.16064,4.65488,-4.92606,NA,-98.186,NA,NA,NA,NA,NA,NA
151212,-2.43452,3.78939,-3.8554,NA,NA,-122.627,NA,NA,NA,NA,NA
151468,-2.59849,4.46428,-4.74447,NA,NA,-96.155,NA,NA,NA,NA,NA
151632,-2.10726,3.78018,-3.46972,NA,-120.075,NA,NA,NA,NA,NA,NA
151805,-1.99065,3.24457,-4.25831,NA,NA,-102.224,NA,NA,NA,NA,NA
152077,-2.55544,3.68956,-4.83334,NA,-64.867,NA,NA,NA,NA,NA,NA
152396,-1.32844,4.31537,-4.47354,-53.303,NA,NA,NA,NA,NA,NA,NA
152401,-2.02411,4.45366,-3.56723,NA,NA,NA,-102.454,NA,NA,NA,NA
152608,-1.44103,4.5925,-4.05857,NA,NA,NA,-86.488,NA,NA,NA,NA
152844,-1.50468,4.00697,-3.98309,NA,NA,NA,-75.459,NA,NA,NA,NA
153087,-3.52596,4.38492,-3.66585,NA,NA,NA,-143.323,NA,NA,NA,NA
153277,-2.84475,3.88888,-2.53044,NA,NA,NA,-199.47,NA,NA,NA,NA
153564,-3.13871,3.87488,-4.44148,NA,-104.369,NA,NA,NA,NA,NA,NA
153675,-4.13474,3.917,-4.44143,-163.386,NA,NA,NA,NA,NA,NA,NA
153854,-3.36619,4.12883,-4.04507,NA,NA,-142.84,NA,NA,NA,NA,NA
154077,-2.15929,3.81742,-4.20369,NA,NA,-111.626,NA,NA,NA,NA,NA
154331,-3.26237,2.99441,-4.31801,-132.785,NA,NA,NA,NA,NA,NA,NA
154499,-3.33316,3.20575,-4.11465,NA,NA,NA,-118.454,NA,NA,NA,NA
154648,-3.35044,3.45335,-4.97484,NA,NA,NA,-99.669,NA,NA,NA,NA
154864,-2.27639,4.35492,-4.71894,NA,NA,NA,-61.995,NA,NA,NA,NA
155088,-2.53427,4.08569,-4.67573,NA,NA,NA,-57.799,NA,NA,NA,NA
155215,-1.50306,3.54834,-4.64073,-40.841,NA,NA,NA,NA,NA,NA,NA
155403,-3.17366,4.74315,-4.77063,NA,-102.797,NA,NA,NA,NA,NA,NA
155677,-2.64773,3.15674,-4.74124,NA,NA,NA,-76.844,NA,NA,NA,NA
155972,-3.21598,4.1471,-4.86404,NA,NA,NA,-80.946,NA,NA,NA,NA
156127,-2.40375,3.73779,-3.81528,-101.85,NA,NA,NA,NA,NA,NA,NA
156285,-1.7975,4.17506,-4.54219,-53.265,NA,NA,NA,NA,NA,NA,NA
156592,-3.15914,3.9976,-4.56867,NA,NA,NA,-85.939,NA,NA,NA,NA
156720,-3.56336,3.64939,-4.47337,NA,NA,NA,NA,NA,-182.093,NA,NA
156806,-2.38782,2.85129,-4.09371,NA,NA,-156.547,NA,NA,NA,NA,NA
157078,-3.74445,2.89056,-4.97801,-143.649,NA,NA,NA,NA,NA,NA,NA
157243,-2.97112,2.32628,-4.39174,-149.953,NA,NA,NA,NA,NA,NA,NA
157456,-3.71426,4.06939,-4.5994,NA,-124.06,NA,NA,NA,NA,NA,NA
157667,-1.92317,4.95864,-3.37364,NA,NA,-149.665,NA,NA,NA,NA,NA
157827,-1.51907,4.75099,-3.58622,NA,-128.888,NA,NA,NA,NA,NA,NA
158014,-1.85937,4.04663,-3.86384,-81.781,NA,NA,NA,NA,NA,NA,NA
158271,-1.17867,4.91859,-4.71641,NA,NA,NA,-88.469,NA,NA,NA,NA
158453,-1.32279,3.65049,-4.0668,-85.273,NA,NA,NA,NA,NA,NA,NA
158729,-2.50428,4.12534,-4.86139,NA,NA,NA,-55.877,NA,NA,NA,NA
158955,-4.80482,4.84069,-4.4854,NA,NA,NA,-257.738,NA,NA,NA,NA
159109,-4.59817,4.36784,-4.48268,NA,NA,NA,-217.222,NA,NA,NA,NA
159258,-3.5284,4.29931,-3.44438,NA,NA,NA,NA,-189.785,NA,NA,NA
159449,-2.87955,4.78103,-3.51048,NA,-129.849,NA,NA,NA,NA,NA,NA
159616,-0.906051,4.80468,-4.01497,-124.197,NA,NA,NA,NA,NA,NA,NA
159850,-0.764269,4.6159,-4.6582,-95.431,NA,NA,NA,NA,NA,NA,NA
160158,-1.03528,3.96942,-4.2096,NA,NA,NA,-101.594,NA,NA,NA,NA
160323,0.220445,3.61992,-4.32948,NA,NA,NA,-331.162,NA,NA,NA,NA
160449,-0.376255,4.30543,-4.15307,NA,NA,-269.383,NA,NA,NA,NA,NA
160768,-1.00918,4.13876,-4.93777,NA,NA,NA,NA,-215.424,NA,NA,NA
160976,-0.266571,4.75652,-4.89411,NA,-181.439,NA,NA,NA,NA,NA,NA
161029,-2.17157,4.07687,-4.90467,NA,NA,NA,-43.563,NA,NA,NA,NA
161201,-3.24432,4.87969,-4.24566,NA,NA,NA,-114.424,NA,NA,NA,NA
161465,-4.6919,4.6776,-3.39574,NA,-281.532,NA,NA,NA,NA,NA,NA
161640,-3.84473,4.86654,-3.95191,NA,NA,NA,NA,NA,NA,-330.238,NA
161840,-2.86558,4.60978,-4.57151,NA,NA,NA,NA,NA,NA,NA,-288.601
162178,-2.22592,4.17356,-4.93355,NA,NA,NA,NA,-136.304,NA,NA,NA
162325,-2.59847,3.49286,-3.25418,NA,NA,NA,-156.721,NA,NA,NA,NA
162564,-2.37328,4.9132,-4.57844,NA,NA,-106.187,NA,NA,NA,NA,NA
162729,-1.76872,4.07335,-4.55048,-42.226,NA,NA,NA,NA,NA,NA,NA
162859,-2.7221,4.16152,-4.38283,NA,NA,NA,-74.613,NA,NA,NA,NA
163058,-2.7271,4.44167,-4.61883,-74.57,NA,NA,NA,NA,NA,NA,NA
163220,-2.14166,4.18575,-4.22439,-59.934,NA,NA,NA,NA,NA,NA,NA
163589,-3.15106,3.97392,-4.64689,NA,NA,NA,-83.946,NA,NA,NA,NA
163727,-3.64998,4.57492,-4.64808,-128.925,NA,NA,NA,NA,NA,NA,NA
163864,-2.33581,4.98818,-4.89807,NA,NA,-86.789,NA,NA,NA,NA,NA
164090,-1.87454,4.75957,-4.9977,NA,NA,-89.887,NA,NA,NA,NA,NA
164382,-3.50174,4.88261,-4.78395,NA,NA,-136.83,NA,NA,NA,NA,NA
164492,-3.1378,4.81433,-3.44116,NA,NA,-175.453,NA,NA,NA,NA,NA
164769,-2.24217,4.15131,-4.41624,NA,-56.641,NA,NA,NA,NA,NA,NA
164924,-2.6115,3.82571,-4.23608,NA,-103.324,NA,NA,NA,NA,NA,NA
165029,-3.42247,4.92508,-4.15632,-135.983,NA,NA,NA,NA,NA,NA,NA
165388,-4.01805,4.82903,-3.97178,NA,NA,NA,-183.758,NA,NA,NA,NA
165404,-4.29929,3.83912,-4.34811,NA,-180.33,NA,NA,NA,NA,NA,NA
165718,-3.0393,4.04601,-4.31762,NA,NA,-108.642,NA,NA,NA,NA,NA
165859,-1.95257,4.78311,-4.92094,NA,NA,NA,-74.418,NA,NA,NA,NA
166004,-3.13719,3.45616,-4.41942,NA,NA,NA,-93.884,NA,NA,NA,NA
166303,-3.74978,4.30688,-4.59465,NA,-128.818,NA,NA,NA,NA,NA,NA
166413,-3.15958,4.90981,-4.95686,NA,NA,-125.321,NA,NA,NA,NA,NA
166762,-2.37571,4.97211,-4.89337,NA,NA,NA,NA,-141.202,NA,NA,NA
166838,-2.0262,4.21812,-4.18548,NA,NA,NA,NA,NA,NA,NA,-347.298
167143,-2.67503,4.09191,-3.47773,NA,NA,-142.099,NA,NA,NA,NA,NA
167363,-3.32026,2.9314,-4.19574,NA,NA,NA,-111.17,NA,NA,NA,NA
167475,-2.90652,3.28182,-4.70085,-76.438,NA,NA,NA,NA,NA,NA,NA
167625,-2.221,4.01489,-4.32359,NA,NA,-89.13,NA,NA,NA,NA,NA
167924,-2.41859,4.59748,-4.10017,NA,NA,NA,NA,-133.685,NA,NA,NA
168057,-1.42692,3.72141,-3.47205,NA,NA,-195.115,NA,NA,NA,NA,NA
168293,-3.43199,3.7235,-4.11557,NA,NA,NA,NA,NA,NA,-236.562,NA
168507,-3.75298,4.57635,-3.2299,NA,NA,NA,NA,NA,NA,-327.266,NA
168677,-2.87912,3.82499,-4.1044,NA,NA,NA,NA,-156.274,NA,NA,NA
168958,-3.49144,3.63601,-4.03824,NA,-129.486,NA,NA,NA,NA,NA,NA
169168,-3.26398,3.70102,-3.18356,NA,-189.916,NA,NA,NA,NA,NA,NA
169370,-2.95617,4.36661,-4.9729,NA,NA,-100.529,NA,NA,NA,NA,NA
169580,-1.32331,3.21598,-3.50939,NA,NA,-228.832,NA,NA,NA,NA,NA
169745,-1.57843,2.59783,-4.11294,NA,NA,NA,-152.018,NA,NA,NA,NA
169904,-1.54857,3.28752,-3.78347,NA,NA,NA,NA,-223.631,NA,NA,NA
170034,-2.05425,4.25422,-3.3023,NA,-118.862,NA,NA,NA,NA,NA,NA
170327,-1.62157,4.83113,-2.94077,NA,-181.929,NA,NA,NA,NA,NA,NA
170432,-3.52991,3.55731,-3.60415,NA,NA,NA,-147.316,NA,NA,NA,NA
170711,-2.94554,2.99891,-3.0844,NA,NA,NA,-197.082,NA,NA,NA,NA
170929,-2.45979,4.62146,-4.14436,NA,NA,NA,NA,-135.651,NA,NA,NA
171132,-2.04949,4.24478,-4.82172,-55.119,NA,NA,NA,NA,NA,NA,NA
171373,-2.50673,3.85868,-2.82135,-161.444,NA,NA,NA,NA,NA,NA,NA
171449,-2.89798,4.3523,-2.33356,NA,-244.855,NA,NA,NA,NA,NA,NA
171765,-3.48647,3.65817,-2.96545,NA,NA,-233.236,NA,NA,NA,NA,NA
171922,-1.9872,4.05637,-2.54906,NA,-201.226,NA,NA,NA,NA,NA,NA
172011,-2.34457,3.58561,-3.13366,NA,-151.979,NA,NA,NA,NA,NA,NA
172294,-1.83526,3.99098,-4.23043,NA,NA,-77.291,NA,NA,NA,NA,NA
172562,-0.106464,4.48717,-4.52476,NA,NA,NA,-195.651,NA,NA,NA,NA
172607,0.0369411,4.66359,-4.87315,NA,NA,NA,-201.263,NA,NA,NA,NA
172847,-1.37873,4.38962,-4.85028,-68.322,NA,NA,NA,NA,NA,NA,NA
173038,-2.72827,4.34829,-4.15568,NA,NA,NA,-80.352,NA,NA,NA,NA
173243,-2.62223,4.91827,-4.76597,NA,-84.194,NA,NA,NA,NA,NA,NA
173472,-2.13849,4.98277,-3.65401,-111.706,NA,NA,NA,NA,NA,NA,NA
173792,-1.86378,4.03586,-3.59156,NA,NA,NA,-99.032,NA,NA,NA,NA
173961,-0.640825,4.54563,-3.02212,-219.551,NA,NA,NA,NA,NA,NA,NA
174026,-2.05265,3.55709,-4.31987,NA,NA,NA,-54.303,NA,NA,NA,NA
174380,-2.50745,4.09717,-4.89743,NA,NA,NA,-52.567,NA,NA,NA,NA
174401,-2.20775,3.01214,-4.1535,NA,NA,NA,-94.666,NA,NA,NA,NA
174693,-1.16219,2.56014,-4.24131,NA,NA,NA,-186.191,NA,NA,NA,NA
174974,-1.6638,2.75466,-3.85452,-157.236,NA,NA,NA,NA,NA,NA,NA
175093,-2.40975,2.92636,-4.90155,NA,-70.657,NA,NA,NA,NA,NA,NA
175300,-2.94189,3.41333,-4.77882,NA,-97.18,NA,NA,NA,NA,NA,NA
175586,-2.03959,4.95439,-3.8551,NA,NA,NA,-98.145,NA,NA,NA,NA
175755,-2.12343,3.5226,-4.48627,NA,NA,NA,NA,NA,-172.985,NA,NA
175831,-3.06148,4.50212,-4.68941,NA,NA,-100.512,NA,NA,NA,NA,NA
176164,-2.26844,4.71546,-4.67444,NA,-67.568,NA,NA,NA,NA,NA,NA
176283,-2.79518,4.65135,-3.09686,-151.814,NA,NA,NA,NA,NA,NA,NA
176501,-3.61444,4.04307,-4.52774,-119.234,NA,NA,NA,NA,NA,NA,NA
176708,-2.74731,2.63358,-4.93934,NA,-118.307,NA,NA,NA,NA,NA,NA
176910,-2.91054,2.40914,-4.30976,-146.647,NA,NA,NA,NA,NA,NA,NA
177092,-3.28863,3.01424,-3.47092,-155.676,NA,NA,NA,NA,NA,NA,NA
177324,-2.19021,3.38654,-4.67917,NA,NA,NA,-51.119,NA,NA,NA,NA
177429,-1.80785,4.38243,-4.93412,NA,-54.473,NA,NA,NA,NA,NA,NA
177696,-1.37842,4.65875,-4.11074,NA,NA,NA,-76.689,NA,NA,NA,NA
177961,-1.96571,4.53727,-4.89045,-51.609,NA,NA,NA,NA,NA,NA,NA
178143,-2.33777,4.37279,-4.7866,NA,NA,-64.842,NA,NA,NA,NA,NA
178363,-1.51353,3.39499,-3.75844,NA,-125.056,NA,NA,NA,NA,NA,NA
178454,-2.72232,3.22911,-3.77423,NA,-116.378,NA,NA,NA,NA,NA,NA
178721,-3.46557,4.14817,-3.44845,-151.257,NA,NA,NA,NA,NA,NA,NA
178991,-3.54851,4.80951,-3.4744,NA,NA,NA,-170.159,NA,NA,NA,NA
179067,-3.64657,4.94813,-4.16683,NA,NA,NA,NA,-205.868,NA,NA,NA
179205,-2.97465,4.44949,-3.7159,NA,NA,-149.775,NA,NA,NA,NA,NA
179475,-1.68621,4.0982,-4.53398,-47.457,NA,NA,NA,NA,NA,NA,NA
179745,-0.97904,4.06245,-3.81174,NA,NA,NA,-135.893,NA,NA,NA,NA
179984,-2.19748,4.81839,-4.54225,NA,NA,-90.308,NA,NA,NA,NA,NA
180157,-1.87518,4.37262,-4.87151,-52.046,NA,NA,NA,NA,NA,NA,NA
180354,-1.84807,4.02639,-4.86635,NA,-24.134,NA,NA,NA,NA,NA,NA
180496,-3.51207,4.91255,-3.20654,-192.245,NA,NA,NA,NA,NA,NA,NA
180702,-4.84834,4.11141,-3.87348,NA,NA,-286.974,NA,NA,NA,NA,NA
180851,-3.64472,3.1822,-3.47141,NA,NA,NA,-168.701,NA,NA,NA,NA
181028,-2.58574,3.90187,-3.27849,NA,NA,NA,-121.636,NA,NA,NA,NA
181336,-1.95106,4.7298,-3.32612,NA,NA,NA,-109.58,NA,NA,NA,NA
