id,x0,x1,x2,fitness-1,fitness0,fitness1,fitness0.5,fitness2.5,fitness4.5,fitness4,fitness5,fitness3,fitness2,fitness-2,fitness-0.5,fitness-1.5,fitness-2.5,fitness-3.5,fitness-3,fitness-4.5,fitness-4,fitness1.5,fitness3.5,fitness-5
69254,5,4.73519,-0.869242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4547.762,NA
69399,5,5,-1.24161,NA,NA,NA,NA,NA,4242.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69607,5,4.91454,-1.05264,NA,NA,NA,NA,NA,NA,NA,6932.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69962,5,2.6841,-0.705683,NA,NA,NA,NA,NA,NA,NA,2485.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70140,5,0.562969,-1.42926,NA,NA,NA,NA,NA,NA,NA,303.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70290,3.87603,-0.250578,-1.99596,NA,NA,NA,NA,NA,NA,NA,1304.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70579,5,-0.500315,-3.4072,NA,NA,NA,NA,NA,NA,NA,523.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70611,5,0.883777,-3.90479,NA,NA,NA,NA,NA,NA,NA,836.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70855,4.51079,0.334531,-3.31948,NA,NA,NA,NA,NA,NA,NA,-1.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71032,5,-1.05762,-0.336523,NA,NA,NA,NA,NA,NA,NA,2428.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71332,4.72862,0.360901,-0.00329361,NA,NA,NA,NA,NA,NA,NA,1735.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71417,4.90666,-0.30509,1.10588,NA,NA,NA,NA,NA,NA,NA,332.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71765,4.56399,-0.969972,0.821443,NA,NA,NA,NA,NA,NA,NA,926.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71884,5,-0.0924499,0.205076,NA,NA,NA,NA,NA,NA,NA,1998.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72149,5,0.804368,-0.100268,NA,NA,NA,NA,NA,NA,18.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72219,4.28164,1.88109,-0.167177,NA,NA,NA,NA,NA,NA,NA,1206.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72522,4.66774,3.49593,0.057607,NA,NA,NA,NA,NA,NA,NA,189.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72739,4.76069,5,-0.552472,NA,NA,NA,NA,NA,NA,NA,6100.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72815,5,5,-1.0928,NA,NA,NA,NA,NA,NA,NA,1839.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73056,5,4.89854,1.34292,NA,NA,NA,NA,NA,NA,NA,3402.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73270,5,2.33091,1.15217,NA,NA,NA,NA,NA,148.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73408,5,2.41526,1.35261,NA,NA,NA,NA,NA,116.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73622,5,5,3.61497,NA,NA,NA,NA,NA,NA,544.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73912,5,5,2.09612,NA,NA,NA,NA,NA,NA,NA,790.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74022,5,4.89784,1.41667,NA,NA,NA,NA,NA,NA,NA,2793.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74379,4.86932,5,1.84861,NA,NA,NA,NA,NA,1732.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74586,4.99324,5,0.954095,NA,NA,NA,NA,NA,1538.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74638,4.28977,4.11578,-0.798134,NA,NA,NA,NA,NA,311.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74976,2.89807,3.2464,-1.43842,NA,NA,NA,NA,NA,NA,NA,836.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75172,2.84371,4.15624,-2.65142,NA,NA,NA,NA,NA,NA,NA,313.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75366,3.51699,3.62332,-2.40221,NA,NA,NA,NA,NA,NA,NA,23.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75447,3.68998,4.90848,-0.956173,NA,NA,NA,NA,NA,NA,NA,4630.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75751,2.90049,5,-1.9642,NA,NA,NA,NA,NA,NA,NA,1041.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75885,2.14836,5,-2.63354,NA,NA,NA,NA,NA,NA,NA,395.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76066,1.82003,4.75665,-1.90531,NA,NA,NA,NA,NA,NA,NA,1470.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76253,3.60284,4.86878,-2.81967,NA,NA,NA,NA,NA,NA,NA,355.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76511,4.8193,4.69697,-1.9529,NA,NA,NA,NA,NA,NA,NA,6500.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76592,2.98447,2.98967,-2.98395,NA,NA,NA,NA,NA,NA,NA,7.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76941,3.99339,4.18338,-4.42996,NA,NA,NA,NA,NA,NA,NA,-12.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77133,4.92175,5,-5,NA,NA,NA,NA,NA,NA,NA,3468.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77237,5,4.76922,-3.11219,NA,NA,NA,NA,NA,NA,NA,3109.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77519,4.67851,5,-3.03062,NA,NA,NA,NA,NA,NA,NA,2770.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77758,4.41069,5,-2.32299,NA,NA,NA,NA,NA,NA,NA,343.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77983,5,4.67284,-2.83869,NA,NA,NA,NA,NA,NA,NA,1829.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78173,4.75715,4.5527,-2.93366,NA,NA,NA,NA,NA,202.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78293,5,4.90862,-4.08387,NA,NA,NA,NA,NA,NA,NA,2757.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78448,5,4.59345,-3.81409,NA,NA,NA,NA,NA,NA,NA,552.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78597,3.87411,4.39662,-4.42092,NA,NA,NA,NA,NA,NA,NA,300.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78965,3.60596,5,-4.16301,NA,NA,NA,NA,NA,NA,NA,195.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79004,5,5,-5,NA,NA,NA,NA,NA,NA,NA,3408.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79205,3.74735,5,-3.56792,NA,NA,NA,NA,NA,NA,189.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79417,4.81963,5,-4.54161,NA,NA,NA,NA,NA,NA,NA,NA,1001.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79606,5,4.69167,-3.34798,NA,NA,NA,NA,NA,NA,NA,NA,349.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79842,5,3.89593,-3.18416,NA,NA,NA,NA,44.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80039,4.94388,5,-3.02331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041.048,NA
80327,4.91392,5,-2.92031,NA,NA,NA,NA,NA,NA,NA,3636.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80514,5,5,-3.10239,NA,NA,NA,NA,NA,NA,NA,2686.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80735,5,5,-3.5281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.985,NA
80948,4.66069,5,-3.07538,NA,NA,NA,NA,NA,NA,NA,2677.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81031,5,5,-3.26196,NA,NA,NA,NA,NA,NA,-85.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81286,5,5,-2.23381,NA,NA,NA,NA,NA,NA,171.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81587,3.86284,5,-3.97413,NA,NA,NA,NA,NA,NA,NA,NA,23.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81648,5,5,-2.34283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.417,NA
81808,4.99722,2.12104,-1.30561,NA,NA,NA,NA,NA,NA,NA,1679.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82054,5,0.798068,0.548607,NA,NA,NA,NA,NA,NA,NA,208.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82270,5,-0.267799,0.296639,NA,NA,NA,NA,NA,NA,NA,2708.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82449,4.83716,-1.54113,-0.807814,NA,NA,NA,NA,NA,NA,NA,19445.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82690,5,-2.17578,-1.77165,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82985,5,-2.08611,-1.71551,NA,NA,NA,NA,NA,NA,NA,1441.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83098,5,-0.856123,-1.62782,NA,NA,NA,NA,NA,NA,NA,9457.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83316,4.89033,-0.824162,-1.42332,NA,NA,NA,NA,NA,NA,NA,28941.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83563,4.85868,0.0054608,-1.00691,NA,NA,NA,NA,NA,NA,NA,4078.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83750,4.35592,-0.277401,-0.355214,NA,NA,NA,NA,NA,NA,NA,2043.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83910,4.88224,-0.608049,-0.129461,NA,NA,NA,NA,NA,NA,NA,8713.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84127,4.78848,0.106737,0.163716,NA,NA,NA,NA,NA,NA,NA,86.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84310,5,0.494014,0.829038,NA,NA,NA,NA,NA,NA,NA,810.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84510,5,0.529991,-0.170682,NA,NA,NA,NA,NA,NA,NA,825.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84702,5,-0.536598,0.886699,NA,NA,NA,NA,NA,NA,NA,1541.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84923,5,-1.68602,1.93708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.617,NA
85007,5,-0.271156,3.60322,NA,NA,NA,NA,NA,723.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85200,5,-1.55723,4.76112,NA,NA,NA,NA,NA,NA,6439.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85387,3.46514,-1.35212,4.68371,NA,NA,NA,NA,NA,NA,NA,1818.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85703,3.39612,-2.13419,4.38774,NA,NA,NA,NA,NA,NA,NA,680.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85844,4.27047,-0.487333,4.88488,NA,NA,NA,NA,NA,NA,NA,NA,402.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86184,5,-0.74117,5,NA,NA,NA,NA,NA,NA,NA,14013.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86187,4.18361,-1.49729,4.97263,NA,NA,NA,NA,NA,NA,NA,8388.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86392,5,-1.52865,4.14602,NA,NA,NA,NA,NA,NA,NA,4693.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86652,5,-1.03766,4.7538,NA,NA,NA,NA,NA,NA,NA,6032.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86880,4.091,-2.85675,3.34057,NA,NA,NA,NA,NA,NA,NA,218.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86987,3.7785,-2.7969,5,NA,NA,NA,NA,NA,NA,NA,345.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87238,4.65217,-3.00678,5,NA,NA,NA,NA,NA,NA,NA,2393.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87462,4.96368,-1.87608,4.84393,NA,NA,NA,NA,NA,NA,NA,5713.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87705,5,-2.06523,5,NA,NA,NA,NA,NA,NA,NA,6153.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87786,4.88262,-2.51747,4.21557,NA,NA,NA,NA,NA,NA,NA,2552.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88058,4.40605,-1.3927,5,NA,NA,NA,NA,NA,NA,NA,4966.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88232,4.8893,-0.957424,5,NA,NA,NA,NA,NA,NA,NA,12351.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88386,5,-2.12595,5,NA,NA,NA,NA,NA,NA,NA,4262.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88604,5,-0.910727,5,NA,NA,NA,NA,NA,NA,NA,11199.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88887,4.25403,1.03788,5,NA,NA,NA,NA,NA,NA,NA,581.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89057,5,1.82658,3.30458,NA,NA,NA,NA,NA,NA,NA,900.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89307,5,1.55808,4.67804,NA,NA,NA,NA,NA,NA,NA,115.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89425,5,2.49404,4.85149,NA,NA,NA,NA,NA,NA,NA,1224.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89672,5,2.39267,5,NA,NA,NA,NA,NA,NA,NA,2197.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89856,5,2.31329,5,NA,NA,NA,NA,NA,NA,NA,2623.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90114,5,1.23246,4.58642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.36,NA
90334,5,0.676531,4.34596,NA,NA,NA,NA,NA,NA,NA,1203.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90452,5,-0.901288,5,NA,NA,NA,NA,NA,NA,NA,11498.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90645,5,-0.693215,5,NA,NA,NA,NA,NA,NA,NA,11359.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90815,5,-0.196569,4.91862,NA,NA,NA,NA,NA,NA,297.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91059,5,-0.00387093,4.29887,NA,NA,NA,NA,NA,NA,467.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91312,4.79039,0.24118,5,NA,NA,NA,NA,NA,2013.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91531,5,-1.52347,5,NA,NA,NA,NA,NA,6555.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91734,5,-0.77591,5,NA,NA,NA,NA,NA,8785.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91886,5,-0.545964,5,NA,NA,NA,NA,NA,NA,NA,6103.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92108,5,0.524379,4.96218,NA,NA,NA,NA,NA,1049.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92281,4.7395,0.638012,5,NA,NA,NA,NA,NA,NA,608.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92540,3.4256,0.665344,4.6671,NA,NA,NA,NA,NA,NA,29.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92641,5,-0.0547672,5,NA,NA,NA,NA,NA,3542.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92978,5,0.219886,5,NA,NA,NA,NA,NA,NA,NA,2381.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93139,5,-1.0319,5,NA,NA,NA,NA,NA,NA,NA,5524.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93325,4.29882,0.0909126,4.74589,NA,NA,NA,NA,NA,NA,NA,750.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93541,5,-0.0375383,4.13091,NA,NA,NA,NA,NA,NA,NA,2832.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93744,5,0.498056,5,NA,NA,NA,NA,NA,NA,NA,1605.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93805,4.8396,-0.737293,4.95169,NA,NA,NA,NA,NA,NA,NA,19612.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94092,5,-0.0201869,3.10918,NA,NA,NA,NA,NA,NA,NA,906.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94361,5,-1.556,3.18388,NA,NA,NA,NA,NA,NA,NA,2911.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94411,5,-1.28812,5,NA,NA,NA,NA,NA,3774.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94650,5,-0.936883,5,NA,NA,NA,NA,NA,NA,NA,10247.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94790,5,-0.838337,4.90409,NA,NA,NA,NA,NA,NA,NA,17359.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94985,4.92443,1.34726,5,NA,NA,NA,NA,NA,NA,NA,3265.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95266,4.86523,1.30327,4.94388,NA,NA,NA,NA,NA,NA,NA,5392.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95491,5,1.34526,5,NA,NA,NA,NA,NA,NA,NA,2599.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95758,5,2.40302,5,NA,NA,NA,NA,NA,2369.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95880,5,3.20501,5,NA,NA,NA,NA,NA,NA,NA,2922.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96173,5,4.63815,4.30183,NA,NA,NA,NA,NA,NA,NA,3646.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96319,5,4.32942,4.78164,NA,NA,NA,NA,NA,NA,NA,6513.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96537,5,5,3.24677,NA,NA,NA,NA,NA,NA,NA,3186.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96709,5,5,4.15971,NA,NA,NA,NA,NA,NA,NA,4312.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96832,5,5,4.1483,NA,NA,NA,NA,NA,NA,NA,5086.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97129,4.69416,4.08631,5,NA,NA,NA,NA,NA,NA,NA,2420.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97257,4.30018,5,4.59819,NA,NA,NA,NA,NA,NA,883.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97516,4.85701,3.41778,4.87817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814.266,NA
97598,5,4.80831,5,NA,NA,NA,NA,NA,6983.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97910,5,4.81463,5,NA,NA,NA,NA,NA,3091.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98003,5,4.10252,5,NA,NA,NA,NA,NA,NA,NA,3993.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98318,5,4.10125,4.9825,NA,NA,NA,NA,NA,NA,NA,3199.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98556,5,3.43839,5,NA,NA,NA,NA,NA,NA,NA,2100.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98766,5,3.62825,3.29096,NA,NA,NA,NA,NA,NA,NA,699.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98912,5,4.83801,4.09674,NA,NA,NA,NA,NA,NA,NA,3793.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99155,4.01082,5,3.80491,NA,NA,NA,NA,NA,213.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99229,4.81222,5,4.89439,NA,NA,NA,NA,NA,NA,9122.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99447,3.94403,3.48054,5,NA,NA,NA,NA,NA,NA,NA,136.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99619,5,3.29507,5,NA,NA,NA,NA,NA,NA,NA,3238.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99899,4.29025,3.79381,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.994,NA
100054,4.60322,5,5,NA,NA,NA,NA,NA,2666.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100341,5,4.3843,5,NA,NA,NA,NA,NA,NA,NA,4318.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100561,3.76779,5,5,NA,NA,NA,NA,NA,NA,2004.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100661,4.66111,5,5,NA,NA,NA,NA,NA,NA,292.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100955,5,4.89707,4.21041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1563.966,NA,NA
101072,5,5,4.6492,NA,NA,NA,NA,NA,NA,NA,NA,NA,1755.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101246,4.46985,5,5,NA,NA,NA,NA,NA,NA,623.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101575,5,4.53703,4.88471,NA,NA,NA,NA,NA,874.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101660,4.81755,4.23832,5,NA,NA,NA,NA,NA,NA,NA,8078.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101952,5,4.16176,4.76626,NA,NA,NA,NA,NA,NA,NA,6277.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101985,4.88167,4.31574,5,NA,NA,NA,NA,NA,6506.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102185,5,4.63802,5,NA,NA,NA,NA,NA,NA,3365.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102569,5,5,3.96215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.659,NA
102697,5,4.84328,3.37109,NA,NA,NA,NA,NA,2159.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102892,4.69503,5,5,NA,NA,NA,NA,NA,4483.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103053,3.90814,4.46097,5,NA,NA,NA,NA,NA,NA,NA,438.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103335,5,3.13948,4.93725,NA,NA,NA,NA,NA,NA,NA,3193.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103530,5,3.21959,5,NA,NA,NA,NA,NA,NA,NA,3036.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
