id,x0,x1,x2,fitness8,fitness7.5,fitness7,fitness9.5,fitness8.5,fitness9,fitness6.5,fitness6,fitness10
120967,7.8132,8.36997,8.31622,0.821,NA,NA,NA,NA,NA,NA,NA,NA
121015,8.18544,8.1852,8.00114,NA,NA,NA,NA,0.785,NA,NA,NA,NA
121314,8.3134,8.18758,8.32169,0.816,NA,NA,NA,NA,NA,NA,NA,NA
121506,7.51701,8.23117,8.94399,0.698,NA,NA,NA,NA,NA,NA,NA,NA
121642,7.9265,8.25594,8.22065,NA,0.882,NA,NA,NA,NA,NA,NA,NA
121903,7.31238,7.65756,7.81647,NA,0.943,NA,NA,NA,NA,NA,NA,NA
122072,6.9047,7.74112,6.95243,0.724,NA,NA,NA,NA,NA,NA,NA,NA
122400,7.04859,7.05443,7.38025,NA,NA,NA,NA,0.725,NA,NA,NA,NA
122497,7.23057,8.00671,7.42365,0.867,NA,NA,NA,NA,NA,NA,NA,NA
122749,8.32089,7.83529,6.54988,0.644,NA,NA,NA,NA,NA,NA,NA,NA
122922,8.12359,7.65119,7.72329,0.955,NA,NA,NA,NA,NA,NA,NA,NA
123001,7.99805,8.05152,7.51575,NA,NA,NA,NA,0.856,NA,NA,NA,NA
123263,7.90929,8.91433,8.21487,NA,NA,NA,NA,0.65,NA,NA,NA,NA
123581,7.63857,8.27044,7.58086,NA,0.932,NA,NA,NA,NA,NA,NA,NA
123741,7.04052,8.67047,7.79949,NA,0.738,NA,NA,NA,NA,NA,NA,NA
123992,7.62807,7.32051,7.43936,NA,NA,NA,NA,NA,NA,NA,0.566,NA
124033,8.21193,8.32902,7.54801,NA,NA,0.802,NA,NA,NA,NA,NA,NA
124204,8.1829,7.73925,7.42596,0.924,NA,NA,NA,NA,NA,NA,NA,NA
124495,8.49066,7.87599,7.53167,NA,0.879,NA,NA,NA,NA,NA,NA,NA
124783,7.41702,7.30814,7.70829,NA,0.947,NA,NA,NA,NA,NA,NA,NA
124965,8.10989,7.87409,6.87769,NA,NA,NA,NA,NA,NA,0.628,NA,NA
125200,7.90877,8.23133,7.43911,0.898,NA,NA,NA,NA,NA,NA,NA,NA
125298,7.43105,7.24568,7.55731,0.922,NA,NA,NA,NA,NA,NA,NA,NA
125509,7.74292,6.57302,7.82427,0.734,NA,NA,NA,NA,NA,NA,NA,NA
125697,7.42202,7.42859,7.8159,NA,NA,NA,NA,0.891,NA,NA,NA,NA
125895,7.83247,8.71503,7.22281,NA,NA,NA,NA,0.629,NA,NA,NA,NA
126133,7.5566,7.92678,8.31121,0.868,NA,NA,NA,NA,NA,NA,NA,NA
126245,7.6865,7.70533,7.80304,NA,0.998,NA,NA,NA,NA,NA,NA,NA
126585,7.9146,7.49087,7.70223,NA,NA,0.841,NA,NA,NA,NA,NA,NA
126743,9.1303,7.0444,7.43292,NA,NA,0.494,NA,NA,NA,NA,NA,NA
126899,8.09603,8.62523,7.33373,NA,0.789,NA,NA,NA,NA,NA,NA,NA
127045,8.01362,8.73209,9.16202,NA,0.512,NA,NA,NA,NA,NA,NA,NA
127400,7.77165,7.6075,7.58636,0.976,NA,NA,NA,NA,NA,NA,NA,NA
127401,7.32313,7.69714,7.52824,NA,NA,0.913,NA,NA,NA,NA,NA,NA
127762,7.34808,7.52051,7.87658,0.903,NA,NA,NA,NA,NA,NA,NA,NA
127831,6.85239,8.33238,8.10247,NA,0.734,NA,NA,NA,NA,NA,NA,NA
128072,7.69642,8.32,7.73163,NA,NA,NA,NA,NA,NA,0.647,NA,NA
128392,7.2905,6.55554,7.42853,0.684,NA,NA,NA,NA,NA,NA,NA,NA
128503,7.50062,7.59473,7.22176,NA,NA,0.813,NA,NA,NA,NA,NA,NA
128798,7.38736,7.42713,8.17026,NA,0.88,NA,NA,NA,NA,NA,NA,NA
128907,7.77393,8.09926,7.94235,0.945,NA,NA,NA,NA,NA,NA,NA,NA
129177,7.82495,8.31145,6.52415,NA,NA,NA,NA,0.524,NA,NA,NA,NA
129283,7.64942,6.9295,7.37286,NA,0.84,NA,NA,NA,NA,NA,NA,NA
129502,7.3369,8.04863,7.41879,NA,0.929,NA,NA,NA,NA,NA,NA,NA
129799,8.10185,7.86304,6.89096,0.801,NA,NA,NA,NA,NA,NA,NA,NA
129908,8.85411,7.04669,7.81894,0.683,NA,NA,NA,NA,NA,NA,NA,NA
130131,7.35044,7.48498,6.90882,NA,NA,0.642,NA,NA,NA,NA,NA,NA
130352,7.71537,7.40151,7.97582,NA,NA,NA,NA,NA,NA,0.606,NA,NA
130468,7.78879,7.81889,6.90635,NA,NA,0.756,NA,NA,NA,NA,NA,NA
130762,8.19551,8.18664,7.75112,NA,0.893,NA,NA,NA,NA,NA,NA,NA
130902,7.46242,7.86115,7.84,NA,0.978,NA,NA,NA,NA,NA,NA,NA
131131,8.18618,8.64404,7.19205,0.742,NA,NA,NA,NA,NA,NA,NA,NA
131261,7.37888,7.33739,7.799,NA,0.944,NA,NA,NA,NA,NA,NA,NA
131548,7.90971,7.0537,7.55812,0.892,NA,NA,NA,NA,NA,NA,NA,NA
131647,7.91941,7.47643,7.76531,NA,0.978,NA,NA,NA,NA,NA,NA,NA
131820,7.41101,7.30437,7.61976,NA,NA,0.877,NA,NA,NA,NA,NA,NA
132026,6.51419,7.66374,8.47792,0.583,NA,NA,NA,NA,NA,NA,NA,NA
132284,6.89101,8.39702,7.78478,NA,NA,NA,NA,0.686,NA,NA,NA,NA
132509,8.47656,7.14119,7.9916,NA,NA,NA,NA,0.648,NA,NA,NA,NA
132757,7.97768,7.94726,7.66206,NA,0.973,NA,NA,NA,NA,NA,NA,NA
132927,8.18968,9.56912,7.93325,NA,0.551,NA,NA,NA,NA,NA,NA,NA
133197,8.67235,8.2545,7.57707,NA,0.764,NA,NA,NA,NA,NA,NA,NA
133297,7.6226,6.76986,8.74113,NA,NA,0.585,NA,NA,NA,NA,NA,NA
133502,7.67992,7.21254,7.72122,NA,NA,0.841,NA,NA,NA,NA,NA,NA
133790,8.2786,8.24308,7.55628,NA,NA,NA,NA,NA,NA,0.679,NA,NA
133950,8.33808,6.92523,7.07426,NA,NA,NA,NA,NA,0.428,NA,NA,NA
134119,7.19986,6.64032,7.28154,NA,NA,NA,NA,0.608,NA,NA,NA,NA
134344,7.25269,7.96994,8.13401,NA,NA,0.725,NA,NA,NA,NA,NA,NA
134429,6.95261,7.36113,7.80722,NA,NA,NA,NA,NA,NA,0.645,NA,NA
134677,8.61884,7.19093,7.42485,0.783,NA,NA,NA,NA,NA,NA,NA,NA
134993,7.08388,7.21821,8.10127,0.824,NA,NA,NA,NA,NA,NA,NA,NA
135103,8.51754,7.87064,7.76083,NA,0.869,NA,NA,NA,NA,NA,NA,NA
135242,8.31143,7.69805,7.83601,NA,NA,NA,NA,NA,0.736,NA,NA,NA
135476,8.17923,7.63169,8.55253,0.788,NA,NA,NA,NA,NA,NA,NA,NA
135774,8.21646,7.41582,7.33055,NA,NA,NA,NA,NA,0.698,NA,NA,NA
135841,8.56343,7.10256,7.18698,NA,0.735,NA,NA,NA,NA,NA,NA,NA
136159,7.17329,8.55869,6.27821,NA,0.448,NA,NA,NA,NA,NA,NA,NA
136389,8.46231,8.53344,8.41434,NA,0.673,NA,NA,NA,NA,NA,NA,NA
136563,9.33416,7.74956,7.19467,NA,0.607,NA,NA,NA,NA,NA,NA,NA
136756,7.61681,7.82797,7.37942,NA,NA,0.873,NA,NA,NA,NA,NA,NA
136895,8.02817,7.27503,7.59597,NA,NA,0.829,NA,NA,NA,NA,NA,NA
137161,8.85507,6.89113,7.62196,NA,0.617,NA,NA,NA,NA,NA,NA,NA
137272,8.35867,7.21174,7.09677,NA,NA,0.663,NA,NA,NA,NA,NA,NA
137576,8.37533,7.56259,8.82585,NA,NA,0.653,NA,NA,NA,NA,NA,NA
137688,7.76841,6.90478,7.23603,NA,NA,0.739,NA,NA,NA,NA,NA,NA
137854,7.39486,7.41409,8.11238,NA,0.927,NA,NA,NA,NA,NA,NA,NA
138187,7.72141,7.65092,9.12507,NA,NA,NA,NA,0.634,NA,NA,NA,NA
138203,7.65145,7.48102,8.08954,0.944,NA,NA,NA,NA,NA,NA,NA,NA
138596,8.07398,7.23493,8.59933,0.764,NA,NA,NA,NA,NA,NA,NA,NA
138681,8.01939,7.18999,7.50945,NA,NA,NA,NA,NA,0.701,NA,NA,NA
138876,7.93032,7.09635,7.64032,0.9,NA,NA,NA,NA,NA,NA,NA,NA
139196,8.24596,7.27535,7.98631,NA,0.889,NA,NA,NA,NA,NA,NA,NA
139279,7.78253,7.50801,7.35389,NA,NA,NA,NA,0.89,NA,NA,NA,NA
139411,7.93506,8.45641,8.29862,NA,NA,0.657,NA,NA,NA,NA,NA,NA
139683,7.27984,8.15918,7.54853,NA,0.915,NA,NA,NA,NA,NA,NA,NA
139803,8.1671,7.81586,8.3496,NA,NA,0.785,NA,NA,NA,NA,NA,NA
140155,7.53255,7.05,7.60881,0.897,NA,NA,NA,NA,NA,NA,NA,NA
140251,7.21022,7.59993,7.14544,NA,NA,NA,NA,0.798,NA,NA,NA,NA
140570,7.62954,7.21376,8.22626,NA,NA,NA,NA,0.811,NA,NA,NA,NA
140765,7.72597,7.96859,7.24877,0.934,NA,NA,NA,NA,NA,NA,NA,NA
140973,8.3848,7.96502,7.27778,0.813,NA,NA,NA,NA,NA,NA,NA,NA
141194,8.36177,7.55631,7.3376,NA,NA,NA,NA,NA,0.631,NA,NA,NA
141326,8.25577,7.78283,7.90732,NA,NA,NA,NA,NA,NA,NA,NA,0.477
141419,7.30297,8.41191,8.11764,NA,0.841,NA,NA,NA,NA,NA,NA,NA
141729,7.17777,8.97479,7.31194,NA,0.652,NA,NA,NA,NA,NA,NA,NA
141925,7.19702,7.76393,8.03653,NA,NA,0.807,NA,NA,NA,NA,NA,NA
142128,7.32228,8.36121,7.89716,NA,0.852,NA,NA,NA,NA,NA,NA,NA
142214,7.59662,7.80804,7.16131,0.902,NA,NA,NA,NA,NA,NA,NA,NA
142592,7.60911,8.16195,7.65632,NA,NA,NA,NA,0.805,NA,NA,NA,NA
142733,7.68073,9.08242,7.61446,0.721,NA,NA,NA,NA,NA,NA,NA,NA
142955,8.08382,8.31172,8.10102,NA,NA,0.827,NA,NA,NA,NA,NA,NA
143179,8.48878,7.36196,7.92646,NA,NA,0.675,NA,NA,NA,NA,NA,NA
143278,8.15863,7.43305,7.74409,NA,0.9,NA,NA,NA,NA,NA,NA,NA
143429,8.25333,7.81834,6.9699,NA,0.814,NA,NA,NA,NA,NA,NA,NA
143692,7.94404,7.50165,7.40419,NA,NA,NA,NA,0.851,NA,NA,NA,NA
143919,8.21143,7.87539,8.21616,0.863,NA,NA,NA,NA,NA,NA,NA,NA
144059,8.90711,7.46286,6.92736,0.611,NA,NA,NA,NA,NA,NA,NA,NA
144393,8.46414,7.69228,8.26539,0.834,NA,NA,NA,NA,NA,NA,NA,NA
144444,8.17293,8.64085,7.20994,NA,NA,0.695,NA,NA,NA,NA,NA,NA
144674,7.33142,8.68459,7.6776,NA,0.81,NA,NA,NA,NA,NA,NA,NA
144822,7.21595,7.84408,9.06469,NA,NA,NA,NA,0.547,NA,NA,NA,NA
145131,8.34057,7.5052,8.65462,NA,0.743,NA,NA,NA,NA,NA,NA,NA
145331,8.04873,7.01897,7.55193,NA,0.86,NA,NA,NA,NA,NA,NA,NA
145422,7.73957,7.14017,7.41858,NA,0.894,NA,NA,NA,NA,NA,NA,NA
145704,8.74146,7.24421,8.32544,NA,NA,0.54,NA,NA,NA,NA,NA,NA
145893,8.26482,7.1309,8.05896,0.817,NA,NA,NA,NA,NA,NA,NA,NA
146104,8.65169,7.43936,7.98306,NA,NA,0.742,NA,NA,NA,NA,NA,NA
146247,8.16581,8.11383,7.59788,NA,0.922,NA,NA,NA,NA,NA,NA,NA
146429,7.46786,7.79892,6.83456,NA,0.79,NA,NA,NA,NA,NA,NA,NA
146650,6.787,7.25782,8.41259,NA,NA,0.546,NA,NA,NA,NA,NA,NA
146897,7.773,5.13044,7.48631,NA,0.588,NA,NA,NA,NA,NA,NA,NA
147144,7.80165,7.1871,8.05959,0.886,NA,NA,NA,NA,NA,NA,NA,NA
147305,7.76823,8.97937,7.62146,0.738,NA,NA,NA,NA,NA,NA,NA,NA
147519,7.44324,8.21612,7.66115,NA,NA,NA,NA,0.835,NA,NA,NA,NA
147683,6.44248,7.04821,7.62633,0.576,NA,NA,NA,NA,NA,NA,NA,NA
147809,6.29502,7.95494,7.67163,NA,0.628,NA,NA,NA,NA,NA,NA,NA
148135,7.40345,8.289,7.64317,NA,0.915,NA,NA,NA,NA,NA,NA,NA
148381,7.61001,7.19628,8.72422,NA,NA,NA,NA,0.693,NA,NA,NA,NA
148493,9.09904,7.8059,8.37593,NA,NA,NA,NA,0.508,NA,NA,NA,NA
148708,8.39426,8.16776,8.5707,NA,NA,NA,NA,NA,NA,0.525,NA,NA
148855,7.35952,7.17934,7.21987,NA,0.842,NA,NA,NA,NA,NA,NA,NA
149036,7.33204,7.30038,7.87788,NA,NA,NA,NA,NA,0.683,NA,NA,NA
149387,7.5333,7.44644,7.99127,NA,NA,NA,NA,0.895,NA,NA,NA,NA
149536,6.93889,7.93371,8.17719,0.789,NA,NA,NA,NA,NA,NA,NA,NA
149619,7.59122,7.7304,7.29682,NA,0.955,NA,NA,NA,NA,NA,NA,NA
149854,7.94822,7.84642,7.50586,NA,0.959,NA,NA,NA,NA,NA,NA,NA
150117,7.45525,7.50374,7.18964,NA,NA,NA,NA,0.781,NA,NA,NA,NA
150250,7.78975,7.5192,7.14187,NA,NA,NA,NA,0.841,NA,NA,NA,NA
150570,6.56624,7.4962,7.20344,NA,NA,0.532,NA,NA,NA,NA,NA,NA
150778,7.72225,7.56353,7.61909,NA,NA,NA,NA,NA,NA,0.785,NA,NA
150981,8.29395,7.66776,8.27063,0.849,NA,NA,NA,NA,NA,NA,NA,NA
151198,7.12936,7.87423,7.89719,NA,0.896,NA,NA,NA,NA,NA,NA,NA
151343,7.51957,9.038,7.68389,NA,0.733,NA,NA,NA,NA,NA,NA,NA
151585,7.49218,8.05795,8.15391,NA,0.915,NA,NA,NA,NA,NA,NA,NA
151706,8.12765,7.25006,8.45416,NA,NA,0.72,NA,NA,NA,NA,NA,NA
151813,7.84442,8.56512,7.7857,NA,NA,0.789,NA,NA,NA,NA,NA,NA
152174,8.24484,7.67334,7.23019,NA,0.879,NA,NA,NA,NA,NA,NA,NA
152204,7.61057,7.2668,7.56079,NA,NA,0.888,NA,NA,NA,NA,NA,NA
152468,7.8557,8.71421,8.24927,NA,0.771,NA,NA,NA,NA,NA,NA,NA
152794,8.27948,7.66733,7.61907,0.932,NA,NA,NA,NA,NA,NA,NA,NA
152967,8.41966,8.99055,7.70424,0.638,NA,NA,NA,NA,NA,NA,NA,NA
153136,7.98209,8.94753,7.70104,0.707,NA,NA,NA,NA,NA,NA,NA,NA
153383,8.05962,8.79415,7.69716,0.736,NA,NA,NA,NA,NA,NA,NA,NA
153567,8.24193,7.80221,7.65347,NA,NA,0.838,NA,NA,NA,NA,NA,NA
153784,7.83723,8.2849,7.7514,NA,0.928,NA,NA,NA,NA,NA,NA,NA
153843,8.1504,8.19058,8.42879,0.812,NA,NA,NA,NA,NA,NA,NA,NA
154025,8.06194,7.97334,7.5745,NA,NA,NA,NA,0.841,NA,NA,NA,NA
154321,7.6108,7.34083,8.85694,NA,0.763,NA,NA,NA,NA,NA,NA,NA
154598,8.4788,7.85718,7.74202,0.848,NA,NA,NA,NA,NA,NA,NA,NA
154675,7.58444,7.86589,8.0792,0.961,NA,NA,NA,NA,NA,NA,NA,NA
154889,7.46321,7.57151,7.25537,0.939,NA,NA,NA,NA,NA,NA,NA,NA
155139,8.47366,8.33465,6.58772,NA,0.573,NA,NA,NA,NA,NA,NA,NA
155366,8.07688,7.64011,7.77655,NA,NA,0.885,NA,NA,NA,NA,NA,NA
155600,8.5272,7.62553,7.9264,NA,NA,0.788,NA,NA,NA,NA,NA,NA
155688,8.22784,7.52511,7.97572,NA,NA,NA,NA,NA,NA,0.595,NA,NA
155825,7.39496,7.45167,7.49298,NA,NA,0.891,NA,NA,NA,NA,NA,NA
156047,7.31458,7.07149,8.32429,NA,NA,0.69,NA,NA,NA,NA,NA,NA
156377,6.8287,8.11158,7.57764,NA,0.794,NA,NA,NA,NA,NA,NA,NA
156438,7.75731,7.14357,8.23347,NA,NA,0.796,NA,NA,NA,NA,NA,NA
156692,7.79566,7.42165,8.00619,NA,NA,0.789,NA,NA,NA,NA,NA,NA
156932,7.82544,8.5922,7.20678,NA,NA,0.688,NA,NA,NA,NA,NA,NA
157178,7.80527,8.06085,7.53511,NA,0.955,NA,NA,NA,NA,NA,NA,NA
157324,8.00171,8.14549,7.79986,NA,NA,0.812,NA,NA,NA,NA,NA,NA
157459,8.31003,7.27322,8.02521,NA,0.867,NA,NA,NA,NA,NA,NA,NA
157630,8.29781,8.28918,7.6661,NA,NA,NA,NA,NA,0.648,NA,NA,NA
157970,8.01743,8.41344,7.2607,0.834,NA,NA,NA,NA,NA,NA,NA,NA
158006,8.68167,6.87755,7.89645,NA,NA,NA,NA,0.599,NA,NA,NA,NA
158312,8.49056,7.84089,7.39346,NA,0.831,NA,NA,NA,NA,NA,NA,NA
158476,7.36627,7.37237,7.25337,NA,0.891,NA,NA,NA,NA,NA,NA,NA
158656,7.39992,7.7139,7.89581,NA,NA,0.864,NA,NA,NA,NA,NA,NA
158844,8.62413,7.67505,8.00371,NA,NA,0.684,NA,NA,NA,NA,NA,NA
159032,7.69093,8.37746,7.99192,NA,0.9,NA,NA,NA,NA,NA,NA,NA
159216,8.0824,7.27772,7.48853,NA,NA,NA,NA,NA,0.716,NA,NA,NA
159483,7.87199,7.84984,7.57092,0.95,NA,NA,NA,NA,NA,NA,NA,NA
159759,7.5744,7.2904,7.99772,NA,NA,NA,NA,NA,NA,0.648,NA,NA
159960,7.79403,7.66904,8.15591,NA,0.956,NA,NA,NA,NA,NA,NA,NA
160117,7.84271,7.68242,7.95731,NA,0.949,NA,NA,NA,NA,NA,NA,NA
160286,8.04198,9.25169,8.74133,NA,0.462,NA,NA,NA,NA,NA,NA,NA
160565,8.1987,8.77979,7.44691,NA,NA,NA,NA,0.626,NA,NA,NA,NA
160760,7.85582,9.87342,8.01608,NA,0.518,NA,NA,NA,NA,NA,NA,NA
160826,7.06023,8.25229,8.35791,NA,NA,NA,NA,0.609,NA,NA,NA,NA
161030,7.44873,7.96961,8.02834,0.918,NA,NA,NA,NA,NA,NA,NA,NA
161212,8.56821,7.42407,8.07754,NA,NA,NA,NA,0.755,NA,NA,NA,NA
161482,8.83683,7.59527,7.02892,NA,NA,NA,NA,0.57,NA,NA,NA,NA
161725,8.10672,8.50615,7.37411,NA,NA,NA,NA,0.72,NA,NA,NA,NA
161961,7.85719,7.54595,7.65231,0.943,NA,NA,NA,NA,NA,NA,NA,NA
162012,7.81635,7.88985,8.52602,NA,0.872,NA,NA,NA,NA,NA,NA,NA
162327,7.90622,8.34844,7.33224,NA,NA,NA,NA,0.776,NA,NA,NA,NA
162569,7.80683,8.19825,6.89466,NA,NA,0.684,NA,NA,NA,NA,NA,NA
162757,7.76591,7.69491,7.28432,NA,0.94,NA,NA,NA,NA,NA,NA,NA
162936,7.90355,8.38075,8.31747,NA,NA,0.748,NA,NA,NA,NA,NA,NA
163044,8.1034,7.78618,7.62512,NA,0.952,NA,NA,NA,NA,NA,NA,NA
163201,8.64211,7.75718,7.12017,0.776,NA,NA,NA,NA,NA,NA,NA,NA
163413,7.60183,8.01682,7.42373,0.954,NA,NA,NA,NA,NA,NA,NA,NA
163759,6.90939,8.22002,6.8983,0.625,NA,NA,NA,NA,NA,NA,NA,NA
163927,8.32329,7.85162,6.75432,0.736,NA,NA,NA,NA,NA,NA,NA,NA
164052,7.68103,9.16306,7.09286,0.601,NA,NA,NA,NA,NA,NA,NA,NA
164358,8.41716,8.28378,6.80791,NA,0.678,NA,NA,NA,NA,NA,NA,NA
164529,7.66475,7.09675,6.66923,NA,0.697,NA,NA,NA,NA,NA,NA,NA
164662,7.85883,7.33885,7.31676,NA,NA,NA,NA,NA,NA,0.716,NA,NA
164939,7.26822,7.2769,7.86784,NA,0.901,NA,NA,NA,NA,NA,NA,NA
165123,6.70343,8.32461,8.0088,NA,NA,0.555,NA,NA,NA,NA,NA,NA
165380,7.85288,7.97951,8.92659,NA,0.755,NA,NA,NA,NA,NA,NA,NA
165428,7.92105,8.09676,9.33596,NA,0.593,NA,NA,NA,NA,NA,NA,NA
165635,7.07487,7.57422,7.51675,NA,0.902,NA,NA,NA,NA,NA,NA,NA
165926,8.03287,7.41888,7.37809,NA,NA,0.877,NA,NA,NA,NA,NA,NA
166016,8.07593,7.80092,7.93392,NA,0.961,NA,NA,NA,NA,NA,NA,NA
166338,8.08695,7.30033,8.47648,NA,0.822,NA,NA,NA,NA,NA,NA,NA
166436,8.99799,7.04768,7.84007,0.65,NA,NA,NA,NA,NA,NA,NA,NA
166785,8.45656,8.00649,7.9596,NA,NA,0.816,NA,NA,NA,NA,NA,NA
166846,8.00947,8.56575,7.67486,NA,0.829,NA,NA,NA,NA,NA,NA,NA
167106,7.52445,7.57915,6.79301,NA,0.802,NA,NA,NA,NA,NA,NA,NA
167286,7.14001,8.59811,7.68708,0.773,NA,NA,NA,NA,NA,NA,NA,NA
167574,8.08194,7.42066,8.17822,NA,0.89,NA,NA,NA,NA,NA,NA,NA
167672,7.08193,7.75989,7.92498,NA,NA,NA,NA,0.799,NA,NA,NA,NA
167945,7.75751,7.45549,6.64751,0.746,NA,NA,NA,NA,NA,NA,NA,NA
168106,7.39282,7.34139,7.20016,NA,NA,NA,NA,0.75,NA,NA,NA,NA
168293,8.48223,7.20405,7.16841,NA,NA,0.654,NA,NA,NA,NA,NA,NA
168549,8.23268,7.94501,7.1178,0.86,NA,NA,NA,NA,NA,NA,NA,NA
168761,8.15207,7.4886,8.37074,NA,NA,0.764,NA,NA,NA,NA,NA,NA
168866,8.3494,7.51512,7.37397,NA,0.865,NA,NA,NA,NA,NA,NA,NA
169070,7.82702,7.80367,7.41541,NA,NA,NA,NA,0.91,NA,NA,NA,NA
169395,7.26854,7.55538,7.30108,NA,0.916,NA,NA,NA,NA,NA,NA,NA
169449,7.74646,7.51632,6.8636,0.84,NA,NA,NA,NA,NA,NA,NA,NA
169614,8.04682,7.50142,7.69713,NA,0.967,NA,NA,NA,NA,NA,NA,NA
169958,7.77374,8.01043,7.80613,NA,0.937,NA,NA,NA,NA,NA,NA,NA
170028,7.72403,8.11184,7.88017,NA,NA,NA,NA,NA,0.776,NA,NA,NA
170381,7.72217,8.09095,7.44309,0.927,NA,NA,NA,NA,NA,NA,NA,NA
170466,7.61424,8.29034,7.63758,NA,NA,NA,NA,0.872,NA,NA,NA,NA
170758,6.32967,7.32382,7.70104,NA,0.579,NA,NA,NA,NA,NA,NA,NA
170802,7.43664,8.356,7.10317,NA,NA,NA,NA,0.739,NA,NA,NA,NA
171144,7.27853,8.02688,8.20412,0.858,NA,NA,NA,NA,NA,NA,NA,NA
171341,8.26718,8.42772,8.13728,NA,NA,NA,NA,NA,0.61,NA,NA,NA
171404,7.33117,7.85828,7.60165,0.92,NA,NA,NA,NA,NA,NA,NA,NA
171793,7.60506,6.95812,7.58555,NA,NA,NA,NA,NA,0.67,NA,NA,NA
171882,7.11072,6.99099,7.77773,NA,NA,NA,NA,0.728,NA,NA,NA,NA
172017,7.64792,6.93963,7.41047,0.849,NA,NA,NA,NA,NA,NA,NA,NA
172212,7.49782,8.12087,7.41442,NA,NA,NA,NA,0.881,NA,NA,NA,NA
172587,8.60473,7.74974,8.83165,NA,NA,NA,NA,NA,0.461,NA,NA,NA
172764,8.61046,8.80316,7.50124,NA,0.617,NA,NA,NA,NA,NA,NA,NA
172907,8.9019,7.79319,7.48269,NA,NA,0.617,NA,NA,NA,NA,NA,NA
173035,8.88677,8.34482,7.48158,NA,NA,0.652,NA,NA,NA,NA,NA,NA
173360,7.07433,7.73445,7.4872,NA,0.873,NA,NA,NA,NA,NA,NA,NA
173560,6.88322,7.64321,7.1781,0.788,NA,NA,NA,NA,NA,NA,NA,NA
173702,8.18135,7.57877,8.14193,NA,0.901,NA,NA,NA,NA,NA,NA,NA
173867,7.67831,7.71102,7.55013,NA,NA,0.844,NA,NA,NA,NA,NA,NA
174031,7.72434,7.99297,6.82689,NA,0.805,NA,NA,NA,NA,NA,NA,NA
174375,8.89534,8.03677,7.36835,0.731,NA,NA,NA,NA,NA,NA,NA,NA
174505,9.71726,8.37082,7.40616,0.432,NA,NA,NA,NA,NA,NA,NA,NA
174628,7.60372,7.59743,8.35419,NA,NA,0.842,NA,NA,NA,NA,NA,NA
174981,8.71023,8.28769,7.93117,0.753,NA,NA,NA,NA,NA,NA,NA,NA
175122,8.77034,7.16042,8.22058,NA,0.676,NA,NA,NA,NA,NA,NA,NA
175249,7.65456,6.99573,8.07032,NA,0.865,NA,NA,NA,NA,NA,NA,NA
175556,8.12974,6.89466,7.26656,NA,NA,NA,NA,0.691,NA,NA,NA,NA
175738,8.26555,8.13816,7.59642,0.894,NA,NA,NA,NA,NA,NA,NA,NA
175801,8.58862,7.26844,8.58292,NA,NA,NA,NA,0.529,NA,NA,NA,NA
176131,9.05507,7.30349,8.43513,NA,NA,NA,NA,0.507,NA,NA,NA,NA
176345,7.95288,7.46337,7.56216,NA,NA,0.836,NA,NA,NA,NA,NA,NA
176502,7.79316,7.30556,6.92846,0.833,NA,NA,NA,NA,NA,NA,NA,NA
176622,7.46163,7.90384,7.3234,0.911,NA,NA,NA,NA,NA,NA,NA,NA
176857,7.55116,7.86097,7.49774,NA,NA,NA,NA,0.841,NA,NA,NA,NA
177138,7.60878,7.30291,7.70681,NA,NA,0.876,NA,NA,NA,NA,NA,NA
177253,7.76899,8.11388,6.75267,NA,NA,0.7,NA,NA,NA,NA,NA,NA
177541,7.19412,8.00856,7.24678,0.878,NA,NA,NA,NA,NA,NA,NA,NA
177681,7.31739,7.67746,7.39721,NA,0.944,NA,NA,NA,NA,NA,NA,NA
177944,6.70841,7.70194,8.03461,0.771,NA,NA,NA,NA,NA,NA,NA,NA
178078,7.51592,7.8804,7.60653,0.983,NA,NA,NA,NA,NA,NA,NA,NA
178327,8.23957,7.79828,7.42657,NA,NA,0.868,NA,NA,NA,NA,NA,NA
178465,7.93783,7.84449,7.56992,NA,NA,NA,NA,0.895,NA,NA,NA,NA
178684,6.85603,8.20206,7.60728,NA,0.786,NA,NA,NA,NA,NA,NA,NA
178949,6.89992,7.79656,8.85556,NA,0.655,NA,NA,NA,NA,NA,NA,NA
179102,7.55696,7.09961,8.01947,NA,NA,0.787,NA,NA,NA,NA,NA,NA
179354,7.59083,6.9777,8.23402,0.83,NA,NA,NA,NA,NA,NA,NA,NA
179522,8.18077,7.65688,9.16629,0.657,NA,NA,NA,NA,NA,NA,NA,NA
179615,7.84339,7.45935,9.75821,NA,0.521,NA,NA,NA,NA,NA,NA,NA
179810,7.88596,8.60165,7.68007,NA,NA,NA,NA,NA,0.593,NA,NA,NA
180132,8.83637,7.78547,7.63866,NA,NA,NA,NA,0.723,NA,NA,NA,NA
180205,8.34996,7.72212,8.53828,0.766,NA,NA,NA,NA,NA,NA,NA,NA
180543,7.25892,7.89491,8.85123,NA,NA,NA,NA,NA,0.561,NA,NA,NA
180617,6.94908,8.14833,8.74876,0.662,NA,NA,NA,NA,NA,NA,NA,NA
180987,8.77634,7.63076,7.71239,NA,NA,0.667,NA,NA,NA,NA,NA,NA
181107,8.06517,7.59796,8.13015,NA,NA,0.827,NA,NA,NA,NA,NA,NA
181226,7.82482,7.59117,7.7478,NA,0.993,NA,NA,NA,NA,NA,NA,NA
