id,x0,x1,x2,fitness2,fitness0.5,fitness1,fitness0,fitness-0.5,fitness-1.5,fitness-2,fitness-3,fitness-1,fitness-2.5,fitness2.5,fitness-3.5,fitness3,fitness1.5,fitness-5,fitness-4,fitness4,fitness3.5,fitness5,fitness4.5,fitness-4.5
69070,5,4.88298,-1.06194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4949.253,NA,NA
69211,5,5,-0.647966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834.71,NA,NA,NA,NA
69460,4.31079,5,0.342443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846.898,NA,NA,NA,NA
69636,4.61076,5,0.712129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849.101,NA,NA,NA,NA
69852,4.81796,4.37247,-0.754875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3548.29,NA
70037,5,4.47838,-1.45079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.487,NA,NA,NA,NA,NA,NA,NA,NA
70239,4.3248,5,-2.59775,466.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70426,4.99323,5,-2.86613,NA,NA,845.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70615,3.86685,5,-3.0371,NA,236.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70973,4.1088,4.29793,-2.88084,NA,NA,NA,421.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71103,4.99268,4.32055,-0.931578,NA,2637.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71369,3.48391,4.25826,-0.670594,NA,NA,NA,129.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71440,3.33695,5,-1.31121,NA,NA,NA,2766.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71732,3.43332,4.88464,-1.63888,NA,NA,NA,NA,431.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71928,5,5,-1.52024,NA,NA,NA,NA,9742.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72085,5,4.65554,-1.53501,NA,NA,NA,NA,NA,NA,NA,NA,10378.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72237,5,4.28967,0.0258495,NA,NA,NA,NA,NA,2424.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72498,5,5,-0.888513,NA,NA,3852.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72751,5,4.68953,-0.670896,NA,NA,3769.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72976,5,4.65423,-1.21167,NA,1451.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73000,5,4.92105,-0.664775,NA,NA,3918.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73194,4.91741,5,0.0376262,NA,442.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73493,5,4.57422,-0.342459,NA,NA,NA,NA,2301.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73759,3.81533,4.50447,-0.0160277,NA,NA,NA,NA,23.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73833,5,4.74413,-0.752992,NA,NA,NA,6870.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74002,5,4.07823,1.10863,NA,NA,NA,31.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74288,5,2.4608,1.45789,NA,NA,NA,NA,NA,NA,NA,NA,44.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74461,3.9813,3.91203,2.6938,NA,NA,NA,NA,NA,NA,NA,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74788,4.33968,3.57008,4.81655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
74986,4.33911,4.18657,4.91112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1073.186,NA,NA,NA,NA,NA,NA
75160,4.98641,4.91655,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3458.383,NA,NA,NA,NA,NA,NA
75243,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA
75691,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2174.44,NA,NA,NA,NA,NA,NA
75898,4.98328,4.32441,4.53818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.373
76133,4.56356,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702.186,NA,NA,NA,NA,NA,NA
76352,4.83265,5,4.74305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3815.122,NA,NA,NA,NA,NA,NA
76454,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA
76627,4.94613,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.097,NA,NA,NA,NA,NA,NA
76898,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2428.324,NA,NA,NA,NA,NA
77002,4.76473,4.27453,4.29319,NA,NA,NA,NA,NA,NA,NA,680.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77341,3.84703,3.63609,5,NA,NA,NA,NA,NA,NA,NA,189.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77413,5,3.27976,5,NA,NA,NA,NA,NA,4080.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77735,5,4.93125,5,NA,4049.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77950,4.12892,4.44849,4.95454,NA,NA,NA,NA,833.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78076,4.16787,3.87744,5,NA,NA,NA,1057.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78188,3.4206,3.52569,4.11103,NA,NA,NA,NA,NA,16.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78562,3.49199,4.90903,2.80768,NA,NA,NA,NA,NA,269.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78683,3.6448,3.59124,4.5304,NA,NA,NA,NA,NA,NA,17.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78861,5,4.32327,4.78063,NA,NA,NA,5796.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79115,5,5,4.87651,NA,NA,2149.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79265,4.67946,4.04554,3.0366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.432,NA,NA,NA,NA,NA,NA,NA,NA
79518,2.9672,4.88392,4.12766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.457,NA,NA,NA
79595,4.68074,5,4.77312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5729.044,NA
79958,4.86904,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6360.434,NA,NA,NA,NA
80162,5,5,3.71064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1453.764,NA
80279,5,4.3852,4.65532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152.858,NA,NA,NA,NA
80420,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1686.606,NA,NA,NA,NA,NA,NA,NA,NA
80708,4.34462,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5857.26,NA,NA
80787,5,5,3.88034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1272.012,NA
81031,5,5,4.23603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5354.333,NA
81349,5,4.93491,4.36574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5806.294,NA,NA
81433,4.95724,5,4.36321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.265,NA
81645,5,5,4.07434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2271.875,NA,NA
81886,5,4.30838,4.32302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303.251,NA
81989,5,4.70236,4.40062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4862.907,NA,NA
82344,3.8976,4.93763,4.32027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.324,NA,NA
82449,2.12131,4.36622,4.17579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.635,NA,NA,NA,NA
82743,1.68695,4.05356,4.77739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82865,3.56833,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.144,NA,NA,NA,NA,NA,NA,NA
83153,3.34794,4.64461,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83221,4.73565,4.60028,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444.316,NA,NA,NA,NA,NA,NA,NA,NA
83544,4.72948,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5731.623,NA,NA,NA,NA
83638,5,4.83453,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3896.614,NA,NA,NA,NA
83974,4.15389,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645.347,NA,NA,NA,NA,NA,NA,NA,NA
84179,3.69296,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.497,NA,NA,NA,NA,NA,NA,NA,NA
84191,4.62123,5,3.73022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.716,NA,NA,NA
84415,4.68976,3.69258,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834.331,NA,NA,NA,NA,NA,NA,NA,NA
84648,4.20045,4.20023,4.70717,678.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84920,3.63835,4.73594,4.83266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350.261,NA,NA,NA,NA
85174,4.5905,4.94277,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580.345,NA,NA,NA,NA
85293,2.19385,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1783.545,NA
85436,1.62978,4.14442,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.865,NA,NA
85780,2.03738,2.98535,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.861,NA,NA
85976,3.13076,3.87601,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574.978,NA
86083,2.75585,4.18363,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1557.223,NA,NA
86240,3.69403,4.2524,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.093,NA,NA,NA
86427,4.0304,3.07759,4.84598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.768,NA,NA,NA,NA,NA,NA,NA,NA
86735,3.97496,3.81693,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.296,NA,NA,NA,NA
86803,2.36629,3.22224,4.16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.548,NA,NA
87106,5,3.49526,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.57,NA
87327,5,4.07995,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3140.123,NA,NA
87574,4.03628,3.7922,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.667,NA,NA
87651,2.80774,4.54137,4.34111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.735,NA,NA
87869,2.78321,5,4.47595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.598,NA,NA
87985,2.15375,5,4.21572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.932,NA
88343,1.66248,5,4.77266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.572,NA
88470,0.290103,5,4.54959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.938,NA,NA,NA
88589,-1.07827,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2291.411,NA
88868,-2.07626,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6746.667,NA,NA
89032,-2.00203,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2144.625,NA
89257,-1.57944,5,4.23435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5804.258,NA,NA
89461,-2.54014,5,3.51635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.025,NA,NA
89594,-1.70878,4.59629,3.42206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.702,NA,NA
89918,-2.55098,3.06254,4.94184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.686,NA,NA
90010,-2.44352,3.1993,3.81445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.254,NA,NA
90325,-1.39274,3.62633,4.04701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.35,NA,NA
90515,-0.0638808,4.65658,4.17481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2347.28,NA,NA
90682,-1.00458,3.2321,4.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.734,NA,NA
90916,-0.733685,4.76755,4.73512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4822.964,NA
90994,0.303878,2.81923,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898.984,NA
91324,-0.0721934,3.44013,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244.042,NA,NA
91564,1.50178,3.15445,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.437,NA,NA,NA,NA
91639,1.12528,3.25289,3.44421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.084,NA,NA
91946,0.618233,3.41431,2.86317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.528,NA
92088,-0.188273,4.92931,4.05662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2629.362,NA,NA
92315,-1.206,5,2.34033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1463.171,NA,NA
92575,-0.424277,5,3.83061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.49,NA,NA,NA
92742,-0.0612967,4.77846,4.4346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2971.09,NA,NA
92928,-0.608945,4.67643,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6843.989,NA,NA
92986,-1.37448,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2288.046,NA,NA,NA
93197,-1.41617,4.40162,4.97061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5816.366,NA,NA
93502,-1.21382,5,4.15795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2666.637,NA,NA
93743,-1.63629,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2497.014,NA
93861,-2.09583,5,3.72796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1909.396,NA
94133,-1.59861,3.26942,2.73746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749.725,NA,NA
94240,-0.193857,3.39745,1.80103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.334,NA,NA
94563,-0.350243,3.7543,1.22676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.67,NA,NA
94661,0.70653,4.02517,1.81798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.735,NA,NA
94917,1.82806,5,2.16603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.121,NA,NA
95096,2.26225,5,-0.0388257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1528.236,NA,NA
95308,2.17498,5,-0.155714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619.388,NA,NA
95539,2.38163,5,-0.374253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.134,NA,NA
95745,1.42553,5,0.677071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.095,NA,NA
95854,2.14242,5,0.680213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.533,NA,NA
96064,2.39195,5,0.669043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.641,NA,NA
96348,3.37923,5,-0.216665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2334.391,NA,NA
96392,3.56936,5,0.234534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.201,NA,NA
96730,4.07864,5,-0.271192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915.105,NA,NA
96783,2.92149,5,-0.726299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009.889,NA,NA
97138,4.53054,4.79794,-0.92488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467.665,NA
97306,3.15638,5,-0.258192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2617.428,NA,NA
97397,4.76698,5,-2.16397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3916.023,NA
97644,5,4.98661,-1.85657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3365.812,NA,NA
97958,5,4.62506,-3.91102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1411.301,NA,NA
98120,4.13195,5,-2.88125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.317,NA
98341,3.87861,5,-4.45311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.307,NA
98547,3.82252,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895.835,NA,NA
98734,5,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA
99032,4.95237,3.93797,-4.97005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.074,NA,NA
99187,4.62571,4.80959,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.025,NA,NA
99393,5,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA
99571,5,5,-4.97379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2628.731,NA,NA
99918,5,4.64983,-4.75109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.761,NA,NA
100074,5,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA
100281,5,4.79415,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3242.684,NA,NA
100434,3.11526,3.65869,-3.32338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.065,NA
100683,4.99131,3.13806,-3.08331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.288,NA,NA,NA
100856,5,3.39438,-2.74809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.344,NA
101039,5,5,-2.96318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3155.516,NA,NA
101282,4.76762,4.48249,-3.70231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.217,NA
101447,5,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2968.053,NA,NA
101621,5,5,-3.97446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2628.636,NA,NA
101767,4.91414,5,-3.26772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.052,NA,NA
101992,4.74199,3.40497,-1.41527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3208.92,NA
102297,5,4.57446,-1.08902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848.409,NA,NA
102557,4.36087,4.40716,-0.587328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1655.303,NA,NA
102755,4.22444,5,-1.39573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8340.946,NA,NA
102914,5,3.59236,-1.81832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.46,NA,NA
102989,4.99982,3.23874,-0.365022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1052.228,NA
103242,4.5439,5,-0.730422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2032.778,NA,NA
103510,4.06214,3.63495,-1.43182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.482,NA,NA
103608,4.18951,4.61239,-0.689719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947.424,NA
103830,5,5,-0.749815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12669.033,NA,NA
