id,x0,x1,x2,fitness-4,fitness-2,fitness-1,fitness-0.5,fitness0,fitness-2.5,fitness-3.5,fitness-3,fitness-1.5,fitness0.5,fitness2,fitness1.5,fitness3,fitness5,fitness4.5,fitness3.5,fitness1,fitness2.5,fitness-4.5,fitness-5,fitness4
69503,4.22993,4.71834,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5537.339,NA,NA,NA,NA,NA,NA,NA
69686,4.36791,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4663.918,NA,NA,NA,NA,NA,NA,NA
69945,3.33716,3.85572,4.56778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.918,NA,NA,NA,NA,NA,NA,NA
70168,4.16709,3.71215,4.9558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1787.095,NA,NA,NA,NA,NA,NA,NA
70367,2.84937,3.38265,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804.033,NA,NA,NA,NA,NA,NA,NA
70580,3.1929,3.6742,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830.351,NA,NA,NA,NA,NA,NA,NA
70763,3.72546,4.22521,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873.106,NA,NA,NA,NA,NA,NA,NA
70898,4.22556,4.27543,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012.36
71102,4.24843,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5477.047,NA,NA,NA,NA,NA,NA,NA
71275,4.33537,5,3.87284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1481.609,NA,NA,NA,NA,NA,NA,NA
71418,4.14678,4.94299,4.73704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5426.339,NA,NA,NA,NA,NA,NA,NA
71734,3.05129,4.39139,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.285,NA,NA,NA,NA,NA
71915,3.34612,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2988.51,NA,NA,NA,NA,NA,NA,NA
72042,4.30735,5,3.90048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596.476,NA,NA,NA,NA,NA,NA,NA
72237,5,5,2.23928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3066.971,NA,NA,NA,NA,NA,NA,NA
72417,4.8236,5,1.76031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866.521,NA,NA,NA,NA,NA,NA
72713,5,5,1.29187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2590.731,NA,NA,NA,NA,NA,NA,NA
72859,5,5,-0.866512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6903.308,NA,NA,NA,NA,NA,NA
72988,5,5,0.326683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3458.137,NA,NA,NA,NA,NA,NA,NA
73379,5,2.92486,2.27325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.563,NA,NA,NA,NA,NA,NA,NA
73404,5,2.53595,2.05293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.117,NA,NA,NA,NA,NA
73721,4.08257,2.73981,4.57976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.245,NA,NA,NA,NA,NA
73935,5,2.6156,4.26712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631.006,NA,NA,NA,NA,NA,NA,NA
74148,4.38107,1.46176,4.24162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.613,NA,NA,NA,NA,NA,NA,NA
74221,5,1.30407,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2620.821,NA,NA,NA,NA,NA,NA,NA
74410,5,1.18086,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596.769,NA,NA,NA,NA,NA,NA,NA
74670,5,1.13931,4.67763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1038.093,NA,NA,NA,NA,NA,NA,NA
74797,4.8306,-1.35492,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9162.434,NA,NA,NA,NA,NA,NA
75178,4.05089,-1.30146,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765.698,NA,NA,NA,NA,NA,NA,NA
75316,4.38922,0.776312,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568.354,NA,NA,NA,NA,NA,NA,NA
75564,3.88497,0.332993,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.199,NA,NA,NA,NA,NA
75588,3.66705,-1.00677,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,729.787
75917,4.19274,-1.86295,4.11172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.071,NA,NA,NA,NA,NA,NA
76003,5,0.52783,3.58383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.571,NA,NA,NA,NA,NA,NA,NA,NA
76346,5,-0.0159355,4.00115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.871
76422,5,-0.124981,4.42128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685.269,NA,NA,NA,NA,NA
76616,4.76479,0.00572317,4.8071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2210.745,NA,NA,NA,NA,NA
76979,5,-0.554963,4.19627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.113,NA,NA,NA,NA,NA,NA
76991,5,-0.135459,4.52901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.554
77251,4.38691,-1.11601,4.49726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.165,NA,NA,NA,NA,NA,NA,NA
77470,3.75001,-0.909798,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4125.973,NA,NA,NA,NA,NA,NA,NA
77628,4.81118,-1.97858,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7093.524,NA,NA,NA,NA,NA,NA,NA
77819,5,-0.963705,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9095.935,NA,NA,NA,NA,NA,NA,NA
77980,3.89944,-2.11383,4.80234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360.189,NA,NA,NA,NA,NA,NA,NA
78379,3.15937,-1.72664,4.74669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.643,NA,NA,NA,NA,NA,NA,NA
78512,4.34786,-1.69387,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037.901,NA,NA,NA,NA,NA,NA,NA
78588,5,-1.01779,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.276,NA,NA,NA,NA,NA,NA
78836,5,0.344231,4.61929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957.174,NA,NA,NA,NA,NA,NA,NA
79127,4.84238,1.68354,4.6029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387.688,NA,NA,NA,NA,NA
79196,5,2.16946,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.532,NA,NA,NA,NA,NA,NA,NA,NA
79512,5,4.65454,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3656.021
79742,5,5,4.14452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4807.77,NA,NA,NA,NA,NA,NA,NA
79831,4.98084,3.70458,4.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.24
80011,5,4.66877,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2818.462
80302,3.7772,3.52041,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.722,NA,NA,NA,NA,NA,NA,NA
80449,2.98758,4.16991,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.88,NA,NA,NA,NA,NA,NA,NA
80779,3.32165,4.98594,4.16229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071.174,NA,NA,NA,NA,NA,NA
80953,2.91063,4.60288,4.66113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.516,NA,NA,NA,NA,NA,NA,NA,NA
81116,2.93053,5,4.74117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.043,NA,NA,NA
81364,3.94842,4.8621,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.824,NA,NA,NA,NA,NA,NA,NA,NA
81463,4.06614,5,4.82534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2586.66,NA,NA,NA,NA,NA,NA
81617,5,5,4.1371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4512.683,NA,NA,NA,NA,NA,NA,NA
81916,4.63835,5,3.27626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2165.238,NA,NA,NA,NA,NA,NA,NA
82061,5,4.97646,4.33304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5731.038,NA,NA,NA,NA,NA,NA,NA
82292,5,5,3.08638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1321.407,NA,NA,NA,NA,NA,NA,NA
82536,4.74846,4.46207,2.86111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.725,NA,NA,NA,NA,NA,NA,NA
82677,4.03281,4.31385,2.48453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.877,NA,NA,NA,NA,NA,NA,NA
82957,5,5,3.20721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3912.507,NA,NA,NA,NA,NA,NA,NA
83024,5,5,4.36927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4637.334,NA,NA,NA,NA,NA,NA,NA
83197,4.3573,4.73897,4.91606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6903.75,NA,NA,NA,NA,NA,NA,NA
83561,4.78519,4.87312,3.99776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.973,NA,NA,NA,NA,NA,NA,NA
83715,5,4.69212,4.27561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5141.318,NA,NA,NA,NA,NA,NA,NA
83799,5,4.79625,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4118.474,NA,NA,NA,NA,NA,NA
84053,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1454.973
84246,4.32581,5,4.95113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8305.637,NA,NA,NA,NA,NA,NA,NA
84433,3.0937,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445.336,NA,NA,NA,NA,NA,NA,NA
84756,3.19606,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2842.138,NA,NA,NA,NA,NA,NA,NA
84961,2.34876,4.70036,4.57556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803.232,NA,NA,NA,NA,NA,NA,NA
85046,3.75784,5,3.76411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.571
85186,4.90198,5,3.15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3042.218,NA,NA,NA,NA,NA,NA,NA
85403,4.19442,5,1.6835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971.741,NA,NA,NA,NA,NA,NA,NA
85736,4.79738,4.30394,2.41808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.87,NA,NA,NA,NA,NA,NA
85843,5,5,3.33754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.63,NA,NA,NA
86025,4.92317,4.93434,2.4063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.051,NA,NA,NA,NA,NA,NA,NA,NA
86262,5,5,2.61673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.204,NA,NA,NA,NA,NA
86424,4.23775,4.96678,1.43222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.939,NA,NA,NA,NA,NA,NA,NA,NA
86738,3.82525,5,-0.00834609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.894,NA,NA,NA,NA,NA
86904,4.73379,5,-0.257089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025.903,NA,NA,NA
87011,5,5,-0.335325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1455.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87347,4.87078,5,-0.114187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87568,5,5,-1.34428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1657.069,NA,NA,NA,NA
87759,3.91745,4.3226,-2.17943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
87928,3.74976,5,-1.93527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.471,NA,NA,NA,NA,NA,NA,NA,NA
88131,5,4.84714,-2.20435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.233,NA,NA,NA,NA,NA
88188,4.19408,5,-3.69158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.339,NA,NA,NA,NA,NA,NA,NA
88512,4.93785,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105.287,NA,NA,NA,NA,NA
88672,4.82789,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,982.586
88885,4.6344,4.92631,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2072.98,NA,NA,NA,NA,NA,NA,NA
88999,4.13109,5,-2.66441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,791.1,NA,NA,NA,NA,NA,NA
89317,5,4.16106,-2.31866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.005,NA,NA,NA,NA,NA,NA,NA
89520,4.90101,5,0.45766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3057.067,NA,NA,NA,NA,NA,NA,NA
89767,4.93939,5,0.52229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220.127,NA,NA,NA,NA,NA,NA
89788,4.7943,4.3062,1.77345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912.428,NA,NA,NA,NA,NA,NA,NA
90035,5,4.70742,2.34514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2505.073,NA,NA,NA,NA,NA,NA,NA
90266,4.85226,5,4.09669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3809.098,NA,NA,NA,NA,NA,NA,NA
90534,5,5,3.22642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3081.935,NA,NA,NA,NA,NA,NA,NA
90636,4.92107,4.23304,3.65037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1745.89,NA,NA,NA,NA,NA,NA,NA
90937,5,5,3.32395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3135.47,NA,NA,NA,NA,NA,NA,NA
91173,4.80646,5,3.06339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1188.571,NA,NA,NA,NA,NA,NA,NA
91375,4.09557,4.49185,4.18874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.872,NA,NA,NA,NA,NA,NA,NA
91450,5,4.97785,3.32125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3445.577,NA,NA,NA,NA,NA,NA,NA
91582,5,5,1.48338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1614.345,NA,NA,NA,NA,NA,NA,NA
91891,4.78166,5,2.0871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804.787,NA,NA,NA,NA,NA,NA,NA
92021,4.87131,5,3.01664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.094,NA,NA,NA,NA,NA,NA,NA
92235,5,5,3.34522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2995.594,NA,NA,NA,NA,NA,NA,NA
92392,5,4.16204,2.23298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.93,NA,NA,NA,NA,NA,NA,NA,NA
92581,5,5,2.82163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689.602,NA,NA,NA
92838,5,5,2.85998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.975,NA,NA,NA,NA,NA
93065,4.65216,5,2.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189.059,NA,NA,NA,NA,NA,NA
93189,3.95259,4.21055,2.0351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78,NA,NA,NA,NA,NA,NA
93397,4.87138,4.96261,1.50219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577.972,NA,NA,NA,NA,NA,NA,NA
93606,5,4.72398,2.2259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2499.256,NA,NA,NA,NA,NA,NA,NA
93917,5,5,1.92321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970.128,NA,NA,NA,NA,NA,NA
94049,3.42132,5,0.32498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
94347,4.07201,5,1.13517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.772,NA,NA,NA,NA
94406,4.2419,5,2.23247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.854,NA,NA,NA,NA,NA,NA,NA,NA,NA
94731,4.60652,4.91747,2.29619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648.958,NA,NA,NA,NA
94960,5,3.74536,1.81046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94982,3.96682,3.47008,1.93516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.126,NA,NA,NA
95285,4.71492,5,3.23525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671.641,NA,NA,NA,NA,NA,NA,NA,NA
95392,5,5,3.57674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.372,NA,NA,NA,NA
95614,5,5,3.16914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.965,NA,NA,NA,NA
95793,4.13862,5,2.60593,NA,NA,NA,NA,164.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96026,3.59124,5,4.6115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.106,NA,NA,NA,NA
96304,4.45875,4.96175,3.78219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.706,NA,NA,NA,NA,NA,NA,NA,NA,NA
96388,4.67346,4.71518,4.77575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.159,NA,NA,NA,NA
96737,5,4.28164,5,NA,NA,NA,NA,4885.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96924,5,5,5,NA,NA,12978.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97103,4.48834,5,3.62336,NA,NA,NA,NA,NA,NA,NA,NA,244.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97242,5,5,4.41356,NA,NA,NA,NA,NA,NA,NA,NA,1204.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97430,5,5,3.51844,NA,NA,NA,NA,NA,NA,NA,NA,342.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97766,4.46947,4.62923,4.93953,NA,NA,NA,NA,NA,NA,NA,NA,1222.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97873,5,3.10876,5,NA,NA,NA,NA,NA,NA,NA,NA,2212.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98050,4.71558,2.64828,5,NA,393.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98247,5,3.30125,3.82361,NA,NA,NA,NA,NA,90.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98515,5,2.5318,3.76963,NA,NA,NA,NA,NA,NA,25.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98749,4.83723,3.19085,3.60917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.809,NA,NA
98855,3.89048,4.79291,4.86869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093.368,NA
98980,4.68195,5,4.75342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2384.647,NA
99257,5,4.79518,4.96688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3687.297,NA
99396,4.5857,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890.148,NA
99670,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA
99916,3.85445,5,3.76842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.567,NA
100091,3.65497,5,3.99924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.692,NA,NA
100344,5,5,3.56415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.215,NA
100480,4.4821,4.52332,2.81356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06,NA,NA
100684,3.7904,5,2.63101,NA,NA,NA,NA,NA,NA,NA,146.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100955,3.58756,5,3.79218,NA,119.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101036,5,4.9147,2.78539,NA,NA,NA,NA,NA,NA,NA,547.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101325,5,5,4.773,NA,NA,NA,NA,NA,NA,NA,3289.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101371,5,5,5,NA,1726.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101605,5,5,4.51098,NA,NA,NA,NA,NA,NA,NA,-7.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101829,3.04347,5,3.92897,NA,NA,NA,NA,NA,NA,NA,NA,107.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102050,3.8601,5,4.18756,NA,NA,NA,NA,NA,NA,NA,NA,1259.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102235,4.06889,4.90307,3.79165,NA,NA,NA,NA,763.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102554,4.00389,3.86047,3.09847,NA,NA,26.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102625,4.7354,4.403,4.02135,NA,NA,NA,NA,NA,5.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102931,5,4.17082,4.00345,NA,NA,81.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102985,5,4.19196,4.4077,NA,NA,NA,3037.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103348,5,5,4.63492,NA,NA,NA,3995.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103465,5,3.32046,4.94104,NA,NA,NA,NA,NA,NA,NA,NA,3584.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103608,5,5,5,NA,NA,NA,11521.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103950,5,5,5,NA,NA,9953.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104137,5,5,5,NA,5448.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
