id,x0,x1,x2,fitness0.5,fitness-0.5,fitness-1,fitness-2,fitness-1.5,fitness-2.5,fitness-3,fitness-3.5,fitness-4,fitness-4.5,fitness-5,fitness0,fitness1,fitness2
89527,1.56029,2.2996,-4.96105,NA,NA,NA,NA,-48.714,NA,NA,NA,NA,NA,NA,NA,NA,NA
89634,1.42349,3.40386,-3.95686,NA,NA,NA,NA,NA,NA,-75.431,NA,NA,NA,NA,NA,NA,NA
89878,1.19392,3.09329,-4.48179,NA,NA,NA,NA,NA,NA,NA,NA,-86.301,NA,NA,NA,NA,NA
90034,1.81123,3.39216,-5,NA,NA,NA,NA,NA,NA,NA,NA,-111.187,NA,NA,NA,NA,NA
90353,2.15638,1.93756,-5,NA,NA,NA,NA,NA,-19.018,NA,NA,NA,NA,NA,NA,NA,NA
90504,1.00866,1.41832,-5,NA,NA,NA,NA,NA,NA,-36.992,NA,NA,NA,NA,NA,NA,NA
90627,2.66456,0.767448,-4.74015,NA,NA,NA,-65.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90989,2.37682,1.54926,-3.58692,NA,NA,NA,NA,NA,NA,-34.556,NA,NA,NA,NA,NA,NA,NA
91073,1.66739,1.41879,-5,NA,NA,NA,NA,NA,NA,NA,NA,-69.694,NA,NA,NA,NA,NA
91208,0.540071,1.60713,-4.78445,NA,NA,NA,NA,NA,NA,-55.718,NA,NA,NA,NA,NA,NA,NA
91590,0.969299,1.34784,-4.99507,NA,NA,NA,NA,NA,-40.093,NA,NA,NA,NA,NA,NA,NA,NA
91670,1.30994,1.97569,-5,NA,NA,NA,NA,NA,NA,-25.206,NA,NA,NA,NA,NA,NA,NA
91899,2.36788,1.62087,-4.06293,NA,NA,NA,NA,NA,NA,-19.895,NA,NA,NA,NA,NA,NA,NA
92073,2.60193,1.11477,-4.51106,NA,NA,NA,NA,NA,NA,NA,-58.129,NA,NA,NA,NA,NA,NA
92298,1.78396,1.33935,-5,NA,NA,NA,NA,NA,NA,NA,-41.301,NA,NA,NA,NA,NA,NA
92507,1.15965,1.54255,-4.58539,NA,NA,NA,NA,NA,-15.75,NA,NA,NA,NA,NA,NA,NA,NA
92613,1.47501,1.76496,-4.19447,NA,NA,NA,NA,NA,NA,NA,NA,-68.331,NA,NA,NA,NA,NA
92982,1.9395,0.427643,-5,NA,NA,NA,NA,NA,NA,-86.829,NA,NA,NA,NA,NA,NA,NA
93156,1.95292,1.00488,-5,NA,NA,NA,NA,NA,-32.591,NA,NA,NA,NA,NA,NA,NA,NA
93312,2.401,1.19726,-5,NA,NA,NA,NA,-64.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
93486,4.37349,1.74593,-5,NA,NA,NA,-157.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93627,4.2441,2.73995,-5,NA,NA,NA,-170.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93972,2.87187,2.59333,-5,NA,NA,NA,-60.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94071,1.94618,1.99827,-5,NA,NA,NA,NA,-34.691,NA,NA,NA,NA,NA,NA,NA,NA,NA
94343,1.17453,2.51283,-4.9049,NA,-125.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94451,1.1173,1.99727,-4.3251,NA,NA,NA,NA,-38.572,NA,NA,NA,NA,NA,NA,NA,NA,NA
94626,1.0841,1.57544,-2.91731,NA,NA,NA,NA,NA,NA,-71.082,NA,NA,NA,NA,NA,NA,NA
94979,2.82096,2.64503,-3.5885,NA,NA,NA,-74.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95089,1.17345,3.10647,-4.26715,NA,NA,NA,-60.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95323,2.75467,2.10611,-5,NA,NA,NA,NA,NA,NA,NA,-53.374,NA,NA,NA,NA,NA,NA
95438,2.45893,1.53286,-4.0796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-147.979,NA,NA,NA
95784,2.2004,1.14637,-5,NA,NA,NA,NA,NA,NA,NA,NA,-68.808,NA,NA,NA,NA,NA
95934,2.48101,1.17562,-5,NA,NA,NA,NA,NA,NA,NA,-60.238,NA,NA,NA,NA,NA,NA
96026,1.76076,1.67688,-3.69282,NA,NA,NA,NA,NA,NA,-19.351,NA,NA,NA,NA,NA,NA,NA
96254,0.710732,2.05348,-3.50618,NA,NA,NA,-66.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96472,1.17574,0.708517,-3.49898,NA,NA,NA,NA,NA,-92.907,NA,NA,NA,NA,NA,NA,NA,NA
96708,1.51355,1.91868,-3.71201,NA,NA,NA,NA,NA,-17.211,NA,NA,NA,NA,NA,NA,NA,NA
96843,1.37768,2.37923,-4.10772,NA,NA,NA,NA,NA,NA,-28.731,NA,NA,NA,NA,NA,NA,NA
97149,1.12491,2.97754,-4.8402,NA,NA,NA,NA,-82.678,NA,NA,NA,NA,NA,NA,NA,NA,NA
97378,0.974147,3.6855,-4.94112,NA,NA,NA,-117.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97563,1.71864,2.97701,-5,NA,NA,NA,NA,NA,NA,-53.662,NA,NA,NA,NA,NA,NA,NA
97632,1.38531,3.30424,-3.75898,NA,NA,NA,NA,NA,-73.033,NA,NA,NA,NA,NA,NA,NA,NA
97959,2.18452,2.41381,-4.56029,NA,NA,NA,NA,NA,-21.24,NA,NA,NA,NA,NA,NA,NA,NA
98157,1.38932,2.65339,-5,NA,NA,NA,-44.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98287,-0.0751066,2.03004,-5,NA,NA,NA,NA,NA,NA,NA,-106.804,NA,NA,NA,NA,NA,NA
98446,-0.4033,1.90562,-4.14357,NA,NA,NA,NA,NA,NA,-114.577,NA,NA,NA,NA,NA,NA,NA
98608,1.08222,2.07704,-4.36878,NA,NA,NA,NA,NA,NA,NA,-49.949,NA,NA,NA,NA,NA,NA
98939,1.64431,2.45294,-5,NA,NA,NA,NA,NA,NA,-32.236,NA,NA,NA,NA,NA,NA,NA
99008,1.05576,2.36376,-4.83309,NA,NA,NA,NA,NA,NA,-34.564,NA,NA,NA,NA,NA,NA,NA
99296,1.80504,0.465414,-5,NA,NA,NA,NA,NA,NA,-83.795,NA,NA,NA,NA,NA,NA,NA
99440,2.48783,-0.212431,-4.78843,NA,NA,NA,NA,NA,NA,NA,-171.019,NA,NA,NA,NA,NA,NA
99729,1.43227,-0.398669,-4.43347,NA,NA,NA,NA,NA,NA,NA,NA,-260.397,NA,NA,NA,NA,NA
99851,2.48787,1.74134,-4.70899,NA,NA,NA,NA,NA,NA,NA,NA,-53.81,NA,NA,NA,NA,NA
100105,2.94833,1.62149,-4.46359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-164.052,NA,NA,NA
100368,1.46372,0.579936,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-135.102,NA,NA,NA,NA
100445,2.93393,-0.242158,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-252.269,NA,NA,NA,NA
100730,2.97118,2.42768,-5,NA,NA,NA,NA,NA,NA,NA,NA,-103.986,NA,NA,NA,NA,NA
100961,2.40615,2.46063,-4.71027,NA,NA,NA,NA,NA,NA,NA,-50.884,NA,NA,NA,NA,NA,NA
101071,2.23559,1.52173,-5,NA,NA,NA,NA,NA,NA,NA,NA,-59.889,NA,NA,NA,NA,NA
101218,2.50898,2.34481,-5,NA,NA,NA,-41.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101460,4.18172,1.24176,-4.6614,NA,NA,NA,NA,NA,NA,NA,-159.005,NA,NA,NA,NA,NA,NA
101743,3.08878,2.0696,-5,NA,NA,NA,-59.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101983,2.49853,3.95532,-5,NA,NA,NA,NA,NA,-132.939,NA,NA,NA,NA,NA,NA,NA,NA
102065,2.11547,4.52872,-5,NA,NA,NA,-192.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102225,3.32202,3.13598,-5,NA,NA,NA,NA,-126.858,NA,NA,NA,NA,NA,NA,NA,NA,NA
102547,3.36717,3.05432,-4.7433,NA,NA,-159.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102631,2.11466,1.63623,-3.80832,NA,-113.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102900,2.73687,2.37905,-4.02631,NA,NA,NA,NA,-50.389,NA,NA,NA,NA,NA,NA,NA,NA,NA
103180,3.53197,2.97564,-4.37054,NA,NA,NA,-112.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103386,3.14935,3.69304,-3.61603,NA,NA,NA,-151.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103488,2.60896,2.39033,-2.85344,NA,NA,NA,NA,-111.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
103633,3.11315,2.42621,-4.00274,NA,NA,NA,NA,-85.376,NA,NA,NA,NA,NA,NA,NA,NA,NA
103934,2.05527,2.26297,-5,NA,NA,NA,NA,-52.047,NA,NA,NA,NA,NA,NA,NA,NA,NA
104107,2.78718,2.46721,-5,NA,NA,NA,NA,NA,NA,NA,-60.484,NA,NA,NA,NA,NA,NA
104369,3.74755,1.41072,-5,NA,NA,NA,NA,NA,NA,-103.864,NA,NA,NA,NA,NA,NA,NA
104407,4.2091,1.27696,-5,NA,NA,NA,NA,NA,NA,-145.626,NA,NA,NA,NA,NA,NA,NA
104789,3.51788,1.00873,-5,NA,NA,NA,NA,NA,-92.134,NA,NA,NA,NA,NA,NA,NA,NA
104822,3.09835,1.77952,-5,NA,NA,NA,NA,NA,NA,-60.026,NA,NA,NA,NA,NA,NA,NA
105086,2.66677,1.07372,-5,NA,NA,NA,NA,-60.919,NA,NA,NA,NA,NA,NA,NA,NA,NA
105348,2.66307,1.93749,-5,NA,NA,-66.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105523,2.38618,2.01605,-5,NA,NA,NA,-35.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105736,1.99278,1.74678,-3.60564,NA,NA,NA,-25.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105859,2.27078,2.74894,-3.70802,NA,NA,NA,-48.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106165,1.56998,3.43194,-3.24127,NA,NA,NA,NA,NA,-101.174,NA,NA,NA,NA,NA,NA,NA,NA
106282,1.8289,3.95258,-3.08435,NA,NA,NA,NA,NA,NA,-161.199,NA,NA,NA,NA,NA,NA,NA
106417,2.33959,3.12436,-4.13901,NA,NA,NA,NA,NA,NA,-61.808,NA,NA,NA,NA,NA,NA,NA
106797,0.474878,2.16711,-4.5872,NA,NA,NA,NA,NA,-50.566,NA,NA,NA,NA,NA,NA,NA,NA
106965,-0.851474,2.39452,-3.84775,NA,NA,NA,NA,NA,NA,NA,-187.685,NA,NA,NA,NA,NA,NA
107011,1.18197,3.98692,-3.19065,NA,NA,NA,NA,NA,NA,NA,NA,-200.86,NA,NA,NA,NA,NA
107362,1.74428,2.98081,-3.65634,NA,NA,NA,NA,NA,-53.448,NA,NA,NA,NA,NA,NA,NA,NA
107543,2.75961,3.68536,-3.25262,NA,NA,NA,NA,NA,NA,-157.351,NA,NA,NA,NA,NA,NA,NA
107616,1.33665,2.9922,-5,NA,NA,NA,-61.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107835,2.38987,2.55283,-5,NA,NA,NA,NA,NA,NA,-48.986,NA,NA,NA,NA,NA,NA,NA
108187,1.34109,1.35921,-4.39315,NA,NA,NA,NA,NA,NA,NA,NA,-59.066,NA,NA,NA,NA,NA
108324,1.63036,2.17865,-3.92999,NA,NA,NA,NA,NA,NA,NA,-31.192,NA,NA,NA,NA,NA,NA
108509,0.694851,2.03942,-3.12975,NA,NA,NA,NA,NA,NA,NA,-83.808,NA,NA,NA,NA,NA,NA
108708,0.877475,2.12676,-2.55783,NA,NA,NA,NA,NA,-110.885,NA,NA,NA,NA,NA,NA,NA,NA
108983,1.83524,2.26012,-3.85756,NA,NA,-68.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109186,2.33634,2.59718,-4.56565,NA,NA,NA,-38.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109269,2.2951,2.95894,-5,NA,-134.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109492,2.95823,2.42993,-4.93951,NA,NA,NA,-58.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109625,3.00354,2.71302,-5,NA,NA,NA,NA,-94.978,NA,NA,NA,NA,NA,NA,NA,NA,NA
109851,2.0037,2.04025,-5,NA,NA,NA,NA,NA,-18.539,NA,NA,NA,NA,NA,NA,NA,NA
110055,1.75009,1.10621,-4.78865,NA,NA,-67.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110287,2.44015,0.73044,-4.55991,NA,NA,-95.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110559,1.09029,2.47022,-4.44083,NA,NA,-76.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110607,1.12589,1.45369,-5,NA,NA,NA,NA,-58.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
110889,2.128,2.59741,-4.74659,NA,NA,NA,NA,-43.486,NA,NA,NA,NA,NA,NA,NA,NA,NA
111072,2.89247,2.94313,-4.52427,NA,NA,NA,NA,NA,NA,-76.045,NA,NA,NA,NA,NA,NA,NA
111209,3.41315,0.737523,-3.55746,NA,NA,NA,NA,NA,NA,NA,-136.088,NA,NA,NA,NA,NA,NA
111469,3.78471,0.441933,-3.94463,NA,NA,NA,NA,NA,NA,NA,NA,-169.406,NA,NA,NA,NA,NA
111745,2.50813,0.53368,-3.8745,NA,NA,NA,-79.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111976,1.96702,0.157996,-3.46251,NA,NA,NA,NA,NA,NA,NA,-134.226,NA,NA,NA,NA,NA,NA
112067,1.04739,1.71845,-3.70076,NA,NA,NA,NA,NA,NA,NA,-44.785,NA,NA,NA,NA,NA,NA
112303,3.05703,2.6932,-3.65283,NA,NA,NA,NA,NA,-78.892,NA,NA,NA,NA,NA,NA,NA,NA
112466,1.05923,2.26871,-3.39287,NA,NA,NA,-56.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112713,1.09488,3.588,-4.38432,NA,NA,NA,NA,NA,-91.301,NA,NA,NA,NA,NA,NA,NA,NA
112869,2.12172,2.86286,-5,NA,NA,NA,NA,NA,-47.061,NA,NA,NA,NA,NA,NA,NA,NA
113030,1.90285,1.16098,-4.41229,NA,NA,NA,NA,NA,-9.454,NA,NA,NA,NA,NA,NA,NA,NA
113337,1.48894,1.14005,-4.13835,NA,NA,NA,NA,NA,NA,-23.923,NA,NA,NA,NA,NA,NA,NA
113472,2.3626,1.53776,-4.71256,NA,NA,NA,NA,NA,NA,NA,-31.112,NA,NA,NA,NA,NA,NA
113617,3.90289,1.30403,-5,NA,NA,NA,NA,NA,NA,NA,NA,-146.194,NA,NA,NA,NA,NA
113939,4.49488,2.5779,-4.52992,NA,NA,NA,NA,NA,-176.728,NA,NA,NA,NA,NA,NA,NA,NA
114148,5,1.54703,-4.46422,NA,NA,NA,NA,NA,-217.644,NA,NA,NA,NA,NA,NA,NA,NA
114309,5,1.11358,-5,NA,NA,NA,NA,NA,NA,-231.948,NA,NA,NA,NA,NA,NA,NA
114477,5,1.33244,-5,NA,NA,NA,NA,NA,NA,NA,-238.735,NA,NA,NA,NA,NA,NA
114715,3.22584,1.1486,-4.59394,NA,NA,NA,NA,NA,NA,NA,NA,NA,-136.628,NA,NA,NA,NA
114965,3.84059,2.50699,-4.00503,NA,NA,NA,NA,NA,NA,NA,NA,-193.476,NA,NA,NA,NA,NA
115056,5,3.24328,-4.23608,NA,NA,NA,NA,NA,NA,NA,-315.843,NA,NA,NA,NA,NA,NA
115357,3.94291,2.48075,-5,NA,NA,NA,-124.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115507,1.88163,1.25103,-5,NA,NA,NA,NA,NA,-21.362,NA,NA,NA,NA,NA,NA,NA,NA
115773,1.49714,1.36919,-4.036,NA,NA,NA,NA,NA,NA,NA,NA,-61.353,NA,NA,NA,NA,NA
115847,2.31242,1.94296,-5,NA,NA,NA,NA,-38.702,NA,NA,NA,NA,NA,NA,NA,NA,NA
116033,2.00318,0.920204,-5,NA,NA,NA,-48.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116250,2.57613,2.08092,-4.77074,NA,NA,NA,-33.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116471,4.33421,1.26381,-5,NA,NA,NA,NA,NA,NA,-152.352,NA,NA,NA,NA,NA,NA,NA
116770,3.31076,1.14461,-4.70808,NA,NA,NA,NA,NA,-66.655,NA,NA,NA,NA,NA,NA,NA,NA
116878,3.15415,1.12113,-3.85112,NA,NA,-103.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117177,4.18376,1.47045,-4.04656,NA,NA,NA,NA,NA,-132.474,NA,NA,NA,NA,NA,NA,NA,NA
117279,2.73871,1.6832,-2.88279,NA,NA,NA,NA,NA,NA,-99.984,NA,NA,NA,NA,NA,NA,NA
117506,1.61612,1.00917,-4.32419,NA,NA,NA,-22.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117657,1.04054,1.7054,-4.94081,NA,NA,NA,-31.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117837,1.1866,2.198,-4.52842,NA,NA,-55.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118060,2.1512,2.98312,-5,NA,NA,NA,NA,NA,-53.075,NA,NA,NA,NA,NA,NA,NA,NA
118286,1.11574,2.12822,-4.85253,NA,NA,NA,NA,NA,NA,NA,-37.889,NA,NA,NA,NA,NA,NA
118404,0.0407192,1.54718,-4.42157,NA,NA,NA,NA,NA,NA,NA,-100.644,NA,NA,NA,NA,NA,NA
118637,1.19376,1.18567,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-158.792,NA,NA,NA
118840,1.49657,0.714596,-4.07061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-168.371,NA,NA,NA
119037,1.37536,2.18262,-4.61812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.809,NA,NA,NA
119326,1.35455,2.25035,-4.64115,NA,NA,NA,NA,NA,NA,NA,NA,-69.302,NA,NA,NA,NA,NA
119580,0.433128,2.37417,-5,NA,NA,NA,NA,NA,NA,NA,NA,-104.654,NA,NA,NA,NA,NA
119748,2.37115,0.505298,-5,NA,NA,NA,NA,NA,NA,-74.248,NA,NA,NA,NA,NA,NA,NA
119850,1.26695,0.456397,-5,NA,NA,NA,NA,NA,NA,-101.153,NA,NA,NA,NA,NA,NA,NA
120170,1.90087,1.69533,-4.74197,NA,NA,NA,-9.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120292,1.31475,2.26747,-5,NA,NA,NA,NA,-40.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
120454,1.14891,1.63248,-2.79332,NA,-196.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120787,2.25548,1.1139,-4.67929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-149.99,NA,NA
120913,1.80222,2.20272,-5,NA,NA,-68.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121161,0.508458,1.54139,-4.18744,NA,NA,NA,-67.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121245,0.594958,1.79014,-5,NA,NA,NA,-57.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121416,1.71816,2.90804,-5,NA,NA,NA,-48.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121612,1.72389,3.35861,-4.54459,NA,NA,NA,NA,NA,NA,-71.33,NA,NA,NA,NA,NA,NA,NA
121851,1.6724,3.78604,-4.77437,NA,NA,NA,-103.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122194,2.57374,1.67104,-5,NA,NA,NA,NA,NA,NA,-32.568,NA,NA,NA,NA,NA,NA,NA
122371,2.30141,1.92748,-5,NA,NA,NA,NA,NA,NA,-24.942,NA,NA,NA,NA,NA,NA,NA
122458,0.990522,1.8468,-4.30619,NA,NA,NA,NA,NA,NA,-23.05,NA,NA,NA,NA,NA,NA,NA
122626,1.6062,2.64353,-5,NA,NA,NA,NA,NA,-36.053,NA,NA,NA,NA,NA,NA,NA,NA
122922,1.15222,0.41818,-5,NA,NA,NA,NA,-171.088,NA,NA,NA,NA,NA,NA,NA,NA,NA
123112,3.34826,0.556326,-4.95665,NA,NA,NA,NA,-128.857,NA,NA,NA,NA,NA,NA,NA,NA,NA
123366,1.65049,0.649039,-4.21651,NA,NA,NA,NA,NA,-51.357,NA,NA,NA,NA,NA,NA,NA,NA
123452,3.0876,0.727624,-3.04127,NA,NA,NA,NA,NA,NA,NA,-141.642,NA,NA,NA,NA,NA,NA
123705,1.98113,-0.184644,-1.98013,NA,NA,NA,NA,NA,NA,-312.777,NA,NA,NA,NA,NA,NA,NA
123837,2.94659,0.528792,-3.31434,NA,NA,NA,NA,NA,NA,-112.64,NA,NA,NA,NA,NA,NA,NA
124111,1.76487,1.1618,-3.57984,NA,NA,NA,NA,-52.351,NA,NA,NA,NA,NA,NA,NA,NA,NA
124286,0.931104,1.37509,-5,NA,NA,NA,NA,NA,NA,NA,-52.743,NA,NA,NA,NA,NA,NA
124438,2.71996,1.9885,-5,NA,NA,NA,NA,NA,NA,NA,NA,-83.537,NA,NA,NA,NA,NA
124625,2.43296,2.83144,-4.51543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-171.761,NA,NA,NA
124830,-0.158692,1.79811,-4.75501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-214.747,NA,NA,NA
125038,1.35012,1.42043,-5,NA,NA,NA,NA,NA,NA,NA,NA,-55.219,NA,NA,NA,NA,NA
125379,1.51045,1.51475,-5,NA,NA,NA,NA,NA,NA,NA,-40.965,NA,NA,NA,NA,NA,NA
125485,2.9219,2.00051,-4.22129,NA,NA,NA,NA,NA,NA,NA,NA,-95.067,NA,NA,NA,NA,NA
125621,2.31175,1.83952,-2.65335,NA,NA,NA,NA,NA,NA,NA,-120.519,NA,NA,NA,NA,NA,NA
125937,1.75421,2.32243,-3.72024,NA,NA,NA,NA,NA,NA,-29.319,NA,NA,NA,NA,NA,NA,NA
126041,1.1529,1.81996,-4.33153,NA,NA,NA,NA,NA,-14.153,NA,NA,NA,NA,NA,NA,NA,NA
126369,1.49925,2.48419,-4.50237,NA,NA,NA,NA,NA,NA,-28.366,NA,NA,NA,NA,NA,NA,NA
126447,2.19218,2.1441,-4.20969,NA,NA,NA,NA,NA,-12.896,NA,NA,NA,NA,NA,NA,NA,NA
126761,1.76348,3.07004,-5,NA,NA,NA,-59.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126949,1.52326,3.26222,-4.9939,NA,NA,NA,NA,NA,NA,NA,NA,-110.637,NA,NA,NA,NA,NA
127021,1.32086,2.6388,-2.93798,NA,NA,NA,NA,-105.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
127216,3.37099,1.77212,-3.51716,NA,NA,-116.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127493,1.32866,2.4808,-4.01707,NA,NA,NA,NA,-45.342,NA,NA,NA,NA,NA,NA,NA,NA,NA
127678,0.687245,3.59855,-4.63199,NA,NA,NA,NA,NA,NA,-111.942,NA,NA,NA,NA,NA,NA,NA
127907,1.5401,2.87177,-4.34355,NA,NA,NA,NA,NA,-36.866,NA,NA,NA,NA,NA,NA,NA,NA
128023,1.61681,1.50271,-4.5255,NA,NA,NA,-13.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128241,0.993442,3.27974,-5,NA,NA,NA,NA,NA,-80.064,NA,NA,NA,NA,NA,NA,NA,NA
128402,1.50979,3.47233,-5,NA,NA,NA,NA,NA,-82.743,NA,NA,NA,NA,NA,NA,NA,NA
128759,3.07662,3.30899,-5,NA,NA,NA,NA,NA,-105.217,NA,NA,NA,NA,NA,NA,NA,NA
128846,1.67621,3.52174,-3.94714,NA,NA,NA,NA,NA,NA,-83.788,NA,NA,NA,NA,NA,NA,NA
129082,1.24581,3.03935,-4.95536,NA,NA,NA,NA,NA,NA,-63.25,NA,NA,NA,NA,NA,NA,NA
129293,1.19293,2.44882,-4.53763,NA,NA,NA,-28.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129455,2.25159,2.58379,-5,NA,NA,NA,NA,NA,-36.293,NA,NA,NA,NA,NA,NA,NA,NA
129680,3.03198,2.82491,-5,NA,NA,NA,NA,-91.598,NA,NA,NA,NA,NA,NA,NA,NA,NA
129826,2.79419,1.99512,-4.97662,NA,NA,NA,NA,NA,-37.759,NA,NA,NA,NA,NA,NA,NA,NA
130104,2.97884,2.23463,-5,NA,NA,NA,NA,NA,NA,-56.262,NA,NA,NA,NA,NA,NA,NA
130257,2.86326,3.00346,-5,NA,NA,NA,NA,NA,NA,-79.864,NA,NA,NA,NA,NA,NA,NA
130577,1.8304,2.06136,-5,NA,NA,NA,NA,NA,NA,NA,-30.638,NA,NA,NA,NA,NA,NA
130637,1.50482,1.74337,-5,NA,NA,NA,NA,NA,NA,-27.334,NA,NA,NA,NA,NA,NA,NA
130834,1.94556,2.95932,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-175.85,NA,NA,NA
131166,1.09444,2.82537,-3.93648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-171.203,NA,NA,NA
131284,0.831761,1.27098,-3.97358,NA,NA,NA,NA,NA,NA,NA,NA,NA,-134.354,NA,NA,NA,NA
131430,0.285553,1.71092,-2.99497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-218.79,NA,NA,NA
131657,0.323602,1.87796,-2.75342,NA,NA,NA,NA,NA,NA,-117.376,NA,NA,NA,NA,NA,NA,NA
131906,0.501249,2.36725,-2.97456,NA,NA,NA,NA,NA,NA,NA,-106.404,NA,NA,NA,NA,NA,NA
132075,0.47204,3.53229,-4.83018,NA,NA,NA,NA,NA,-116.519,NA,NA,NA,NA,NA,NA,NA,NA
132297,0.780042,2.99493,-5,NA,NA,NA,NA,NA,-71.52,NA,NA,NA,NA,NA,NA,NA,NA
132434,0.893647,1.82299,-4.40755,NA,NA,NA,NA,NA,NA,-28.167,NA,NA,NA,NA,NA,NA,NA
132607,1.27182,2.65641,-3.23738,NA,NA,NA,NA,NA,-61.318,NA,NA,NA,NA,NA,NA,NA,NA
132996,1.94552,1.26719,-3.75236,NA,NA,NA,NA,NA,-18.042,NA,NA,NA,NA,NA,NA,NA,NA
133001,2.93456,1.29537,-3.72355,NA,NA,NA,NA,NA,NA,NA,-82.577,NA,NA,NA,NA,NA,NA
133385,2.80257,2.53185,-4.1665,NA,NA,NA,NA,NA,NA,NA,NA,-98.458,NA,NA,NA,NA,NA
133416,2.24248,1.46576,-3.61078,NA,NA,NA,NA,NA,NA,NA,-57.618,NA,NA,NA,NA,NA,NA
133701,1.45137,0.623548,-3.82531,NA,NA,NA,NA,NA,NA,NA,-79.426,NA,NA,NA,NA,NA,NA
133892,0.86793,1.33987,-3.8689,NA,NA,NA,NA,NA,NA,NA,NA,-97.598,NA,NA,NA,NA,NA
134194,1.66453,0.136132,-4.41699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-219.435,NA,NA,NA
