id,x0,x1,x2,fitness-3.5,fitness-2.5,fitness-3,fitness-1.5,fitness-2,fitness-4,fitness-1
132440,1.8995,1.93537,-4.52834,NA,NA,-13.748,NA,NA,NA,NA
132682,0.979934,2.52214,-4.93506,NA,NA,-42.739,NA,NA,NA,NA
132989,2.85416,1.87465,-4.94961,NA,NA,-43.383,NA,NA,NA,NA
133113,2.38518,2.9339,-4.424,NA,-47.805,NA,NA,NA,NA,NA
133284,1.65016,2.00568,-4.82635,NA,NA,-18.435,NA,NA,NA,NA
133562,1.90973,0.873665,-4.99878,NA,NA,-43.357,NA,NA,NA,NA
133603,2.30754,1.31315,-3.52214,NA,NA,NA,NA,-35.056,NA,NA
133956,2.05937,1.70619,-4.84843,NA,NA,NA,NA,-18.024,NA,NA
134039,2.9591,1.96096,-4.67814,NA,NA,-42.479,NA,NA,NA,NA
134331,2.57663,1.46668,-3.50561,NA,NA,NA,NA,NA,-103.628,NA
134505,1.501,2.53906,-4.50818,NA,NA,-24.78,NA,NA,NA,NA
134749,2.38618,1.34518,-4.52552,NA,-15.525,NA,NA,NA,NA,NA
134841,1.87081,1.81611,-4.78305,NA,-8.127,NA,NA,NA,NA,NA
135196,2.27785,1.52796,-4.96488,-38.7,NA,NA,NA,NA,NA,NA
135218,1.25168,1.68397,-3.97914,NA,-13.456,NA,NA,NA,NA,NA
135409,1.74138,1.5995,-4.45064,NA,NA,NA,NA,-13.73,NA,NA
135608,1.58239,1.22789,-3.88536,NA,NA,NA,NA,-19.949,NA,NA
135916,3.22073,2.22553,-3.50771,NA,NA,NA,NA,-79.495,NA,NA
136195,3.1397,1.33962,-3.39076,NA,NA,NA,NA,-76.982,NA,NA
136321,2.37278,1.05027,-4.91581,NA,-33.024,NA,NA,NA,NA,NA
136414,2.16868,1.49713,-3.64217,-40.496,NA,NA,NA,NA,NA,NA
136717,2.07492,2.08257,-4.34174,NA,-10.181,NA,NA,NA,NA,NA
136957,1.56465,1.29652,-4.62207,NA,-9.812,NA,NA,NA,NA,NA
137053,1.31839,1.89382,-4.92366,NA,-18.312,NA,NA,NA,NA,NA
137327,1.56299,1.77038,-4.43931,NA,-3.33,NA,NA,NA,NA,NA
137596,1.42166,0.867817,-4.95312,NA,NA,-49.778,NA,NA,NA,NA
137636,1.55911,1.49266,-4.84887,NA,-11.843,NA,NA,NA,NA,NA
137829,1.26038,1.67669,-4.40074,NA,NA,-13.76,NA,NA,NA,NA
138154,1.62379,0.909133,-4.35197,NA,-27.326,NA,NA,NA,NA,NA
138347,1.62414,1.50276,-4.14019,NA,-2.152,NA,NA,NA,NA,NA
138412,2.01271,1.31325,-4.36889,NA,-5.568,NA,NA,NA,NA,NA
138678,2.13407,0.684312,-3.70452,NA,-57.477,NA,NA,NA,NA,NA
138944,1.22787,0.389899,-4.08969,NA,NA,-101.599,NA,NA,NA,NA
139048,1.77161,2.2161,-4.85431,NA,-16.407,NA,NA,NA,NA,NA
139389,2.14084,1.94899,-4.83156,NA,-14.203,NA,NA,NA,NA,NA
139520,0.999835,1.73197,-4.19767,NA,-20.841,NA,NA,NA,NA,NA
139742,2.55186,2.00866,-4.82147,NA,NA,NA,NA,-33.092,NA,NA
139905,1.64615,1.6602,-4.67126,NA,-5.357,NA,NA,NA,NA,NA
140042,1.46352,2.01069,-4.40148,NA,NA,NA,NA,-10.419,NA,NA
140366,2.57779,2.2337,-3.87802,NA,NA,NA,NA,-32.474,NA,NA
140488,0.939524,2.13034,-4.48304,NA,NA,-34.579,NA,NA,NA,NA
140641,1.15249,1.75529,-4.7184,NA,NA,-24.802,NA,NA,NA,NA
140812,1.74879,1.7715,-3.64709,NA,NA,NA,NA,-18.868,NA,NA
141018,2.29877,1.64704,-4.00293,NA,NA,NA,NA,-16.465,NA,NA
141342,2.20472,2.28226,-4.42072,NA,NA,NA,NA,-21.647,NA,NA
141593,1.39413,2.155,-4.62637,NA,NA,NA,NA,-17.62,NA,NA
141621,1.7406,2.44168,-4.11091,NA,NA,NA,NA,-27.993,NA,NA
141868,1.73795,1.47263,-3.38781,NA,NA,-30.945,NA,NA,NA,NA
142135,1.85274,2.61026,-4.30002,-44.315,NA,NA,NA,NA,NA,NA
142346,2.10714,2.27566,-4.96199,NA,NA,-28.903,NA,NA,NA,NA
142417,1.22864,3.01718,-4.84647,-75.898,NA,NA,NA,NA,NA,NA
142672,1.6299,2.56,-3.85362,-46.075,NA,NA,NA,NA,NA,NA
142925,2.15594,1.04744,-4.09482,NA,-19.234,NA,NA,NA,NA,NA
143007,1.65765,1.64596,-4.03431,-19.648,NA,NA,NA,NA,NA,NA
143295,2.15319,2.20306,-4.69468,-30.899,NA,NA,NA,NA,NA,NA
143558,1.8356,1.89697,-4.67058,NA,NA,-10.1,NA,NA,NA,NA
143640,2.46158,1.9267,-4.54374,NA,-17.891,NA,NA,NA,NA,NA
143932,2.10466,2.44899,-4.68427,NA,-22.24,NA,NA,NA,NA,NA
144186,2.34844,1.55428,-4.06147,NA,-12.735,NA,NA,NA,NA,NA
144275,2.20216,2.26856,-4.3402,NA,NA,-18.919,NA,NA,NA,NA
144592,1.15722,2.10012,-4.87323,NA,-24.132,NA,NA,NA,NA,NA
144718,1.71689,2.12528,-4.08137,NA,NA,NA,NA,-21.261,NA,NA
144958,1.082,1.15681,-3.83531,NA,-40.46,NA,NA,NA,NA,NA
145151,1.87077,2.14067,-4.86264,NA,NA,NA,NA,NA,NA,-59.184
145222,1.51265,1.42362,-4.86222,NA,-14.828,NA,NA,NA,NA,NA
145420,2.09176,1.13784,-4.71554,-42.467,NA,NA,NA,NA,NA,NA
145613,1.39364,1.61406,-4.29761,-33.514,NA,NA,NA,NA,NA,NA
145922,2.11928,2.12117,-3.40633,-51.475,NA,NA,NA,NA,NA,NA
146158,2.35266,1.54435,-4.06638,NA,NA,NA,NA,-16.073,NA,NA
146240,2.49809,1.65835,-4.69318,NA,NA,-24.962,NA,NA,NA,NA
146407,2.13546,2.16306,-4.15266,NA,NA,NA,NA,-15.997,NA,NA
146670,2.46605,1.98489,-3.6077,NA,-31.37,NA,NA,NA,NA,NA
146905,2.28493,2.24589,-4.33029,NA,-17.433,NA,NA,NA,NA,NA
147146,1.94544,2.16552,-4.76331,NA,-14.575,NA,NA,NA,NA,NA
147255,2.3021,2.17434,-4.13574,NA,NA,-27.814,NA,NA,NA,NA
147432,2.41195,3.0607,-4.42596,NA,NA,-57.576,NA,NA,NA,NA
147703,2.41778,2.02721,-4.03309,NA,-19.339,NA,NA,NA,NA,NA
147894,2.32444,2.53351,-4.93059,NA,NA,NA,NA,-43.215,NA,NA
148006,3.07164,2.54422,-4.96472,NA,-63.538,NA,NA,NA,NA,NA
148260,2.89085,2.05932,-4.93302,-55.231,NA,NA,NA,NA,NA,NA
148436,2.82918,1.94257,-4.99374,NA,NA,NA,NA,NA,-73.613,NA
148713,2.55395,1.20494,-4.37194,NA,-25.077,NA,NA,NA,NA,NA
148955,1.44087,1.34175,-4.12307,NA,-8.209,NA,NA,NA,NA,NA
149017,1.73988,1.17074,-4.57047,NA,NA,-23.154,NA,NA,NA,NA
149320,2.2334,1.19638,-4.85641,NA,NA,-31.805,NA,NA,NA,NA
149440,2.36297,1.46162,-4.89927,NA,NA,-24.283,NA,NA,NA,NA
149649,1.14736,2.41334,-4.87012,NA,NA,-32.64,NA,NA,NA,NA
149827,1.70168,1.12953,-4.42145,NA,-11.306,NA,NA,NA,NA,NA
150184,2.12033,1.32019,-4.25173,NA,-7.212,NA,NA,NA,NA,NA
150235,1.25071,1.99022,-4.08917,NA,NA,-17.871,NA,NA,NA,NA
150585,2.87213,1.8366,-3.88462,NA,NA,NA,NA,-41.551,NA,NA
150643,2.83135,2.19528,-4.78803,NA,NA,NA,NA,-42.785,NA,NA
150932,2.30047,3.03104,-4.28366,NA,-50.231,NA,NA,NA,NA,NA
151180,1.65047,1.54494,-4.10852,NA,NA,NA,-23.986,NA,NA,NA
151214,2.79519,2.10973,-4.40841,NA,NA,NA,NA,-41.325,NA,NA
151548,2.03381,1.74784,-4.65326,NA,NA,-10.922,NA,NA,NA,NA
151756,1.89518,1.99946,-4.7633,NA,NA,NA,NA,NA,-56.782,NA
151858,1.50235,2.26966,-4.86462,NA,NA,-29.472,NA,NA,NA,NA
152093,1.49942,1.87838,-4.56462,NA,NA,-8.893,NA,NA,NA,NA
152266,2.46137,1.23376,-4.33197,NA,-20.722,NA,NA,NA,NA,NA
152592,2.3856,1.795,-4.57596,-30.011,NA,NA,NA,NA,NA,NA
152787,3.21694,2.11302,-4.84842,NA,NA,NA,NA,-60.416,NA,NA
152988,2.24019,1.24827,-3.51094,NA,-33.064,NA,NA,NA,NA,NA
153087,2.53969,2.27811,-4.27661,NA,NA,-28.356,NA,NA,NA,NA
153233,2.53423,2.15574,-4.69641,NA,-25.742,NA,NA,NA,NA,NA
153581,2.62512,1.57342,-4.06947,NA,NA,NA,NA,-28.028,NA,NA
153637,2.0558,1.50268,-3.66857,NA,-18.021,NA,NA,NA,NA,NA
153915,2.52196,1.11116,-4.50902,NA,NA,-38.737,NA,NA,NA,NA
154015,1.38178,1.86434,-4.88471,NA,-16.256,NA,NA,NA,NA,NA
154325,0.88385,1.9429,-3.83335,NA,-35.121,NA,NA,NA,NA,NA
154510,1.1925,1.71512,-4.27075,NA,NA,NA,NA,-23.326,NA,NA
154735,1.72618,0.878798,-4.52555,NA,-33.626,NA,NA,NA,NA,NA
154863,1.56722,1.32615,-4.10342,NA,-7.091,NA,NA,NA,NA,NA
155185,1.68062,1.01341,-4.86996,NA,-29.479,NA,NA,NA,NA,NA
155362,1.10827,1.20423,-4.18509,NA,NA,NA,NA,-36.937,NA,NA
155506,1.07227,1.85337,-4.93824,NA,NA,-33.542,NA,NA,NA,NA
155604,1.38386,1.17216,-4.116,NA,-16.717,NA,NA,NA,NA,NA
155970,1.28332,1.85187,-4.79889,NA,NA,NA,NA,-22.23,NA,NA
156114,1.35048,2.40404,-4.39685,NA,-20.837,NA,NA,NA,NA,NA
156295,1.65608,1.9704,-4.3872,NA,-5,NA,NA,NA,NA,NA
156571,2.45656,2.03138,-4.46578,NA,NA,-21.383,NA,NA,NA,NA
156687,1.57202,1.77045,-4.99488,NA,NA,-20.548,NA,NA,NA,NA
156825,2.26544,2.11886,-4.65711,-29.773,NA,NA,NA,NA,NA,NA
157150,2.46266,2.73163,-3.29147,NA,NA,NA,NA,-70.482,NA,NA
157309,2.49035,1.84099,-4.66384,NA,NA,-29.424,NA,NA,NA,NA
157484,2.22855,1.53984,-4.18728,NA,NA,NA,-25.446,NA,NA,NA
157724,2.50444,1.43973,-4.82673,NA,NA,-24.572,NA,NA,NA,NA
157967,1.56504,2.13548,-4.98518,NA,-19.368,NA,NA,NA,NA,NA
158009,2.67113,1.40802,-4.19597,NA,NA,-30.197,NA,NA,NA,NA
158319,2.79603,1.7115,-4.1255,NA,NA,-35.031,NA,NA,NA,NA
158539,1.71338,1.30734,-4.91818,NA,NA,-19.102,NA,NA,NA,NA
158742,1.37309,1.6239,-4.106,NA,NA,-15.659,NA,NA,NA,NA
158954,2.03274,1.80254,-4.6207,-23.435,NA,NA,NA,NA,NA,NA
159092,2.19446,2.50817,-4.79404,NA,-27.656,NA,NA,NA,NA,NA
159394,2.14931,2.51432,-3.7111,NA,-32.632,NA,NA,NA,NA,NA
159484,2.40605,1.81259,-3.65083,NA,-26.424,NA,NA,NA,NA,NA
159733,1.26721,1.80668,-4.26898,NA,-9.899,NA,NA,NA,NA,NA
159845,2.40478,2.02074,-4.83139,NA,NA,-25.426,NA,NA,NA,NA
160047,1.75292,2.46158,-4.87548,NA,NA,NA,NA,-27.995,NA,NA
160339,2.02276,2.08521,-4.10628,NA,-9.588,NA,NA,NA,NA,NA
160420,1.66474,2.56236,-4.35472,NA,-23.163,NA,NA,NA,NA,NA
160624,2.20695,1.85365,-4.84149,NA,NA,NA,-36.091,NA,NA,NA
160834,2.32228,1.47769,-4.92844,NA,NA,-23.007,NA,NA,NA,NA
161068,2.44865,1.17877,-4.5232,NA,-24.19,NA,NA,NA,NA,NA
161282,1.66624,1.55723,-3.75436,NA,NA,-17.69,NA,NA,NA,NA
161465,2.09662,1.0744,-4.69067,NA,NA,-33.132,NA,NA,NA,NA
161695,0.440721,1.55043,-3.89485,NA,NA,NA,NA,-64.684,NA,NA
161868,1.67078,1.81954,-3.49652,NA,-22.202,NA,NA,NA,NA,NA
162194,1.34224,1.03883,-4.08167,NA,-25.83,NA,NA,NA,NA,NA
162252,0.670396,1.92867,-4.77518,NA,NA,NA,NA,-43.155,NA,NA
162423,1.72742,1.33578,-3.86805,NA,-11.517,NA,NA,NA,NA,NA
162641,0.981333,1.28709,-4.18518,NA,-29.262,NA,NA,NA,NA,NA
162802,2.14475,1.69641,-4.0866,NA,-6.472,NA,NA,NA,NA,NA
163020,1.73482,2.30103,-3.61601,NA,NA,-31.418,NA,NA,NA,NA
163290,2.37345,2.14205,-4.46011,NA,NA,-20.461,NA,NA,NA,NA
163490,2.38251,1.40901,-4.35574,NA,NA,NA,NA,-15.617,NA,NA
163693,2.04395,1.58386,-4.46716,NA,-3.464,NA,NA,NA,NA,NA
163865,1.80609,1.34847,-4.91766,NA,-16.248,NA,NA,NA,NA,NA
164148,2.24479,1.40859,-4.28602,-33.397,NA,NA,NA,NA,NA,NA
164282,2.33561,1.65314,-4.44931,NA,NA,NA,NA,-12.313,NA,NA
164584,2.45989,2.29851,-3.54883,NA,-41.551,NA,NA,NA,NA,NA
164639,2.0549,1.15239,-4.72892,NA,-18.341,NA,NA,NA,NA,NA
164885,2.88147,1.44345,-3.99783,NA,NA,NA,-49.785,NA,NA,NA
165122,2.36448,2.1651,-3.24049,NA,NA,NA,NA,-56.305,NA,NA
165345,1.43755,2.59907,-4.57695,NA,-26.938,NA,NA,NA,NA,NA
165592,0.639012,1.59878,-4.24214,NA,NA,-41.291,NA,NA,NA,NA
165758,1.93111,2.18679,-4.6708,NA,NA,NA,NA,NA,-54.343,NA
165932,1.72849,0.649291,-4.06476,NA,NA,-61.928,NA,NA,NA,NA
166077,1.71115,1.74592,-4.88252,NA,NA,-17.884,NA,NA,NA,NA
166228,2.61753,1.40954,-3.94682,NA,NA,NA,NA,-35.133,NA,NA
166578,2.07688,1.61663,-4.21371,NA,NA,NA,-22.038,NA,NA,NA
166659,1.5342,1.45906,-4.39683,NA,NA,-7.713,NA,NA,NA,NA
166961,2.08454,1.49536,-4.68622,NA,NA,NA,NA,-12.016,NA,NA
167067,1.41866,1.04155,-4.43333,NA,-22.266,NA,NA,NA,NA,NA
167306,1.8047,1.7019,-4.56675,NA,NA,NA,-25.595,NA,NA,NA
167430,1.96484,1.42552,-4.43969,NA,NA,NA,NA,-14.928,NA,NA
167650,2.32756,2.86169,-3.74833,NA,-51.207,NA,NA,NA,NA,NA
167974,2.55516,2.19733,-4.85406,NA,-30.019,NA,NA,NA,NA,NA
168119,1.32699,1.36317,-3.97727,NA,NA,-15.636,NA,NA,NA,NA
168263,1.45294,1.62948,-4.12883,NA,NA,NA,-45.458,NA,NA,NA
168419,2.18434,2.11238,-4.13139,NA,NA,NA,-31.539,NA,NA,NA
168765,3.07503,2.16953,-3.94491,NA,NA,-60.925,NA,NA,NA,NA
168990,2.4342,1.44078,-4.62202,NA,NA,NA,NA,-25.493,NA,NA
169158,1.88947,1.7956,-3.67385,NA,-15.332,NA,NA,NA,NA,NA
169266,2.23284,1.39544,-3.51249,NA,-28.858,NA,NA,NA,NA,NA
169574,1.63728,1.5818,-3.87806,NA,NA,NA,NA,-11.348,NA,NA
169633,1.98151,1.71306,-4.33092,NA,NA,NA,NA,-11.289,NA,NA
169883,2.39114,2.06209,-4.46619,NA,-16.866,NA,NA,NA,NA,NA
170136,1.70996,2.14939,-4.04463,NA,NA,NA,-43.483,NA,NA,NA
170282,2.55401,2.03534,-4.3927,NA,NA,NA,-45.987,NA,NA,NA
170457,0.696596,1.78749,-4.30092,NA,NA,NA,-70.36,NA,NA,NA
170779,2.33136,0.459877,-4.26834,NA,-69.443,NA,NA,NA,NA,NA
170903,2.06614,0.938309,-4.5263,NA,NA,NA,-54.978,NA,NA,NA
171038,1.72751,1.91697,-4.07672,NA,NA,NA,-30.812,NA,NA,NA
171262,1.95777,1.82519,-3.39424,NA,NA,NA,NA,-37.6,NA,NA
171542,1.08787,1.69839,-3.75307,NA,NA,NA,NA,-33.658,NA,NA
171710,1.3249,1.64912,-3.75525,NA,-18.286,NA,NA,NA,NA,NA
171859,1.54033,2.1944,-3.22894,NA,-41.703,NA,NA,NA,NA,NA
172033,2.37259,1.84035,-4.45209,NA,-12.599,NA,NA,NA,NA,NA
172328,2.05984,1.58425,-4.8311,NA,-10.862,NA,NA,NA,NA,NA
172408,0.926844,2.40378,-4.5272,NA,NA,NA,-54.165,NA,NA,NA
172644,2.04016,1.48673,-4.84035,NA,NA,-22.548,NA,NA,NA,NA
172809,1.91913,1.67764,-4.88363,NA,NA,-13.661,NA,NA,NA,NA
173172,1.87333,1.35657,-4.67112,NA,NA,NA,NA,-10.414,NA,NA
173226,1.71127,1.31535,-4.105,NA,NA,-12.017,NA,NA,NA,NA
173520,2.06194,1.30684,-4.74745,NA,-12.108,NA,NA,NA,NA,NA
173604,2.31293,2.51005,-4.4184,NA,-26.851,NA,NA,NA,NA,NA
173848,1.62746,2.59409,-4.50478,NA,NA,NA,NA,-27.052,NA,NA
174131,1.98587,2.42923,-4.13625,NA,-19.415,NA,NA,NA,NA,NA
174366,1.91568,2.58262,-4.0616,NA,NA,NA,NA,-34.295,NA,NA
174573,1.45499,2.18145,-4.56739,-28.669,NA,NA,NA,NA,NA,NA
174762,0.955091,1.79054,-3.93933,-43.181,NA,NA,NA,NA,NA,NA
174991,1.20335,2.73304,-4.43199,NA,NA,NA,NA,-39.794,NA,NA
175006,1.7053,2.34047,-3.93637,NA,NA,NA,NA,NA,NA,-79.022
175395,2.00928,2.09866,-4.80904,NA,NA,-15.308,NA,NA,NA,NA
175468,1.60578,1.87047,-4.67618,NA,NA,NA,NA,-14.263,NA,NA
175713,1.99105,1.37814,-3.62968,NA,NA,NA,-50.18,NA,NA,NA
175864,1.60559,1.21394,-4.17381,NA,NA,-13.801,NA,NA,NA,NA
176115,1.41064,1.06196,-4.68456,NA,NA,-35.28,NA,NA,NA,NA
176252,1.62987,0.982156,-4.37389,NA,-21.406,NA,NA,NA,NA,NA
176570,2.14729,1.73868,-4.70282,NA,-10.023,NA,NA,NA,NA,NA
176719,2.03983,1.31787,-3.42285,NA,-31.732,NA,NA,NA,NA,NA
176810,1.96318,2.02323,-3.9613,NA,NA,NA,NA,-16.966,NA,NA
177052,1.46898,1.2493,-4.50616,NA,NA,-20.283,NA,NA,NA,NA
177317,2.39508,1.94301,-4.54925,NA,-15.701,NA,NA,NA,NA,NA
177546,2.02703,1.74549,-4.79225,NA,NA,NA,-24.175,NA,NA,NA
177789,2.16705,0.714987,-3.89552,NA,NA,NA,NA,-51.833,NA,NA
177818,1.83987,1.58531,-3.38282,NA,-28.118,NA,NA,NA,NA,NA
178154,2.3484,0.799849,-4.20543,NA,-43.14,NA,NA,NA,NA,NA
178264,2.06622,1.55615,-3.72275,NA,-15.01,NA,NA,NA,NA,NA
178470,2.71217,2.36978,-4.5935,NA,NA,-39.453,NA,NA,NA,NA
178744,2.50419,1.65037,-3.68053,NA,-28.261,NA,NA,NA,NA,NA
178838,2.25757,1.22795,-4.09971,NA,NA,-23.996,NA,NA,NA,NA
179125,2.38151,1.53453,-4.20692,NA,NA,-17.217,NA,NA,NA,NA
179337,2.37452,1.6516,-4.5057,NA,-12.468,NA,NA,NA,NA,NA
179432,2.16851,1.2137,-4.6368,NA,NA,NA,NA,-17.775,NA,NA
179774,1.65833,0.898088,-4.46677,NA,NA,-28.627,NA,NA,NA,NA
179840,1.48817,1.24779,-4.47532,NA,NA,-14.241,NA,NA,NA,NA
180104,1.16123,1.42837,-4.69499,NA,-22.257,NA,NA,NA,NA,NA
180266,1.39179,2.20913,-4.30554,NA,NA,NA,NA,-18.924,NA,NA
180580,1.54723,2.34483,-2.9857,NA,NA,NA,NA,-63.832,NA,NA
180677,2.06302,1.51299,-4.12156,NA,-6.03,NA,NA,NA,NA,NA
180819,1.24692,1.37505,-3.69689,NA,NA,NA,NA,-35.547,NA,NA
181119,1.65473,2.31024,-4.27404,NA,-13.942,NA,NA,NA,NA,NA
181316,1.86531,2.96372,-4.26244,NA,-40.646,NA,NA,NA,NA,NA
181557,2.48333,1.88038,-4.75448,NA,NA,NA,NA,-21.415,NA,NA
181669,1.8438,1.99131,-4.85003,NA,NA,NA,NA,-18.996,NA,NA
181948,1.68787,1.7968,-4.62818,NA,-6.241,NA,NA,NA,NA,NA
182116,0.900199,1.84061,-4.73167,NA,NA,-30.896,NA,NA,NA,NA
182320,1.40653,1.89329,-4.93795,NA,NA,-23.98,NA,NA,NA,NA
182573,1.5062,1.35491,-4.42208,NA,NA,-18.567,NA,NA,NA,NA
182703,2.00575,1.76185,-4.61525,NA,NA,-12.489,NA,NA,NA,NA
182864,1.45481,1.66477,-3.475,NA,-26.411,NA,NA,NA,NA,NA
183034,2.15325,1.4795,-3.80498,-30.677,NA,NA,NA,NA,NA,NA
183399,1.85771,1.48553,-4.53931,NA,-2.671,NA,NA,NA,NA,NA
183590,2.03133,2.21576,-4.89432,NA,-19.133,NA,NA,NA,NA,NA
183724,2.16565,2.44832,-3.23561,NA,NA,-55.998,NA,NA,NA,NA
183853,2.08286,1.39976,-4.56393,NA,NA,NA,NA,-15.782,NA,NA
184063,2.61875,2.04452,-4.76321,NA,NA,NA,NA,-30.934,NA,NA
184288,1.73186,1.8301,-4.19958,NA,-2.355,NA,NA,NA,NA,NA
184496,0.828017,2.67575,-3.93919,NA,NA,NA,NA,-55.484,NA,NA
184736,1.46026,2.64467,-4.37878,NA,NA,NA,-46.906,NA,NA,NA
184937,2.18183,2.90012,-3.54605,NA,NA,NA,NA,-60.397,NA,NA
185005,0.698962,1.73684,-3.96167,NA,NA,NA,NA,-47.716,NA,NA
185288,1.73515,0.95669,-3.44552,NA,-51.478,NA,NA,NA,NA,NA
185409,1.38721,1.14357,-4.01493,NA,NA,-22.963,NA,NA,NA,NA
185647,1.76783,1.03475,-4.88973,NA,NA,-29.454,NA,NA,NA,NA
185898,2.37806,1.00111,-3.43335,NA,NA,-54.704,NA,NA,NA,NA
186024,1.57748,1.67551,-4.13397,NA,-3.75,NA,NA,NA,NA,NA
186295,1.4457,0.982459,-4.98105,NA,NA,-46.177,NA,NA,NA,NA
186494,2.42817,2.07688,-4.7517,NA,NA,NA,NA,-22.237,NA,NA
186657,2.09837,2.0968,-4.15674,NA,NA,NA,-37.546,NA,NA,NA
186820,2.20237,1.75413,-4.00089,NA,-9.834,NA,NA,NA,NA,NA
187186,1.88351,2.40363,-4.23655,NA,NA,NA,NA,-19.455,NA,NA
187361,1.78224,2.49111,-4.6579,NA,NA,NA,NA,-26.135,NA,NA
187511,2.94441,1.85085,-3.86264,NA,NA,-47.143,NA,NA,NA,NA
187740,1.74864,1.59886,-4.95339,NA,NA,NA,NA,-25.393,NA,NA
187920,1.93074,2.10931,-3.86078,-26.782,NA,NA,NA,NA,NA,NA
188014,2.31852,2.07092,-4.12603,NA,NA,-22.607,NA,NA,NA,NA
188393,2.49815,2.04017,-4.77257,NA,-23.143,NA,NA,NA,NA,NA
188474,1.7741,1.90996,-3.73878,NA,-13.02,NA,NA,NA,NA,NA
188798,2.65667,2.45329,-4.26506,NA,NA,-40.631,NA,NA,NA,NA
188922,1.84963,2.30716,-4.93862,NA,NA,NA,NA,-24.826,NA,NA
189014,2.09143,1.74004,-4.84871,NA,-12.718,NA,NA,NA,NA,NA
189388,2.70283,2.49396,-4.76794,NA,NA,-45.127,NA,NA,NA,NA
189405,1.96513,2.02197,-4.97969,NA,NA,NA,NA,-20.583,NA,NA
189740,1.63282,2.40166,-4.30891,NA,-17.172,NA,NA,NA,NA,NA
189872,2.46817,2.35738,-4.77987,NA,-29.478,NA,NA,NA,NA,NA
190104,2.1456,1.10395,-4.63668,NA,NA,-24.367,NA,NA,NA,NA
190237,1.12523,1.36967,-4.93595,-46.997,NA,NA,NA,NA,NA,NA
190486,1.32792,1.48258,-4.6111,NA,NA,NA,NA,-22.671,NA,NA
190756,1.87234,1.79592,-4.40948,NA,-1.978,NA,NA,NA,NA,NA
190970,0.914581,2.52589,-4.87637,NA,NA,NA,NA,-52.186,NA,NA
191080,1.04843,2.64797,-4.14346,NA,-37.993,NA,NA,NA,NA,NA
191332,1.65491,1.80619,-4.60541,NA,NA,NA,NA,-11.361,NA,NA
191558,1.65866,2.28265,-3.99467,NA,NA,NA,NA,-26.459,NA,NA
191698,1.57478,1.64703,-4.86113,NA,-11.388,NA,NA,NA,NA,NA
191838,1.40552,1.98455,-4.62261,NA,-10.779,NA,NA,NA,NA,NA
192081,1.7643,1.0552,-4.72845,NA,NA,-21.478,NA,NA,NA,NA
192266,2.53619,1.13493,-4.27752,-52.419,NA,NA,NA,NA,NA,NA
192579,1.50004,2.51117,-4.8618,NA,NA,NA,NA,-33.663,NA,NA
192760,2.27571,1.75958,-3.74278,NA,-18.97,NA,NA,NA,NA,NA
192832,2.15357,1.1129,-4.37768,NA,-14.931,NA,NA,NA,NA,NA
193158,2.9399,1.64337,-4.90031,NA,NA,-46.231,NA,NA,NA,NA
193348,1.82387,2.13064,-4.29316,NA,NA,-18.067,NA,NA,NA,NA
193471,2.60527,1.64944,-4.72291,-37.599,NA,NA,NA,NA,NA,NA
193697,1.06526,2.36199,-4.8367,NA,NA,NA,NA,-38.178,NA,NA
193992,1.53357,2.47482,-3.93348,NA,-23.916,NA,NA,NA,NA,NA
194163,2.16785,1.79171,-3.49505,NA,-27.061,NA,NA,NA,NA,NA
194223,1.59389,1.72983,-4.945,NA,-13.46,NA,NA,NA,NA,NA
194518,0.843376,2.19087,-4.15636,NA,NA,NA,-51.074,NA,NA,NA
194626,1.38904,1.07846,-4.67719,NA,NA,NA,NA,-28.601,NA,NA
194824,1.88814,1.27884,-4.92274,NA,NA,-22.193,NA,NA,NA,NA
195033,1.7367,2.75689,-4.80759,NA,-34.483,NA,NA,NA,NA,NA
195206,1.63821,2.51854,-4.02392,NA,NA,-26.633,NA,NA,NA,NA
195552,1.67633,1.35052,-4.34243,NA,NA,NA,NA,-11.619,NA,NA
195739,1.22549,1.92586,-4.33328,NA,-12.502,NA,NA,NA,NA,NA
195957,1.7154,2.07851,-4.62804,NA,NA,NA,-24.133,NA,NA,NA
196094,1.87473,2.46975,-4.19842,NA,NA,NA,NA,-23.138,NA,NA
196305,3.17011,1.23926,-4.75243,NA,NA,-59.266,NA,NA,NA,NA
196582,3.12714,1.28734,-4.14882,NA,NA,-56.007,NA,NA,NA,NA
196767,2.59562,1.71417,-3.87296,NA,-25.838,NA,NA,NA,NA,NA
196929,2.72018,2.35843,-4.92876,NA,NA,NA,NA,-43.14,NA,NA
197089,2.66362,1.41861,-4.9274,NA,-32.525,NA,NA,NA,NA,NA
197261,1.80809,0.705216,-4.349,NA,NA,NA,NA,-47.721,NA,NA
197421,1.13389,2.33438,-4.39189,NA,NA,-25.601,NA,NA,NA,NA
197670,2.06581,1.59865,-4.85338,NA,NA,-13.535,NA,NA,NA,NA
197986,1.52154,1.67632,-4.54643,NA,NA,-8.828,NA,NA,NA,NA
198076,1.19407,1.64466,-3.86247,NA,NA,-26.842,NA,NA,NA,NA
198292,1.15415,2.10031,-3.73096,NA,-27.249,NA,NA,NA,NA,NA
198559,2.04208,1.56084,-4.33678,NA,NA,NA,NA,-15.714,NA,NA
198695,2.14244,2.711,-3.76437,NA,NA,NA,NA,-40.756,NA,NA
