id,x0,x1,x2,fitness-3.5,fitness-2.5,fitness-3,fitness-2,fitness-1.5,fitness-4,fitness-1
136520,2.16266,2.1542,-4.47978,NA,NA,NA,NA,-34.474,NA,NA
136748,1.8984,1.85347,-4.53983,NA,NA,NA,NA,-23.829,NA,NA
136876,1.76078,2.09038,-3.4519,NA,-29.132,NA,NA,NA,NA,NA
137014,2.11263,1.50683,-4.06249,NA,NA,NA,-15.682,NA,NA,NA
137291,2.59406,2.05178,-4.8466,NA,-27.587,NA,NA,NA,NA,NA
137533,2.35862,1.5591,-3.99465,NA,-14.541,NA,NA,NA,NA,NA
137708,1.82018,2.12928,-4.19268,NA,-8.294,NA,NA,NA,NA,NA
137801,1.22602,2.30826,-5,NA,NA,NA,-32.921,NA,NA,NA
138147,1.28207,2.51778,-5,NA,-35.016,NA,NA,NA,NA,NA
138294,1.79157,1.25096,-3.86327,-37.961,NA,NA,NA,NA,NA,NA
138448,1.8038,2.31756,-4.09972,NA,NA,-25.534,NA,NA,NA,NA
138743,1.74647,1.48418,-5,NA,-16.327,NA,NA,NA,NA,NA
138882,2.11778,1.38169,-5,NA,-19.865,NA,NA,NA,NA,NA
139037,2.12137,1.34717,-4.66957,NA,NA,-12.586,NA,NA,NA,NA
139294,1.10536,1.65506,-5,NA,-28.557,NA,NA,NA,NA,NA
139477,1.9869,1.50671,-4.95099,NA,NA,-15.715,NA,NA,NA,NA
139647,1.75598,1.67407,-5,NA,NA,-15.958,NA,NA,NA,NA
139996,1.64901,1.70717,-4.69549,-27.178,NA,NA,NA,NA,NA,NA
140059,1.29005,1.99549,-5,NA,NA,-26.48,NA,NA,NA,NA
140220,3.24581,1.54555,-5,NA,-60.656,NA,NA,NA,NA,NA
140418,2.98105,2.01347,-4.42309,NA,NA,NA,-47.219,NA,NA,NA
140624,1.49371,1.77117,-5,NA,NA,NA,NA,-33.869,NA,NA
140855,1.77319,1.52582,-4.96841,NA,NA,-25.625,NA,NA,NA,NA
141064,2.27322,1.55278,-5,NA,NA,NA,-33.023,NA,NA,NA
141253,1.98639,1.9993,-5,NA,NA,NA,-21.666,NA,NA,NA
141438,1.85687,1.3651,-4.71131,NA,NA,-23.12,NA,NA,NA,NA
141647,2.20866,0.834414,-4.9771,-67.546,NA,NA,NA,NA,NA,NA
141861,1.94717,1.64849,-5,NA,NA,-21.465,NA,NA,NA,NA
142047,2.29954,1.92785,-5,NA,NA,NA,-25.424,NA,NA,NA
142264,2.10575,1.92947,-4.36142,NA,NA,NA,NA,NA,NA,-64.019
142469,2.01203,1.84732,-5,NA,NA,NA,-18.837,NA,NA,NA
142634,1.65325,1.37946,-5,NA,NA,-21.595,NA,NA,NA,NA
142893,1.82868,1.65349,-5,NA,NA,-19.37,NA,NA,NA,NA
143190,2.16894,1.23831,-4.32177,NA,NA,-16.364,NA,NA,NA,NA
143322,1.35844,2.38015,-4.63664,-33.255,NA,NA,NA,NA,NA,NA
143551,1.23332,1.88399,-3.83951,NA,NA,NA,-21.713,NA,NA,NA
143629,1.68476,3.13901,-4.3171,NA,-50.997,NA,NA,NA,NA,NA
143803,1.96678,1.35097,-3.89425,NA,NA,-18.001,NA,NA,NA,NA
144166,2.62349,1.61263,-4.7931,NA,NA,NA,-27.449,NA,NA,NA
144313,2.2723,1.54649,-4.82709,NA,NA,NA,-21.984,NA,NA,NA
144548,1.80216,1.18576,-5,NA,NA,NA,NA,-43.769,NA,NA
144607,2.83152,1.45347,-3.71814,NA,NA,NA,-51.108,NA,NA,NA
144986,2.19524,1.92897,-4.76723,NA,NA,NA,-17.911,NA,NA,NA
145071,2.10613,2.22827,-4.21394,NA,NA,-25.339,NA,NA,NA,NA
145323,1.93753,2.44924,-5,NA,NA,-33.43,NA,NA,NA,NA
145549,1.19396,2.90951,-4.54773,NA,NA,-48.143,NA,NA,NA,NA
145774,1.77726,1.70523,-4.53682,NA,-2.215,NA,NA,NA,NA,NA
145954,2.02055,1.45528,-3.77519,NA,-13.694,NA,NA,NA,NA,NA
146074,2.66488,0.999638,-4.38259,NA,NA,NA,-50.15,NA,NA,NA
146382,2.22989,1.13123,-4.52384,NA,NA,NA,-21.242,NA,NA,NA
146485,2.85482,1.8594,-3.59374,NA,NA,NA,-48.432,NA,NA,NA
146617,1.99224,1.93237,-4.47836,NA,-5.532,NA,NA,NA,NA,NA
146851,1.8536,2.06212,-4.96975,NA,-16.511,NA,NA,NA,NA,NA
147192,1.38889,1.65593,-3.87837,NA,-11.939,NA,NA,NA,NA,NA
147229,1.64429,1.70628,-3.69547,NA,NA,-25.322,NA,NA,NA,NA
147567,1.66064,1.26138,-5,-42.901,NA,NA,NA,NA,NA,NA
147725,1.99714,1.62446,-5,NA,NA,-16.774,NA,NA,NA,NA
147912,1.77318,1.48661,-4.6677,NA,NA,-9.242,NA,NA,NA,NA
148042,1.38811,1.73593,-2.94837,NA,-58.548,NA,NA,NA,NA,NA
148308,1.50336,1.85636,-4.28578,NA,NA,NA,-6.264,NA,NA,NA
148478,2.36293,2.49461,-5,NA,NA,NA,-40.6,NA,NA,NA
148727,2.51757,1.65589,-4.2162,-33.258,NA,NA,NA,NA,NA,NA
148895,2.40866,1.63746,-4.84128,NA,NA,-27.888,NA,NA,NA,NA
149139,1.69859,1.54061,-5,NA,NA,-19.486,NA,NA,NA,NA
149247,1.27588,1.79421,-5,NA,NA,-31.058,NA,NA,NA,NA
149522,1.58856,1.94763,-4.62487,NA,NA,-10.329,NA,NA,NA,NA
149798,2.171,2.23964,-4.67144,NA,-16.745,NA,NA,NA,NA,NA
149982,1.66831,2.01899,-5,NA,NA,-29.182,NA,NA,NA,NA
150139,2.58216,2.04165,-4.76473,NA,NA,-28.497,NA,NA,NA,NA
150295,2.97668,1.59184,-4.00126,NA,NA,-42.424,NA,NA,NA,NA
150464,1.75856,2.49776,-4.43937,NA,-19.729,NA,NA,NA,NA,NA
150725,1.93769,1.58351,-4.82926,NA,-9.787,NA,NA,NA,NA,NA
150953,1.80808,1.61233,-4.96221,NA,NA,NA,-20.647,NA,NA,NA
151101,2.6588,1.32927,-4.05312,NA,-28.801,NA,NA,NA,NA,NA
151353,1.85286,2.00932,-4.11693,NA,NA,NA,-11.138,NA,NA,NA
151570,1.94209,1.89352,-5,NA,NA,-17.037,NA,NA,NA,NA
151742,1.63739,2.31686,-4.68658,NA,NA,NA,-18.37,NA,NA,NA
151972,0.878527,1.27271,-4.14182,-49.772,NA,NA,NA,NA,NA,NA
152195,0.93209,1.72791,-4.83484,-51.353,NA,NA,NA,NA,NA,NA
152292,2.43295,1.35935,-4.19637,NA,NA,NA,-19.041,NA,NA,NA
152589,1.34964,1.40062,-5,NA,-23.515,NA,NA,NA,NA,NA
152716,1.59453,1.29799,-5,NA,NA,-22.527,NA,NA,NA,NA
152849,1.21955,1.57604,-5,NA,-25.05,NA,NA,NA,NA,NA
153084,1.42715,0.54178,-5,NA,NA,NA,-96.696,NA,NA,NA
153348,0.792983,2.00991,-5,NA,-41.904,NA,NA,NA,NA,NA
153495,1.68385,1.60124,-3.69572,NA,NA,-22.884,NA,NA,NA,NA
153727,1.4755,1.53976,-4.36633,NA,-4.795,NA,NA,NA,NA,NA
153941,1.59495,1.59395,-4.6318,NA,NA,-11.585,NA,NA,NA,NA
154141,1.15728,1.30166,-5,NA,-35.576,NA,NA,NA,NA,NA
154209,1.24507,1.89484,-5,NA,NA,NA,-30.494,NA,NA,NA
154550,2.6929,1.7337,-5,NA,NA,-35.218,NA,NA,NA,NA
154633,1.49897,1.58333,-5,NA,NA,NA,-20.589,NA,NA,NA
154926,2.14915,1.40752,-4.76438,NA,-13.179,NA,NA,NA,NA,NA
155195,1.66493,1.51569,-4.42023,NA,NA,NA,-9.731,NA,NA,NA
155385,1.65229,2.62261,-3.92393,NA,NA,NA,-37.541,NA,NA,NA
155402,1.49916,1.52514,-4.2713,NA,-3.814,NA,NA,NA,NA,NA
155767,1.57032,1.55324,-5,NA,NA,-21.559,NA,NA,NA,NA
155838,0.787277,1.90926,-4.34781,NA,NA,NA,NA,-50.439,NA,NA
156052,1.02608,2.24862,-4.37718,NA,-25.024,NA,NA,NA,NA,NA
156394,1.86562,1.95297,-3.74654,-27.278,NA,NA,NA,NA,NA,NA
156550,2.11974,1.31133,-3.86994,-36.246,NA,NA,NA,NA,NA,NA
156661,1.79846,1.60929,-4.63082,-21.805,NA,NA,NA,NA,NA,NA
156826,1.35696,1.82691,-4.19569,NA,NA,-9.653,NA,NA,NA,NA
157053,1.99124,2.15288,-3.34281,NA,-35.561,NA,NA,NA,NA,NA
157369,1.79528,1.06235,-3.52514,NA,NA,-43.724,NA,NA,NA,NA
157515,1.69111,1.08556,-4.4406,NA,-13.715,NA,NA,NA,NA,NA
157758,1.22156,1.65281,-4.38687,NA,NA,NA,-15.974,NA,NA,NA
157915,1.69277,1.36628,-5,NA,NA,NA,-31.516,NA,NA,NA
158167,1.96251,1.9166,-5,NA,NA,NA,-22.922,NA,NA,NA
158218,1.78544,2.23621,-5,NA,NA,-28.465,NA,NA,NA,NA
158495,1.45311,2.57169,-4.24099,NA,NA,NA,-33.463,NA,NA,NA
158682,2.11569,2.09641,-5,NA,-21.251,NA,NA,NA,NA,NA
158910,2.59948,2.5615,-5,NA,NA,-51.91,NA,NA,NA,NA
159046,1.90432,2.12886,-4.90788,NA,-16.364,NA,NA,NA,NA,NA
159237,2.06471,2.36074,-4.69395,NA,-19.513,NA,NA,NA,NA,NA
159461,2.1587,1.91629,-4.42944,NA,NA,-9.578,NA,NA,NA,NA
159628,1.45466,1.86998,-3.46408,NA,-26.738,NA,NA,NA,NA,NA
159957,2.87364,1.51939,-4.61779,NA,NA,NA,-39.369,NA,NA,NA
160010,1.36733,2.04175,-4.70899,NA,NA,-16.946,NA,NA,NA,NA
160277,1.07549,1.51281,-3.84814,NA,NA,NA,-44.85,NA,NA,NA
160417,1.22344,1.64751,-4.45383,NA,NA,NA,-14.93,NA,NA,NA
160641,2.41425,1.7112,-4.46234,-33.121,NA,NA,NA,NA,NA,NA
160874,1.64053,1.12569,-5,NA,NA,-31.367,NA,NA,NA,NA
161014,2.06026,1.94362,-5,NA,NA,-19.861,NA,NA,NA,NA
161322,2.60987,1.74434,-4.88696,NA,NA,-27.778,NA,NA,NA,NA
161465,2.55718,0.940527,-4.14315,NA,NA,-40.087,NA,NA,NA,NA
161677,1.59725,1.09696,-5,NA,NA,NA,-38.991,NA,NA,NA
161900,2.51714,1.28787,-4.5465,NA,NA,NA,NA,-56.468,NA,NA
162061,2.55901,2.01272,-3.95735,NA,-25.245,NA,NA,NA,NA,NA
162367,2.37218,1.66606,-4.36868,NA,-11.886,NA,NA,NA,NA,NA
162534,1.15616,2.08574,-5,NA,-28.109,NA,NA,NA,NA,NA
162797,2.20598,1.69808,-4.62731,NA,-9.174,NA,NA,NA,NA,NA
162966,1.35098,2.44448,-3.80315,-48.151,NA,NA,NA,NA,NA,NA
163033,1.45141,1.27125,-4.25485,NA,-10.208,NA,NA,NA,NA,NA
163316,1.63336,1.61324,-3.74177,NA,NA,-14.471,NA,NA,NA,NA
163416,1.86397,1.70822,-4.47834,NA,-1.977,NA,NA,NA,NA,NA
163708,1.96541,2.07154,-5,NA,NA,NA,-21.31,NA,NA,NA
163939,1.37597,1.77864,-5,NA,NA,-21.791,NA,NA,NA,NA
164026,2.00314,2.01266,-5,NA,NA,-19.381,NA,NA,NA,NA
164272,1.03768,1.3684,-4.72517,NA,-28.482,NA,NA,NA,NA,NA
164586,1.47027,1.28606,-3.7713,NA,NA,-21.918,NA,NA,NA,NA
164640,1.79982,0.783414,-4.21911,-51.384,NA,NA,NA,NA,NA,NA
164951,1.34603,1.9682,-4.60508,NA,NA,NA,NA,NA,-47.57,NA
165089,2.57723,1.94765,-5,NA,-29.685,NA,NA,NA,NA,NA
165213,1.78503,1.86071,-4.94272,NA,NA,NA,-21.119,NA,NA,NA
165546,1.14601,1.79544,-4.98009,NA,NA,-29.484,NA,NA,NA,NA
165704,2.14154,1.72075,-4.99774,NA,NA,-26.975,NA,NA,NA,NA
165810,1.45979,1.21411,-5,NA,NA,-33.348,NA,NA,NA,NA
166032,1.88561,1.62354,-4.54823,NA,-3.489,NA,NA,NA,NA,NA
166201,0.917371,1.9937,-5,NA,NA,-43.197,NA,NA,NA,NA
166582,1.74477,1.70493,-4.27491,NA,NA,-14.453,NA,NA,NA,NA
166714,1.75741,1.53946,-4.46279,NA,NA,-4.452,NA,NA,NA,NA
166877,2.09649,1.68671,-5,NA,NA,-19.539,NA,NA,NA,NA
167072,2.30072,1.08126,-4.30058,NA,NA,-22.408,NA,NA,NA,NA
167306,1.67042,2.26741,-3.81806,NA,NA,NA,-28.073,NA,NA,NA
167582,1.99588,1.30941,-4.47749,NA,NA,NA,-11.488,NA,NA,NA
167796,1.91266,2.01595,-5,NA,-17.072,NA,NA,NA,NA,NA
167869,1.54781,1.77747,-5,NA,NA,NA,-23.24,NA,NA,NA
168036,2.28456,1.54484,-5,NA,NA,-23.002,NA,NA,NA,NA
168399,1.36008,1.80534,-5,-44.345,NA,NA,NA,NA,NA,NA
168591,1.91308,1.04347,-5,NA,-30.265,NA,NA,NA,NA,NA
168780,1.24991,1.10357,-5,NA,NA,-47.361,NA,NA,NA,NA
168836,2.11634,1.96739,-4.98575,NA,NA,-24.402,NA,NA,NA,NA
169133,1.64088,2.02993,-5,NA,-17.645,NA,NA,NA,NA,NA
169368,2.19994,1.8851,-4.00009,NA,NA,NA,-14.813,NA,NA,NA
169495,2.01299,1.9948,-3.87986,NA,-12.701,NA,NA,NA,NA,NA
169602,2.42385,1.58734,-3.78146,-37.993,NA,NA,NA,NA,NA,NA
169961,2.48425,1.72334,-3.94848,-46.033,NA,NA,NA,NA,NA,NA
170117,2.41872,2.18427,-3.633,NA,NA,-33.823,NA,NA,NA,NA
170368,1.4075,1.3697,-5,NA,NA,-23.706,NA,NA,NA,NA
170473,1.56374,2.12184,-4.66084,NA,NA,NA,-15.699,NA,NA,NA
170689,2.26133,1.09315,-4.92684,NA,NA,NA,NA,-49.677,NA,NA
170916,1.43342,2.31314,-4.69546,NA,NA,NA,-23.824,NA,NA,NA
171079,1.78753,1.37503,-5,NA,NA,-20.266,NA,NA,NA,NA
171225,2.04671,2.07305,-4.81522,NA,-14.037,NA,NA,NA,NA,NA
171571,1.87669,1.88424,-5,NA,-15.393,NA,NA,NA,NA,NA
171776,2.04969,2.12107,-5,NA,NA,-23.429,NA,NA,NA,NA
171969,2.70145,1.45158,-5,NA,NA,-40.271,NA,NA,NA,NA
172063,3.1689,1.75218,-5,NA,NA,-57.338,NA,NA,NA,NA
172268,2.2132,0.965165,-4.58701,NA,-26.45,NA,NA,NA,NA,NA
172550,1.80147,0.809356,-4.58263,NA,-34.22,NA,NA,NA,NA,NA
172752,1.86476,1.64837,-4.14097,NA,NA,NA,NA,NA,NA,-51.3
172819,2.08201,2.28031,-5,NA,NA,NA,-25.732,NA,NA,NA
173098,2.3265,1.60448,-5,NA,NA,NA,-29.658,NA,NA,NA
173272,2.01973,1.81242,-5,NA,-16.749,NA,NA,NA,NA,NA
173466,2.03418,1.61508,-5,NA,-16.098,NA,NA,NA,NA,NA
173730,2.6501,2.16772,-5,NA,-35.441,NA,NA,NA,NA,NA
173932,1.95547,2.09858,-5,NA,NA,NA,-21.371,NA,NA,NA
174131,1.95058,1.63815,-5,NA,NA,-21.685,NA,NA,NA,NA
174295,1.37074,1.16437,-4.46733,NA,NA,NA,-36.211,NA,NA,NA
174437,2.19858,1.12839,-4.97826,NA,NA,-33.248,NA,NA,NA,NA
174685,1.93211,1.03307,-4.40228,NA,NA,-19.936,NA,NA,NA,NA
174993,2.49286,1.75254,-4.61291,NA,NA,NA,-21.991,NA,NA,NA
175090,1.95318,2.65332,-5,NA,NA,-41.818,NA,NA,NA,NA
175358,1.56575,2.42866,-4.28112,NA,NA,NA,-19.562,NA,NA,NA
175582,1.72434,1.49215,-4.22642,-23.257,NA,NA,NA,NA,NA,NA
175641,1.71134,1.42058,-4.0316,NA,-4.913,NA,NA,NA,NA,NA
175877,1.24653,1.50611,-4.80702,NA,NA,-26.392,NA,NA,NA,NA
176090,1.98391,1.60949,-4.65673,NA,NA,NA,-10.596,NA,NA,NA
176358,2.24603,2.21016,-5,NA,-24.913,NA,NA,NA,NA,NA
176506,2.18564,2.00655,-5,-39.191,NA,NA,NA,NA,NA,NA
176713,1.33381,2.47719,-4.80456,-40.551,NA,NA,NA,NA,NA,NA
176966,0.81434,1.20066,-5,NA,-57.439,NA,NA,NA,NA,NA
177137,1.53098,1.15601,-5,NA,NA,NA,-33.687,NA,NA,NA
177274,1.38132,1.41991,-4.69537,NA,NA,-21.57,NA,NA,NA,NA
177470,1.23729,1.29015,-4.81069,-36.788,NA,NA,NA,NA,NA,NA
177758,1.17737,1.54015,-4.73833,NA,NA,-23.54,NA,NA,NA,NA
177811,1.48375,1.42589,-5,NA,NA,NA,-24.804,NA,NA,NA
178162,1.02865,2.14118,-5,NA,NA,NA,-41.076,NA,NA,NA
178295,1.49037,1.4753,-3.83555,NA,NA,NA,-16.323,NA,NA,NA
178441,2.28992,1.49099,-4.30134,NA,NA,NA,NA,-25.47,NA,NA
178630,2.86233,0.796337,-5,NA,NA,NA,-71.4,NA,NA,NA
178854,3.03657,2.26547,-4.50353,NA,NA,NA,-54.51,NA,NA,NA
179175,1.93418,1.08325,-4.85546,NA,-22.373,NA,NA,NA,NA,NA
179291,2.07037,1.45392,-5,NA,NA,NA,NA,-46.554,NA,NA
179558,1.45767,1.84568,-3.10515,NA,NA,NA,NA,-64.338,NA,NA
179616,1.91235,2.22545,-4.54246,NA,NA,-13.975,NA,NA,NA,NA
179968,1.18388,2.30745,-4.74716,NA,NA,NA,-32.083,NA,NA,NA
180101,0.825387,1.53061,-5,NA,NA,NA,-47.675,NA,NA,NA
180255,1.07043,1.65294,-3.86299,NA,-23.67,NA,NA,NA,NA,NA
180554,0.366384,1.63314,-4.90609,NA,NA,NA,-72.844,NA,NA,NA
180715,1.63513,1.78637,-4.66425,NA,-6.797,NA,NA,NA,NA,NA
180870,1.05395,1.86635,-5,NA,NA,NA,NA,-44.406,NA,NA
181082,1.45285,2.44717,-3.48546,NA,NA,-40.692,NA,NA,NA,NA
181385,1.81199,1.68246,-4.57072,-19.226,NA,NA,NA,NA,NA,NA
181576,1.86795,2.5975,-5,NA,NA,NA,NA,-47.236,NA,NA
181768,1.3881,2.53375,-4.12884,NA,NA,NA,-26.966,NA,NA,NA
181893,1.61797,1.17233,-4.12351,NA,NA,-15.497,NA,NA,NA,NA
182059,1.62664,2.41766,-5,NA,NA,-36.737,NA,NA,NA,NA
182287,1.44759,2.00377,-5,-37.883,NA,NA,NA,NA,NA,NA
182471,1.52474,1.9434,-5,NA,-18.062,NA,NA,NA,NA,NA
182671,1.31473,1.25396,-4.67825,NA,-18.937,NA,NA,NA,NA,NA
182909,2.24102,1.7486,-5,-34.492,NA,NA,NA,NA,NA,NA
183027,1.66823,1.63271,-5,NA,NA,-21.469,NA,NA,NA,NA
183302,2.17141,1.53311,-4.51156,NA,-6.715,NA,NA,NA,NA,NA
183579,2.70544,1.50412,-4.01148,NA,-28.189,NA,NA,NA,NA,NA
183655,1.87906,1.30698,-3.80291,NA,NA,NA,-18.968,NA,NA,NA
183885,1.61058,1.35003,-4.78638,NA,-11.89,NA,NA,NA,NA,NA
184009,2.09132,1.23972,-4.92653,NA,NA,NA,-24.987,NA,NA,NA
184366,1.77178,1.21488,-5,NA,NA,-23.564,NA,NA,NA,NA
184587,1.87274,1.57736,-4.10371,NA,NA,NA,-4.219,NA,NA,NA
184682,2.85964,1.10287,-5,NA,NA,-51.348,NA,NA,NA,NA
184945,2.85114,1.84722,-5,NA,-40.123,NA,NA,NA,NA,NA
185109,1.92705,2.24632,-5,NA,-21.553,NA,NA,NA,NA,NA
185384,1.49185,1.62558,-5,NA,NA,NA,-25.714,NA,NA,NA
185484,1.51262,1.20739,-4.49789,NA,-11.72,NA,NA,NA,NA,NA
185790,2.01021,1.61693,-4.47433,NA,-3.113,NA,NA,NA,NA,NA
185858,2.41917,1.96782,-5,NA,NA,NA,-33.095,NA,NA,NA
186184,1.44438,1.43065,-4.39371,NA,NA,NA,-21.624,NA,NA,NA
186291,1.53358,1.24478,-4.87046,NA,-18.285,NA,NA,NA,NA,NA
186458,2.11967,1.18005,-5,NA,-25.57,NA,NA,NA,NA,NA
186619,2.29782,1.59385,-4.41052,NA,-9.615,NA,NA,NA,NA,NA
186944,2.10763,2.25004,-4.80457,NA,NA,-23.055,NA,NA,NA,NA
187082,1.97198,0.94925,-4.49915,-40.765,NA,NA,NA,NA,NA,NA
187272,0.945355,2.08077,-5,NA,NA,-36.559,NA,NA,NA,NA
187470,2.21502,2.63504,-5,NA,NA,NA,-40.765,NA,NA,NA
187617,2.43527,2.23351,-5,NA,NA,NA,-33.984,NA,NA,NA
187985,2.04802,1.95777,-4.44456,NA,NA,-10.299,NA,NA,NA,NA
188118,2.76351,1.91669,-5,NA,NA,-38.276,NA,NA,NA,NA
188356,2.58615,2.52711,-4.09658,NA,NA,-45.238,NA,NA,NA,NA
188559,2.21734,2.34295,-3.2995,NA,-46.464,NA,NA,NA,NA,NA
188787,2.08387,2.14859,-3.84588,NA,NA,-18.95,NA,NA,NA,NA
188851,2.52193,1.82466,-4.18099,NA,-17.695,NA,NA,NA,NA,NA
189028,1.20471,2.61199,-4.18307,NA,NA,-35.805,NA,NA,NA,NA
189258,1.88398,2.52398,-5,NA,-30.354,NA,NA,NA,NA,NA
189413,2.75317,2.01524,-4.41393,NA,NA,-37.317,NA,NA,NA,NA
189774,2.28385,1.7914,-3.91518,NA,NA,NA,-21.385,NA,NA,NA
189805,2.41752,1.87544,-4.59163,NA,NA,NA,-19.716,NA,NA,NA
190112,1.60608,1.2162,-5,NA,NA,-32.968,NA,NA,NA,NA
190370,1.36323,1.91079,-5,NA,-20.911,NA,NA,NA,NA,NA
190451,0.948577,1.79294,-5,NA,NA,NA,NA,-53.039,NA,NA
190679,2.53966,1.7652,-3.87162,NA,NA,NA,-28.38,NA,NA,NA
190884,1.67752,2.65133,-3.69786,NA,-35.478,NA,NA,NA,NA,NA
191098,1.80782,1.78479,-5,NA,NA,NA,NA,-30.924,NA,NA
191297,1.28789,1.31751,-5,NA,NA,NA,-30.267,NA,NA,NA
191516,1.83109,1.73725,-5,NA,NA,NA,-22.714,NA,NA,NA
191617,2.10843,1.45037,-4.99559,NA,NA,NA,-20.473,NA,NA,NA
191859,2.35129,1.78733,-5,NA,-22.184,NA,NA,NA,NA,NA
192004,2.16283,1.51394,-4.35277,NA,NA,-11.043,NA,NA,NA,NA
192318,1.95227,1.75915,-3.4202,-39.958,NA,NA,NA,NA,NA,NA
192545,1.30823,1.41631,-4.97256,NA,NA,-32.688,NA,NA,NA,NA
192779,2.39099,1.40868,-5,NA,NA,-26.268,NA,NA,NA,NA
192894,2.42885,1.46897,-5,NA,NA,NA,-31.989,NA,NA,NA
193035,1.55023,1.74649,-5,NA,NA,NA,NA,-42.819,NA,NA
193369,1.26355,1.83001,-5,NA,NA,NA,-27.334,NA,NA,NA
193506,2.00616,2.03069,-4.66339,NA,NA,-21.137,NA,NA,NA,NA
193674,1.32728,1.87945,-5,NA,-20.793,NA,NA,NA,NA,NA
193962,1.75338,1.79311,-4.76946,NA,NA,NA,-11.277,NA,NA,NA
194031,1.33577,1.77221,-5,NA,NA,-24.72,NA,NA,NA,NA
194255,1.98566,1.337,-5,NA,NA,-23.332,NA,NA,NA,NA
194579,1.10451,1.599,-5,NA,NA,NA,-40.972,NA,NA,NA
194767,1.34804,1.99391,-5,NA,-21.718,NA,NA,NA,NA,NA
194832,1.62157,2.13395,-5,NA,NA,NA,NA,-46.629,NA,NA
195134,1.97633,1.40177,-5,NA,-17.649,NA,NA,NA,NA,NA
195304,2.37343,1.89882,-5,NA,-23.334,NA,NA,NA,NA,NA
195522,2.33442,1.84463,-5,NA,NA,-28.405,NA,NA,NA,NA
195666,1.86933,1.93022,-4.31616,NA,NA,NA,-7.845,NA,NA,NA
195969,2.30547,1.49854,-5,NA,NA,NA,-24.268,NA,NA,NA
196067,1.7444,1.76655,-5,NA,NA,NA,-22.697,NA,NA,NA
196290,2.19619,2.50029,-4.52887,NA,NA,NA,-32.582,NA,NA,NA
196500,1.73167,1.33067,-4.5646,NA,NA,NA,-20.386,NA,NA,NA
196730,2.11234,1.78745,-4.69089,NA,NA,NA,-19.271,NA,NA,NA
196903,1.80877,1.24323,-4.80405,NA,-14.831,NA,NA,NA,NA,NA
197160,1.8199,2.26899,-5,NA,NA,NA,-24.991,NA,NA,NA
197318,2.38004,2.16401,-4.88944,NA,-24.076,NA,NA,NA,NA,NA
197480,2.2968,1.7147,-4.9271,NA,NA,NA,-27.126,NA,NA,NA
197669,0.805913,1.76236,-4.33486,NA,NA,NA,NA,-54.006,NA,NA
197972,1.67295,2.04743,-4.3501,NA,NA,-10.928,NA,NA,NA,NA
198096,2.02314,1.79203,-4.5713,NA,NA,-11.873,NA,NA,NA,NA
198378,1.43405,1.6098,-5,NA,NA,-28.287,NA,NA,NA,NA
198557,0.820844,1.49711,-4.09063,NA,NA,NA,-51.831,NA,NA,NA
198669,0.838039,1.59678,-4.59355,NA,-34.277,NA,NA,NA,NA,NA
198961,0.985697,1.98079,-4.55289,NA,-23.164,NA,NA,NA,NA,NA
199066,2.33454,1.94232,-4.59129,NA,NA,-21.264,NA,NA,NA,NA
199256,2.48265,2.23328,-4.32615,NA,NA,-24.981,NA,NA,NA,NA
199513,1.4812,2.09327,-5,NA,NA,NA,-22.167,NA,NA,NA
199735,2.30539,1.88916,-4.0786,NA,-12.564,NA,NA,NA,NA,NA
199999,1.95642,2.09691,-5,NA,NA,NA,NA,-35.193,NA,NA
