id,x0,x1,x2,fitness7,fitness7.5,fitness9.5,fitness9,fitness8.5,fitness8,fitness10,fitness6.5,fitness6,fitness5,fitness4.5,fitness4
100914,8.94906,6.74082,7.56671,NA,NA,NA,NA,NA,0.555,NA,NA,NA,NA,NA,NA
101182,8.66664,8.60305,8.24686,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101211,7.03941,8.34365,6.72818,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101465,7.46603,7.16942,5.69307,NA,NA,NA,NA,NA,0.389,NA,NA,NA,NA,NA,NA
101646,7.514,7.75531,5.65834,NA,NA,NA,NA,0.345,NA,NA,NA,NA,NA,NA,NA
101848,7.6987,7.63383,6.79144,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102045,7.54509,7.77904,7.03491,NA,0.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102252,8.54008,7.08791,7.53477,NA,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA
102489,8.08038,6.50912,6.99724,NA,NA,NA,NA,NA,0.577,NA,NA,NA,NA,NA,NA
102781,7.47665,8.13233,7.49512,NA,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA
103000,7.35092,7.90035,8.33027,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA
103033,7.14941,8.43494,7.4633,NA,NA,NA,NA,0.668,NA,NA,NA,NA,NA,NA,NA
103280,8.14524,8.17211,7.32333,NA,NA,NA,NA,0.737,NA,NA,NA,NA,NA,NA,NA
103465,7.72773,8.13452,6.39883,NA,NA,NA,NA,0.512,NA,NA,NA,NA,NA,NA,NA
103759,7.6167,8.72111,7.13884,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA
103889,7.08336,9.11147,8.791,NA,NA,NA,NA,NA,0.398,NA,NA,NA,NA,NA,NA
104021,7.52813,9.36928,8.09628,NA,NA,NA,NA,0.536,NA,NA,NA,NA,NA,NA,NA
104284,7.18443,7.85299,10.0369,NA,NA,NA,0.275,NA,NA,NA,NA,NA,NA,NA,NA
104569,7.58604,8.54125,9.04259,NA,NA,NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA
104616,7.55959,8.80476,8.31998,NA,NA,NA,NA,0.675,NA,NA,NA,NA,NA,NA,NA
104943,7.78062,8.97312,8.59591,NA,NA,NA,NA,0.552,NA,NA,NA,NA,NA,NA,NA
105045,8.32928,9.25577,8.83268,NA,NA,NA,NA,NA,0.401,NA,NA,NA,NA,NA,NA
105355,7.30969,9.25183,8.01414,NA,NA,NA,NA,0.497,NA,NA,NA,NA,NA,NA,NA
105513,7.72575,10.1913,8.0882,NA,NA,NA,NA,0.369,NA,NA,NA,NA,NA,NA,NA
105764,7.4455,9.70857,8.17874,NA,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA
105966,7.65141,8.36089,8.94335,NA,NA,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA
106090,7.7192,7.79345,9.02576,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106316,7.69794,7.12961,6.65068,NA,NA,NA,NA,0.606,NA,NA,NA,NA,NA,NA,NA
106476,6.48235,7.10592,6.8644,NA,NA,NA,NA,NA,0.444,NA,NA,NA,NA,NA,NA
106613,7.01442,7.28288,7.27255,NA,NA,NA,0.548,NA,NA,NA,NA,NA,NA,NA,NA
106856,7.65896,8.38427,7.30631,NA,NA,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA
107062,7.29363,8.97564,7.43584,NA,NA,NA,NA,NA,0.701,NA,NA,NA,NA,NA,NA
107223,7.94246,8.77088,8.23397,NA,NA,NA,NA,0.634,NA,NA,NA,NA,NA,NA,NA
107488,7.56568,8.07336,9.02985,NA,NA,NA,NA,NA,NA,NA,0.521,NA,NA,NA,NA
107776,8.13585,7.61512,8.57177,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107981,8.35235,7.82446,8.50666,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108060,7.16849,7.69524,8.076,NA,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA
108295,8.80953,7.39136,7.54,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108429,7.58917,8.71917,7.87814,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108781,6.92984,8.53835,8.35639,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108947,7.80294,7.74482,9.42002,NA,NA,NA,NA,NA,0.638,NA,NA,NA,NA,NA,NA
109028,8.47432,7.54187,8.4174,NA,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109266,7.495,8.06344,7.89764,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109503,7.39462,8.17147,7.68209,NA,NA,NA,NA,NA,NA,NA,NA,0.539,NA,NA,NA
109641,7.39218,7.83178,8.13865,NA,0.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109978,6.80539,7.90087,7.78589,NA,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA
110168,7.08681,6.36441,7.44322,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110337,7.71954,6.8391,7.56911,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110426,7.70713,8.80512,7.93712,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110667,7.19021,8.27074,8.07265,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA
110903,7.93747,7.9907,8.95528,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111075,8.39519,7.75015,8.77516,NA,NA,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA
111302,8.08498,7.3458,8.40762,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA
111598,6.68463,7.95613,8.20686,NA,NA,NA,NA,0.663,NA,NA,NA,NA,NA,NA,NA
111690,6.95638,7.31513,7.24609,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA
111805,7.6743,7.00495,7.58037,NA,NA,NA,0.695,NA,NA,NA,NA,NA,NA,NA,NA
112075,8.00368,7.42935,8.02111,NA,0.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112237,9.11991,7.78403,6.88315,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112456,8.79409,6.7021,6.34737,NA,NA,NA,NA,NA,0.256,NA,NA,NA,NA,NA,NA
112754,8.5544,7.13803,7.29753,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA
112869,8.58574,7.85794,7.49839,NA,NA,NA,0.646,NA,NA,NA,NA,NA,NA,NA,NA
113085,7.56143,8.36255,8.03556,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA
113290,6.68469,7.74117,7.77621,NA,NA,NA,NA,0.653,NA,NA,NA,NA,NA,NA,NA
113458,7.21098,7.42873,7.32462,NA,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA,NA
113770,7.76355,7.64943,9.18643,NA,NA,NA,NA,0.561,NA,NA,NA,NA,NA,NA,NA
113854,8.96518,8.40444,8.72935,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114155,8.56013,7.95171,8.26438,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA
114238,8.55215,8.02487,7.75653,NA,NA,NA,NA,NA,0.811,NA,NA,NA,NA,NA,NA
114518,7.50007,7.02886,7.23767,NA,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114681,7.82586,8.39873,7.81933,NA,NA,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA
114947,7.08688,7.57975,8.00383,NA,NA,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA
115138,7.93709,7.51128,6.91793,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115344,7.42992,7.33454,7.82285,NA,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115550,7.18048,7.68225,8.07781,NA,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115685,7.21538,6.13493,7.68397,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115960,7.2466,7.30232,7.40686,NA,NA,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA
116130,7.48267,6.61583,7.13902,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116227,8.2109,5.48369,7.85318,NA,NA,NA,NA,NA,0.442,NA,NA,NA,NA,NA,NA
116469,7.08673,6.31801,7.37022,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116766,6.82559,6.17056,7.68143,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116906,5.79647,6.87794,8.10571,NA,NA,NA,NA,NA,0.325,NA,NA,NA,NA,NA,NA
117052,5.34746,7.76818,8.00216,NA,NA,NA,NA,NA,0.501,NA,NA,NA,NA,NA,NA
117352,7.15482,7.58628,8.37041,NA,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA
117432,6.88879,7.39248,8.66977,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117677,7.74287,7.86698,8.29793,NA,NA,NA,NA,0.828,NA,NA,NA,NA,NA,NA,NA
117892,7.48408,7.01614,7.63855,NA,NA,NA,NA,0.753,NA,NA,NA,NA,NA,NA,NA
118111,7.55725,6.68251,7.55241,NA,NA,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA
118238,8.23515,7.09884,6.54821,NA,NA,NA,0.381,NA,NA,NA,NA,NA,NA,NA,NA
118591,7.16305,7.38054,6.33245,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118677,6.60791,7.06785,7.67091,NA,NA,NA,NA,NA,0.668,NA,NA,NA,NA,NA,NA
118844,8.07158,8.19354,9.03935,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119040,7.21822,8.86046,6.728,NA,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119365,7.63417,8.59796,7.57891,NA,NA,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA
119429,7.53859,8.52603,8.11737,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA
119662,8.5843,7.93637,8.39519,NA,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA
119939,7.39658,7.15624,7.85142,NA,0.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120134,7.2682,7.1335,7.36139,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120252,8.4395,7.52718,8.37431,NA,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120569,8.09097,8.72636,9.50496,NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120723,7.91129,8.52699,8.21486,NA,NA,NA,0.536,NA,NA,NA,NA,NA,NA,NA,NA
120931,7.95116,8.15882,8.06629,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA
121008,7.97684,8.44918,7.49838,NA,NA,NA,0.582,NA,NA,NA,NA,NA,NA,NA,NA
121233,8.23783,8.60632,8.44533,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA
121478,8.79429,7.36691,7.44014,NA,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA
121623,7.78248,5.55859,7.29224,NA,NA,NA,NA,0.349,NA,NA,NA,NA,NA,NA,NA
121966,6.75324,8.17312,7.15445,NA,NA,NA,NA,0.609,NA,NA,NA,NA,NA,NA,NA
122175,6.97432,7.62001,7.90205,NA,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA,NA
122323,8.26616,7.10066,8.61815,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122468,7.82795,7.36871,7.3338,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA
122666,8.15872,7.17429,7.64649,NA,NA,NA,NA,0.753,NA,NA,NA,NA,NA,NA,NA
122873,6.11623,7.42627,6.88538,NA,NA,NA,NA,NA,0.377,NA,NA,NA,NA,NA,NA
123106,5.37339,7.67696,7.06856,NA,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123210,6.71659,7.60449,7.10137,NA,NA,NA,NA,NA,NA,NA,0.446,NA,NA,NA,NA
123522,7.59444,9.12548,8.14742,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123683,7.38635,9.47453,7.8956,NA,NA,NA,NA,NA,NA,NA,0.254,NA,NA,NA,NA
123946,8.44855,9.23968,7.97879,NA,NA,NA,NA,NA,NA,NA,0.246,NA,NA,NA,NA
124060,7.65839,6.77986,7.10476,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA
124282,7.64884,6.84723,6.02102,NA,NA,NA,NA,NA,0.379,NA,NA,NA,NA,NA,NA
124478,8.19166,8.13549,6.26262,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA
124614,8.58602,8.2055,6.7198,NA,NA,NA,NA,NA,0.611,NA,NA,NA,NA,NA,NA
124896,9.14965,7.80118,9.1883,NA,NA,NA,NA,0.272,NA,NA,NA,NA,NA,NA,NA
125028,8.27258,7.3235,7.98599,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA
125273,6.58818,8.40248,6.95409,NA,0.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125497,6.6376,7.89724,6.5382,NA,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125636,6.62976,7.10552,7.29838,NA,NA,NA,NA,NA,0.621,NA,NA,NA,NA,NA,NA
125825,7.26163,7.56134,8.00855,NA,0.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126029,7.28354,7.25471,7.45069,NA,NA,NA,NA,0.772,NA,NA,NA,NA,NA,NA,NA
126251,7.23313,8.64148,7.06042,NA,NA,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA
126524,7.17434,7.66638,7.30071,NA,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA,NA
126763,7.94447,7.1827,7.9157,NA,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA
126956,7.37568,8.81199,7.25224,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127031,6.62187,8.57991,8.43558,NA,NA,NA,NA,NA,0.523,NA,NA,NA,NA,NA,NA
127364,7.86974,6.88812,6.72723,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA
127529,7.69713,7.92004,6.64121,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA
127693,7.34166,8.15641,6.60998,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA
127916,9.49195,7.67813,6.77708,0.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128132,9.19263,6.9057,7.04938,NA,NA,NA,NA,NA,0.428,NA,NA,NA,NA,NA,NA
128310,8.16775,6.94213,6.64704,NA,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128496,7.8093,8.93631,8.48551,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA,NA
128627,8.4334,9.18512,7.69142,NA,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA
128818,7.29084,9.64832,8.09182,NA,NA,NA,NA,0.406,NA,NA,NA,NA,NA,NA,NA
129108,8.4074,8.70422,8.33231,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA
129376,8.86125,7.76564,8.69617,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA
129437,8.10584,8.36377,7.05513,NA,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129633,8.16151,7.65104,7.88506,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA
129869,9.19687,7.62472,7.54015,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130020,8.053,7.53305,7.90928,NA,NA,NA,NA,NA,NA,NA,0.668,NA,NA,NA,NA
130349,7.56766,8.48461,7.68455,NA,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130412,6.85969,9.11965,8.06741,NA,NA,NA,NA,NA,0.523,NA,NA,NA,NA,NA,NA
130792,7.83048,8.97184,7.18428,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130994,7.40532,7.19003,8.76272,0.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131058,7.83141,7.21534,7.39356,NA,NA,NA,NA,NA,NA,NA,0.631,NA,NA,NA,NA
131363,8.19754,7.91573,7.15733,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131542,7.53825,7.20172,6.57756,NA,NA,NA,NA,NA,0.652,NA,NA,NA,NA,NA,NA
131761,7.67367,5.3236,7.55762,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA
131867,7.97255,6.5597,8.28359,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132071,6.62025,8.51479,7.99423,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA
132281,7.96515,9.02739,8.1163,NA,NA,NA,NA,NA,0.696,NA,NA,NA,NA,NA,NA
132407,8.35949,6.5207,7.44428,NA,0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132604,6.74283,8.15116,6.95025,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132917,8.28568,7.16221,6.93312,NA,NA,NA,NA,NA,NA,NA,0.507,NA,NA,NA,NA
133180,7.76648,7.20818,6.82027,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133384,8.7224,7.34906,7.4079,NA,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA,NA
133419,7.3501,6.97402,8.28,NA,NA,NA,0.557,NA,NA,NA,NA,NA,NA,NA,NA
133745,8.22078,7.47603,8.51354,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA
133936,8.15271,7.20168,7.30823,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
134110,8.37449,8.02442,7.26224,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA
134213,8.52211,8.09779,7.72321,NA,NA,NA,NA,0.718,NA,NA,NA,NA,NA,NA,NA
134457,8.09559,6.70183,5.8217,NA,NA,NA,NA,0.212,NA,NA,NA,NA,NA,NA,NA
134665,8.50361,7.83386,4.88594,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134831,9.07494,7.91622,4.24522,NA,NA,NA,0.511,NA,NA,NA,NA,NA,NA,NA,NA
135178,8.04856,7.67917,4.87965,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135217,9.15212,7.94808,7.44776,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135488,8.17727,8.78588,7.75942,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA
135721,7.85178,7.22575,7.47984,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135801,7.39325,7.02086,8.08295,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136046,7.24236,8.36119,8.2308,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136341,8.01183,8.02282,8.61579,NA,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136494,6.78077,7.99654,8.55487,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136675,7.59383,7.26666,7.76442,NA,0.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136982,7.8535,7.68547,7.34644,NA,NA,NA,NA,NA,NA,NA,0.688,NA,NA,NA,NA
137041,7.68277,7.27466,8.13563,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137325,7.93003,7.78525,6.34934,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137481,7.4825,9.09851,5.93498,NA,NA,NA,NA,NA,0.232,NA,NA,NA,NA,NA,NA
137694,8.05848,7.60258,6.20328,NA,NA,NA,NA,NA,0.555,NA,NA,NA,NA,NA,NA
137838,7.59748,6.92549,6.60872,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138187,7.53148,7.47618,7.13231,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138301,7.37508,7.70043,9.10511,NA,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138564,8.86511,7.00493,8.14202,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
138701,7.9978,6.38165,8.40344,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138834,6.55538,7.50968,8.51404,NA,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA
139048,6.86264,8.474,8.03307,NA,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139306,6.62281,7.03627,8.08961,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA
139492,7.15388,7.20139,8.25313,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA,NA
139683,7.99885,8.96131,8.22675,NA,NA,NA,NA,0.595,NA,NA,NA,NA,NA,NA,NA
139990,7.5522,8.29693,8.87352,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA
140119,7.13256,8.76347,8.9883,NA,NA,NA,0.283,NA,NA,NA,NA,NA,NA,NA,NA
140233,7.65594,8.14847,9.45782,NA,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140494,8.27236,8.5262,8.81175,NA,NA,NA,NA,NA,NA,NA,0.293,NA,NA,NA,NA
140676,8.38945,7.23128,8.7444,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140918,7.874,8.13766,9.44499,NA,NA,NA,NA,NA,0.567,NA,NA,NA,NA,NA,NA
141067,6.86656,7.1848,8.77328,NA,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141223,7.29063,7.66229,8.27919,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141420,7.86463,7.8246,8.00439,NA,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141781,8.79763,7.34758,7.27212,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141856,8.33932,7.95229,8.31218,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142167,8.25935,7.52136,6.52618,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142213,7.71069,7.39498,8.53047,NA,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142405,8.23581,8.05884,7.53647,NA,NA,NA,NA,NA,0.908,NA,NA,NA,NA,NA,NA
142771,6.63937,7.61291,7.28863,NA,NA,NA,0.515,NA,NA,NA,NA,NA,NA,NA,NA
142889,8.34899,7.57859,7.57848,NA,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA
143117,8.51932,6.51628,7.73595,NA,NA,NA,NA,NA,0.589,NA,NA,NA,NA,NA,NA
143212,9.1141,7.04894,7.96883,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
143432,8.14263,7.54571,8.52894,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
143735,8.0998,7.3869,6.87076,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
143843,8.43889,8.1415,7.59036,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA
144171,8.57583,8.70906,8.68695,NA,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA
144371,8.60794,7.66847,8.1892,NA,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA
144490,8.31257,8.0515,6.67209,NA,NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
144733,8.00139,7.21385,7.97311,NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA
144914,6.82454,7.38754,7.74528,NA,NA,NA,NA,NA,0.809,NA,NA,NA,NA,NA,NA
145098,7.09015,6.98588,7.58258,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145211,8.35093,7.41034,7.07717,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145508,8.13049,7.50793,6.84348,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA,NA,NA
145785,9.07669,8.19153,7.62977,NA,NA,NA,NA,NA,NA,NA,NA,0.261,NA,NA,NA
145989,7.86316,9.0918,8.02015,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146045,8.35956,8.85369,7.59404,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146254,7.95565,8.2316,7.37843,NA,NA,NA,NA,NA,NA,NA,0.648,NA,NA,NA,NA
146552,9.02516,7.02593,8.13929,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA
146758,8.52419,7.95656,7.84703,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146846,9.12863,7.90175,8.82183,NA,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147101,7.75857,6.87948,8.4275,NA,NA,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA
147335,7.5123,7.45318,6.92297,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA
147435,8.88342,8.44426,6.96966,NA,NA,NA,NA,0.409,NA,NA,NA,NA,NA,NA,NA
147714,8.07171,6.73956,7.21021,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147839,8.29841,7.20537,7.41451,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148047,7.46457,7.77084,8.41643,NA,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148237,7.38343,8.36937,8.09565,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA
148586,7.70209,7.99643,7.69569,NA,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA
148730,7.48805,8.65512,7.82771,NA,NA,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA
148805,8.04101,8.3773,7.97995,NA,NA,NA,NA,NA,0.873,NA,NA,NA,NA,NA,NA
149029,8.45059,9.16966,8.03889,NA,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA
149305,8.25355,7.7213,6.84344,NA,NA,NA,NA,NA,NA,0.331,NA,NA,NA,NA,NA
149440,7.17932,7.35826,6.43099,NA,NA,NA,NA,0.521,NA,NA,NA,NA,NA,NA,NA
149691,6.22471,7.64139,7.15884,NA,NA,NA,NA,NA,0.515,NA,NA,NA,NA,NA,NA
149875,7.00209,7.51944,6.43805,NA,NA,NA,0.397,NA,NA,NA,NA,NA,NA,NA,NA
150005,7.5405,7.4974,7.33981,NA,0.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150261,7.58634,8.58948,7.39001,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA
150471,7.69201,8.63165,7.53675,NA,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150751,8.2856,7.31902,7.80911,NA,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150920,8.70947,9.3078,8.43492,NA,NA,NA,NA,NA,NA,NA,0.218,NA,NA,NA,NA
151076,9.01778,7.38471,7.81368,NA,NA,NA,NA,NA,NA,NA,0.376,NA,NA,NA,NA
151299,7.25153,6.62672,7.16587,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
