id,x0,x1,x2,fitness-1.5,fitness-2,fitness-2.5,fitness-1,fitness0.5,fitness0,fitness-0.5,fitness1,fitness2,fitness2.5,fitness3.5,fitness4.5,fitness5,fitness4
93843,-0.844888,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12750.564,NA
94180,-0.899979,5,4.59534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5064.996,NA
94274,-0.833195,4.8743,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17127.27,NA
94516,-0.804526,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13055.274,NA
94716,-0.717647,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12031.1,NA
94847,-0.990006,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7815.64,NA
95034,-0.771468,4.67431,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10913.113,NA
95214,-0.902349,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11465.667,NA
95521,-0.828578,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15888.81,NA
95659,-0.90181,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11482.156,NA
95858,-1.91103,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5961.108,NA
96191,-1.36418,5,4.22116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6681.821,NA
96211,-0.666728,4.8762,3.76163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5149.237,NA
96582,-0.539991,4.86934,4.64397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5110.674,NA
96606,-0.695271,4.73243,3.68497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4761.03,NA
96820,-2.0168,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2309.509,NA,NA
97121,-1.99062,5,4.98702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4848.113,NA,NA
97206,-0.727313,4.8152,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16779.616,NA,NA
97510,-0.779018,4.83332,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17183.041,NA
97791,-2.09971,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4035.706,NA,NA
97876,-1.94564,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5156.191,NA
98052,-0.613094,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8209.181,NA
98244,-1.26622,5,4.27486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6760.641,NA
98468,-1.42252,4.43439,4.76144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,962.394,NA,NA
98734,-0.782353,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13008.283,NA
98816,-0.259679,4.44235,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2204.417,NA
99194,0.389942,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3219.084,NA
99324,-0.507237,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2713.171,NA
99460,-0.586459,4.96096,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7994.526,NA
99626,-0.7634,5,4.87526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17065.221,NA
99962,-2.02515,4.97089,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6115.734,NA,NA
100020,-1.59655,4.31132,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4887.451,NA
100295,-1.86953,4.97738,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3906.317,NA
100563,-1.88699,4.62789,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2466.928,NA
100606,-2.02861,5,4.9488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6581.217,NA
100967,-2.85882,4.90941,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3466.726,NA
101139,-2.00183,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6372.174,NA,NA
101234,-1.32745,4.88361,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4130.267,NA,NA
101422,-1.89371,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197.621,NA
101607,-0.712897,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377.797
101995,-0.59364,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969.591,NA,NA,NA
102164,-0.756537,5,4.95441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15032.093,NA
102377,-0.62052,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8551.964,NA
102564,0.266125,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3077.527,NA
102668,-0.753151,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12718.295,NA
102896,-0.536749,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5666.323,NA
103109,-1.03983,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6182.116,NA
103385,-0.853772,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12616.129,NA
103446,-0.796765,5,4.85884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17404.465,NA
103650,-0.638181,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9330.698,NA
103852,-1.86237,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3355.694,NA
104182,-1.93843,4.84712,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6731.27,NA
104395,-1.91138,4.73899,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4859.121,NA,NA
104421,-0.825658,4.6658,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10408.99,NA
104599,-1.01065,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6720.538,NA
104966,-0.596258,5,4.61242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3924.436,NA
105145,-0.871744,4.57835,4.73566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5264.999,NA,NA
105244,-0.977179,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8457.389,NA
105520,-0.739329,4.66991,4.72684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10993.161,NA
105735,-0.704563,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11690.57,NA
105872,-0.565696,4.79538,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7428.716,NA
106191,-0.771065,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12926.563,NA
106354,-1.03832,4.81517,4.8654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8941.869,NA
106525,-2.04711,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5395.001,NA
106738,-0.915621,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14617.067,NA
106824,-0.814832,4.85422,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19063.786,NA
107187,-1.63263,4.18058,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3418.987,NA
107310,-0.733706,5,4.8824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16388.425,NA
107580,-0.567874,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7697.032,NA
107654,-1.21895,5,4.1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3230.07,NA,NA
107805,-0.0836364,5,4.43903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2543.882,NA
108150,0.336069,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2615.458,NA,NA
108268,-1.22086,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1608.64
108527,-1.02389,5,4.83491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2437.073,NA,NA,NA
108613,-0.772927,4.90054,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16861.542,NA
108900,-0.809018,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13046.307,NA
109148,-0.986842,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7976.857,NA
109324,-1.485,4.33688,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6585.123,NA
109500,-0.822558,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12981.441,NA
109691,0.298241,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3355.746,NA
109866,-0.8391,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12825.161,NA
110153,-0.648633,4.6871,4.8977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11525.888,NA
110382,-0.883775,4.62712,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7283.673,NA
110445,-0.551371,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5096.143,NA
110697,-0.604879,5,4.60598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3878.069,NA
110897,-0.875649,5,4.82542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16028.2,NA
111141,-0.404079,4.78957,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606.724
111350,-0.750549,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14742.16,NA
111564,-0.831457,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12907.874,NA
111728,-0.964953,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11792.611,NA
111939,-0.866005,5,4.6207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7112.353,NA
112084,-0.898656,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11577.024,NA
112289,-0.974432,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8590.626,NA
112514,-0.622993,4.95385,4.64252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7022.679,NA
112725,-1.27144,4.80818,4.26466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6763.744,NA
112840,-0.60655,5,4.67041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6521.259,NA
113110,-1.05395,4.70994,4.93866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5182.989,NA
113374,-0.756797,5,4.92744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15988.976,NA
113528,-0.791805,5,4.79008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16420.603,NA
113612,-1.0766,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2844.184,NA
113932,-0.955625,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4089.632,NA,NA
114006,-1.85571,4.91595,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4025.728,NA
114311,-0.830094,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12920.73,NA
114464,-0.80287,4.93012,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16267.392,NA
114748,-1.36363,5,4.64476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4349.505,NA,NA
114800,-0.852696,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11183.897,NA,NA
115002,-0.990811,5,4.57019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2364.882,NA
115347,-0.865663,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12398.749,NA
115541,-0.828176,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12937.849,NA
115781,-0.599536,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7562.441,NA
115937,-0.657219,5,4.84399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13438.588,NA
116033,0.266475,5,4.76343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3671.335,NA
116293,-0.910582,4.88103,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7959.462,NA,NA
116515,-1.00588,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6979.9,NA
116738,-0.756198,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12760.438,NA
116842,-1.00806,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6861.814,NA
117026,-0.712226,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15511.221,NA
117220,-0.634653,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9179.485,NA
117595,-0.791629,4.21842,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4119.519,NA,NA
117719,-1.8141,4.76678,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2658.947,NA
117963,-1.5482,5,3.43731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2553.237,NA
118025,-0.152128,5,4.31907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3632.576,NA,NA
118352,0.461746,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2278.891,NA
118506,-0.0965278,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3791.309
118609,-0.869035,4.62183,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5540.961,NA,NA
118973,-2.01555,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5546.09,NA
119064,-2.00739,4.89561,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4388.771,NA,NA
119218,-2.19354,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2198.55,NA,NA
119439,-0.783145,4.80604,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21496.199,NA
119647,-0.782664,4.5654,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3624.831,NA
119829,-0.950946,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9664.323,NA
120041,-1.98794,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5514.886,NA
120393,-3.18301,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553.218,NA
120456,-1.00399,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7081.655,NA
120700,-2.09777,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4777.115,NA
120942,-1.71744,4.26359,4.91361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.869,NA
121145,-1.48708,4.36994,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7829.156,NA
121231,-0.66197,5,4.83597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13631.51,NA
121460,-0.577473,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8583.881,NA
121747,-1.41581,4.37826,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6816.127,NA
121928,-0.948905,4.73807,4.94353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13104.222,NA
122107,-1.95281,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5243.848,NA
122264,-0.790747,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13043.865,NA
122472,-0.630914,4.83489,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11940.141,NA
122637,-0.871972,4.86332,4.56401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4433.234,NA
122844,-0.693876,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11379.591,NA
123115,-0.807483,4.79228,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11551.214,NA,NA
123241,0.436461,5,4.85504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3570.074,NA
123409,-0.56218,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5667.449,NA
123633,-0.764245,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12858.544,NA
123977,0.175945,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851.423,NA
124143,-0.733929,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12390.349,NA
124373,-0.949259,5,4.98103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10529.478,NA
124586,-1.33167,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6548.369,NA,NA
124683,-0.76991,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10414.822,NA,NA
124911,-0.588186,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7002.427,NA
125013,-0.750735,4.70073,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15873.137,NA
125343,-1.20005,5,4.24695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2934.139,NA
125409,-0.103391,4.82451,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4520.597,NA,NA
125671,-1.00352,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7106.868,NA
125978,-0.922736,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10784.005,NA
126074,-0.689237,5,4.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14955.344,NA
126267,-1.04953,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4489.107,NA
126468,-2.13717,4.76802,4.78236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6024.155,NA
126658,-2.14698,5,4.78803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4784.161,NA
126956,-1.94382,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5132.194,NA
127153,-0.826053,5,4.65273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9572.304,NA
127273,-0.614074,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8254.903,NA
127488,-0.763457,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11865.321,NA,NA
127658,-0.929351,4.86878,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12588.217,NA,NA
127992,-0.678577,3.71275,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3728.633,NA
128116,-0.716905,4.74446,4.63718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11499.717,NA
128308,-0.871226,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12282.499,NA
128492,-0.965604,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9008.257,NA
128746,-0.816834,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13015.798,NA
128929,-0.780185,5,3.75304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4788.491,NA
129143,-0.573023,5,4.88433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10570.289,NA
129345,-0.756922,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15456.442,NA
129456,0.281933,4.76942,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3909.81,NA
129738,-1.99557,4.90607,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8165.315,NA,NA
129958,-1.3936,5,4.76242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5220.911,NA,NA
130167,-0.816272,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13018.624,NA
130216,-0.800643,4.78301,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16227.309,NA
130424,-0.855173,4.9356,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15516.077,NA
130709,-0.734414,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12399.922,NA
130936,-0.822752,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12980.099,NA
131045,-2.16538,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3385.391,NA
131246,-1.89708,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4276.726,NA
131510,-0.999404,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7326.096,NA
131605,-0.832242,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12900.209,NA
131874,-0.235488,5,4.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4857.895,NA,NA
132018,-0.0971467,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2068.359
132305,-0.873274,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9572.629,NA,NA
132467,-1.0655,4.91101,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4533.346,NA
132757,-0.701752,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9268.397,NA,NA
132846,-0.848037,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12705.668,NA
133000,-0.714084,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11942.853,NA
133295,-2.12433,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5166.781,NA
133523,-1.27225,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5252.515,NA,NA
133668,-0.963408,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9109.577,NA
133838,-1.23414,4.36277,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3547.675,NA
134139,-0.711565,4.56615,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3357.063,NA
134246,-0.716803,4.76376,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14320.944,NA
134564,-1.9466,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5168.564,NA
134690,-0.852538,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12636.24,NA
134842,-1.64267,4.27195,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4705.178,NA
135040,-0.776996,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17113.59,NA
135380,-0.594177,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7299.991,NA
135468,-1.00594,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6976.66,NA
135697,-2.0158,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5545.66,NA
135829,-1.99398,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5535.184,NA
136066,-1.88096,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3877.929,NA
136312,-1.28804,5,4.67561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4047.611,NA,NA
136448,-0.948306,5,4.98775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13688.091,NA
136739,-0.834894,5,4.89704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16832.321,NA
136992,-2.00185,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5550.234,NA
137059,-1.065,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3555.684,NA
137301,-0.59396,4.96984,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6504.812,NA,NA
137440,-0.873317,5,4.70927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16299.841,NA
137741,-1.00486,4.37864,4.89761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2900.215
137968,0.314797,5,4.82113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5729.92,NA
138138,-1.42719,5,4.26957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7396.779,NA
138331,-0.757963,5,4.27876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5206.019,NA,NA
138535,-1.94072,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6784.761,NA
138637,-0.923869,4.67092,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8893.914,NA
138814,-1.57457,5,4.29669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5491.458,NA
139168,-0.500548,5,4.94135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3514.055,NA
139307,-2.06281,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5250.175,NA
139513,-0.627461,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8864.387,NA
139760,-0.203141,5,4.34928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4547.535,NA,NA
139923,-1.96144,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5334.787,NA
140092,-1.00662,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6939.901,NA
140344,-0.934293,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10349.104,NA
140480,-2.01893,4.64823,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3967.443,NA
140708,-0.793333,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13050.47,NA
140851,0.215838,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304.232,NA
141192,-1.07757,5,4.92142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3523.96,NA
