id,x0,x1,x2,fitness-0.5,fitness-1.5,fitness-3,fitness-2.5,fitness-2,fitness-3.5,fitness-4,fitness-1
123514,2.26642,1.84797,-4.35412,NA,NA,NA,NA,-12.621,NA,NA,NA
123643,2.01881,1.84741,-3.99993,NA,NA,NA,NA,NA,-36.066,NA,NA
123991,1.52533,2.57432,-4.34669,NA,NA,-28.102,NA,NA,NA,NA,NA
124147,2.00761,2.06359,-3.98471,NA,NA,-17.039,NA,NA,NA,NA,NA
124215,2.18822,2.12493,-4.83463,NA,NA,NA,-17.548,NA,NA,NA,NA
124566,2.13924,2.42023,-4.6133,NA,NA,NA,-20.812,NA,NA,NA,NA
124704,1.95001,2.36445,-4.5913,NA,NA,-17.944,NA,NA,NA,NA,NA
124931,2.0688,2.09444,-4.35024,NA,NA,NA,-9.121,NA,NA,NA,NA
125101,2.35694,1.29136,-4.34423,NA,NA,NA,-15.482,NA,NA,NA,NA
125375,2.56222,1.53585,-4.23992,NA,NA,-23.435,NA,NA,NA,NA,NA
125406,1.72876,1.86135,-3.75458,NA,NA,NA,-12.574,NA,NA,NA,NA
125652,2.13684,1.54992,-3.30316,NA,NA,NA,NA,NA,-61.401,NA,NA
125832,1.35255,1.85246,-3.83903,NA,NA,-21.986,NA,NA,NA,NA,NA
126020,1.93898,1.40692,-4.14255,NA,NA,NA,NA,NA,NA,-44.388,NA
126278,2.3609,1.82956,-3.94554,NA,NA,-17.773,NA,NA,NA,NA,NA
126540,2.40913,1.6049,-4.94963,NA,NA,NA,-22.487,NA,NA,NA,NA
126702,2.70772,1.21878,-4.28642,NA,NA,NA,-32.403,NA,NA,NA,NA
126991,2.33476,1.62471,-3.82487,NA,NA,NA,-17.012,NA,NA,NA,NA
127011,1.29784,1.76626,-4.14064,NA,NA,NA,NA,-15.412,NA,NA,NA
127288,2.14731,1.94251,-3.80116,NA,NA,NA,-15.634,NA,NA,NA,NA
127430,2.15386,2.49443,-4.52883,NA,NA,NA,NA,-32.007,NA,NA,NA
127666,2.42327,1.76732,-4.16141,NA,-30.44,NA,NA,NA,NA,NA,NA
127858,2.39709,2.0309,-4.34362,NA,NA,NA,NA,-18.733,NA,NA,NA
128189,2.52708,2.62573,-3.1003,NA,NA,-96.361,NA,NA,NA,NA,NA
128393,1.61613,2.12106,-4.66603,NA,NA,-13.162,NA,NA,NA,NA,NA
128508,1.86342,1.00244,-3.74621,NA,NA,NA,NA,NA,-55.5,NA,NA
128628,2.20898,2.37757,-3.70212,NA,NA,NA,NA,-33.428,NA,NA,NA
128863,1.72396,1.52626,-4.04645,NA,NA,NA,NA,NA,-21.885,NA,NA
129070,2.14393,1.90553,-4.39846,NA,NA,-10.538,NA,NA,NA,NA,NA
129351,2.13838,1.24989,-4.24153,NA,NA,-16.581,NA,NA,NA,NA,NA
129564,2.69959,1.57288,-4.40421,NA,NA,-32.789,NA,NA,NA,NA,NA
129701,1.70452,2.4982,-3.57781,NA,NA,NA,-34.552,NA,NA,NA,NA
129860,0.507213,2.34889,-4.17364,NA,NA,NA,-52.248,NA,NA,NA,NA
130163,1.41959,2.57049,-3.64919,NA,NA,NA,NA,-41.11,NA,NA,NA
130348,1.98253,1.88598,-3.96954,NA,NA,-13.257,NA,NA,NA,NA,NA
130497,1.60855,1.23936,-4.21258,NA,NA,NA,NA,-13.633,NA,NA,NA
130702,1.74755,2.24237,-3.91253,NA,NA,NA,-16.13,NA,NA,NA,NA
130844,1.23513,1.32562,-4.62511,NA,NA,NA,NA,NA,-35.255,NA,NA
131024,1.36001,1.72977,-4.23812,NA,NA,NA,-6.97,NA,NA,NA,NA
131361,1.34557,1.33462,-4.64735,NA,NA,-16.024,NA,NA,NA,NA,NA
131591,2.27195,2.10175,-4.6424,NA,NA,-19.635,NA,NA,NA,NA,NA
131651,1.41796,2.65744,-4.02909,NA,NA,NA,NA,-42.546,NA,NA,NA
131840,2.16223,2.23341,-3.71041,NA,NA,-25.256,NA,NA,NA,NA,NA
132197,1.22469,1.18843,-4.67129,NA,-49.667,NA,NA,NA,NA,NA,NA
132382,2.39867,1.62255,-4.65409,NA,NA,NA,-14.538,NA,NA,NA,NA
132480,1.06378,1.64231,-4.46951,NA,NA,NA,-18.508,NA,NA,NA,NA
132741,1.07694,1.42222,-4.54936,NA,NA,NA,NA,-23.996,NA,NA,NA
132992,1.24909,2.22052,-4.13202,NA,NA,NA,NA,-19.755,NA,NA,NA
133180,2.48868,1.63361,-3.95253,NA,NA,NA,-19.275,NA,NA,NA,NA
133350,1.5038,1.27262,-4.72639,NA,NA,NA,-14.199,NA,NA,NA,NA
133455,2.66502,0.72579,-4.39061,NA,NA,NA,NA,-67.665,NA,NA,NA
133607,2.62923,1.89183,-4.6267,NA,NA,NA,NA,-27.103,NA,NA,NA
133987,2.21336,1.42507,-4.5893,NA,NA,NA,-9.873,NA,NA,NA,NA
134026,1.23731,1.26939,-4.79322,NA,NA,NA,NA,NA,-51.748,NA,NA
134397,1.94109,1.38054,-4.92302,NA,NA,NA,-14.724,NA,NA,NA,NA
134531,2.13461,1.33499,-3.93887,NA,NA,NA,-13.219,NA,NA,NA,NA
134794,2.25684,1.73328,-4.16567,NA,NA,NA,NA,NA,NA,-54.973,NA
134926,1.57875,2.34068,-3.88629,NA,NA,NA,-19.559,NA,NA,NA,NA
135133,1.56986,1.98113,-4.55533,NA,NA,NA,NA,-11.686,NA,NA,NA
135301,1.92882,1.40363,-4.7182,NA,NA,NA,-7.984,NA,NA,NA,NA
135530,0.859595,1.69708,-3.6354,NA,NA,NA,-41.699,NA,NA,NA,NA
135628,1.0489,1.39621,-4.82855,NA,-62.335,NA,NA,NA,NA,NA,NA
135929,1.37441,1.17642,-4.55668,NA,NA,NA,-17.529,NA,NA,NA,NA
136039,2.03905,1.08573,-3.99526,NA,NA,NA,NA,NA,-35.555,NA,NA
136234,2.58096,1.70117,-4.55682,NA,NA,NA,NA,NA,-41.188,NA,NA
136546,2.34695,1.56528,-3.78954,NA,NA,NA,-20.69,NA,NA,NA,NA
136733,1.59416,1.42447,-4.64485,NA,NA,NA,-6.678,NA,NA,NA,NA
136928,1.12921,2.21444,-4.93769,NA,NA,NA,NA,-31.485,NA,NA,NA
137066,1.10414,2.47592,-4.07158,NA,NA,-36.995,NA,NA,NA,NA,NA
137281,1.01366,1.86099,-4.50702,NA,NA,-21.409,NA,NA,NA,NA,NA
137587,2.11281,2.82179,-4.27777,NA,NA,NA,-36.683,NA,NA,NA,NA
137658,1.62488,3.05629,-4.69481,NA,NA,NA,-48.649,NA,NA,NA,NA
137891,1.34813,2.28723,-4.97227,NA,NA,NA,NA,-28.906,NA,NA,NA
138178,1.28309,2.40291,-4.27527,NA,NA,-23.473,NA,NA,NA,NA,NA
138221,1.6872,1.35545,-4.84087,NA,NA,-21.511,NA,NA,NA,NA,NA
138517,1.35448,0.916594,-4.72545,NA,NA,NA,-39.835,NA,NA,NA,NA
138654,2.2093,1.53401,-4.96199,NA,NA,NA,-17.698,NA,NA,NA,NA
138813,1.7873,2.8007,-3.39473,NA,NA,NA,-53.879,NA,NA,NA,NA
139171,1.66408,1.55382,-3.44611,NA,NA,NA,NA,-30.864,NA,NA,NA
139321,2.15446,2.98617,-4.59339,NA,NA,NA,-46.795,NA,NA,NA,NA
139562,1.168,2.14617,-4.92568,NA,NA,NA,-25.719,NA,NA,NA,NA
139634,1.1432,1.89601,-3.66157,NA,NA,-35.978,NA,NA,NA,NA,NA
139847,2.07321,2.05107,-3.29427,NA,NA,-43.346,NA,NA,NA,NA,NA
140129,1.41426,1.55146,-3.19998,NA,NA,NA,NA,NA,-62.496,NA,NA
140391,1.93254,1.4757,-4.51842,NA,NA,NA,-3.174,NA,NA,NA,NA
140453,2.32328,1.56972,-4.58578,NA,NA,NA,-11.519,NA,NA,NA,NA
140616,1.84242,2.27823,-4.37151,NA,NA,-19.364,NA,NA,NA,NA,NA
140970,0.878203,1.59228,-3.75308,NA,-64.066,NA,NA,NA,NA,NA,NA
141052,1.38729,2.51266,-4.09122,NA,NA,NA,NA,-28.175,NA,NA,NA
141208,2.28161,1.49603,-3.91231,NA,NA,NA,NA,-18.972,NA,NA,NA
141405,1.23027,1.1679,-4.1981,NA,NA,NA,-25.202,NA,NA,NA,NA
141663,1.20266,1.52738,-4.95554,NA,NA,NA,NA,-29.547,NA,NA,NA
141900,0.520033,1.24589,-3.85595,NA,NA,NA,-71.011,NA,NA,NA,NA
142189,1.9499,1.3998,-4.47219,NA,NA,NA,NA,-18.957,NA,NA,NA
142393,1.51171,2.14324,-4.6516,NA,NA,NA,-13.503,NA,NA,NA,NA
142429,1.50553,1.62954,-4.18867,NA,NA,-6.705,NA,NA,NA,NA,NA
142627,1.43286,1.92838,-3.68318,NA,NA,-24.024,NA,NA,NA,NA,NA
142823,1.42591,2.6423,-4.27441,NA,NA,NA,NA,-29.974,NA,NA,NA
143142,2.18523,1.62785,-4.31193,NA,NA,NA,NA,-16.076,NA,NA,NA
143336,1.2706,2.43716,-4.63111,NA,NA,NA,NA,-33.036,NA,NA,NA
143583,1.15615,1.75509,-4.32417,NA,-32.737,NA,NA,NA,NA,NA,NA
143695,1.9419,2.4142,-4.5354,NA,NA,NA,-17.71,NA,NA,NA,NA
143865,2.99499,1.2234,-4.55953,NA,NA,NA,-45.512,NA,NA,NA,NA
144070,3.09631,1.62995,-4.89284,NA,NA,NA,-48.919,NA,NA,NA,NA
144302,2.30375,1.70701,-4.54762,NA,NA,NA,NA,-14.079,NA,NA,NA
144576,1.09315,1.87055,-4.4715,NA,NA,NA,-19.17,NA,NA,NA,NA
144690,0.988007,1.5327,-4.368,NA,NA,NA,-22.333,NA,NA,NA,NA
144950,1.47775,1.61847,-4.97585,NA,NA,NA,-17.712,NA,NA,NA,NA
145052,2.1425,1.85225,-4.40307,NA,NA,-8.262,NA,NA,NA,NA,NA
145242,1.64317,1.96936,-4.85985,NA,NA,-14.266,NA,NA,NA,NA,NA
145569,2.20364,1.869,-4.0256,NA,NA,NA,NA,-12.037,NA,NA,NA
145696,2.89593,1.70122,-4.56767,NA,NA,NA,NA,-38.727,NA,NA,NA
145935,2.52126,1.42689,-4.00812,NA,NA,NA,-21.257,NA,NA,NA,NA
146112,2.12117,1.86504,-3.91516,NA,NA,NA,-11.093,NA,NA,NA,NA
146302,1.47028,1.69087,-3.8801,NA,NA,-20.143,NA,NA,NA,NA,NA
146415,2.3011,1.21271,-3.89902,NA,NA,NA,NA,-27.547,NA,NA,NA
146686,1.81553,1.76492,-4.39582,NA,NA,-4.87,NA,NA,NA,NA,NA
146814,2.36845,1.78255,-3.63471,NA,NA,-27.834,NA,NA,NA,NA,NA
147195,1.22762,2.2813,-4.24252,NA,NA,-27.65,NA,NA,NA,NA,NA
147213,0.971297,2.32589,-4.50298,NA,NA,NA,-29.491,NA,NA,NA,NA
147559,1.72872,2.81241,-4.77551,NA,NA,NA,-36.381,NA,NA,NA,NA
147787,2.47035,1.9979,-4.7527,NA,NA,NA,NA,NA,-34.936,NA,NA
147810,2.23574,1.74448,-4.18283,NA,NA,-11.097,NA,NA,NA,NA,NA
148175,1.80513,1.60198,-4.06769,NA,NA,NA,NA,NA,NA,NA,-57.24
148338,2.0493,1.61133,-4.57135,NA,NA,NA,NA,-7.941,NA,NA,NA
148405,1.13434,2.32916,-3.94004,NA,NA,NA,NA,-34.767,NA,NA,NA
148606,2.47306,1.89157,-3.54362,NA,NA,-34.825,NA,NA,NA,NA,NA
148808,2.70996,3.03822,-4.79168,NA,-78.785,NA,NA,NA,NA,NA,NA
149115,1.96057,1.40941,-4.09883,NA,NA,NA,NA,NA,NA,NA,-49.516
149351,2.54581,1.60688,-4.49823,NA,NA,NA,NA,-21.121,NA,NA,NA
149495,2.15894,2.62361,-2.9897,NA,NA,NA,-76.112,NA,NA,NA,NA
149701,1.9762,2.6404,-3.85028,NA,NA,NA,-32.209,NA,NA,NA,NA
149927,2.34987,1.75747,-4.26873,NA,-37.557,NA,NA,NA,NA,NA,NA
150012,2.08696,2.07478,-4.68899,NA,NA,NA,NA,-16.805,NA,NA,NA
150359,0.851769,2.44405,-3.87325,NA,NA,NA,-42.667,NA,NA,NA,NA
150584,1.6565,0.727232,-4.45157,NA,NA,NA,NA,-49.05,NA,NA,NA
150715,1.79045,1.99729,-4.7618,NA,NA,NA,NA,-12.942,NA,NA,NA
150818,1.56819,1.79201,-4.70754,NA,NA,-10.848,NA,NA,NA,NA,NA
151030,1.55823,1.94736,-4.50772,NA,NA,-12.324,NA,NA,NA,NA,NA
151256,1.03939,1.67219,-4.54133,NA,NA,NA,NA,-27.507,NA,NA,NA
151436,1.83118,0.900897,-4.14682,NA,NA,NA,-26.464,NA,NA,NA,NA
151653,1.49898,2.03978,-3.6969,NA,NA,-19.903,NA,NA,NA,NA,NA
151981,1.49393,1.37693,-4.45205,NA,NA,NA,NA,NA,-23.312,NA,NA
152195,1.23117,1.53968,-4.92912,NA,NA,-31.916,NA,NA,NA,NA,NA
152397,1.87607,1.14525,-4.70927,NA,NA,NA,NA,NA,-30.751,NA,NA
152496,2.67091,2.55956,-4.55501,NA,NA,NA,NA,-41.943,NA,NA,NA
152727,2.29897,2.2543,-4.09203,NA,NA,NA,NA,NA,-32.295,NA,NA
152955,2.01725,1.6431,-4.37181,NA,NA,-6.688,NA,NA,NA,NA,NA
153015,1.85982,1.28383,-3.93897,NA,NA,NA,-10.522,NA,NA,NA,NA
153371,2.88914,1.47471,-4.0875,NA,NA,NA,-35.981,NA,NA,NA,NA
153463,2.33629,1.83169,-4.67118,NA,NA,NA,NA,-23.933,NA,NA,NA
153782,2.02039,1.54996,-3.88418,NA,-28.289,NA,NA,NA,NA,NA,NA
153803,2.01878,2.72282,-4.30919,NA,NA,NA,NA,-38.379,NA,NA,NA
154052,2.06495,1.6487,-4.5963,NA,NA,NA,-5.641,NA,NA,NA,NA
154365,1.57713,1.67964,-4.7274,NA,NA,NA,-7.035,NA,NA,NA,NA
154487,2.03224,1.84922,-4.37906,NA,NA,NA,NA,-10.092,NA,NA,NA
154645,2.25861,2.21954,-4.3717,NA,NA,NA,NA,-25.441,NA,NA,NA
154845,2.53863,1.39356,-4.79381,NA,NA,NA,NA,-30.339,NA,NA,NA
155123,1.80069,1.86608,-4.86103,NA,NA,NA,NA,NA,NA,NA,-50.156
155269,2.58105,2.29017,-4.75165,NA,-46.104,NA,NA,NA,NA,NA,NA
155416,2.16,0.95334,-4.07951,NA,NA,-32.315,NA,NA,NA,NA,NA
155684,1.86507,1.83112,-4.11316,NA,NA,NA,NA,-14.095,NA,NA,NA
155944,0.865498,2.12046,-4.76352,NA,NA,NA,-33.983,NA,NA,NA,NA
156026,1.28003,2.32294,-4.0409,NA,NA,NA,NA,-25.498,NA,NA,NA
156279,1.51376,1.7777,-3.91778,NA,NA,NA,NA,-15.243,NA,NA,NA
156476,2.00721,1.67436,-4.24213,NA,NA,NA,NA,-13.524,NA,NA,NA
156605,1.32629,1.86866,-4.78637,NA,NA,NA,NA,-18.059,NA,NA,NA
156852,1.77554,2.57518,-4.01206,NA,-49.515,NA,NA,NA,NA,NA,NA
157054,2.09516,1.82931,-4.44414,NA,NA,NA,-6.043,NA,NA,NA,NA
157317,1.24582,1.80224,-4.21386,NA,NA,NA,NA,-13.816,NA,NA,NA
157491,1.92107,1.53363,-4.06035,NA,NA,NA,-4.158,NA,NA,NA,NA
157625,1.82522,1.67845,-4.73572,NA,NA,NA,NA,-16.44,NA,NA,NA
157943,0.860234,1.95534,-4.01396,NA,NA,NA,-29.9,NA,NA,NA,NA
158071,2.20863,2.05627,-4.4088,NA,NA,NA,-11.005,NA,NA,NA,NA
158342,1.82799,1.22012,-4.67908,NA,NA,NA,-11.621,NA,NA,NA,NA
158546,2.14742,0.816033,-4.84053,NA,NA,NA,-41.1,NA,NA,NA,NA
158659,1.84567,2.43781,-4.42372,NA,NA,NA,-17.587,NA,NA,NA,NA
158955,1.77561,0.996739,-4.8689,NA,NA,NA,-28.362,NA,NA,NA,NA
159065,1.39813,1.27068,-4.45053,NA,NA,NA,NA,-24.047,NA,NA,NA
159244,1.95865,1.73338,-3.3286,NA,NA,NA,-30.988,NA,NA,NA,NA
159462,2.19883,1.24346,-4.21901,NA,NA,-21.037,NA,NA,NA,NA,NA
159695,1.31208,2.05896,-4.36661,NA,NA,-23.314,NA,NA,NA,NA,NA
159894,1.682,1.73414,-3.37453,NA,NA,NA,NA,NA,-49.998,NA,NA
160039,1.23662,2.18894,-4.01189,NA,NA,NA,-20.013,NA,NA,NA,NA
160356,1.06816,2.1158,-4.07445,NA,NA,-30.271,NA,NA,NA,NA,NA
160563,0.8809,2.47074,-3.54418,NA,NA,-60.602,NA,NA,NA,NA,NA
160767,1.70454,1.98146,-4.47544,NA,NA,NA,NA,-18.82,NA,NA,NA
160958,1.31986,1.48516,-4.84691,NA,NA,NA,NA,-27.444,NA,NA,NA
161135,0.757844,2.1405,-4.8525,NA,-65.331,NA,NA,NA,NA,NA,NA
161303,1.25595,2.81802,-4.79005,NA,NA,NA,NA,-47.384,NA,NA,NA
161589,1.2986,2.58012,-4.56743,NA,NA,NA,NA,NA,-42.786,NA,NA
161787,1.66626,2.39103,-4.78344,NA,NA,NA,NA,NA,-47.668,NA,NA
161926,1.53484,3.36495,-4.02,NA,NA,NA,NA,-70.859,NA,NA,NA
162022,1.51571,2.37999,-4.53258,NA,NA,-24.6,NA,NA,NA,NA,NA
162214,1.77366,1.64402,-4.50042,NA,NA,NA,NA,-5.476,NA,NA,NA
162401,1.90771,1.97586,-4.55988,NA,-20.533,NA,NA,NA,NA,NA,NA
162783,2.45403,2.12603,-4.8647,NA,NA,NA,NA,-33.858,NA,NA,NA
162874,2.29281,1.39846,-3.87219,NA,NA,-18.381,NA,NA,NA,NA,NA
163096,1.0476,2.17049,-4.37502,NA,NA,NA,-23.133,NA,NA,NA,NA
163249,1.89071,1.98066,-3.58356,NA,NA,NA,-21.403,NA,NA,NA,NA
163568,1.44543,2.88219,-4.61435,NA,NA,NA,NA,-48.725,NA,NA,NA
163679,1.17404,2.16043,-4.45707,NA,-35.088,NA,NA,NA,NA,NA,NA
163878,0.853411,2.74897,-3.89466,NA,NA,NA,-54.605,NA,NA,NA,NA
164031,1.66771,1.33644,-4.85511,NA,NA,NA,-14.878,NA,NA,NA,NA
164231,2.59633,-0.0444131,-4.05819,NA,NA,NA,NA,NA,-150.156,NA,NA
164444,1.98217,2.40881,-3.21891,NA,NA,NA,-48.411,NA,NA,NA,NA
164699,1.99991,1.67165,-3.8467,NA,-37.327,NA,NA,NA,NA,NA,NA
164819,2.32192,1.6739,-3.94713,NA,NA,NA,NA,NA,-30.102,NA,NA
165040,1.75889,1.68383,-4.76505,NA,NA,NA,NA,-10.684,NA,NA,NA
165203,1.92577,2.42217,-4.14865,NA,NA,-20.805,NA,NA,NA,NA,NA
165466,1.41788,1.8492,-4.51794,NA,NA,NA,-7.881,NA,NA,NA,NA
165769,0.888047,2.21164,-3.51247,NA,NA,NA,NA,-61.741,NA,NA,NA
165878,1.67708,2.13517,-4.08593,NA,NA,-17.101,NA,NA,NA,NA,NA
166192,1.37123,1.93897,-4.59107,NA,NA,NA,NA,-17.926,NA,NA,NA
166292,2.49,1.80262,-4.48197,NA,NA,NA,NA,-21.208,NA,NA,NA
166440,2.1389,1.7188,-4.80573,NA,NA,NA,-11.417,NA,NA,NA,NA
166797,1.54718,1.70807,-4.03324,NA,NA,-6.497,NA,NA,NA,NA,NA
166938,1.90981,1.48586,-4.68111,NA,NA,NA,-7.526,NA,NA,NA,NA
167024,1.86018,2.21071,-3.78849,NA,NA,NA,-18.636,NA,NA,NA,NA
167295,1.38659,2.17539,-4.93411,NA,-50.636,NA,NA,NA,NA,NA,NA
167422,0.810034,2.23641,-4.80047,NA,NA,NA,-37.757,NA,NA,NA,NA
167798,1.74328,1.66031,-4.71953,NA,NA,NA,NA,NA,-22.6,NA,NA
167842,1.28002,1.60581,-4.66454,NA,NA,NA,NA,NA,NA,-64.943,NA
168075,1.70747,2.52533,-4.1125,NA,NA,NA,-21.9,NA,NA,NA,NA
168363,0.785149,2.28094,-4.8866,NA,NA,NA,-41.707,NA,NA,NA,NA
168515,0.982836,2.30471,-4.59845,NA,NA,NA,-29.996,NA,NA,NA,NA
168769,1.68474,2.23857,-4.8299,NA,NA,NA,-17.283,NA,NA,NA,NA
168842,1.87798,2.14762,-4.54346,NA,NA,NA,NA,NA,NA,NA,-60.613
169066,2.08507,1.68229,-4.26102,NA,NA,-18.048,NA,NA,NA,NA,NA
169205,2.30923,1.50854,-4.66952,NA,NA,-25.636,NA,NA,NA,NA,NA
169489,1.17249,2.23182,-4.61322,NA,NA,NA,NA,NA,NA,-54.683,NA
169798,1.26926,2.28108,-4.75031,NA,NA,-32.611,NA,NA,NA,NA,NA
169911,1.54218,1.37386,-3.84933,NA,NA,-19.187,NA,NA,NA,NA,NA
170015,1.54019,1.09824,-4.77797,NA,NA,NA,NA,NA,-37.957,NA,NA
170293,2.19128,2.05864,-4.40573,NA,NA,-20.69,NA,NA,NA,NA,NA
170550,1.47099,2.41471,-4.96381,NA,NA,NA,NA,NA,-40.291,NA,NA
170731,2.15897,2.54848,-4.51391,NA,NA,NA,-24.858,NA,NA,NA,NA
170823,1.51323,1.5552,-3.92313,NA,NA,NA,NA,NA,-32.682,NA,NA
171170,2.16475,0.940062,-3.98159,NA,NA,-29.368,NA,NA,NA,NA,NA
171289,2.80113,1.41807,-4.49592,NA,NA,-36.505,NA,NA,NA,NA,NA
171583,1.86608,1.60877,-4.70041,NA,NA,NA,-5.988,NA,NA,NA,NA
171668,1.78435,1.5133,-3.85153,NA,NA,-21.987,NA,NA,NA,NA,NA
171824,1.75542,1.37097,-4.70936,NA,NA,NA,NA,NA,-37.588,NA,NA
172055,1.92775,1.63953,-4.5733,NA,NA,-17.031,NA,NA,NA,NA,NA
172379,2.07153,1.46024,-4.73852,NA,NA,-11.321,NA,NA,NA,NA,NA
172403,2.19526,1.44748,-4.23081,NA,NA,-9.375,NA,NA,NA,NA,NA
172656,1.97872,1.47915,-4.18233,NA,NA,NA,-4.026,NA,NA,NA,NA
172826,2.11376,1.49319,-4.55354,NA,NA,NA,-6.419,NA,NA,NA,NA
173015,1.7692,2.10617,-4.81764,NA,NA,NA,-13.619,NA,NA,NA,NA
173343,1.30955,2.03195,-4.46736,NA,NA,NA,NA,-25.034,NA,NA,NA
173573,2.39426,1.41123,-4.75445,NA,NA,NA,-18.277,NA,NA,NA,NA
173691,2.44098,1.66248,-4.57943,NA,NA,NA,-15.17,NA,NA,NA,NA
173806,1.07774,2.25504,-4.1782,NA,NA,NA,-23.641,NA,NA,NA,NA
174086,1.95996,2.45648,-3.77903,NA,NA,NA,-26.734,NA,NA,NA,NA
174299,1.36764,1.70135,-4.95007,NA,NA,NA,-17.533,NA,NA,NA,NA
174590,2.52194,1.61957,-4.08344,NA,NA,NA,NA,-20.242,NA,NA,NA
174707,2.24561,1.08564,-4.16184,NA,NA,NA,-19.348,NA,NA,NA,NA
174806,2.23801,2.16644,-3.87115,NA,NA,-26.671,NA,NA,NA,NA,NA
175180,2.14043,2.41109,-4.71793,NA,NA,-24.806,NA,NA,NA,NA,NA
175204,0.933394,2.01694,-4.98552,NA,NA,-39.969,NA,NA,NA,NA,NA
175510,0.781926,2.44495,-4.78688,NA,NA,NA,NA,-54.213,NA,NA,NA
175640,1.33763,1.26733,-3.93582,NA,NA,-19.108,NA,NA,NA,NA,NA
175859,1.5192,2.16456,-3.66947,NA,NA,NA,-21.545,NA,NA,NA,NA
176070,1.89738,2.07359,-4.85756,NA,NA,NA,NA,-16.309,NA,NA,NA
176337,0.855654,2.99741,-4.12523,NA,NA,NA,-61.34,NA,NA,NA,NA
176470,1.70978,2.61159,-4.51196,NA,NA,NA,NA,NA,-41.14,NA,NA
176751,2.31916,2.66705,-4.60076,NA,NA,NA,NA,NA,-46.923,NA,NA
176834,3.12124,2.15755,-4.46477,NA,NA,NA,NA,-58.256,NA,NA,NA
177167,3.1574,0.96572,-4.86296,NA,NA,-67.262,NA,NA,NA,NA,NA
177357,2.30194,0.938909,-4.26208,NA,NA,NA,-31,NA,NA,NA,NA
177491,1.94023,2.03573,-4.67224,NA,NA,-10.934,NA,NA,NA,NA,NA
177621,2.49501,1.42839,-3.56426,NA,NA,NA,NA,NA,-53.297,NA,NA
177927,1.54515,2.07651,-3.76546,NA,NA,-22.897,NA,NA,NA,NA,NA
178093,0.904124,2.37882,-4.23633,NA,NA,-34.961,NA,NA,NA,NA,NA
178231,2.13159,1.705,-3.93563,NA,NA,-12.433,NA,NA,NA,NA,NA
178545,1.992,1.36497,-3.89447,NA,NA,NA,NA,-17.911,NA,NA,NA
178768,1.61521,1.86254,-3.93606,NA,NA,-17.166,NA,NA,NA,NA,NA
178957,1.90667,1.24069,-4.40116,NA,NA,NA,-6.886,NA,NA,NA,NA
179023,2.31678,2.68036,-3.82729,NA,NA,NA,-40.105,NA,NA,NA,NA
179290,0.96305,2.39203,-3.74847,NA,NA,-41.425,NA,NA,NA,NA,NA
179573,1.34677,1.23704,-4.78132,NA,NA,-24.662,NA,NA,NA,NA,NA
179675,2.13422,1.43429,-4.39033,NA,NA,-16.839,NA,NA,NA,NA,NA
179876,2.04077,1.13865,-4.87318,NA,NA,NA,-21.941,NA,NA,NA,NA
180070,2.11258,1.53398,-3.91434,NA,NA,NA,NA,-12.61,NA,NA,NA
180362,2.12928,1.15493,-4.14371,NA,NA,-17.926,NA,NA,NA,NA,NA
180445,1.8978,1.86141,-4.76058,NA,NA,NA,NA,-10.662,NA,NA,NA
180763,2.89814,1.39447,-4.48474,NA,NA,NA,-36.54,NA,NA,NA,NA
180873,1.28061,1.57458,-4.06383,NA,NA,NA,NA,-16.285,NA,NA,NA
181119,2.31784,0.710905,-4.62925,NA,NA,NA,NA,NA,NA,-83.88,NA
181287,2.95039,1.69031,-3.56339,NA,NA,-57.36,NA,NA,NA,NA,NA
181485,1.8889,1.76037,-4.63767,NA,NA,-11,NA,NA,NA,NA,NA
181650,3.0253,2.52046,-4.43624,NA,NA,NA,NA,-55.684,NA,NA,NA
181900,2.08054,2.49288,-4.03745,NA,NA,NA,-23.716,NA,NA,NA,NA
182160,3.14737,2.22196,-4.39195,NA,NA,-62.931,NA,NA,NA,NA,NA
182252,1.52796,2.50194,-3.61646,NA,NA,NA,-33.322,NA,NA,NA,NA
182461,2.55833,1.97907,-4.33784,NA,NA,NA,-20.494,NA,NA,NA,NA
182655,1.99008,2.35883,-3.92688,NA,NA,-25.282,NA,NA,NA,NA,NA
182980,2.216,0.885271,-4.38901,NA,NA,NA,NA,NA,-51.276,NA,NA
183105,2.01167,1.73973,-4.52133,NA,NA,NA,NA,NA,-34.543,NA,NA
183349,2.04916,1.23939,-4.6705,NA,NA,-21.328,NA,NA,NA,NA,NA
183481,1.54014,1.56865,-4.82616,NA,NA,-22.266,NA,NA,NA,NA,NA
183654,2.27622,2.00734,-4.98281,NA,NA,NA,NA,NA,-37.259,NA,NA
183923,2.08224,2.19032,-4.71078,NA,NA,-22.114,NA,NA,NA,NA,NA
184007,2.6188,1.84989,-4.18719,NA,NA,-28.374,NA,NA,NA,NA,NA
184217,1.08708,2.76055,-4.03064,NA,NA,NA,-42.679,NA,NA,NA,NA
184548,2.31218,1.86617,-3.89669,NA,NA,-20.745,NA,NA,NA,NA,NA
184709,2.07437,2.44643,-4.59193,NA,NA,NA,-21.826,NA,NA,NA,NA
184968,2.17201,2.67635,-4.29682,NA,NA,NA,NA,-31.593,NA,NA,NA
185002,0.912359,2.12375,-3.38749,NA,NA,-49.642,NA,NA,NA,NA,NA
