id,x0,x1,x2,fitness-3,fitness-1,fitness-2.5,fitness-2,fitness-3.5,fitness-4,fitness-1.5,fitness-5,fitness-4.5,fitness-0.5
111786,2.02565,1.3911,-4.62052,NA,NA,NA,NA,-39.999,NA,NA,NA,NA,NA
111891,2.42694,2.35315,-4.74165,-34.367,NA,NA,NA,NA,NA,NA,NA,NA,NA
112080,1.57577,2.34465,-4.57478,NA,NA,NA,NA,NA,NA,-36.592,NA,NA,NA
112305,1.64919,1.98073,-3.12532,NA,NA,NA,-57.808,NA,NA,NA,NA,NA,NA
112548,1.64404,2.40989,-4.03689,NA,NA,-19.019,NA,NA,NA,NA,NA,NA,NA
112655,0.955175,2.51753,-5,NA,NA,-44.459,NA,NA,NA,NA,NA,NA,NA
112896,1.74739,2.38767,-4.30039,NA,NA,NA,NA,-44.027,NA,NA,NA,NA,NA
113190,1.83493,2.53363,-5,NA,NA,NA,NA,-58.784,NA,NA,NA,NA,NA
113328,2.34933,2.36821,-4.51695,-24.211,NA,NA,NA,NA,NA,NA,NA,NA,NA
113576,1.48916,2.63019,-4.50317,NA,NA,-26.99,NA,NA,NA,NA,NA,NA,NA
113680,2.00605,2.31208,-4.68855,NA,NA,-16.801,NA,NA,NA,NA,NA,NA,NA
113887,1.29911,1.63532,-5,NA,NA,NA,-24.739,NA,NA,NA,NA,NA,NA
114109,2.49432,1.54062,-5,NA,NA,-27.074,NA,NA,NA,NA,NA,NA,NA
114332,2.69106,1.69621,-4.39271,-27.483,NA,NA,NA,NA,NA,NA,NA,NA,NA
114414,3.28589,0.528798,-5,NA,NA,NA,NA,-111.773,NA,NA,NA,NA,NA
114669,2.98816,1.91606,-4.21055,NA,NA,NA,-41.543,NA,NA,NA,NA,NA,NA
114980,2.2072,1.59302,-4.84645,NA,NA,NA,NA,NA,-60.802,NA,NA,NA,NA
115190,2.35683,1.45376,-5,-25.736,NA,NA,NA,NA,NA,NA,NA,NA,NA
115233,1.09109,2.52752,-5,-44.282,NA,NA,NA,NA,NA,NA,NA,NA,NA
115588,0.45853,2.02568,-5,-63.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
115711,0.693901,1.78885,-5,NA,NA,NA,-49.541,NA,NA,NA,NA,NA,NA
115822,2.36657,2.41209,-4.17604,NA,NA,NA,NA,NA,NA,-39.527,NA,NA,NA
116024,3.64404,1.56627,-5,-87.242,NA,NA,NA,NA,NA,NA,NA,NA,NA
116357,1.74879,1.74483,-4.3885,NA,NA,-0.96,NA,NA,NA,NA,NA,NA,NA
116578,0.984807,1.95464,-4.98981,-32.851,NA,NA,NA,NA,NA,NA,NA,NA,NA
116628,1.09594,1.48382,-5,NA,NA,-31.617,NA,NA,NA,NA,NA,NA,NA
116842,1.5302,1.60796,-4.37653,NA,NA,-3.53,NA,NA,NA,NA,NA,NA,NA
117088,1.15696,1.18477,-4.0456,NA,NA,-27.946,NA,NA,NA,NA,NA,NA,NA
117354,1.86632,2.65097,-3.58417,NA,NA,NA,NA,NA,NA,-62.236,NA,NA,NA
117584,1.15844,2.19768,-5,NA,NA,NA,-37.934,NA,NA,NA,NA,NA,NA
117727,2.83124,1.27852,-5,NA,NA,-43.974,NA,NA,NA,NA,NA,NA,NA
117924,1.08876,1.05344,-4.06685,NA,NA,NA,NA,-67.597,NA,NA,NA,NA,NA
118139,1.64191,1.29075,-5,NA,NA,-21.239,NA,NA,NA,NA,NA,NA,NA
118389,2.2556,2.27865,-4.52156,NA,NA,-17.885,NA,NA,NA,NA,NA,NA,NA
118578,2.00051,1.92176,-4.72807,NA,NA,-9.435,NA,NA,NA,NA,NA,NA,NA
118601,1.38853,1.91568,-5,NA,NA,NA,NA,NA,-78.263,NA,NA,NA,NA
118932,1.0738,1.50094,-4.20012,NA,NA,NA,NA,-34.473,NA,NA,NA,NA,NA
119178,0.710685,2.27068,-5,-52.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
119306,1.392,1.68186,-3.74798,-17.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
119477,1.99894,1.80854,-3.65023,-22.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
119791,2.13608,2.11771,-5,NA,NA,NA,NA,-48.872,NA,NA,NA,NA,NA
119891,2.6436,2.2613,-5,NA,NA,NA,-38.714,NA,NA,NA,NA,NA,NA
120150,3.10592,1.12239,-4.18511,NA,NA,NA,-58.927,NA,NA,NA,NA,NA,NA
120327,2.27136,1.29444,-4.40164,NA,NA,NA,NA,-28.873,NA,NA,NA,NA,NA
120467,1.26561,0.862025,-3.61219,-61.705,NA,NA,NA,NA,NA,NA,NA,NA,NA
120795,0.821381,1.91182,-5,NA,NA,-40.194,NA,NA,NA,NA,NA,NA,NA
120970,2.04488,0.727372,-5,NA,NA,NA,-62.532,NA,NA,NA,NA,NA,NA
121040,1.85907,1.49786,-5,NA,NA,NA,NA,NA,NA,-38.197,NA,NA,NA
121381,1.50551,1.94705,-5,NA,NA,-17.82,NA,NA,NA,NA,NA,NA,NA
121595,1.91402,2.25147,-4.74869,NA,NA,NA,NA,-29.553,NA,NA,NA,NA,NA
121647,2.11104,1.39526,-3.92561,NA,NA,-11.36,NA,NA,NA,NA,NA,NA,NA
121801,1.14356,2.03368,-3.92559,NA,NA,NA,NA,NA,NA,-56.838,NA,NA,NA
122174,3.08589,1.83801,-5,NA,NA,NA,-54.26,NA,NA,NA,NA,NA,NA
122220,2.14291,0.862148,-5,NA,NA,-43.463,NA,NA,NA,NA,NA,NA,NA
122517,2.07462,1.05657,-4.6238,NA,NA,NA,NA,-33.589,NA,NA,NA,NA,NA
122612,1.86869,0.748836,-4.28221,-40.227,NA,NA,NA,NA,NA,NA,NA,NA,NA
122907,1.43338,1.712,-3.27868,NA,NA,-38.813,NA,NA,NA,NA,NA,NA,NA
123094,1.77875,2.10672,-4.39824,NA,NA,-8.376,NA,NA,NA,NA,NA,NA,NA
123282,0.927499,2.40599,-4.93725,NA,NA,-40.29,NA,NA,NA,NA,NA,NA,NA
123409,1.97934,0.750932,-5,NA,NA,-51.464,NA,NA,NA,NA,NA,NA,NA
123746,3.0523,0.182063,-5,NA,NA,-131.481,NA,NA,NA,NA,NA,NA,NA
123969,1.98188,1.48929,-5,NA,NA,NA,-23.623,NA,NA,NA,NA,NA,NA
124038,1.39888,1.78638,-5,NA,NA,NA,-24.011,NA,NA,NA,NA,NA,NA
124323,0.979725,2.2077,-5,-40.709,NA,NA,NA,NA,NA,NA,NA,NA,NA
124599,0.703037,1.88543,-4.50324,NA,NA,NA,NA,-48.634,NA,NA,NA,NA,NA
124656,0.785368,1.09188,-5,NA,NA,NA,-85.037,NA,NA,NA,NA,NA,NA
124993,0.572901,1.90608,-5,NA,NA,NA,NA,NA,NA,-79.351,NA,NA,NA
125105,1.34278,1.12499,-4.44494,-21.768,NA,NA,NA,NA,NA,NA,NA,NA,NA
125379,2.22731,0.452826,-4.03176,-74.331,NA,NA,NA,NA,NA,NA,NA,NA,NA
125423,1.2323,1.58928,-4.20396,NA,NA,-12.122,NA,NA,NA,NA,NA,NA,NA
125738,0.845279,1.46483,-3.37984,NA,NA,NA,NA,NA,-88.46,NA,NA,NA,NA
125911,1.12969,1.84215,-5,NA,NA,-27.193,NA,NA,NA,NA,NA,NA,NA
126183,2.58163,1.18984,-4.32499,-33.986,NA,NA,NA,NA,NA,NA,NA,NA,NA
126366,2.77483,2.06887,-4.55312,NA,NA,NA,-32.487,NA,NA,NA,NA,NA,NA
126562,1.87599,0.538205,-5,NA,NA,-78.922,NA,NA,NA,NA,NA,NA,NA
126625,1.70312,1.02989,-5,NA,NA,NA,-44.287,NA,NA,NA,NA,NA,NA
126835,1.75634,1.24874,-4.85606,NA,NA,NA,-23.132,NA,NA,NA,NA,NA,NA
127140,2.11822,0.599421,-4.82055,NA,NA,-60.23,NA,NA,NA,NA,NA,NA,NA
127334,1.68782,0.43724,-4.87366,NA,NA,-84.183,NA,NA,NA,NA,NA,NA,NA
127421,1.6703,1.25278,-4.71443,NA,NA,-12.795,NA,NA,NA,NA,NA,NA,NA
127791,1.1363,1.49476,-4.53217,NA,NA,NA,-22.728,NA,NA,NA,NA,NA,NA
127968,1.50727,1.90015,-5,NA,NA,-17.422,NA,NA,NA,NA,NA,NA,NA
128071,1.36416,2.21372,-4.92078,NA,NA,-22.232,NA,NA,NA,NA,NA,NA,NA
128304,1.7172,1.9745,-5,NA,NA,NA,NA,NA,NA,-45.222,NA,NA,NA
128542,2.02835,1.68622,-4.38864,NA,NA,NA,-9.411,NA,NA,NA,NA,NA,NA
128603,2.71947,1.84786,-5,NA,NA,-34.304,NA,NA,NA,NA,NA,NA,NA
128822,1.25636,1.85276,-5,NA,NA,-22.511,NA,NA,NA,NA,NA,NA,NA
129040,0.484739,1.63029,-5,-61.201,NA,NA,NA,NA,NA,NA,NA,NA,NA
129298,2.08026,2.69974,-5,NA,NA,-38.224,NA,NA,NA,NA,NA,NA,NA
129420,2.47913,2.45636,-5,NA,NA,NA,NA,-59.34,NA,NA,NA,NA,NA
129724,2.58439,2.51173,-4.32137,-39.551,NA,NA,NA,NA,NA,NA,NA,NA,NA
129948,2.39549,2.7536,-5,-48.895,NA,NA,NA,NA,NA,NA,NA,NA,NA
130023,2.60007,1.427,-4.2517,NA,NA,-22.04,NA,NA,NA,NA,NA,NA,NA
130257,2.32928,2.52301,-3.43172,-61.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
130513,2.23172,1.89271,-4.5935,-22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
130730,1.00603,1.40912,-5,NA,NA,NA,NA,-47.734,NA,NA,NA,NA,NA
130861,1.8411,0.781049,-5,NA,NA,-52.135,NA,NA,NA,NA,NA,NA,NA
131075,1.92413,1.13213,-3.85866,-22.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
131230,1.51994,1.49641,-5,NA,NA,-18.131,NA,NA,NA,NA,NA,NA,NA
131504,1.97634,0.958925,-5,-37.474,NA,NA,NA,NA,NA,NA,NA,NA,NA
131651,2.05803,1.68915,-5,NA,NA,-15.879,NA,NA,NA,NA,NA,NA,NA
131873,0.674017,2.22367,-5,NA,NA,NA,-51.58,NA,NA,NA,NA,NA,NA
132197,1.51603,1.97019,-5,NA,NA,-18.592,NA,NA,NA,NA,NA,NA,NA
132367,1.36962,2.23503,-4.70703,-28.515,NA,NA,NA,NA,NA,NA,NA,NA,NA
132482,2.48566,2.31254,-5,NA,NA,NA,NA,-45.326,NA,NA,NA,NA,NA
132720,1.32608,2.58226,-5,NA,NA,-36.288,NA,NA,NA,NA,NA,NA,NA
132838,2.18845,2.67975,-3.95308,NA,NA,-34.013,NA,NA,NA,NA,NA,NA,NA
133128,0.963632,1.6312,-4.55528,NA,NA,-23.485,NA,NA,NA,NA,NA,NA,NA
133229,1.33851,1.79947,-4.60023,NA,NA,NA,-22.107,NA,NA,NA,NA,NA,NA
133472,1.42774,2.18224,-5,NA,NA,-22.825,NA,NA,NA,NA,NA,NA,NA
133771,1.69502,1.15056,-4.0626,NA,NA,-12.202,NA,NA,NA,NA,NA,NA,NA
133930,2.24105,1.0078,-4.54756,NA,NA,NA,NA,NA,NA,-49.388,NA,NA,NA
134038,2.20295,0.875311,-3.1552,NA,NA,-71.225,NA,NA,NA,NA,NA,NA,NA
134235,2.22394,1.82359,-4.17423,NA,NA,NA,-14.529,NA,NA,NA,NA,NA,NA
134527,2.11931,2.82683,-4.74563,NA,NA,NA,NA,NA,NA,-50.103,NA,NA,NA
134644,2.41688,2.71494,-3.74186,NA,NA,-46.688,NA,NA,NA,NA,NA,NA,NA
134932,1.81508,2.7518,-5,-39.991,NA,NA,NA,NA,NA,NA,NA,NA,NA
135164,3.37668,1.63943,-5,NA,NA,-68.009,NA,NA,NA,NA,NA,NA,NA
135275,1.47969,2.11194,-5,NA,NA,-20.631,NA,NA,NA,NA,NA,NA,NA
135569,1.19896,1.99422,-4.36872,NA,NA,NA,-24.214,NA,NA,NA,NA,NA,NA
135783,2.09762,2.30754,-4.97185,NA,NA,-24.5,NA,NA,NA,NA,NA,NA,NA
135828,2.80175,1.24239,-4.96183,NA,NA,-42.68,NA,NA,NA,NA,NA,NA,NA
136054,2.43483,1.4066,-5,NA,NA,-26.915,NA,NA,NA,NA,NA,NA,NA
136347,2.34843,2.40719,-5,-41.282,NA,NA,NA,NA,NA,NA,NA,NA,NA
136503,2.54594,1.13502,-4.06241,NA,NA,NA,-35.349,NA,NA,NA,NA,NA,NA
136788,2.11096,2.59996,-4.07502,NA,NA,-27.715,NA,NA,NA,NA,NA,NA,NA
136871,0.180789,2.71242,-4.52382,NA,NA,-82.846,NA,NA,NA,NA,NA,NA,NA
137091,2.0966,2.85748,-4.75705,NA,NA,-40.832,NA,NA,NA,NA,NA,NA,NA
137238,1.64277,0.814495,-5,NA,NA,NA,-62.626,NA,NA,NA,NA,NA,NA
137496,0.296227,2.21641,-4.80062,NA,NA,-64.938,NA,NA,NA,NA,NA,NA,NA
137622,0.643885,1.59762,-5,NA,NA,NA,NA,NA,NA,-84.162,NA,NA,NA
137914,2.00413,2.13763,-5,NA,NA,NA,NA,NA,NA,-33.401,NA,NA,NA
138168,2.08297,1.89547,-4.97997,NA,NA,NA,-20.001,NA,NA,NA,NA,NA,NA
138397,2.12938,1.98177,-5,NA,NA,NA,-20.784,NA,NA,NA,NA,NA,NA
138574,0.734146,2.76521,-5,NA,NA,NA,NA,NA,NA,-77.333,NA,NA,NA
138775,1.65017,2.34647,-5,NA,NA,-25.259,NA,NA,NA,NA,NA,NA,NA
138802,3.03634,2.9642,-4.31046,-85.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
139072,0.57699,2.66792,-5,-73.029,NA,NA,NA,NA,NA,NA,NA,NA,NA
139264,0.845994,2.20408,-5,NA,NA,-41.208,NA,NA,NA,NA,NA,NA,NA
139519,1.20782,1.97339,-3.21016,NA,NA,NA,NA,NA,NA,-68.758,NA,NA,NA
139721,1.4704,1.38328,-3.8957,NA,NA,-11.719,NA,NA,NA,NA,NA,NA,NA
139983,1.86483,2.00367,-5,NA,NA,-16.485,NA,NA,NA,NA,NA,NA,NA
140125,1.68586,1.40284,-5,NA,NA,NA,NA,-33.429,NA,NA,NA,NA,NA
140342,2.66687,1.40095,-4.19045,NA,NA,NA,NA,-55.643,NA,NA,NA,NA,NA
140467,1.2282,2.83805,-4.32801,NA,NA,NA,-44.85,NA,NA,NA,NA,NA,NA
140728,2.40136,2.18542,-5,NA,-64.089,NA,NA,NA,NA,NA,NA,NA,NA
140898,1.98134,2.4577,-5,NA,NA,NA,NA,NA,NA,-43.664,NA,NA,NA
141009,1.95315,3.04633,-4.52942,NA,NA,-46.165,NA,NA,NA,NA,NA,NA,NA
141215,2.08104,2.28571,-5,NA,NA,NA,NA,NA,NA,-42.592,NA,NA,NA
141477,1.79874,1.97307,-5,NA,NA,-17.274,NA,NA,NA,NA,NA,NA,NA
141662,1.31186,0.839395,-4.6161,NA,NA,-44.774,NA,NA,NA,NA,NA,NA,NA
141815,2.17489,1.14734,-4.43852,NA,NA,NA,NA,-47.868,NA,NA,NA,NA,NA
142090,1.95973,1.03102,-3.49354,NA,NA,NA,NA,NA,-75.396,NA,NA,NA,NA
142276,1.75632,0.739203,-3.98632,NA,NA,NA,NA,-56.2,NA,NA,NA,NA,NA
142410,1.61593,1.02908,-4.66583,NA,NA,NA,NA,-52.743,NA,NA,NA,NA,NA
142682,1.26363,0.310781,-4.25155,NA,NA,NA,NA,-120.046,NA,NA,NA,NA,NA
142974,1.49498,0.779095,-4.08069,-45.712,NA,NA,NA,NA,NA,NA,NA,NA,NA
143025,1.9085,1.42329,-3.80791,-14.325,NA,NA,NA,NA,NA,NA,NA,NA,NA
143379,1.50503,1.30975,-5,NA,NA,NA,-28.936,NA,NA,NA,NA,NA,NA
143416,1.4682,1.90643,-5,NA,NA,-18.514,NA,NA,NA,NA,NA,NA,NA
143705,1.74882,2.35363,-4.85804,-21.929,NA,NA,NA,NA,NA,NA,NA,NA,NA
143857,1.00497,1.45812,-3.80691,-37.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
144038,1.42761,0.592004,-5,-80.279,NA,NA,NA,NA,NA,NA,NA,NA,NA
144203,2.98671,2.00336,-5,NA,NA,NA,-50.172,NA,NA,NA,NA,NA,NA
144433,2.42173,2.56471,-5,NA,NA,-39.567,NA,NA,NA,NA,NA,NA,NA
144780,2.25456,2.88013,-5,NA,NA,NA,-52.321,NA,NA,NA,NA,NA,NA
144939,2.61171,1.26262,-4.47692,-28.685,NA,NA,NA,NA,NA,NA,NA,NA,NA
145194,2.12417,0.245488,-4.74779,NA,NA,NA,NA,-103.362,NA,NA,NA,NA,NA
145342,2.58554,1.51351,-4.42239,-25.982,NA,NA,NA,NA,NA,NA,NA,NA,NA
145418,2.15514,1.95556,-4.61499,NA,NA,-9.951,NA,NA,NA,NA,NA,NA,NA
145755,2.75989,2.56933,-4.68676,-47.064,NA,NA,NA,NA,NA,NA,NA,NA,NA
145932,1.68789,1.88804,-4.856,NA,NA,-10.828,NA,NA,NA,NA,NA,NA,NA
146152,1.8485,2.07177,-3.75003,NA,NA,NA,NA,-32.915,NA,NA,NA,NA,NA
146285,1.16023,1.52267,-5,-35.182,NA,NA,NA,NA,NA,NA,NA,NA,NA
146525,2.84265,1.46574,-5,NA,NA,-40.877,NA,NA,NA,NA,NA,NA,NA
146781,0.932246,2.58835,-5,NA,NA,NA,-57.545,NA,NA,NA,NA,NA,NA
146811,1.022,2.01563,-5,NA,NA,-31.705,NA,NA,NA,NA,NA,NA,NA
147113,2.03633,2.29369,-5,-26.506,NA,NA,NA,NA,NA,NA,NA,NA,NA
147336,1.45932,2.64811,-4.5696,-32.536,NA,NA,NA,NA,NA,NA,NA,NA,NA
147491,0.56495,1.5312,-4.73987,-53.104,NA,NA,NA,NA,NA,NA,NA,NA,NA
147728,1.98232,1.448,-3.53169,NA,NA,NA,-26.698,NA,NA,NA,NA,NA,NA
147863,2.16002,2.31467,-4.68529,-21.881,NA,NA,NA,NA,NA,NA,NA,NA,NA
148053,2.11965,1.89602,-4.04031,NA,NA,-9.395,NA,NA,NA,NA,NA,NA,NA
148383,1.21037,1.53405,-5,NA,NA,-26.206,NA,NA,NA,NA,NA,NA,NA
148455,1.9191,2.45458,-5,NA,NA,-28.263,NA,NA,NA,NA,NA,NA,NA
148786,2.16696,1.8149,-4.92655,-19.558,NA,NA,NA,NA,NA,NA,NA,NA,NA
148950,1.67605,1.1454,-4.40518,NA,NA,NA,-17.758,NA,NA,NA,NA,NA,NA
149114,1.70167,0.989972,-5,NA,NA,NA,-41.991,NA,NA,NA,NA,NA,NA
149398,2.44685,1.32471,-3.78369,-36.308,NA,NA,NA,NA,NA,NA,NA,NA,NA
149432,1.27572,2.67434,-4.17133,NA,NA,-32.829,NA,NA,NA,NA,NA,NA,NA
149741,1.2288,2.17587,-4.38795,-18.184,NA,NA,NA,NA,NA,NA,NA,NA,NA
149909,1.82411,2.47677,-4.29825,NA,NA,NA,-28.944,NA,NA,NA,NA,NA,NA
150168,3.47036,1.32772,-4.41298,NA,NA,NA,-76.536,NA,NA,NA,NA,NA,NA
150388,1.99416,2.18339,-3.13383,NA,NA,NA,-58.298,NA,NA,NA,NA,NA,NA
150568,2.39257,2.58772,-3.72961,NA,-75.125,NA,NA,NA,NA,NA,NA,NA,NA
150776,2.90273,1.86917,-3.50287,NA,NA,-54.111,NA,NA,NA,NA,NA,NA,NA
150880,1.80248,1.14309,-4.22569,NA,NA,-9.451,NA,NA,NA,NA,NA,NA,NA
151115,1.80915,0.432786,-5,NA,NA,NA,-94.907,NA,NA,NA,NA,NA,NA
151332,1.62996,2.27789,-5,NA,NA,-22.817,NA,NA,NA,NA,NA,NA,NA
151466,1.63364,2.93473,-5,NA,NA,-48.128,NA,NA,NA,NA,NA,NA,NA
151725,0.325711,2.40775,-4.72639,NA,NA,NA,NA,-76.792,NA,NA,NA,NA,NA
151852,2.19909,1.42644,-4.25333,-21.872,NA,NA,NA,NA,NA,NA,NA,NA,NA
152188,2.39222,0.890767,-5,NA,NA,NA,NA,-62.49,NA,NA,NA,NA,NA
152334,1.86341,1.1912,-5,-24.046,NA,NA,NA,NA,NA,NA,NA,NA,NA
152438,1.424,1.71581,-3.77971,NA,NA,NA,-21.505,NA,NA,NA,NA,NA,NA
152688,0.546974,2.50858,-3.73304,NA,NA,NA,NA,NA,NA,-100.87,NA,NA,NA
152832,1.43032,1.41917,-5,NA,-73.6,NA,NA,NA,NA,NA,NA,NA,NA
153128,2.47461,2.18604,-5,NA,NA,NA,-35.617,NA,NA,NA,NA,NA,NA
153215,1.30416,1.89524,-5,NA,NA,NA,-26.31,NA,NA,NA,NA,NA,NA
153477,1.45183,0.921714,-4.49779,NA,NA,NA,-38.227,NA,NA,NA,NA,NA,NA
153648,1.6649,1.62434,-4.90113,NA,NA,NA,-18.039,NA,NA,NA,NA,NA,NA
153965,1.64506,1.38758,-5,-30.764,NA,NA,NA,NA,NA,NA,NA,NA,NA
154079,2.29885,1.33698,-5,NA,NA,NA,-26.376,NA,NA,NA,NA,NA,NA
154245,2.93137,1.94522,-5,NA,NA,NA,-55.07,NA,NA,NA,NA,NA,NA
154523,2.40125,1.30113,-4.24625,NA,NA,-17.098,NA,NA,NA,NA,NA,NA,NA
154753,2.40113,2.05345,-3.71461,NA,NA,NA,NA,NA,-65.575,NA,NA,NA,NA
154845,1.60205,2.8273,-3.7082,NA,NA,NA,NA,-73.428,NA,NA,NA,NA,NA
155153,1.27438,1.70106,-5,-30.646,NA,NA,NA,NA,NA,NA,NA,NA,NA
155210,0.885118,1.71049,-5,NA,NA,-39.021,NA,NA,NA,NA,NA,NA,NA
155503,1.84979,1.93983,-4.23199,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
155613,1.90151,1.65263,-4.38179,NA,NA,-1.276,NA,NA,NA,NA,NA,NA,NA
155944,2.5473,2.00712,-5,NA,NA,NA,-37.438,NA,NA,NA,NA,NA,NA
156102,2.47372,2.23545,-5,NA,NA,NA,NA,NA,NA,-56.201,NA,NA,NA
156247,3.27426,2.43179,-4.91288,NA,NA,NA,-71.484,NA,NA,NA,NA,NA,NA
156563,0.535777,1.65475,-4.8196,NA,NA,-52.691,NA,NA,NA,NA,NA,NA,NA
156696,2.10411,2.0738,-3.39644,NA,NA,-32.779,NA,NA,NA,NA,NA,NA,NA
156968,2.60477,2.61827,-4.09424,NA,NA,NA,NA,NA,NA,-59.095,NA,NA,NA
157134,1.59469,2.65684,-4.66766,NA,NA,NA,NA,NA,NA,-47.771,NA,NA,NA
157303,0.50509,2.65019,-5,-73.728,NA,NA,NA,NA,NA,NA,NA,NA,NA
157413,1.56052,3.02706,-5,NA,NA,NA,NA,-71.662,NA,NA,NA,NA,NA
157696,2.45159,1.32832,-5,-33.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
157922,1.43018,1.91329,-5,NA,NA,-19.104,NA,NA,NA,NA,NA,NA,NA
158117,2.05725,1.48169,-5,NA,NA,NA,NA,-41.256,NA,NA,NA,NA,NA
158305,2.07185,1.75374,-5,-25.322,NA,NA,NA,NA,NA,NA,NA,NA,NA
158499,2.03742,2.87004,-4.21166,-47.059,NA,NA,NA,NA,NA,NA,NA,NA,NA
158786,1.57912,1.73878,-3.9154,-12.159,NA,NA,NA,NA,NA,NA,NA,NA,NA
158975,0.462008,1.67295,-4.17391,NA,NA,NA,NA,-62.484,NA,NA,NA,NA,NA
159110,1.64425,1.64592,-4.66203,NA,NA,NA,NA,-30.451,NA,NA,NA,NA,NA
159248,1.73402,1.275,-5,-25.132,NA,NA,NA,NA,NA,NA,NA,NA,NA
159440,2.8353,0.405341,-4.14211,NA,NA,-88.765,NA,NA,NA,NA,NA,NA,NA
159753,2.15518,0.319403,-5,NA,NA,NA,NA,-99.445,NA,NA,NA,NA,NA
159919,1.98899,1.45883,-5,NA,NA,NA,-23.206,NA,NA,NA,NA,NA,NA
160193,1.91111,1.43114,-4.27433,NA,NA,NA,-7.4,NA,NA,NA,NA,NA,NA
160347,1.45647,1.47784,-4.21612,NA,NA,NA,NA,-36.951,NA,NA,NA,NA,NA
160433,2.32885,2.63737,-5,-42.313,NA,NA,NA,NA,NA,NA,NA,NA,NA
160736,3.03728,1.78489,-4.44164,NA,NA,-39.797,NA,NA,NA,NA,NA,NA,NA
160936,2.89612,1.68514,-4.70498,NA,NA,-35.652,NA,NA,NA,NA,NA,NA,NA
161005,3.14781,1.51097,-4.02845,NA,NA,NA,-55.739,NA,NA,NA,NA,NA,NA
161320,3.06919,2.43338,-4.32423,NA,NA,NA,-54.032,NA,NA,NA,NA,NA,NA
161507,2.91502,1.76559,-5,NA,NA,NA,NA,NA,NA,-58.102,NA,NA,NA
161714,1.89145,1.93217,-5,NA,NA,NA,NA,NA,NA,-42.044,NA,NA,NA
161878,2.41388,1.62292,-5,NA,-82.148,NA,NA,NA,NA,NA,NA,NA,NA
162198,1.04754,2.15027,-4.97973,-32.174,NA,NA,NA,NA,NA,NA,NA,NA,NA
162381,1.84931,2.98301,-5,-53.384,NA,NA,NA,NA,NA,NA,NA,NA,NA
162456,1.32931,2.66637,-5,NA,NA,NA,NA,-56.539,NA,NA,NA,NA,NA
162730,1.06917,1.99247,-4.38473,NA,NA,-18.534,NA,NA,NA,NA,NA,NA,NA
162925,1.30708,2.33614,-4.18841,NA,NA,NA,NA,-44.921,NA,NA,NA,NA,NA
163053,1.56826,1.57526,-4.33866,NA,NA,NA,NA,-25.71,NA,NA,NA,NA,NA
163281,3.06902,1.52829,-4.76889,NA,NA,NA,NA,-66.749,NA,NA,NA,NA,NA
163493,2.30674,1.31724,-5,NA,NA,-25.127,NA,NA,NA,NA,NA,NA,NA
163720,3.2707,1.87972,-4.09539,NA,NA,NA,-58.667,NA,NA,NA,NA,NA,NA
163925,1.30954,2.29413,-4.30695,-20.824,NA,NA,NA,NA,NA,NA,NA,NA,NA
164099,1.00733,2.31237,-4.18308,-32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
164289,2.05813,2.69533,-5,NA,NA,-39.026,NA,NA,NA,NA,NA,NA,NA
164461,2.08639,2.71621,-5,NA,NA,NA,NA,NA,NA,-58.223,NA,NA,NA
164612,2.3324,1.17028,-4.41702,-21.377,NA,NA,NA,NA,NA,NA,NA,NA,NA
164809,1.60222,1.52176,-3.29605,NA,NA,-34.544,NA,NA,NA,NA,NA,NA,NA
165165,0.693984,1.24741,-4.54525,NA,NA,NA,NA,NA,NA,-69.916,NA,NA,NA
165209,0.735698,2.25454,-4.64178,NA,NA,NA,NA,NA,NA,-52.969,NA,NA,NA
165565,1.41717,1.70452,-4.79023,NA,NA,-11.628,NA,NA,NA,NA,NA,NA,NA
165758,2.46309,1.36772,-5,NA,NA,NA,-32.041,NA,NA,NA,NA,NA,NA
165813,1.14472,1.69754,-5,NA,-66.05,NA,NA,NA,NA,NA,NA,NA,NA
166042,1.60341,2.43047,-5,NA,NA,NA,-31.032,NA,NA,NA,NA,NA,NA
166344,2.94619,1.33133,-4.29383,NA,NA,NA,NA,NA,NA,-51.561,NA,NA,NA
166556,2.75374,1.42057,-5,NA,NA,NA,-42.362,NA,NA,NA,NA,NA,NA
166728,2.35481,2.29761,-3.98569,NA,NA,NA,-34.595,NA,NA,NA,NA,NA,NA
166904,1.48871,2.87441,-3.68195,NA,NA,NA,-56.79,NA,NA,NA,NA,NA,NA
167091,2.11691,1.6288,-4.39957,NA,NA,NA,NA,NA,NA,-26.293,NA,NA,NA
167222,2.84754,2.37696,-5,NA,NA,-48.975,NA,NA,NA,NA,NA,NA,NA
167436,3.04388,2.3644,-4.70201,NA,NA,NA,NA,NA,NA,-79.875,NA,NA,NA
