id,x0,x1,x2,fitness-5,fitness-4.5,fitness-3.5,fitness-3,fitness-1.5,fitness-1,fitness-2,fitness-0.5,fitness-2.5,fitness0,fitness0.5,fitness1,fitness1.5,fitness2,fitness3.5,fitness5,fitness4.5,fitness4,fitness2.5,fitness-4,fitness3
64733,-1.20091,-0.841571,-1.71168,NA,NA,NA,NA,NA,NA,NA,NA,768.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64985,-1.1478,-0.650854,-0.996817,NA,NA,NA,153.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65102,-1.21602,-0.738906,-0.937369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2549.807,NA
65369,-0.388136,-1.43067,-1.24996,NA,209.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65588,0.0541965,-1.30748,-0.756,NA,NA,605.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65686,-1.22079,-0.198811,-0.534684,NA,NA,644.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65919,-1.34205,-0.740199,-2.2527,NA,NA,NA,647.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66013,-0.622022,-0.620087,-0.855269,NA,NA,NA,NA,NA,NA,NA,NA,2009.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66363,-0.0102493,-0.703464,-2.00903,NA,NA,NA,1292.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66464,-2.15022,-0.643848,-0.636684,NA,NA,NA,NA,5855.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66732,-1.32344,-1.54166,-0.616647,NA,NA,NA,NA,NA,NA,NA,NA,4049.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66963,-1.52927,-1.19757,-0.648398,NA,NA,NA,NA,NA,NA,NA,NA,1908.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67020,-1.44555,-1.08645,0.50095,NA,NA,NA,NA,NA,357.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67371,-2.58457,-1.17641,0.473918,NA,NA,NA,NA,152.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67492,-2.02367,-0.395199,-0.273128,NA,NA,NA,NA,1640.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67634,-1.46805,-1.22459,0.227621,NA,NA,NA,NA,2991.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67872,-2.42625,-0.101323,-0.154918,NA,NA,NA,NA,NA,2214.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68004,-1.43068,-0.868827,0.010935,NA,NA,NA,NA,7921.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68286,-1.02829,-0.782807,-1.79518,NA,NA,NA,NA,NA,NA,NA,NA,NA,846.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68475,-2.06359,-0.327904,-0.743675,NA,NA,NA,NA,NA,NA,NA,3057.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68637,-2.60475,-1.44718,-0.847523,NA,NA,NA,NA,NA,NA,NA,1809.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68947,-1.89757,-0.170318,-1.34206,NA,NA,NA,NA,NA,NA,NA,3563.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69015,-0.329198,-0.37228,-0.849443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1308.599,NA,NA,NA,NA,NA,NA,NA,NA,NA
69304,-0.916677,-0.787937,-1.09491,NA,NA,NA,NA,NA,NA,NA,NA,NA,2809.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69419,-0.88808,-1.24943,-0.303096,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69622,-0.372923,-1.01067,-0.848735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1518.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69999,-0.818707,-1.87625,0.483095,NA,NA,NA,NA,NA,NA,NA,NA,NA,1072.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70060,-0.893207,-1.85473,1.85072,NA,NA,NA,NA,NA,817.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70293,-0.624884,-2.18687,0.685146,NA,NA,NA,NA,NA,1051.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70423,-0.895492,-0.809104,0.93293,NA,NA,NA,NA,NA,NA,NA,3021.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70643,-1.19918,-1.37642,0.972627,NA,NA,NA,NA,NA,1296.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70880,-3.08353,-1.00742,-0.164927,NA,NA,NA,NA,NA,1992.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71025,-1.52426,-2.05752,-0.336004,NA,NA,NA,NA,NA,NA,NA,2597.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71244,-1.46042,-0.614634,-0.28439,NA,NA,NA,NA,NA,4327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71444,-0.734187,-0.965436,-0.303635,NA,NA,NA,3426.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71634,-1.87602,0.472153,-0.777538,NA,NA,NA,NA,1572.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71915,-0.700194,-0.520033,-0.492243,NA,NA,NA,NA,NA,783.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72013,-1.96125,-1.26715,-1.8603,NA,NA,NA,NA,NA,1038.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72269,-1.89611,-2.00507,-1.73144,NA,NA,NA,NA,NA,NA,NA,440.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72406,-0.311967,-1.46223,-2.60581,NA,NA,NA,NA,NA,NA,NA,1973.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72778,-0.796296,-1.61225,-1.52076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1062.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72981,-1.69811,-1.46365,-1.29973,NA,NA,NA,NA,NA,7014.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73001,-1.36075,-0.271347,-0.633092,NA,NA,NA,NA,8228.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73340,-2.36232,-0.936464,-0.150238,NA,NA,NA,NA,2187.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73457,-1.37753,-1.72393,-0.650399,NA,NA,NA,NA,NA,NA,NA,NA,NA,2743.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73668,-1.476,-1.36207,-0.624152,NA,NA,NA,NA,NA,NA,NA,NA,NA,10478.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73801,-0.85202,-2.55024,-1.36577,NA,NA,NA,NA,NA,NA,NA,4772.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74119,-0.983705,-1.33974,-0.496128,NA,NA,NA,NA,NA,3557.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74357,-1.2973,-0.587132,-1.08633,NA,NA,NA,NA,NA,NA,NA,2250.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74557,-0.809736,-1.06534,-1.53134,NA,NA,NA,NA,NA,8407.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74605,-0.95211,-1.22927,-1.8146,NA,NA,NA,NA,NA,NA,NA,1358.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74978,-1.46013,-1.46218,-0.925048,NA,NA,NA,NA,NA,NA,NA,8940.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75172,-1.70543,-1.35389,-2.01232,NA,NA,NA,NA,3115.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75257,-0.234125,-2.02919,-1.4233,NA,NA,NA,NA,7991.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75436,-0.606159,-1.58226,-1.31923,NA,NA,NA,NA,8153.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75704,0.744357,-1.94232,-2.21409,NA,NA,NA,NA,NA,489.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75991,0.554704,-2.13897,-0.821573,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76060,-1.18872,-1.96386,0.123144,NA,NA,NA,NA,8.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76288,-0.0926657,-1.32509,0.424386,NA,NA,NA,NA,2954.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76409,-1.24197,-1.90096,2.07703,NA,NA,NA,NA,NA,280.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76743,-1.22842,-0.749909,1.96287,NA,NA,NA,NA,1409.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76911,-1.35178,-0.804724,-0.0110701,NA,NA,NA,NA,10217.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77176,-1.46779,-1.3132,0.538247,NA,NA,NA,NA,1078.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77262,-0.99732,-0.965985,0.140702,NA,NA,NA,NA,521.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77507,-0.560711,-1.52712,0.457032,NA,NA,NA,NA,NA,NA,740.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77616,-0.943834,-1.04411,0.261394,NA,NA,NA,NA,2272.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77895,-0.405395,-0.145444,-0.595396,NA,NA,NA,NA,2062.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78158,-1.02719,-0.258955,-1.29338,NA,NA,NA,NA,6575.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78293,-0.706577,0.0759171,-1.63044,NA,NA,NA,NA,NA,NA,NA,NA,NA,1329.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78557,-1.0657,0.670033,-0.418122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78634,-1.67133,-0.0364276,-1.56437,NA,NA,NA,NA,NA,1479.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78873,-3.19118,-1.5793,-1.64544,NA,NA,NA,NA,131.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79041,-3.19311,-0.946513,-1.09115,NA,NA,NA,NA,NA,128.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79306,-1.82796,-0.83846,-2.55173,NA,NA,NA,NA,NA,1076.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79483,-0.523205,-0.12267,-0.882248,NA,NA,NA,NA,NA,NA,NA,4405.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79668,-0.0846583,-0.426659,-0.93748,NA,NA,NA,NA,1711.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79846,0.464296,-1.3233,-1.50456,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80108,-0.617023,-1.27335,-2.07733,NA,NA,NA,NA,NA,NA,2986.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80215,-0.560369,-0.820787,-0.787997,NA,NA,NA,NA,14974.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80401,-0.230152,0.834187,-0.0826333,NA,NA,NA,NA,NA,NA,NA,2971.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80776,0.690816,-0.295888,-0.53231,NA,NA,NA,NA,NA,NA,NA,47.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80846,-0.0426378,-1.26773,-0.358704,NA,NA,NA,NA,NA,NA,NA,3249.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81003,-0.919038,-2.22085,-1.01143,NA,NA,NA,NA,NA,NA,NA,NA,NA,1573.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81302,-1.92666,-1.13232,-1.09875,NA,NA,NA,NA,NA,NA,NA,41.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81522,-1.91309,-1.7202,-0.791728,NA,NA,NA,NA,NA,2753.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81695,-0.886981,-2.10676,-1.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2048.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81958,-0.689022,-1.71118,-1.74035,NA,NA,NA,NA,749.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82145,-0.616484,-0.179963,-1.89614,NA,NA,NA,NA,NA,NA,2128.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82395,-0.545519,-0.916113,0.230343,NA,NA,NA,NA,NA,NA,NA,NA,658.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82442,-0.735661,-0.308491,-0.847661,NA,NA,NA,4741.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82744,-1.28081,-0.357005,1.13717,NA,NA,NA,NA,NA,95.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82961,-0.988232,1.38179,0.632244,NA,NA,NA,NA,NA,277.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83011,-1.18408,1.4317,-0.581257,NA,NA,NA,NA,NA,NA,NA,73.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83353,-1.0742,0.845193,-1.59042,NA,NA,NA,NA,NA,NA,NA,NA,NA,899.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83547,-0.98336,-0.6402,-1.32716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2407.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83615,-2.50194,-0.61061,-1.29327,NA,NA,NA,NA,NA,NA,NA,414.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83990,-1.90675,0.976143,-2.81059,NA,NA,NA,NA,NA,NA,90.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84091,-2.24861,0.109996,-0.694399,NA,NA,NA,NA,NA,NA,50.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84222,-1.93314,-0.608464,-0.977551,NA,NA,NA,NA,2543.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84418,1.15054,-0.964615,-1.8223,NA,NA,NA,NA,261.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84646,3.89852,-0.994284,-1.29045,NA,NA,NA,NA,599.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84881,2.66735,-1.01674,-0.983271,NA,NA,NA,NA,NA,NA,467.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85181,3.23009,-1.58792,-1.39748,NA,NA,NA,NA,4765.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85382,2.22927,-1.37002,-2.48322,NA,NA,NA,NA,NA,399.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85473,1.46027,-0.304251,-1.84402,NA,NA,NA,NA,NA,549.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85782,0.415388,-0.279097,-0.283338,NA,NA,NA,NA,NA,NA,NA,NA,NA,917.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85878,0.499831,-0.846902,-2.43621,NA,NA,NA,NA,NA,NA,NA,737.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86168,-0.063795,-0.31847,-1.01351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86282,-0.738836,-1.52204,0.983876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102.628,NA,NA,NA,NA,NA,NA,NA,NA,NA
86464,-1.50481,-2.08574,-0.121225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86783,-0.556498,-1.48797,-1.19771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354.955,NA,NA,NA,NA,NA,NA,NA,NA,NA
86910,0.340785,-1.03745,-1.28369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87064,-0.758933,-1.94786,-0.860998,NA,NA,NA,NA,NA,NA,NA,NA,NA,8144.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87276,-0.805619,-1.73535,-1.61398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727.892,NA,NA,NA,NA,NA,NA,NA,NA,NA
87570,-1.46404,-0.542917,-0.743181,NA,NA,NA,NA,NA,NA,NA,8159.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87767,-2.03593,-0.221365,-1.86752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.12,NA,NA,NA,NA,NA,NA,NA,NA
87891,-1.1721,-1.31097,-1.97688,NA,NA,NA,NA,NA,NA,NA,1325.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88119,-0.183748,-1.32326,-2.08362,NA,NA,NA,NA,NA,NA,NA,75.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88393,-0.560058,-0.80106,-2.04362,NA,NA,NA,NA,6202.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88547,-1.89074,-0.896783,-0.753558,NA,NA,NA,NA,NA,2075.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88720,-0.492221,-1.64223,-0.702435,NA,NA,NA,NA,NA,NA,NA,2054.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88972,-0.59537,-2.3079,-1.84487,NA,NA,NA,NA,NA,131.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89151,-0.945252,-0.953953,-0.0126685,NA,NA,NA,NA,NA,8166.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89201,-0.843074,0.0498161,-1.02532,NA,NA,NA,NA,NA,NA,984.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89493,-1.49439,-0.911848,0.301001,NA,NA,NA,NA,NA,NA,3445.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89663,-1.42746,-1.46824,-2.21015,NA,NA,NA,NA,4373.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89873,-2.58506,-0.904949,-1.52675,NA,NA,NA,NA,NA,NA,NA,3316.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90011,-2.3704,-0.289341,-0.747914,NA,NA,NA,NA,NA,NA,NA,NA,NA,1142.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90288,-3.12987,-0.868147,-0.330973,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90413,-1.58814,-0.0304737,-0.762555,NA,NA,NA,NA,NA,NA,NA,NA,NA,5362.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90644,-1.51767,-0.225702,-0.756079,NA,NA,NA,NA,NA,NA,NA,NA,NA,4910.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90913,-2.07708,-0.774358,0.878001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,791.301,NA,NA,NA,NA,NA,NA,NA,NA
91083,-1.19,-1.22704,0.215641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.303,NA,NA,NA,NA,NA,NA,NA,NA,NA
91292,-0.126271,-1.88693,-2.55576,NA,NA,NA,NA,1408.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91516,-0.722401,-1.59982,-1.62431,NA,NA,NA,NA,1211.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91696,-0.720631,-0.130264,-1.02475,NA,NA,NA,NA,NA,9623.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91874,-1.1073,-0.608811,-1.43881,NA,NA,NA,NA,NA,NA,NA,870.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92150,-1.22916,-0.742168,-0.15299,NA,NA,NA,NA,NA,NA,NA,NA,NA,6800.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92307,-0.960585,-0.931865,-0.564049,NA,NA,NA,NA,NA,NA,NA,NA,NA,5576.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92439,-1.03407,-0.985133,-0.380193,NA,NA,NA,NA,NA,2859.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92664,-0.58258,-1.41692,0.416229,NA,NA,NA,NA,NA,NA,NA,4302.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92802,-0.965855,-1.07513,-1.279,NA,NA,NA,NA,NA,NA,NA,3880.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93132,-0.736422,-0.854481,-0.349195,NA,NA,NA,NA,NA,13487.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93209,-0.913207,-1.07464,0.75381,NA,NA,NA,NA,NA,1809.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93482,-1.30798,-1.48378,0.119272,NA,NA,NA,NA,NA,NA,NA,300.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93649,-2.65858,-0.791242,-0.241793,NA,NA,NA,NA,NA,NA,NA,1199.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93820,-0.926147,-0.329124,0.803822,NA,NA,NA,NA,NA,NA,NA,1591.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94021,-0.306376,-1.06413,1.30128,NA,NA,NA,NA,NA,1152.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94204,-1.45208,-1.58804,0.866123,NA,NA,NA,NA,NA,NA,NA,2989.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94527,-0.958391,-1.83216,1.88294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94782,0.328863,-1.87801,0.387967,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94900,-0.241405,-1.22545,0.766443,NA,NA,NA,NA,NA,NA,1173.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95075,-1.39284,-1.51092,0.929173,NA,NA,NA,1591.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95349,-0.070814,-1.41199,-0.998176,NA,NA,1543.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95550,-1.0946,0.182392,-0.764221,NA,NA,NA,NA,NA,NA,NA,177.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95650,-1.09227,-0.856914,-0.39383,NA,NA,NA,NA,NA,NA,68.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95993,-0.86437,1.40827,-0.825432,NA,NA,NA,NA,6092.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96029,-0.987554,0.957332,0.0819977,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96336,-2.40471,1.59252,-0.179283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96512,-0.337795,1.46674,-2.12877,NA,NA,NA,NA,NA,NA,NA,544.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96733,-0.102996,-0.180611,-2.52099,NA,NA,NA,NA,NA,3213.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96894,-1.36994,-1.36276,-1.58457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5360.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
