id,x0,x1,x2,fitness-1,fitness-2.5,fitness-3,fitness-2,fitness-4,fitness-3.5,fitness-1.5,fitness0.5
126212,2.1679,2.59343,-5,NA,NA,NA,-36.745,NA,NA,NA,NA
126479,1.83505,2.8579,-5,NA,-44.241,NA,NA,NA,NA,NA,NA
126702,2.75182,2.35657,-5,NA,NA,-49.251,NA,NA,NA,NA,NA
126947,1.92394,1.55654,-4.94524,NA,-13.154,NA,NA,NA,NA,NA,NA
127127,1.9639,1.45922,-5,NA,-18.343,NA,NA,NA,NA,NA,NA
127218,1.78264,2.21244,-5,NA,-20.403,NA,NA,NA,NA,NA,NA
127571,1.70155,1.93243,-4.31762,NA,NA,NA,-12.056,NA,NA,NA,NA
127642,2.00388,1.31283,-5,NA,-21.643,NA,NA,NA,NA,NA,NA
127987,1.77914,1.18628,-4.69872,NA,NA,-15.24,NA,NA,NA,NA,NA
128188,1.71141,2.29104,-4.8738,NA,NA,NA,NA,NA,-32.245,NA,NA
128250,1.30184,1.00097,-4.34321,NA,-28.511,NA,NA,NA,NA,NA,NA
128459,2.08675,1.83842,-4.53991,NA,NA,NA,NA,NA,-22.063,NA,NA
128789,1.24468,1.92191,-5,NA,NA,NA,-30.373,NA,NA,NA,NA
128835,1.16655,0.890524,-4.6815,NA,NA,NA,-56.435,NA,NA,NA,NA
129039,2.30481,1.31399,-5,NA,-24.959,NA,NA,NA,NA,NA,NA
129223,2.29516,2.47496,-4.41471,NA,NA,-25.815,NA,NA,NA,NA,NA
129530,2.7562,1.47194,-4.11825,NA,-28.823,NA,NA,NA,NA,NA,NA
129695,1.63342,1.45606,-5,NA,-17.232,NA,NA,NA,NA,NA,NA
129919,2.09695,1.44707,-4.65685,NA,NA,-10.228,NA,NA,NA,NA,NA
130199,2.05424,1.53483,-4.67535,NA,-7.067,NA,NA,NA,NA,NA,NA
130345,2.46982,2.02338,-4.07649,NA,-19.478,NA,NA,NA,NA,NA,NA
130592,2.23139,1.218,-3.86536,NA,-20.699,NA,NA,NA,NA,NA,NA
130648,2.14245,1.30027,-3.69664,NA,-20.671,NA,NA,NA,NA,NA,NA
130852,1.82464,1.19021,-3.52174,NA,-32.403,NA,NA,NA,NA,NA,NA
131107,2.33284,1.8372,-4.67655,NA,NA,-17.65,NA,NA,NA,NA,NA
131245,2.86309,1.90507,-4.86884,NA,-37.363,NA,NA,NA,NA,NA,NA
131583,2.76531,2.0602,-4.40315,NA,NA,-32.289,NA,NA,NA,NA,NA
131678,1.18936,3.03445,-5,NA,NA,NA,-66.054,NA,NA,NA,NA
131821,2.39352,1.51732,-5,NA,-24.755,NA,NA,NA,NA,NA,NA
132069,1.58729,1.07974,-5,NA,-31.388,NA,NA,NA,NA,NA,NA
132365,1.76277,2.27505,-4.64439,NA,NA,-19.656,NA,NA,NA,NA,NA
132526,1.87377,1.1847,-4.24485,NA,-8.222,NA,NA,NA,NA,NA,NA
132781,1.83434,1.67434,-5,NA,NA,NA,-16.791,NA,NA,NA,NA
132918,1.55995,1.78186,-4.01488,NA,NA,NA,-9.851,NA,NA,NA,NA
133093,1.82799,1.53682,-4.50881,NA,NA,NA,-11.465,NA,NA,NA,NA
133308,1.86615,1.62506,-5,NA,-14.951,NA,NA,NA,NA,NA,NA
133576,1.97499,1.72166,-4.52718,NA,NA,-9.852,NA,NA,NA,NA,NA
133717,1.23426,2.13546,-4.90991,NA,-23.156,NA,NA,NA,NA,NA,NA
133966,1.83689,1.47423,-4.59903,NA,-4.547,NA,NA,NA,NA,NA,NA
134179,1.86865,2.69049,-5,NA,-37.073,NA,NA,NA,NA,NA,NA
134299,1.3791,2.68164,-4.44934,NA,-31.139,NA,NA,NA,NA,NA,NA
134405,1.42255,1.96592,-5,NA,-19.978,NA,NA,NA,NA,NA,NA
134798,2.20053,2.18132,-4.84634,NA,-19.712,NA,NA,NA,NA,NA,NA
134944,2.01902,1.73017,-3.91316,NA,NA,-10.761,NA,NA,NA,NA,NA
135179,1.12735,2.49788,-5,NA,-38.215,NA,NA,NA,NA,NA,NA
135312,1.57622,1.83061,-4.26192,NA,-3.349,NA,NA,NA,NA,NA,NA
135450,1.34085,2.05633,-4.31109,NA,NA,NA,NA,NA,-25.35,NA,NA
135712,1.83158,2.07313,-4.90886,NA,NA,-17.66,NA,NA,NA,NA,NA
135828,2.1998,2.2011,-4.78723,NA,-18.92,NA,NA,NA,NA,NA,NA
136011,2.82221,1.55883,-4.12093,NA,NA,NA,NA,NA,-44.236,NA,NA
136357,2.6862,1.67765,-4.78606,NA,-27.632,NA,NA,NA,NA,NA,NA
136594,2.40421,1.91098,-4.42337,NA,NA,-15.926,NA,NA,NA,NA,NA
136627,2.02293,2.16873,-4.63043,NA,NA,NA,-19.701,NA,NA,NA,NA
136947,2.10107,1.5907,-5,NA,-16.923,NA,NA,NA,NA,NA,NA
137139,2.10202,2.38059,-4.59949,NA,NA,NA,NA,NA,NA,-30.951,NA
137306,2.23233,1.89945,-4.18923,NA,NA,-14.212,NA,NA,NA,NA,NA
137545,1.78873,1.37511,-4.94149,NA,NA,-24.36,NA,NA,NA,NA,NA
137743,2.01939,2.18473,-5,NA,NA,-25.842,NA,NA,NA,NA,NA
137871,1.65175,1.49768,-5,NA,NA,NA,-19.069,NA,NA,NA,NA
138021,2.08954,1.77873,-4.42891,NA,NA,-8.025,NA,NA,NA,NA,NA
138341,1.85793,1.57995,-5,NA,NA,NA,-23.508,NA,NA,NA,NA
138534,1.76244,1.09301,-4.8716,NA,NA,NA,-25.729,NA,NA,NA,NA
138618,1.15021,2.55772,-5,NA,-39.799,NA,NA,NA,NA,NA,NA
138919,1.84813,1.66738,-5,NA,NA,NA,-19.927,NA,NA,NA,NA
139174,2.15171,1.51933,-4.2611,NA,-5.326,NA,NA,NA,NA,NA,NA
139222,1.89067,1.68082,-4.99781,NA,-15.053,NA,NA,NA,NA,NA,NA
139585,1.94487,1.69044,-4.4807,NA,NA,NA,-7.611,NA,NA,NA,NA
139629,2.29588,1.84913,-4.35172,NA,NA,NA,-11.77,NA,NA,NA,NA
139902,2.82949,1.43034,-4.5977,NA,-33.042,NA,NA,NA,NA,NA,NA
140031,2.36501,1.62232,-4.54278,NA,-13.448,NA,NA,NA,NA,NA,NA
140298,2.55966,1.34778,-4.40813,NA,NA,NA,NA,NA,NA,-37.699,NA
140466,1.83464,0.910685,-4.22639,NA,-23.827,NA,NA,NA,NA,NA,NA
140654,1.87701,1.82117,-4.1923,NA,-2.949,NA,NA,NA,NA,NA,NA
140829,1.79766,1.21838,-3.84627,NA,-15.373,NA,NA,NA,NA,NA,NA
141089,1.75591,2.18711,-4.16789,NA,NA,-14.187,NA,NA,NA,NA,NA
141280,2.02962,1.92552,-5,NA,NA,-18.62,NA,NA,NA,NA,NA
141428,2.70543,1.62632,-4.00527,NA,-26.902,NA,NA,NA,NA,NA,NA
141721,2.34116,1.78209,-4.14714,NA,-11.445,NA,NA,NA,NA,NA,NA
141992,2.21335,1.27767,-5,NA,NA,NA,-27.421,NA,NA,NA,NA
142082,2.1444,2.05377,-5,NA,-20.949,NA,NA,NA,NA,NA,NA
142310,1.92861,1.74137,-4.90275,NA,-11.37,NA,NA,NA,NA,NA,NA
142485,1.37131,1.71093,-5,NA,NA,-23.913,NA,NA,NA,NA,NA
142770,2.41275,1.76401,-4.26101,NA,-13.155,NA,NA,NA,NA,NA,NA
142875,2.18259,2.13777,-3.84508,NA,NA,NA,-29.05,NA,NA,NA,NA
143124,1.53366,0.926336,-4.31711,NA,-26.078,NA,NA,NA,NA,NA,NA
143373,1.49421,1.55043,-4.09731,NA,NA,-8.666,NA,NA,NA,NA,NA
143560,1.26197,1.63532,-4.51047,NA,-10.442,NA,NA,NA,NA,NA,NA
143602,1.51236,1.84564,-5,NA,NA,NA,-19.444,NA,NA,NA,NA
143990,2.15718,1.98234,-3.94415,NA,NA,NA,-18.083,NA,NA,NA,NA
144135,2.04102,1.78552,-4.51768,NA,NA,NA,-7.203,NA,NA,NA,NA
144309,1.92998,2.59557,-5,NA,NA,NA,NA,NA,NA,-48.613,NA
144409,0.838085,2.54614,-3.95124,NA,NA,-47.293,NA,NA,NA,NA,NA
144677,1.18562,2.10166,-4.89653,NA,-24.847,NA,NA,NA,NA,NA,NA
144991,1.30821,1.8789,-4.57602,NA,NA,-16.25,NA,NA,NA,NA,NA
145073,1.60719,1.21171,-3.99531,NA,-11.362,NA,NA,NA,NA,NA,NA
145235,2.04456,1.90494,-4.89837,NA,-14.748,NA,NA,NA,NA,NA,NA
145467,1.63822,1.65693,-5,NA,NA,-17.556,NA,NA,NA,NA,NA
145619,1.87407,1.43345,-5,NA,NA,NA,NA,NA,NA,-35.631,NA
145843,1.52581,1.61884,-4.40242,NA,NA,NA,-4.73,NA,NA,NA,NA
146143,2.25329,1.42753,-3.57751,NA,NA,NA,-33.039,NA,NA,NA,NA
146311,2.34202,1.47123,-4.58866,NA,NA,NA,-24.343,NA,NA,NA,NA
146486,2.42987,1.96757,-4.46964,NA,-15.748,NA,NA,NA,NA,NA,NA
146688,1.87323,1.24206,-3.91675,NA,-12.114,NA,NA,NA,NA,NA,NA
146899,1.66744,1.7889,-3.95628,NA,NA,-14.555,NA,NA,NA,NA,NA
147190,2.2596,2.0315,-5,NA,NA,NA,-23.768,NA,NA,NA,NA
147224,2.69185,1.76984,-5,NA,-32.964,NA,NA,NA,NA,NA,NA
147479,1.83585,1.69777,-4.67958,NA,NA,NA,-12.987,NA,NA,NA,NA
147791,2.10104,1.65909,-5,NA,NA,-17.836,NA,NA,NA,NA,NA
147929,1.51278,1.82329,-4.53013,NA,-5.323,NA,NA,NA,NA,NA,NA
148081,1.24524,1.45321,-4.98005,NA,NA,NA,-37.828,NA,NA,NA,NA
148386,1.68914,1.35825,-5,NA,-19.371,NA,NA,NA,NA,NA,NA
148420,2.27965,1.32347,-4.93569,NA,-21.834,NA,NA,NA,NA,NA,NA
148630,1.79922,1.64424,-5,NA,NA,NA,-23.706,NA,NA,NA,NA
148811,1.83859,2.40221,-4.13753,NA,NA,NA,-20.278,NA,NA,NA,NA
149087,1.81812,1.57871,-5,NA,NA,NA,-23.132,NA,NA,NA,NA
149400,2.21698,1.99175,-4.21844,NA,-10.997,NA,NA,NA,NA,NA,NA
149569,1.55095,2.41602,-4.53913,NA,NA,NA,NA,NA,NA,-31.404,NA
149774,1.82409,1.85776,-4.26125,NA,NA,NA,NA,NA,NA,-27.978,NA
149927,1.15487,1.50209,-4.20208,NA,NA,NA,-26.137,NA,NA,NA,NA
150112,2.13201,0.650943,-4.53073,NA,-48.064,NA,NA,NA,NA,NA,NA
150304,2.21941,1.24575,-4.69413,NA,NA,-17.193,NA,NA,NA,NA,NA
150515,2.10581,1.3712,-3.77697,NA,NA,NA,-17.95,NA,NA,NA,NA
150772,2.09426,1.40629,-4.65335,NA,NA,-17.541,NA,NA,NA,NA,NA
150868,2.18871,1.63905,-5,NA,NA,-26.507,NA,NA,NA,NA,NA
151186,2.04102,0.874319,-4.31398,NA,-27.563,NA,NA,NA,NA,NA,NA
151368,1.81154,1.21006,-4.68203,NA,NA,NA,-18.21,NA,NA,NA,NA
151575,2.12218,1.65495,-4.92806,NA,NA,-20.071,NA,NA,NA,NA,NA
151620,2.62549,1.53504,-4.47937,NA,NA,-28.312,NA,NA,NA,NA,NA
151842,1.28266,1.60891,-5,NA,-22.686,NA,NA,NA,NA,NA,NA
152131,2.14758,1.89517,-4.26047,NA,NA,NA,NA,NA,NA,-26.208,NA
152350,2.07181,1.29587,-4.63618,NA,NA,-13.375,NA,NA,NA,NA,NA
152570,2.24608,1.42288,-5,NA,-21.651,NA,NA,NA,NA,NA,NA
152788,1.36699,1.73418,-5,NA,NA,NA,-22.864,NA,NA,NA,NA
152861,1.17174,2.24515,-5,NA,NA,NA,-34.941,NA,NA,NA,NA
153153,1.91161,1.95664,-4.72414,NA,NA,NA,-13.378,NA,NA,NA,NA
153320,2.07561,1.96983,-4.56955,NA,NA,NA,-12.529,NA,NA,NA,NA
153588,1.63212,1.19577,-4.32314,NA,NA,NA,-12.046,NA,NA,NA,NA
153710,1.51754,1.27268,-5,NA,-25.521,NA,NA,NA,NA,NA,NA
153829,2.38994,1.91129,-4.48164,NA,NA,-16.403,NA,NA,NA,NA,NA
154111,2.09928,1.45738,-4.48146,NA,NA,-19.104,NA,NA,NA,NA,NA
154353,2.26366,1.5554,-4.60811,NA,NA,-21.587,NA,NA,NA,NA,NA
154505,1.7337,1.48447,-4.91174,NA,-12.633,NA,NA,NA,NA,NA,NA
154777,2.08279,1.59295,-4.72953,NA,-9.312,NA,NA,NA,NA,NA,NA
154940,1.63304,1.92022,-4.37471,NA,NA,-8.538,NA,NA,NA,NA,NA
155006,1.12302,1.7014,-4.33541,NA,NA,-20.385,NA,NA,NA,NA,NA
155376,1.25001,2.10957,-4.83212,NA,-20.32,NA,NA,NA,NA,NA,NA
155546,2.46058,1.85148,-4.57465,NA,-16.194,NA,NA,NA,NA,NA,NA
155718,1.86022,2.17211,-4.54772,NA,NA,NA,NA,NA,-29.684,NA,NA
155878,1.3007,2.58539,-4.38899,NA,-27.727,NA,NA,NA,NA,NA,NA
156154,1.5241,1.68034,-5,NA,NA,NA,NA,-51.607,NA,NA,NA
156303,1.81494,1.14419,-4.85609,NA,-19.427,NA,NA,NA,NA,NA,NA
156548,2.0334,1.64616,-5,NA,-16.437,NA,NA,NA,NA,NA,NA
156773,2.01829,1.52153,-5,NA,NA,NA,-22.673,NA,NA,NA,NA
156803,1.7323,1.58323,-4.61428,NA,-4.273,NA,NA,NA,NA,NA,NA
157022,2.53267,1.27078,-4.32524,NA,-22.653,NA,NA,NA,NA,NA,NA
157337,1.43178,2.1898,-4.28768,NA,NA,NA,-14.937,NA,NA,NA,NA
157586,1.66841,1.1157,-5,NA,-28.21,NA,NA,NA,NA,NA,NA
157790,1.71517,2.29865,-4.51674,NA,NA,-14.811,NA,NA,NA,NA,NA
157821,1.16938,1.68057,-4.84748,NA,NA,-21.396,NA,NA,NA,NA,NA
158008,1.44336,1.93553,-5,NA,NA,-20.965,NA,NA,NA,NA,NA
158242,1.4805,1.60351,-4.15305,NA,-4.061,NA,NA,NA,NA,NA,NA
158463,1.85182,1.27023,-4.12154,NA,-6.234,NA,NA,NA,NA,NA,NA
158763,2.26624,1.54992,-4.39369,NA,-8.884,NA,NA,NA,NA,NA,NA
158898,1.43138,1.33231,-4.35039,NA,NA,-20.431,NA,NA,NA,NA,NA
159009,0.80355,2.02082,-4.53879,NA,-31.749,NA,NA,NA,NA,NA,NA
159366,1.83373,1.2506,-4.1401,NA,NA,NA,-12.968,NA,NA,NA,NA
159516,1.94321,1.88174,-3.85914,NA,NA,NA,-12.121,NA,NA,NA,NA
159769,2.4326,1.57094,-4.42013,NA,NA,NA,-26.925,NA,NA,NA,NA
159824,1.2428,1.47471,-5,NA,NA,NA,-30.287,NA,NA,NA,NA
160024,1.91121,2.03438,-4.87525,NA,-13.879,NA,NA,NA,NA,NA,NA
160242,1.35166,1.04613,-5,NA,-39.318,NA,NA,NA,NA,NA,NA
160514,1.90469,1.6154,-5,NA,-16.186,NA,NA,NA,NA,NA,NA
160656,2.08047,2.02168,-4.78472,NA,NA,NA,-14.324,NA,NA,NA,NA
160869,2.0116,1.7615,-4.5595,NA,NA,NA,-9.228,NA,NA,NA,NA
161069,1.93166,1.46318,-5,NA,-16.325,NA,NA,NA,NA,NA,NA
161261,1.21773,2.5635,-5,NA,NA,NA,-46.099,NA,NA,NA,NA
161420,1.58268,1.92459,-5,NA,NA,NA,-19.614,NA,NA,NA,NA
161722,2.05655,1.69993,-4.98851,NA,NA,NA,NA,NA,NA,-34.146,NA
161829,1.34848,1.94188,-4.65744,NA,-12.4,NA,NA,NA,NA,NA,NA
162060,2.05369,1.53276,-3.80714,NA,-12.379,NA,NA,NA,NA,NA,NA
162371,1.36243,2.2712,-4.38916,NA,-16.642,NA,NA,NA,NA,NA,NA
162464,1.36582,1.99897,-4.88273,NA,NA,NA,-20.901,NA,NA,NA,NA
162706,1.62427,1.02959,-4.90043,NA,-28.852,NA,NA,NA,NA,NA,NA
162963,1.89277,1.87657,-5,NA,-15.44,NA,NA,NA,NA,NA,NA
163171,1.75621,1.65217,-4.48761,NA,-1.227,NA,NA,NA,NA,NA,NA
163259,1.92235,2.10142,-4.71242,NA,NA,NA,-16.243,NA,NA,NA,NA
163449,1.78009,1.85282,-5,NA,NA,NA,-17.015,NA,NA,NA,NA
163669,1.70358,1.68553,-4.60248,NA,NA,NA,-7.999,NA,NA,NA,NA
163853,1.57129,2.19571,-4.95348,NA,NA,NA,-26.912,NA,NA,NA,NA
164062,1.25135,1.30378,-5,NA,-29.263,NA,NA,NA,NA,NA,NA
164214,1.79122,1.16401,-5,NA,-26.742,NA,NA,NA,NA,NA,NA
164464,1.87865,1.00388,-5,NA,-34.638,NA,NA,NA,NA,NA,NA
164794,0.974458,1.80124,-3.9637,NA,-25.568,NA,NA,NA,NA,NA,NA
164877,1.4257,1.49752,-4.36247,NA,NA,NA,-22.152,NA,NA,NA,NA
165008,1.64716,1.90032,-5,NA,-16.475,NA,NA,NA,NA,NA,NA
165316,2.10574,1.9225,-5,NA,-18.141,NA,NA,NA,NA,NA,NA
165475,2.10154,2.39705,-4.90338,NA,-25.598,NA,NA,NA,NA,NA,NA
165776,1.45484,1.0661,-4.58574,NA,-21.89,NA,NA,NA,NA,NA,NA
165949,2.0381,1.18993,-4.62795,NA,NA,NA,NA,NA,NA,-31.116,NA
166047,1.72121,2.239,-3.71496,NA,-21.62,NA,NA,NA,NA,NA,NA
166349,1.91654,2.17763,-4.1886,NA,-10.422,NA,NA,NA,NA,NA,NA
166580,1.88982,1.24901,-3.86964,NA,-15.454,NA,NA,NA,NA,NA,NA
166679,2.43649,1.50609,-4.57177,NA,NA,-21.546,NA,NA,NA,NA,NA
166891,1.24635,1.6116,-5,NA,NA,NA,-33.009,NA,NA,NA,NA
167061,1.93187,1.99149,-4.80408,NA,NA,-13.355,NA,NA,NA,NA,NA
167392,1.59266,2.00121,-5,NA,-17.846,NA,NA,NA,NA,NA,NA
167418,1.56923,1.44635,-5,NA,NA,-19.711,NA,NA,NA,NA,NA
167746,1.81676,1.78647,-5,NA,-15.763,NA,NA,NA,NA,NA,NA
167921,1.9846,2.35569,-4.2716,NA,NA,NA,-22.026,NA,NA,NA,NA
168083,2.0505,2.53039,-4.17908,NA,-24.089,NA,NA,NA,NA,NA,NA
168287,1.61611,2.16036,-5,NA,-20.564,NA,NA,NA,NA,NA,NA
168492,1.8707,1.65794,-4.27374,NA,-0.694,NA,NA,NA,NA,NA,NA
168609,1.43725,1.45807,-5,NA,-22.987,NA,NA,NA,NA,NA,NA
168833,1.86397,2.12891,-5,NA,NA,NA,-22.958,NA,NA,NA,NA
169043,2.05361,2.1194,-5,NA,-20.175,NA,NA,NA,NA,NA,NA
169304,2.48559,2.44018,-5,NA,NA,NA,NA,NA,NA,-58.318,NA
169465,2.18283,1.36914,-5,NA,NA,-21.738,NA,NA,NA,NA,NA
169733,2.51146,1.50196,-5,NA,-28.686,NA,NA,NA,NA,NA,NA
169835,1.82395,1.51959,-5,NA,NA,NA,-17.596,NA,NA,NA,NA
170103,0.285849,1.34435,-3.89246,NA,NA,NA,NA,NA,-88.44,NA,NA
170342,2.27213,2.26179,-4.65909,NA,-19.19,NA,NA,NA,NA,NA,NA
170587,1.94247,2.58785,-5,NA,-33.438,NA,NA,NA,NA,NA,NA
170642,1.54891,1.70777,-5,NA,-17.165,NA,NA,NA,NA,NA,NA
170977,1.85653,0.847728,-3.67133,NA,-44.311,NA,NA,NA,NA,NA,NA
171067,2.49975,1.95771,-4.20569,NA,NA,NA,NA,NA,-33.442,NA,NA
171250,2.09766,2.77658,-4.43323,NA,NA,NA,NA,NA,-49.593,NA,NA
171550,2.00802,1.64403,-5,NA,NA,NA,-22.958,NA,NA,NA,NA
171671,1.88314,1.39378,-4.46242,NA,NA,-16.404,NA,NA,NA,NA,NA
171957,1.35071,1.84826,-5,NA,-20.544,NA,NA,NA,NA,NA,NA
172064,1.81279,1.7824,-4.75352,NA,-7.464,NA,NA,NA,NA,NA,NA
172202,1.82857,2.00796,-5,NA,-16.728,NA,NA,NA,NA,NA,NA
172490,1.71216,2.056,-5,NA,-18.7,NA,NA,NA,NA,NA,NA
172635,1.53907,1.65496,-5,NA,NA,-24.332,NA,NA,NA,NA,NA
172802,1.20324,1.45772,-3.98309,NA,NA,-23.709,NA,NA,NA,NA,NA
173072,2.63205,0.804994,-3.95316,NA,NA,-55.381,NA,NA,NA,NA,NA
173352,2.00842,1.44225,-4.99591,NA,NA,NA,-21.857,NA,NA,NA,NA
173420,1.13577,1.41098,-4.91944,NA,NA,-29.177,NA,NA,NA,NA,NA
173677,2.24064,1.82023,-4.87803,NA,NA,NA,NA,NA,-27.961,NA,NA
173989,1.66724,1.34438,-4.1746,NA,NA,NA,-18.3,NA,NA,NA,NA
174169,1.93776,1.43169,-5,NA,NA,NA,NA,NA,NA,-32.781,NA
174245,2.20469,2.07979,-5,NA,-22.882,NA,NA,NA,NA,NA,NA
174402,1.95178,2.2495,-4.29579,NA,NA,-19.413,NA,NA,NA,NA,NA
174686,2.20038,2.05311,-5,NA,NA,-29.521,NA,NA,NA,NA,NA
174904,1.86705,2.03691,-5,NA,-17.411,NA,NA,NA,NA,NA,NA
175124,1.49592,2.50871,-4.60569,NA,-23.612,NA,NA,NA,NA,NA,NA
175386,1.54494,2.3682,-4.6527,NA,-18.246,NA,NA,NA,NA,NA,NA
175549,2.223,1.56311,-5,NA,NA,-20.786,NA,NA,NA,NA,NA
175770,1.28359,1.85745,-5,NA,-23.009,NA,NA,NA,NA,NA,NA
175960,1.24235,1.90519,-5,NA,NA,NA,-24.944,NA,NA,NA,NA
176035,1.89911,1.64711,-5,NA,NA,NA,-25.461,NA,NA,NA,NA
176369,1.72206,1.92034,-4.53933,NA,-5.102,NA,NA,NA,NA,NA,NA
176435,1.57277,1.67868,-4.57759,NA,-3.918,NA,NA,NA,NA,NA,NA
176635,2.16908,2.25211,-5,NA,-24.257,NA,NA,NA,NA,NA,NA
176855,1.50743,2.59382,-4.9745,NA,-34.597,NA,NA,NA,NA,NA,NA
177015,1.71782,1.64653,-5,NA,-16.782,NA,NA,NA,NA,NA,NA
177341,2.39983,1.32922,-4.97043,NA,-27.67,NA,NA,NA,NA,NA,NA
177506,1.97177,1.69182,-4.90148,NA,NA,-14.993,NA,NA,NA,NA,NA
177619,1.48085,2.43622,-4.5424,NA,NA,NA,NA,NA,-41.25,NA,NA
177832,1.33642,2.40752,-4.49033,NA,NA,NA,-27.918,NA,NA,NA,NA
178036,1.39742,1.70439,-4.41342,NA,NA,-13.317,NA,NA,NA,NA,NA
178252,1.94124,1.92468,-3.62871,NA,-17.578,NA,NA,NA,NA,NA,NA
178421,2.07645,1.2593,-4.80675,NA,NA,-22.391,NA,NA,NA,NA,NA
178695,1.87172,1.24481,-3.34358,NA,-39.919,NA,NA,NA,NA,NA,NA
178902,1.89273,1.28066,-4.29992,NA,-4.641,NA,NA,NA,NA,NA,NA
179076,1.24776,1.82238,-3.98218,NA,-14.809,NA,NA,NA,NA,NA,NA
179230,1.93569,2.25139,-4.42709,NA,NA,-21.66,NA,NA,NA,NA,NA
179420,2.50671,1.61704,-4.87526,NA,-23.761,NA,NA,NA,NA,NA,NA
179647,2.18638,1.73387,-4.39469,NA,NA,-14.867,NA,NA,NA,NA,NA
179862,2.90999,1.54313,-3.63559,NA,-48.884,NA,NA,NA,NA,NA,NA
180005,2.24917,1.90314,-4.58397,NA,-11.614,NA,NA,NA,NA,NA,NA
180201,1.90352,2.53455,-5,NA,-30.672,NA,NA,NA,NA,NA,NA
180535,2.38664,1.70185,-5,NA,NA,NA,-25.006,NA,NA,NA,NA
180767,1.52417,2.34878,-5,NA,-26.374,NA,NA,NA,NA,NA,NA
180814,1.83886,1.45765,-5,NA,NA,NA,-21.319,NA,NA,NA,NA
181151,1.27562,1.61105,-4.7873,NA,-15.714,NA,NA,NA,NA,NA,NA
181202,1.28075,1.87533,-4.54134,NA,-11.326,NA,NA,NA,NA,NA,NA
181470,1.32604,1.99982,-4.34646,NA,-11.388,NA,NA,NA,NA,NA,NA
181629,1.32172,1.30433,-4.12717,NA,-13.241,NA,NA,NA,NA,NA,NA
181917,1.50396,1.01016,-4.50768,NA,-22.548,NA,NA,NA,NA,NA,NA
182057,1.32907,1.98158,-4.6607,NA,NA,NA,-14.705,NA,NA,NA,NA
182372,2.17002,1.64291,-5,NA,-17.649,NA,NA,NA,NA,NA,NA
182459,1.40843,1.3337,-3.9403,NA,NA,-19.584,NA,NA,NA,NA,NA
182625,1.86595,1.92867,-4.76765,NA,-9.398,NA,NA,NA,NA,NA,NA
182912,1.54236,1.40662,-4.58147,NA,-6.223,NA,NA,NA,NA,NA,NA
183181,1.70287,1.19201,-4.19458,NA,-8.072,NA,NA,NA,NA,NA,NA
183274,1.85454,1.18394,-3.79232,NA,-19.395,NA,NA,NA,NA,NA,NA
183506,1.77492,1.62066,-4.73532,NA,NA,NA,-9.579,NA,NA,NA,NA
183699,1.5128,1.78593,-4.82466,NA,-11.496,NA,NA,NA,NA,NA,NA
183986,1.07701,1.88979,-4.9969,NA,NA,NA,-36.016,NA,NA,NA,NA
184004,1.80883,1.4618,-5,NA,NA,-18.688,NA,NA,NA,NA,NA
184298,1.81243,2.47738,-4.47099,NA,-19.111,NA,NA,NA,NA,NA,NA
184573,1.36807,2.03972,-5,NA,NA,-26.785,NA,NA,NA,NA,NA
184669,2.4331,1.96631,-4.26307,NA,NA,-19.407,NA,NA,NA,NA,NA
184943,2.02353,1.53705,-4.27718,NA,-3.969,NA,NA,NA,NA,NA,NA
185154,2.01307,1.16019,-4.27504,NA,-11.124,NA,NA,NA,NA,NA,NA
185266,1.64549,2.22661,-4.10304,NA,NA,NA,-14.191,NA,NA,NA,NA
185552,1.67041,1.20342,-4.15203,NA,NA,-15.482,NA,NA,NA,NA,NA
185616,1.04496,2.18641,-4.40913,NA,NA,NA,-25.992,NA,NA,NA,NA
185938,1.68519,1.90038,-4.84102,NA,-10.96,NA,NA,NA,NA,NA,NA
186147,1.71715,1.65072,-5,NA,-16.187,NA,NA,NA,NA,NA,NA
186346,1.04599,1.47516,-4.28133,NA,-22.507,NA,NA,NA,NA,NA,NA
186417,1.8669,1.54834,-4.64643,NA,NA,NA,NA,NA,NA,-22.283,NA
186633,1.12779,2.32671,-4.91165,NA,NA,-32.078,NA,NA,NA,NA,NA
186945,2.22536,2.29344,-4.85869,NA,-23.578,NA,NA,NA,NA,NA,NA
187152,1.79439,1.64276,-3.72858,NA,NA,-13.365,NA,NA,NA,NA,NA
187263,1.80025,1.95576,-5,NA,-16.866,NA,NA,NA,NA,NA,NA
187437,1.72372,1.82387,-5,NA,NA,-18.49,NA,NA,NA,NA,NA
187770,1.83671,1.83138,-5,NA,-15.503,NA,NA,NA,NA,NA,NA
187842,1.5171,2.61994,-4.48615,NA,NA,-32.632,NA,NA,NA,NA,NA
188197,2.1141,1.33175,-4.18817,NA,NA,-13.908,NA,NA,NA,NA,NA
188278,2.46012,1.74379,-5,NA,NA,NA,-27.058,NA,NA,NA,NA
188576,1.29791,1.51341,-4.17132,NA,NA,NA,-12.847,NA,NA,NA,NA
188673,2.39236,2.19377,-4.81962,NA,-23.843,NA,NA,NA,NA,NA,NA
188976,1.5052,1.12698,-5,NA,NA,-31.633,NA,NA,NA,NA,NA
189122,1.55327,1.41971,-4.65124,NA,NA,-10.55,NA,NA,NA,NA,NA
189382,1.18713,1.79013,-4.96453,NA,NA,NA,NA,NA,-37.813,NA,NA
