id,x0,x1,x2,fitness-2.5,fitness-2,fitness-1.5,fitness-3.5,fitness-3,fitness-4,fitness-1,fitness-0.5,fitness0,fitness-5,fitness-4.5,fitness0.5,fitness1
93625,2.54491,4.34464,-4.61466,NA,NA,NA,NA,NA,NA,NA,NA,NA,-297.147,NA,NA,NA
93909,2.8162,5,-5,NA,NA,NA,-283.973,NA,NA,NA,NA,NA,NA,NA,NA,NA
94106,2.25647,5,-5,NA,NA,NA,NA,NA,-295.158,NA,NA,NA,NA,NA,NA,NA
94338,1.28235,3.50564,-5,NA,-90.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94487,1.50077,2.97247,-5,-51.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94623,0.896184,2.42785,-5,NA,NA,NA,NA,NA,-83.132,NA,NA,NA,NA,NA,NA,NA
94863,1.91004,2.69087,-5,NA,NA,NA,-64.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
95177,0.784636,2.37381,-5,NA,NA,NA,NA,NA,-77.722,NA,NA,NA,NA,NA,NA,NA
95258,1.50876,2.05996,-3.93978,NA,NA,NA,NA,-13.805,NA,NA,NA,NA,NA,NA,NA,NA
95415,1.24708,1.45432,-5,NA,NA,-47.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95780,1.63964,1.07393,-5,-34.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95880,0.793011,1.50798,-5,NA,NA,NA,NA,NA,-80.202,NA,NA,NA,NA,NA,NA,NA
96019,1.93668,1.68758,-5,NA,NA,NA,NA,-26.127,NA,NA,NA,NA,NA,NA,NA,NA
96325,3.52304,-0.140863,-5,NA,NA,NA,NA,-192.559,NA,NA,NA,NA,NA,NA,NA,NA
96541,2.46516,0.571378,-5,NA,NA,NA,-82.992,NA,NA,NA,NA,NA,NA,NA,NA,NA
96775,2.53916,0.637641,-4.36968,NA,NA,NA,NA,NA,-93.054,NA,NA,NA,NA,NA,NA,NA
96855,1.99448,1.69295,-5,NA,NA,NA,-43.767,NA,NA,NA,NA,NA,NA,NA,NA,NA
97036,2.71022,0.696445,-4.84579,NA,NA,NA,NA,NA,NA,NA,NA,NA,-180.449,NA,NA,NA
97327,2.18869,0.710112,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-170.906,NA,NA,NA
97421,2.51448,0.863007,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.013,NA,NA
97795,2.07876,1.02773,-5,NA,NA,NA,NA,NA,-62.647,NA,NA,NA,NA,NA,NA,NA
97841,2.29249,1.69672,-5,-20.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98066,3.65795,1.3784,-4.57685,-83.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98307,3.16197,0.531483,-5,-100.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98485,3.51436,1.30441,-5,NA,NA,NA,NA,-85.47,NA,NA,NA,NA,NA,NA,NA,NA
98709,4.39204,2.42083,-5,NA,-168.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98809,3.17049,1.87921,-5,NA,NA,NA,NA,NA,NA,-90.872,NA,NA,NA,NA,NA,NA
99158,2.30684,1.27164,-5,NA,NA,NA,NA,NA,NA,-80.136,NA,NA,NA,NA,NA,NA
99285,1.83794,0.591984,-4.97848,-72.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99519,2.25991,0.466034,-4.15233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.642,NA,NA
99642,0.302035,0.304685,-2.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,-305.692,NA,NA,NA
99945,1.26722,1.49096,-4.45142,NA,NA,NA,NA,NA,NA,NA,NA,NA,-131.334,NA,NA,NA
100082,1.04499,1.24415,-4.29678,NA,NA,NA,-45.014,NA,NA,NA,NA,NA,NA,NA,NA,NA
100309,2.09918,1.48297,-4.80525,-11.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100401,1.66226,1.28919,-5,-20.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100781,3.67732,1.08643,-4.53466,NA,NA,-104.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100914,3.83464,0.162551,-4.21375,-160.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101132,2.82477,0.288421,-2.56146,NA,NA,NA,NA,-187.136,NA,NA,NA,NA,NA,NA,NA,NA
101312,2.55084,1.25884,-3.03273,-70.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101508,1.14358,0.975247,-3.68216,NA,NA,-80.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101667,1.04853,0.477538,-3.7217,NA,NA,NA,NA,-117.228,NA,NA,NA,NA,NA,NA,NA,NA
101938,2.23372,1.69063,-4.39287,NA,NA,NA,NA,NA,NA,NA,NA,NA,-126.578,NA,NA,NA
102026,1.79147,1.80879,-3.66689,NA,NA,NA,NA,NA,-68.069,NA,NA,NA,NA,NA,NA,NA
102279,4.13797,2.01053,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-258.913,NA,NA,NA
102508,3.89891,1.06236,-4.78207,NA,NA,NA,NA,NA,NA,NA,NA,NA,-234.577,NA,NA,NA
102638,2.43445,1.07846,-4.38986,NA,NA,NA,NA,NA,NA,NA,NA,NA,-152.377,NA,NA,NA
102925,3.57385,1.38596,-4.21757,NA,NA,NA,NA,NA,NA,NA,NA,NA,-211.169,NA,NA,NA
103185,4.00008,1.27994,-4.49683,NA,NA,NA,NA,NA,NA,NA,NA,NA,-242.987,NA,NA,NA
103332,3.5145,1.91234,-5,NA,NA,NA,NA,NA,-126.317,NA,NA,NA,NA,NA,NA,NA
103424,2.94445,0.578074,-4.32156,NA,NA,NA,NA,NA,-130.391,NA,NA,NA,NA,NA,NA,NA
103668,2.74072,2.22589,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-166.713,NA,NA,NA
103880,2.31751,2.905,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-175.153,NA,NA,NA
104007,3.19554,3.73381,-5,NA,NA,NA,-171.008,NA,NA,NA,NA,NA,NA,NA,NA,NA
104337,2.04348,3.87416,-4.48464,NA,NA,NA,NA,NA,-171.048,NA,NA,NA,NA,NA,NA,NA
104434,1.41423,3.00645,-5,NA,NA,NA,-78.991,NA,NA,NA,NA,NA,NA,NA,NA,NA
104611,1.42417,1.62929,-3.99251,NA,NA,NA,NA,-19.356,NA,NA,NA,NA,NA,NA,NA,NA
104907,3.44142,1.83947,-5,NA,NA,NA,-96.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
105020,3.14701,2.29456,-5,NA,NA,NA,-90.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
105209,2.40663,1.25102,-4.06119,NA,NA,NA,NA,-21.49,NA,NA,NA,NA,NA,NA,NA,NA
105520,2.89394,2.11472,-3.49343,-57.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105663,1.021,1.66402,-4.06226,NA,NA,-59.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105919,1.0872,1.67023,-3.69845,NA,-41.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106197,2.32628,0.881745,-4.81937,NA,NA,-78.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106210,2.92791,1.74385,-4.20345,-35.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106557,2.68474,0.588815,-4.90764,NA,NA,-93.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106764,2.56944,1.57889,-5,-29.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106953,1.44373,0.359123,-5,NA,-140.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107169,2.16348,0.862215,-5,-43.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107280,1.51561,2.34462,-4.14033,NA,NA,NA,NA,NA,-52.519,NA,NA,NA,NA,NA,NA,NA
107600,1.04974,1.43323,-4.63152,NA,NA,NA,NA,-31.82,NA,NA,NA,NA,NA,NA,NA,NA
107692,0.355646,1.50976,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-139.756,NA,NA
107933,0.0579449,2.2233,-5,NA,NA,NA,NA,NA,-119.719,NA,NA,NA,NA,NA,NA,NA
108166,-0.840959,1.88345,-3.34281,NA,NA,NA,NA,-192.755,NA,NA,NA,NA,NA,NA,NA,NA
108269,-0.172468,1.9126,-3.98971,NA,NA,NA,NA,-95.751,NA,NA,NA,NA,NA,NA,NA,NA
108571,-0.97351,1.97863,-4.44743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-234.593,NA,NA
108640,0.057425,2.6379,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-218.874,NA,NA,NA
108867,0.207624,2.24872,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-166.581,NA,NA
109160,-0.275872,1.81287,-4.49616,NA,NA,NA,NA,NA,-152.611,NA,NA,NA,NA,NA,NA,NA
109296,1.97645,1.65079,-4.36951,NA,NA,NA,-37.094,NA,NA,NA,NA,NA,NA,NA,NA,NA
109574,1.1826,2.24281,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.512,NA,NA
109762,2.22145,1.97923,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-143.405,NA,NA,NA
109962,3.13483,2.90125,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-211.771,NA,NA,NA
110059,2.34687,3.13317,-4.74044,NA,NA,NA,NA,NA,NA,NA,NA,NA,-171.27,NA,NA,NA
110252,3.33249,2.6648,-3.91415,NA,NA,NA,NA,NA,NA,NA,NA,NA,-234.4,NA,NA,NA
110440,2.91063,2.79397,-5,NA,NA,NA,-86.584,NA,NA,NA,NA,NA,NA,NA,NA,NA
110647,1.73451,3.34622,-5,NA,NA,NA,NA,-82.716,NA,NA,NA,NA,NA,NA,NA,NA
110823,0.283982,2.8892,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-204.802,NA,NA,NA
111142,1.46125,1.96789,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-107.81,NA,NA
111212,1.10549,1.11321,-3.58184,-51.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111505,0.469255,1.73787,-3.29644,NA,NA,NA,NA,NA,-103.214,NA,NA,NA,NA,NA,NA,NA
111738,-0.280671,1.71177,-4.19341,NA,NA,NA,-121.682,NA,NA,NA,NA,NA,NA,NA,NA,NA
111922,0.65092,2.00622,-5,NA,NA,NA,-70.531,NA,NA,NA,NA,NA,NA,NA,NA,NA
112067,1.92674,1.38462,-5,NA,NA,NA,NA,NA,-63.816,NA,NA,NA,NA,NA,NA,NA
112272,1.04704,3.2616,-4.65443,NA,NA,NA,NA,-81.143,NA,NA,NA,NA,NA,NA,NA,NA
112414,0.394543,2.4856,-4.16013,NA,NA,NA,NA,NA,-114.845,NA,NA,NA,NA,NA,NA,NA
112646,1.69759,2.76025,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.379,NA,NA
112976,2.34538,1.91172,-5,NA,NA,NA,NA,-26.915,NA,NA,NA,NA,NA,NA,NA,NA
113168,2.51339,0.812033,-5,NA,NA,NA,-66.471,NA,NA,NA,NA,NA,NA,NA,NA,NA
113318,3.52709,0.718146,-5,NA,NA,NA,NA,-109.395,NA,NA,NA,NA,NA,NA,NA,NA
113464,2.99028,0.442857,-5,NA,-110.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113651,2.79844,1.19132,-5,NA,-49.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113991,-0.0814173,3.3437,-5,-142.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114112,1.01955,2.38153,-5,NA,NA,NA,NA,-44.54,NA,NA,NA,NA,NA,NA,NA,NA
114313,1.20085,2.36168,-3.31091,NA,NA,NA,NA,-50.869,NA,NA,NA,NA,NA,NA,NA,NA
114494,1.13288,1.7525,-3.68515,NA,NA,NA,-41.204,NA,NA,NA,NA,NA,NA,NA,NA,NA
114788,1.46916,0.580391,-4.49446,NA,NA,-96.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114962,1.00154,1.84247,-5,NA,-39.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115106,2.43007,2.63895,-5,NA,NA,-64.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115363,3.93659,3.478,-5,NA,-182.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115480,5,2.59477,-5,NA,NA,NA,NA,NA,NA,-275.216,NA,NA,NA,NA,NA,NA
115793,4.89503,1.65775,-4.82736,NA,NA,NA,NA,NA,NA,NA,NA,-324.523,NA,NA,NA,NA
115905,3.34375,1.63261,-5,NA,NA,NA,NA,NA,NA,NA,NA,-196.696,NA,NA,NA,NA
116085,0.913302,2.50666,-5,NA,NA,NA,NA,NA,NA,-86.995,NA,NA,NA,NA,NA,NA
116320,1.32586,2.62291,-2.94907,NA,NA,NA,NA,-75.901,NA,NA,NA,NA,NA,NA,NA,NA
116483,0.713403,2.29298,-3.58095,NA,NA,NA,-64.596,NA,NA,NA,NA,NA,NA,NA,NA,NA
116637,1.67179,1.634,-4.15032,NA,NA,NA,NA,-7.677,NA,NA,NA,NA,NA,NA,NA,NA
116981,2.95814,2.91661,-4.5918,NA,NA,NA,NA,-78.94,NA,NA,NA,NA,NA,NA,NA,NA
117066,3.24947,2.88551,-5,NA,NA,NA,NA,-100.214,NA,NA,NA,NA,NA,NA,NA,NA
117253,2.08101,1.42079,-3.95875,NA,NA,NA,NA,-11.707,NA,NA,NA,NA,NA,NA,NA,NA
117560,0.674963,0.373017,-3.94445,NA,NA,NA,NA,-154.818,NA,NA,NA,NA,NA,NA,NA,NA
117688,2.04018,0.532499,-4.7799,NA,NA,NA,NA,NA,-103.241,NA,NA,NA,NA,NA,NA,NA
117856,2.92912,0.939852,-4.19538,NA,NA,NA,NA,NA,NA,NA,NA,NA,-178.008,NA,NA,NA
118130,4.0081,1.75121,-4.03342,NA,NA,NA,NA,NA,NA,NA,NA,NA,-264.338,NA,NA,NA
118280,4.18375,1.48206,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-260.264,NA,NA,NA
118506,2.53796,2.20835,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-158.938,NA,NA,NA
118718,1.32119,1.65482,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.961,NA,NA
118905,1.83029,1.38951,-3.89235,NA,NA,NA,NA,-10.427,NA,NA,NA,NA,NA,NA,NA,NA
119147,0.648714,1.77239,-4.68292,NA,NA,NA,NA,NA,NA,NA,NA,NA,-162.478,NA,NA,NA
119378,0.17991,2.52678,-4.95612,NA,NA,NA,NA,NA,-135.066,NA,NA,NA,NA,NA,NA,NA
119460,0.7881,2.14862,-4.28623,NA,NA,NA,NA,-42.779,NA,NA,NA,NA,NA,NA,NA,NA
119717,0.737152,1.34557,-4.28999,NA,-46.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119947,3.25977,-0.616237,-3.79443,NA,NA,NA,NA,-256.763,NA,NA,NA,NA,NA,NA,NA,NA
120150,3.04269,0.512659,-4.54299,NA,NA,NA,NA,NA,NA,-156.409,NA,NA,NA,NA,NA,NA
120304,2.68948,1.28903,-5,NA,NA,NA,NA,NA,NA,NA,-138.986,NA,NA,NA,NA,NA
120534,1.95152,1.93038,-4.85439,NA,NA,-34.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120638,2.64099,3.00538,-4.95505,-65.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120857,1.4075,3.14389,-4.39552,NA,NA,NA,-80.864,NA,NA,NA,NA,NA,NA,NA,NA,NA
121199,1.51952,3.88977,-4.72858,NA,NA,NA,-124.609,NA,NA,NA,NA,NA,NA,NA,NA,NA
121247,0.338049,3.99381,-4.91102,-164.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121433,1.2937,3.88045,-5,NA,NA,-135.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121628,1.88048,3.64142,-5,NA,NA,-111.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121966,1.82256,2.17342,-5,NA,NA,NA,NA,NA,NA,-65.164,NA,NA,NA,NA,NA,NA
122108,1.05254,2.57866,-5,NA,NA,-72.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122384,0.786898,1.82466,-3.82117,NA,NA,-62.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122526,1.32967,1.96378,-4.68033,NA,-17.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122601,1.10143,2.07133,-5,NA,NA,NA,NA,NA,NA,-71.523,NA,NA,NA,NA,NA,NA
122884,1.72139,1.74252,-5,NA,NA,NA,NA,NA,NA,-85.55,NA,NA,NA,NA,NA,NA
123144,1.58813,0.45052,-4.52276,NA,NA,-130.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123286,2.12262,0.993116,-3.73935,NA,NA,NA,NA,NA,NA,-91.726,NA,NA,NA,NA,NA,NA
123425,1.46927,1.58332,-4.59221,NA,NA,NA,NA,NA,NA,-69.4,NA,NA,NA,NA,NA,NA
123705,0.196656,1.82151,-5,NA,NA,-103.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123963,1.89439,1.45845,-4.87911,NA,NA,NA,NA,NA,NA,NA,-101.153,NA,NA,NA,NA,NA
124069,3.95384,1.00277,-4.64811,NA,NA,NA,NA,NA,NA,-163.821,NA,NA,NA,NA,NA,NA
124277,2.98499,1.27083,-4.92123,NA,NA,NA,NA,NA,NA,-105.757,NA,NA,NA,NA,NA,NA
124569,3.279,0.921676,-5,NA,NA,-111.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124738,2.83322,1.95517,-4.91856,NA,-44.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124803,2.76978,3.30917,-5,NA,NA,NA,NA,NA,NA,-137.705,NA,NA,NA,NA,NA,NA
125064,2.46432,1.03871,-5,NA,NA,-55.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125295,1.39576,0.821742,-4.48031,-42.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125404,-0.118009,2.55191,-3.60129,NA,-119.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125639,1.63979,1.32302,-4.11581,NA,NA,NA,NA,NA,-70.592,NA,NA,NA,NA,NA,NA,NA
125868,2.28235,2.93057,-3.93537,NA,NA,NA,NA,NA,NA,NA,NA,NA,-179.895,NA,NA,NA
126024,2.03987,1.28991,-3.82705,NA,NA,NA,-41.935,NA,NA,NA,NA,NA,NA,NA,NA,NA
126347,3.44126,3.31629,-4.58296,NA,-122.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126458,2.91905,1.71228,-2.68595,NA,NA,NA,NA,NA,NA,NA,-190.378,NA,NA,NA,NA,NA
126762,1.27412,2.21304,-4.08634,NA,NA,NA,NA,NA,NA,-75.68,NA,NA,NA,NA,NA,NA
126865,2.0431,4.40138,-5,-169.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127100,1.45912,2.74685,-4.1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100.793,NA,NA
127267,3.42859,2.56929,-4.29705,NA,NA,NA,NA,NA,NA,NA,NA,NA,-196.316,NA,NA,NA
127472,3.12989,2.18021,-4.82466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-130.495,NA,NA
127628,2.16681,2.35226,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-142.182,NA,NA,NA
127835,3.02891,2.20522,-4.43065,NA,NA,NA,-66.833,NA,NA,NA,NA,NA,NA,NA,NA,NA
128020,2.24521,2.76001,-3.90879,-40.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128251,1.97694,1.34301,-3.82162,NA,NA,NA,-44.559,NA,NA,NA,NA,NA,NA,NA,NA,NA
128540,1.85465,1.88042,-3.2365,NA,NA,NA,-60.175,NA,NA,NA,NA,NA,NA,NA,NA,NA
128659,2.37494,1.83679,-2.01433,NA,-186.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128860,1.41513,3.56103,-3.09715,NA,-130.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129035,0.682524,1.6061,-4.23212,NA,NA,NA,NA,-38.342,NA,NA,NA,NA,NA,NA,NA,NA
129390,0.613128,2.07929,-2.88193,NA,NA,NA,NA,NA,-125.326,NA,NA,NA,NA,NA,NA,NA
129489,0.913472,1.91905,-4.78577,NA,NA,NA,NA,NA,-84.107,NA,NA,NA,NA,NA,NA,NA
129610,-0.0511292,2.50875,-4.78195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-182.877,NA,NA
129990,0.588854,2.24317,-4.62823,NA,NA,NA,NA,NA,-93.253,NA,NA,NA,NA,NA,NA,NA
130184,1.08828,2.22056,-4.86848,NA,NA,NA,NA,-35.814,NA,NA,NA,NA,NA,NA,NA,NA
130255,1.82269,1.12626,-4.99914,NA,NA,NA,NA,-35.045,NA,NA,NA,NA,NA,NA,NA,NA
130426,2.1681,1.2367,-5,NA,NA,NA,NA,-32.368,NA,NA,NA,NA,NA,NA,NA,NA
130627,1.7472,1.5441,-5,NA,NA,NA,-38.262,NA,NA,NA,NA,NA,NA,NA,NA,NA
130905,0.388573,2.31883,-5,NA,NA,NA,-80.866,NA,NA,NA,NA,NA,NA,NA,NA,NA
131003,0.246245,1.76054,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153.144,NA,NA
131283,0.728622,2.39523,-5,NA,NA,NA,-65.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
131549,0.702798,2.66433,-4.72866,NA,NA,NA,-74.335,NA,NA,NA,NA,NA,NA,NA,NA,NA
131743,0.466517,1.71609,-3.9938,NA,NA,NA,-69.949,NA,NA,NA,NA,NA,NA,NA,NA,NA
131958,0.548763,0.377758,-4.31024,NA,NA,NA,NA,NA,NA,NA,NA,NA,-243.206,NA,NA,NA
132086,1.51388,0.905736,-3.80751,NA,NA,NA,NA,NA,NA,NA,NA,NA,-162.829,NA,NA,NA
132335,1.76685,2.86748,-3.88878,NA,NA,NA,NA,-44.06,NA,NA,NA,NA,NA,NA,NA,NA
132407,1.99973,2.21287,-4.78027,NA,NA,NA,NA,-22.812,NA,NA,NA,NA,NA,NA,NA,NA
132659,1.58609,2.43851,-4.90667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.078,NA,NA
132923,1.83207,2.36345,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.684,NA,NA,NA
133059,1.94085,2.95942,-5,NA,NA,NA,NA,-55.019,NA,NA,NA,NA,NA,NA,NA,NA
133362,1.75976,2.98643,-5,NA,NA,NA,-76.642,NA,NA,NA,NA,NA,NA,NA,NA,NA
133491,1.71434,1.32403,-5,NA,NA,NA,NA,-32.213,NA,NA,NA,NA,NA,NA,NA,NA
133612,1.13667,0.26801,-5,NA,NA,NA,-148.443,NA,NA,NA,NA,NA,NA,NA,NA,NA
133818,2.77658,2.13958,-4.20747,NA,NA,NA,NA,-39.101,NA,NA,NA,NA,NA,NA,NA,NA
134170,1.14545,3.79863,-3.77889,-115.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134310,1.25545,4.48984,-3.94902,NA,-182.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134454,2.04414,3.59344,-5,NA,NA,-108.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134741,0.567162,2.93163,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-255.143,NA
134836,1.88883,5,-4.02308,-239.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135091,2.18972,5,-4.81642,NA,-245.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135322,2.26444,3.66177,-5,-101.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135547,1.51314,2.25941,-5,NA,NA,NA,NA,NA,-59.76,NA,NA,NA,NA,NA,NA,NA
135677,1.395,2.90671,-5,NA,NA,NA,NA,NA,-82.018,NA,NA,NA,NA,NA,NA,NA
135994,0.486594,3.87834,-4.95027,NA,NA,NA,NA,-154.74,NA,NA,NA,NA,NA,NA,NA,NA
136108,0.888795,2.75289,-5,-55.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136203,0.945716,1.38338,-4.5924,NA,NA,NA,NA,NA,NA,NA,-116.01,NA,NA,NA,NA,NA
136574,1.97179,1.21538,-4.30886,NA,NA,NA,NA,-12.006,NA,NA,NA,NA,NA,NA,NA,NA
136627,2.5958,3.37887,-4.49136,NA,NA,NA,NA,NA,NA,-128.533,NA,NA,NA,NA,NA,NA
136891,1.72045,3.17266,-4.25561,NA,NA,NA,NA,NA,NA,NA,-149.614,NA,NA,NA,NA,NA
137193,1.61129,1.46557,-5,NA,NA,NA,NA,NA,NA,-75.403,NA,NA,NA,NA,NA,NA
137225,1.38255,1.08754,-3.15475,NA,NA,NA,NA,NA,NA,-121.029,NA,NA,NA,NA,NA,NA
137550,1.84314,1.11533,-4.31227,-11.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137716,2.11726,2.26592,-4.72786,NA,NA,NA,NA,-19.897,NA,NA,NA,NA,NA,NA,NA,NA
137879,2.41991,2.23832,-4.95121,NA,-32.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138164,2.29179,2.7205,-5,NA,NA,-60.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138325,2.9573,3.63358,-4.53295,NA,NA,-139.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138595,3.26568,2.59741,-5,NA,-79.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138645,2.71415,2.76467,-5,-57.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138868,2.43735,3.56515,-5,NA,NA,NA,-112.991,NA,NA,NA,NA,NA,NA,NA,NA,NA
139120,2.31049,4.00808,-5,NA,NA,NA,NA,NA,-165.606,NA,NA,NA,NA,NA,NA,NA
139400,2.58216,3.69598,-3.17575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-238.217,NA,NA
139578,2.01524,2.44008,-3.95558,NA,NA,NA,-39.964,NA,NA,NA,NA,NA,NA,NA,NA,NA
139643,1.1969,2.72483,-4.39215,NA,NA,NA,-66.203,NA,NA,NA,NA,NA,NA,NA,NA,NA
139913,2.25536,2.08266,-5,NA,NA,NA,-34.211,NA,NA,NA,NA,NA,NA,NA,NA,NA
140095,2.38774,2.68376,-4.8031,-39.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140377,2.7376,2.53086,-5,NA,NA,NA,-63.123,NA,NA,NA,NA,NA,NA,NA,NA,NA
140410,2.45646,1.29846,-4.93124,NA,NA,NA,NA,NA,-71.733,NA,NA,NA,NA,NA,NA,NA
140792,1.70018,-0.156328,-4.36702,NA,NA,NA,NA,NA,NA,NA,NA,NA,-260.17,NA,NA,NA
