id,x0,x1,x2,fitness-1.5,fitness0,fitness-0.5,fitness1,fitness2.5,fitness5,fitness4.5,fitness4,fitness3.5,fitness3,fitness2,fitness1.5,fitness0.5,fitness-2,fitness-2.5,fitness-1,fitness-3,fitness-3.5,fitness-5,fitness-4,fitness-4.5
65568,-3.23624,1.47287,-0.20473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65740,-1.99787,1.57249,-2.01042,NA,NA,NA,NA,12.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65955,-1.63683,2.3992,-1.53332,NA,NA,NA,NA,NA,NA,163.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66126,-1.9244,1.24507,-0.729195,NA,NA,NA,NA,NA,2401.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66230,-1.59662,-0.0409609,0.292091,NA,NA,NA,NA,NA,2049.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66424,-1.17868,-0.228222,1.27275,NA,NA,NA,NA,NA,NA,NA,243.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66737,-0.738056,-0.642126,2.17759,NA,NA,NA,NA,NA,3991.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66907,-2.10543,0.870376,3.26495,NA,NA,NA,NA,NA,NA,NA,NA,125.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67099,-0.81434,0.861093,4.10883,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67303,-0.429582,2.05093,3.57906,NA,NA,NA,NA,NA,NA,NA,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67521,-0.521827,1.2657,2.07273,NA,NA,NA,NA,NA,56.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67661,-0.657447,-0.269689,2.96356,NA,NA,NA,NA,NA,991.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67958,-0.976799,-0.225438,2.93511,NA,NA,NA,NA,NA,NA,1184.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68160,-0.809734,-0.731703,2.42652,NA,NA,NA,NA,NA,5109.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68295,-1.19505,-0.503979,3.39324,NA,NA,NA,NA,NA,NA,NA,96.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68521,-0.618641,-0.76206,3.23813,NA,NA,NA,NA,NA,6023.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68644,-0.144344,-1.71131,3.77235,NA,NA,NA,NA,NA,NA,539.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68960,-2.68617,-1.00486,4.97874,NA,NA,NA,NA,NA,NA,654.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69053,-1.3621,-1.23649,4.24822,NA,NA,NA,NA,NA,NA,1870.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69264,-0.248392,-1.39426,3.38684,NA,NA,NA,NA,NA,NA,2745.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69417,0.959513,-0.939048,3.61248,NA,NA,NA,NA,NA,NA,461.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69746,1.4258,-1.82164,3.2254,NA,NA,NA,NA,NA,210.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69903,2.83708,-2.55104,3.19376,NA,NA,NA,NA,NA,NA,NA,95.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70190,1.94197,-1.05126,4.26735,NA,NA,NA,NA,NA,NA,237.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70301,1.03721,-2.46715,4.48523,NA,NA,NA,NA,NA,NA,47.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70502,0.310321,-2.72884,4.83368,NA,NA,NA,NA,NA,NA,118.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70691,1.53707,-2.22203,4.79912,NA,NA,NA,NA,NA,NA,-8.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70840,1.6864,-1.99516,4.55308,NA,NA,NA,NA,NA,NA,225.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71094,2.95213,-0.740861,3.2091,NA,NA,NA,NA,NA,NA,290.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71340,1.24106,-1.36777,3.16646,NA,NA,NA,NA,NA,NA,NA,388.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71496,0.112106,-0.77802,3.2986,NA,NA,NA,NA,NA,NA,NA,NA,37.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71758,-0.152948,-0.727598,3.07065,NA,NA,NA,NA,NA,NA,NA,NA,259.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71871,-0.0642195,-0.952093,3.44907,NA,NA,NA,NA,NA,NA,NA,718.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72018,-1.1683,-1.12601,3.47441,NA,NA,NA,NA,NA,NA,9.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72255,-0.640158,-1.60509,3.74761,NA,NA,NA,NA,NA,3957.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72537,-1.4057,-1.23623,4.30933,NA,NA,NA,NA,NA,NA,4423.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72707,-1.698,-1.67164,3.36447,NA,NA,NA,NA,NA,NA,176.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72870,0.823658,-2.45523,3.3569,NA,NA,NA,NA,NA,475.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73109,0.0783484,-3.17391,4.54725,NA,NA,NA,NA,NA,66.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73280,-0.682645,-2.94746,4.86829,NA,NA,NA,NA,NA,NA,NA,NA,1916.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73421,1.28835,-3.31886,3.66876,NA,NA,NA,NA,NA,NA,NA,NA,-15.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73795,1.28697,-3.11922,3.57024,NA,NA,NA,NA,NA,NA,NA,39.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73815,0.310826,-2.5561,4.17023,NA,NA,NA,NA,NA,NA,NA,219.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74110,0.156813,-2.84522,3.4228,NA,NA,NA,NA,NA,58.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74267,0.315718,-2.14547,3.29826,NA,NA,NA,NA,NA,749.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74497,-1.72586,-1.6381,4.87175,NA,NA,NA,NA,NA,NA,NA,NA,556.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74726,-0.343939,-2.17501,3.93269,NA,NA,NA,108.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74902,-0.219563,-2.49597,4.71588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782.626,NA,NA,NA,NA,NA,NA,NA,NA,NA
75110,-0.369441,-1.52632,2.58953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.666,NA,NA,NA,NA,NA,NA,NA,NA,NA
75296,0.510045,-2.13587,2.90419,NA,NA,NA,NA,14.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75510,0.0576849,-2.87249,3.79372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75670,-0.750192,-4.17889,4.82524,NA,NA,NA,NA,508.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75932,0.934085,-3.21444,4.80251,NA,NA,NA,NA,55.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76133,0.455794,-1.25912,4.37911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.667,NA,NA,NA,NA,NA,NA,NA,NA,NA
76213,-0.486101,-1.18549,4.75121,NA,NA,658.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76599,-1.80028,-1.24796,4.46474,NA,NA,NA,NA,23.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76706,-0.190171,-1.43172,4.80369,NA,NA,NA,NA,NA,NA,NA,NA,NA,4244.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76820,-0.990473,-2.10588,4.2353,NA,NA,NA,NA,NA,NA,NA,NA,905.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77192,-1.43816,-1.15171,3.78334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77349,-0.742112,-1.61242,4.32331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77563,-0.349393,-0.735397,4.84938,NA,NA,NA,NA,NA,NA,NA,NA,3288.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77623,-0.320067,-1.5696,4.92095,NA,NA,NA,NA,NA,NA,NA,2146.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77820,-1.69715,-2.66642,4.37789,NA,NA,NA,NA,NA,NA,347.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78090,-1.21755,-2.48481,4.13862,NA,NA,NA,NA,NA,NA,975.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78230,-0.617646,-2.02026,3.07792,NA,NA,NA,NA,NA,871.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78477,-1.53581,-1.21329,3.50868,NA,NA,NA,NA,NA,NA,NA,64.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78609,-1.70071,-1.2429,4.35911,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78907,-1.76851,-0.730243,3.98582,NA,NA,NA,NA,NA,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79095,-1.01577,-0.662967,4.63122,NA,NA,NA,NA,NA,NA,NA,NA,1781.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79393,-2.49767,-1.23865,4.64687,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79534,-1.7548,-1.96289,4.43706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.049,NA,NA,NA,NA,NA,NA,NA,NA,NA
79785,-1.50417,-0.883269,4.56617,NA,NA,2773.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79870,0.497466,-1.00323,3.61725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.927,NA,NA,NA,NA,NA,NA,NA,NA,NA
80176,0.512251,-1.3139,4.30098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.107,NA,NA,NA,NA,NA,NA,NA,NA,NA
80305,0.352196,-0.123713,4.81736,NA,1591.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80462,1.73794,1.26982,4.10638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.385,NA,NA,NA,NA,NA,NA,NA,NA
80669,-0.855373,1.46869,4.68229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
80927,-1.0126,1.00167,4.37986,NA,NA,NA,134.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81193,-1.11367,0.706019,4.05305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.36,NA,NA,NA,NA,NA,NA,NA,NA
81356,-1.70897,-0.364552,4.69859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.472,NA,NA,NA,NA,NA,NA,NA,NA
81573,-1.4223,-0.526534,3.73527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.941,NA,NA,NA,NA,NA,NA,NA,NA
81626,0.984813,-1.66054,3.25292,NA,NA,301.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81846,0.713123,-2.11394,2.78269,429.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82044,-0.111692,-1.48873,3.75221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3639.045,NA,NA,NA,NA,NA
82326,-0.392672,0.133899,4.60654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.168,NA,NA,NA,NA,NA,NA,NA
82570,-2.1955,0.756474,4.25954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.349,NA,NA,NA,NA,NA,NA,NA
82656,-2.81512,0.325848,4.10636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.995,NA,NA,NA,NA,NA
82955,-4.20905,0.357229,3.65545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.038,NA,NA,NA,NA,NA
83144,-4.4025,0.375431,4.87369,657.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83236,-4.65721,1.34728,4.3677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.792,NA,NA,NA,NA
83525,-3.17838,1.18775,4.28735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.474,NA,NA,NA,NA,NA,NA
83756,-3.38239,-0.407973,2.00173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.641,NA,NA,NA,NA,NA,NA,NA
83940,-3.16703,-0.53231,0.987024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.991,NA,NA,NA,NA,NA
84064,-1.78492,-0.29873,-1.17197,111.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84372,-0.156277,-1.00724,-1.69925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686.791,NA,NA,NA,NA,NA,NA
84513,-0.141612,0.115346,-1.44317,NA,NA,384.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84633,-1.29052,-1.7487,-2.19307,NA,283.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84932,0.35328,-1.59941,-2.3877,NA,NA,331.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85187,-0.303211,-2.47136,-1.82838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.323,NA,NA,NA,NA,NA,NA
85285,-0.0927366,-1.90104,-1.98569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.132,NA,NA,NA,NA
85491,-0.237227,-2.95918,-3.29878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.326,NA,NA,NA
85779,-1.92969,-1.80182,-2.88169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.467,NA,NA,NA,NA,NA,NA
85963,-3.29961,-2.05816,-2.86431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.252,NA,NA,NA,NA
86068,-3.11729,-2.02217,-2.54185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.695,NA,NA,NA,NA
86257,-4.00499,-2.10183,-1.85462,90.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86595,-4.50001,-2.0359,-0.199025,NA,NA,626.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86727,-4.73843,-2.01714,0.465639,NA,20.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86922,-3.39638,-2.09545,-0.298023,NA,NA,22.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87197,-2.94554,-1.07368,0.85555,NA,NA,99.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87242,-2.83842,-0.859407,-0.426216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.666,NA,NA,NA,NA
87407,-2.93121,-0.709849,0.67995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.535,NA,NA,NA,NA
87621,-3.0127,-1.3092,-0.504314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.56,NA,NA
87834,-2.78904,-1.62089,-1.11679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.217,NA
88135,-2.02787,-3.42563,-1.68624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.54,NA,NA,NA
88257,-1.92871,-4.07945,-1.00029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.977,NA,NA,NA
88468,-0.161408,-4.7493,-2.99346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.415,NA
88685,-0.321407,-4.64816,-3.08559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.77,NA,NA,NA
88913,2.92172,-4.24141,-3.16846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.455
89008,4.10972,-4.46591,-2.77224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,NA,NA,NA
89305,4.99508,-4.78628,-3.80832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.105,NA,NA,NA,NA,NA,NA,NA
89474,4.23173,-4.64388,-3.20552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.823,NA,NA,NA,NA,NA
89742,4.2579,-4.47864,-4.36055,362.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89872,4.00239,-3.40092,-4.61656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.522,NA,NA,NA,NA,NA,NA,NA
90009,4.32904,-2.84774,-4.7453,77.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90365,3.80343,-3.07777,-4.45213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.763,NA,NA,NA,NA,NA
90429,4.26372,-1.97411,-4.08542,1090.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90723,2.61594,-2.43083,-2.52136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.984,NA,NA,NA,NA,NA,NA
90890,4.11633,-0.602014,-2.16387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.428,NA,NA,NA,NA,NA,NA
91019,3.06666,-1.6206,-1.36579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.268,NA,NA,NA,NA,NA,NA
91307,3.15342,-0.430237,-0.83152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.802,NA,NA,NA,NA
91439,2.09666,-1.16953,-1.19072,153.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91622,2.60952,-1.69024,-0.757087,751.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91945,2.88051,-0.334705,-0.0826075,NA,NA,412.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92175,3.27916,-1.35806,0.606366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.077,NA,NA,NA,NA,NA
92274,2.76746,-2.30338,1.38649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.164,NA,NA,NA,NA
92528,1.58059,-1.59048,0.887277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.994,NA,NA,NA,NA,NA,NA,NA
92771,1.22879,-1.53033,-0.242309,2394.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92928,1.6922,-0.577135,-1.2486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.474,NA,NA,NA,NA,NA
93071,0.610996,-0.97185,-1.31815,NA,385.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93261,-0.221265,-1.72565,-1.33922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.645,NA,NA,NA,NA,NA,NA,NA,NA
93497,-0.21845,-1.0764,-1.63399,NA,1231.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93757,0.0926765,-2.67861,-1.56323,NA,NA,188.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93911,-0.788028,-1.82964,-1.44338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2711.545,NA,NA,NA,NA,NA,NA,NA
94049,-1.30115,-1.57741,-0.773601,15063.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94253,-1.84993,-2.08465,-0.0161117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.792,NA,NA,NA,NA,NA,NA,NA
94472,-1.3999,-1.24136,-0.430777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815.388,NA,NA,NA,NA,NA,NA,NA
94790,-1.57336,-1.2118,-0.290114,NA,NA,5697.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94801,-1.74346,-1.55379,-0.334875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.063,NA,NA,NA,NA,NA
95015,-2.03931,-0.691455,-0.527222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909.185,NA,NA,NA,NA,NA,NA
95371,-2.06125,-1.25551,-0.944171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.733,NA
95533,-1.52575,-3.63888,-0.0887885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.958,NA,NA,NA
95671,-1.28929,-3.71158,-0.818655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.065,NA,NA,NA,NA,NA,NA
95813,-2.39928,-3.97728,-1.501,1014.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96041,-1.20762,-4.43649,-2.47358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.565,NA,NA,NA,NA,NA,NA
96391,-2.71119,-3.31138,-4.87106,NA,13.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96472,-3.36422,-3.61318,-4.54105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.944,NA,NA,NA,NA,NA
96643,-4.6575,-3.51879,-4.4176,NA,NA,20.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96919,-3.65764,-3.13326,-4.12442,NA,NA,-0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97040,-4.91854,-2.46314,-4.00282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.035,NA,NA,NA,NA,NA
97220,-3.4864,-1.44934,-4.15268,174.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97507,-3.05894,-2.2934,-4.52735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.175,NA,NA,NA,NA,NA,NA,NA
97686,-0.559181,-0.958916,-3.63495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589.758,NA,NA,NA,NA,NA,NA,NA
97985,-1.468,-0.598703,-4.61622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.338,NA,NA,NA,NA,NA,NA
98137,-1.27469,-2.325,-3.92799,280.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
