id,x0,x1,x2,fitness4,fitness4.5,fitness5,fitness3.5,fitness2.5,fitness1,fitness0,fitness0.5,fitness-1.5,fitness-1,fitness-2,fitness1.5,fitness-0.5,fitness-3,fitness-2.5,fitness-4,fitness-5,fitness-4.5,fitness-3.5,fitness2,fitness3
69152,5,3.17119,1.92652,NA,NA,514.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69181,5,1.79576,3.42793,NA,NA,666.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69444,4.86871,1.02841,2.46265,NA,NA,231.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69706,4.63727,-0.401077,3.29588,NA,NA,746.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69831,5,-1.39704,4.30778,NA,NA,7190.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70052,5,-0.573901,4.99239,NA,NA,6489.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70253,5,-1.15204,4.08178,NA,NA,523.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70439,5,-2.11962,5,NA,NA,5805.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70688,5,-2.91616,5,NA,NA,2798.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70849,4.30215,-2.52944,5,NA,NA,2021.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71132,4.11028,-1.56108,5,NA,NA,3364.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71265,4.13184,-1.42076,4.52787,NA,NA,536.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71417,5,-0.794936,3.88395,NA,NA,3474.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71590,5,0.18604,5,NA,NA,2145.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71808,4.67803,0.435455,5,NA,NA,2682.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72007,5,0.889092,4.19909,NA,NA,1869.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72212,5,1.94584,4.36054,NA,852.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72444,4.87161,3.18516,5,NA,NA,3635.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72622,5,5,5,NA,NA,NA,3086.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72912,5,4.17529,5,NA,NA,6134.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72969,4.1664,5,4.69113,NA,NA,4092.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73195,4.94046,3.98466,4.03024,NA,NA,28.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73520,5,3.19563,5,NA,NA,2838.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73670,5,2.76519,4.16107,NA,NA,1174.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73875,3.78491,4.31848,5,NA,497.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74112,4.95342,4.85755,5,5996.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74173,5,4.97584,5,NA,4991.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74538,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.069
74620,5,4.69987,4.91954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.901
74967,5,4.24374,5,NA,NA,6650.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75083,4.46322,5,5,NA,NA,1935.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75197,5,4.12901,5,NA,NA,3650.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75462,5,5,4.86749,NA,7371.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75645,4.83476,4.98501,5,NA,NA,NA,NA,2999.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75844,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2416.492,NA
76135,5,4.52168,4.8064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.725
76241,5,3.45655,4.54852,44.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76454,5,3.16121,3.66869,NA,NA,704.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76743,5,5,4.52823,NA,NA,-730.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76786,5,5,4.11981,NA,NA,3433.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77068,5,3.10511,5,NA,674.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77338,4.47133,3.14294,5,NA,51.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77437,4.30683,2.85213,5,NA,NA,1343.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77631,3.09002,2.24221,3.22597,NA,NA,139.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77941,2.7469,1.94238,4.21451,NA,NA,243.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78072,3.06675,1.91301,3.49765,NA,NA,-21.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78300,4.11698,1.20078,3.15193,NA,NA,193.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78381,5,2.24235,4.57698,NA,NA,840.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78705,3.55761,0.244294,5,NA,48.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78894,3.89797,0.736308,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.676
79018,3.13078,-0.26302,5,NA,NA,2221.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79241,3.47222,-0.935094,3.48791,NA,45.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79487,1.97442,-1.00587,5,NA,NA,899.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79597,1.51849,-1.16298,3.91973,NA,9.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79909,0.873332,0.599727,3.47161,NA,NA,34.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80084,-0.0335176,-1.17419,4.20986,NA,NA,1084.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80197,-1.19497,-0.805253,4.73152,NA,NA,7143.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80376,-1.02899,-1.43241,4.65328,NA,5583.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80743,-3.5554,-2.40313,3.41102,NA,-51.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80876,-2.8096,-1.92418,2.45459,NA,NA,130.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81018,-1.33393,-0.906706,1.0248,NA,NA,1805.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81195,-1.19138,0.00100973,0.4041,NA,NA,678.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81406,-1.93959,-0.687524,0.143331,NA,NA,535.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81755,-0.943662,-0.742168,0.415327,NA,NA,4899.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81902,0.783999,-1.86489,-0.0915843,NA,NA,969.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81997,0.685484,-3.08004,1.58545,NA,NA,26.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82196,0.628405,-3.09493,2.03366,NA,NA,9.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82431,0.740471,-3.57047,1.51888,NA,NA,76.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82704,1.47811,-2.83132,2.25808,NA,NA,73.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82892,1.61179,-2.26754,3.2929,NA,NA,NA,4.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82970,1.8489,-0.512292,4.88776,NA,NA,1069.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83357,1.89698,-0.705696,5,NA,NA,3446.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83421,2.6783,-0.9702,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.742
83752,1.28806,-0.469721,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.538
83778,2.36955,-0.51316,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139
84022,1.90119,-3.57073,4.33219,NA,NA,377.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84342,0.0403106,-2.52849,4.39898,NA,NA,454.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84557,-0.609034,-1.71996,4.98608,NA,NA,2271.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84753,-1.20062,-2.11682,4.59638,NA,NA,NA,293.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84949,-1.37262,-1.99421,5,NA,NA,NA,1643.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85063,-2.19374,-0.304399,5,NA,NA,1915.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85367,-1.9316,-0.22385,5,NA,4502.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85532,-0.683226,-0.301151,5,NA,NA,8024.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85605,-1.28671,-0.656083,4.88277,2226.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85899,-1.76246,-1.89206,4.71032,NA,NA,191.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86003,-2.47202,-1.3543,4.31803,NA,NA,2405.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86181,-2.786,-0.541474,2.43795,NA,NA,73.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86420,-1.93439,-1.75947,1.76193,NA,NA,98.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86569,-1.21583,-1.42195,2.31601,NA,NA,2219.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86925,-0.829041,-2.64586,3.74323,NA,NA,1098.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86981,-0.590893,-3.58867,2.95213,NA,NA,181.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87348,0.589753,-1.399,3.24489,NA,NA,173.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87487,-0.305123,-0.58783,3.67042,NA,879.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87673,-0.113093,-0.404286,3.14997,NA,NA,542.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87795,-0.269132,-0.0492586,3.32094,NA,1362.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87981,-1.83511,-0.827343,4.00039,NA,NA,113.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88345,-0.56681,-1.1646,5,NA,NA,1769.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88417,-1.23005,-1.11517,3.71528,NA,NA,138.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88673,-1.31934,-1.04226,3.56738,NA,NA,468.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88850,-1.13464,-0.81206,5,NA,NA,1157.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89124,0.0792775,-0.606388,5,NA,NA,1289.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89194,-0.315063,-1.05956,5,NA,NA,2655.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89478,0.753734,-1.49888,4.1988,NA,NA,2198.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89570,1.66291,-0.170581,4.04826,NA,NA,230.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89929,0.286887,-1.49179,4.93627,NA,NA,6745.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90149,0.726437,-0.799441,5,NA,NA,4204.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90325,-0.633788,-0.0853238,4.62269,NA,NA,3913.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90421,0.705127,1.22531,5,NA,NA,NA,190.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90687,1.98851,0.719598,4.58914,NA,NA,NA,31.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90806,0.0858563,1.80437,5,NA,NA,NA,124.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91128,0.164655,1.32082,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.77
91355,-0.147928,0.852056,4.76961,NA,894.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91410,-0.875381,1.59762,4.75444,308.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91693,-1.13168,1.38007,4.50641,NA,-0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91946,-0.0262378,1.40715,5,NA,NA,1614.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92046,0.19312,0.897333,5,NA,NA,635.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92290,-0.280758,3.13452,5,NA,NA,1632.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92531,0.505568,1.05191,4.81441,NA,NA,142.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92574,1.01248,1.73261,4.10962,NA,NA,127.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92854,1.67244,3.12983,5,NA,NA,368.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93092,1.88393,2.45815,5,NA,NA,430.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93291,0.0637614,4.16645,5,NA,NA,1313.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93558,0.110431,5,4.49904,NA,NA,25.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93573,-0.748181,5,3.63343,NA,NA,2851.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93808,-1.23311,5,3.27714,NA,NA,2403.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94033,-2.23792,5,4.71898,NA,1403.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94355,-4.02541,4.75474,5,NA,NA,2966.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94556,-3.32273,5,4.29435,NA,571.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94716,-5,3.88099,4.85035,NA,NA,963.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94774,-5,4.32515,4.64723,424.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94980,-4.89969,5,3.90768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.602
95186,-3.28786,3.93354,2.99297,NA,-0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95430,-5,4.13686,4.83452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.396
95591,-3.23555,4.56489,4.13648,NA,NA,NA,15.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95804,-3.51042,4.04456,3.85354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.314
96095,-4.23553,4.45511,5,-1.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96221,-4.84628,4.49417,4.76854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.775
96444,-5,4.86175,4.24948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.896,NA
96572,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718.996,NA
96911,-4.10182,5,4.31454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.998,NA
97015,-4.07729,5,4.83306,NA,NA,NA,NA,NA,1065.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97308,-2.25528,5,5,NA,NA,NA,NA,NA,NA,886.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97368,-0.751384,5,4.89915,NA,NA,NA,NA,NA,5106.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97577,-1.32963,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303.966,NA,NA,NA,NA,NA,NA,NA,NA,NA
97961,-1.97151,4.82556,5,NA,NA,NA,NA,NA,1187.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98029,-2.62864,4.55673,4.64672,NA,NA,NA,NA,NA,NA,11.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98265,-1.96354,4.3856,4.83728,NA,NA,NA,NA,NA,NA,NA,NA,NA,5179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98445,-1.31981,4.49725,3.54503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.026,NA,NA,NA,NA,NA,NA
98623,-0.923619,4.6707,3.88725,NA,NA,NA,NA,NA,NA,NA,NA,NA,1794.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98799,-0.899448,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2079.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99014,-0.341093,4.6643,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99317,0.655902,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472.908,NA,NA,NA,NA,NA,NA,NA,NA
99507,1.67362,3.50308,4.80049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.089,NA,NA,NA,NA,NA,NA,NA,NA
99693,3.52862,3.68205,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99836,3.10761,4.62699,5,NA,NA,NA,NA,NA,NA,NA,NA,350.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013,1.92771,3.17444,3.69469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.39,NA,NA,NA,NA,NA,NA,NA,NA
100334,3.80913,3.93207,2.56878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.691,NA,NA,NA,NA,NA,NA,NA,NA
100427,2.77719,4.88852,3.71886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606.82,NA,NA,NA,NA,NA,NA,NA,NA
100617,2.83532,5,3.36824,NA,NA,NA,NA,NA,275.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100811,2.9429,4.85175,2.48649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.756,NA,NA,NA,NA,NA,NA,NA,NA
101070,2.48014,5,2.6616,NA,NA,NA,NA,NA,36.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101311,4.27874,4.17351,4.22942,NA,NA,NA,NA,NA,NA,833.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101369,5,4.80236,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,16168.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101607,4.83724,3.98296,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.484,NA,NA,NA,NA,NA,NA,NA,NA
101937,5,5,4.84194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16381.334,NA,NA,NA,NA,NA,NA,NA,NA
101962,4.12375,5,3.65077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.612,NA
102313,4.48616,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.232,NA
102395,5,4.27076,5,NA,NA,NA,NA,NA,709.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102603,5,3.22906,2.8046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.307,NA,NA,NA,NA,NA,NA,NA,NA,NA
102793,5,3.97613,3.31834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.284
103127,5,4.80803,2.22395,NA,NA,NA,NA,796.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
