id,x0,x1,x2,fitness-4,fitness-3.5,fitness-4.5,fitness-5
163948,-1.44066,4.04315,-4.97168,NA,NA,NA,-36.309
164131,-1.6561,3.99809,-4.21087,NA,NA,NA,-54.822
164270,-2.11769,3.56196,-4.77885,NA,NA,-34.893,NA
164535,-1.34778,4.42611,-4.65854,NA,NA,-49.116,NA
164682,-2.21903,4.81513,-4.95067,NA,NA,-63.608,NA
164971,-1.73235,3.8649,-4.19314,NA,NA,-55.325,NA
165054,-2.44143,3.98466,-4.88989,NA,NA,-47.692,NA
165204,-1.79743,4.12239,-4.6767,-50.56,NA,NA,NA
165595,-1.85231,4.23227,-4.79946,NA,NA,-35.438,NA
165691,-1.54229,3.76534,-4.72934,NA,NA,-5.568,NA
165883,-1.52827,3.53334,-4.34429,NA,NA,NA,-60.188
166004,-1.18404,3.56363,-4.17517,NA,NA,NA,-84.222
166361,-1.56207,4.07143,-4.58134,NA,NA,NA,-43.794
166506,-2.06236,4.77422,-4.96665,NA,NA,-69.392,NA
166784,-1.27164,4.17654,-4.98984,NA,NA,NA,-52.448
166894,-1.63069,3.95185,-4.40604,NA,NA,-39.265,NA
167041,-2.03946,4.86288,-4.70905,-74.49,NA,NA,NA
167379,-2.11536,4.18302,-4.99614,-42.313,NA,NA,NA
167466,-1.56305,4.35503,-4.81884,NA,NA,-42.349,NA
167683,-1.92574,4.18492,-4.83894,-45.107,NA,NA,NA
167868,-2.03495,3.77736,-4.99213,NA,NA,NA,-32.061
168118,-1.0991,3.7774,-4.6811,NA,NA,-30.683,NA
168297,-1.3187,4.26063,-4.73376,NA,NA,-27.293,NA
168458,-1.76277,3.56332,-4.23169,NA,NA,-54.373,NA
168694,-1.9692,4.16703,-4.49005,NA,NA,NA,-45.037
168850,-1.9433,3.84575,-4.95679,-29.148,NA,NA,NA
169121,-1.56056,3.88059,-4.53749,-20.453,NA,NA,NA
169205,-1.38333,3.15026,-4.64804,-59.236,NA,NA,NA
169559,-1.75544,3.5864,-4.4676,NA,NA,-35.119,NA
169769,-1.38701,3.32428,-4.2284,NA,NA,NA,-52.925
169956,-2.1398,3.98958,-4.9495,NA,NA,-39.426,NA
170178,-1.39313,4.06128,-3.93357,NA,NA,NA,-90.882
170390,-1.4192,3.36849,-4.75605,-61.191,NA,NA,NA
170530,-1.98745,3.92428,-4.23901,-51.295,NA,NA,NA
170668,-2.51551,4.96131,-4.78153,-87.907,NA,NA,NA
170885,-2.18558,4.3783,-4.06603,NA,NA,-73.743,NA
171196,-2.39393,4.12453,-4.33571,NA,NA,-64.025,NA
171297,-2.63711,4.69594,-4.6826,-81.006,NA,NA,NA
171471,-1.78473,4.839,-4.79358,-76.27,NA,NA,NA
171682,-2.8155,4.3683,-4.79624,NA,NA,-71.175,NA
171940,-1.64021,3.63771,-4.29627,NA,NA,-45.117,NA
172024,-1.97452,4.46274,-4.9414,NA,NA,-48.415,NA
172389,-1.94001,3.98788,-4.87547,-29.255,NA,NA,NA
172410,-1.68016,3.06799,-4.91528,NA,NA,-36.821,NA
172781,-1.80961,3.82729,-4.75572,-19.864,NA,NA,NA
172978,-1.60056,4.67929,-4.7853,NA,NA,-61.364,NA
173143,-1.99696,3.75749,-4.88873,NA,NA,-34.431,NA
173296,-1.63197,4.11558,-4.99789,NA,-53.174,NA,NA
173484,-1.29335,3.74347,-4.78781,NA,NA,NA,-27.483
173769,-2.09917,4.48286,-4.60305,-57.421,NA,NA,NA
173859,-2.02627,4.1773,-4.84278,NA,NA,-23.958,NA
174001,-1.9733,4.10565,-4.6294,NA,NA,-34.776,NA
174320,-1.45666,4.74768,-4.84149,NA,NA,-80.49,NA
174591,-1.7175,3.75872,-4.53202,NA,NA,NA,-37.662
174783,-1.41443,4.88991,-4.53504,-83.786,NA,NA,NA
174894,-1.56307,3.52262,-4.92906,NA,NA,NA,-33.427
175147,-1.92328,4.09941,-4.52257,NA,NA,-39.9,NA
175345,-1.6997,3.48802,-4.89396,NA,NA,-19.006,NA
175559,-1.29295,3.65361,-4.82015,NA,NA,-7.013,NA
175673,-1.76041,4.1916,-4.95149,-35.149,NA,NA,NA
175827,-2.37073,3.93823,-4.69133,NA,NA,NA,-53.972
176189,-1.9037,3.75573,-4.95565,NA,NA,-22.127,NA
176213,-1.57676,4.38491,-4.98189,NA,NA,-45.729,NA
176421,-1.29909,4.20193,-4.79957,-29.643,NA,NA,NA
176758,-1.76413,4.3978,-4.67464,NA,NA,-48.696,NA
176865,-1.57093,3.55609,-4.66436,NA,NA,-8.882,NA
177001,-1.56506,4.23944,-4.92417,NA,NA,-33.64,NA
177370,-1.27313,4.11567,-4.90272,NA,NA,NA,-60.251
177464,-1.47535,3.75086,-4.3466,NA,NA,-24.813,NA
177659,-1.65655,4.26289,-3.84347,NA,NA,NA,-63.841
177964,-1.82311,4.22503,-4.1553,NA,NA,-59.52,NA
178197,-1.89149,4.44611,-4.64899,-58.95,NA,NA,NA
178347,-1.15183,3.65922,-4.98007,-22.207,NA,NA,NA
178538,-1.38779,3.18798,-4.98656,-39.246,NA,NA,NA
178655,-2.11071,3.74857,-4.46486,NA,NA,NA,-61.789
178854,-1.67976,4.23123,-4.2754,NA,NA,-31.203,NA
179120,-2.08066,4.6039,-4.28844,NA,NA,-65.985,NA
179305,-1.35343,3.70705,-4.67683,NA,NA,-9.708,NA
179498,-1.19241,3.45272,-4.85173,-35.528,NA,NA,NA
179652,-1.95483,3.78294,-4.75528,NA,NA,-31.243,NA
179853,-1.15394,4.22966,-4.89905,NA,NA,-60.762,NA
180055,-2.27877,3.82309,-4.81505,NA,NA,-27.999,NA
180274,-1.33843,3.9743,-4.94259,NA,NA,-18.274,NA
180424,-1.87335,3.38124,-4.97654,NA,NA,NA,-51.292
180647,-1.65545,4.48142,-4.98445,NA,NA,NA,-57.019
180871,-1.95009,3.63894,-4.99619,NA,NA,NA,-33.875
181149,-0.860023,3.80337,-4.59067,NA,NA,-72.012,NA
181217,-1.67245,4.2042,-4.41052,-43.281,NA,NA,NA
181534,-1.99289,4.47252,-4.03534,NA,NA,-74.759,NA
181644,-2.0577,4.7079,-4.97161,NA,-64.162,NA,NA
181917,-1.60208,4.29209,-4.67855,-54.444,NA,NA,NA
182195,-1.69733,3.50073,-4.84863,-21.667,NA,NA,NA
182350,-1.71652,3.3108,-4.73488,-35.48,NA,NA,NA
182524,-2.36845,3.93794,-4.78693,-44.217,NA,NA,NA
182710,-1.77003,3.71937,-4.83814,NA,NA,-7.625,NA
182995,-1.39077,4.46733,-4.55787,NA,NA,-61.039,NA
183181,-2.37114,3.17513,-4.59897,NA,NA,-70.294,NA
183245,-1.17396,3.93114,-4.88166,NA,NA,-38.899,NA
183407,-1.45092,4.07554,-4.39783,NA,NA,NA,-55.002
183657,-1.91363,3.60659,-4.74089,NA,NA,-21.593,NA
183921,-1.85474,4.11091,-4.93194,NA,NA,-32.619,NA
184111,-2.45233,3.9444,-4.47749,-64.448,NA,NA,NA
184218,-1.38941,4.02904,-4.8203,-20.101,NA,NA,NA
184546,-3.20869,3.97403,-4.32333,NA,NA,-88.067,NA
184635,-1.46753,3.98936,-4.43732,NA,NA,-41.385,NA
184851,-1.45861,4.17168,-4.63304,NA,NA,NA,-49.578
185071,-1.16477,4.29695,-4.81432,NA,NA,-58.8,NA
185310,-1.70096,3.54009,-4.97027,NA,NA,NA,-31.142
185509,-1.44486,3.89012,-4.78999,NA,NA,NA,-25.954
185685,-2.29957,3.69916,-4.48036,NA,NA,-56.227,NA
185920,-2.37231,3.39888,-4.92914,NA,-50.579,NA,NA
186030,-1.2159,4.89225,-4.93505,NA,NA,-85.73,NA
186325,-2.40946,4.56127,-4.97968,NA,NA,NA,-66.364
186567,-2.57756,4.5703,-4.29836,NA,NA,-69.195,NA
186739,-2.21143,4.77924,-4.32521,NA,NA,NA,-72.077
186829,-1.67087,3.95229,-4.94802,-33.651,NA,NA,NA
187171,-1.29633,3.32095,-4.95431,NA,NA,-25.38,NA
187234,-1.6361,4.37611,-4.98861,NA,NA,-45.419,NA
187467,-1.79775,3.85094,-4.51157,-29.269,NA,NA,NA
187709,-0.938923,4.01956,-4.5205,NA,NA,NA,-81.48
187933,-1.69982,3.42937,-4.49909,NA,NA,-24.124,NA
188003,-1.61396,4.0785,-4.7584,NA,NA,-22.085,NA
188205,-1.215,3.83145,-4.97352,NA,NA,NA,-44.848
188543,-2.29061,4.64175,-4.52747,NA,NA,-66.024,NA
188618,-1.71026,3.95927,-4.5041,NA,NA,-31.42,NA
188982,-1.94039,3.67098,-4.7828,NA,NA,-30.011,NA
189143,-1.78984,3.9984,-4.52389,-31.274,NA,NA,NA
189278,-1.3177,3.76275,-4.90323,NA,NA,-23.088,NA
189552,-1.33609,3.34502,-4.29794,NA,NA,NA,-49.74
189638,-1.22669,3.86297,-4.96966,-38.727,NA,NA,NA
189893,-2.00002,4.46711,-4.93014,NA,NA,-48.745,NA
190122,-2.23365,3.18905,-4.61747,NA,NA,NA,-65.49
190274,-1.93853,3.67315,-4.97332,NA,NA,NA,-35.023
190464,-2.06498,3.57359,-3.92792,NA,NA,NA,-82.345
190708,-1.36915,3.67705,-4.5685,NA,NA,-32.898,NA
190817,-1.14587,3.55061,-4.49187,NA,NA,-39.647,NA
191135,-1.34631,3.70038,-4.70434,-8.579,NA,NA,NA
191234,-1.7292,4.55829,-4.86802,NA,NA,-51.167,NA
191592,-1.51432,4.4401,-4.66458,NA,NA,-49.008,NA
191730,-1.68237,3.65812,-4.46013,NA,NA,NA,-43.208
191900,-2.18089,3.81827,-4.80471,NA,NA,-36.946,NA
192054,-1.56134,3.2599,-4.73101,-33.343,NA,NA,NA
192269,-1.97427,3.88409,-4.08622,-80.948,NA,NA,NA
192553,-2.15493,4.00937,-4.35924,NA,NA,-50.157,NA
192788,-1.63179,3.53876,-4.56264,NA,NA,-26.951,NA
192826,-1.07092,4.11302,-4.89461,NA,NA,-57.205,NA
193164,-1.51877,4.44925,-4.86176,-47.282,NA,NA,NA
193284,-1.41665,3.88193,-4.47787,NA,NA,-17.967,NA
193480,-1.68464,3.57841,-4.52862,NA,NA,-27.484,NA
193761,-1.20048,3.61014,-4.39983,NA,NA,NA,-72.599
193829,-1.33111,4.64835,-4.94865,NA,NA,-62.19,NA
194077,-1.84726,3.65758,-4.58927,NA,NA,-30.658,NA
194205,-1.85269,3.3298,-4.37633,NA,NA,NA,-67.698
194421,-1.46651,3.74435,-4.59753,-25.13,NA,NA,NA
194787,-2.33134,4.21904,-4.97574,-51.352,NA,NA,NA
194927,-1.72415,4.27372,-4.65132,NA,NA,NA,-41.192
195156,-1.64714,3.62758,-4.70829,NA,NA,-19.528,NA
195225,-1.44253,4.0082,-4.8728,NA,NA,NA,-35.065
195455,-1.67352,4.10221,-4.75647,NA,NA,-28.203,NA
195754,-1.56304,4.13711,-4.74979,-47.73,NA,NA,NA
195910,-1.5606,3.42152,-4.6688,-21.296,NA,NA,NA
196180,-1.47515,4.18554,-4.5626,NA,NA,-36.347,NA
196343,-1.61688,3.93372,-4.56976,NA,NA,-22.794,NA
196552,-1.83243,4.72487,-4.25472,-81.504,NA,NA,NA
196792,-1.11265,4.60042,-4.78534,-86.855,NA,NA,NA
196946,-1.34964,3.97173,-4.54711,NA,NA,-24.5,NA
197024,-2.19073,4.00684,-4.61056,NA,NA,-43.677,NA
197359,-1.85694,3.72272,-4.32897,NA,NA,-39.828,NA
197543,-1.90575,3.95666,-4.93321,NA,NA,NA,-33.754
197723,-2.66629,4.26053,-4.38273,NA,NA,-72.862,NA
197994,-2.73603,4.05809,-4.77657,-67.241,NA,NA,NA
198110,-2.50869,4.04461,-4.42287,NA,NA,NA,-64.988
198257,-1.80282,3.52348,-4.90019,NA,NA,-22.378,NA
198549,-2.11419,4.02344,-4.48907,NA,NA,NA,-50.193
198686,-2.86585,4.0053,-4.50222,NA,NA,-72.938,NA
198932,-2.45145,3.38754,-4.30423,NA,NA,-65.081,NA
199189,-2.77067,3.63693,-4.58249,NA,NA,NA,-71.404
199317,-2.78661,3.91868,-4.47644,NA,NA,-70.23,NA
199531,-1.83607,3.20788,-4.84131,-44.461,NA,NA,NA
199677,-1.20404,3.13751,-4.80796,NA,NA,-63.057,NA
199999,-2.02747,2.49111,-4.26177,NA,NA,-203.943,NA
