id,x0,x1,x2,fitness7.5,fitness6,fitness7,fitness9.5,fitness8,fitness6.5,fitness9,fitness8.5,fitness4,fitness4.5,fitness2.5,fitness3.5,fitness3,fitness5,fitness10,fitness10.5,fitness5.5,fitness0.5,fitness1.5
72547,7.70894,8.42762,10.5,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72764,7.42814,8.37369,10.5,NA,NA,NA,NA,NA,NA,NA,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72993,7.47002,8.56773,8.74927,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73063,8.00725,9.60919,8.84993,NA,NA,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73332,7.84797,7.28407,8.25132,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73571,7.66389,6.03969,9.07635,NA,NA,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73603,8.62112,5.57913,8.95941,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73847,8.2383,5.72488,10.3103,NA,NA,-0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74007,8.06653,7.91092,10.5,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74264,7.85202,7.98513,9.65033,NA,NA,NA,NA,NA,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74464,6.64327,7.12599,8.15534,NA,NA,NA,NA,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74696,7.78538,7.2879,7.58549,NA,NA,NA,NA,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74863,7.16885,7.46383,6.70209,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75146,8.0738,7.31521,6.16069,NA,NA,NA,NA,NA,NA,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75389,7.83552,7.71889,7.62527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA
75524,6.28929,8.0163,8.57686,NA,NA,NA,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75604,6.69694,8.42246,8.22424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA
75885,8.00087,8.62478,7.34966,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76046,7.86963,7.95003,7.11128,NA,NA,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76322,7.30589,8.29491,7.93233,NA,NA,NA,NA,NA,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76580,8.55866,7.92266,8.85452,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76653,6.85049,6.88001,7.92737,NA,NA,NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76938,6.96792,7.27955,8.48057,NA,NA,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77063,6.90144,7.36138,8.09977,NA,NA,NA,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77372,6.28148,8.29386,7.88245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134,NA,NA,NA,NA
77508,6.92588,8.05926,8.28175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284,NA,NA,NA
77717,7.98533,7.8931,8.27382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417,NA,NA,NA
77887,6.55226,7.82868,8.23524,NA,NA,NA,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78190,6.94661,7.81608,7.6767,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78344,7.06566,8.27232,7.30801,NA,NA,NA,NA,NA,NA,NA,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78449,8.66064,6.82262,7.04866,NA,NA,NA,NA,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78719,8.95018,5.49575,6.83659,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78871,8.86658,3.1376,8.60566,NA,NA,NA,NA,0.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79052,7.72646,3.58202,8.32562,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79265,8.08362,4.1623,8.03086,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79411,7.56594,4.44133,7.6602,NA,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79764,8.22876,5.11641,7.96663,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79832,7.0232,4.24153,7.35859,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80190,7.00538,6.9454,7.54913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.359,NA,NA,NA,NA,NA
80354,7.81533,7.69498,7.83348,NA,NA,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80598,7.26533,9.4487,7.74244,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80623,6.54956,7.39762,6.91842,NA,NA,NA,NA,NA,NA,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80827,7.49601,7.01847,7.12139,NA,NA,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81134,8.08449,6.53769,5.95872,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81224,7.80231,6.89373,7.56834,NA,NA,NA,NA,NA,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81540,7.81853,7.59196,7.37128,NA,NA,NA,NA,0.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81601,6.39643,8.20991,7.16184,NA,NA,NA,NA,NA,NA,NA,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81913,6.78446,7.46596,7.58591,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82004,7.65523,7.6997,6.04341,NA,NA,NA,NA,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82266,8.05066,7.9886,6.13978,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82517,7.84182,7.41249,5.75978,NA,NA,NA,NA,NA,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82634,8.09219,7.39792,7.32177,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82816,8.78916,7.16387,8.43266,NA,NA,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83116,8.61977,9.30406,8.03016,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83302,8.13048,10.2952,8.45495,NA,NA,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83533,8.24767,6.34924,9.02928,NA,NA,NA,NA,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83721,9.01874,7.08483,8.87207,NA,NA,NA,NA,NA,NA,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83871,7.03503,7.04861,8.9024,NA,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84174,7.70768,7.23566,8.04578,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84322,6.57131,7.05151,7.78265,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84583,7.10593,8.0589,6.40976,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84735,5.7026,6.93879,7.43878,NA,NA,NA,NA,NA,NA,NA,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84929,6.49936,6.67424,7.75335,NA,NA,NA,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85163,6.92087,7.09616,6.73615,NA,NA,NA,NA,NA,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85307,7.11557,6.98336,7.17264,NA,NA,NA,NA,NA,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85410,6.44502,7.26419,6.97198,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85677,6.21736,7.48385,5.98898,NA,NA,NA,NA,NA,NA,-0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85883,7.15077,6.88282,6.96353,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86081,7.67906,7.59223,8.16883,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86304,8.14748,7.28602,7.91103,NA,NA,NA,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86477,6.71092,8.09516,8.08051,NA,NA,NA,NA,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86760,7.94038,7.00477,6.33506,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86932,8.19227,8.00185,7.37571,NA,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87038,7.98771,7.02425,6.36195,NA,NA,NA,NA,NA,0.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87400,9.42208,7.48914,7.34599,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87424,8.02133,8.98686,7.93063,NA,NA,NA,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87778,7.88008,8.22819,7.16698,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87821,7.94406,7.52022,7.62926,0.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88131,8.59614,7.71101,6.86339,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88372,7.75878,7.47561,8.02907,NA,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88483,5.7277,8.09973,7.22178,NA,NA,NA,NA,NA,NA,NA,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88706,5.6557,8.33541,7.89595,NA,NA,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88954,6.25194,7.85092,7.04241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA
89076,5.31427,7.91734,6.66856,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89335,4.07378,8.60492,6.74401,NA,NA,NA,NA,NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89525,4.86866,8.68352,7.69884,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89699,7.05409,6.32618,8.2116,NA,NA,NA,NA,NA,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89815,7.85281,7.15455,8.98072,NA,NA,NA,NA,NA,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90102,7.8637,8.7469,8.27455,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90371,7.92082,8.66105,7.71606,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90445,7.25601,8.39967,7.49193,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90699,6.71441,9.3561,7.41969,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90946,6.49833,8.41391,7.94918,NA,NA,NA,NA,NA,NA,NA,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91054,7.66703,6.9996,6.44946,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91302,7.82066,8.27104,7.5401,NA,NA,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91583,7.50585,10.0638,7.35805,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91765,8.96987,8.71133,7.91261,NA,NA,NA,NA,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91979,8.57526,8.08014,7.65979,NA,NA,NA,NA,NA,NA,NA,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92156,7.52042,8.72827,6.54809,NA,NA,NA,NA,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92393,7.67303,8.81311,8.89649,NA,NA,NA,NA,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92460,7.32523,7.04684,8.97732,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92639,8.79903,6.35619,8.82744,NA,NA,NA,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92865,8.51046,4.61065,7.94594,NA,NA,NA,NA,NA,NA,NA,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93139,7.94579,5.64034,8.21893,NA,NA,NA,NA,NA,NA,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93203,8.19763,6.68078,8.566,NA,NA,NA,NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93431,8.02695,7.31324,9.30461,NA,NA,NA,NA,NA,NA,NA,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93677,8.48845,8.17234,9.66182,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93870,8.39311,6.51927,10.5,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94140,7.56284,5.08889,10.5,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94255,7.20681,6.34133,10.5,NA,NA,NA,NA,NA,-0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94519,8.56132,7.19835,9.45754,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94678,9.48203,5.98297,8.35629,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94978,8.36084,4.68096,8.43159,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95039,7.4843,4.83369,9.76417,NA,NA,NA,NA,NA,NA,NA,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95258,8.00668,6.48486,8.40755,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95491,9.23823,7.78173,7.62828,NA,NA,NA,NA,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95604,10.4649,6.5446,7.58611,NA,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95994,10.5,7.47665,8.9169,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96042,10.4274,7.6395,8.12546,NA,NA,NA,NA,NA,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96220,8.91361,9.9962,7.4744,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96594,8.43268,10.4744,8.32157,NA,NA,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96667,9.43534,10.4431,7.85797,NA,NA,NA,NA,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96855,7.95088,10.2006,7.18857,NA,NA,NA,NA,NA,NA,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97101,9.46227,8.41836,7.03933,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97354,7.88419,7.76448,8.13214,NA,NA,NA,NA,0.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97401,6.81854,6.51961,8.48087,NA,NA,NA,NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97750,6.23142,7.1806,8.61958,NA,NA,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97802,6.51848,8.68452,7.63195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,NA,NA
98073,7.94585,8.86896,7.85752,NA,NA,NA,NA,NA,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98377,6.31602,7.25219,7.84137,NA,NA,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98424,5.97372,7.65264,7.07746,NA,NA,NA,NA,NA,NA,NA,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98700,6.40683,7.0175,7.75277,NA,NA,NA,NA,NA,NA,NA,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98937,7.31801,6.41242,8.92534,NA,NA,NA,NA,NA,NA,NA,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99131,6.33121,6.84164,9.33003,NA,NA,NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99308,7.24398,7.11804,10.3101,NA,NA,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99520,7.02942,6.84473,10.5,NA,NA,NA,NA,NA,NA,NA,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99793,8.16161,7.27484,7.58816,NA,NA,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99848,9.78404,7.36722,8.17973,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100163,8.53999,7.39796,7.27589,NA,NA,NA,NA,NA,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100389,7.6554,8.19208,8.72672,NA,NA,NA,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100464,7.17976,7.43644,7.61519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424,NA,NA,NA
100706,5.77474,6.18173,7.08321,NA,NA,NA,NA,NA,NA,NA,-0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100847,6.4909,6.46971,7.59443,NA,NA,NA,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101038,7.68164,5.94603,8.04425,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101243,6.24689,5.76975,7.83911,NA,NA,NA,NA,NA,NA,NA,-0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101553,5.40924,6.38294,7.62078,NA,NA,NA,NA,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101609,4.11943,6.6086,7.68278,NA,NA,NA,NA,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101936,3.58185,7.28717,8.34555,NA,NA,NA,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102200,4.50306,6.61599,8.11967,NA,NA,NA,NA,NA,NA,NA,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102260,2.39854,6.28458,8.03242,NA,NA,NA,NA,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102593,3.44487,6.76382,6.8018,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102787,4.43894,6.55661,8.27011,NA,NA,NA,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102892,6.62212,4.56551,8.75368,NA,NA,NA,NA,NA,NA,NA,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103087,7.48632,2.71779,8.17736,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103233,8.68503,3.08603,8.94662,NA,NA,NA,NA,NA,-0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103466,8.33295,1.99481,8.01135,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103612,7.40556,1.22037,8.39979,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103934,6.34768,1.05713,7.35359,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104004,7.43911,1.26604,7.30229,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104305,6.11052,0.802875,7.64935,NA,NA,-0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104556,7.11642,0.596036,6.56803,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104739,7.56882,1.50718,5.97201,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104966,8.62655,1.39451,4.74232,NA,NA,NA,NA,NA,NA,NA,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105014,7.29806,2.02207,4.29898,NA,NA,NA,NA,0.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105351,7.64555,2.02768,5.27126,NA,NA,NA,NA,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105433,7.08514,4.05343,5.08894,NA,NA,NA,NA,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105677,7.42517,4.92029,5.25533,NA,NA,NA,NA,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105806,7.1363,6.3584,7.274,NA,NA,NA,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106059,6.92603,8.52397,7.0926,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106239,7.81021,7.90228,8.43321,NA,NA,NA,NA,NA,NA,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106542,6.68551,8.22751,9.48241,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106627,7.19815,7.41086,9.53562,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106835,7.52386,7.00992,10.3179,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107039,7.20828,6.69935,9.18902,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107360,7.12253,6.05599,9.19185,NA,NA,NA,NA,NA,-0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107423,7.52193,5.33183,7.91931,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107729,8.19248,4.66839,8.03054,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
107859,8.83317,3.13727,9.29281,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
108192,9.13623,3.78103,8.48354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087,NA,NA,NA,NA,NA
108352,8.65843,2.34086,9.27758,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA
108430,8.83148,3.1831,8.09075,NA,NA,NA,NA,NA,NA,NA,NA,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108627,7.61545,5.39307,8.93788,NA,NA,NA,NA,NA,NA,NA,NA,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
