id,x0,x1,x2,fitness0.5,fitness-0.5,fitness-1.5,fitness-1,fitness-2.5,fitness-2,fitness0,fitness1.5,fitness1,fitness2,fitness2.5,fitness5,fitness3.5,fitness4,fitness4.5,fitness3,fitness-3,fitness-4,fitness-3.5,fitness-4.5,fitness-5
64770,-0.134521,-3.12049,-1.19491,227.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64813,-0.221182,-1.53427,-2.10147,NA,NA,NA,NA,NA,NA,566.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65136,-0.278594,-1.57656,-2.34663,NA,1414.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65229,-0.352598,-3.8826,-1.82415,NA,119.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65540,-0.25778,-2.92397,-1.79568,NA,NA,NA,370.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65630,-0.0845906,-1.91349,-0.904488,NA,2168.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65926,-0.837423,-1.33474,-2.11623,NA,10902.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66025,-0.811351,-2.01249,-1.28315,NA,6128.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66201,-0.402149,-0.245491,-0.865624,NA,NA,4041.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66416,-0.647252,-0.210603,-0.207945,NA,NA,NA,NA,NA,NA,6280.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66691,-0.773725,-0.157546,-0.802917,NA,13986.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66877,-0.521986,-1.03792,-1.28102,NA,2610.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67077,-2.03898,-1.2096,-0.826011,1292.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67223,-1.60495,-1.00998,-0.58755,NA,5202.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67458,-0.431155,-0.704016,-1.58433,NA,NA,NA,1015.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67761,-0.81228,1.86354,-1.47507,NA,NA,NA,NA,NA,NA,3868.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67995,-0.67527,-0.275547,-2.1188,1568.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68164,0.10105,0.939671,-1.41672,50.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68288,-0.139489,1.18426,-0.262543,NA,NA,NA,NA,NA,NA,999.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68584,-1.03541,0.739371,-2.13684,NA,NA,NA,NA,NA,NA,238.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68642,-0.0750745,-0.0209691,-1.60768,526.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68958,-0.0642436,0.256701,-0.170843,NA,NA,NA,NA,NA,NA,NA,NA,621.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69032,-0.158055,-0.376732,0.044495,NA,1232.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69271,0.187756,-2.62905,-0.0953175,NA,NA,NA,NA,NA,NA,295.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69568,-1.27761,-2.44544,0.700245,NA,NA,NA,956.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69742,-2.01307,-1.09415,0.840655,NA,NA,NA,558.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69910,-1.66415,-0.939434,-0.28569,NA,NA,5409.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70034,-1.60607,-1.35127,-1.32017,NA,9325.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70336,-1.37537,-1.51115,-2.61246,NA,NA,NA,NA,NA,2369.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70570,-0.444746,-1.50023,-2.84843,NA,NA,179.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70647,-0.985372,-2.08469,-2.50834,NA,NA,NA,299.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70941,-0.356123,-2.01826,-2.12063,NA,NA,NA,NA,NA,NA,182.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71018,1.29147,-2.1101,-1.37025,NA,NA,NA,226.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71267,2.33869,-2.2495,-2.4026,NA,100.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71537,1.71105,-1.29172,-1.53346,NA,1263.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71793,0.40228,-1.7171,-1.49737,NA,502.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71918,1.00827,-2.10241,-0.0279554,NA,NA,NA,NA,NA,NA,387.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72077,1.40788,-3.16617,-0.969255,NA,NA,558.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72338,0.399383,-2.18729,-0.560895,NA,NA,237.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72589,-1.26698,-3.12288,-1.01189,NA,NA,NA,NA,NA,982.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72668,-1.29845,-2.52883,-1.8985,NA,NA,NA,NA,628.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72836,-1.38537,-2.95548,-2.50254,NA,NA,1860.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73018,-0.880145,-2.00165,-3.45825,NA,NA,NA,NA,NA,644.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73281,-2.00763,-1.24506,-3.0377,NA,NA,NA,NA,NA,1038.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73566,-1.2054,-0.331503,-1.85108,NA,NA,1234.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73643,-0.372106,-0.774077,-0.873913,NA,NA,NA,NA,NA,3098.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73810,-0.852937,-2.09489,-1.1701,NA,NA,NA,NA,NA,1068.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74164,-0.811565,-1.36258,-2.4485,NA,NA,6200.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74244,-1.21625,-0.167234,-0.818695,NA,NA,6184.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74471,-0.820774,0.370869,-0.302745,NA,NA,NA,3468.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74682,-1.21897,-1.21282,0.805624,NA,NA,NA,1624.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74888,-1.51242,-1.02436,2.21995,NA,NA,NA,2852.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75118,-2.05802,-1.57534,1.84359,NA,NA,NA,NA,NA,NA,855.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75365,-1.54818,-2.16191,0.836748,NA,NA,NA,NA,NA,NA,1075.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75449,-1.37876,-2.20966,-2.88648,NA,206.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75796,-1.92315,-0.782874,-3.53283,NA,NA,NA,1462.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75972,-0.372486,-0.381669,-3.36082,NA,NA,NA,384.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76051,-0.96654,0.258568,-3.45529,NA,135.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76251,-1.59156,-0.0333075,-2.85972,NA,NA,NA,NA,NA,NA,959.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76434,-1.81853,1.12054,-1.55476,NA,NA,NA,198.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76773,-1.39129,0.228289,-0.911782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.648,NA,NA,NA,NA
76827,-2.13751,-1.52489,-0.951781,NA,NA,NA,NA,NA,934.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77008,0.701439,-2.50813,-1.53901,NA,NA,NA,NA,NA,599.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77224,-0.31592,-1.42892,0.061477,NA,1374.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77542,-0.872166,-2.03134,-0.759786,NA,NA,NA,NA,NA,NA,7914.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77733,-1.97123,-1.15423,-0.386057,NA,NA,NA,85.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78000,-1.69298,-0.703187,0.838221,NA,NA,NA,NA,666.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78086,-0.972383,-0.212558,-0.442289,NA,NA,565.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78272,-0.254956,-0.756079,-1.44441,NA,NA,16411.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78401,-1.84734,-0.251434,-0.788196,NA,NA,NA,NA,NA,1570.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78794,-1.63007,-0.154976,-1.60764,NA,NA,NA,NA,NA,2630.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78817,-0.604132,-1.42735,-1.85914,NA,NA,NA,5365.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79068,0.417187,0.0560392,-0.80628,NA,NA,NA,1534.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79308,-0.0156851,0.698737,-0.173464,NA,1148.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79419,-0.0272883,1.10682,0.247015,NA,NA,NA,80.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79634,-0.256995,1.70224,-1.90842,NA,NA,945.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79836,-1.82303,-0.110239,-2.1808,NA,517.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80076,-1.27345,-0.532846,-2.15953,NA,NA,NA,2386.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80251,-1.31447,-0.200957,-2.04324,NA,NA,NA,NA,1436.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80515,-2.01014,0.889465,-1.34697,NA,NA,NA,NA,841.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80725,-2.55303,0.970167,-1.58275,NA,1024.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80879,-3.09294,1.38521,-1.39184,NA,691.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81142,-1.849,-0.708891,-0.0655905,NA,2896.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81223,-2.55809,0.761767,-0.511761,NA,NA,369.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81574,-1.51056,-0.29662,-0.203083,NA,NA,NA,10099.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81702,-0.22194,-1.38772,-1.10951,NA,491.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81915,-0.840537,-1.55161,-1.91775,NA,5312.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82146,-1.58259,-0.731597,-0.680963,NA,NA,NA,21897.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82201,-1.50743,-0.0798307,-0.925972,NA,NA,NA,NA,NA,NA,1907.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82442,-1.04666,0.789873,-0.186219,NA,NA,NA,NA,NA,NA,1342.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82647,-1.42873,0.545405,-1.27833,NA,488.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82843,-0.882505,0.0196495,-0.777916,NA,NA,NA,NA,NA,4204.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83092,-0.74344,-0.334983,-0.0317077,NA,NA,2869.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83393,0.0584097,-0.792776,-0.423656,NA,NA,676.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83402,-0.303927,-1.84661,-0.412954,NA,NA,682.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83752,-0.36233,-1.41061,0.316624,NA,NA,NA,94.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83952,-1.52255,-2.37338,-0.200088,769.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84180,-0.79026,-4.35371,-0.242348,NA,NA,NA,NA,NA,NA,1915.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84388,-0.341919,-2.58718,-0.738175,NA,NA,2184.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84503,0.665812,-0.919998,-0.756422,NA,4646.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84714,1.32394,-0.729226,-0.220312,NA,NA,NA,3365.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84851,2.83061,-1.66725,-0.764802,NA,NA,2177.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85134,3.1815,-1.54212,-0.606449,NA,NA,NA,4024.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85329,4.43928,-1.65262,-1.201,NA,NA,664.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85498,4.65815,-1.19161,-1.30178,NA,2700.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85755,4.79426,-2.17117,-1.27736,NA,NA,NA,NA,NA,NA,3422.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85973,4.26735,-1.99832,-1.32172,NA,NA,NA,5705.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86092,4.83552,-1.26059,-0.114508,NA,10590.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86276,3.64512,0.425567,-0.809911,NA,NA,NA,755.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86551,4.73653,0.375202,-1.38482,NA,NA,4995.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86681,4.0994,-0.564506,-1.31272,NA,2325.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86840,4.99627,-0.508744,-1.58143,NA,NA,NA,NA,NA,NA,2346.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87067,4.63397,-0.825284,-1.58599,NA,NA,8167.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87358,4.74766,0.225673,-1.23869,NA,NA,1198.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87579,3.79532,-0.682563,-0.636559,NA,6201.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87771,3.02125,-2.49533,-0.149935,NA,NA,NA,NA,17.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87983,3.83145,-1.24807,-0.975695,NA,NA,3101.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88092,4.646,-0.9112,-1.68292,NA,NA,1466.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88291,4.689,-0.897071,-1.26467,NA,NA,NA,NA,NA,136.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88423,3.65083,-1.27053,-1.58455,NA,NA,NA,2859.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88669,3.77911,-1.40781,-2.80429,NA,NA,476.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88883,3.16771,-1.23422,-3.06777,NA,NA,NA,NA,NA,344.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89136,2.39963,-2.16404,-1.42434,NA,NA,NA,1679.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89370,3.27663,-1.34369,-0.556597,NA,NA,NA,NA,NA,NA,779.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89439,3.2417,0.212095,-0.839038,NA,756.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89780,2.83129,-0.687918,-0.982836,NA,336.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89917,2.99942,-0.748277,-1.37786,NA,NA,522.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90191,3.28657,-0.486478,-1.59523,NA,718.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90345,3.32099,0.357746,-1.4939,NA,NA,NA,1000.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90597,1.88421,-0.249507,-1.97163,NA,905.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90756,0.240245,-0.634331,-2.16267,NA,NA,NA,NA,384.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90900,-1.90574,-0.325308,-2.5346,NA,NA,882.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91139,-0.870569,-2.97097,-1.69825,NA,2102.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91204,0.368047,-2.90822,-1.03996,NA,NA,360.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91499,-0.670502,-2.12864,-1.03246,NA,NA,4319.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91612,-0.101857,-1.31097,-0.266752,NA,NA,NA,NA,NA,3367.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91876,1.71641,-2.93153,-0.818563,NA,NA,NA,NA,NA,532.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92163,2.29581,-1.49615,0.632621,NA,NA,581.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92367,3.06644,-1.44237,-0.358869,NA,NA,845.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92547,0.758153,-1.11067,-1.28749,NA,NA,NA,NA,19.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92723,-0.17921,-1.53943,-0.0610995,NA,NA,NA,3480.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92848,-1.51957,-0.862543,-0.601305,NA,NA,NA,NA,NA,5571.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93029,-4.42128,-0.537391,-1.02753,NA,169.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93300,-3.92055,-0.834607,-0.107119,NA,NA,NA,4190.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93549,-3.16987,0.357652,0.814,NA,200.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93717,-1.19649,-0.0760875,-0.0991744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684.235,NA,NA,NA,NA
93864,-1.44996,-0.563826,-0.873719,NA,NA,NA,NA,NA,5316.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94121,-1.45976,-0.254867,-1.28288,NA,NA,NA,NA,NA,3806.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94201,-1.81466,0.0219688,-0.572664,NA,NA,NA,NA,NA,237.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94487,-1.27332,0.254481,-0.325567,NA,NA,NA,NA,486.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94768,-2.19192,0.628814,0.287723,NA,NA,NA,NA,NA,89.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94963,-0.0247665,0.744399,0.484872,NA,NA,187.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95127,-1.40409,-0.827252,-0.916303,NA,NA,NA,23674.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95286,-0.0418937,-1.96674,-0.388554,NA,NA,1607.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95429,-0.86195,-1.69193,-0.976274,NA,NA,NA,7640.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95622,0.708168,-0.707634,-0.459386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.745,NA,NA,NA,NA
95874,0.368246,-0.727143,-1.69109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.809,NA,NA,NA,NA
96190,-1.42651,-0.0933554,-1.4175,NA,NA,NA,NA,NA,6925.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96319,-0.989447,-0.173838,-1.80932,NA,NA,NA,1352.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96477,-0.984917,-0.672486,-3.03676,NA,NA,3223.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96752,-0.825547,-0.705755,-3.04382,NA,NA,1560.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96849,-0.387703,-1.39915,-2.57821,543.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
