id,x0,x1,x2,fitness-2.5,fitness-4,fitness-3,fitness-3.5,fitness-2,fitness-1.5,fitness-4.5,fitness-1,fitness-0.5,fitness-5
111509,2.52936,1.20929,-4.54374,-24.801,NA,NA,NA,NA,NA,NA,NA,NA,NA
111717,2.75755,0.869676,-5,NA,NA,-59.947,NA,NA,NA,NA,NA,NA,NA
111828,1.96397,1.26013,-5,NA,NA,-27.088,NA,NA,NA,NA,NA,NA,NA
112055,2.14558,2.17649,-4.5004,-13.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
112371,1.94036,1.85051,-4.16374,NA,NA,-6.055,NA,NA,NA,NA,NA,NA,NA
112530,1.27235,2.44221,-5,NA,NA,NA,NA,-37.31,NA,NA,NA,NA,NA
112754,1.33309,2.07024,-5,-23.427,NA,NA,NA,NA,NA,NA,NA,NA,NA
112920,2.67833,1.64954,-5,NA,NA,NA,NA,NA,-49.551,NA,NA,NA,NA
113185,2.40514,1.91045,-5,NA,NA,-30.014,NA,NA,NA,NA,NA,NA,NA
113274,1.87238,0.793813,-5,-47.256,NA,NA,NA,NA,NA,NA,NA,NA,NA
113471,2.10768,2.33354,-5,NA,NA,NA,NA,NA,-44.391,NA,NA,NA,NA
113684,2.14057,2.8598,-5,NA,NA,NA,NA,NA,-59.166,NA,NA,NA,NA
113963,1.00471,1.98291,-4.79833,-25.992,NA,NA,NA,NA,NA,NA,NA,NA,NA
114086,2.03525,2.28435,-5,NA,NA,NA,NA,-29.485,NA,NA,NA,NA,NA
114360,1.16758,1.59105,-4.64475,NA,NA,NA,NA,NA,NA,NA,-73.312,NA,NA
114546,1.1509,1.65016,-5,NA,NA,NA,NA,NA,-64.818,NA,NA,NA,NA
114641,0.74365,1.90099,-5,NA,NA,NA,NA,-56.345,NA,NA,NA,NA,NA
114929,1.52575,1.24205,-5,NA,NA,NA,NA,NA,-52.568,NA,NA,NA,NA
115159,1.13019,1.10088,-3.98534,-37.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
115333,1.85808,1.41333,-4.6728,NA,NA,NA,NA,-14.023,NA,NA,NA,NA,NA
115562,2.38784,1.97804,-4.49358,-15.084,NA,NA,NA,NA,NA,NA,NA,NA,NA
115735,2.68286,2.84249,-5,NA,NA,NA,-77.078,NA,NA,NA,NA,NA,NA
115898,1.82766,1.45359,-5,NA,NA,NA,-32.259,NA,NA,NA,NA,NA,NA
116130,2.07274,1.37945,-5,NA,NA,NA,-46.906,NA,NA,NA,NA,NA,NA
116384,1.91281,0.582477,-5,NA,-93.534,NA,NA,NA,NA,NA,NA,NA,NA
116535,0.153458,0.649903,-4.63574,NA,-158.625,NA,NA,NA,NA,NA,NA,NA,NA
116728,0.475001,1.0638,-4.78813,-78.618,NA,NA,NA,NA,NA,NA,NA,NA,NA
116904,1.54343,2.7761,-3.66548,NA,NA,NA,NA,-45.026,NA,NA,NA,NA,NA
117027,2.1657,2.07803,-2.54082,-101.518,NA,NA,NA,NA,NA,NA,NA,NA,NA
117336,1.43,1.68951,-3.38096,-31.098,NA,NA,NA,NA,NA,NA,NA,NA,NA
117475,1.12366,2.11958,-5,NA,NA,NA,-42.815,NA,NA,NA,NA,NA,NA
117722,1.57446,1.10837,-4.15822,NA,NA,-15.934,NA,NA,NA,NA,NA,NA,NA
117994,1.4523,0.957593,-4.34907,-27.074,NA,NA,NA,NA,NA,NA,NA,NA,NA
118138,1.12792,1.7482,-5,NA,NA,-30.88,NA,NA,NA,NA,NA,NA,NA
118339,1.87398,2.35181,-5,-25.172,NA,NA,NA,NA,NA,NA,NA,NA,NA
118430,1.10717,2.30651,-5,NA,NA,NA,NA,-36.604,NA,NA,NA,NA,NA
118727,1.28482,1.71058,-5,-22.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
118988,2.1811,1.07087,-5,NA,NA,-33.713,NA,NA,NA,NA,NA,NA,NA
119114,2.07242,1.89083,-5,NA,NA,NA,NA,-25.652,NA,NA,NA,NA,NA
119266,1.61498,1.41456,-5,NA,NA,NA,NA,NA,NA,NA,-69.677,NA,NA
119404,1.69745,1.54247,-5,NA,NA,NA,NA,-29.971,NA,NA,NA,NA,NA
119758,1.57014,3.15451,-5,NA,NA,-65.097,NA,NA,NA,NA,NA,NA,NA
119898,2.18939,2.64844,-5,NA,NA,NA,NA,-42.874,NA,NA,NA,NA,NA
120034,2.22961,1.2962,-4.43555,-11.421,NA,NA,NA,NA,NA,NA,NA,NA,NA
120291,2.31664,1.2849,-5,NA,NA,-33.185,NA,NA,NA,NA,NA,NA,NA
120550,1.90254,2.95533,-5,NA,NA,-55.846,NA,NA,NA,NA,NA,NA,NA
120727,2.02435,1.24932,-4.23313,NA,NA,-16.396,NA,NA,NA,NA,NA,NA,NA
120812,1.50245,1.52428,-5,NA,NA,-23.724,NA,NA,NA,NA,NA,NA,NA
121058,1.54962,1.6857,-5,-17.191,NA,NA,NA,NA,NA,NA,NA,NA,NA
121385,1.93034,1.4368,-5,NA,NA,-18.352,NA,NA,NA,NA,NA,NA,NA
121522,2.60869,2.71237,-4.82189,NA,NA,NA,NA,-51.204,NA,NA,NA,NA,NA
121634,2.6316,2.51875,-4.06185,-38.719,NA,NA,NA,NA,NA,NA,NA,NA,NA
121870,2.14722,3.01192,-5,NA,NA,-63.91,NA,NA,NA,NA,NA,NA,NA
122123,1.16613,2.10918,-5,NA,NA,NA,NA,NA,-44.492,NA,NA,NA,NA
122234,1.06546,2.42128,-5,NA,NA,NA,NA,-40.825,NA,NA,NA,NA,NA
122447,1.30614,1.11848,-5,NA,NA,NA,NA,NA,-76.002,NA,NA,NA,NA
122785,1.47698,1.90458,-4.97178,NA,NA,NA,NA,-21.158,NA,NA,NA,NA,NA
122984,0.885786,2.90412,-5,NA,NA,NA,NA,NA,-77.741,NA,NA,NA,NA
123042,-0.326841,1.5854,-5,NA,NA,NA,NA,NA,-156.513,NA,NA,NA,NA
123330,0.894684,1.8162,-5,NA,NA,NA,NA,NA,NA,NA,-81.485,NA,NA
123440,2.10364,2.36005,-3.76494,NA,NA,NA,NA,NA,-42.568,NA,NA,NA,NA
123683,2.71975,1.66304,-4.44711,NA,NA,NA,NA,-27.098,NA,NA,NA,NA,NA
123848,2.49841,0.940522,-4.31895,NA,NA,NA,NA,-46.941,NA,NA,NA,NA,NA
124179,2.24949,1.34118,-5,-23.159,NA,NA,NA,NA,NA,NA,NA,NA,NA
124333,2.01353,1.68905,-4.95047,NA,NA,-19.718,NA,NA,NA,NA,NA,NA,NA
124573,1.73662,0.917056,-3.66481,NA,NA,NA,-56.647,NA,NA,NA,NA,NA,NA
124767,1.84547,2.40488,-4.27195,NA,NA,NA,-44.145,NA,NA,NA,NA,NA,NA
124957,2.34621,1.35677,-4.71995,NA,NA,NA,-47.001,NA,NA,NA,NA,NA,NA
125168,2.4203,1.86774,-4.73141,NA,NA,-24.748,NA,NA,NA,NA,NA,NA,NA
125381,2.5496,1.62479,-4.1867,NA,NA,-21.785,NA,NA,NA,NA,NA,NA,NA
125598,2.67311,0.927339,-4.35938,-42.651,NA,NA,NA,NA,NA,NA,NA,NA,NA
125742,1.61516,1.54773,-4.75949,-7.953,NA,NA,NA,NA,NA,NA,NA,NA,NA
125844,1.9601,2.59814,-5,NA,NA,NA,NA,-41.024,NA,NA,NA,NA,NA
126142,2.82065,2.13473,-5,NA,NA,NA,NA,-43.731,NA,NA,NA,NA,NA
126349,1.74085,2.45887,-4.99982,NA,NA,-31.622,NA,NA,NA,NA,NA,NA,NA
126591,3.09389,1.17037,-3.12315,NA,NA,NA,NA,-97.289,NA,NA,NA,NA,NA
126624,2.58593,1.67382,-5,NA,NA,NA,NA,-30.991,NA,NA,NA,NA,NA
126987,2.38114,1.29725,-4.94917,NA,NA,NA,NA,-31.25,NA,NA,NA,NA,NA
127085,2.32528,2.58589,-5,NA,NA,NA,NA,-44.349,NA,NA,NA,NA,NA
127352,2.31445,1.1099,-5,NA,NA,NA,NA,NA,-66.907,NA,NA,NA,NA
127491,0.136409,2.16959,-5,NA,NA,NA,NA,-82.837,NA,NA,NA,NA,NA
127655,1.50526,1.43988,-5,-20.493,NA,NA,NA,NA,NA,NA,NA,NA,NA
127941,2.11464,1.87142,-5,NA,NA,-20.386,NA,NA,NA,NA,NA,NA,NA
128135,1.77643,2.17926,-5,-19.658,NA,NA,NA,NA,NA,NA,NA,NA,NA
128339,1.04937,2.08453,-5,-31.155,NA,NA,NA,NA,NA,NA,NA,NA,NA
128420,1.35305,0.881227,-4.71604,-43.159,NA,NA,NA,NA,NA,NA,NA,NA,NA
128720,0.988504,1.31023,-5,NA,NA,NA,NA,-45.225,NA,NA,NA,NA,NA
128809,1.20313,1.3836,-5,-31.343,NA,NA,NA,NA,NA,NA,NA,NA,NA
129018,2.77881,2.60108,-4.55694,NA,NA,-47.898,NA,NA,NA,NA,NA,NA,NA
129328,1.69586,3.20992,-5,NA,NA,-65.204,NA,NA,NA,NA,NA,NA,NA
129557,1.26465,2.95574,-5,-54.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
129757,1.39707,2.19841,-5,-24.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
129889,1.65718,2.24684,-5,-21.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
130062,0.976617,2.10467,-5,NA,NA,-34.56,NA,NA,NA,NA,NA,NA,NA
130379,0.441778,2.47181,-4.75466,NA,NA,-67.213,NA,NA,NA,NA,NA,NA,NA
130565,0.551541,2.21041,-4.34266,NA,NA,NA,NA,-49.357,NA,NA,NA,NA,NA
130723,2.44577,2.09947,-3.51749,NA,NA,NA,-53.658,NA,NA,NA,NA,NA,NA
130871,2.49547,2.06936,-3.03437,-66.643,NA,NA,NA,NA,NA,NA,NA,NA,NA
131197,3.14208,2.13612,-4.69924,-51.018,NA,NA,NA,NA,NA,NA,NA,NA,NA
131383,2.05735,2.62207,-5,NA,NA,NA,NA,NA,-56.735,NA,NA,NA,NA
131474,1.24552,2.3584,-5,-31.162,NA,NA,NA,NA,NA,NA,NA,NA,NA
131775,0.291239,1.27727,-5,NA,-105.19,NA,NA,NA,NA,NA,NA,NA,NA
131944,0.303184,2.4184,-4.71788,NA,NA,NA,-88.743,NA,NA,NA,NA,NA,NA
132159,1.26094,2.39882,-5,NA,NA,-34.356,NA,NA,NA,NA,NA,NA,NA
132207,2.09593,2.48136,-4.60003,NA,NA,NA,-41.639,NA,NA,NA,NA,NA,NA
132570,0.429603,1.94214,-4.55466,-51.252,NA,NA,NA,NA,NA,NA,NA,NA,NA
132746,1.63986,1.66202,-5,NA,NA,NA,NA,-18.198,NA,NA,NA,NA,NA
132990,2.49863,2.2097,-5,-31.521,NA,NA,NA,NA,NA,NA,NA,NA,NA
133128,2.01506,1.44267,-4.22503,NA,NA,NA,NA,-5.896,NA,NA,NA,NA,NA
133345,2.35735,1.50526,-4.53994,-13.539,NA,NA,NA,NA,NA,NA,NA,NA,NA
133586,2.25409,1.01555,-5,NA,NA,NA,-46.492,NA,NA,NA,NA,NA,NA
133751,2.89602,0.836347,-5,NA,NA,NA,-86.99,NA,NA,NA,NA,NA,NA
133947,2.69761,1.20181,-5,NA,NA,-47.727,NA,NA,NA,NA,NA,NA,NA
134095,1.39995,0.844073,-5,NA,NA,-57.728,NA,NA,NA,NA,NA,NA,NA
134345,1.88009,0.80814,-4.19841,-31.935,NA,NA,NA,NA,NA,NA,NA,NA,NA
134404,1.73653,1.08204,-4.40636,-13.398,NA,NA,NA,NA,NA,NA,NA,NA,NA
134614,2.52226,1.26712,-4.45788,NA,NA,NA,NA,NA,-41.074,NA,NA,NA,NA
134991,2.31396,2.12826,-4.48633,NA,NA,-24.14,NA,NA,NA,NA,NA,NA,NA
135152,2.28835,2.26609,-4.87346,NA,NA,NA,-46.068,NA,NA,NA,NA,NA,NA
135286,1.88208,1.67168,-5,-14.669,NA,NA,NA,NA,NA,NA,NA,NA,NA
135421,1.7818,2.48328,-4.75937,-22.723,NA,NA,NA,NA,NA,NA,NA,NA,NA
135790,2.11468,2.20282,-3.97816,NA,NA,NA,-31.707,NA,NA,NA,NA,NA,NA
135857,0.352503,1.42312,-4.43643,NA,NA,NA,-80.848,NA,NA,NA,NA,NA,NA
136122,0.176089,1.75814,-4.59033,NA,NA,NA,-78.582,NA,NA,NA,NA,NA,NA
136207,0.977316,2.32989,-5,-38.769,NA,NA,NA,NA,NA,NA,NA,NA,NA
136462,1.78561,1.4103,-4.61828,-4.791,NA,NA,NA,NA,NA,NA,NA,NA,NA
136609,2.39756,0.77515,-3.85139,NA,NA,NA,NA,-61.98,NA,NA,NA,NA,NA
136859,2.43456,0.648879,-4.83917,NA,NA,NA,NA,-74.825,NA,NA,NA,NA,NA
137025,1.21834,2.98073,-3.75626,NA,NA,NA,NA,-62.617,NA,NA,NA,NA,NA
137318,1.48549,2.31375,-3.82728,NA,NA,NA,NA,NA,NA,NA,NA,-99.331,NA
137476,2.03466,1.79154,-5,NA,NA,NA,NA,-25.288,NA,NA,NA,NA,NA
137637,2.66332,2.33,-4.53219,NA,NA,NA,NA,-38.596,NA,NA,NA,NA,NA
137876,1.67688,2.34893,-4.74641,NA,NA,NA,NA,NA,-35.019,NA,NA,NA,NA
138089,0.917409,1.15669,-5,NA,NA,NA,NA,NA,-81.117,NA,NA,NA,NA
138346,2.59239,0.686873,-5,NA,NA,NA,NA,-77.125,NA,NA,NA,NA,NA
138425,2.94732,2.23941,-4.81838,NA,NA,NA,-62.718,NA,NA,NA,NA,NA,NA
138715,2.41752,2.34324,-3.93497,NA,NA,-35.043,NA,NA,NA,NA,NA,NA,NA
138875,2.73381,2.35387,-4.63516,NA,-94.57,NA,NA,NA,NA,NA,NA,NA,NA
139168,3.12692,2.40045,-5,NA,NA,NA,-75.538,NA,NA,NA,NA,NA,NA
139362,2.57016,1.12344,-4.10637,-30.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
139470,1.33272,2.23639,-5,NA,NA,-27.404,NA,NA,NA,NA,NA,NA,NA
139772,1.61523,1.23216,-4.14228,NA,NA,NA,NA,-16.506,NA,NA,NA,NA,NA
139801,0.843798,1.3692,-5,-47.818,NA,NA,NA,NA,NA,NA,NA,NA,NA
140137,1.38418,1.34391,-3.87214,NA,NA,NA,NA,-24.355,NA,NA,NA,NA,NA
140235,3.14192,1.4583,-4.92057,-53.525,NA,NA,NA,NA,NA,NA,NA,NA,NA
140505,3.88988,1.8901,-4.86272,-102.599,NA,NA,NA,NA,NA,NA,NA,NA,NA
140787,2.54166,1.83412,-3.25654,NA,NA,NA,-66.808,NA,NA,NA,NA,NA,NA
140885,2.82143,2.37174,-4.65043,NA,NA,-43.028,NA,NA,NA,NA,NA,NA,NA
141030,2.285,2.32908,-4.29898,NA,-53.91,NA,NA,NA,NA,NA,NA,NA,NA
141244,3.00961,1.29495,-5,-52.739,NA,NA,NA,NA,NA,NA,NA,NA,NA
141524,2.35931,1.62593,-4.44891,NA,NA,NA,-35.159,NA,NA,NA,NA,NA,NA
141609,2.14607,0.294677,-4.09944,NA,NA,-89.824,NA,NA,NA,NA,NA,NA,NA
141958,3.00494,1.54095,-3.93792,-43.922,NA,NA,NA,NA,NA,NA,NA,NA,NA
142158,1.66421,1.12487,-4.86089,NA,NA,NA,-35.884,NA,NA,NA,NA,NA,NA
142213,2.43597,1.76782,-5,NA,NA,NA,-47.703,NA,NA,NA,NA,NA,NA
142409,2.13843,0.245296,-5,NA,NA,-104.94,NA,NA,NA,NA,NA,NA,NA
142771,1.83339,1.50266,-5,NA,-51.599,NA,NA,NA,NA,NA,NA,NA,NA
142884,1.7377,1.68087,-5,NA,NA,NA,-31.674,NA,NA,NA,NA,NA,NA
143097,1.72698,2.34749,-5,NA,NA,-32.356,NA,NA,NA,NA,NA,NA,NA
143328,1.90523,2.41622,-5,NA,NA,NA,NA,NA,-42.766,NA,NA,NA,NA
143431,1.8074,2.11151,-4.76658,-12.307,NA,NA,NA,NA,NA,NA,NA,NA,NA
143800,2.08129,2.37499,-3.8963,NA,NA,NA,NA,-26.729,NA,NA,NA,NA,NA
143924,1.85563,2.69332,-3.36544,NA,NA,NA,NA,NA,-64.429,NA,NA,NA,NA
144003,1.94337,1.19564,-3.94133,NA,NA,NA,NA,-28.426,NA,NA,NA,NA,NA
144287,0.775466,2.07601,-4.79664,-39.239,NA,NA,NA,NA,NA,NA,NA,NA,NA
144490,1.01678,1.64262,-4.11686,NA,NA,-21.545,NA,NA,NA,NA,NA,NA,NA
144625,2.47576,2.48835,-4.65107,NA,-72.858,NA,NA,NA,NA,NA,NA,NA,NA
144826,2.16299,2.7427,-3.02722,-79.173,NA,NA,NA,NA,NA,NA,NA,NA,NA
145080,2.18616,2.24669,-4.48779,-15.213,NA,NA,NA,NA,NA,NA,NA,NA,NA
145215,0.993291,1.50332,-5,NA,NA,-36.813,NA,NA,NA,NA,NA,NA,NA
145443,2.00582,1.24336,-5,NA,NA,NA,NA,-24.607,NA,NA,NA,NA,NA
145711,2.27803,0.834097,-4.51118,NA,NA,NA,NA,NA,NA,NA,-83.561,NA,NA
145936,1.34409,0.978025,-3.71654,NA,-76.766,NA,NA,NA,NA,NA,NA,NA,NA
146076,2.11326,2.52884,-4.22588,-23.146,NA,NA,NA,NA,NA,NA,NA,NA,NA
146383,1.45288,2.06523,-4.19809,NA,NA,NA,NA,-21.381,NA,NA,NA,NA,NA
146449,2.14626,1.13265,-4.58354,-16.505,NA,NA,NA,NA,NA,NA,NA,NA,NA
146601,2.50813,1.03705,-4.68231,NA,NA,-34.667,NA,NA,NA,NA,NA,NA,NA
146927,1.83812,1.51747,-5,NA,NA,-26.57,NA,NA,NA,NA,NA,NA,NA
147194,2.11152,1.42365,-4.3237,-6.469,NA,NA,NA,NA,NA,NA,NA,NA,NA
147331,2.18736,0.631987,-5,NA,NA,NA,NA,-67.769,NA,NA,NA,NA,NA
147552,1.30006,1.21061,-4.2002,NA,NA,NA,NA,-24.083,NA,NA,NA,NA,NA
147796,1.08679,0.797854,-4.4352,-62.141,NA,NA,NA,NA,NA,NA,NA,NA,NA
147959,0.621741,1.83944,-5,NA,NA,-54.878,NA,NA,NA,NA,NA,NA,NA
148056,0.976065,2.16251,-5,NA,NA,NA,NA,-40.518,NA,NA,NA,NA,NA
148338,0.546264,2.77094,-4.42057,-63.427,NA,NA,NA,NA,NA,NA,NA,NA,NA
148515,1.20186,1.31517,-4.01752,NA,NA,NA,NA,-36.072,NA,NA,NA,NA,NA
148689,3.0874,2.29626,-4.03295,NA,NA,-57.067,NA,NA,NA,NA,NA,NA,NA
148974,1.75727,1.7201,-3.99053,-4.811,NA,NA,NA,NA,NA,NA,NA,NA,NA
149102,2.17096,1.52319,-5,NA,NA,-29.04,NA,NA,NA,NA,NA,NA,NA
149367,1.88377,2.24176,-4.96182,NA,NA,-28.164,NA,NA,NA,NA,NA,NA,NA
149509,1.71206,2.3864,-5,NA,NA,NA,NA,-27.182,NA,NA,NA,NA,NA
149661,1.98192,1.66215,-2.8437,NA,NA,NA,NA,-70.472,NA,NA,NA,NA,NA
149818,1.28284,1.82631,-3.65921,NA,NA,-24.98,NA,NA,NA,NA,NA,NA,NA
150133,1.24889,2.35977,-3.40559,-43.894,NA,NA,NA,NA,NA,NA,NA,NA,NA
150264,0.75931,2.66962,-4.20185,-49.296,NA,NA,NA,NA,NA,NA,NA,NA,NA
150487,1.22702,2.12537,-3.36458,-40.332,NA,NA,NA,NA,NA,NA,NA,NA,NA
150632,0.604987,2.34711,-4.64932,NA,NA,-54.968,NA,NA,NA,NA,NA,NA,NA
150952,1.45932,3.04899,-4.76764,NA,NA,-56.874,NA,NA,NA,NA,NA,NA,NA
151013,1.3539,1.66042,-4.72534,NA,NA,NA,-29.204,NA,NA,NA,NA,NA,NA
151264,1.31185,2.29791,-4.8682,NA,NA,NA,NA,-31.25,NA,NA,NA,NA,NA
151557,2.44689,2.38312,-4.81507,NA,NA,-34.984,NA,NA,NA,NA,NA,NA,NA
151679,2.08054,2.19917,-4.10277,-13.209,NA,NA,NA,NA,NA,NA,NA,NA,NA
151912,2.72098,2.13895,-5,NA,NA,NA,NA,-46.33,NA,NA,NA,NA,NA
152107,1.1829,3.1334,-5,-65.782,NA,NA,NA,NA,NA,NA,NA,NA,NA
152308,1.1976,1.77022,-5,-25.781,NA,NA,NA,NA,NA,NA,NA,NA,NA
152514,1.35386,1.08995,-5,NA,NA,-36.957,NA,NA,NA,NA,NA,NA,NA
152724,1.86661,0.748851,-5,NA,NA,-53.943,NA,NA,NA,NA,NA,NA,NA
152942,2.04388,1.32039,-5,NA,NA,NA,NA,-28.506,NA,NA,NA,NA,NA
153167,1.41872,0.387473,-4.29553,-105.552,NA,NA,NA,NA,NA,NA,NA,NA,NA
153311,1.60775,0.820664,-5,-53.337,NA,NA,NA,NA,NA,NA,NA,NA,NA
153566,3.003,1.71181,-5,NA,NA,-51.001,NA,NA,NA,NA,NA,NA,NA
153632,3.73427,1.08159,-5,NA,NA,NA,-121.542,NA,NA,NA,NA,NA,NA
153807,2.69667,1.77816,-5,NA,NA,NA,-50.909,NA,NA,NA,NA,NA,NA
154007,2.40258,2.15049,-3.98622,NA,NA,NA,-36.561,NA,NA,NA,NA,NA,NA
154209,1.86647,1.6103,-5,NA,NA,NA,-38.141,NA,NA,NA,NA,NA,NA
154566,1.09181,1.29802,-4.73437,NA,NA,NA,-41.361,NA,NA,NA,NA,NA,NA
154777,0.716426,1.90199,-4.85792,-42.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
154963,1.76307,1.94646,-5,NA,NA,NA,-38.592,NA,NA,NA,NA,NA,NA
155029,2.35352,2.41514,-5,NA,NA,-35.436,NA,NA,NA,NA,NA,NA,NA
155381,0.930443,2.32659,-4.64803,-33.081,NA,NA,NA,NA,NA,NA,NA,NA,NA
155455,0.286974,2.29259,-4.15433,-63.433,NA,NA,NA,NA,NA,NA,NA,NA,NA
155657,0.782489,3.05987,-5,NA,NA,NA,NA,-79.224,NA,NA,NA,NA,NA
155811,1.95785,0.945413,-5,NA,NA,NA,NA,NA,NA,NA,NA,-130.656,NA
156179,2.44477,1.52365,-5,NA,NA,NA,NA,NA,NA,NA,NA,-99.268,NA
156239,1.70265,2.18352,-5,NA,NA,NA,NA,-31.528,NA,NA,NA,NA,NA
156525,1.94133,1.2355,-5,-21.685,NA,NA,NA,NA,NA,NA,NA,NA,NA
156689,2.27597,1.14367,-4.87108,NA,NA,-28.161,NA,NA,NA,NA,NA,NA,NA
156883,1.94466,1.17824,-5,NA,NA,NA,NA,-32.66,NA,NA,NA,NA,NA
157024,1.54862,1.61332,-5,-17.163,NA,NA,NA,NA,NA,NA,NA,NA,NA
157217,2.87697,2.34311,-3.88454,-47.978,NA,NA,NA,NA,NA,NA,NA,NA,NA
157483,0.508756,2.92377,-5,NA,NA,-83.934,NA,NA,NA,NA,NA,NA,NA
157625,2.30475,2.60021,-5,NA,NA,NA,NA,-42.998,NA,NA,NA,NA,NA
157897,2.36388,2.59966,-4.94733,-38.376,NA,NA,NA,NA,NA,NA,NA,NA,NA
158054,2.26668,2.08597,-5,-23.636,NA,NA,NA,NA,NA,NA,NA,NA,NA
158231,2.35703,1.21801,-4.99675,NA,NA,NA,NA,NA,NA,NA,-66.331,NA,NA
158592,2.01104,2.77815,-5,NA,NA,NA,NA,NA,-61.389,NA,NA,NA,NA
158625,1.66549,2.74622,-5,NA,NA,-43.626,NA,NA,NA,NA,NA,NA,NA
158809,1.16669,2.17376,-4.39694,-18.783,NA,NA,NA,NA,NA,NA,NA,NA,NA
159107,0.525209,1.86407,-3.79306,-54.766,NA,NA,NA,NA,NA,NA,NA,NA,NA
159343,2.31951,0.111578,-4.2294,NA,NA,-117.198,NA,NA,NA,NA,NA,NA,NA
159467,2.90797,2.23894,-4.77877,-42.843,NA,NA,NA,NA,NA,NA,NA,NA,NA
159780,1.48138,2.45314,-5,NA,NA,-39.522,NA,NA,NA,NA,NA,NA,NA
159892,2.04769,1.69554,-5,NA,NA,-18.069,NA,NA,NA,NA,NA,NA,NA
160200,1.43307,1.7331,-5,NA,NA,-22.304,NA,NA,NA,NA,NA,NA,NA
160246,2.27703,1.77013,-5,NA,NA,NA,NA,-26.18,NA,NA,NA,NA,NA
160453,2.72401,2.90351,-5,NA,NA,NA,NA,NA,NA,NA,-115.755,NA,NA
160668,2.25889,2.03659,-4.73935,-16.345,NA,NA,NA,NA,NA,NA,NA,NA,NA
160951,2.03944,2.03437,-5,-18.548,NA,NA,NA,NA,NA,NA,NA,NA,NA
161057,1.64031,1.63168,-5,-15.144,NA,NA,NA,NA,NA,NA,NA,NA,NA
161269,1.35003,2.20978,-5,NA,NA,NA,NA,-33.041,NA,NA,NA,NA,NA
161485,1.24516,2.46289,-5,NA,NA,NA,NA,-45.26,NA,NA,NA,NA,NA
161765,0.717653,1.30608,-5,NA,NA,NA,NA,NA,-77.274,NA,NA,NA,NA
161953,0.76619,0.90931,-4.46361,NA,NA,NA,NA,NA,NA,NA,-138.86,NA,NA
162182,0.263213,1.33332,-4.88124,-79.561,NA,NA,NA,NA,NA,NA,NA,NA,NA
162380,1.07711,1.41167,-5,-34.631,NA,NA,NA,NA,NA,NA,NA,NA,NA
162581,2.55089,2.03702,-4.77706,-24.889,NA,NA,NA,NA,NA,NA,NA,NA,NA
162729,2.11495,2.99193,-4.57682,NA,NA,NA,NA,-47.121,NA,NA,NA,NA,NA
162831,1.56295,1.19989,-5,NA,NA,-26.183,NA,NA,NA,NA,NA,NA,NA
163095,0.922441,1.8368,-4.02182,-26.492,NA,NA,NA,NA,NA,NA,NA,NA,NA
163346,1.21979,1.73532,-4.78155,NA,NA,NA,NA,-18.981,NA,NA,NA,NA,NA
163436,1.82588,2.81749,-4.36605,NA,NA,NA,NA,-41.47,NA,NA,NA,NA,NA
163714,1.53198,1.90631,-3.54875,NA,NA,-30.559,NA,NA,NA,NA,NA,NA,NA
163808,2.36069,0.957494,-4.68591,NA,NA,-35.153,NA,NA,NA,NA,NA,NA,NA
164174,2.87617,1.44713,-5,NA,-79.352,NA,NA,NA,NA,NA,NA,NA,NA
164376,2.13777,1.51617,-5,NA,NA,-20.408,NA,NA,NA,NA,NA,NA,NA
164522,2.33073,1.73394,-4.15544,NA,NA,-14.538,NA,NA,NA,NA,NA,NA,NA
164646,2.48305,2.36638,-4.13353,-27.732,NA,NA,NA,NA,NA,NA,NA,NA,NA
164892,3.62882,0.429858,-4.5439,NA,NA,NA,NA,-132.8,NA,NA,NA,NA,NA
165064,2.25748,1.76914,-4.32763,NA,NA,NA,NA,NA,NA,NA,NA,-83.053,NA
165280,1.43788,2.59242,-5,-36.137,NA,NA,NA,NA,NA,NA,NA,NA,NA
165426,1.69606,2.07207,-5,NA,NA,NA,NA,-23.484,NA,NA,NA,NA,NA
165703,2.12587,3.15259,-4.78543,NA,NA,NA,NA,-64.135,NA,NA,NA,NA,NA
165855,3.09467,2.90361,-4.79283,NA,NA,NA,NA,NA,-90.019,NA,NA,NA,NA
166136,2.53953,2.6945,-5,-48.264,NA,NA,NA,NA,NA,NA,NA,NA,NA
166246,1.72438,2.5871,-5,NA,NA,NA,NA,NA,NA,NA,-73.354,NA,NA
166582,2.31711,1.39344,-5,NA,NA,NA,NA,-29.87,NA,NA,NA,NA,NA
166676,3.15699,0.741069,-4.55854,NA,NA,NA,NA,NA,-97.608,NA,NA,NA,NA
166923,2.12952,1.89173,-4.63284,NA,NA,NA,NA,NA,-27.488,NA,NA,NA,NA
167070,1.59285,2.40736,-5,-28.024,NA,NA,NA,NA,NA,NA,NA,NA,NA
167398,1.33109,2.11233,-5,-23.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
167536,1.09918,1.07105,-5,NA,NA,NA,NA,NA,-94.7,NA,NA,NA,NA
