id,x0,x1,x2,fitness9.5,fitness8,fitness8.5,fitness7.5,fitness7,fitness9,fitness4.5,fitness5,fitness6.5,fitness6,fitness10
106779,8.25322,7.46166,8.12148,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
106854,7.89539,7.11864,7.85013,NA,NA,NA,0.914,NA,NA,NA,NA,NA,NA,NA
107090,7.98922,6.51555,8.75498,NA,NA,NA,0.511,NA,NA,NA,NA,NA,NA,NA
107212,7.62243,7.69309,8.74657,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA
107579,7.22936,8.36239,7.96679,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA,NA
107765,8.07379,8.63512,7.71001,NA,NA,NA,0.828,NA,NA,NA,NA,NA,NA,NA
107976,8.59909,7.67149,8.34208,NA,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA
108170,9.04309,7.58183,7.5874,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA
108297,7.88003,8.36702,7.70511,NA,NA,NA,NA,0.826,NA,NA,NA,NA,NA,NA
108500,7.33761,7.96373,7.55374,NA,NA,NA,NA,0.852,NA,NA,NA,NA,NA,NA
108728,7.57865,7.30402,8.20265,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA
108939,7.88199,7.91603,7.9646,NA,NA,NA,0.971,NA,NA,NA,NA,NA,NA,NA
109164,7.87208,7.49133,8.47004,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA
109379,7.98992,7.89437,8.15921,NA,0.923,NA,NA,NA,NA,NA,NA,NA,NA,NA
109463,7.92223,7.02998,8.61464,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
109700,7.51878,7.91261,7.49787,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109974,7.52111,8.10065,7.58162,NA,NA,NA,0.919,NA,NA,NA,NA,NA,NA,NA
110178,7.09673,8.23635,7.66489,NA,NA,NA,0.866,NA,NA,NA,NA,NA,NA,NA
110282,7.434,8.2693,7.83764,NA,0.914,NA,NA,NA,NA,NA,NA,NA,NA,NA
110431,7.53188,8.17911,7.55533,NA,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA
110710,7.69758,8.53117,7.79375,NA,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA
110936,8.22381,8.452,7.08539,NA,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA
111088,7.461,7.73122,7.24875,NA,NA,NA,NA,NA,0.708,NA,NA,NA,NA,NA
111276,7.26889,8.46335,6.98896,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA
111403,7.07895,7.92765,7.01481,NA,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA
111732,7.98013,8.32909,7.73512,NA,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA
111812,6.97436,8.11884,7.92087,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA
112173,6.73416,8.61091,7.42592,NA,NA,NA,0.649,NA,NA,NA,NA,NA,NA,NA
112242,8.09909,9.14883,7.44494,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA
112489,7.40357,9.38304,8.63238,NA,NA,NA,0.479,NA,NA,NA,NA,NA,NA,NA
112687,8.75207,8.18426,8.77781,NA,NA,0.516,NA,NA,NA,NA,NA,NA,NA,NA
112991,7.12021,8.66324,8.50693,NA,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA
113048,7.69833,7.72819,6.98096,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA
113373,7.57165,7.76366,8.43421,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA
113596,7.80764,8.20658,8.0065,NA,NA,NA,0.928,NA,NA,NA,NA,NA,NA,NA
113668,8.23066,7.97324,7.89054,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA
113885,7.9685,7.45012,7.63632,NA,NA,NA,0.971,NA,NA,NA,NA,NA,NA,NA
114016,7.91792,7.31309,6.38608,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA
114327,7.81504,7.24976,6.5853,NA,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA
114403,7.03626,8.5841,7.01875,NA,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA
114747,7.48467,8.73411,7.67625,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA
114933,8.87943,7.85844,7.94996,NA,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA
115083,9.20071,7.81397,8.18618,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA
115321,8.13435,8.05508,7.47805,NA,NA,NA,0.928,NA,NA,NA,NA,NA,NA,NA
115505,7.79568,7.42558,6.52837,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA
115734,7.82653,8.46099,7.0507,NA,NA,NA,NA,0.689,NA,NA,NA,NA,NA,NA
115940,7.74541,8.11679,7.64353,NA,NA,NA,0.957,NA,NA,NA,NA,NA,NA,NA
116001,8.82973,8.34235,8.39361,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
116257,7.91124,8.0207,7.86984,NA,0.928,NA,NA,NA,NA,NA,NA,NA,NA,NA
116452,7.9111,8.23876,7.71292,NA,NA,NA,NA,NA,0.718,NA,NA,NA,NA,NA
116695,7.57996,7.76578,7.49965,NA,0.946,NA,NA,NA,NA,NA,NA,NA,NA,NA
116889,7.52532,7.20161,7.63007,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA
117020,6.58754,7.506,7.82201,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA
117350,6.97225,7.49283,7.85588,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA
117461,7.16163,7.26554,7.4386,NA,NA,NA,NA,NA,0.671,NA,NA,NA,NA,NA
117736,8.56529,8.08272,7.16466,NA,NA,0.614,NA,NA,NA,NA,NA,NA,NA,NA
117969,7.92189,6.88356,6.54519,NA,NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA
118005,7.10731,8.72776,7.56926,NA,NA,0.691,NA,NA,NA,NA,NA,NA,NA,NA
118269,7.71754,7.06014,7.15348,NA,NA,NA,NA,NA,NA,NA,NA,0.589,NA,NA
118560,8.81424,8.34983,7.66827,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA
118666,8.32688,7.43528,7.74981,NA,NA,NA,0.904,NA,NA,NA,NA,NA,NA,NA
118948,7.32907,7.27265,6.93382,NA,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA
119084,7.28909,7.74291,6.73481,NA,NA,0.685,NA,NA,NA,NA,NA,NA,NA,NA
119305,7.78148,8.56352,7.08825,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA,NA
119517,7.34104,7.71846,7.22489,NA,NA,NA,0.918,NA,NA,NA,NA,NA,NA,NA
119707,6.46199,7.26306,7.36735,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA
119988,7.08763,7.57785,7.15268,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA
120157,7.62852,8.18645,7.38303,NA,0.902,NA,NA,NA,NA,NA,NA,NA,NA,NA
120242,6.7063,7.19475,7.46601,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA
120453,7.05704,7.77017,8.02555,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA
120723,7.04562,7.35861,6.97441,NA,NA,NA,NA,0.639,NA,NA,NA,NA,NA,NA
120861,6.66645,6.94392,8.34072,NA,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA
121075,6.89955,8.15525,8.05322,NA,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA
121388,6.95217,8.25296,7.5226,NA,NA,NA,NA,0.703,NA,NA,NA,NA,NA,NA
121445,7.19677,7.78165,7.47728,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
121771,7.38965,7.8476,7.27793,NA,NA,0.863,NA,NA,NA,NA,NA,NA,NA,NA
121820,7.54147,8.70565,6.77424,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA
122069,7.10906,7.0385,7.64464,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA,NA
122231,7.59477,7.95408,7.55898,NA,NA,NA,0.936,NA,NA,NA,NA,NA,NA,NA
122405,6.8748,8.30611,7.55877,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
122710,7.21498,7.87837,7.74624,NA,NA,0.809,NA,NA,NA,NA,NA,NA,NA,NA
122809,7.90865,7.61836,7.30398,NA,NA,0.896,NA,NA,NA,NA,NA,NA,NA,NA
123027,8.00295,6.54077,7.81255,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA
123300,7.31108,7.97514,7.64712,NA,NA,NA,0.943,NA,NA,NA,NA,NA,NA,NA
123596,8.13048,6.93784,8.78613,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA
123677,7.58545,7.90959,8.53611,NA,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA
123973,8.44186,8.90094,9.08568,NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA
124160,7.40957,7.8548,8.65978,NA,NA,0.672,NA,NA,NA,NA,NA,NA,NA,NA
124218,7.52769,7.85677,7.54383,NA,NA,NA,0.983,NA,NA,NA,NA,NA,NA,NA
124537,7.0564,7.7103,7.6573,NA,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA
124725,6.94635,7.79856,8.67717,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124908,8.77845,7.4168,7.95825,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA
125020,7.92465,6.65609,7.69362,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA
125391,8.33323,8.49194,8.90769,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA
125496,8.04761,8.74191,8.36014,NA,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA
125669,8.14828,8.43994,8.03456,NA,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA
125950,7.19089,7.48866,8.02326,NA,NA,NA,NA,NA,0.708,NA,NA,NA,NA,NA
126136,7.39256,7.09814,8.53994,NA,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA
126238,7.40159,6.87075,8.24287,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA
126526,8.41065,6.69057,6.9984,NA,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA
126609,8.43238,9.03319,7.61761,NA,NA,NA,0.649,NA,NA,NA,NA,NA,NA,NA
126930,8.28021,8.50675,8.10344,NA,NA,NA,0.785,NA,NA,NA,NA,NA,NA,NA
127036,7.83845,7.02313,8.17087,NA,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA
127292,8.41569,7.05364,7.66625,NA,NA,0.661,NA,NA,NA,NA,NA,NA,NA,NA
127407,7.96759,8.07453,8.12603,NA,0.911,NA,NA,NA,NA,NA,NA,NA,NA,NA
127685,7.57929,8.3487,8.0796,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA
127947,7.64351,8.3741,7.73515,NA,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA
128153,7.50006,7.83102,7.61467,NA,0.985,NA,NA,NA,NA,NA,NA,NA,NA,NA
128250,7.92017,7.62392,7.46252,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA
128496,7.68567,6.87254,8.56416,NA,NA,NA,0.715,NA,NA,NA,NA,NA,NA,NA
128616,7.92431,8.34047,7.02264,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA,NA
128970,7.19412,7.38815,7.32327,NA,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA
129041,7.50293,8.09891,7.82034,NA,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA
129290,7.51531,8.56148,7.62643,NA,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA
129537,7.4082,7.82004,7.89127,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
129675,7.6549,7.15839,7.57766,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA,NA
129803,8.7506,8.11275,8.13507,NA,0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA
130198,8.26312,7.96577,8.44746,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441,NA
130287,7.52257,7.79151,8.33005,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA
130523,7.09551,8.24025,7.73561,NA,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA
130797,7.98098,7.9787,8.43526,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA
130864,8.07012,7.19736,8.29898,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA
131178,7.44172,7.81835,8.19339,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA
131201,7.65797,7.6526,7.82848,NA,NA,NA,0.956,NA,NA,NA,NA,NA,NA,NA
131566,7.99271,7.47728,7.72098,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
131716,7.66568,8.22323,7.41269,NA,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA
131968,7.43758,7.6026,7.0904,NA,0.878,NA,NA,NA,NA,NA,NA,NA,NA,NA
132056,7.66643,7.96123,7.08344,NA,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA
132226,7.59709,7.25045,7.19435,NA,NA,NA,NA,NA,0.671,NA,NA,NA,NA,NA
132415,8.14034,7.93165,7.72371,NA,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
132646,7.51643,8.61633,7.89261,NA,NA,NA,0.845,NA,NA,NA,NA,NA,NA,NA
132899,7.83547,8.8074,8.33517,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA
133147,8.28546,9.42861,8.2305,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA
133350,7.09147,8.74788,8.21541,NA,NA,NA,0.693,NA,NA,NA,NA,NA,NA,NA
133408,7.53185,7.23521,7.81831,NA,NA,NA,0.941,NA,NA,NA,NA,NA,NA,NA
133618,7.3491,9.11162,7.89849,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA
133970,8.23784,8.01841,8.75865,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA
134013,7.52658,8.14272,9.17054,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA
134204,7.80423,7.89283,7.58045,NA,NA,NA,0.976,NA,NA,NA,NA,NA,NA,NA
134401,7.97164,9.80243,8.48125,NA,NA,0.384,NA,NA,NA,NA,NA,NA,NA,NA
134711,8.17515,8.77115,7.90658,NA,NA,NA,0.767,NA,NA,NA,NA,NA,NA,NA
134887,8.2578,7.0419,7.74796,NA,0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA
135118,7.85292,8.03597,8.01424,NA,NA,NA,0.945,NA,NA,NA,NA,NA,NA,NA
135201,7.76539,6.6087,8.21181,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA
135496,7.08585,7.75471,8.28058,NA,NA,NA,0.855,NA,NA,NA,NA,NA,NA,NA
135776,7.2063,8.62039,8.07373,NA,NA,NA,0.778,NA,NA,NA,NA,NA,NA,NA
135885,7.4568,7.18698,8.98931,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA
136135,7.71301,7.43978,8.26549,NA,NA,NA,NA,0.796,NA,NA,NA,NA,NA,NA
136243,7.72497,7.49247,7.45014,NA,0.967,NA,NA,NA,NA,NA,NA,NA,NA,NA
136490,7.46004,8.52899,8.32276,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA,NA
136681,7.88617,7.69541,6.21227,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA
136918,7.65835,7.96199,7.87569,NA,NA,NA,NA,NA,0.782,NA,NA,NA,NA,NA
137031,7.15231,8.06917,8.58583,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA
137367,7.98719,7.85315,7.68915,NA,0.974,NA,NA,NA,NA,NA,NA,NA,NA,NA
137574,7.29135,7.5724,7.28148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491
137800,7.13906,7.50791,7.18763,NA,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA
137897,7.61483,7.56271,7.91132,NA,NA,0.889,NA,NA,NA,NA,NA,NA,NA,NA
138135,8.11228,7.36585,8.82617,NA,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA
138204,7.58095,7.35815,8.82049,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA
138571,7.92837,7.9403,8.21554,NA,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA
138682,7.33766,7.86662,7.72696,NA,0.945,NA,NA,NA,NA,NA,NA,NA,NA,NA
138838,7.90491,7.80192,7.63833,NA,0.985,NA,NA,NA,NA,NA,NA,NA,NA,NA
139001,8.15669,8.74424,7.41938,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA
139301,7.5547,8.94239,7.40578,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA
139410,7.13003,7.90055,8.07436,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA
139680,7.27775,6.44037,7.83177,NA,NA,NA,NA,NA,0.469,NA,NA,NA,NA,NA
139834,7.29219,7.46636,8.26839,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA
140062,8.3357,7.08113,7.10178,0.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140397,8.28212,6.9556,7.51894,NA,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA
140477,9.00837,7.75528,7.67109,NA,NA,NA,0.751,NA,NA,NA,NA,NA,NA,NA
140695,8.58508,8.2248,7.33008,NA,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA
140944,8.52163,7.82379,8.2988,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA
141161,8.16931,7.24536,8.47357,NA,NA,0.751,NA,NA,NA,NA,NA,NA,NA,NA
141376,8.05716,7.18239,7.85398,NA,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA
141521,8.7847,7.98437,7.99223,NA,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA
141633,7.84099,7.78449,7.12791,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA
141814,7.64118,8.14254,7.42583,NA,NA,NA,NA,NA,NA,NA,NA,0.717,NA,NA
142147,7.43738,8.85904,7.15634,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA
142340,7.51417,7.40889,8.05083,NA,0.949,NA,NA,NA,NA,NA,NA,NA,NA,NA
142567,8.48298,7.52038,7.18984,NA,NA,NA,NA,NA,0.634,NA,NA,NA,NA,NA
142765,8.77233,7.66089,8.19793,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA
142885,8.28549,8.37314,7.81414,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA
143052,8.01853,8.10162,7.20013,NA,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA
143274,8.96161,7.69713,7.51756,NA,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA
143567,7.88488,8.07125,7.60828,NA,NA,NA,NA,0.918,NA,NA,NA,NA,NA,NA
143703,7.69807,7.78263,8.24157,NA,NA,NA,NA,0.759,NA,NA,NA,NA,NA,NA
143857,7.4779,7.41238,7.90024,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564,NA
144031,7.20466,8.17938,7.09895,NA,NA,NA,0.801,NA,NA,NA,NA,NA,NA,NA
144241,7.49067,8.81027,7.34575,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA
144573,8.66945,8.11617,7.58563,NA,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA
144652,8.3648,7.82932,7.54186,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA
144955,8.44162,7.99639,7.00056,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA
145059,7.55319,7.45103,8.22701,NA,NA,NA,0.922,NA,NA,NA,NA,NA,NA,NA
145235,7.91926,7.60257,8.52885,NA,NA,NA,NA,0.712,NA,NA,NA,NA,NA,NA
145599,7.61211,6.69067,8.61498,NA,NA,0.588,NA,NA,NA,NA,NA,NA,NA,NA
145728,7.18062,7.79004,8.35294,NA,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA
145992,8.12045,9.14942,7.97887,NA,NA,0.582,NA,NA,NA,NA,NA,NA,NA,NA
146134,8.12647,7.76831,8.16317,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA,NA
146371,7.85237,7.43955,7.83398,NA,NA,NA,0.975,NA,NA,NA,NA,NA,NA,NA
146428,7.20381,7.67512,7.76722,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA
146750,7.27512,7.75713,7.74412,NA,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA
146832,7.8806,8.75061,8.57176,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA
147111,7.92203,8.04197,8.05068,NA,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA
147326,7.22867,8.43831,8.66591,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA
147519,7.50627,8.29759,8.56075,NA,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA
147614,8.23822,7.07618,7.81837,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA,NA
147877,7.93309,7.84724,7.67978,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA
148108,8.05304,8.6879,7.82867,NA,0.803,NA,NA,NA,NA,NA,NA,NA,NA,NA
148307,8.62135,7.58964,7.50743,NA,NA,0.785,NA,NA,NA,NA,NA,NA,NA,NA
148519,8.39679,8.42683,8.69963,NA,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA
148635,7.60708,7.79048,6.83799,NA,NA,NA,0.837,NA,NA,NA,NA,NA,NA,NA
148812,7.72135,8.33752,7.79099,NA,0.906,NA,NA,NA,NA,NA,NA,NA,NA,NA
149098,7.73174,7.57351,7.39016,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
149258,6.98254,7.68658,7.86179,NA,NA,NA,NA,NA,0.706,NA,NA,NA,NA,NA
149428,7.27459,8.66674,8.47615,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA
149754,7.54461,7.98206,8.26447,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA
149927,7.74532,7.75149,8.50029,NA,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA
150078,7.37411,6.98763,8.96981,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
150297,6.63692,7.45966,7.80956,NA,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA
150497,7.88146,6.64072,7.82004,NA,NA,NA,0.751,NA,NA,NA,NA,NA,NA,NA
150766,6.91505,8.07851,8.18383,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA
150850,7.93935,7.94497,9.11362,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA
151161,8.43479,9.06345,7.75684,NA,NA,NA,0.624,NA,NA,NA,NA,NA,NA,NA
151220,7.67566,9.00936,6.94775,NA,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA
151420,7.33778,8.30473,7.80323,NA,NA,NA,0.894,NA,NA,NA,NA,NA,NA,NA
151628,7.32735,7.55858,7.81328,NA,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA
151930,7.01293,7.78622,7.25774,NA,NA,NA,NA,NA,NA,NA,NA,0.581,NA,NA
152193,7.06217,7.19708,7.68439,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA
152296,8.76201,7.31553,8.05754,NA,NA,NA,NA,0.674,NA,NA,NA,NA,NA,NA
152508,8.4832,7.35588,7.52428,NA,0.855,NA,NA,NA,NA,NA,NA,NA,NA,NA
152691,8.17712,8.13545,7.59971,NA,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA
152808,9.58755,8.18866,7.95751,NA,NA,NA,0.539,NA,NA,NA,NA,NA,NA,NA
153004,8.24628,7.72641,8.15034,NA,0.877,NA,NA,NA,NA,NA,NA,NA,NA,NA
153292,8.68575,8.02268,7.40798,NA,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA
153452,7.07941,8.47949,8.30461,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
153788,7.06123,7.94494,9.40287,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA
153917,7.61259,8.26034,8.07759,NA,NA,NA,0.909,NA,NA,NA,NA,NA,NA,NA
154186,7.83846,7.18598,7.31179,NA,NA,NA,0.902,NA,NA,NA,NA,NA,NA,NA
154231,7.44629,7.20012,7.10602,NA,NA,0.685,NA,NA,NA,NA,NA,NA,NA,NA
154517,7.88825,7.55945,8.28353,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA,NA
154620,7.54341,7.69222,7.37858,NA,0.937,NA,NA,NA,NA,NA,NA,NA,NA,NA
154955,7.89521,7.09523,8.04609,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155093,7.59585,7.45107,7.92817,NA,NA,0.899,NA,NA,NA,NA,NA,NA,NA,NA
155336,7.86046,7.64314,8.12408,NA,NA,NA,0.922,NA,NA,NA,NA,NA,NA,NA
155570,7.27741,7.58493,7.30457,NA,NA,NA,0.922,NA,NA,NA,NA,NA,NA,NA
155667,7.43251,7.43758,7.13973,NA,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA
155911,7.77194,6.91959,6.71234,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA
156170,7.21982,8.24473,7.60648,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA
156399,7.76196,8.33704,8.37209,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA
156535,6.6216,8.79756,7.64399,NA,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA
156784,7.63709,7.51159,7.05044,NA,NA,NA,NA,0.831,NA,NA,NA,NA,NA,NA
156857,8.07135,8.57367,7.83104,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA
157052,9.05189,7.87264,8.10404,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
157377,8.38043,8.02348,8.26951,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA
157457,7.7745,7.82022,7.31144,NA,NA,NA,NA,NA,0.723,NA,NA,NA,NA,NA
157703,8.56382,7.21033,6.48397,NA,NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA
157864,8.15805,7.4943,7.10323,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
158016,7.9474,7.99863,7.48962,NA,NA,0.876,NA,NA,NA,NA,NA,NA,NA,NA
158361,7.00099,7.54954,7.73209,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA
158539,7.48411,7.82805,8.38365,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA,NA
158641,7.43628,8.23361,9.05577,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA
158860,8.08177,7.08273,8.93796,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA
159102,7.32135,8.5695,8.06585,NA,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA
159279,7.59322,7.91661,7.11551,NA,NA,0.857,NA,NA,NA,NA,NA,NA,NA,NA
159562,7.80482,7.62401,7.72805,NA,0.977,NA,NA,NA,NA,NA,NA,NA,NA,NA
159718,7.12917,7.25776,7.85265,NA,0.865,NA,NA,NA,NA,NA,NA,NA,NA,NA
159898,7.72597,8.54446,6.98273,NA,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA
