id,x0,x1,x2,fitness4.5,fitness4,fitness5,fitness7,fitness6.5,fitness7.5,fitness8,fitness8.5,fitness9,fitness9.5,fitness6
106687,7.50063,6.86634,7.65823,NA,NA,NA,NA,NA,0.819,NA,NA,NA,NA,NA
106934,7.75222,7.90813,7.31794,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA
107124,7.79599,8.02631,7.18022,NA,NA,NA,NA,NA,0.917,NA,NA,NA,NA,NA
107329,7.11654,8.09244,6.45633,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA
107471,7.05873,7.80904,7.16213,NA,NA,NA,NA,0.626,NA,NA,NA,NA,NA,NA
107604,6.78864,7.268,7.90843,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA
107843,7.62739,8.43495,7.55298,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA
108156,7.5021,7.32662,7.87827,NA,NA,NA,NA,NA,NA,0.951,NA,NA,NA,NA
108205,8.70293,7.58659,8.80841,NA,NA,NA,NA,NA,NA,NA,0.553,NA,NA,NA
108531,8.0751,6.66634,8.00981,NA,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA
108679,7.65313,8.25647,7.67865,NA,NA,NA,NA,NA,0.926,NA,NA,NA,NA,NA
108869,7.10027,7.07596,7.78062,NA,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA
109144,7.22163,7.89983,8.21192,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA
109351,7.05011,6.85612,7.27864,NA,NA,NA,NA,NA,0.714,NA,NA,NA,NA,NA
109424,7.99159,7.2397,8.42076,NA,NA,NA,NA,NA,0.813,NA,NA,NA,NA,NA
109676,7.34133,7.28254,7.38718,NA,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA
109878,7.64486,7.46988,6.82681,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA
110125,7.70436,7.59198,7.28894,NA,NA,NA,NA,NA,0.939,NA,NA,NA,NA,NA
110242,7.36875,8.35853,8.07852,NA,NA,NA,NA,NA,0.836,NA,NA,NA,NA,NA
110496,7.83051,7.90657,8.19379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51
110675,8.39474,7.03196,8.52292,NA,NA,NA,NA,NA,0.696,NA,NA,NA,NA,NA
110911,7.12693,6.94824,7.43825,NA,NA,NA,NA,NA,NA,0.787,NA,NA,NA,NA
111110,5.91223,7.37409,8.31335,NA,NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA
111322,6.84409,7.89029,7.65619,NA,NA,NA,NA,NA,NA,NA,0.773,NA,NA,NA
111405,6.67066,7.86027,7.86387,NA,NA,NA,NA,NA,NA,0.771,NA,NA,NA,NA
111693,7.39604,7.91838,8.2189,NA,NA,NA,0.758,NA,NA,NA,NA,NA,NA,NA
111928,7.734,6.82562,8.05966,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA
112128,7.81437,7.85222,8.90607,NA,NA,NA,NA,NA,0.766,NA,NA,NA,NA,NA
112388,8.41139,7.50349,8.36337,NA,NA,NA,NA,NA,0.822,NA,NA,NA,NA,NA
112458,8.47422,8.45564,8.18974,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA
112709,7.14931,7.81839,7.52771,NA,NA,NA,NA,NA,NA,0.902,NA,NA,NA,NA
112928,7.52751,8.77841,8.03562,NA,NA,NA,NA,NA,0.788,NA,NA,NA,NA,NA
113012,8.27297,8.4501,7.69701,NA,NA,NA,NA,NA,NA,NA,NA,0.638,NA,NA
113274,8.29946,9.27936,7.634,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA
113485,8.05719,8.33881,8.18774,NA,NA,NA,NA,NA,NA,0.857,NA,NA,NA,NA
113671,8.12861,8.526,8.00891,NA,NA,NA,NA,NA,NA,0.823,NA,NA,NA,NA
113938,8.23863,8.36788,7.92979,NA,NA,NA,NA,NA,NA,0.833,NA,NA,NA,NA
114059,7.57719,7.63437,7.45001,NA,NA,NA,NA,NA,NA,0.977,NA,NA,NA,NA
114323,8.59324,7.51038,7.39225,NA,NA,NA,NA,NA,NA,0.832,NA,NA,NA,NA
114541,7.64469,7.92662,7.78615,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA
114716,7.53662,8.23834,8.29762,NA,NA,NA,NA,NA,0.866,NA,NA,NA,NA,NA
114994,7.7639,7.83118,7.78935,NA,NA,NA,NA,NA,0.964,NA,NA,NA,NA,NA
115053,7.69222,6.90332,7.31044,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA
115336,7.22474,9.12372,7.34607,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA
115555,8.19163,7.10586,7.50254,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA
115701,8.03731,6.99767,8.12259,NA,NA,NA,0.724,NA,NA,NA,NA,NA,NA,NA
115894,7.30135,8.23421,7.84018,NA,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA
116084,7.62906,7.10161,6.83499,NA,NA,NA,0.693,NA,NA,NA,NA,NA,NA,NA
116244,8.54566,7.61788,6.51637,NA,NA,NA,0.479,NA,NA,NA,NA,NA,NA,NA
116402,6.64377,7.33228,7.84949,NA,NA,NA,0.585,NA,NA,NA,NA,NA,NA,NA
116780,7.84468,8.09016,8.23489,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA
116889,8.14132,7.7893,7.04636,NA,NA,NA,NA,NA,0.842,NA,NA,NA,NA,NA
117161,8.16686,6.86709,7.71015,NA,NA,NA,NA,NA,NA,0.804,NA,NA,NA,NA
117332,7.58173,7.65828,7.12646,NA,NA,NA,NA,NA,NA,0.911,NA,NA,NA,NA
117513,8.04151,7.46101,7.82705,NA,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA
117609,7.52894,8.06895,7.62068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578
117906,7.99749,7.77993,8.7912,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA
118044,8.39635,7.92834,8.40446,NA,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA
118355,8.36718,8.03247,8.33669,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA
118458,8.329,8.4072,7.78385,NA,NA,NA,NA,NA,0.805,NA,NA,NA,NA,NA
118660,8.0765,8.76682,8.25446,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA
118892,7.17701,8.53613,8.35902,NA,NA,NA,0.622,NA,NA,NA,NA,NA,NA,NA
119136,7.0771,8.28386,8.08591,NA,NA,NA,0.668,NA,NA,NA,NA,NA,NA,NA
119382,8.41253,7.9226,8.93607,NA,NA,NA,NA,NA,NA,NA,0.606,NA,NA,NA
119414,8.0748,8.03301,8.29545,NA,NA,NA,NA,NA,NA,0.878,NA,NA,NA,NA
119777,8.49748,7.4098,8.14225,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA
119917,8.09147,8.27765,7.7212,NA,NA,NA,NA,NA,NA,0.901,NA,NA,NA,NA
120049,7.5225,7.83684,7.16554,NA,NA,NA,NA,NA,NA,NA,0.816,NA,NA,NA
120358,7.82732,8.18891,5.96537,NA,NA,NA,NA,NA,NA,0.492,NA,NA,NA,NA
120562,7.90825,7.29753,8.46909,NA,NA,NA,0.756,NA,NA,NA,NA,NA,NA,NA
120615,7.90844,7.58087,8.47718,NA,NA,NA,NA,NA,0.883,NA,NA,NA,NA,NA
120829,7.56301,7.39358,7.85345,NA,NA,NA,NA,NA,0.966,NA,NA,NA,NA,NA
121042,6.95466,8.07897,7.40296,NA,NA,NA,NA,NA,NA,NA,0.762,NA,NA,NA
121394,5.88216,7.50283,8.23935,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA
121490,6.65601,7.15174,8.2073,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA
121649,7.63124,7.08587,8.08233,NA,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA
121852,7.53649,7.17206,7.27195,NA,NA,NA,0.724,NA,NA,NA,NA,NA,NA,NA
122095,8.78225,8.17979,7.11092,NA,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA
122377,7.99925,7.28089,7.98469,NA,NA,NA,NA,NA,0.926,NA,NA,NA,NA,NA
122596,8.32706,8.15902,7.70045,NA,NA,NA,NA,NA,NA,NA,0.806,NA,NA,NA
122781,7.8336,8.49515,7.38153,NA,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA
122992,7.55706,8.49288,8.09013,NA,NA,NA,NA,NA,NA,0.821,NA,NA,NA,NA
123134,7.25734,7.76368,7.77003,NA,NA,NA,NA,NA,NA,0.949,NA,NA,NA,NA
123271,8.01573,7.84178,8.18836,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA
123552,8.25015,7.25467,8.26712,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA
123800,7.51224,7.52101,6.94864,NA,NA,NA,NA,NA,NA,NA,NA,0.658,NA,NA
123819,7.84378,7.98239,7.92626,NA,NA,NA,NA,NA,NA,NA,0.851,NA,NA,NA
124185,8.44206,7.97459,7.40044,NA,NA,NA,NA,NA,0.866,NA,NA,NA,NA,NA
124326,7.9381,7.15897,8.00317,NA,NA,NA,NA,NA,0.896,NA,NA,NA,NA,NA
124548,7.68025,8.42044,7.8741,NA,NA,NA,NA,NA,NA,NA,0.818,NA,NA,NA
124616,7.03142,8.05516,6.81608,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA
124808,8.08717,8.22345,7.16771,NA,NA,NA,NA,NA,0.841,NA,NA,NA,NA,NA
125134,8.29018,8.83597,7.69302,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA
125282,8.02224,8.49962,8.71354,NA,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA
125516,7.23412,8.05237,8.2032,NA,NA,NA,NA,NA,NA,0.851,NA,NA,NA,NA
125693,7.68002,7.41613,8.33456,NA,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA
125924,6.96797,8.24455,7.09938,NA,NA,NA,NA,NA,0.741,NA,NA,NA,NA,NA
126048,7.23249,7.19818,7.11343,NA,NA,NA,NA,NA,0.794,NA,NA,NA,NA,NA
126295,8.47,7.37445,7.31173,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA
126405,7.50612,7.04262,8.0707,NA,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA
126720,7.66676,7.41265,7.7566,NA,NA,NA,NA,NA,NA,0.951,NA,NA,NA,NA
126914,7.24289,7.69425,7.66162,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA
127191,7.20497,7.89561,7.62499,NA,NA,NA,NA,NA,NA,NA,0.832,NA,NA,NA
127317,8.39533,8.56763,8.03919,NA,NA,NA,NA,NA,NA,NA,0.634,NA,NA,NA
127492,8.14463,6.80571,8.87707,NA,NA,NA,NA,NA,NA,NA,0.463,NA,NA,NA
127666,7.79204,7.76589,8.69521,NA,NA,NA,NA,NA,NA,NA,0.765,NA,NA,NA
127845,7.81306,7.32567,8.38029,NA,NA,NA,NA,0.693,NA,NA,NA,NA,NA,NA
128176,7.73491,8.15336,7.9323,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA
128222,8.60226,7.51133,7.57206,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA
128465,8.01991,7.78363,8.09545,NA,NA,NA,0.873,NA,NA,NA,NA,NA,NA,NA
128770,8.52473,7.97109,8.00853,NA,NA,NA,NA,NA,NA,0.826,NA,NA,NA,NA
128890,7.75403,8.16696,9.20662,NA,NA,NA,NA,NA,NA,0.623,NA,NA,NA,NA
129006,8.73897,7.8346,7.64118,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA
129343,7.57413,7.83611,7.65079,NA,NA,NA,NA,NA,NA,0.991,NA,NA,NA,NA
129568,8.15298,7.91483,8.05948,NA,NA,NA,NA,NA,0.897,NA,NA,NA,NA,NA
129764,8.64527,8.31029,7.4544,NA,NA,NA,NA,NA,0.764,NA,NA,NA,NA,NA
129893,8.24677,7.35456,8.14369,NA,NA,NA,NA,NA,NA,0.852,NA,NA,NA,NA
130039,7.93303,7.20448,8.10006,NA,NA,NA,NA,NA,NA,NA,NA,0.698,NA,NA
130258,8.11055,7.91754,8.44446,NA,NA,NA,NA,NA,NA,NA,NA,0.649,NA,NA
130410,9.05132,8.13383,8.75587,NA,NA,NA,NA,NA,NA,0.498,NA,NA,NA,NA
130627,8.86122,7.77928,8.17404,NA,NA,NA,NA,NA,0.746,NA,NA,NA,NA,NA
130892,8.66086,7.53612,7.86199,NA,NA,NA,NA,NA,0.811,NA,NA,NA,NA,NA
131158,7.45561,7.55864,7.99873,NA,NA,NA,NA,NA,0.964,NA,NA,NA,NA,NA
131353,8.0216,7.53226,7.98391,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA,NA
131468,7.60597,8.21709,7.67386,NA,NA,NA,NA,NA,NA,0.936,NA,NA,NA,NA
131701,7.80242,8.49722,7.78264,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA
131877,7.30928,7.50482,8.0933,NA,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA
132037,7.88679,7.07477,8.74747,NA,NA,NA,NA,NA,NA,NA,0.645,NA,NA,NA
132357,8.0847,8.12364,7.63742,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA
132437,7.21825,6.8315,7.10158,NA,NA,NA,NA,NA,0.666,NA,NA,NA,NA,NA
132750,8.21781,7.89462,7.3523,NA,NA,NA,NA,NA,NA,0.905,NA,NA,NA,NA
132931,7.67401,8.42785,8.26736,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA
133136,6.56898,7.53278,7.6897,NA,NA,NA,NA,NA,NA,NA,0.643,NA,NA,NA
133327,7.06232,7.29536,8.6829,NA,NA,NA,NA,NA,NA,0.714,NA,NA,NA,NA
133455,8.07702,7.38178,8.21137,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA
133644,8.45618,7.64689,7.52425,NA,NA,NA,NA,NA,0.881,NA,NA,NA,NA,NA
133908,7.89274,7.91149,8.73782,NA,NA,NA,NA,NA,0.812,NA,NA,NA,NA,NA
134160,7.70519,8.63625,7.87431,NA,NA,NA,NA,NA,NA,0.827,NA,NA,NA,NA
134303,7.17143,8.0079,8.20247,NA,NA,NA,NA,NA,NA,0.871,NA,NA,NA,NA
134452,6.41832,8.18679,7.80152,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA
134782,7.4521,7.1361,8.53949,NA,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA
134855,7.9882,7.27729,7.23544,NA,NA,NA,NA,NA,NA,0.844,NA,NA,NA,NA
135084,7.53684,7.23176,7.11916,NA,NA,NA,NA,NA,NA,NA,0.697,NA,NA,NA
135363,8.72819,7.49457,8.52968,NA,NA,NA,NA,NA,NA,0.697,NA,NA,NA,NA
135537,7.71465,7.24714,7.54942,NA,NA,NA,NA,NA,NA,0.894,NA,NA,NA,NA
135760,7.16801,7.92327,8.11562,NA,NA,NA,NA,NA,0.891,NA,NA,NA,NA,NA
135859,8.57252,7.09744,7.08722,NA,NA,NA,NA,NA,NA,0.707,NA,NA,NA,NA
136134,7.06124,7.10877,7.93854,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA
136227,7.24076,8.52356,8.13819,NA,NA,NA,NA,NA,0.788,NA,NA,NA,NA,NA
136466,7.04022,9.62339,7.65318,NA,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA
136740,8.1927,7.91607,7.24251,NA,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA
136919,8.68954,7.34269,7.47155,NA,NA,NA,NA,NA,NA,0.794,NA,NA,NA,NA
137076,8.66027,7.42467,7.62875,NA,NA,NA,0.752,NA,NA,NA,NA,NA,NA,NA
137255,7.83538,7.54258,8.38058,NA,NA,NA,NA,NA,0.901,NA,NA,NA,NA,NA
137409,8.21295,7.2485,7.48301,NA,NA,NA,NA,NA,NA,0.877,NA,NA,NA,NA
137716,8.72209,6.90712,7.2493,NA,NA,NA,NA,NA,NA,0.621,NA,NA,NA,NA
137857,8.82426,7.34964,7.52304,NA,NA,NA,NA,NA,NA,0.754,NA,NA,NA,NA
138122,7.38906,7.73733,7.83101,NA,NA,NA,NA,NA,0.954,NA,NA,NA,NA,NA
138349,7.81988,6.95017,7.50949,NA,NA,NA,NA,NA,0.866,NA,NA,NA,NA,NA
138599,6.92046,7.54845,7.09522,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA
138794,7.17895,8.08509,7.84181,NA,NA,NA,0.732,NA,NA,NA,NA,NA,NA,NA
138871,7.23713,8.25066,8.67015,NA,NA,NA,NA,NA,0.742,NA,NA,NA,NA,NA
139090,7.202,8.62011,7.55064,NA,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA
139212,6.80465,8.04236,7.64778,NA,NA,NA,NA,NA,NA,0.797,NA,NA,NA,NA
139417,8.38815,7.71108,7.96589,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA
139761,8.18972,7.09448,7.6162,NA,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA
139900,8.46463,7.38806,7.31298,NA,NA,NA,NA,NA,0.805,NA,NA,NA,NA,NA
140035,7.16981,7.8675,6.74218,NA,NA,NA,NA,NA,NA,0.687,NA,NA,NA,NA
140318,7.24349,7.76518,7.17646,NA,NA,NA,NA,NA,0.886,NA,NA,NA,NA,NA
140553,6.72021,8.6717,7.40134,NA,NA,NA,NA,NA,NA,0.614,NA,NA,NA,NA
140612,8.00601,7.87792,8.49915,NA,NA,NA,NA,NA,NA,NA,NA,0.676,NA,NA
140837,8.80375,7.76106,7.38776,NA,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA
141032,7.98285,8.39325,7.50572,NA,NA,NA,0.841,NA,NA,NA,NA,NA,NA,NA
141263,7.4073,7.48261,7.27493,NA,NA,NA,NA,NA,NA,NA,0.835,NA,NA,NA
141518,7.31018,8.51022,7.02493,NA,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA
141647,7.75957,7.95103,8.41002,NA,NA,NA,NA,NA,NA,0.856,NA,NA,NA,NA
141816,7.39011,6.93766,8.1428,NA,NA,NA,NA,NA,NA,0.787,NA,NA,NA,NA
142130,8.20817,8.5477,7.92059,NA,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA
142233,8.12313,8.38275,7.63949,NA,NA,NA,NA,NA,NA,NA,0.807,NA,NA,NA
142418,7.65712,8.46651,7.65711,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA
142710,8.34724,8.26177,8.00616,NA,NA,NA,NA,NA,NA,NA,0.743,NA,NA,NA
142879,8.68281,7.85092,8.7826,NA,NA,NA,NA,NA,0.614,NA,NA,NA,NA,NA
143113,8.06914,8.53515,8.42172,NA,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA
143211,6.80679,8.79153,8.11127,NA,NA,NA,NA,NA,0.585,NA,NA,NA,NA,NA
143417,7.76577,7.99687,8.01471,NA,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA
143729,7.45605,7.42549,8.29696,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA
143995,7.0478,7.77631,7.85645,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA
144077,7.17476,8.0333,6.98122,NA,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA
144269,8.21226,7.96711,7.71005,NA,NA,NA,0.873,NA,NA,NA,NA,NA,NA,NA
144578,7.34747,7.53163,7.22832,NA,NA,NA,NA,NA,NA,0.912,NA,NA,NA,NA
144749,7.2859,7.19792,7.38674,NA,NA,NA,0.837,NA,NA,NA,NA,NA,NA,NA
144888,8.16757,7.8808,7.46523,NA,NA,NA,NA,NA,0.897,NA,NA,NA,NA,NA
145149,7.35335,7.98156,7.85144,NA,NA,NA,NA,NA,NA,NA,0.869,NA,NA,NA
145358,7.52692,7.73853,8.78492,NA,NA,NA,NA,NA,NA,NA,0.697,NA,NA,NA
145427,7.94483,7.93265,8.40548,NA,NA,NA,NA,NA,NA,0.853,NA,NA,NA,NA
145639,8.07042,8.75095,7.98854,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
145996,7.01736,8.18398,7.34282,NA,NA,NA,NA,NA,NA,0.821,NA,NA,NA,NA
146190,7.11753,8.52482,7.15903,NA,NA,NA,NA,NA,NA,0.717,NA,NA,NA,NA
146356,7.10364,7.6441,8.66292,NA,NA,NA,NA,NA,NA,NA,NA,0.577,NA,NA
146565,8.41473,7.92378,7.73609,NA,NA,NA,NA,NA,NA,NA,0.827,NA,NA,NA
146769,8.25453,7.03255,8.01901,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA
146875,7.97024,7.27401,7.99133,NA,NA,NA,NA,NA,NA,0.882,NA,NA,NA,NA
147152,7.93678,6.83317,6.66689,NA,NA,NA,NA,NA,NA,0.604,NA,NA,NA,NA
147217,6.82479,7.83202,7.15719,NA,NA,NA,NA,NA,NA,0.754,NA,NA,NA,NA
147480,7.32847,7.30311,6.99956,NA,NA,NA,NA,NA,NA,0.803,NA,NA,NA,NA
147640,7.79772,7.0928,8.1565,NA,NA,NA,NA,NA,NA,NA,NA,0.693,NA,NA
147860,7.28895,8.15876,7.53331,NA,NA,NA,NA,NA,NA,0.893,NA,NA,NA,NA
148123,7.04994,7.98467,7.06575,NA,NA,NA,NA,NA,NA,0.778,NA,NA,NA,NA
148287,7.81237,7.99951,7.93214,NA,NA,NA,NA,NA,0.961,NA,NA,NA,NA,NA
148404,8.13276,7.92327,7.3638,NA,NA,NA,NA,NA,0.929,NA,NA,NA,NA,NA
148721,8.58313,8.45366,7.49257,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA
148862,7.64283,7.00158,8.40842,NA,NA,NA,NA,NA,NA,0.802,NA,NA,NA,NA
149038,8.93981,7.45862,7.50234,NA,NA,NA,NA,NA,NA,NA,0.662,NA,NA,NA
149274,6.94153,6.59877,7.65489,NA,NA,NA,NA,NA,NA,NA,0.513,NA,NA,NA
149570,8.20987,7.70511,8.08268,NA,NA,NA,NA,NA,NA,0.904,NA,NA,NA,NA
149744,7.23851,7.02815,8.14962,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA
149839,5.31843,7.59692,8.25914,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA
150022,7.09135,7.96886,7.86051,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA
150283,7.67294,8.0267,7.85978,NA,NA,NA,NA,NA,NA,0.972,NA,NA,NA,NA
150578,7.10452,8.57477,7.78222,NA,NA,NA,NA,NA,NA,0.766,NA,NA,NA,NA
150710,7.51879,6.71209,7.45441,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA
150967,6.93823,8.13947,8.30871,NA,NA,NA,NA,NA,NA,0.722,NA,NA,NA,NA
151160,7.51903,7.12855,8.17894,NA,NA,NA,NA,NA,NA,NA,0.758,NA,NA,NA
151331,7.37101,7.71503,8.36641,NA,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA
151584,7.95651,7.27052,7.91328,NA,NA,NA,NA,NA,NA,NA,0.824,NA,NA,NA
151737,7.55094,8.06939,7.14324,NA,NA,NA,NA,NA,NA,NA,NA,0.689,NA,NA
151876,8.58045,7.85476,7.54364,NA,NA,NA,NA,NA,NA,NA,0.768,NA,NA,NA
152047,8.9787,7.77166,8.14988,NA,NA,NA,NA,NA,0.715,NA,NA,NA,NA,NA
152221,8.55085,8.0013,8.11002,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA
152473,7.5552,7.10395,7.70144,NA,NA,NA,0.836,NA,NA,NA,NA,NA,NA,NA
152733,7.38533,7.18845,8.18043,NA,NA,NA,NA,NA,0.874,NA,NA,NA,NA,NA
152972,7.54912,7.24469,7.55316,NA,NA,NA,NA,NA,NA,NA,0.878,NA,NA,NA
153065,7.55076,7.74163,8.80823,NA,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA
153328,8.56501,7.87512,8.08865,NA,NA,NA,NA,NA,0.837,NA,NA,NA,NA,NA
153419,8.48621,8.35148,7.84147,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA
153611,8.08925,7.57303,8.09467,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA
153967,7.38684,8.0963,8.26526,NA,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA
154031,6.80559,8.20919,7.25702,NA,NA,NA,NA,NA,0.737,NA,NA,NA,NA,NA
154313,6.37077,8.27885,7.88376,NA,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA
154432,7.21673,7.64649,7.35537,NA,NA,NA,NA,NA,0.876,NA,NA,NA,NA,NA
154737,7.94995,7.6089,7.4529,NA,NA,NA,0.904,NA,NA,NA,NA,NA,NA,NA
154835,8.26262,8.54913,7.45645,NA,NA,NA,NA,NA,0.776,NA,NA,NA,NA,NA
155193,7.00721,7.90196,8.06428,NA,NA,NA,NA,NA,0.849,NA,NA,NA,NA,NA
155234,7.64212,7.48972,8.05385,NA,NA,NA,NA,0.748,NA,NA,NA,NA,NA,NA
155535,8.34422,7.92167,7.74079,NA,NA,NA,NA,NA,NA,0.887,NA,NA,NA,NA
155606,7.98481,7.60697,8.55469,NA,NA,NA,NA,NA,NA,NA,0.772,NA,NA,NA
155998,7.87317,8.22675,9.01092,NA,NA,NA,NA,NA,0.694,NA,NA,NA,NA,NA
156047,7.79031,7.79962,8.51438,NA,NA,NA,NA,NA,NA,0.878,NA,NA,NA,NA
156356,9.52435,7.18327,7.76517,NA,NA,NA,NA,NA,NA,NA,0.472,NA,NA,NA
156486,9.17532,7.41483,7.41493,NA,NA,NA,NA,NA,NA,NA,0.572,NA,NA,NA
156707,8.6969,7.14035,7.08401,NA,NA,NA,NA,NA,0.682,NA,NA,NA,NA,NA
156892,8.14652,7.41053,7.02743,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA,NA
157043,7.62417,8.09068,7.15056,NA,NA,NA,NA,NA,0.895,NA,NA,NA,NA,NA
157392,8.40243,7.82288,7.26246,NA,NA,NA,NA,NA,0.867,NA,NA,NA,NA,NA
157436,8.80793,7.46567,8.20743,NA,NA,NA,NA,NA,0.715,NA,NA,NA,NA,NA
157660,8.60155,7.72552,8.24091,NA,NA,NA,NA,NA,NA,NA,0.749,NA,NA,NA
157929,7.84534,7.47219,7.7286,NA,NA,NA,NA,NA,NA,NA,0.915,NA,NA,NA
158018,8.87886,7.31896,8.39824,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA
158385,8.40347,8.28038,8.67683,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA
158448,8.6669,7.79703,6.98139,NA,NA,NA,NA,0.449,NA,NA,NA,NA,NA,NA
158643,8.30443,7.49512,7.05183,NA,NA,NA,NA,NA,NA,0.814,NA,NA,NA,NA
158949,7.73756,7.75515,8.06383,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA
159036,8.93896,7.61967,7.15915,NA,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA
159379,7.60484,6.79892,8.06501,NA,NA,NA,NA,NA,NA,0.768,NA,NA,NA,NA
159543,7.11614,8.00604,7.10466,NA,NA,NA,NA,NA,0.828,NA,NA,NA,NA,NA
159744,8.15349,8.86857,7.02626,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA
159832,8.1174,8.32246,8.0488,NA,NA,NA,NA,NA,0.873,NA,NA,NA,NA,NA
