id,x0,x1,x2,fitness-2.5,fitness-3,fitness-4,fitness-1,fitness0.5,fitness0,fitness1.5,fitness1,fitness2,fitness2.5,fitness-1.5,fitness-0.5,fitness3,fitness3.5,fitness5,fitness4,fitness4.5,fitness-2,fitness-3.5
73601,-3.66091,5,4.51988,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73901,-5,5,4.62346,NA,NA,NA,NA,NA,425.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74017,-4.92415,5,5,NA,NA,NA,NA,NA,NA,NA,958.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74277,-4.4632,4.02282,5,NA,NA,NA,NA,NA,NA,NA,NA,66.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74413,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902.437,NA,NA,NA,NA,NA
74623,-5,4.89266,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3360.202,NA,NA,NA,NA
74865,-5,4.53651,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.956,NA,NA,NA,NA
75022,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.141,NA,NA,NA,NA,NA,NA,NA,NA,NA
75173,-4.0291,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751.791,NA,NA,NA,NA,NA
75468,-1.39092,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.313,NA,NA,NA,NA,NA
75649,-2.01567,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2188.99,NA,NA
75825,-1.15947,3.84685,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.889,NA,NA
76038,-1.10649,4.57378,4.65378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.84,NA,NA,NA,NA
76353,-2.07882,4.3084,4.14712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1478.089,NA,NA,NA,NA
76412,-2.43515,4.66145,4.22018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1324.262,NA,NA,NA,NA
76604,-5,5,4.76446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.353,NA,NA,NA
76959,-5,5,4.66696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2070.033,NA,NA,NA,NA
77059,-5,4.5626,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674.871,NA,NA,NA,NA
77238,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA
77644,-4.85759,5,4.87106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2722.484,NA,NA,NA,NA
77846,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA
78157,-4.03926,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2477.612,NA,NA,NA,NA
78201,-3.83083,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519.609,NA,NA,NA,NA
78484,-4.02529,2.8712,2.81885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.384,NA,NA,NA,NA,NA
78688,-5,3.40419,3.1351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.755,NA,NA,NA,NA
78891,-5,3.31747,4.21838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561.234,NA,NA,NA,NA
79140,-4.64729,4.35888,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.121,NA,NA,NA,NA
79209,-4.82722,5,3.89083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.367,NA,NA,NA,NA
79494,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664.381,NA,NA
79602,-4.56447,4.75928,3.34417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.727,NA,NA
79930,-5,4.9986,2.59164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.147,NA,NA,NA,NA,NA
79994,-5,5,4.75875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3578.665,NA,NA,NA,NA
80339,-4.59616,5,4.5048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.651,NA,NA,NA,NA
80407,-5,5,4.84917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3408.219,NA,NA,NA,NA
80657,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA
81122,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1138.704,NA,NA
81267,-5,4.80001,4.63449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113.477,NA,NA,NA,NA
81516,-4.96832,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2633.548,NA,NA,NA,NA
81686,-4.70241,5,4.47839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.732,NA,NA,NA
81792,-5,4.80647,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1211.88,NA,NA,NA,NA,NA
82157,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1666.543,NA,NA
82168,-4.08686,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107.918,NA,NA,NA,NA
82525,-5,3.30685,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.777,NA,NA,NA
82594,-5,3.61904,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.774,NA,NA,NA,NA
82837,-4.19522,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662.925,NA,NA,NA,NA
83022,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA
83344,-5,4.56886,4.73656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839.914,NA,NA,NA,NA
83441,-5,5,4.88848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3371.887,NA,NA,NA,NA
83748,-4.89908,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2411.345,NA,NA,NA,NA
83788,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA
84223,-4.82397,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2168.59,NA,NA,NA,NA
84509,-5,5,2.91517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.725,NA,NA,NA,NA
84574,-4.18694,5,4.62789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.81,NA,NA,NA,NA
84846,-5,4.85946,4.71243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3454.213,NA,NA,NA,NA
85114,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1236.307,NA,NA
85316,-5,4.83435,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3387.844,NA,NA,NA,NA
85424,-4.89993,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2417.126,NA,NA,NA,NA
85612,-4.8546,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.478,NA,NA,NA,NA
85924,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3109.869,NA,NA,NA,NA
86074,-5,4.83799,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3394.546,NA,NA,NA,NA
86302,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA
86534,-5,4.7572,4.86529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3998.931,NA,NA,NA,NA
86567,-5,4.41461,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.122,NA,NA
86769,-5,3.32585,4.33416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.374,NA,NA,NA,NA,NA,NA
87137,-5,4.28909,4.64644,NA,NA,NA,NA,NA,NA,NA,NA,265.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87217,-5,4.0262,4.45735,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA
87359,-5,3.86092,4.92521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.155,NA,NA
87677,-5,4.63779,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1696.761,NA,NA,NA,NA
87854,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA
88180,-0.633935,3.73672,3.90719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724.46,NA,NA,NA,NA
88428,-1.03325,5,2.95188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.785,NA,NA,NA,NA
88716,-0.778087,5,2.85648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3151.307,NA,NA,NA,NA
88923,-0.873078,5,3.07965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.431,NA,NA
89120,-0.684677,4.48884,1.76962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.725,NA,NA
89208,0.885996,4.22117,2.71445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.792,NA,NA
89377,0.479353,4.32383,3.23084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.873,NA,NA,NA,NA
89739,-1.34875,4.55466,4.28691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516.463,NA,NA,NA,NA
89827,-0.823075,4.8174,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5269.975,NA,NA
89970,-1.47529,4.96217,4.33584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7706.216,NA,NA,NA,NA
90228,-1.82003,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.34,NA,NA,NA,NA
90516,-2.72482,3.3773,4.23896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-103.732,NA,NA,NA,NA
90632,-1.02133,5,4.96505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131.203,NA,NA,NA
90795,-1.85917,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3259.317,NA,NA,NA,NA
90998,-2.19153,3.84296,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897.634,NA,NA,NA,NA
91271,-1.95828,5,4.6767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4535.781,NA,NA,NA,NA
91528,-2.0441,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5417.633,NA,NA,NA,NA
91739,-0.133766,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4494.354,NA,NA
91938,-0.079099,4.43423,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2105.117,NA,NA,NA,NA
92085,-1.72346,5,3.41476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.293,NA,NA,NA,NA
92197,-2.18034,5,3.84541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,982.938,NA,NA,NA,NA
92450,-1.67643,5,4.1616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2174.823,NA,NA,NA,NA
92633,-1.90442,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4441.078,NA,NA,NA,NA
92792,-1.71507,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1613.709,NA,NA
93080,-1.84866,5,4.86005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1028.375,NA,NA,NA,NA,NA
93220,-1.85001,4.928,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005.866,NA,NA,NA,NA,NA
93399,-0.693219,5,4.48716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753.52,NA,NA
93649,-0.0116244,5,3.04462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.909,NA,NA,NA,NA
93769,0.211945,4.69805,2.79881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.675,NA,NA,NA,NA
93945,-0.336876,4.5655,2.31867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.676,NA,NA,NA,NA
94154,-0.365684,5,3.06264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.157,NA,NA,NA,NA
94498,-0.372309,5,3.12909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912.905,NA,NA,NA,NA
94588,0.36627,4.65835,2.61042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.426,NA,NA,NA,NA
94910,-0.690455,4.97195,1.89264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3004.633,NA,NA,NA,NA
95078,-0.849865,4.38155,2.28674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930.43,NA,NA,NA,NA
95329,-3.17685,4.10571,3.41386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.084,NA,NA,NA,NA
95511,-2.65284,5,3.42839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.496,NA,NA,NA,NA
95695,-1.93009,4.96943,4.81582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8653.622,NA,NA,NA,NA
95812,-2.05067,5,4.72044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5604.933,NA,NA,NA,NA
95973,-1.65903,4.70011,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3118.134,NA,NA
96329,-2.10233,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1240.118,NA,NA,NA,NA,NA,NA
96424,-2.24349,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.245,NA,NA,NA,NA,NA
96610,-3.6454,3.45181,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.018,NA,NA,NA,NA
96818,-4.06344,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2315.267,NA,NA,NA,NA
96967,-3.84334,3.74807,4.68196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.659,NA,NA,NA,NA
97329,-4.18949,3.97173,3.54099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.854,NA,NA,NA,NA
97531,-4.82924,4.75489,3.57659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.217,NA,NA,NA,NA
97691,-4.98756,4.97354,3.68031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132.541,NA,NA,NA,NA
97832,-3.40931,4.1093,1.79058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.044,NA,NA,NA,NA
97951,-2.60069,4.02691,2.69549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.568,NA,NA,NA
98254,-3.48015,4.447,2.99186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.488,NA,NA,NA,NA
98500,-2.01382,3.60446,2.49581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.01,NA,NA
98708,-2.55784,4.68247,3.32684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291.448,NA,NA,NA,NA
98928,-2.82761,4.31081,4.21666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566.305,NA,NA,NA,NA
99027,-1.77863,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.424,NA,NA,NA,NA
99233,-1.06896,5,4.97565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3653.748,NA,NA,NA,NA
99457,0.218797,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2360.62,NA,NA,NA,NA
99682,-0.102443,4.26952,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4291.565,NA,NA,NA,NA
99882,0.994556,2.79703,4.13122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.318,NA,NA,NA,NA
100069,0.260253,2.80772,4.76371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291.825,NA,NA,NA,NA
100277,-0.37384,4.14504,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645.346,NA,NA,NA,NA,NA
100376,-0.292511,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.87,NA,NA,NA
100681,0.145339,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612.005,NA,NA,NA,NA
100775,-0.372385,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2123.156,NA,NA,NA
101069,-1.14478,4.39348,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874.477,NA,NA,NA,NA
101301,0.0897083,4.80854,4.6517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.597,NA,NA,NA,NA,NA,NA
101362,0.186213,4.77536,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703.212,NA,NA,NA,NA,NA
101631,0.370586,2.43536,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.781,NA,NA
101779,0.746709,2.20274,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752.584,NA,NA,NA,NA
102028,0.408646,1.99403,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.397,NA,NA,NA,NA
102214,1.23956,-0.147202,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.644,NA,NA,NA
102540,0.525807,-0.598813,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.95,NA,NA,NA
102687,-0.518109,-2.53884,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205.996,NA,NA,NA,NA
102792,0.0630246,-0.796312,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2934.324,NA,NA,NA,NA
103104,1.03624,-0.622717,4.42782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.002,NA,NA
103247,0.407622,1.13074,3.31065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.454,NA,NA,NA,NA
103426,-0.526818,0.326799,3.52781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.725,NA,NA,NA,NA
103566,0.278971,-0.937291,4.01813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.999,NA,NA,NA,NA
103873,-2.1758,-1.20173,3.66722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.608,NA,NA,NA,NA
104045,-1.37891,-0.393287,2.15958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773.796,NA,NA,NA,NA
104253,0.394664,-1.25546,2.02242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.147,NA,NA,NA,NA
104417,-1.46021,-0.342841,-0.71774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9193.134,NA,NA,NA,NA
104673,-2.54301,0.059658,0.946786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.784,NA,NA,NA,NA,NA
104848,-3.30668,0.285269,1.28778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.244,NA,NA,NA,NA,NA
105123,-3.00224,-0.643102,0.88072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.576,NA,NA
105339,-1.30721,-0.0541997,-0.648375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6927.12,NA,NA,NA,NA
105457,-0.484057,-0.138912,-2.4896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.417,NA,NA,NA,NA
105735,-0.0422676,-0.0264216,-0.642156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3243.22,NA,NA,NA,NA
105777,-0.0547364,-0.0875312,0.304968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618.297,NA,NA,NA,NA
106033,-0.762106,-0.880371,-0.725172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31301.123,NA,NA,NA,NA
106285,0.0327003,-1.13721,-0.916962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.184,NA,NA,NA,NA
106486,2.01361,-1.14599,-0.568259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.1,NA,NA
106733,2.74882,-0.276143,0.361007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714.202,NA,NA,NA,NA
106774,2.6769,-1.70023,-0.542185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.197,NA,NA,NA,NA
107141,0.773875,0.206074,-0.0711145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.901,NA,NA,NA,NA
107334,0.0334238,1.56413,0.376881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA
107443,0.836499,1.85343,-0.923436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.64,NA,NA,NA,NA,NA
107651,1.88086,1.30161,-1.26041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.87,NA,NA
107764,3.5753,1.04441,-1.81974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.887,NA,NA,NA,NA
108026,4.915,0.825383,-0.878698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7898.973,NA,NA,NA,NA
108206,4.1428,0.633203,-0.95507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.381,NA,NA
108356,5,0.861303,-0.496922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809.435,NA,NA
108633,4.70564,0.328884,0.0873827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.016,NA,NA,NA,NA
108932,5,1.01147,1.20571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.852,NA,NA
108946,5,1.51905,0.950164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.044,NA,NA,NA,NA
109145,5,2.10282,0.883932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.438,NA,NA,NA,NA
109409,5,1.72965,0.464753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.929,NA,NA,NA,NA
109585,5,1.4099,-0.136926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845.502,NA,NA,NA,NA
109919,4.72756,1.14628,-0.314558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782.242,NA,NA,NA,NA
110028,5,1.28831,0.520076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.87,NA,NA,NA
110174,5,3.41376,0.901302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.496,NA,NA,NA
110418,4.69604,4.831,0.118067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.028,NA,NA
110580,4.80713,5,1.34425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4473.208,NA,NA,NA,NA
110745,5,5,3.29232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3243.348,NA,NA,NA,NA
111105,5,5,3.39261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.756,NA,NA,NA,NA
111198,4.53476,4.64415,4.30686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.944,NA,NA,NA,NA
111516,5,5,4.40063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3919.676,NA,NA,NA,NA
