id,x0,x1,x2,fitness-2,fitness-1,fitness-2.5,fitness-1.5,fitness-3.5,fitness-5,fitness-4,fitness-4.5,fitness-3,fitness1,fitness0.5,fitness-0.5,fitness0,fitness2,fitness2.5,fitness3.5,fitness5,fitness4.5,fitness4,fitness3,fitness1.5
69971,4.82941,2.59325,5,NA,NA,NA,NA,NA,254.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70316,4.11975,4.56622,4.16622,NA,NA,NA,NA,NA,146.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70458,4.89279,4.10089,4.29602,NA,NA,NA,NA,NA,727.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70561,5,4.94204,3.09244,NA,NA,NA,NA,NA,NA,NA,484.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70804,3.37854,4.07435,0.10877,NA,NA,NA,NA,NA,11.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71143,4.23679,3.3589,0.542167,NA,NA,NA,NA,-3.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71350,5,5,2.62281,NA,NA,NA,NA,NA,NA,317.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71368,4.52865,5,3.16999,NA,NA,NA,NA,NA,NA,-65.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71700,4.41434,5,4.11604,NA,NA,NA,NA,NA,NA,NA,NA,505.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71816,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3252.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72129,5,5,5,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72343,5,4.8525,5,NA,NA,NA,NA,NA,3410.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72395,5,5,4.90915,NA,NA,NA,NA,NA,3299.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72599,5,5,5,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72804,5,5,4.23916,NA,NA,NA,NA,NA,NA,NA,134.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73134,5,4.90918,5,NA,NA,NA,NA,NA,NA,NA,NA,3795.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73189,5,5,4.109,NA,NA,NA,NA,860.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73400,5,4.19243,4.26207,NA,NA,NA,NA,NA,NA,NA,NA,635.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73625,5,5,3.29668,NA,NA,472.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73854,4.85466,5,4.14828,NA,NA,NA,5130.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73985,5,5,4.85981,5079.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74155,5,4.61748,4.72537,NA,NA,NA,NA,NA,NA,NA,NA,1259.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74486,5,5,4.70914,NA,NA,NA,NA,NA,NA,NA,NA,2386.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74603,4.86526,4.13583,2.77776,NA,NA,NA,NA,300.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74780,4.92456,4.69208,3.25006,NA,NA,NA,4928.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75072,5,5,2.91788,NA,1771.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75339,4.65124,5,2.94503,NA,229.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75549,5,5,3.72397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3125.312,NA,NA,NA,NA,NA,NA,NA,NA,NA
75743,4.161,5,4.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3669.313,NA,NA,NA,NA,NA,NA,NA,NA
75942,3.14315,5,4.84773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801.738,NA,NA,NA,NA,NA,NA,NA,NA,NA
76115,3.13976,3.8608,3.48216,39.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76198,3.55767,2.94351,4.80486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.967,NA,NA,NA,NA,NA,NA,NA,NA,NA
76389,3.71623,1.19872,4.49457,NA,NA,NA,NA,-2.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76605,4.39478,1.1474,4.55288,NA,NA,NA,NA,NA,NA,17.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76839,4.6881,2.22206,4.34822,NA,NA,NA,NA,NA,170.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76964,4.05836,3.37683,5,NA,NA,NA,NA,NA,NA,168.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77280,3.78832,2.91363,4.60013,NA,NA,NA,NA,NA,NA,NA,NA,86.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77434,3.33893,3.1984,5,NA,NA,NA,NA,NA,NA,NA,NA,200.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77746,4.18163,3.50592,4.67945,NA,NA,NA,NA,NA,NA,NA,NA,53.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77904,5,3.22282,4.02012,58.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78045,5,3.6368,5,NA,NA,NA,NA,NA,NA,NA,NA,742.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78274,4.87865,4.8196,5,NA,NA,NA,NA,NA,NA,NA,NA,5281.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78355,3.92792,5,5,144.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78594,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1540.371
78780,4.17353,3.99131,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78987,3.82943,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897.022,NA,NA,NA,NA,NA,NA
79240,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1385.476,NA,NA,NA,NA,NA
79508,4.54873,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.016,NA,NA,NA,NA,NA
79566,5,3.62748,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1174.825,NA,NA,NA
79907,4.89572,3.2253,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354.022,NA,NA,NA,NA,NA
80030,4.66107,3.85713,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.07,NA,NA
80280,4.65007,4.1253,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.837,NA,NA,NA
80421,5,4.34825,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5004.916,NA,NA,NA,NA
80655,5,4.67722,4.76708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3974.266,NA,NA,NA
80919,4.30074,3.83452,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858.412,NA,NA,NA,NA
81044,3.59347,3.44991,3.69672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.801,NA,NA,NA,NA
81343,4.4878,3.81314,3.16784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.702,NA,NA,NA
81455,4.74516,4.52959,2.30433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.65,NA,NA,NA,NA
81650,5,4.3838,4.60335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1339.007,NA,NA,NA
81923,4.43857,4.75956,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3301.771,NA,NA,NA,NA
82014,4.26016,4.73365,4.9724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6744.53,NA,NA,NA,NA
82335,3.76241,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855.602,NA,NA,NA,NA,NA
82521,2.79029,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1468.405,NA,NA,NA
82592,2.21922,4.80605,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2979.194,NA,NA,NA,NA
82945,2.7657,3.21364,3.51768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.694,NA
83117,-0.0437883,3.25902,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2105.666,NA,NA,NA
83255,0.76248,4.13498,4.67972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193.229,NA,NA,NA,NA
83381,3.07094,3.70256,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.546,NA,NA,NA,NA
83613,3.16755,2.7923,4.69473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648.713,NA,NA,NA,NA
83771,4.74033,2.99345,2.33847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.878,NA,NA,NA,NA
84069,5,3.71823,3.43065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.343,NA,NA,NA
84202,4.61383,3.74691,4.50821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.293,NA,NA,NA
84449,3.38393,3.59567,4.75749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.138,NA,NA,NA,NA
84717,3.47684,3.82247,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.487,NA,NA,NA,NA
84939,3.88843,3.47348,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.091,NA,NA,NA,NA
85014,3.0443,4.72819,4.61486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339.545,NA,NA,NA,NA
85323,2.46642,4.59728,4.37711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.513,NA,NA,NA
85534,3.5124,4.2707,4.13012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.833,NA,NA,NA
85735,4.36794,4.48412,4.41459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.698,NA,NA,NA,NA
85843,4.70667,3.08008,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1199.588,NA,NA,NA,NA
86075,4.69872,4.29993,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5245.753,NA,NA,NA,NA
86351,4.25115,5,4.7858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4561.202,NA,NA,NA
86485,3.87317,5,4.20882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1459.323,NA,NA,NA,NA
86569,0.851139,5,3.58591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.624,NA,NA
86777,0.878852,5,1.27798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1171.726,NA,NA,NA,NA
87095,0.857102,3.95588,2.08088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.657,NA,NA,NA,NA
87304,1.22149,5,3.74292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765.641,NA,NA,NA,NA
87511,-0.0567476,4.58701,4.2175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342.897,NA,NA,NA,NA
87645,-0.600874,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2331.178,NA,NA
87780,0.318206,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3441.703,NA,NA,NA,NA
88024,-0.271363,4.21323,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4146.729,NA,NA,NA,NA
88203,-0.524374,3.67956,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104.263,NA,NA,NA,NA
88510,-0.606768,4.54274,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1601.73,NA,NA,NA,NA
88663,-1.04842,4.51741,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.749,NA,NA,NA,NA
88949,0.219699,5,3.96803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.525,NA,NA,NA,NA
89034,-0.568086,5,3.67542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1775.559,NA,NA,NA,NA
89325,-1.58415,4.77141,3.16282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2872.539,NA,NA,NA,NA
89376,-2.44799,5,3.40068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,808.437,NA,NA,NA,NA
89697,-2.85314,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951.873,NA,NA,NA,NA
89941,-3.24509,5,4.36757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.862,NA,NA,NA
90043,-1.20851,5,4.41366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2754.346,NA,NA,NA,NA
90217,-2.74172,4.33752,4.72065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.79,NA,NA
90544,-2.72157,4.72713,4.83387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.285,NA,NA
90734,-2.34996,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.94,NA,NA,NA
90918,-2.01134,4.84586,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7386.738,NA,NA,NA,NA
91108,-1.93806,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5051.594,NA,NA,NA,NA
91247,-1.05596,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4103.601,NA,NA,NA,NA
91479,-1.42743,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7093.679,NA,NA
91650,-2.08301,5,3.63825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173.726,NA,NA,NA,NA
91893,-1.20541,5,3.86172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.642,NA,NA
92072,-1.36081,3.73723,4.40226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.375,NA
92197,-0.604308,3.61859,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.902,NA,NA,NA,NA,NA,NA
92446,-0.921809,5,3.70263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4325.465,NA,NA,NA,NA
92706,-0.575088,4.79231,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1705.94,NA,NA,NA,NA,NA
92761,-0.300667,4.61191,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292.355,NA,NA,NA
93007,-0.00258986,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2469.525,NA,NA
93331,1.74993,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1447.673,NA,NA
93446,4.08933,4.8674,3.90987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662.547,NA,NA,NA
93652,4.87213,5,4.72074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7090.388,NA,NA,NA
93835,5,5,3.78607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420.345,NA,NA
94029,5,4.57887,4.44381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919.782,NA,NA,NA,NA
94197,5,4.5513,3.31804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645.131,NA,NA,NA,NA
94502,3.99188,3.82736,3.77324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.392,NA,NA,NA
94593,3.38608,3.69508,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049.192,NA,NA,NA,NA
94935,4.13673,4.75509,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463.38,NA,NA,NA,NA
95071,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4808.932,NA,NA,NA
95339,3.70617,3.70748,2.51448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.034,NA,NA,NA,NA
95379,5,3.89834,1.13037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.537,NA,NA,NA,NA
95584,4.16969,2.63282,0.805142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.471,NA,NA,NA,NA
95950,5,2.85006,1.3335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651.017,NA,NA,NA,NA
96073,5,2.41809,1.90299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.437,NA,NA,NA,NA
96167,5,3.23596,2.80337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851.625,NA,NA,NA,NA
96544,5,4.63401,1.50665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.438,NA,NA,NA,NA
96713,4.82115,3.38147,3.69468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1116.848,NA,NA,NA,NA
96879,5,4.93993,4.25421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6719.947,NA,NA,NA,NA
96972,3.50176,5,4.35144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.162,NA,NA,NA,NA,NA
97224,2.73241,5,4.17244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.182,NA,NA
97475,2.228,5,3.24632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.704,NA,NA,NA,NA,NA,NA
97698,3.42573,4.97386,2.51182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.97,NA,NA,NA,NA,NA,NA
97913,1.55348,4.24315,3.71399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.442,NA,NA,NA,NA,NA
98112,1.70069,4.66516,4.31586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.104,NA,NA,NA
98255,2.25356,4.83604,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4460.564,NA,NA,NA,NA
98471,3.40633,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2314.254,NA,NA,NA,NA
98740,2.37468,4.65809,4.19121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.343,NA,NA
98864,2.04237,4.00073,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA,NA,NA
99071,0.894104,4.36695,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1643.486,NA,NA,NA,NA
99261,1.17879,5,4.71933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.19,NA,NA,NA,NA,NA
99516,0.706977,4.82494,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.364,NA,NA,NA,NA,NA,NA
99709,0.331702,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3462.285,NA,NA,NA,NA
99757,0.41343,5,4.99695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3021.61,NA,NA,NA,NA
100111,0.390842,5,4.58539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650.871,NA,NA,NA,NA
100197,-0.103149,4.62059,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2467.551,NA,NA,NA
100439,0.408667,3.63528,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920.141,NA,NA,NA,NA
100595,1.76923,3.45339,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.363,NA,NA,NA,NA
100878,-1.4788,4.85334,4.8402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7245.336,NA,NA
101000,-0.666767,5,4.85092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4251.654,NA,NA,NA,NA,NA
101161,-0.0620414,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140.642,NA
101440,-0.983432,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1728.461,NA,NA,NA,NA,NA,NA
101594,-0.854118,4.92336,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1425.073,NA,NA,NA,NA,NA,NA
101782,-0.864929,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4381.332,NA,NA,NA,NA,NA
102019,-0.842549,4.78158,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.84,NA
102231,-0.0677276,4.82273,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2884.819,NA,NA,NA,NA,NA
102533,-0.357884,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010.227,NA
102625,-0.192787,3.73015,3.2307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.323,NA,NA,NA,NA,NA
102762,-1.44102,3.33768,3.38189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.68,NA
102956,-1.57088,3.4665,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1121.459,NA,NA,NA
103167,-1.35649,3.48385,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228.178,NA,NA,NA,NA
103536,-1.41026,3.32135,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5350.495,NA,NA,NA,NA
103621,-0.275011,4.59593,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.187,NA,NA
103781,-1.95198,4.91362,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6706.259,NA,NA,NA,NA
103969,-1.14255,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802.861,NA,NA,NA
104191,-0.0349737,5,4.33398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932.361,NA,NA,NA
104426,-0.43159,4.26527,3.78753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.393,NA,NA,NA,NA
