id,x0,x1,x2,fitness5,fitness4,fitness3,fitness0.5,fitness2,fitness1,fitness-0.5,fitness-2,fitness-1,fitness4.5,fitness3.5
112496,5,3.68274,-0.753854,3913.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112683,4.47485,3.2638,-1.05313,274.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113046,5,3.89662,-0.939241,2452.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113091,5,5,-0.592039,7194.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113366,4.77297,4.72705,-0.914526,14424.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113513,5,4.37648,-0.0799627,3225.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113812,4.64884,4.63757,-0.573816,2986.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113983,4.62786,4.60588,-0.853298,3824.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114226,5,4.62799,-0.695269,6992.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114275,3.93886,4.33553,-0.0765154,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.12,NA
114509,5,5,-0.76653,NA,NA,NA,NA,NA,NA,NA,NA,NA,2174.286,NA
114782,5,5,-0.170526,NA,2185.073,NA,NA,NA,NA,NA,NA,NA,NA,NA
115064,4.17375,4.70903,-1.64753,NA,NA,NA,NA,NA,NA,NA,NA,NA,2296.916,NA
115240,4.87745,5,-0.803188,17323.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115464,4.88438,5,0.259219,3958.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115550,5,5,0.446214,2532.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115839,4.89588,4.09538,0.77883,1654.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116026,5,4.22331,-0.189594,4656.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116220,5,5,-0.835393,12867.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116292,5,5,-1.69242,NA,1143.248,NA,NA,NA,NA,NA,NA,NA,NA,NA
116539,5,5,-1.26522,NA,NA,1736.623,NA,NA,NA,NA,NA,NA,NA,NA
116823,4.73252,5,-0.161788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,882.664
117064,5,3.8377,-0.724557,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.143,NA
117172,5,5,-2.91078,2741.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117431,5,4.97231,-3.84144,2283.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117535,4.83441,5,-4.65575,NA,94.956,NA,NA,NA,NA,NA,NA,NA,NA,NA
117792,5,5,-5,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118028,5,4.99956,-5,2564.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118256,5,5,-5,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118855,5,5,-5,3231.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118943,5,5,-4.7555,629.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119170,5,5,-5,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119273,5,4.73998,-4.20376,589.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119504,5,5,-5,3079.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119826,5,5,-3.14514,2141.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120016,5,5,-3.97828,2631.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120147,4.94834,5,-2.94255,3625.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120449,5,5,-4.93725,2597.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120654,3.83532,5,-5,864.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120761,4.77958,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3618.947,NA
120981,4.96714,3.83625,-5,1194.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121260,5,5,-2.9999,3251.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121332,4.8998,5,-2.03881,7110.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121494,5,5,-1.88828,4065.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121720,5,5,-3.13164,2329.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122032,5,5,-2.92999,2929.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122101,5,4.71325,-1.88633,5007.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122415,5,3.68736,-1.01263,2074.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122487,5,3.85191,-0.873864,NA,NA,NA,NA,NA,NA,NA,NA,NA,2782.466,NA
122714,4.26524,5,-1.21191,3389.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122938,4.799,5,-0.812312,16640.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123235,5,5,-2.22311,2396.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123382,5,4.83591,-1.85486,4142.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123538,5,4.61719,-2.0777,3579.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123676,4.99589,4.86619,-1.31448,NA,NA,NA,NA,NA,NA,NA,NA,NA,6966.982,NA
123952,5,4.97913,-0.961394,10020.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124169,5,4.35949,-1.34227,5870.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124384,3.87745,5,-0.947576,2725.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124616,4.86165,4.87508,-0.783781,NA,NA,NA,NA,NA,NA,NA,NA,NA,22032.61,NA
124754,5,5,-0.976433,10436.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124864,5,5,-2.03245,NA,NA,NA,NA,NA,NA,NA,NA,NA,5298.304,NA
125205,5,4.92161,-0.60164,9697.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125425,5,5,-0.808962,17219.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125569,5,5,-1.66919,NA,NA,NA,NA,NA,NA,NA,NA,NA,2277.398,NA
125693,5,4.13757,-0.709414,NA,2809.607,NA,NA,NA,NA,NA,NA,NA,NA,NA
125911,5,2.16021,-1.4162,2766.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126101,3.8085,3.17927,-1.46432,1258.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126340,3.39706,5,-1.29203,2538.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126520,4.30488,3.69741,-0.427343,301.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126826,5,3.82642,-0.706749,4072.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126983,5,5,-1.07903,2694.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127204,4.9288,5,-0.811462,21468.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127315,4.62416,4.66138,-0.823914,6004.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127620,5,5,-0.743678,12569.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127683,4.96663,5,-0.722873,13809.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128040,5,5,-2.09786,4775.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128223,5,5,-1.7882,694.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128320,5,5,-0.845167,12746.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128459,3.73364,4.62004,-0.798051,3109.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128663,4.96249,5,-0.485884,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934.12,NA
129018,4.87486,5,-0.900033,19174.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129066,5,5,-1.9271,4878.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129422,4.75314,4.99794,-1.06552,4127.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129493,5,4.73162,-0.0653659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1955.749
129702,4.85042,4.90563,-0.24706,NA,3623.353,NA,NA,NA,NA,NA,NA,NA,NA,NA
129955,5,5,-0.491421,2414.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130060,4.57577,5,-0.908539,3764.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130263,5,5,-1.96833,5395.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130500,4.91141,5,-1.89564,5453.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130841,5,5,-1.04049,5024.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130933,5,4.08514,-1.65122,1619.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131170,5,5,-2.93928,3005.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131343,5,5,-3.86678,1959.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131590,5,5,-1.4668,NA,NA,NA,NA,NA,NA,NA,NA,NA,6500.718,NA
131750,5,5,-3.06458,3029.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131922,5,5,-2.08369,4991.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132190,5,4.85816,-2.94408,5404.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132353,5,5,-2.69193,NA,NA,NA,NA,NA,NA,NA,NA,NA,760.81,NA
132534,5,4.16413,-3.57209,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111.195,NA
132757,5,5,-2.97845,3215.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132977,4.88857,5,-1.85279,4033.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133064,4.07003,5,-0.996423,NA,968.536,NA,NA,NA,NA,NA,NA,NA,NA,NA
133274,4.76707,5,-0.675374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4618.09
133522,4.85231,3.59112,-0.951011,1766.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133808,5,4.5527,-1.02583,1240.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133922,5,4.91193,-1.0779,3549.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134235,5,5,-0.761609,12828.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134386,5,4.85564,-1.43491,NA,5149.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
134550,5,4.17339,-1.2586,4021.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134667,4.67081,4.34787,-1.64192,2822.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134875,5,5,0.192451,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485.315,NA
135228,5,5,-0.149291,NA,NA,NA,NA,NA,NA,NA,NA,NA,4653.299,NA
135338,5,5,-1.00753,6890.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135560,5,4.64138,-0.566988,5206.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135716,5,4.77063,-0.965827,14385.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136006,4.236,5,-0.324864,4370.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136227,4.38837,5,0.772478,1564.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136447,5,5,0.286126,3271.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136480,5,4.88438,0.550634,658.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136762,5,5,1.40836,2217.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137027,5,5,3.44774,2056.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137217,5,3.16817,3.71957,886.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137353,5,4.40013,4.93664,4834.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137630,4.35689,4.94808,5,5824.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137806,3.13414,4.71852,5,2161.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137851,4.1622,4.83033,4.87011,7662.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138066,4.25751,4.3472,4.32166,1957.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138342,3.46711,4.77551,5,2098.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138518,3.23731,5,5,3143.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138715,5,5,4.08658,2596.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139025,4.74594,5,3.92309,NA,NA,NA,NA,NA,NA,NA,NA,NA,984.256,NA
139218,5,4.22529,5,5300.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139343,5,5,4.21119,5145.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139501,5,4.84865,4.37521,NA,NA,NA,NA,NA,NA,NA,NA,NA,6395.464,NA
139805,5,5,4.58643,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594.199,NA
140011,5,4.47502,4.75417,1734.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140196,5,3.71388,4.97102,NA,NA,NA,NA,NA,NA,NA,NA,NA,2129.818,NA
140250,4.4743,5,5,1518.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140645,4.33798,5,4.82149,6753.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140710,4.56726,4.64036,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,960.344,NA
140893,5,4.9881,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5611.55,NA
141170,5,4.07288,5,2232.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141410,5,4.2242,4.90411,6862.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141523,5,4.87101,4.44013,3653.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141650,4.34397,5,5,5068.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141873,3.26062,4.7985,5,5406.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142156,4.29312,5,4.55423,1444.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142346,5,4.6982,4.15412,4000.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142527,5,4.00988,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.222,NA
142757,5,4.2342,4.74318,NA,1501.909,NA,NA,NA,NA,NA,NA,NA,NA,NA
142949,5,5,4.22549,5302.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143174,5,5,4.44628,NA,NA,NA,NA,NA,NA,NA,NA,NA,2353.633,NA
143269,4.34253,5,5,5088.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143573,3.37841,4.96252,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762.005,NA
143695,3.88859,5,5,NA,359.443,NA,NA,NA,NA,NA,NA,NA,NA,NA
143859,4.08146,5,4.99364,NA,862.361,NA,NA,NA,NA,NA,NA,NA,NA,NA
144241,4.13725,5,4.81471,NA,NA,NA,NA,NA,NA,NA,NA,NA,5691.582,NA
144325,4.26004,5,4.79288,6989.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144454,3.87077,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1604.573,NA
144773,5,4.34469,5,5057.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144955,5,4.41188,5,3614.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145219,5,3.73671,3.64206,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.696,NA
145322,4.79379,5,2.2625,4326.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145630,5,5,2.21384,2719.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145696,4.9625,5,-0.555437,6112.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146017,4.75294,5,-2.05171,6212.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146115,4.25992,5,-0.17191,4835.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146292,4.84133,5,-2.03043,7304.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146499,4.79807,3.38957,-1.38484,4227.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146713,5,3.18125,-1.53902,3043.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146922,4.20663,5,-1.35241,6330.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147142,5,5,-1.94502,5148.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147289,5,5,-1.48186,NA,5085.604,NA,NA,NA,NA,NA,NA,NA,NA,NA
147481,5,5,0.184783,2067.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147653,5,5,-0.830083,12920.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147962,5,4.78174,-1.89118,5128.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148070,4.94806,5,-1.81064,2528.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148276,5,5,-2.02428,5523.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148608,5,5,-0.661323,10263.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148663,5,5,-0.832718,12895.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148911,4.8928,4.88584,-0.938315,17660.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149041,5,5,-1.0332,5449.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149403,4.13538,5,-0.179283,4308.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149458,5,5,-0.68186,10996.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149776,5,4.59796,-0.905164,5154.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149983,5,5,-0.690398,11272.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150104,5,3.75788,-0.862448,4831.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150394,5,4.31175,-0.319465,3623.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150543,5,4.2308,-0.627331,NA,NA,1445.752,NA,NA,NA,NA,NA,NA,NA,NA
150808,5,4.13381,-1.1989,NA,NA,542.424,NA,NA,NA,NA,NA,NA,NA,NA
150884,5,4.87363,-0.55036,NA,NA,NA,NA,NA,NA,NA,NA,NA,3305.272,NA
151042,3.74556,4.81709,-1.98774,2632.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151246,4.87052,4.67738,-2.10326,5351.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151584,5,4.33607,-1.69938,NA,NA,NA,NA,NA,NA,NA,NA,NA,1077.032,NA
151682,5,5,-1.92615,4862.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152014,5,5,-0.531014,4003.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152146,5,4.97914,-0.148022,NA,4689.381,NA,NA,NA,NA,NA,NA,NA,NA,NA
152232,5,5,-0.831549,NA,NA,NA,NA,NA,NA,NA,NA,NA,4718.458,NA
152619,5,5,-2.26617,932.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152666,5,4.65466,-2.13161,4027.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152963,4.84468,4.80086,-4.80775,2943.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153074,5,5,-5,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153551,4.98878,5,-4.00833,2731.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153670,5,4.8479,-2.21662,2746.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153969,4.56233,4.55562,-2.97163,189.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154173,4.37003,5,-3.5217,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.697,NA
154236,4.06602,5,-2.72822,110.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154602,5,5,-1.98204,5487.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154764,5,5,-1.34923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922.573
154832,5,5,-1.19411,NA,NA,NA,NA,NA,NA,NA,NA,NA,2757.83,NA
155131,5,5,-0.748792,NA,4701.376,NA,NA,NA,NA,NA,NA,NA,NA,NA
155373,5,5,-1.04264,4897.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155579,5,4.11806,-0.103573,2631.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155723,4.79186,5,0.392292,4037.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155881,5,5,-0.968,8896.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156167,4.90983,5,-0.62484,11267.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156359,5,5,-0.686236,11139.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156509,5,5,0.287805,3284.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156753,5,5,-1.06974,3265.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156874,4.97669,5,-0.687564,NA,NA,NA,NA,NA,NA,NA,NA,NA,11578.442,NA
157216,4.75196,5,0.33279,4004.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157365,5,5,1.37695,2457.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157550,5,5,0.300439,3368.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157818,4.92312,5,-0.907908,14248.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157973,5,4.90571,-1.03865,6645.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158058,4.71743,4.84032,-0.918847,14977.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158423,5,5,-0.939687,11995.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158596,5,5,-0.955315,NA,NA,NA,NA,NA,NA,NA,NA,NA,2804.909,NA
158671,5,5,-1.05968,3878.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158933,5,5,-0.653723,9968.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159039,5,5,0.298648,3358.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159309,5,5,-0.988678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1668.735
159536,5,5,-1.9773,NA,NA,NA,NA,NA,NA,NA,NA,NA,1252.986,NA
159798,5,5,-1.94641,5166.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159840,5,4.15442,-1.69071,2371.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160150,5,4.2997,-1.36231,6961.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160348,5,4.84383,-1.22712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1585.159
160582,5,5,-1.94941,6556.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160791,4.66377,5,-1.5919,NA,NA,NA,NA,NA,NA,NA,NA,NA,4048.734,NA
160914,5,4.64886,-2.21712,1474.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161060,4.27842,5,-0.322093,3662.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161250,4.24204,5,0.753729,1926.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161490,4.79445,5,0.308454,4320.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161694,5,5,0.482189,1912.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161971,5,5,-0.95514,9481.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162044,5,5,-0.827207,NA,NA,NA,NA,NA,NA,NA,NA,NA,5055.007,NA
162257,4.2733,4.30815,-0.240623,NA,NA,NA,NA,NA,NA,NA,NA,NA,1062.428,NA
162522,4.29551,5,-1.48195,7061.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162698,5,5,-1.90685,4493.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162850,5,5,-0.903421,NA,NA,NA,NA,NA,NA,NA,NA,NA,6605.738,NA
163202,5,5,-0.890941,11797.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163375,4.63092,5,-2.2303,1061.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163579,5,5,-2.02366,5525.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163692,4.66902,5,-1.89313,NA,NA,NA,NA,NA,NA,NA,NA,NA,2912.75,NA
163959,4.61618,5,-0.183214,NA,2248.133,NA,NA,NA,NA,NA,NA,NA,NA,NA
164067,4.74519,4.64759,0.397347,3351.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164314,5,3.88649,-0.990131,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373.483,NA
164450,5,4.62894,-0.6174,5493.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164747,5,4.26074,-0.835689,NA,NA,NA,NA,NA,NA,NA,NA,NA,3918,NA
164993,4.76735,4.88271,-0.537267,6905.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165080,4.7918,5,-1.89484,5332.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165228,4.55338,5,0.254651,630.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165604,5,4.91786,0.160357,1302.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165647,5,4.93768,-0.615534,11951.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165907,5,5,-0.820303,12996.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166140,5,3.73769,-0.721159,4380.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166283,5,5,-1.02356,7775.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166476,5,5,-0.384999,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968.687,NA
166735,3.78918,5,-1.01884,2313.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166934,5,5,0.29789,3353.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167146,5,4.74112,0.193643,2063.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167379,5,4.08924,-0.04258,2105.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167602,5,3.42322,-0.198728,1817.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167771,5,5,-0.943125,9994.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167935,4.64451,5,0.223166,2201.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168130,5,4.19624,-0.282287,3843.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168310,5,5,0.43659,3496.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168429,5,4.81251,0.225955,NA,NA,NA,NA,NA,NA,NA,NA,NA,2255.852,NA
168818,3.78102,5,-1.41542,NA,NA,NA,NA,NA,NA,NA,NA,NA,2227.955,NA
168920,4.3721,4.12501,-2.06462,1128.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
