id,x0,x1,x2,fitness-3.5,fitness-4,fitness-3,fitness-1,fitness-2,fitness-2.5,fitness-1.5,fitness0,fitness0.5,fitness-4.5,fitness-5,fitness-0.5
99572,2.80616,0.900424,-4.13017,NA,NA,NA,NA,-58.735,NA,NA,NA,NA,NA,NA,NA
99644,2.79737,1.47207,-3.33948,NA,NA,NA,NA,NA,NA,-80.957,NA,NA,NA,NA,NA
99942,3.79478,2.5606,-5,NA,NA,NA,NA,NA,-114.301,NA,NA,NA,NA,NA,NA
100169,2.33863,1.32783,-5,-47.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100367,1.445,0.953423,-4.45253,NA,-79.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100453,0.997426,1.32095,-4.87147,NA,NA,NA,NA,NA,-35.333,NA,NA,NA,NA,NA,NA
100649,-0.167575,1.86623,-4.3156,-113.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100834,-0.289753,1.18278,-5,NA,-163.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101059,0.722655,1.18302,-4.36491,-64.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101283,0.611421,0.406087,-4.43905,NA,NA,NA,NA,NA,-155.522,NA,NA,NA,NA,NA,NA
101447,-0.393479,0.995348,-4.52694,NA,NA,NA,NA,-176.563,NA,NA,NA,NA,NA,NA,NA
101766,0.297845,1.06786,-4.44232,NA,NA,NA,NA,NA,NA,-123.145,NA,NA,NA,NA,NA
101964,0.354255,0.90764,-5,NA,NA,NA,NA,NA,-119.136,NA,NA,NA,NA,NA,NA
102126,0.256494,1.72316,-4.18492,-78.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102252,0.0926693,3.71888,-3.38422,NA,NA,-180.897,NA,NA,NA,NA,NA,NA,NA,NA,NA
102509,-0.613574,3.65151,-3.05554,NA,NA,NA,NA,NA,-265.694,NA,NA,NA,NA,NA,NA
102713,-0.774636,3.06593,-5,NA,NA,NA,NA,-196.674,NA,NA,NA,NA,NA,NA,NA
102866,0.639673,3.05573,-3.38157,NA,NA,NA,NA,-112.575,NA,NA,NA,NA,NA,NA,NA
103172,1.74063,3.77996,-5,NA,NA,NA,NA,NA,NA,-130.367,NA,NA,NA,NA,NA
103265,1.42282,4.27915,-5,NA,-191.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103407,1.79968,3.77039,-5,NA,NA,NA,NA,NA,-105.281,NA,NA,NA,NA,NA,NA
103679,1.83,3.07375,-5,NA,NA,-57.501,NA,NA,NA,NA,NA,NA,NA,NA,NA
103968,2.45791,2.18002,-5,NA,NA,NA,NA,NA,NA,-43.524,NA,NA,NA,NA,NA
104106,2.32494,2.48067,-3.18899,NA,NA,NA,NA,NA,NA,-82.353,NA,NA,NA,NA,NA
104221,3.30503,1.53734,-4.30719,NA,NA,-59.689,NA,NA,NA,NA,NA,NA,NA,NA,NA
104458,1.88026,1.40572,-4.08243,NA,NA,-11.837,NA,NA,NA,NA,NA,NA,NA,NA,NA
104601,2.37702,2.94408,-3.43077,NA,NA,NA,NA,NA,-70.026,NA,NA,NA,NA,NA,NA
104860,1.71305,4.78968,-5,NA,NA,NA,NA,NA,-214.698,NA,NA,NA,NA,NA,NA
105079,0.94785,3.97718,-5,NA,NA,NA,NA,-139.241,NA,NA,NA,NA,NA,NA,NA
105202,0.163744,2.29414,-5,NA,NA,NA,NA,-83.089,NA,NA,NA,NA,NA,NA,NA
105539,0.72314,2.67449,-2.92446,NA,NA,NA,NA,-116.587,NA,NA,NA,NA,NA,NA,NA
105653,0.600363,3.47874,-4.08502,NA,NA,-105.986,NA,NA,NA,NA,NA,NA,NA,NA,NA
105897,1.28673,2.42068,-3.69953,NA,NA,NA,NA,NA,-31.7,NA,NA,NA,NA,NA,NA
106109,1.16999,2.12066,-3.12533,NA,NA,NA,-106.888,NA,NA,NA,NA,NA,NA,NA,NA
106366,2.23289,1.65484,-2.94111,NA,NA,NA,-114.176,NA,NA,NA,NA,NA,NA,NA,NA
106433,2.47062,1.17263,-4.69535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-133.21
106680,3.07577,1.40587,-3.81095,NA,NA,NA,NA,NA,NA,-73.014,NA,NA,NA,NA,NA
106888,3.12996,2.60393,-3.20444,NA,NA,NA,NA,NA,-110.135,NA,NA,NA,NA,NA,NA
107129,2.29374,2.19194,-4.99313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.063
107309,0.665971,1.02107,-4.64869,NA,NA,NA,NA,-75.895,NA,NA,NA,NA,NA,NA,NA
107513,1.10091,3.23811,-5,NA,NA,NA,NA,-82.254,NA,NA,NA,NA,NA,NA,NA
107684,1.13784,3.1392,-3.9877,NA,NA,NA,-128.438,NA,NA,NA,NA,NA,NA,NA,NA
107950,1.67129,2.79056,-3.08644,NA,NA,NA,NA,NA,NA,-90.463,NA,NA,NA,NA,NA
108157,1.51586,1.92114,-3.24117,NA,NA,NA,NA,NA,-37.04,NA,NA,NA,NA,NA,NA
108375,1.20527,4.33057,-4.70397,NA,NA,NA,NA,NA,-161.333,NA,NA,NA,NA,NA,NA
108591,0.813376,3.96435,-5,-164.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108781,0.438836,3.58723,-4.71495,-133.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108970,1.87614,3.28925,-5,NA,NA,NA,NA,NA,-69.373,NA,NA,NA,NA,NA,NA
109055,2.10161,2.1144,-5,NA,-70.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109332,2.30571,1.16121,-5,NA,-64.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109511,3.25146,0.0409682,-3.87886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-257.732,NA
109663,2.16817,1.23608,-4.21071,NA,NA,NA,NA,NA,NA,NA,NA,NA,-107.605,NA,NA
109993,1.48987,1.37406,-4.43199,NA,NA,-14.456,NA,NA,NA,NA,NA,NA,NA,NA,NA
110075,-0.237079,2.60349,-5,NA,-153.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110312,1.41887,2.59653,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-160.753,NA
110572,0.97899,2.37647,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-163.64,NA
110799,1.68038,1.94108,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-142.776,NA
110826,1.30111,1.90047,-5,NA,-76.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111068,2.27507,3.44807,-3.63537,NA,NA,NA,NA,-99.688,NA,NA,NA,NA,NA,NA,NA
111285,1.47308,0.542452,-5,NA,NA,NA,NA,NA,-89.3,NA,NA,NA,NA,NA,NA
111439,3.4658,-0.0990888,-5,NA,NA,NA,NA,-201.104,NA,NA,NA,NA,NA,NA,NA
111757,2.37797,0.857143,-4.02325,NA,NA,NA,NA,NA,-41.175,NA,NA,NA,NA,NA,NA
111925,2.39316,0.857821,-5,NA,NA,NA,NA,-57.836,NA,NA,NA,NA,NA,NA,NA
112194,3.8287,2.18083,-5,NA,NA,NA,NA,NA,NA,-131.083,NA,NA,NA,NA,NA
112339,3.12546,1.70585,-5,NA,NA,NA,NA,NA,NA,-79.676,NA,NA,NA,NA,NA
112511,2.8047,2.08779,-5,NA,NA,NA,NA,NA,-39.955,NA,NA,NA,NA,NA,NA
112617,1.61912,2.36803,-3.99514,NA,NA,NA,NA,NA,-18.121,NA,NA,NA,NA,NA,NA
112821,2.43702,2.53729,-4.09768,NA,NA,NA,NA,NA,NA,-53.891,NA,NA,NA,NA,NA
113126,3.48346,1.94041,-5,NA,NA,NA,NA,NA,NA,-103.513,NA,NA,NA,NA,NA
113265,2.13373,3.03339,-5,NA,NA,NA,NA,-57.56,NA,NA,NA,NA,NA,NA,NA
113414,1.34232,2.46399,-4.25942,NA,NA,NA,NA,NA,-22.708,NA,NA,NA,NA,NA,NA
113695,0.546354,2.62489,-4.7549,NA,NA,NA,NA,NA,NA,-75.572,NA,NA,NA,NA,NA
113919,-0.340874,1.8,-4.54293,NA,NA,NA,NA,NA,NA,-140.032,NA,NA,NA,NA,NA
114111,0.17699,2.01898,-3.81559,NA,NA,NA,NA,NA,-74.366,NA,NA,NA,NA,NA,NA
114274,1.42177,2.51693,-3.59368,NA,NA,-40.018,NA,NA,NA,NA,NA,NA,NA,NA,NA
114409,1.77945,1.81681,-4.7895,NA,-51.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114732,2.19183,1.43156,-3.70962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-146.92,NA
114952,3.01112,1.1461,-4.66679,-60.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115084,4.34718,2.36303,-4.49643,NA,NA,NA,NA,NA,-152.155,NA,NA,NA,NA,NA,NA
115299,4.60986,1.09327,-5,NA,NA,NA,-214.693,NA,NA,NA,NA,NA,NA,NA,NA
115408,2.2663,1.62545,-5,NA,NA,NA,NA,NA,-20.636,NA,NA,NA,NA,NA,NA
115790,1.69206,1.94853,-4.92405,NA,NA,-18.232,NA,NA,NA,NA,NA,NA,NA,NA,NA
115973,0.772331,3.3481,-5,NA,NA,-102.788,NA,NA,NA,NA,NA,NA,NA,NA,NA
116014,1.09021,2.0196,-3.81312,NA,NA,-29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
116281,2.06075,2.35833,-3.74607,NA,NA,-29.832,NA,NA,NA,NA,NA,NA,NA,NA,NA
116447,1.2764,3.12514,-4.46825,-75.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116632,1.27488,2.1386,-4.62381,NA,NA,-22.082,NA,NA,NA,NA,NA,NA,NA,NA,NA
116947,1.68725,2.60815,-5,NA,-77.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117115,1.21038,2.69519,-5,-60.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117301,2.32256,2.21655,-3.51742,-51.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117464,1.49396,0.332371,-3.65152,NA,NA,-113.477,NA,NA,NA,NA,NA,NA,NA,NA,NA
117703,2.96833,0.43228,-2.76937,NA,NA,-168.855,NA,NA,NA,NA,NA,NA,NA,NA,NA
117855,2.62113,1.1918,-2.79368,NA,NA,-104.314,NA,NA,NA,NA,NA,NA,NA,NA,NA
118008,1.97209,1.79196,-2.81024,NA,NA,NA,NA,NA,-66.611,NA,NA,NA,NA,NA,NA
118228,2.73251,1.30069,-4.48226,NA,NA,NA,NA,-41.329,NA,NA,NA,NA,NA,NA,NA
118583,1.67119,0.0462971,-5,NA,NA,-159.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
118775,1.70911,1.92657,-3.8802,NA,NA,NA,NA,NA,-10.264,NA,NA,NA,NA,NA,NA
118801,1.64994,2.81283,-5,-71.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119193,2.53302,2.46563,-3.96527,-49.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119282,1.94209,3.94702,-4.22693,NA,NA,NA,-150.672,NA,NA,NA,NA,NA,NA,NA,NA
119435,1.78744,2.6664,-4.43391,NA,NA,NA,NA,NA,NA,-46.574,NA,NA,NA,NA,NA
119764,1.82625,2.35267,-5,-36.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119861,2.46984,0.241301,-5,NA,NA,-108.155,NA,NA,NA,NA,NA,NA,NA,NA,NA
120087,2.47847,0.697866,-5,NA,NA,NA,NA,NA,-65.66,NA,NA,NA,NA,NA,NA
120292,3.40476,0.342721,-4.64411,-130.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120490,2.62241,0.288514,-5,NA,NA,NA,NA,NA,NA,-143.072,NA,NA,NA,NA,NA
120632,2.06671,1.08724,-3.6259,NA,NA,-34.012,NA,NA,NA,NA,NA,NA,NA,NA,NA
120855,3.53116,0.935136,-5,NA,-135.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121034,2.80604,1.70735,-5,NA,-86.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121394,1.45782,2.13941,-4.51671,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.656,NA,NA
121496,1.00609,2.97836,-4.04142,-82.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121744,1.8022,1.96175,-3.75463,NA,NA,-19.193,NA,NA,NA,NA,NA,NA,NA,NA,NA
121954,2.68552,2.27043,-4.83836,-60.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122051,3.1218,2.442,-4.95189,NA,-96.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122204,3.93006,2.01392,-3.67326,NA,NA,NA,NA,NA,NA,NA,NA,NA,-231.456,NA,NA
122522,3.00022,2.17866,-4.7316,NA,-82.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122659,2.25973,2.00927,-4.96391,-32.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122968,3.84489,2.52177,-5,NA,NA,NA,NA,NA,NA,-131.127,NA,NA,NA,NA,NA
123104,4.44083,0.892966,-4.83362,NA,NA,NA,NA,NA,NA,-182.944,NA,NA,NA,NA,NA
123256,4.21951,2.2931,-5,NA,NA,NA,NA,NA,-143.425,NA,NA,NA,NA,NA,NA
123402,3.29293,2.69693,-5,NA,NA,NA,NA,NA,NA,NA,NA,-249.698,NA,NA,NA
123760,3.22372,2.9735,-5,NA,NA,NA,NA,NA,NA,NA,-193.695,NA,NA,NA,NA
123949,3.86355,2.74178,-4.35435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-194.199
124172,2.76427,3.87671,-4.95356,NA,NA,NA,-176.116,NA,NA,NA,NA,NA,NA,NA,NA
124253,1.57261,3.78359,-5,NA,NA,NA,NA,NA,NA,-128.199,NA,NA,NA,NA,NA
124511,2.13421,3.927,-5,NA,NA,NA,NA,NA,NA,-137.07,NA,NA,NA,NA,NA
124783,1.00141,3.13845,-3.40662,NA,NA,NA,-155.392,NA,NA,NA,NA,NA,NA,NA,NA
124893,0.449737,1.72785,-3.24647,NA,NA,NA,NA,-85.943,NA,NA,NA,NA,NA,NA,NA
125177,2.28903,2.27449,-3.12481,NA,NA,NA,NA,NA,-57.247,NA,NA,NA,NA,NA,NA
125364,2.59008,1.81998,-4.03467,NA,NA,-25.899,NA,NA,NA,NA,NA,NA,NA,NA,NA
125435,2.44446,1.40721,-4.35459,-46.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125726,1.30588,1.05757,-5,NA,-76.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125879,3.79303,2.14801,-3.51382,-157.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126185,1.79071,3.24119,-4.42002,NA,NA,NA,NA,NA,-57.872,NA,NA,NA,NA,NA,NA
126308,0.000949054,4.21256,-5,NA,NA,-212.806,NA,NA,NA,NA,NA,NA,NA,NA,NA
126457,1.07907,2.44467,-5,NA,NA,NA,NA,-42.935,NA,NA,NA,NA,NA,NA,NA
126693,0.662204,3.5087,-5,NA,NA,-118.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
126913,1.03064,3.49243,-5,NA,NA,-99.924,NA,NA,NA,NA,NA,NA,NA,NA,NA
127113,2.82561,2.00128,-4.53319,NA,NA,NA,NA,NA,NA,-44.495,NA,NA,NA,NA,NA
127337,1.89048,3.91219,-4.20706,NA,NA,NA,-155.49,NA,NA,NA,NA,NA,NA,NA,NA
127596,1.79158,3.50429,-3.91014,NA,NA,NA,NA,-90.815,NA,NA,NA,NA,NA,NA,NA
127623,3.19639,2.337,-3.86632,NA,NA,NA,NA,NA,NA,-87.95,NA,NA,NA,NA,NA
127948,2.52546,2.57091,-3.64932,-64.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128137,2.78652,1.54167,-3.94564,NA,NA,NA,NA,-37.068,NA,NA,NA,NA,NA,NA,NA
128214,2.68382,0.95027,-3.01187,NA,NA,NA,NA,NA,NA,-121.672,NA,NA,NA,NA,NA
128583,3.01279,0.558966,-4.44587,NA,NA,NA,NA,-98.281,NA,NA,NA,NA,NA,NA,NA
128671,3.68185,1.0889,-5,NA,NA,NA,-140.898,NA,NA,NA,NA,NA,NA,NA,NA
128964,2.46961,1.33021,-5,NA,NA,NA,-64.711,NA,NA,NA,NA,NA,NA,NA,NA
129137,4.05375,0.360186,-3.98952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-258.475
129238,3.64025,1.35184,-4.13272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-149.425
129449,4.19372,1.06392,-4.66986,NA,NA,NA,NA,-143.415,NA,NA,NA,NA,NA,NA,NA
129633,4.13781,0.723675,-5,NA,NA,NA,-194.68,NA,NA,NA,NA,NA,NA,NA,NA
129996,4.46917,1.26148,-4.90216,NA,NA,NA,NA,-171.984,NA,NA,NA,NA,NA,NA,NA
130069,2.57014,3.08285,-5,NA,NA,NA,NA,NA,-68.752,NA,NA,NA,NA,NA,NA
130209,0.76155,2.44015,-5,NA,NA,-50.499,NA,NA,NA,NA,NA,NA,NA,NA,NA
130485,1.12121,0.922174,-5,NA,NA,NA,NA,NA,-61.789,NA,NA,NA,NA,NA,NA
130726,2.01694,0.783273,-5,-71.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130927,0.83402,1.35838,-4.50837,NA,NA,-44.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
131127,0.386331,2.56179,-5,-96.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131275,0.924112,2.70542,-5,NA,NA,NA,NA,-58.879,NA,NA,NA,NA,NA,NA,NA
131404,2.25923,0.807848,-5,-59.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131760,2.32872,0.690163,-4.84835,NA,NA,NA,NA,-63.492,NA,NA,NA,NA,NA,NA,NA
131913,3.58106,1.70979,-3.53453,NA,NA,NA,NA,-98.825,NA,NA,NA,NA,NA,NA,NA
132174,1.52017,1.91585,-5,NA,NA,NA,NA,NA,NA,-47.863,NA,NA,NA,NA,NA
132232,1.97863,2.33811,-4.34753,NA,NA,NA,-80.382,NA,NA,NA,NA,NA,NA,NA,NA
132505,2.1276,1.64266,-3.96488,NA,NA,NA,NA,NA,NA,NA,-128.871,NA,NA,NA,NA
132628,2.22921,1.94663,-4.58614,NA,NA,-12.501,NA,NA,NA,NA,NA,NA,NA,NA,NA
132801,1.07018,1.5849,-5,-41.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133072,0.721504,-0.051499,-4.05799,NA,NA,-249.138,NA,NA,NA,NA,NA,NA,NA,NA,NA
133354,2.33791,-0.0755181,-3.51243,NA,NA,NA,NA,-191.936,NA,NA,NA,NA,NA,NA,NA
133545,2.7165,0.918835,-3.53197,NA,NA,NA,NA,-66.458,NA,NA,NA,NA,NA,NA,NA
133693,2.88926,1.22778,-4.40444,NA,NA,NA,NA,-50.091,NA,NA,NA,NA,NA,NA,NA
133866,2.09032,2.61029,-4.05183,NA,NA,NA,NA,NA,NA,-55.306,NA,NA,NA,NA,NA
134156,2.98532,3.04352,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-166.874
134322,2.39215,3.42363,-5,NA,NA,NA,NA,NA,NA,-113.165,NA,NA,NA,NA,NA
134522,3.47733,2.1396,-3.66836,NA,NA,NA,NA,-92.063,NA,NA,NA,NA,NA,NA,NA
134774,3.77074,1.62204,-5,NA,NA,NA,NA,-101.609,NA,NA,NA,NA,NA,NA,NA
134932,4.22262,2.66032,-5,NA,NA,-158.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
135192,2.12646,2.04794,-4.03751,NA,NA,NA,NA,NA,-11.212,NA,NA,NA,NA,NA,NA
135253,1.47597,0.511443,-3.33268,NA,NA,-99.936,NA,NA,NA,NA,NA,NA,NA,NA,NA
135522,0.990666,0.276322,-4.76107,NA,NA,NA,NA,-181.262,NA,NA,NA,NA,NA,NA,NA
135776,2.16399,0.695195,-5,NA,NA,NA,NA,NA,NA,-79.129,NA,NA,NA,NA,NA
135962,3.67065,1.29191,-4.26681,NA,NA,NA,NA,-89.415,NA,NA,NA,NA,NA,NA,NA
136122,2.76734,2.69615,-4.97453,NA,NA,NA,NA,-58.68,NA,NA,NA,NA,NA,NA,NA
136363,3.31358,3.13205,-4.36455,NA,NA,NA,NA,-100.858,NA,NA,NA,NA,NA,NA,NA
136429,3.06949,1.30793,-4.00998,NA,NA,NA,NA,NA,NA,-73.488,NA,NA,NA,NA,NA
136786,4.01525,1.7619,-4.36392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-178.511
136831,3.25776,0.787729,-3.8331,NA,NA,NA,NA,-89.206,NA,NA,NA,NA,NA,NA,NA
137131,2.00813,0.228328,-3.64733,-124.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137251,1.95672,1.13694,-2.93233,NA,NA,NA,NA,NA,NA,NA,NA,NA,-136.368,NA,NA
137578,1.76306,2.40277,-4.56337,-31.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137754,1.44092,1.38757,-4.45282,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.56,NA,NA
137893,1.46151,-0.0985858,-3.80536,NA,NA,-198.342,NA,NA,NA,NA,NA,NA,NA,NA,NA
138134,2.25678,0.881739,-2.82847,NA,NA,-95.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
138377,1.61732,1.50659,-3.14037,NA,-100.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138558,0.913863,2.04882,-3.26119,-63.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138724,0.160551,1.54767,-4.45927,NA,-108.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138962,-0.677745,2.21178,-4.96683,-157.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139060,-0.122501,2.36383,-4.75891,NA,NA,-103.546,NA,NA,NA,NA,NA,NA,NA,NA,NA
139385,1.76405,2.5624,-5,NA,NA,-42.159,NA,NA,NA,NA,NA,NA,NA,NA,NA
139563,2.02926,4.06122,-5,NA,-195.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139661,1.60528,2.77337,-4.41188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-142.72,NA
139995,1.46654,2.38955,-4.96782,NA,-74.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140008,1.47711,3.14603,-5,NA,NA,NA,NA,NA,-61.233,NA,NA,NA,NA,NA,NA
140250,0.368676,2.85332,-4.30783,NA,-121.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140528,1.66574,1.74612,-4.17877,NA,-68.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140709,2.02849,0.797787,-4.09901,NA,NA,NA,NA,NA,-34.468,NA,NA,NA,NA,NA,NA
140807,1.36423,1.97003,-4.38246,NA,NA,NA,NA,-11.333,NA,NA,NA,NA,NA,NA,NA
141120,1.27804,3.44065,-5,NA,NA,-91.009,NA,NA,NA,NA,NA,NA,NA,NA,NA
141299,1.46368,4.22198,-3.97177,NA,NA,-152.121,NA,NA,NA,NA,NA,NA,NA,NA,NA
141509,1.05644,3.19708,-4.3957,NA,NA,-67.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
141602,2.24904,3.28926,-5,NA,NA,NA,NA,-76.198,NA,NA,NA,NA,NA,NA,NA
141949,1.94713,0.936088,-5,NA,NA,NA,NA,NA,NA,-56.668,NA,NA,NA,NA,NA
142114,2.18275,0.78524,-5,NA,NA,NA,NA,-53.311,NA,NA,NA,NA,NA,NA,NA
142265,1.37775,0.468064,-4.04824,-93.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142533,2.1378,0.0457883,-4.05589,-132.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142633,1.63421,1.46194,-4.76782,NA,NA,-17.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
142943,2.09518,1.21871,-3.78184,NA,-84.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143127,1.20796,0.320758,-5,NA,NA,NA,NA,NA,-138.053,NA,NA,NA,NA,NA,NA
143376,3.35391,1.1967,-4.15381,NA,NA,-67.785,NA,NA,NA,NA,NA,NA,NA,NA,NA
143451,3.15183,2.2583,-4.56983,-69.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143739,1.83894,1.4568,-4.74759,NA,NA,-12.555,NA,NA,NA,NA,NA,NA,NA,NA,NA
143987,2.69904,1.94886,-5,NA,NA,NA,NA,NA,-34.087,NA,NA,NA,NA,NA,NA
144192,2.38832,0.745991,-4.18671,NA,NA,NA,NA,NA,-47.735,NA,NA,NA,NA,NA,NA
144218,1.8532,0.66317,-3.27987,NA,NA,NA,NA,NA,-85.467,NA,NA,NA,NA,NA,NA
144452,1.23364,1.55915,-4.05546,NA,NA,NA,NA,-17.759,NA,NA,NA,NA,NA,NA,NA
144621,1.30253,2.17,-3.87272,NA,NA,-23.324,NA,NA,NA,NA,NA,NA,NA,NA,NA
144811,2.28757,1.69394,-4.06643,NA,NA,NA,NA,-12.591,NA,NA,NA,NA,NA,NA,NA
145026,1.40643,1.54087,-4.40707,NA,-48.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145294,0.355691,1.5277,-4.45242,NA,NA,NA,NA,NA,-64.569,NA,NA,NA,NA,NA,NA
145428,0.97087,2.94968,-5,NA,NA,-64.774,NA,NA,NA,NA,NA,NA,NA,NA,NA
145680,2.03646,1.33934,-5,-37.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145974,1.36655,1.52745,-4.95266,NA,NA,-24.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
146132,1.47205,1.9331,-3.9052,NA,NA,NA,-55.472,NA,NA,NA,NA,NA,NA,NA,NA
146281,1.36949,1.75615,-2.41166,NA,NA,NA,NA,-115.142,NA,NA,NA,NA,NA,NA,NA
146579,2.32919,2.08696,-2.96081,NA,NA,NA,NA,NA,NA,-85.281,NA,NA,NA,NA,NA
146793,1.75695,2.61482,-3.43949,NA,NA,NA,NA,NA,-44.079,NA,NA,NA,NA,NA,NA
146804,3.47886,2.84283,-4.18103,NA,NA,NA,NA,NA,-97.494,NA,NA,NA,NA,NA,NA
147185,1.74543,3.45113,-4.15479,NA,NA,NA,NA,-77.194,NA,NA,NA,NA,NA,NA,NA
147231,2.47512,1.2454,-4.517,NA,NA,NA,NA,-23.849,NA,NA,NA,NA,NA,NA,NA
147502,1.10679,1.43227,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-140.414
147667,1.32328,1.65565,-3.83003,NA,NA,NA,NA,-32.616,NA,NA,NA,NA,NA,NA,NA
147830,0.810093,1.77809,-4.38184,NA,NA,NA,-101.04,NA,NA,NA,NA,NA,NA,NA,NA
148032,2.04667,2.24534,-4.90013,NA,NA,NA,NA,NA,NA,-44.966,NA,NA,NA,NA,NA
148385,1.77937,1.21834,-4.69273,NA,NA,NA,NA,-14.767,NA,NA,NA,NA,NA,NA,NA
148401,2.65945,1.18854,-5,NA,NA,-42.145,NA,NA,NA,NA,NA,NA,NA,NA,NA
148670,1.5882,1.3163,-4.87054,NA,NA,-16.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
148860,1.64186,2.03226,-4.39759,NA,NA,NA,NA,NA,-6.156,NA,NA,NA,NA,NA,NA
