id,x0,x1,x2,fitness-3,fitness-4,fitness-4.5,fitness-5,fitness-3.5
160677,-2.2031,3.36759,-5,NA,NA,NA,-53.034,NA
160907,-1.44809,3.74298,-4.99196,NA,NA,-7.686,NA,NA
161198,-2.43355,4.3757,-5,NA,NA,NA,-59.573,NA
161287,-2.67891,3.63246,-5,NA,NA,NA,-65.04,NA
161448,-1.52861,4.86669,-5,NA,NA,NA,-74.734,NA
161794,-1.94196,4.32012,-5,NA,NA,NA,-60.58,NA
161957,-1.77134,3.83803,-5,NA,NA,NA,-51.044,NA
162017,-1.55352,4.39872,-5,NA,-49.468,NA,NA,NA
162251,-1.43531,5,-5,NA,NA,NA,-87.739,NA
162470,-2.72005,3.53405,-5,NA,NA,NA,-69.54,NA
162787,-2.06539,3.753,-5,NA,NA,NA,-38.034,NA
162896,-1.85437,3.95954,-4.70548,NA,NA,NA,-45.214,NA
163182,-1.86959,5,-5,NA,NA,NA,-77.737,NA
163387,-3.01212,3.79432,-5,NA,NA,NA,-82.265,NA
163479,-2.33435,3.92306,-4.38876,NA,NA,NA,-49.888,NA
163714,-2.2003,3.94512,-5,NA,NA,NA,-48.727,NA
163982,-1.84569,4.30475,-5,NA,NA,-39.437,NA,NA
164050,-2.52416,4.71773,-4.85154,NA,NA,NA,-69.942,NA
164323,-1.79385,3.3978,-5,NA,NA,NA,-42.176,NA
164461,-1.36489,4.08903,-4.48854,NA,NA,NA,-53.663,NA
164660,-2.40976,4.74349,-4.98865,NA,NA,NA,-78.094,NA
164853,-2.2433,4.9013,-5,NA,NA,NA,-76.297,NA
165004,-1.41385,3.85665,-5,NA,NA,NA,-31.857,NA
165375,-1.23218,4.12162,-5,NA,NA,NA,-58.999,NA
165583,-0.956365,3.56095,-5,NA,NA,-53.224,NA,NA
165643,-2.04627,3.55814,-5,NA,-30.805,NA,NA,NA
165858,-1.61521,3.0271,-5,NA,NA,-45.913,NA,NA
166096,-1.43041,4.08875,-5,NA,NA,NA,-53.853,NA
166212,-1.918,3.67622,-5,NA,NA,-22.722,NA,NA
166582,-1.74982,3.25657,-5,NA,NA,NA,-47.602,NA
166745,-2.49761,5,-5,NA,NA,NA,-85.526,NA
166885,-1.28938,4.52468,-4.93302,NA,NA,NA,-61.642,NA
167012,-1.98765,3.62329,-5,NA,NA,-27.551,NA,NA
167391,-1.27684,3.31368,-5,NA,NA,-26.242,NA,NA
167587,-1.08535,3.69911,-4.15261,NA,NA,NA,-77.209,NA
167622,-1.90284,4.19276,-4.69852,NA,NA,NA,-54.905,NA
167822,-1.88404,5,-4.57535,NA,NA,NA,-79.815,NA
168067,-2.58054,4.7247,-5,NA,NA,NA,-70.549,NA
168328,-2.57397,3.69421,-5,NA,NA,NA,-57.523,NA
168484,-2.25096,5,-5,NA,NA,NA,-76.655,NA
168619,-2.20323,5,-4.44704,NA,NA,NA,-85.421,NA
168926,-2.35209,3.32748,-4.95396,NA,NA,NA,-47.5,NA
169014,-2.05989,4.13278,-4.40574,NA,NA,NA,-48.333,NA
169306,-1.33488,4.44508,-5,NA,NA,NA,-68.873,NA
169446,-1.56927,3.64866,-5,NA,NA,-18.267,NA,NA
169738,-2.14759,3.57269,-4.82186,NA,NA,NA,-51.606,NA
169869,-1.94469,4.61355,-5,NA,NA,NA,-54.508,NA
170111,-1.69377,4.23084,-5,NA,NA,NA,-36.554,NA
170314,-1.54339,3.25971,-5,NA,NA,NA,NA,-77.184
170484,-2.15662,3.8928,-4.8617,NA,NA,NA,NA,-84.908
170797,-2.78257,3.73291,-5,NA,-71.786,NA,NA,NA
170958,-2.59769,4.05111,-5,NA,NA,NA,-63.831,NA
171082,-1.53742,3.88097,-4.4087,NA,NA,NA,-56.161,NA
171329,-1.74057,4.65539,-4.5977,NA,NA,-59.975,NA,NA
171577,-2.7111,3.38811,-4.85296,NA,NA,-54.126,NA,NA
171604,-2.47661,3.34652,-5,NA,NA,NA,-66.969,NA
171897,-2.57533,4.37947,-5,NA,NA,NA,-71.34,NA
172063,-2.41252,4.3146,-4.61022,NA,NA,NA,-61.583,NA
172275,-2.5319,4.39988,-5,NA,NA,NA,-68.157,NA
172490,-1.36178,4.1025,-5,NA,NA,NA,-57.732,NA
172730,-1.06791,4.65731,-5,NA,NA,-61.164,NA,NA
172806,-1.88383,4.2834,-5,NA,-40.077,NA,NA,NA
173033,-2.49988,3.89589,-5,NA,NA,-54.714,NA,NA
173272,-1.92077,5,-5,NA,-77.379,NA,NA,NA
173478,-1.44983,4.22587,-5,NA,NA,NA,-51.588,NA
173640,-1.93989,4.34423,-5,NA,NA,NA,-57.631,NA
173834,-2.76471,3.48983,-5,NA,NA,-66.72,NA,NA
174150,-1.42575,4.08882,-5,NA,NA,-23.998,NA,NA
174391,-1.81121,4.24867,-5,NA,NA,-38.76,NA,NA
174564,-1.23796,3.74231,-5,NA,NA,-26.061,NA,NA
174798,-2.53056,3.24798,-5,NA,NA,NA,-73.821,NA
174845,-1.92848,4.46094,-4.8573,NA,NA,NA,-58.372,NA
175077,-2.44152,3.66605,-5,NA,NA,NA,-59.844,NA
175357,-1.58554,3.70845,-5,NA,NA,NA,-39.498,NA
175507,-1.6708,3.74353,-4.59594,NA,NA,NA,-44.276,NA
175642,-2.24707,5,-4.55158,NA,NA,NA,-83.282,NA
175939,-1.33274,4.03362,-4.76338,NA,NA,NA,-51.033,NA
176015,-1.98371,3.54201,-5,NA,NA,NA,-53.932,NA
176338,-1.49019,3.9282,-4.45983,NA,NA,NA,-60.097,NA
176410,-2.12089,3.66031,-5,NA,NA,NA,-47.366,NA
176679,-2.78302,3.45531,-5,NA,NA,NA,-76.28,NA
176971,-1.8645,3.59365,-5,NA,NA,NA,-45.521,NA
177055,-2.15618,3.78295,-5,NA,NA,NA,-48.188,NA
177204,-1.67768,4.51153,-5,NA,NA,NA,-61.515,NA
177501,-2.39777,3.31014,-5,NA,NA,NA,-56.761,NA
177751,-2.17126,3.50935,-5,NA,-56.58,NA,NA,NA
177807,-1.50336,3.71542,-4.58242,NA,NA,NA,NA,-76.558
178099,-1.22498,4.08345,-5,NA,NA,-31.307,NA,NA
178290,-2.33673,3.7804,-5,NA,NA,NA,-62.027,NA
178500,-1.77415,3.76376,-5,NA,NA,NA,-50.458,NA
178749,-1.14746,4.07693,-5,NA,NA,NA,-58.62,NA
178918,-2.61798,3.46887,-5,NA,NA,-56.523,NA,NA
179139,-1.67498,3.24595,-5,NA,-43.699,NA,NA,NA
179350,-2.42966,3.49831,-4.58821,NA,-75.513,NA,NA,NA
179570,-2.22857,4.07464,-5,NA,NA,NA,-51.039,NA
179695,-2.35979,4.26721,-5,NA,NA,NA,-49.264,NA
179808,-1.77495,3.40646,-5,NA,NA,NA,-39.577,NA
180077,-2.16834,3.64235,-5,NA,NA,NA,NA,-66.017
180289,-1.98161,3.38408,-5,NA,NA,-23.239,NA,NA
180531,-2.25884,4.14663,-5,NA,-51.611,NA,NA,NA
180690,-2.62457,4.03,-5,NA,NA,NA,-63.308,NA
180934,-1.46482,3.98005,-5,NA,NA,NA,NA,-48.248
181103,-2.19147,3.93949,-5,NA,-43.746,NA,NA,NA
181333,-2.29764,4.90428,-5,NA,NA,-71.645,NA,NA
181433,-2.07473,5,-5,NA,-76.166,NA,NA,NA
181689,-1.65106,5,-4.60037,NA,NA,-78.649,NA,NA
181940,-2.35008,4.35496,-5,NA,NA,NA,-52.634,NA
182004,-1.75602,3.70213,-5,NA,NA,NA,-48.901,NA
182363,-2.08404,4.07378,-5,NA,NA,NA,-51.355,NA
182549,-1.34785,3.54857,-4.72856,NA,NA,NA,-59.391,NA
182605,-2.3243,3.94467,-5,NA,NA,NA,-61.018,NA
182850,-1.66706,4.20104,-4.83795,NA,NA,NA,-29.341,NA
183184,-2.05308,3.45311,-5,NA,NA,-28.636,NA,NA
183279,-2.1015,4.55839,-5,NA,-60.682,NA,NA,NA
183521,-2.68162,5,-5,NA,NA,-83.267,NA,NA
183687,-2.45198,3.722,-5,NA,NA,-48.263,NA,NA
183912,-2.20382,3.44479,-5,NA,-53.917,NA,NA,NA
184070,-2.55321,4.52312,-5,NA,NA,NA,-68.101,NA
184237,-1.75453,4.29233,-4.16007,NA,NA,NA,-83.93,NA
184428,-2.14182,4.26747,-5,NA,NA,-43.95,NA,NA
184720,-1.27265,5,-5,NA,-89.361,NA,NA,NA
184866,-1.76515,5,-5,NA,NA,NA,-71.73,NA
185194,-2.1205,5,-5,NA,NA,NA,-78.354,NA
185382,-1.6865,4.59493,-5,NA,NA,NA,-71.412,NA
185564,-2.42298,5,-5,NA,NA,NA,-78.548,NA
185667,-1.33884,4.26175,-5,NA,-29.107,NA,NA,NA
185893,-1.79713,4.58885,-5,NA,NA,NA,-57.046,NA
186177,-2.31427,4.5296,-5,NA,NA,NA,-62.931,NA
186286,-2.49297,3.89378,-4.31825,NA,-66.733,NA,NA,NA
186528,-1.98852,3.33795,-4.86594,NA,NA,NA,-61.282,NA
186687,-2.08503,3.26817,-5,NA,-59.779,NA,NA,NA
186860,-1.73882,3.77333,-5,NA,NA,NA,-52.676,NA
187170,-1.23355,3.92932,-4.52732,NA,NA,NA,-62.636,NA
187206,-1.66387,4.40775,-5,NA,NA,-49.206,NA,NA
187587,-2.85707,4.4516,-5,NA,NA,NA,-78.09,NA
187731,-2.33107,4.05845,-5,NA,NA,NA,-53.602,NA
187975,-1.48555,4.87504,-5,NA,NA,-74.772,NA,NA
188104,-1.90132,3.90604,-5,NA,-36.357,NA,NA,NA
188356,-1.05324,3.69617,-5,NA,-29.856,NA,NA,NA
188450,-1.85346,3.81431,-5,NA,-19.132,NA,NA,NA
188792,-1.98065,3.13519,-4.86072,NA,NA,-54.838,NA,NA
188862,-1.16287,3.57082,-5,NA,NA,-32.196,NA,NA
189163,-1.72344,4.11517,-5,NA,NA,-31.056,NA,NA
189345,-2.6253,4.17728,-4.91706,NA,NA,NA,-75.43,NA
189497,-2.49061,3.95912,-5,NA,NA,NA,-54.188,NA
189763,-1.35819,3.55708,-5,NA,NA,NA,-55.655,NA
189817,-1.46244,4.40113,-4.3633,NA,NA,NA,-58.984,NA
190162,-1.15265,4.28625,-4.49109,NA,NA,NA,-87.571,NA
190281,-1.96254,4.72186,-5,NA,NA,NA,-54.774,NA
190550,-2.04929,4.64133,-5,NA,NA,NA,-54.24,NA
190629,-2.66281,4.22948,-4.94628,NA,NA,NA,-77.632,NA
190863,-1.65655,4.09562,-5,NA,-33.9,NA,NA,NA
191005,-1.42334,3.86007,-5,NA,NA,-10.087,NA,NA
191201,-1.77747,3.99084,-5,NA,NA,NA,-41.403,NA
191510,-2.77539,3.81596,-5,NA,NA,NA,-65.066,NA
191652,-1.73957,3.61453,-5,NA,NA,NA,-32.135,NA
191925,-1.45081,3.47161,-5,NA,NA,NA,-61.521,NA
192081,-1.31769,2.99827,-5,NA,NA,NA,-70.216,NA
192217,-1.54084,4.04497,-5,NA,NA,-17.478,NA,NA
192588,-1.64068,3.83095,-5,NA,NA,-17.073,NA,NA
192683,-2.0562,4.35963,-4.35291,NA,NA,NA,-50.729,NA
192865,-2.10921,3.55188,-5,NA,NA,NA,-54.137,NA
193062,-2.49441,4.58935,-5,NA,NA,NA,-65.737,NA
193209,-1.88732,3.84349,-5,NA,NA,-30.011,NA,NA
193561,-2.59693,3.43332,-5,NA,NA,NA,-79.588,NA
193761,-1.88577,3.83218,-5,NA,NA,NA,-39.875,NA
193856,-1.92383,3.64045,-5,NA,NA,-29.121,NA,NA
194027,-1.61796,4.03395,-5,NA,NA,NA,-44.813,NA
194385,-1.66954,4.34666,-5,NA,NA,NA,-42.509,NA
194534,-2.35025,5,-4.91779,NA,NA,NA,-76.169,NA
194687,-1.86247,4.5591,-4.35023,NA,NA,-64.096,NA,NA
194857,-1.99709,3.85137,-4.3722,NA,-41.28,NA,NA,NA
195042,-1.63102,4.1321,-5,NA,-34.765,NA,NA,NA
195287,-1.3184,4.03341,-5,NA,NA,-21.931,NA,NA
195422,-1.87762,3.84521,-5,NA,NA,NA,-36.92,NA
195707,-1.55493,3.57301,-5,NA,NA,NA,-44.69,NA
195850,-2.03972,3.52398,-5,NA,NA,NA,-44.145,NA
196151,-1.61062,3.28068,-5,NA,NA,NA,-48.219,NA
196291,-1.95811,3.97606,-5,NA,NA,NA,-41.336,NA
196555,-1.97647,3.74311,-5,NA,NA,NA,-31.408,NA
196655,-1.59603,4.05485,-5,NA,NA,NA,-44.387,NA
196923,-1.78785,4.0306,-5,NA,NA,NA,-44.832,NA
197094,-1.31,3.14542,-5,NA,-67.031,NA,NA,NA
197356,-1.97565,3.91472,-5,NA,NA,NA,-36.974,NA
197548,-1.66329,3.61499,-5,NA,NA,NA,-45.071,NA
197744,-1.7363,4.43223,-5,NA,-52.496,NA,NA,NA
197916,-1.17467,3.78909,-5,NA,NA,NA,-67.135,NA
198181,-1.29975,4.02563,-5,NA,NA,NA,-51.516,NA
198322,-1.8624,3.26131,-5,NA,NA,NA,-59.816,NA
198516,-1.43815,3.81895,-4.56134,NA,-51.443,NA,NA,NA
198616,-1.76348,4.68037,-4.67221,NA,NA,-63.809,NA,NA
198845,-1.03804,4.38456,-4.87681,NA,NA,NA,-56.868,NA
199128,-2.20656,5,-4.88903,NA,NA,NA,-76.588,NA
199393,-2.46538,3.71914,-4.34542,NA,NA,NA,-65.723,NA
199524,-1.50986,3.27758,-5,NA,NA,-26.196,NA,NA
199628,-3.0451,3.4228,-4.34186,NA,NA,-80.865,NA,NA
200000,-2.53351,4.51592,-3.22102,NA,-141.9,NA,NA,NA
