id,x0,x1,x2,fitness-5,fitness-4,fitness-3.5,fitness-4.5,fitness-3,fitness-2.5,fitness-2
129460,-3.02111,4.83946,-3.76679,NA,NA,NA,NA,NA,NA,-268.768
129726,-4.14077,3.86606,-4.15036,NA,NA,NA,NA,-206.442,NA,NA
129886,-4.182,4.18092,-4.90191,NA,NA,-171.234,NA,NA,NA,NA
130147,-2.90481,4.93646,-4.75727,NA,NA,NA,NA,-133.7,NA,NA
130256,-1.02253,4.86968,-4.73922,NA,NA,-146.53,NA,NA,NA,NA
130487,-2.53988,3.88684,-4.64855,NA,-64.33,NA,NA,NA,NA,NA
130673,-2.07967,4.15576,-3.78057,NA,NA,NA,NA,-116.016,NA,NA
130977,-0.94733,4.64321,-3.79539,NA,NA,NA,-128.241,NA,NA,NA
131056,-1.44365,3.65984,-4.64855,NA,NA,NA,-7.379,NA,NA,NA
131329,-2.40407,4.0451,-4.33022,NA,-62.866,NA,NA,NA,NA,NA
131569,-3.06764,2.87328,-4.10407,NA,NA,NA,-127.217,NA,NA,NA
131678,-3.44109,2.44637,-4.193,-162.665,NA,NA,NA,NA,NA,NA
131968,-2.75229,2.63563,-3.67682,NA,-160.912,NA,NA,NA,NA,NA
132007,-3.22497,4.54434,-4.7165,NA,-99.25,NA,NA,NA,NA,NA
132370,-2.79075,3.42753,-3.95681,NA,NA,NA,-95.102,NA,NA,NA
132473,-2.0944,3.90081,-4.68001,NA,NA,NA,NA,-148.266,NA,NA
132628,-3.30775,3.97131,-4.13585,NA,NA,NA,-101.287,NA,NA,NA
132920,-3.44172,4.68286,-3.81072,-141.294,NA,NA,NA,NA,NA,NA
133123,-3.3033,4.31339,-4.89457,-103.602,NA,NA,NA,NA,NA,NA
133260,-3.18348,4.39635,-4.61155,NA,-95,NA,NA,NA,NA,NA
133431,-2.45241,4.54066,-4.69273,NA,-77.863,NA,NA,NA,NA,NA
133773,-3.63051,4.4988,-3.99163,NA,NA,NA,NA,NA,-219.086,NA
133856,-2.9209,4.26783,-3.5137,NA,-126.101,NA,NA,NA,NA,NA
134187,-3.06976,4.32081,-4.76696,NA,NA,-117.957,NA,NA,NA,NA
134328,-2.0948,4.68405,-4.44064,NA,NA,NA,NA,-110.12,NA,NA
134566,-2.46992,4.67004,-3.97491,NA,NA,-114.822,NA,NA,NA,NA
134635,-3.25581,4.89294,-4.59999,NA,NA,NA,NA,-150.933,NA,NA
134921,-1.38414,4.7012,-4.0223,NA,NA,NA,-97.18,NA,NA,NA
135083,-1.8581,3.94333,-4.83716,NA,NA,NA,NA,NA,-183.803,NA
135285,-1.01189,4.72474,-4.77457,NA,NA,-113.395,NA,NA,NA,NA
135514,-1.1281,3.88986,-4.73361,NA,NA,NA,NA,NA,NA,-251.084
135738,0.00406077,4.90754,-4.65929,NA,NA,NA,NA,-321.157,NA,NA
135872,-1.18208,4.10123,-4.8757,-45.131,NA,NA,NA,NA,NA,NA
136105,-0.799171,3.46176,-4.05066,NA,NA,NA,-153.253,NA,NA,NA
136204,-1.46743,3.36872,-4.51178,-46.937,NA,NA,NA,NA,NA,NA
136442,-2.12203,3.20025,-3.51326,NA,NA,NA,-132.15,NA,NA,NA
136672,-2.98108,2.83893,-2.60909,NA,NA,-294.78,NA,NA,NA,NA
136848,-4.40933,3.90259,-2.67995,-298.117,NA,NA,NA,NA,NA,NA
137121,-3.90581,3.43738,-3.36164,NA,NA,NA,-194.556,NA,NA,NA
137359,-3.65777,2.95905,-4.17656,-140.987,NA,NA,NA,NA,NA,NA
137507,-3.77385,3.88047,-3.99529,NA,-144.879,NA,NA,NA,NA,NA
137666,-3.1572,4.51118,-4.23546,NA,NA,NA,-99.915,NA,NA,NA
137882,-2.42406,4.94915,-4.73955,NA,NA,NA,-77.145,NA,NA,NA
138084,-2.61031,4.99589,-4.34,NA,NA,NA,NA,-139.199,NA,NA
138306,-2.70096,4.583,-3.68012,NA,-110.511,NA,NA,NA,NA,NA
138531,-3.36045,4.1459,-3.95279,NA,NA,NA,-112.748,NA,NA,NA
138778,-4.75865,3.87278,-3.61316,NA,-259.859,NA,NA,NA,NA,NA
138893,-4.87717,4.27761,-4.46456,NA,-250.461,NA,NA,NA,NA,NA
139029,-3.61244,4.12264,-4.6181,NA,-118.833,NA,NA,NA,NA,NA
139394,-3.32692,3.43546,-4.70001,-104.161,NA,NA,NA,NA,NA,NA
139504,-3.02843,3.34579,-3.77959,-106.693,NA,NA,NA,NA,NA,NA
139759,-2.23793,4.54361,-4.53385,-62.134,NA,NA,NA,NA,NA,NA
139996,-2.62741,4.54855,-3.9041,NA,-98.307,NA,NA,NA,NA,NA
140105,-2.60513,3.84682,-4.31539,-86.099,NA,NA,NA,NA,NA,NA
140288,-3.07263,4.28729,-3.87535,NA,NA,NA,-104.099,NA,NA,NA
140450,-1.17545,3.50655,-2.68195,NA,-250.69,NA,NA,NA,NA,NA
140722,-2.1275,3.67624,-4.65258,NA,NA,NA,-39.62,NA,NA,NA
140801,-2.33688,3.86021,-3.26796,NA,NA,NA,-157.453,NA,NA,NA
141167,-0.97182,4.0242,-4.80129,-71.261,NA,NA,NA,NA,NA,NA
141362,-0.441149,3.73119,-4.92493,NA,NA,NA,-136.192,NA,NA,NA
141423,-1.17421,2.92235,-4.48725,NA,-135.106,NA,NA,NA,NA,NA
141750,-1.24759,4.46414,-4.11424,NA,NA,NA,-92.281,NA,NA,NA
141993,-0.932075,3.59863,-3.93021,NA,NA,-187.172,NA,NA,NA,NA
142008,0.0982671,4.49903,-3.5907,NA,NA,-348.121,NA,NA,NA,NA
142350,-1.29666,4.25027,-3.34145,NA,-170.742,NA,NA,NA,NA,NA
142430,-1.26998,3.44414,-4.61951,NA,-28.722,NA,NA,NA,NA,NA
142754,-0.673409,4.05051,-4.81399,NA,-123.104,NA,NA,NA,NA,NA
142941,-0.475687,4.79914,-4.23174,-134.588,NA,NA,NA,NA,NA,NA
143192,-0.107592,4.3185,-4.03558,NA,NA,-265.846,NA,NA,NA,NA
143232,-1.03198,4.33073,-2.98913,NA,NA,NA,-186.508,NA,NA,NA
143575,-1.51189,3.86291,-3.35136,NA,NA,NA,-133.693,NA,NA,NA
143646,-0.0208655,3.91157,-3.15921,NA,-342.796,NA,NA,NA,NA,NA
143847,-0.75659,3.16614,-4.99933,NA,NA,NA,-120.132,NA,NA,NA
144010,-2.10673,3.7364,-4.22573,NA,NA,NA,-47.121,NA,NA,NA
144233,-2.57056,4.2876,-4.49274,NA,NA,NA,NA,-137.181,NA,NA
144598,-1.68178,4.11245,-4.74491,-35.961,NA,NA,NA,NA,NA,NA
144737,-2.98069,2.00505,-4.58199,NA,NA,NA,-166.961,NA,NA,NA
144869,-3.58009,2.77773,-4.33581,NA,NA,NA,-146.982,NA,NA,NA
145012,-4.47287,3.1981,-4.53493,-202.324,NA,NA,NA,NA,NA,NA
145286,-2.53288,3.82843,-4.26907,NA,NA,NA,-57.907,NA,NA,NA
145544,-2.82614,3.37201,-4.76589,-73.53,NA,NA,NA,NA,NA,NA
145658,-3.63095,4.50738,-4.84246,NA,NA,-139.22,NA,NA,NA,NA
145865,-4.73569,3.98481,-4.63052,NA,NA,NA,NA,NA,NA,-348.508
146143,-4.02742,4.67627,-4.02056,NA,NA,NA,NA,NA,-271.312,NA
146275,-3.14453,3.98429,-3.47226,NA,NA,NA,NA,-191.87,NA,NA
146568,-3.39929,4.58555,-4.68441,NA,NA,-117.577,NA,NA,NA,NA
146700,-3.01261,4.66677,-4.61116,NA,-96.615,NA,NA,NA,NA,NA
146832,-3.40218,3.07553,-4.65309,-113.9,NA,NA,NA,NA,NA,NA
147067,-2.15107,2.79624,-4.67534,NA,NA,NA,-96.347,NA,NA,NA
147257,-3.32725,3.20731,-4.6775,NA,NA,-140.225,NA,NA,NA,NA
147550,-3.41874,2.54145,-4.53797,NA,-154.322,NA,NA,NA,NA,NA
147697,-2.06673,3.76624,-3.94198,NA,NA,NA,NA,-183.492,NA,NA
147966,-0.730232,4.05522,-4.17262,NA,NA,NA,NA,-234.477,NA,NA
148183,-2.08405,2.86771,-4.12903,NA,-111.926,NA,NA,NA,NA,NA
148214,-1.61494,3.8125,-4.05812,NA,-90.728,NA,NA,NA,NA,NA
148486,-1.86033,3.41922,-4.11726,-72.352,NA,NA,NA,NA,NA,NA
148613,-1.84317,3.86769,-4.56565,NA,NA,-57.978,NA,NA,NA,NA
148807,-1.11738,3.25307,-4.44152,NA,-132.529,NA,NA,NA,NA,NA
149029,-1.72463,3.68309,-2.82848,NA,-244.068,NA,NA,NA,NA,NA
149221,-2.23036,4.05811,-3.71562,NA,NA,NA,-89.841,NA,NA,NA
149573,-1.84561,4.54903,-4.76861,NA,NA,-75.531,NA,NA,NA,NA
149703,-3.20521,4.58525,-4.63863,NA,NA,NA,NA,NA,-164.735,NA
149991,-3.56553,4.39993,-3.22243,NA,NA,NA,NA,-216,NA,NA
150101,-1.96897,4.85804,-3.53854,NA,NA,-136.03,NA,NA,NA,NA
150246,-2.30832,4.15069,-4.43273,-70.469,NA,NA,NA,NA,NA,NA
150443,-3.21676,3.22276,-4.71194,NA,NA,-126.646,NA,NA,NA,NA
150629,-3.21818,4.82198,-4.0044,NA,NA,-147.327,NA,NA,NA,NA
150926,-3.3649,4.07743,-4.9901,NA,NA,NA,-96.293,NA,NA,NA
151197,-3.16064,4.65488,-4.92606,NA,-98.186,NA,NA,NA,NA,NA
151212,-2.43452,3.78939,-3.8554,NA,NA,-122.627,NA,NA,NA,NA
151468,-2.59849,4.46428,-4.74447,NA,NA,-96.155,NA,NA,NA,NA
151632,-2.10726,3.78018,-3.46972,NA,-120.075,NA,NA,NA,NA,NA
151805,-1.99065,3.24457,-4.25831,NA,NA,-102.224,NA,NA,NA,NA
152077,-2.55544,3.68956,-4.83334,NA,-64.867,NA,NA,NA,NA,NA
152396,-1.32844,4.31537,-4.47354,-53.303,NA,NA,NA,NA,NA,NA
152401,-2.02411,4.45366,-3.56723,NA,NA,NA,-102.454,NA,NA,NA
152608,-1.44103,4.5925,-4.05857,NA,NA,NA,-86.488,NA,NA,NA
152844,-1.50468,4.00697,-3.98309,NA,NA,NA,-75.459,NA,NA,NA
153087,-3.52596,4.38492,-3.66585,NA,NA,NA,-143.323,NA,NA,NA
153277,-2.84475,3.88888,-2.53044,NA,NA,NA,-199.47,NA,NA,NA
153564,-3.13871,3.87488,-4.44148,NA,-104.369,NA,NA,NA,NA,NA
153675,-4.13474,3.917,-4.44143,-163.386,NA,NA,NA,NA,NA,NA
153854,-3.36619,4.12883,-4.04507,NA,NA,-142.84,NA,NA,NA,NA
154077,-2.15929,3.81742,-4.20369,NA,NA,-111.626,NA,NA,NA,NA
154331,-3.26237,2.99441,-4.31801,-132.785,NA,NA,NA,NA,NA,NA
154499,-3.33316,3.20575,-4.11465,NA,NA,NA,-118.454,NA,NA,NA
154648,-3.35044,3.45335,-4.97484,NA,NA,NA,-99.669,NA,NA,NA
154864,-2.27639,4.35492,-4.71894,NA,NA,NA,-61.995,NA,NA,NA
155088,-2.53427,4.08569,-4.67573,NA,NA,NA,-57.799,NA,NA,NA
155215,-1.50306,3.54834,-4.64073,-40.841,NA,NA,NA,NA,NA,NA
155403,-3.17366,4.74315,-4.77063,NA,-102.797,NA,NA,NA,NA,NA
155677,-2.64773,3.15674,-4.74124,NA,NA,NA,-76.844,NA,NA,NA
155972,-3.21598,4.1471,-4.86404,NA,NA,NA,-80.946,NA,NA,NA
156127,-2.40375,3.73779,-3.81528,-101.85,NA,NA,NA,NA,NA,NA
156285,-1.7975,4.17506,-4.54219,-53.265,NA,NA,NA,NA,NA,NA
156592,-3.15914,3.9976,-4.56867,NA,NA,NA,-85.939,NA,NA,NA
156720,-3.56336,3.64939,-4.47337,NA,NA,NA,NA,NA,-182.093,NA
156806,-2.38782,2.85129,-4.09371,NA,NA,-156.547,NA,NA,NA,NA
157078,-3.74445,2.89056,-4.97801,-143.649,NA,NA,NA,NA,NA,NA
157243,-2.97112,2.32628,-4.39174,-149.953,NA,NA,NA,NA,NA,NA
157456,-3.71426,4.06939,-4.5994,NA,-124.06,NA,NA,NA,NA,NA
157667,-1.92317,4.95864,-3.37364,NA,NA,-149.665,NA,NA,NA,NA
157827,-1.51907,4.75099,-3.58622,NA,-128.888,NA,NA,NA,NA,NA
158014,-1.85937,4.04663,-3.86384,-81.781,NA,NA,NA,NA,NA,NA
158271,-1.17867,4.91859,-4.71641,NA,NA,NA,-88.469,NA,NA,NA
158453,-1.32279,3.65049,-4.0668,-85.273,NA,NA,NA,NA,NA,NA
158729,-2.50428,4.12534,-4.86139,NA,NA,NA,-55.877,NA,NA,NA
158955,-4.80482,4.84069,-4.4854,NA,NA,NA,-257.738,NA,NA,NA
159109,-4.59817,4.36784,-4.48268,NA,NA,NA,-217.222,NA,NA,NA
159258,-3.5284,4.29931,-3.44438,NA,NA,NA,NA,-189.785,NA,NA
159449,-2.87955,4.78103,-3.51048,NA,-129.849,NA,NA,NA,NA,NA
159616,-0.906051,4.80468,-4.01497,-124.197,NA,NA,NA,NA,NA,NA
159850,-0.764269,4.6159,-4.6582,-95.431,NA,NA,NA,NA,NA,NA
160158,-1.03528,3.96942,-4.2096,NA,NA,NA,-101.594,NA,NA,NA
160323,0.220445,3.61992,-4.32948,NA,NA,NA,-331.162,NA,NA,NA
160449,-0.376255,4.30543,-4.15307,NA,NA,-269.383,NA,NA,NA,NA
160768,-1.00918,4.13876,-4.93777,NA,NA,NA,NA,-215.424,NA,NA
160976,-0.266571,4.75652,-4.89411,NA,-181.439,NA,NA,NA,NA,NA
161029,-2.17157,4.07687,-4.90467,NA,NA,NA,-43.563,NA,NA,NA
161392,-3.3491,3.57392,-4.57237,NA,NA,-126.391,NA,NA,NA,NA
161466,-3.02848,4.09496,-3.97476,-97.775,NA,NA,NA,NA,NA,NA
161683,-3.29333,4.39726,-4.1531,NA,NA,-121.981,NA,NA,NA,NA
161806,-1.79259,4.33003,-3.95892,NA,-86.407,NA,NA,NA,NA,NA
162048,-1.48823,4.84219,-4.64155,NA,-91.389,NA,NA,NA,NA,NA
162266,-1.56373,4.2233,-3.76668,NA,NA,NA,NA,-203.375,NA,NA
162448,-2.23044,4.895,-4.29888,NA,NA,-120.37,NA,NA,NA,NA
162625,-3.09273,3.71425,-4.78277,NA,-88.022,NA,NA,NA,NA,NA
162950,-3.07741,3.76186,-3.83241,NA,-111.162,NA,NA,NA,NA,NA
163186,-3.34631,4.20686,-4.54576,NA,-100.696,NA,NA,NA,NA,NA
163386,-3.65413,3.97864,-4.91123,NA,NA,NA,-111.832,NA,NA,NA
163405,-2.74691,4.70078,-4.45696,NA,NA,NA,-81.072,NA,NA,NA
163693,-1.04605,4.78357,-4.83007,NA,-87.443,NA,NA,NA,NA,NA
163831,-1.35687,4.58129,-4.44483,NA,NA,NA,NA,-122.618,NA,NA
164034,-2.64665,4.33063,-4.71312,NA,NA,-96.983,NA,NA,NA,NA
164239,-1.41849,3.95364,-4.20223,NA,NA,NA,-44.982,NA,NA,NA
164432,0.340942,4.83344,-4.59954,NA,NA,-303.865,NA,NA,NA,NA
164603,-1.44003,4.63321,-2.33825,NA,-284.106,NA,NA,NA,NA,NA
164967,-2.34924,3.93405,-2.94408,NA,NA,NA,-150.482,NA,NA,NA
165084,-2.26441,4.7371,-2.62607,-202.039,NA,NA,NA,NA,NA,NA
165366,-1.68938,2.63624,-4.09759,-144.087,NA,NA,NA,NA,NA,NA
165464,-1.62138,2.90943,-4.93471,NA,NA,NA,-46.242,NA,NA,NA
165678,-2.0809,4.30667,-4.32163,-49.067,NA,NA,NA,NA,NA,NA
165870,-2.70072,4.28826,-4.47946,NA,-75.446,NA,NA,NA,NA,NA
166141,-1.94769,3.98536,-4.30199,NA,-43.122,NA,NA,NA,NA,NA
166223,-1.19155,4.29191,-3.92393,NA,NA,NA,-109.126,NA,NA,NA
166586,-2.12583,4.9279,-4.48128,NA,-78.752,NA,NA,NA,NA,NA
166754,-2.75431,4.86752,-4.66248,NA,-86.907,NA,NA,NA,NA,NA
166994,-3.68251,4.73174,-3.97811,NA,NA,NA,-149.154,NA,NA,NA
167101,-3.40196,4.88132,-3.23493,NA,NA,NA,-180.498,NA,NA,NA
167255,-2.56705,3.18173,-3.87452,-105.175,NA,NA,NA,NA,NA,NA
167593,-2.44249,3.48708,-2.94789,-157.375,NA,NA,NA,NA,NA,NA
167634,-2.16361,3.60053,-4.67258,NA,-52.313,NA,NA,NA,NA,NA
167868,-1.14142,4.29189,-3.49443,-135.204,NA,NA,NA,NA,NA,NA
168010,-1.25338,4.71946,-3.35709,NA,-185.407,NA,NA,NA,NA,NA
168345,-1.49063,4.66926,-3.31636,NA,NA,NA,-129.345,NA,NA,NA
168538,-2.6611,4.80121,-3.99844,NA,-99.769,NA,NA,NA,NA,NA
168719,-2.28391,3.87137,-4.24897,NA,-73.21,NA,NA,NA,NA,NA
168970,-3.15559,4.59554,-4.73374,-93.405,NA,NA,NA,NA,NA,NA
169197,-4.30097,4.08729,-4.31225,-187.021,NA,NA,NA,NA,NA,NA
169310,-2.97548,3.07848,-4.36155,-91.503,NA,NA,NA,NA,NA,NA
169403,-1.58179,3.19932,-4.89045,-48.055,NA,NA,NA,NA,NA,NA
169777,-2.32099,3.19342,-4.76601,NA,-72.817,NA,NA,NA,NA,NA
169847,-2.43561,3.47351,-3.76117,NA,NA,NA,-92.959,NA,NA,NA
170048,-2.70878,4.99551,-3.93225,NA,NA,NA,-107.079,NA,NA,NA
170335,-2.75323,4.25367,-4.27905,-73.807,NA,NA,NA,NA,NA,NA
170445,-3.1501,4.96807,-3.9106,NA,NA,NA,-126.203,NA,NA,NA
170759,-3.14211,4.89901,-4.34823,NA,-109.395,NA,NA,NA,NA,NA
170890,-3.05913,4.90228,-4.74211,NA,NA,-111.378,NA,NA,NA,NA
171139,-2.16936,4.35428,-3.71109,NA,NA,NA,NA,-156.086,NA,NA
171270,-3.9971,1.82588,-4.62193,NA,NA,NA,NA,-288.633,NA,NA
171568,-2.89904,2.92709,-4.29302,NA,-115.192,NA,NA,NA,NA,NA
171612,-3.0163,2.29866,-2.96265,NA,-247.427,NA,NA,NA,NA,NA
171937,-3.62103,2.63786,-3.7113,NA,NA,NA,NA,-241.563,NA,NA
172099,-4.05216,1.23341,-4.32568,NA,NA,NA,NA,-369.804,NA,NA
172260,-3.72427,2.23316,-3.63226,NA,-218.835,NA,NA,NA,NA,NA
172464,-3.12219,2.5681,-4.7574,NA,NA,NA,-126.659,NA,NA,NA
172776,-4.04861,3.03866,-3.95324,-181.51,NA,NA,NA,NA,NA,NA
172823,-3.72903,2.56846,-4.97055,NA,NA,NA,-156.435,NA,NA,NA
173051,-3.24933,3.33529,-3.45523,-140.618,NA,NA,NA,NA,NA,NA
173298,-2.96743,4.38208,-3.49863,-124.286,NA,NA,NA,NA,NA,NA
173440,-3.04814,4.2195,-3.41082,NA,NA,NA,-128.182,NA,NA,NA
173673,-3.40899,3.78951,-2.93255,NA,NA,-208.679,NA,NA,NA,NA
174000,-3.81294,3.97282,-4.99317,NA,NA,-149.421,NA,NA,NA,NA
174121,-3.03209,2.87595,-4.45077,NA,NA,NA,NA,NA,-213.722,NA
174322,-2.59746,2.36798,-4.03187,NA,NA,NA,NA,-216.29,NA,NA
174551,-3.82324,2.72551,-4.3354,NA,-167.873,NA,NA,NA,NA,NA
174748,-4.06637,3.08057,-4.75854,-164.592,NA,NA,NA,NA,NA,NA
174835,-4.25005,3.83349,-4.18272,-178.418,NA,NA,NA,NA,NA,NA
175063,-4.15027,4.56935,-4.47411,NA,NA,NA,-173.923,NA,NA,NA
175306,-3.12996,3.58465,-4.58396,NA,-92.067,NA,NA,NA,NA,NA
175454,-3.02241,3.35035,-4.45104,NA,NA,NA,-79.219,NA,NA,NA
175678,-3.88466,3.71968,-4.50003,NA,-139.228,NA,NA,NA,NA,NA
175973,-2.8595,4.07318,-3.96024,NA,NA,-117.651,NA,NA,NA,NA
176052,-3.09227,4.71173,-4.18367,NA,NA,-132.655,NA,NA,NA,NA
176377,-4.23095,4.22909,-3.76367,NA,NA,NA,NA,NA,-289.38,NA
176424,-4.61266,4.32498,-3.68122,NA,NA,-261.702,NA,NA,NA,NA
176641,-2.14473,4.37344,-4.38192,NA,NA,NA,NA,-137.791,NA,NA
176923,-1.72622,4.81556,-4.99774,NA,NA,NA,NA,NA,-214.811,NA
177145,-2.31384,4.08588,-4.73605,NA,NA,-94.901,NA,NA,NA,NA
177317,-1.46595,3.73905,-4.05912,-82.893,NA,NA,NA,NA,NA,NA
177570,-2.00956,4.69981,-3.30933,NA,NA,NA,-113.465,NA,NA,NA
177607,-2.70117,4.86751,-3.39892,NA,NA,NA,-130.562,NA,NA,NA
177987,-2.58577,4.3992,-4.943,NA,NA,-86.366,NA,NA,NA,NA
178076,-4.24381,3.02828,-4.92082,NA,NA,NA,-175.369,NA,NA,NA
178257,-4.8802,2.22665,-4.97915,NA,NA,NA,-289.288,NA,NA,NA
178586,-4.39804,2.69371,-3.78834,NA,NA,NA,NA,NA,-317.185,NA
178798,-3.94063,3.6565,-4.3306,-149.522,NA,NA,NA,NA,NA,NA
178974,-3.71746,2.68863,-4.50761,NA,NA,NA,-154.021,NA,NA,NA
179193,-2.9111,4.85348,-4.94724,-95.715,NA,NA,NA,NA,NA,NA
179235,-3.6146,4.35538,-4.33693,NA,NA,NA,-119.816,NA,NA,NA
179454,-2.46378,4.54946,-3.74479,NA,NA,NA,-93.91,NA,NA,NA
179668,-2.30577,4.98124,-4.09179,NA,-96.91,NA,NA,NA,NA,NA
179971,-4.53449,4.41807,-4.34627,NA,NA,-234.602,NA,NA,NA,NA
180130,-4.66816,3.59677,-4.2722,NA,NA,NA,NA,-273.098,NA,NA
180389,-4.36299,3.22426,-4.32734,NA,NA,-218.983,NA,NA,NA,NA
180465,-4.84922,3.18801,-4.43996,NA,NA,NA,NA,-296.058,NA,NA
180697,-3.74821,3.56706,-3.68943,NA,-164.106,NA,NA,NA,NA,NA
180929,-2.71134,3.15364,-4.82774,NA,-85.76,NA,NA,NA,NA,NA
181006,-3.26563,3.11288,-4.86816,-102.036,NA,NA,NA,NA,NA,NA
181387,-1.73417,3.64179,-4.79228,NA,-34.544,NA,NA,NA,NA,NA
181589,-2.13815,3.04201,-4.79105,NA,NA,NA,-68.379,NA,NA,NA
181651,-1.9054,4.15559,-4.88047,NA,NA,NA,-31.228,NA,NA,NA
181905,-1.85924,4.67265,-3.90148,NA,-99.832,NA,NA,NA,NA,NA
182195,-0.440267,4.50336,-3.67288,NA,NA,-258.628,NA,NA,NA,NA
182318,-1.00363,4.317,-4.58312,-78.406,NA,NA,NA,NA,NA,NA
182453,-1.86376,4.79155,-4.77249,NA,NA,NA,-64.199,NA,NA,NA
182625,-2.40154,4.27847,-4.11967,NA,-73.294,NA,NA,NA,NA,NA
182966,-2.1794,4.72322,-4.65491,NA,NA,NA,-64.249,NA,NA,NA
183168,-2.22817,4.18937,-4.36575,NA,NA,NA,-46.784,NA,NA,NA
183248,-1.75137,4.87219,-4.32163,NA,-85.689,NA,NA,NA,NA,NA
183496,-1.91874,3.85184,-4.63081,NA,NA,NA,-30.323,NA,NA,NA
183603,-0.997943,2.8149,-4.76225,-183.333,NA,NA,NA,NA,NA,NA
183819,-1.04758,3.64754,-3.35884,NA,-192.95,NA,NA,NA,NA,NA
184050,-2.76232,3.1662,-3.35357,NA,NA,-162.707,NA,NA,NA,NA
184400,-3.4714,4.18117,-4.49575,-112.823,NA,NA,NA,NA,NA,NA
184470,-2.37541,4.96164,-3.47375,NA,NA,NA,NA,-186.712,NA,NA
184678,-1.37746,4.6791,-4.96683,NA,NA,NA,-71.346,NA,NA,NA
184851,-2.01042,3.47403,-3.77094,NA,-164.569,NA,NA,NA,NA,NA
185104,-2.0379,4.25951,-4.55529,-48.573,NA,NA,NA,NA,NA,NA
185206,-1.15227,4.69642,-4.97284,NA,NA,NA,NA,-124.786,NA,NA
185477,-1.81622,4.90837,-4.28744,NA,NA,NA,NA,-167.058,NA,NA
185698,-2.66068,4.41524,-3.64679,NA,NA,-134.159,NA,NA,NA,NA
185967,-3.11639,4.72326,-3.29553,NA,NA,NA,-151.189,NA,NA,NA
186103,-3.0328,4.30437,-4.01061,NA,NA,NA,-98.362,NA,NA,NA
186207,-4.17432,4.45177,-3.31718,NA,NA,NA,-221.256,NA,NA,NA
186533,-3.63356,3.901,-3.19989,NA,NA,NA,-184.26,NA,NA,NA
186702,-4.55371,3.62736,-3.94195,NA,-221.118,NA,NA,NA,NA,NA
186969,-4.38727,4.30372,-3.90437,NA,NA,NA,NA,-259.419,NA,NA
187090,-3.45482,4.52513,-4.00466,NA,NA,NA,-125.84,NA,NA,NA
187317,-2.19162,4.90219,-3.25516,NA,NA,NA,-136.773,NA,NA,NA
187594,-2.57864,4.77083,-3.97772,-93.161,NA,NA,NA,NA,NA,NA
187742,-2.73472,4.61956,-4.80383,NA,NA,NA,-73.409,NA,NA,NA
187927,-0.803404,3.87244,-3.80332,NA,NA,NA,-170.343,NA,NA,NA
188109,-1.49648,2.87588,-3.8758,NA,NA,NA,-157.621,NA,NA,NA
188371,-0.59617,3.77353,-3.88376,NA,-195.966,NA,NA,NA,NA,NA
188467,0.271671,4.71713,-3.53557,NA,NA,-371.002,NA,NA,NA,NA
188668,-0.233666,3.63243,-4.16454,NA,-281.028,NA,NA,NA,NA,NA
188827,-1.61871,4.29966,-4.45143,NA,NA,NA,NA,NA,-253.164,NA
189114,-0.316625,4.91209,-3.95724,NA,NA,NA,NA,-276.657,NA,NA
189265,-1.12412,3.11874,-4.90932,NA,-123.505,NA,NA,NA,NA,NA
189528,-1.75089,3.53154,-4.62309,NA,NA,NA,-20.948,NA,NA,NA
189691,-3.13484,4.28483,-4.8127,NA,NA,NA,-82.457,NA,NA,NA
189873,-4.25267,4.35903,-4.67014,NA,NA,NA,-175.559,NA,NA,NA
190021,-3.14444,4.2497,-4.36951,NA,NA,NA,-91.373,NA,NA,NA
190205,-2.06461,4.46078,-4.80798,NA,NA,-95.815,NA,NA,NA,NA
190501,-2.8025,4.68293,-3.86324,NA,NA,-132.655,NA,NA,NA,NA
190647,-2.65921,4.41692,-3.83399,NA,-115.301,NA,NA,NA,NA,NA
190966,-2.12825,4.79339,-3.95869,NA,NA,NA,-92.577,NA,NA,NA
191150,-2.25381,4.43516,-4.22203,NA,NA,NA,NA,NA,NA,-212.982
191268,-1.69533,3.37891,-4.55486,NA,NA,-113.48,NA,NA,NA,NA
191446,-1.06823,3.94439,-4.61997,NA,NA,NA,-39.624,NA,NA,NA
191789,-0.844413,4.54193,-4.31485,-122.518,NA,NA,NA,NA,NA,NA
191808,-1.42927,4.94156,-4.3097,NA,NA,NA,-88.446,NA,NA,NA
192123,-1.52925,4.56784,-3.86089,NA,NA,NA,-95.924,NA,NA,NA
192301,-1.36731,3.84106,-3.88088,NA,NA,NA,-126.449,NA,NA,NA
192519,-0.920444,3.99439,-4.90682,NA,-59.646,NA,NA,NA,NA,NA
192733,-2.33737,3.55403,-3.28473,NA,-163.029,NA,NA,NA,NA,NA
192824,-1.8421,4.16069,-4.74194,NA,NA,-101.024,NA,NA,NA,NA
193023,-2.77569,4.77805,-3.77166,NA,-114.143,NA,NA,NA,NA,NA
193355,-4.15557,4.55667,-3.24255,NA,NA,-236.73,NA,NA,NA,NA
193553,-3.79558,4.58108,-4.36146,-146.615,NA,NA,NA,NA,NA,NA
193604,-4.73646,4.26705,-2.74421,-333.616,NA,NA,NA,NA,NA,NA
193966,-3.26371,4.31587,-3.67221,NA,NA,NA,NA,-192.441,NA,NA
194125,-1.40286,4.71347,-4.12631,NA,-125.015,NA,NA,NA,NA,NA
