id,x0,x1,x2,fitness4.5,fitness5,fitness4,fitness3,fitness3.5
174883,4.92131,5,-0.666105,NA,16740.187,NA,NA,NA
175179,5,4.96278,-0.940546,NA,15437.057,NA,NA,NA
175349,5,5,-0.861767,NA,12474.661,NA,NA,NA
175427,5,5,-1.09367,NA,2293.603,NA,NA,NA
175649,5,5,-2.14241,NA,3916.248,NA,NA,NA
175962,4.35686,5,-1.35083,NA,6035.246,NA,NA,NA
176042,5,5,-0.968934,NA,8852.645,NA,NA,NA
176335,5,4.33293,-1.37543,NA,8961.404,NA,NA,NA
176573,5,5,-0.982529,NA,10548.201,NA,NA,NA
176743,5,4.91687,-1.05488,NA,5314.883,NA,NA,NA
176945,5,5,-0.659785,NA,10204.698,NA,NA,NA
177047,5,5,-2.03891,NA,5452.675,NA,NA,NA
177354,5,4.80814,-1.88646,NA,5195.448,NA,NA,NA
177518,5,5,-0.541067,NA,4545.138,NA,NA,NA
177740,4.85118,5,-0.341925,NA,NA,NA,NA,2498.908
177964,4.18694,5,-0.200781,NA,4234.276,NA,NA,NA
178060,5,5,-0.854048,NA,12611.568,NA,NA,NA
178366,5,5,-0.524133,NA,3630.526,NA,NA,NA
178556,4.28355,4.41152,-0.940315,NA,2691.851,NA,NA,NA
178747,5,4.96953,-1.04422,NA,5408.103,NA,NA,NA
178830,4.80471,5,-0.966345,NA,11547.485,NA,NA,NA
179077,4.95675,5,-0.818645,NA,15217.447,NA,NA,NA
179306,5,4.98118,-1.85187,NA,3277.663,NA,NA,NA
179504,5,4.76542,-1.35922,NA,NA,8202.894,NA,NA
179733,5,5,-0.988617,NA,7886.644,NA,NA,NA
179842,5,4.56753,-0.862808,NA,3655.143,NA,NA,NA
180103,4.45448,4.91811,-1.49154,NA,3617.235,NA,NA,NA
180369,4.84,5,-0.859095,NA,16627.931,NA,NA,NA
180435,5,5,-0.847928,NA,12707.272,NA,NA,NA
180656,5,5,-0.923895,NA,10741.935,NA,NA,NA
180844,4.74733,5,-0.65508,NA,NA,NA,NA,2663.673
181145,5,5,-0.784157,NA,NA,4187.552,NA,NA
181298,5,5,-0.995817,NA,10012.467,NA,NA,NA
181466,4.10581,5,-1.31877,NA,3535.014,NA,NA,NA
181778,4.74686,5,-2.07836,NA,7369.293,NA,NA,NA
181822,4.4044,5,-1.61233,NA,3161.543,NA,NA,NA
182118,5,5,-2.17775,NA,3080.616,NA,NA,NA
182271,5,4.90998,-2.10158,NA,6070.713,NA,NA,NA
182514,3.82017,4.97328,-0.913065,NA,4352.009,NA,NA,NA
182713,4.96973,5,0.421904,NA,3236.112,NA,NA,NA
182871,4.71621,5,-0.596888,NA,7639.738,NA,NA,NA
183105,5,4.97435,-0.881936,NA,13327.573,NA,NA,NA
183392,5,5,-2.16801,NA,3321.586,NA,NA,NA
183425,5,5,-0.783293,NA,13013.34,NA,NA,NA
183650,4.70916,5,-0.490752,NA,2225.03,NA,NA,NA
183881,4.97051,5,-2.03773,NA,NA,2193.38,NA,NA
184111,5,5,-0.640872,NA,9444.501,NA,NA,NA
184382,5,5,-0.674855,6349.308,NA,NA,NA,NA
184563,5,5,-1.07101,NA,3188.099,NA,NA,NA
184626,5,5,-0.869674,NA,12315.857,NA,NA,NA
184860,5,5,-0.657196,NA,12775.772,NA,NA,NA
185044,5,5,-1.01315,NA,6583.185,NA,NA,NA
185251,5,5,-0.879598,NA,14642.5,NA,NA,NA
185576,4.15212,5,-1.21467,NA,2614.48,NA,NA,NA
185596,5,5,0.344057,NA,3455.004,NA,NA,NA
185813,5,5,-0.655429,NA,10035.991,NA,NA,NA
186170,5,4.69344,0.44479,1991.621,NA,NA,NA,NA
186212,5,5,-0.592855,NA,7234.697,NA,NA,NA
186458,4.23586,5,-1.18227,NA,2263.879,NA,NA,NA
186742,4.76962,5,-2.07965,NA,6100.689,NA,NA,NA
186950,5,5,-2.00888,NA,5552.882,NA,NA,NA
187060,5,5,-0.814855,NA,13025.314,NA,NA,NA
187388,4.78965,5,-0.87189,NA,15429.06,NA,NA,NA
187453,5,5,-0.850477,NA,12668.797,NA,NA,NA
187674,4.96368,5,-0.80789,NA,19811.348,NA,NA,NA
187939,4.78538,5,-1.06478,4399.273,NA,NA,NA,NA
188017,4.90542,5,-2.15126,NA,4815.937,NA,NA,NA
188368,5,5,-2.96741,NA,3174.937,NA,NA,NA
188562,5,5,-0.736139,7396.278,NA,NA,NA,NA
188682,5,5,-0.933955,NA,10362.303,NA,NA,NA
188884,5,4.59536,-0.654201,NA,4385.684,NA,NA,NA
189027,5,5,-0.96596,NA,8991.734,NA,NA,NA
189279,5,5,0.264763,NA,3061.934,NA,NA,NA
189447,5,5,-0.727998,NA,12267.959,NA,NA,NA
189718,4.77085,5,-1.03638,NA,6381.238,NA,NA,NA
189813,4.97254,5,-0.789111,NA,14530.893,NA,NA,NA
190070,5,4.4266,-0.225778,NA,2765.226,NA,NA,NA
190265,5,4.73325,-0.629778,NA,9799.298,NA,NA,NA
190573,4.95526,4.10845,-1.47784,NA,4775.243,NA,NA,NA
190707,5,4.87586,-0.786647,NA,17299.748,NA,NA,NA
190802,4.46347,5,-1.43409,NA,2883.255,NA,NA,NA
191032,4.82684,5,-0.908065,NA,14863.983,NA,NA,NA
191227,5,4.38849,-1.67436,NA,2157.146,NA,NA,NA
191572,5,4.69778,-0.868421,NA,14764.091,NA,NA,NA
191705,5,4.78406,-1.99385,NA,NA,2043.306,NA,NA
191913,5,4.27014,-1.58532,NA,5420.493,NA,NA,NA
192119,5,5,-2.05661,NA,7078.972,NA,NA,NA
192349,4.08606,5,-1.44342,NA,4323.905,NA,NA,NA
192423,4.62882,5,-1.06237,NA,2290.838,NA,NA,NA
192623,5,5,-1.04311,NA,4870.04,NA,NA,NA
192860,5,5,-2.12603,NA,4261.274,NA,NA,NA
193194,4.33471,5,-0.0141103,NA,2659.674,NA,NA,NA
193285,5,5,-0.620801,NA,8564.765,NA,NA,NA
193545,4.88502,5,-0.516145,NA,4222.856,NA,NA,NA
193614,5,5,-0.581415,NA,6661.212,NA,NA,NA
193842,5,5,-1.03496,NA,5347.253,NA,NA,NA
194191,4.96875,5,-1.01807,NA,7120.927,NA,NA,NA
194325,4.93578,5,-1.21899,3226.861,NA,NA,NA,NA
194514,5,5,-1.30427,4142.14,NA,NA,NA,NA
194605,5,5,-0.673108,NA,10695.477,NA,NA,NA
194837,5,3.81757,-0.786946,NA,4613.917,NA,NA,NA
195074,5,4.1988,-1.22431,NA,3423.885,NA,NA,NA
195312,5,4.66896,-0.878032,11057.732,NA,NA,NA,NA
195432,5,5,-0.99939,4440.622,NA,NA,NA,NA
195634,5,5,0.193996,1938.006,NA,NA,NA,NA
195831,5,5,-0.711779,NA,15239.696,NA,NA,NA
196086,4.87145,4.13267,-0.162396,NA,5142.912,NA,NA,NA
196292,4.86187,4.88256,-0.744407,15881.25,NA,NA,NA,NA
196574,5,5,-0.547439,NA,4886.522,NA,NA,NA
196597,5,5,-0.765246,NA,12869.4,NA,NA,NA
196822,5,5,-0.626772,NA,8833.732,NA,NA,NA
197192,5,4.69918,-1.88153,NA,3724.844,NA,NA,NA
197326,5,4.91014,-0.887248,NA,15317.326,NA,NA,NA
197415,4.68344,4.86874,-0.925073,NA,12626.505,NA,NA,NA
197643,5,4.98303,-0.795766,NA,14012.091,NA,NA,NA
197826,5,4.81152,-0.879371,12375.64,NA,NA,NA,NA
198053,3.83678,4.85977,-0.893046,NA,5259.04,NA,NA,NA
198362,4.89829,5,-0.959795,NA,12111.015,NA,NA,NA
198526,5,5,-0.970185,NA,8793.579,NA,NA,NA
198631,5,5,-1.08288,NA,3161.526,NA,NA,NA
198922,5,5,-0.85209,NA,12643.427,NA,NA,NA
199126,5,5,-1.02141,NA,6122.76,NA,NA,NA
199270,4.08296,5,-1.32158,NA,2885.525,NA,NA,NA
199563,4.29002,5,-1.20675,NA,3204.856,NA,NA,NA
199791,4.7129,5,-0.842754,NA,NA,4697.149,NA,NA
199994,3.46131,5,-0.968907,-125.092,NA,NA,NA,NA
