id,x0,x1,x2,fitness2,fitness2.5,fitness1.5,fitness1,fitness0.5,fitness3,fitness3.5,fitness4,fitness4.5,fitness5,fitness0,fitness-0.5,fitness-1.5,fitness-3,fitness-5,fitness-4.5,fitness-4,fitness-3.5,fitness-2,fitness-1,fitness-2.5
66683,2.41459,0.608494,1.85549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78
66908,1.74091,1.6992,1.29604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17
67107,1.0314,4.4965,0.626349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863,NA,NA,NA
67380,1.09702,3.33036,-0.233945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.721,NA,NA,NA,NA,NA,NA,NA
67535,-0.612695,4.16654,-1.48575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3377.837,NA,NA
67708,-0.562123,3.97898,-3.19665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.431
67944,1.07211,2.78973,-1.88125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.837,NA,NA,NA
68009,-0.891798,3.01226,-2.93095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.462
68375,-0.694036,3.0784,-2.95708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.745,NA,NA
68571,-1.27502,3.46051,-2.22416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.307,NA,NA,NA,NA,NA
68709,-0.900353,2.40495,-2.11166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-424.13,NA,NA,NA,NA,NA,NA
68811,-1.85567,1.90405,-3.26513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.758,NA,NA,NA,NA,NA,NA
69075,-2.0329,1.00794,-3.63365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.474,NA,NA,NA,NA,NA,NA
69217,-1.45463,0.750489,-2.86582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.911,NA,NA,NA,NA,NA
69438,-2.47676,1.70351,-2.87726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.713,NA,NA,NA,NA,NA
69713,-3.05682,1.74633,-3.32932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.111,NA,NA,NA
69816,-3.19905,1.40397,-1.79794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.293,NA,NA,NA,NA,NA,NA
70182,-2.19215,1.98813,-1.13244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.179,NA,NA,NA,NA,NA,NA
70319,-1.42593,4.09308,-2.89363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.077,NA,NA,NA,NA
70567,-1.49389,3.04613,-2.03754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.372,NA,NA,NA,NA
70781,-2.05156,2.38441,-2.2354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.089,NA,NA,NA,NA,NA,NA,NA
70864,-0.453941,1.59712,-1.28687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.006,NA,NA,NA,NA
71026,-0.606597,2.79117,1.06592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.081,NA,NA,NA,NA
71337,0.489035,3.57784,1.95052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.11,NA,NA,NA,NA,NA,NA
71506,0.0191669,3.63855,2.70428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.363,NA,NA,NA,NA,NA,NA
71738,0.00466306,3.09804,1.55435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.321,NA,NA,NA,NA,NA,NA
71978,-0.564802,1.35344,1.95393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.249,NA,NA,NA,NA,NA
72105,-1.3842,-1.04077,3.12297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.575,NA,NA,NA,NA,NA,NA
72209,0.571636,-1.63188,4.21237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.922,NA,NA,NA,NA
72461,-2.07752,-2.3087,3.17684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.122,NA,NA,NA,NA,NA,NA
72697,-3.01657,-2.13297,2.93608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.205,NA,NA,NA,NA
72800,-4.07324,-3.89701,2.02786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.356,NA,NA,NA,NA,NA,NA,NA
73103,-4.75984,-3.46249,1.68471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.478,NA,NA,NA
73306,-4.67294,-3.52445,2.71094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.421,NA,NA,NA,NA,NA,NA
73547,-5,-3.45059,3.34985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.678,NA,NA,NA,NA,NA,NA
73750,-4.78222,-4.4217,2.93718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.565,NA,NA,NA,NA,NA,NA
73831,-5,-5,4.16313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.847,NA,NA,NA,NA,NA,NA
74108,-5,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.726,NA,NA,NA
74286,-5,-4.29685,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.083,NA,NA,NA,NA,NA
74552,-4.8987,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.902,NA,NA,NA,NA,NA,NA
74653,-5,-3.93367,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.176,NA,NA,NA,NA
74865,-5,-4.68656,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.842,NA,NA,NA,NA
75038,-5,-5,4.54469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.417,NA,NA,NA,NA,NA,NA
75314,-5,-5,4.86605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.954,NA,NA,NA,NA,NA,NA
75416,-5,-5,2.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.009,NA,NA,NA,NA,NA,NA
75655,-5,-2.78936,2.64791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.165,NA,NA,NA,NA,NA,NA
75914,-5,-2.51581,2.15443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.473,NA,NA,NA,NA,NA,NA
76069,-5,-3.33123,3.32106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.206,NA,NA,NA,NA,NA,NA
76225,-4.2474,-2.40725,3.18524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.579,NA,NA,NA,NA,NA,NA
76412,-5,-3.89131,3.64259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.41,NA,NA,NA,NA,NA,NA
76713,-5,-4.69556,4.29704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.159,NA,NA,NA,NA,NA,NA
76970,-5,-5,4.13736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.033,NA,NA,NA,NA,NA
77162,-5,-4.05164,3.26991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.963,NA,NA,NA,NA,NA
77312,-4.44384,-3.7059,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.612,NA,NA,NA
77468,-5,-3.81826,3.92818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.044,NA,NA,NA,NA
77655,-3.86566,-4.75286,3.46153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.261,NA,NA,NA,NA,NA,NA
77918,-3.57862,-5,3.41137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.416,NA,NA,NA,NA,NA,NA
78166,-3.217,-5,3.94796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.127,NA,NA,NA,NA,NA,NA
78242,-2.96056,-5,4.77747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.015,NA,NA,NA,NA,NA,NA
78485,-0.971605,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679.138,NA,NA,NA,NA,NA,NA
78629,-0.743407,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102.152,NA,NA,NA,NA
78849,-2.13044,-4.59329,4.14367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-54.956
79130,0.163644,-4.36309,3.76176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.579,NA,NA,NA,NA,NA,NA,NA,NA
79352,0.378064,-3.66679,2.97648,NA,NA,NA,NA,-10.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79521,0.397194,-5,3.45921,42.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79638,0.0589006,-2.85802,5,NA,-37.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79830,0.375557,-3.86289,5,NA,NA,NA,NA,NA,NA,141.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80122,2.04224,-4.53351,4.41722,NA,NA,NA,NA,NA,NA,NA,2.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80355,1.49184,-3.76439,5,NA,NA,NA,NA,NA,NA,-4.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80511,1.35794,-3.30204,5,18.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80794,0.663058,-4.32937,4.6808,NA,NA,NA,NA,NA,NA,NA,125.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80859,1.72347,-3.79323,4.98958,NA,35.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81094,1.85756,-5,3.16866,NA,NA,NA,NA,NA,NA,37.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81351,1.0899,-5,3.81703,NA,-1.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81468,0.417421,-4.47278,2.06789,NA,NA,NA,NA,NA,NA,-7.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81602,1.90869,-2.97046,2.89569,NA,NA,NA,NA,NA,NA,-52.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81854,3.56821,-3.77842,2.56484,NA,NA,NA,NA,NA,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82143,4.18326,-3.84867,3.118,-38.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82337,3.6191,-3.6123,1.69704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82593,3.0211,-5,1.6932,NA,NA,NA,0.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82639,3.5684,-5,2.21315,NA,NA,NA,14.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82990,3.67509,-4.07827,0.500005,NA,NA,35.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83184,3.32526,-2.56359,-0.525116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83228,3.40809,-2.09349,-0.155767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
83565,3.64933,-3.78845,-1.59172,NA,-64.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83708,4.27837,-4.30973,-1.69246,84.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83886,4.61837,-5,-1.73755,70.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84002,5,-3.62931,-2.9681,NA,NA,NA,207.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84254,4.68483,-3.45347,-3.79919,NA,NA,NA,NA,83.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84575,4.7432,-3.11274,-2.29169,NA,NA,NA,-3.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84642,3.87805,-4.17229,-2.20697,NA,NA,NA,-28.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84863,4.93152,-4.47158,-3.11929,NA,NA,NA,337.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85058,4.49908,-3.89783,-0.686378,NA,NA,-40.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85346,4.30261,-3.09594,-2.35366,NA,NA,-56.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85467,4.89479,-2.22443,-0.0934081,190.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85629,4.30971,-3.06496,0.33952,NA,NA,NA,118.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85832,4.89727,-2.06402,0.957395,-144.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86183,4.22438,-3.4847,2.38871,NA,NA,111.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86218,3.77696,-2.59082,1.39177,NA,NA,NA,NA,NA,36.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86437,5,-3.45716,0.794437,NA,92.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86692,5,-3.44306,0.252882,NA,NA,NA,NA,NA,NA,272.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86980,5,-2.91648,0.681288,NA,NA,NA,NA,NA,27.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87175,5,-2.06694,1.74003,NA,NA,NA,NA,NA,NA,NA,372.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87362,5,-1.79274,0.515595,NA,NA,NA,NA,NA,NA,NA,61.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87556,4.10857,-1.57843,2.91276,NA,NA,NA,NA,NA,NA,NA,203.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87681,5,-1.14864,1.31995,NA,43.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87933,5,-1.65051,-0.366937,NA,NA,NA,37.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88056,4.73974,-0.931675,-1.48553,NA,NA,NA,2068.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88370,3.76596,-1.32354,-2.22068,-226.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88533,4.48239,-0.737116,-0.795274,NA,NA,NA,NA,NA,690.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88753,2.8685,0.280101,-2.13111,NA,NA,NA,NA,NA,NA,NA,NA,226.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88958,3.10593,-0.127133,-1.67765,NA,NA,NA,NA,NA,NA,NA,NA,NA,743.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89022,5,-0.253772,-1.10395,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89198,4.75105,0.0631913,-2.15056,NA,NA,NA,NA,NA,NA,NA,NA,NA,965.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89524,5,0.257154,-2.11161,NA,NA,NA,NA,NA,NA,NA,NA,554.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89720,4.59624,0.759367,-3.07523,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89870,4.49325,0.171593,-3.0527,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90021,4.04226,0.715132,-1.60967,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90205,4.52677,-0.599755,-0.893334,NA,NA,NA,NA,NA,NA,NA,491.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90497,5,-1.45469,-1.04973,NA,NA,NA,NA,NA,23.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90605,5,-1.49449,-0.174927,NA,NA,NA,NA,NA,1784.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90798,4.12549,-1.49946,-0.659275,NA,NA,NA,NA,NA,495.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91173,4.16006,-1.30488,-0.380993,NA,NA,NA,702.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91360,3.48703,-0.850714,-0.268672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
91533,3.65829,-2.15717,0.55821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91694,2.03287,-1.43387,1.84972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.478,NA
91834,0.329421,-2.9229,1.95934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92021,0.474998,-1.47305,-0.627047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3699.659,NA,NA,NA,NA,NA,NA,NA,NA,NA
92219,0.392684,0.100971,0.0642271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.54,NA,NA,NA,NA,NA,NA,NA,NA
92472,0.101992,-1.05051,1.11652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92665,0.861243,-1.07293,-0.307174,NA,NA,NA,318.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92821,0.572168,-0.775193,-1.2932,NA,NA,NA,-7.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93179,1.24985,0.503726,-2.82463,NA,NA,NA,NA,-27.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93350,2.08342,0.013102,-4.08444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93486,0.802236,1.1976,-4.6873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.592,NA,NA,NA,NA,NA,NA,NA,NA,NA
93720,0.771513,2.34781,-3.90504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.722,NA
93939,0.49919,3.1422,-4.14559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94115,0.328719,2.72563,-3.68866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.336,NA,NA,NA,NA,NA,NA,NA,NA,NA
94275,-1.60837,2.45845,-1.95336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.705,NA
94538,-2.11661,3.22361,-2.09799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.432,NA,NA,NA,NA,NA,NA,NA,NA
94756,-2.67937,3.94989,-3.35638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.979,NA,NA,NA,NA,NA,NA,NA,NA,NA
94974,-3.61504,4.38425,-4.50737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95139,-2.40452,4.43377,-2.7612,NA,-0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95382,-1.2217,5,-3.24502,NA,47.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95468,0.358775,4.12712,-1.92338,NA,NA,NA,NA,NA,182.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95764,1.60466,2.89998,-1.55501,27.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95812,1.3738,2.6711,-0.351504,61.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96001,0.841777,3.42854,-0.718031,NA,NA,NA,NA,NA,NA,-318.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96353,-0.62601,3.10708,-1.53326,NA,NA,NA,NA,NA,710.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96574,-0.760168,2.82358,-2.97966,NA,NA,NA,NA,NA,NA,415.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96662,-0.627699,0.311895,-1.72205,NA,NA,NA,NA,NA,251.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96848,-1.69208,0.61481,-1.63421,NA,NA,NA,NA,NA,NA,23.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97176,-0.497876,1.3737,-2.47512,NA,NA,NA,NA,NA,NA,46.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97308,0.548416,2.44109,-1.64519,NA,NA,NA,NA,NA,NA,NA,NA,29.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97574,-1.70437,3.28393,-2.27636,NA,NA,NA,NA,NA,NA,NA,27.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97732,-0.305676,2.29841,-2.80195,NA,NA,NA,NA,NA,NA,NA,-76.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97862,-0.0198758,3.33816,-2.8316,NA,67.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98097,-1.40039,2.8169,-3.27503,-2.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98371,-3.58313,2.47205,-3.41463,NA,15.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98426,-3.35417,3.02369,-2.7002,NA,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98646,-1.51516,1.9798,-3.05864,125.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98877,-1.45861,1.6509,-2.4194,NA,111.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99038,0.0968406,3.02433,-1.61026,NA,NA,NA,NA,NA,4.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99202,0.143233,1.82907,-0.0322981,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99588,-0.731777,-0.707476,0.202625,NA,NA,NA,NA,NA,NA,NA,NA,NA,3919.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99792,-2.00415,-2.2496,0.289407,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99973,-3.81492,-2.40952,-0.146046,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
