id,x0,x1,x2,fitness8,fitness7.5,fitness6.5,fitness7,fitness8.5,fitness9.5,fitness9,fitness6,fitness4.5
120843,7.40332,7.01946,7.06485,NA,NA,0.595,NA,NA,NA,NA,NA,NA
121076,7.70741,8.35395,6.59366,NA,0.668,NA,NA,NA,NA,NA,NA,NA
121280,8.10988,8.03027,7.08637,0.819,NA,NA,NA,NA,NA,NA,NA,NA
121559,6.79876,8.44506,6.95057,NA,NA,NA,0.505,NA,NA,NA,NA,NA
121653,7.68981,7.39505,7.13097,NA,NA,NA,0.747,NA,NA,NA,NA,NA
121909,8.44935,7.60911,7.18682,NA,0.825,NA,NA,NA,NA,NA,NA,NA
122110,7.63096,7.18648,7.18443,NA,0.879,NA,NA,NA,NA,NA,NA,NA
122360,8.55048,7.36928,6.94331,NA,NA,NA,0.633,NA,NA,NA,NA,NA
122513,7.76134,7.47079,8.46035,0.88,NA,NA,NA,NA,NA,NA,NA,NA
122665,7.63083,7.98268,8.46994,NA,NA,NA,NA,0.8,NA,NA,NA,NA
122912,7.9029,7.78966,8.36131,NA,NA,NA,0.744,NA,NA,NA,NA,NA
123106,8.23301,7.11463,7.3906,NA,NA,0.646,NA,NA,NA,NA,NA,NA
123265,8.76628,7.04016,7.15486,NA,0.654,NA,NA,NA,NA,NA,NA,NA
123462,8.07247,7.17867,6.79593,0.712,NA,NA,NA,NA,NA,NA,NA,NA
123651,8.05961,7.07732,7.60965,NA,0.888,NA,NA,NA,NA,NA,NA,NA
123921,8.28404,7.38443,7.96514,NA,NA,NA,NA,NA,NA,NA,NA,0.749
124160,7.49521,7.37401,7.8166,NA,NA,NA,NA,NA,NA,NA,0.488,NA
124214,8.7353,7.69581,7.83574,NA,0.818,NA,NA,NA,NA,NA,NA,NA
124484,8.28016,7.75794,7.56896,NA,NA,NA,NA,0.768,NA,NA,NA,NA
124608,7.67747,7.78947,6.3919,NA,NA,NA,NA,0.554,NA,NA,NA,NA
124884,7.7437,7.90433,8.24257,NA,NA,NA,NA,0.872,NA,NA,NA,NA
125015,7.01402,8.37498,7.42786,NA,NA,NA,0.736,NA,NA,NA,NA,NA
125218,7.82234,7.99579,7.80492,NA,NA,NA,0.878,NA,NA,NA,NA,NA
125599,8.01202,7.79546,8.13976,NA,NA,NA,0.896,NA,NA,NA,NA,NA
125763,8.90721,7.26824,7.34893,0.707,NA,NA,NA,NA,NA,NA,NA,NA
125903,8.60195,7.5901,7.82345,NA,0.857,NA,NA,NA,NA,NA,NA,NA
126070,7.71526,7.93307,7.85454,0.966,NA,NA,NA,NA,NA,NA,NA,NA
126201,7.62688,7.91936,7.98084,NA,NA,NA,NA,0.829,NA,NA,NA,NA
126406,7.65774,6.96378,7.18319,NA,0.784,NA,NA,NA,NA,NA,NA,NA
126791,7.13298,7.80025,7.78998,NA,NA,NA,0.875,NA,NA,NA,NA,NA
126813,7.02054,7.56538,7.5156,NA,NA,NA,0.804,NA,NA,NA,NA,NA
127104,6.78637,7.96429,7.5581,NA,0.803,NA,NA,NA,NA,NA,NA,NA
127302,7.65434,7.36418,8.5732,NA,0.834,NA,NA,NA,NA,NA,NA,NA
127473,7.70305,8.41864,7.63706,NA,NA,NA,NA,NA,NA,0.73,NA,NA
127755,7.80814,7.39064,8.66435,NA,NA,NA,NA,0.748,NA,NA,NA,NA
127942,6.30157,7.95301,8.14336,NA,NA,NA,NA,NA,NA,0.384,NA,NA
128142,4.22308,7.58217,7.42701,NA,0.971,NA,NA,NA,NA,NA,NA,NA
128288,7.42632,8.54147,8.10276,0.818,NA,NA,NA,NA,NA,NA,NA,NA
128503,6.96226,8.13849,8.26809,NA,NA,NA,0.727,NA,NA,NA,NA,NA
128726,8.02454,7.46846,7.89128,NA,0.96,NA,NA,NA,NA,NA,NA,NA
128991,8.16303,7.77474,7.53789,NA,NA,0.606,NA,NA,NA,NA,NA,NA
129086,8.03982,6.8571,8.46017,0.723,NA,NA,NA,NA,NA,NA,NA,NA
129229,8.49959,7.06389,7.55887,0.744,NA,NA,NA,NA,NA,NA,NA,NA
129569,7.3175,7.95699,7.45178,NA,NA,NA,NA,0.855,NA,NA,NA,NA
129605,6.84787,7.37147,8.10042,NA,0.767,NA,NA,NA,NA,NA,NA,NA
129971,6.6156,7.23396,7.96466,0.667,NA,NA,NA,NA,NA,NA,NA,NA
130159,8.44023,6.86648,7.09769,0.666,NA,NA,NA,NA,NA,NA,NA,NA
130289,7.51608,7.39737,7.70677,NA,NA,NA,NA,0.893,NA,NA,NA,NA
130591,8.70114,6.99645,7.66463,NA,0.727,NA,NA,NA,NA,NA,NA,NA
130664,8.03208,7.81311,8.21083,NA,0.925,NA,NA,NA,NA,NA,NA,NA
130989,7.53969,6.94828,7.76184,NA,NA,NA,0.691,NA,NA,NA,NA,NA
131104,8.12245,8.28454,7.48067,0.888,NA,NA,NA,NA,NA,NA,NA,NA
131290,7.81945,7.95747,7.4038,NA,0.964,NA,NA,NA,NA,NA,NA,NA
131588,7.24712,7.27391,7.73652,0.879,NA,NA,NA,NA,NA,NA,NA,NA
131615,7.81831,7.76524,7.55931,NA,NA,NA,NA,0.879,NA,NA,NA,NA
131934,7.38801,7.11709,8.16405,NA,0.842,NA,NA,NA,NA,NA,NA,NA
132094,6.83841,7.91216,7.57061,NA,NA,NA,NA,NA,NA,0.563,NA,NA
132338,7.47721,7.38157,7.24648,NA,NA,NA,NA,0.784,NA,NA,NA,NA
132482,7.65664,7.64948,8.89346,NA,0.783,NA,NA,NA,NA,NA,NA,NA
132784,7.28702,7.14657,8.36198,NA,NA,NA,NA,0.706,NA,NA,NA,NA
132928,6.94794,7.54125,7.04335,NA,0.777,NA,NA,NA,NA,NA,NA,NA
133027,7.00239,7.39774,7.82154,NA,0.87,NA,NA,NA,NA,NA,NA,NA
133351,7.98776,7.50652,7.47418,0.963,NA,NA,NA,NA,NA,NA,NA,NA
133481,7.51831,7.18358,6.98301,NA,0.813,NA,NA,NA,NA,NA,NA,NA
133633,7.32195,8.25443,7.21913,NA,0.828,NA,NA,NA,NA,NA,NA,NA
133810,8.01628,7.34521,7.50961,NA,0.941,NA,NA,NA,NA,NA,NA,NA
134184,8.24092,7.21793,7.81705,NA,NA,NA,NA,0.718,NA,NA,NA,NA
134279,8.27224,7.64899,7.32065,NA,NA,NA,NA,0.846,NA,NA,NA,NA
134569,8.3524,8.52951,8.13566,NA,0.769,NA,NA,NA,NA,NA,NA,NA
134798,7.96749,8.08531,7.89554,NA,NA,NA,NA,NA,NA,0.763,NA,NA
134982,7.80582,7.82104,8.14139,0.929,NA,NA,NA,NA,NA,NA,NA,NA
135067,8.15538,8.50076,8.52471,0.731,NA,NA,NA,NA,NA,NA,NA,NA
135237,7.57914,7.8052,8.29424,NA,NA,NA,NA,0.758,NA,NA,NA,NA
135591,8.01138,8.38275,7.99633,NA,0.879,NA,NA,NA,NA,NA,NA,NA
135791,8.14175,6.75397,7.81018,NA,0.731,NA,NA,NA,NA,NA,NA,NA
135818,7.70531,6.39503,7.5865,NA,0.674,NA,NA,NA,NA,NA,NA,NA
136054,7.77947,7.62698,8.12005,NA,NA,NA,0.912,NA,NA,NA,NA,NA
136303,7.42894,6.33641,8.55198,NA,NA,NA,0.456,NA,NA,NA,NA,NA
136479,7.18581,7.79375,7.54988,NA,NA,NA,NA,0.869,NA,NA,NA,NA
136668,8.30876,7.59561,7.25952,0.847,NA,NA,NA,NA,NA,NA,NA,NA
136893,7.63588,8.76434,7.63567,NA,0.813,NA,NA,NA,NA,NA,NA,NA
137089,8.81621,7.82764,7.47239,NA,0.783,NA,NA,NA,NA,NA,NA,NA
137397,7.53793,9.21073,7.19973,0.631,NA,NA,NA,NA,NA,NA,NA,NA
137421,8.25701,7.93642,6.23343,NA,0.528,NA,NA,NA,NA,NA,NA,NA
137772,8.51712,7.62905,7.69992,NA,NA,NA,0.698,NA,NA,NA,NA,NA
137873,8.76058,7.06451,7.67377,0.727,NA,NA,NA,NA,NA,NA,NA,NA
138125,7.87749,7.55037,7.91345,NA,0.967,NA,NA,NA,NA,NA,NA,NA
138345,7.5139,6.47026,7.957,0.649,NA,NA,NA,NA,NA,NA,NA,NA
138448,7.52612,7.53686,7.72056,NA,NA,NA,NA,0.895,NA,NA,NA,NA
138687,7.1014,7.04129,7.49726,NA,NA,0.574,NA,NA,NA,NA,NA,NA
138951,7.78153,6.43603,7.34901,0.664,NA,NA,NA,NA,NA,NA,NA,NA
139013,7.636,6.54683,7.64811,NA,0.733,NA,NA,NA,NA,NA,NA,NA
139350,7.08274,7.2763,7.29234,NA,NA,NA,NA,0.78,NA,NA,NA,NA
139477,7.96428,7.12795,7.34135,0.852,NA,NA,NA,NA,NA,NA,NA,NA
139678,6.72348,6.74686,6.93601,NA,0.48,NA,NA,NA,NA,NA,NA,NA
139808,6.84732,8.23264,8.07065,NA,0.749,NA,NA,NA,NA,NA,NA,NA
140165,8.31376,7.8944,8.28584,NA,NA,NA,NA,0.804,NA,NA,NA,NA
140384,8.69618,7.8243,8.1621,NA,NA,NA,NA,0.714,NA,NA,NA,NA
140491,8.75705,8.04322,8.13031,0.752,NA,NA,NA,NA,NA,NA,NA,NA
140778,8.41858,7.42117,6.70793,NA,NA,NA,0.61,NA,NA,NA,NA,NA
140812,8.53546,7.10706,7.32758,0.722,NA,NA,NA,NA,NA,NA,NA,NA
141170,8.45878,8.28173,7.55733,NA,NA,0.6,NA,NA,NA,NA,NA,NA
141266,8.82033,7.00017,7.91262,0.688,NA,NA,NA,NA,NA,NA,NA,NA
141415,7.77206,7.13112,8.11064,NA,NA,NA,NA,0.738,NA,NA,NA,NA
141697,7.85344,7.04764,7.40402,NA,NA,NA,NA,0.789,NA,NA,NA,NA
141862,7.79656,7.49686,6.98772,NA,0.868,NA,NA,NA,NA,NA,NA,NA
142109,7.52409,7.35274,7.52908,NA,NA,NA,NA,0.81,NA,NA,NA,NA
142362,7.41987,8.03512,7.15267,NA,0.894,NA,NA,NA,NA,NA,NA,NA
142520,8.56166,7.72727,8.36841,NA,0.792,NA,NA,NA,NA,NA,NA,NA
142784,7.5354,6.99912,8.08824,NA,0.857,NA,NA,NA,NA,NA,NA,NA
142893,7.71083,7.27315,7.27595,NA,0.916,NA,NA,NA,NA,NA,NA,NA
143190,8.05109,6.85797,7.95418,NA,0.809,NA,NA,NA,NA,NA,NA,NA
143322,7.24058,7.99981,7.63931,NA,0.896,NA,NA,NA,NA,NA,NA,NA
143420,7.37434,7.0893,7.78402,0.888,NA,NA,NA,NA,NA,NA,NA,NA
143664,6.57579,7.82725,7.83194,0.724,NA,NA,NA,NA,NA,NA,NA,NA
143948,7.39415,7.79577,6.72844,NA,0.775,NA,NA,NA,NA,NA,NA,NA
144160,7.995,8.02518,7.26363,NA,NA,NA,0.811,NA,NA,NA,NA,NA
144232,7.32523,7.84446,7.57496,NA,NA,NA,0.843,NA,NA,NA,NA,NA
144485,7.5066,7.19354,7.62316,NA,NA,NA,0.746,NA,NA,NA,NA,NA
144645,7.41472,7.69409,8.00045,NA,NA,NA,0.833,NA,NA,NA,NA,NA
144950,8.6222,6.93354,8.00346,0.706,NA,NA,NA,NA,NA,NA,NA,NA
145011,7.48305,7.62667,8.52061,NA,NA,NA,NA,NA,NA,0.689,NA,NA
145277,7.69867,7.78447,7.59242,NA,NA,NA,NA,0.908,NA,NA,NA,NA
145548,8.3336,7.84565,7.52194,0.885,NA,NA,NA,NA,NA,NA,NA,NA
145788,7.9802,7.68837,7.69013,0.972,NA,NA,NA,NA,NA,NA,NA,NA
145907,7.34433,8.14532,8.75881,NA,NA,NA,NA,NA,NA,0.541,NA,NA
146143,7.87687,7.31256,8.78319,NA,NA,NA,NA,0.665,NA,NA,NA,NA
146360,7.74673,7.64234,7.40015,NA,NA,NA,NA,0.899,NA,NA,NA,NA
146480,7.42886,7.74989,7.72965,NA,NA,NA,NA,0.915,NA,NA,NA,NA
146638,7.24099,8.12882,8.1574,0.877,NA,NA,NA,NA,NA,NA,NA,NA
146894,7.47741,7.04473,7.66202,0.877,NA,NA,NA,NA,NA,NA,NA,NA
147036,7.34783,7.29016,7.6807,0.925,NA,NA,NA,NA,NA,NA,NA,NA
147247,6.75965,7.62948,7.4152,NA,0.776,NA,NA,NA,NA,NA,NA,NA
147585,7.56661,6.61488,7.19076,NA,NA,NA,NA,0.562,NA,NA,NA,NA
147675,8.01093,7.66808,7.12458,NA,NA,NA,NA,0.805,NA,NA,NA,NA
147881,7.99932,7.98409,6.89362,NA,0.827,NA,NA,NA,NA,NA,NA,NA
148043,8.93808,7.30587,7.37797,NA,0.677,NA,NA,NA,NA,NA,NA,NA
148262,7.7128,8.00899,6.78662,NA,0.783,NA,NA,NA,NA,NA,NA,NA
148429,7.99098,9.18473,6.95123,NA,NA,NA,0.517,NA,NA,NA,NA,NA
148622,7.82166,8.52081,8.18217,0.834,NA,NA,NA,NA,NA,NA,NA,NA
148944,7.7639,7.84035,7.13191,0.92,NA,NA,NA,NA,NA,NA,NA,NA
149152,6.84318,7.07747,7.62258,NA,0.718,NA,NA,NA,NA,NA,NA,NA
149314,7.65582,8.84805,7.83499,NA,0.764,NA,NA,NA,NA,NA,NA,NA
149434,8.62595,7.95158,7.66429,NA,NA,NA,0.792,NA,NA,NA,NA,NA
149627,8.46685,7.05376,8.0085,NA,0.756,NA,NA,NA,NA,NA,NA,NA
149887,7.0469,7.74813,6.79566,0.712,NA,NA,NA,NA,NA,NA,NA,NA
150125,7.60988,7.38084,7.8422,NA,NA,NA,0.885,NA,NA,NA,NA,NA
150347,6.74549,7.69454,7.90818,0.799,NA,NA,NA,NA,NA,NA,NA,NA
150586,8.26221,8.57135,8.09451,0.74,NA,NA,NA,NA,NA,NA,NA,NA
150665,8.07874,9.17279,8.51411,0.564,NA,NA,NA,NA,NA,NA,NA,NA
150944,8.23503,8.68233,8.03461,0.758,NA,NA,NA,NA,NA,NA,NA,NA
151039,8.63018,7.03565,7.03108,NA,NA,NA,0.505,NA,NA,NA,NA,NA
151355,8.62241,8.02896,8.10611,NA,NA,NA,0.691,NA,NA,NA,NA,NA
151583,8.18526,7.55136,7.87943,NA,NA,0.721,NA,NA,NA,NA,NA,NA
151721,8.51862,7.83573,8.00689,NA,0.849,NA,NA,NA,NA,NA,NA,NA
151858,6.72831,8.31361,7.35487,0.694,NA,NA,NA,NA,NA,NA,NA,NA
152052,7.02793,7.85074,7.36582,0.845,NA,NA,NA,NA,NA,NA,NA,NA
152363,8.23598,7.44182,7.51903,NA,NA,0.669,NA,NA,NA,NA,NA,NA
152444,8.02797,7.18048,7.92757,NA,NA,NA,0.831,NA,NA,NA,NA,NA
152703,7.02573,7.32147,8.00471,0.845,NA,NA,NA,NA,NA,NA,NA,NA
152927,7.88781,7.59747,7.51063,0.964,NA,NA,NA,NA,NA,NA,NA,NA
153127,7.4323,7.44601,6.6737,0.73,NA,NA,NA,NA,NA,NA,NA,NA
153256,7.49873,8.07427,6.91737,NA,0.831,NA,NA,NA,NA,NA,NA,NA
153432,7.7142,8.0911,7.30417,NA,NA,NA,NA,0.819,NA,NA,NA,NA
153709,7.53364,8.07512,7.85293,NA,NA,NA,0.785,NA,NA,NA,NA,NA
153831,8.14229,7.81069,7.4267,0.943,NA,NA,NA,NA,NA,NA,NA,NA
154013,8.31963,8.04874,7.5666,NA,NA,NA,0.755,NA,NA,NA,NA,NA
154254,7.43686,8.51683,7.30743,0.833,NA,NA,NA,NA,NA,NA,NA,NA
154549,6.78817,8.13479,7.61772,NA,0.784,NA,NA,NA,NA,NA,NA,NA
154650,8.70939,7.32651,7.55109,NA,0.797,NA,NA,NA,NA,NA,NA,NA
154828,8.92871,7.50878,7.93709,NA,0.752,NA,NA,NA,NA,NA,NA,NA
155122,8.404,8.67178,7.91177,NA,0.748,NA,NA,NA,NA,NA,NA,NA
155335,8.55877,7.42812,7.827,NA,0.854,NA,NA,NA,NA,NA,NA,NA
155483,7.9139,8.2753,7.86917,NA,0.924,NA,NA,NA,NA,NA,NA,NA
155601,8.16831,8.56313,8.36955,0.751,NA,NA,NA,NA,NA,NA,NA,NA
155963,7.70495,7.76194,7.25504,NA,NA,NA,0.865,NA,NA,NA,NA,NA
156118,7.66386,7.50539,8.26769,NA,NA,NA,0.878,NA,NA,NA,NA,NA
156292,7.93851,7.8678,7.62772,NA,NA,NA,0.904,NA,NA,NA,NA,NA
156474,7.90455,8.41095,7.38922,NA,NA,NA,0.819,NA,NA,NA,NA,NA
156631,8.03438,7.47011,7.44586,0.924,NA,NA,NA,NA,NA,NA,NA,NA
156831,7.42781,7.66927,7.38299,0.952,NA,NA,NA,NA,NA,NA,NA,NA
157038,8.37936,7.8549,7.99646,NA,0.886,NA,NA,NA,NA,NA,NA,NA
157221,7.68632,8.23132,8.41414,NA,NA,NA,NA,0.784,NA,NA,NA,NA
157524,7.43926,8.16859,8.18987,0.852,NA,NA,NA,NA,NA,NA,NA,NA
157640,7.49869,9.09977,7.67784,0.717,NA,NA,NA,NA,NA,NA,NA,NA
157842,7.55017,8.78669,6.74446,NA,NA,NA,0.563,NA,NA,NA,NA,NA
158105,7.80696,7.62851,6.4857,0.707,NA,NA,NA,NA,NA,NA,NA,NA
158388,7.33322,8.43052,6.58571,NA,NA,NA,NA,NA,NA,0.406,NA,NA
158439,7.05202,8.57401,7.55134,NA,0.773,NA,NA,NA,NA,NA,NA,NA
158603,7.79949,7.8306,8.08958,NA,0.957,NA,NA,NA,NA,NA,NA,NA
158925,7.99081,7.10594,7.66349,0.904,NA,NA,NA,NA,NA,NA,NA,NA
159062,7.71717,8.11408,7.22454,NA,NA,NA,0.8,NA,NA,NA,NA,NA
159276,8.20248,8.19523,7.64055,NA,NA,NA,0.781,NA,NA,NA,NA,NA
159536,7.97561,7.42277,7.77122,NA,0.931,NA,NA,NA,NA,NA,NA,NA
159690,7.95274,7.7304,7.53327,NA,0.969,NA,NA,NA,NA,NA,NA,NA
159869,7.9351,7.59478,8.1506,NA,0.945,NA,NA,NA,NA,NA,NA,NA
160100,6.94242,8.12044,8.04056,0.804,NA,NA,NA,NA,NA,NA,NA,NA
160388,7.5316,7.74605,7.109,NA,NA,NA,NA,0.829,NA,NA,NA,NA
160481,7.09384,8.30901,7.20906,NA,NA,NA,NA,0.73,NA,NA,NA,NA
160649,8.20747,8.37665,7.45992,NA,NA,NA,NA,0.726,NA,NA,NA,NA
160994,8.53997,7.69877,7.21038,NA,0.826,NA,NA,NA,NA,NA,NA,NA
161106,7.91471,7.09217,7.82617,0.866,NA,NA,NA,NA,NA,NA,NA,NA
161384,8.26164,7.54699,7.27029,NA,NA,NA,0.841,NA,NA,NA,NA,NA
161443,7.02729,7.92405,7.39456,NA,NA,NA,NA,0.733,NA,NA,NA,NA
161625,7.82656,7.87566,7.60136,0.947,NA,NA,NA,NA,NA,NA,NA,NA
161845,8.37067,7.92151,7.79619,NA,NA,NA,0.824,NA,NA,NA,NA,NA
162082,7.83511,6.20432,7.87954,NA,NA,NA,NA,0.466,NA,NA,NA,NA
162375,7.63859,7.53356,7.82249,NA,NA,NA,NA,NA,NA,0.761,NA,NA
162449,8.52079,7.75174,7.28227,NA,NA,NA,NA,0.767,NA,NA,NA,NA
162779,8.62043,7.62602,8.40556,NA,NA,NA,NA,0.689,NA,NA,NA,NA
162888,7.94982,7.32606,8.41148,NA,NA,NA,NA,NA,NA,0.632,NA,NA
163122,7.32454,7.41911,7.24191,0.891,NA,NA,NA,NA,NA,NA,NA,NA
163317,7.88298,8.03617,6.97046,NA,0.843,NA,NA,NA,NA,NA,NA,NA
163529,8.62929,7.88917,8.19822,NA,0.768,NA,NA,NA,NA,NA,NA,NA
163800,7.64863,8.38631,8.31017,NA,NA,NA,NA,0.754,NA,NA,NA,NA
163958,6.70553,7.17016,8.37063,NA,0.616,NA,NA,NA,NA,NA,NA,NA
164160,7.71071,6.79393,8.39746,NA,0.74,NA,NA,NA,NA,NA,NA,NA
164336,7.91774,4.92008,8.13388,0.623,NA,NA,NA,NA,NA,NA,NA,NA
164506,7.90983,7.11199,8.49335,NA,NA,NA,0.744,NA,NA,NA,NA,NA
164659,7.7296,7.60176,8.28069,0.89,NA,NA,NA,NA,NA,NA,NA,NA
164968,8.04059,7.49073,8.67495,NA,NA,NA,NA,0.716,NA,NA,NA,NA
165075,8.20854,7.61348,7.52304,NA,NA,NA,0.842,NA,NA,NA,NA,NA
165347,8.43592,7.4699,7.25728,0.809,NA,NA,NA,NA,NA,NA,NA,NA
165515,8.01183,6.89771,7.70365,0.841,NA,NA,NA,NA,NA,NA,NA,NA
165757,7.17348,7.62723,7.60947,0.893,NA,NA,NA,NA,NA,NA,NA,NA
165868,7.2296,7.67171,8.73453,NA,NA,NA,NA,0.699,NA,NA,NA,NA
166191,7.28071,8.12348,8.89656,0.675,NA,NA,NA,NA,NA,NA,NA,NA
166305,7.82099,8.52387,7.61348,NA,NA,NA,0.801,NA,NA,NA,NA,NA
166472,8.46423,8.99642,7.20661,NA,NA,NA,0.54,NA,NA,NA,NA,NA
166702,7.52038,8.05421,7.05534,NA,0.874,NA,NA,NA,NA,NA,NA,NA
166897,7.44167,7.58882,7.14783,0.886,NA,NA,NA,NA,NA,NA,NA,NA
167079,8.22782,8.624,6.93045,0.673,NA,NA,NA,NA,NA,NA,NA,NA
167370,8.58486,8.42757,7.60266,NA,NA,0.581,NA,NA,NA,NA,NA,NA
167414,8.95387,7.91758,8.41648,NA,0.665,NA,NA,NA,NA,NA,NA,NA
167626,7.72816,8.99445,7.76368,NA,NA,0.561,NA,NA,NA,NA,NA,NA
167834,7.51921,7.88438,8.54274,NA,0.862,NA,NA,NA,NA,NA,NA,NA
168084,9.3088,7.62753,7.70744,NA,NA,NA,0.58,NA,NA,NA,NA,NA
168306,8.31391,7.10837,7.67069,0.83,NA,NA,NA,NA,NA,NA,NA,NA
168499,8.19805,7.71359,6.80395,0.78,NA,NA,NA,NA,NA,NA,NA,NA
168770,8.31825,7.22944,8.014,0.822,NA,NA,NA,NA,NA,NA,NA,NA
168919,7.62363,6.75346,6.60527,NA,NA,NA,NA,0.496,NA,NA,NA,NA
169027,7.3589,7.58394,6.13184,0.51,NA,NA,NA,NA,NA,NA,NA,NA
169242,7.81237,7.26113,7.75503,0.939,NA,NA,NA,NA,NA,NA,NA,NA
169582,7.39817,6.15594,7.7778,0.531,NA,NA,NA,NA,NA,NA,NA,NA
169719,7.93257,8.11929,8.06133,NA,NA,NA,NA,NA,NA,0.745,NA,NA
169938,7.72863,6.89262,8.64894,0.704,NA,NA,NA,NA,NA,NA,NA,NA
170157,7.94408,6.66888,8.36,NA,0.688,NA,NA,NA,NA,NA,NA,NA
170260,8.45308,7.22065,8.49356,NA,0.732,NA,NA,NA,NA,NA,NA,NA
170421,8.05,7.18071,9.02725,0.663,NA,NA,NA,NA,NA,NA,NA,NA
170731,7.84745,6.29145,7.33164,NA,0.569,NA,NA,NA,NA,NA,NA,NA
170829,7.57129,6.71393,7.43602,0.762,NA,NA,NA,NA,NA,NA,NA,NA
171144,8.31244,7.93901,7.22998,NA,0.828,NA,NA,NA,NA,NA,NA,NA
171344,8.86886,7.27516,7.81923,NA,NA,NA,NA,0.687,NA,NA,NA,NA
171489,8.05973,7.06271,7.58705,NA,NA,NA,0.828,NA,NA,NA,NA,NA
171786,7.25522,8.47915,7.95612,0.834,NA,NA,NA,NA,NA,NA,NA,NA
171821,8.46226,8.53689,8.09804,NA,0.721,NA,NA,NA,NA,NA,NA,NA
172136,7.79306,7.70962,7.92011,NA,0.989,NA,NA,NA,NA,NA,NA,NA
172246,8.45106,8.01454,8.78057,NA,0.667,NA,NA,NA,NA,NA,NA,NA
172457,8.43252,8.66431,7.35663,NA,NA,NA,NA,NA,NA,0.537,NA,NA
172692,7.44694,7.86993,7.35284,NA,0.942,NA,NA,NA,NA,NA,NA,NA
172917,7.22567,7.91538,6.73002,NA,0.735,NA,NA,NA,NA,NA,NA,NA
173158,6.94062,7.35541,7.31446,NA,0.794,NA,NA,NA,NA,NA,NA,NA
173320,7.62096,8.07937,6.70667,NA,0.765,NA,NA,NA,NA,NA,NA,NA
173522,6.95745,8.17064,6.65104,NA,0.613,NA,NA,NA,NA,NA,NA,NA
173737,7.09803,7.69938,8.21977,NA,NA,NA,NA,0.78,NA,NA,NA,NA
173832,8.3917,7.82483,7.13969,NA,0.829,NA,NA,NA,NA,NA,NA,NA
174175,6.73275,7.42315,7.41079,0.749,NA,NA,NA,NA,NA,NA,NA,NA
174316,7.6957,7.25826,7.3279,NA,NA,NA,NA,0.846,NA,NA,NA,NA
174531,7.65657,7.97922,8.12123,0.944,NA,NA,NA,NA,NA,NA,NA,NA
174734,7.70666,8.01031,7.71593,NA,NA,NA,NA,NA,NA,0.753,NA,NA
174986,8.00024,7.06236,6.81973,NA,NA,NA,NA,0.614,NA,NA,NA,NA
175063,8.04028,8.05044,7.64679,0.911,NA,NA,NA,NA,NA,NA,NA,NA
175375,7.55756,7.64652,7.47501,NA,NA,NA,0.909,NA,NA,NA,NA,NA
175438,7.15943,7.9796,8.31786,NA,0.85,NA,NA,NA,NA,NA,NA,NA
175616,8.32475,8.18125,8.27034,0.82,NA,NA,NA,NA,NA,NA,NA,NA
175926,7.12689,8.60074,7.98176,NA,NA,NA,NA,0.603,NA,NA,NA,NA
176095,7.59434,8.31384,7.24049,0.87,NA,NA,NA,NA,NA,NA,NA,NA
176399,7.26456,7.65727,7.39175,NA,NA,NA,NA,0.876,NA,NA,NA,NA
176445,6.94891,7.73017,7.16715,NA,NA,NA,NA,0.752,NA,NA,NA,NA
176683,6.98565,6.76183,7.50708,NA,NA,NA,NA,0.578,NA,NA,NA,NA
176920,7.01886,8.38844,7.91542,0.787,NA,NA,NA,NA,NA,NA,NA,NA
177105,7.49244,8.53843,7.87299,0.863,NA,NA,NA,NA,NA,NA,NA,NA
177350,7.66595,8.43967,7.53769,NA,0.894,NA,NA,NA,NA,NA,NA,NA
177470,7.52192,8.30991,7.42238,NA,0.888,NA,NA,NA,NA,NA,NA,NA
177758,7.46199,8.55991,7.49473,NA,0.852,NA,NA,NA,NA,NA,NA,NA
177893,6.99691,8.60215,7.84892,0.731,NA,NA,NA,NA,NA,NA,NA,NA
178082,7.15206,8.1986,7.82363,0.866,NA,NA,NA,NA,NA,NA,NA,NA
178343,6.74273,6.4314,7.47056,0.487,NA,NA,NA,NA,NA,NA,NA,NA
178438,7.80485,7.92797,6.80989,NA,NA,NA,NA,0.673,NA,NA,NA,NA
178663,8.31896,7.83022,7.52577,NA,0.883,NA,NA,NA,NA,NA,NA,NA
178988,7.63149,7.76245,8.46495,NA,0.876,NA,NA,NA,NA,NA,NA,NA
179058,7.10581,7.11881,8.28962,NA,0.775,NA,NA,NA,NA,NA,NA,NA
179356,7.546,7.37455,7.99659,NA,NA,0.674,NA,NA,NA,NA,NA,NA
179482,6.65903,7.98886,8.78202,NA,NA,NA,0.527,NA,NA,NA,NA,NA
179681,7.71293,8.23211,8.02271,0.923,NA,NA,NA,NA,NA,NA,NA,NA
179950,7.15194,7.3683,7.64341,0.889,NA,NA,NA,NA,NA,NA,NA,NA
180029,7.32202,7.19661,7.67941,0.883,NA,NA,NA,NA,NA,NA,NA,NA
180280,8.45813,7.58053,8.71407,0.718,NA,NA,NA,NA,NA,NA,NA,NA
180562,7.84608,7.49362,8.51067,NA,0.86,NA,NA,NA,NA,NA,NA,NA
180648,8.07167,7.05557,7.62943,NA,NA,NA,0.699,NA,NA,NA,NA,NA
180866,7.99126,7.18754,7.88851,NA,NA,NA,0.857,NA,NA,NA,NA,NA
181009,7.38003,7.24286,7.39634,NA,NA,NA,0.848,NA,NA,NA,NA,NA
181240,7.51681,7.32688,7.61996,NA,NA,NA,0.873,NA,NA,NA,NA,NA
