id,x0,x1,x2,fitness-1,fitness0.5,fitness2.5,fitness3.5,fitness3,fitness4,fitness5,fitness4.5,fitness1.5,fitness2,fitness1,fitness-0.5,fitness-2,fitness-3.5,fitness-5,fitness-4,fitness-4.5,fitness-1.5,fitness0,fitness-2.5,fitness-3
69122,5,0.867633,5,NA,NA,NA,NA,NA,1365.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69285,3.91842,0.680913,5,NA,NA,NA,NA,NA,87.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69564,5,-0.756262,5,NA,NA,NA,4481.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69780,5,-1.49287,5,NA,NA,2778.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69858,4.00593,-1.40033,3.53589,NA,NA,NA,-1.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70179,5,-0.84017,5,NA,NA,NA,NA,NA,NA,12812.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70220,5,-0.293349,5,NA,NA,NA,NA,2295.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70539,5,-0.411914,5,NA,NA,NA,NA,124.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70663,4.824,0.667351,5,NA,NA,NA,NA,NA,NA,NA,965.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70969,5,0.513562,3.61429,NA,NA,NA,NA,NA,NA,241.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71175,3.85436,0.280002,4.97261,NA,NA,NA,NA,NA,NA,1126.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71201,2.88323,-0.609268,5,NA,NA,NA,NA,NA,NA,1732.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71555,1.61541,-2.15267,5,NA,NA,NA,NA,NA,NA,334.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71621,2.80858,-2.89323,5,NA,NA,NA,NA,NA,NA,684.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71963,3.69715,-1.30522,4.3589,NA,NA,NA,NA,NA,NA,1721.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72076,1.58395,-0.322597,4.13623,NA,NA,NA,NA,NA,NA,83.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72231,2.69561,-0.915695,2.56487,NA,NA,NA,NA,NA,NA,59.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72519,4.74972,-1.05788,3.62841,NA,NA,NA,NA,NA,NA,989.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72719,5,-1.02056,5,NA,NA,NA,NA,NA,NA,7799.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72804,5,-0.618718,5,NA,NA,NA,NA,NA,NA,11167.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73027,4.75739,-0.723719,3.44407,NA,NA,NA,NA,NA,NA,NA,1250.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73331,5,0.642516,4.13579,NA,NA,NA,NA,NA,NA,637.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73513,4.87848,-0.919325,3.61824,NA,NA,NA,NA,NA,NA,2825.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73755,5,-0.783567,4.88303,NA,NA,NA,NA,NA,NA,17213.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73955,5,-0.651468,5,NA,NA,NA,NA,NA,NA,9879.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74055,4.88514,-3.01239,3.87018,NA,NA,NA,NA,NA,NA,1244.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74311,5,-4.84434,3.81458,NA,NA,NA,NA,NA,176.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74449,5,-4.86143,4.53735,NA,NA,NA,NA,NA,NA,273.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74742,5,-4.79805,4.35533,NA,NA,NA,NA,NA,442.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74947,5,-5,4.81602,NA,NA,NA,NA,NA,NA,3337.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75108,5,-4.44431,5,NA,NA,NA,NA,NA,1499.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75214,5,-5,5,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75487,5,-3.92336,5,NA,NA,NA,NA,NA,NA,2446.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75703,5,-3.91963,4.81533,NA,NA,NA,NA,NA,NA,3164.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75929,5,-5,5,NA,NA,NA,NA,NA,NA,3246.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76131,3.94714,-4.92691,5,NA,NA,NA,NA,NA,NA,313.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76246,3.94465,-3.38602,5,NA,NA,NA,NA,NA,NA,NA,109.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76580,4.66351,-3.68066,5,NA,NA,NA,NA,NA,342.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76725,3.4835,-3.82537,5,NA,NA,NA,NA,NA,NA,NA,94.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76811,4.73721,-5,5,NA,NA,NA,NA,NA,NA,2833.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77190,4.69441,-5,5,NA,NA,NA,NA,NA,NA,2395.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77231,4.95269,-5,5,NA,NA,NA,NA,NA,NA,3027.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77404,5,-4.96034,4.75703,NA,NA,NA,NA,NA,NA,3088.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77679,5,-4.21901,5,NA,NA,NA,NA,NA,NA,376.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77900,4.87839,-2.15286,5,NA,NA,NA,NA,NA,NA,NA,1567.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78180,5,-3.14995,5,NA,NA,NA,NA,NA,NA,2071.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78220,5,-1.56717,4.18745,NA,NA,NA,NA,NA,NA,4939.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78569,5,-2.11955,5,NA,NA,NA,NA,NA,NA,NA,4630.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78590,5,-1.90157,5,NA,NA,NA,NA,NA,NA,4378.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78800,5,-0.747086,5,NA,NA,NA,NA,NA,NA,12626.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78985,5,0.362039,5,NA,NA,NA,NA,NA,NA,NA,3031.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79235,5,1.88723,4.77168,NA,NA,NA,681.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79558,5,3.19265,4.32673,NA,NA,NA,142.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79594,5,4.22381,4.11531,NA,NA,NA,386.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79809,4.684,5,3.46877,NA,NA,NA,NA,NA,NA,1128.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80179,4.69837,5,3.17931,NA,NA,NA,NA,NA,NA,2545.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80259,5,4.54113,3.30179,NA,NA,NA,NA,NA,NA,610.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80547,5,5,2.3179,NA,NA,NA,NA,NA,NA,2615.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80740,4.90184,5,1.26408,NA,NA,NA,NA,NA,NA,3200.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80961,5,4.61628,0.429045,NA,NA,NA,NA,NA,NA,1532.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81123,5,5,-0.478471,NA,NA,NA,NA,NA,NA,1535.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81303,4.39755,4.12804,-0.868982,NA,NA,NA,NA,NA,NA,2368.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81567,5,4.74953,-0.509321,NA,NA,NA,NA,NA,1192.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81671,5,5,-2.13349,NA,NA,NA,NA,NA,NA,NA,4266.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81792,5,4.96289,-2.53251,NA,NA,NA,NA,NA,1052.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82051,5,4.95787,-3.2587,NA,NA,NA,NA,NA,NA,NA,244.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82365,5,5,-4.08629,NA,NA,NA,NA,NA,NA,2113.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82567,4.74208,4.56309,-4.11733,NA,NA,NA,NA,NA,NA,530.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82593,5,5,-3.98132,NA,NA,NA,NA,NA,NA,2632.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82818,5,5,-3.76159,NA,NA,NA,NA,NA,NA,597.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83053,4.92056,5,-5,NA,NA,NA,NA,NA,NA,3243.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83253,4.96092,4.96885,-5,NA,NA,NA,NA,NA,NA,3337.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83511,5,3.74943,-5,NA,NA,NA,NA,NA,NA,939.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83773,5,3.97154,-5,NA,NA,NA,NA,NA,NA,140.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83792,5,4.94434,-5,NA,NA,NA,NA,NA,NA,3092.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84081,5,5,-4.90037,NA,NA,NA,NA,NA,NA,2420.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84205,4.92631,5,-5,NA,NA,NA,NA,NA,NA,3211.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84496,5,5,-5,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84591,4.76311,4.99884,-5,NA,NA,NA,NA,NA,NA,3062.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84898,5,4.66872,-4.8219,NA,NA,NA,NA,NA,NA,1323.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85101,4.62106,5,-5,NA,NA,NA,NA,NA,NA,1473.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85364,5,5,-3.04456,NA,NA,NA,NA,NA,NA,3150.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85559,5,5,-3.86135,NA,NA,NA,NA,NA,NA,1898.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85603,5,5,-4.26452,NA,NA,NA,NA,NA,NA,NA,241.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85816,5,5,-3.15993,NA,NA,NA,NA,NA,NA,1921.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86043,5,5,-2.04319,NA,NA,NA,NA,NA,NA,5424.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86260,5,5,-3.97028,NA,NA,NA,NA,NA,NA,2623.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86483,4.02865,5,-4.42733,NA,NA,NA,NA,NA,NA,275.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86607,4.8064,5,-5,NA,NA,NA,NA,NA,NA,3300.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86780,4.75448,5,-5,NA,NA,NA,NA,NA,NA,3016.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87060,4.94846,4.20672,-4.11192,NA,NA,NA,NA,NA,NA,NA,802.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87194,5,5,-2.517,NA,NA,NA,NA,NA,NA,NA,1482.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87400,4.83585,4.4517,-1.40244,NA,NA,NA,NA,NA,1064.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87677,5,4.795,-2.17671,NA,NA,NA,NA,NA,NA,4970.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87931,5,5,-2.26754,NA,NA,NA,NA,NA,NA,NA,431.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88004,5,5,-3.07364,NA,NA,NA,NA,NA,NA,2960.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88372,4.34721,4.7889,-1.51394,NA,NA,NA,NA,NA,NA,7616.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88413,3.92723,4.5622,-2.03661,NA,NA,NA,NA,NA,NA,247.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88740,3.73408,3.64915,-1.06532,NA,NA,NA,NA,NA,NA,323.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88970,4.73554,4.06118,-1.54279,NA,NA,NA,NA,NA,NA,2360.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89026,3.64211,4.50765,-1.29134,NA,NA,NA,NA,NA,NA,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89331,5,3.43597,-0.295173,NA,NA,NA,NA,NA,NA,1379.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89566,5,3.38931,0.751185,NA,NA,NA,NA,NA,NA,NA,702.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89734,5,3.41954,0.919848,NA,NA,NA,NA,NA,NA,843.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89955,4.51334,3.32407,0.261325,NA,NA,NA,NA,NA,NA,-9.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90094,5,4.95669,-0.779413,NA,NA,NA,NA,NA,NA,15202.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90273,3.93986,5,-0.822097,NA,NA,NA,NA,NA,NA,1836.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90492,4.29228,5,-1.61247,NA,NA,NA,NA,NA,NA,4569.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90675,5,5,-2.11976,NA,NA,NA,435.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90815,5,5,-1.60756,NA,NA,NA,NA,1203.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91109,4.57731,5,-0.820519,NA,NA,NA,NA,NA,1650.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91250,5,3.07088,-1.1282,NA,NA,NA,13.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91517,4.96931,4.42436,-0.0188904,NA,NA,NA,NA,NA,NA,1935.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91664,5,4.88264,0.484941,NA,NA,NA,NA,NA,NA,2461.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91971,4.15668,4.40583,-0.0115482,NA,NA,NA,NA,NA,NA,NA,582.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92116,5,4.10937,-0.319936,NA,NA,NA,NA,NA,NA,2120.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92186,4.26488,3.66775,-1.64501,NA,NA,NA,NA,NA,NA,1051.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92425,3.90362,3.18104,-3.43295,NA,NA,NA,NA,NA,NA,151.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92593,4.98101,5,-4.77777,NA,NA,NA,NA,NA,NA,1061.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92932,5,5,-3.79418,NA,NA,NA,NA,NA,NA,NA,273.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93023,4.68102,5,-3.134,NA,NA,NA,NA,NA,NA,2011.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93253,5,5,-3.27001,NA,NA,NA,NA,NA,NA,27.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93447,4.81098,4.9553,-3.22636,NA,NA,NA,NA,NA,NA,1226.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93632,3.63129,4.94491,-4.10151,NA,NA,NA,NA,NA,NA,522.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93881,4.7174,5,-3.19331,NA,NA,NA,NA,NA,NA,1899.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94163,5,5,-3.22436,NA,NA,NA,NA,NA,199.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94318,4.71359,5,-2.8364,NA,NA,NA,NA,NA,NA,1697.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94560,3.30448,3.30193,-2.04397,NA,NA,NA,NA,NA,NA,743.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94633,3.38995,3.74464,-0.649965,NA,NA,NA,NA,NA,NA,NA,513.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94961,1.53323,5,-1.73573,NA,NA,NA,NA,26.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95147,1.95773,4.43302,-2.28784,NA,NA,NA,NA,NA,NA,-7.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95332,0.858169,5,-3.06474,NA,NA,NA,NA,NA,NA,1146.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95538,2.10423,5,-4.6182,NA,NA,NA,NA,NA,NA,200.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95734,4.25993,4.31645,-3.71397,NA,NA,NA,NA,NA,NA,-109.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95858,4.24032,5,-2.49189,NA,NA,NA,NA,NA,329.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95997,5,5,-2.22381,NA,NA,NA,NA,NA,NA,NA,2086.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96295,5,5,-2.46105,NA,NA,NA,NA,NA,NA,NA,1570.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96406,5,5,-1.80538,NA,NA,NA,NA,NA,NA,1382.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96625,5,4.81575,-1.04023,NA,NA,NA,NA,NA,NA,6570.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96922,3.2126,4.60537,-0.0739137,NA,NA,NA,NA,NA,NA,1032.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97042,4.40476,3.31572,0.410287,NA,NA,NA,NA,NA,NA,483.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97261,5,4.4637,-0.117795,NA,NA,NA,NA,NA,NA,1890.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97468,5,5,-0.995812,NA,NA,NA,NA,NA,NA,NA,3727.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97635,5,4.5778,-1.079,NA,NA,NA,NA,NA,NA,1171.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97897,5,4.33682,-2.74703,NA,NA,NA,NA,NA,NA,48.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97980,5,4.30581,-0.0773527,NA,NA,NA,NA,NA,NA,3885.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98291,5,5,0.192723,NA,NA,NA,NA,NA,NA,1820.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98501,5,5,-1.71015,NA,NA,NA,NA,NA,NA,NA,1773.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98638,4.78635,5,-2.84829,NA,NA,NA,NA,NA,NA,NA,1445.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98793,4.37754,4.61854,-3.29258,NA,NA,NA,NA,NA,NA,140.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99131,5,4.7995,-4.13553,NA,NA,NA,NA,NA,NA,1967.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99245,5,5,-4.08873,NA,NA,NA,NA,NA,NA,2089.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99431,3.77719,5,-3.08753,NA,NA,NA,NA,NA,NA,NA,894.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99604,2.28887,5,-1.66333,NA,NA,NA,NA,NA,456.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99789,3.84889,5,-1.01444,NA,NA,NA,NA,NA,NA,2093.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100063,3.14437,5,-0.848936,NA,NA,NA,NA,NA,NA,NA,1168.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100361,3.49379,5,-0.193601,NA,NA,NA,NA,NA,NA,690.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100575,4.4064,4.12202,0.350793,NA,NA,NA,NA,NA,NA,784.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100770,4.69373,4.53917,1.18903,NA,NA,NA,NA,NA,NA,293.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100956,3.16599,5,1.042,NA,NA,NA,NA,NA,NA,243.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101009,2.18677,4.26256,0.504588,NA,NA,NA,NA,NA,NA,217.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101211,4.86049,5,-1.03348,NA,NA,NA,NA,NA,NA,7242.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101452,5,5,-1.05764,NA,NA,NA,NA,NA,NA,4002.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101693,5,4.60501,-0.467737,NA,NA,NA,NA,NA,NA,290.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101815,5,4.84574,-1.06286,NA,NA,NA,NA,NA,NA,4904.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102019,3.57574,5,-0.740733,NA,NA,NA,NA,NA,NA,1281.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102325,3.88823,5,-1.09663,NA,NA,NA,NA,NA,NA,413.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102540,3.94328,5,-0.429265,NA,NA,NA,NA,NA,NA,NA,53.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102610,5,5,0.126046,NA,NA,NA,NA,-5.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102804,4.57507,4.12918,0.339503,NA,NA,NA,167.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103048,5,4.61928,-0.710068,NA,NA,NA,NA,NA,NA,8622.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103268,5,5,-1.97479,NA,NA,NA,NA,NA,NA,5444.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103508,4.64613,2.81946,-2.64266,NA,NA,NA,NA,NA,119.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
