id,x0,x1,x2,fitness8.5,fitness8,fitness7.5,fitness7,fitness9,fitness6.5,fitness10,fitness9.5,fitness6,fitness5,fitness5.5,fitness10.5,fitness4.5,fitness4,fitness3.5
86502,7.28427,8.4392,8.02121,NA,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86654,8.08776,8.90972,9.06577,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86894,8.48434,6.9275,8.70195,NA,NA,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87063,8.32497,7.03785,8.94604,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87247,6.66162,8.74739,6.9232,NA,NA,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87520,7.93356,7.93953,6.109,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87695,8.07897,9.30135,6.66312,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87986,7.94804,8.51022,7.02668,0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88016,6.94963,8.87607,7.86966,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88319,6.59791,8.48819,6.58917,NA,NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88556,7.28062,8.08638,7.78064,NA,NA,NA,NA,NA,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA
88686,6.95101,7.43893,8.8821,NA,NA,NA,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88965,6.44589,6.80622,7.54426,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89093,7.30591,7.96272,9.31209,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89339,6.50827,8.54597,8.93153,NA,NA,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89450,7.56912,8.67014,8.47023,NA,NA,NA,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89753,7.87912,7.83632,7.39037,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89947,7.49105,8.15487,7.687,NA,NA,0.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90122,8.80418,8.80822,7.71126,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90373,8.35383,8.02335,8.33879,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90599,8.35809,7.12336,8.34198,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90718,7.03494,6.88377,7.1618,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90973,7.3968,6.34086,7.70371,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91125,7.10474,6.40881,7.78822,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91336,8.01893,7.60343,7.34811,NA,0.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91532,8.60208,8.07964,8.1018,NA,NA,NA,NA,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91661,7.29686,8.0484,8.44673,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91942,7.20398,8.3717,8.08243,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92128,7.57736,8.90648,8.00047,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92373,7.67174,7.1931,7.94605,NA,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92518,6.88093,6.99276,5.98029,NA,NA,0.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92800,7.1915,8.12256,6.58501,NA,NA,0.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92833,6.58513,7.84963,6.68089,NA,NA,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93063,6.89128,7.63763,7.4819,NA,NA,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93261,5.39248,6.63821,7.66845,NA,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93500,7.80704,7.14369,7.40123,NA,NA,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93611,6.91373,7.81588,7.67531,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93994,6.99101,8.50536,7.11984,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94007,7.68555,8.70265,8.53239,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94376,6.8041,8.37658,8.75137,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94502,7.42751,8.43622,7.69179,0.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94687,7.23773,7.93902,8.10163,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94961,7.73008,8.09142,7.97295,NA,NA,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95167,6.8999,9.23759,8.22689,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95308,6.92283,8.62207,8.52211,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95482,6.89272,7.97511,9.56449,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
95632,6.5,7.15201,8.24378,NA,NA,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95958,7.33232,6.50334,8.8262,NA,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96173,7.92178,7.26868,8.01185,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96221,7.66786,7.33996,7.10679,NA,NA,NA,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96456,8.41099,8.91194,7.49385,NA,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96752,7.81184,9.11392,7.12949,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96898,7.45139,7.29054,4.81629,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97148,7.64161,7.51484,6.58355,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97288,7.86216,8.93757,7.90845,NA,NA,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97443,7.70747,8.64409,8.69763,NA,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA
97762,8.62692,7.52564,8.25527,NA,NA,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98000,7.25651,7.79649,8.21539,NA,0.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98157,8.52984,8.14243,8.12303,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98397,8.16538,7.87384,8.92654,NA,NA,NA,NA,NA,NA,NA,NA,0.315,NA,NA,NA,NA,NA,NA
98578,7.32828,7.36309,8.1733,NA,NA,NA,NA,NA,NA,NA,NA,0.448,NA,NA,NA,NA,NA,NA
98772,6.9415,6.99236,8.32023,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98985,7.68809,7.30005,6.98048,NA,NA,NA,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99111,7.60851,6.12145,6.884,NA,NA,NA,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99366,7.62738,8.07289,6.591,NA,NA,NA,NA,NA,NA,NA,NA,0.295,NA,NA,NA,NA,NA,NA
99564,7.64931,8.46414,7.81392,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99728,7.06813,8.17227,7.22221,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99862,6.83534,8.57665,8.06225,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100092,7.51478,7.50993,7.10261,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100216,8.0928,8.01663,6.80157,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100479,7.38289,7.59804,8.29724,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA
100660,8.11866,8.06809,7.78384,NA,NA,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA,NA
100810,7.87189,7.93252,7.17578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429,NA,NA,NA,NA
101142,7.23303,8.50117,7.47085,NA,NA,NA,NA,NA,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA
101384,8.41788,7.35857,8.31451,NA,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101521,8.5703,7.95162,8.33213,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101652,8.25939,7.8296,7.85863,NA,NA,NA,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101856,8.18618,7.86381,7.86006,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102031,8.00768,9.7124,7.34654,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102365,7.75991,9.12198,7.29697,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102482,7.29808,8.45228,7.12663,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102725,7.68945,7.8218,8.17936,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102824,7.18444,7.48789,7.34569,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103068,7.20093,7.43802,7.57852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426,NA,NA,NA
103324,6.57284,8.24463,7.05674,NA,NA,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103594,6.88035,7.28197,7.26233,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103706,8.42587,6.79099,7.92418,NA,NA,NA,NA,NA,NA,0.278,NA,NA,NA,NA,NA,NA,NA,NA
103946,8.64794,7.88345,6.94355,NA,NA,NA,NA,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104112,8.19841,7.90621,7.094,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104252,8.54333,8.43252,7.04887,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104402,8.25129,7.68531,8.03537,NA,NA,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104690,8.06149,6.79314,8.26195,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104914,8.75939,7.35515,8.07949,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105127,8.06612,8.78536,8.25731,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105216,8.13312,8.27899,8.05258,NA,NA,NA,NA,NA,NA,NA,0.484,NA,NA,NA,NA,NA,NA,NA
105547,8.44332,7.99109,7.05116,NA,NA,NA,NA,NA,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA
105718,7.30912,7.84508,7.48747,NA,NA,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105958,5.57268,8.38095,7.82853,NA,NA,NA,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106008,5.37797,7.47537,8.71965,NA,NA,NA,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106343,4.20076,7.66871,8.0585,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106502,5.08587,8.01955,7.88741,NA,NA,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106787,5.07369,7.26243,8.56358,NA,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106804,4.62509,7.10608,8.52311,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107065,4.88686,7.49194,8.20981,NA,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107269,5.12557,6.16039,7.70701,NA,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107551,6.15219,6.98937,7.92834,NA,NA,NA,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107642,8.0753,8.22672,7.35206,NA,NA,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107945,7.51773,7.92659,8.28275,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108001,8.35318,8.5207,7.70019,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108320,8.58101,8.12074,6.98272,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108561,8.27303,6.6838,7.23495,NA,NA,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108790,9.38857,7.3034,8.71704,NA,NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108803,8.97638,8.32629,8.36848,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109139,8.10404,7.24401,8.31296,NA,NA,NA,NA,0.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109374,7.80706,7.54887,9.8236,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109441,7.70565,7.02582,9.46461,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109798,8.56104,6.60219,8.34759,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109828,7.94061,6.55914,8.0153,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110064,7.04876,6.71122,7.86756,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110320,8.12533,7.10628,7.45072,NA,NA,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110487,8.03681,7.44114,6.29925,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110727,8.40563,8.1633,6.68029,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110814,7.90856,6.82921,7.81122,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111052,7.79223,6.88528,8.70444,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111280,8.1735,6.17655,8.32753,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111419,8.79017,8.22515,8.36514,NA,NA,NA,NA,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111710,7.34842,6.94125,8.82767,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111854,7.8667,7.10654,7.43909,NA,NA,NA,NA,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112087,8.20289,6.92637,6.70118,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112291,7.87636,8.80267,7.12652,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112488,7.994,7.77625,7.82215,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112694,7.50588,8.76015,6.29034,NA,NA,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112900,8.36412,8.19146,6.63156,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113191,7.79653,7.05575,7.13423,NA,NA,NA,NA,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113272,8.52403,7.34541,7.29016,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113448,7.62852,8.60468,6.89073,NA,NA,NA,NA,NA,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA
113773,7.89842,9.64664,6.1823,NA,NA,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113940,6.13209,7.85957,6.41131,NA,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114094,6.5459,8.35724,8.16375,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114280,6.87213,7.82168,6.52888,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114487,7.37223,7.73719,5.33033,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114735,7.64867,7.43751,6.74204,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114830,7.91405,6.46615,7.75798,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115155,8.1373,5.24764,6.56311,NA,NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115397,7.61727,3.50764,8.05309,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115441,7.30063,3.35814,7.17774,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115718,7.93099,4.08881,6.47454,NA,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115826,8.96218,3.8672,5.97949,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116144,8.23366,3.54151,6.80531,NA,NA,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116301,6.72784,3.6851,8.03074,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116484,7.70301,3.86555,8.1519,NA,NA,0.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116611,7.74738,4.53735,9.15538,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116933,7.2858,5.9238,8.00624,NA,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117067,8.25952,4.77716,6.78724,NA,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117273,7.07601,4.03986,7.0905,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117511,8.23318,4.05747,7.65782,NA,NA,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA
117607,7.24698,5.30772,7.61462,NA,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117974,7.88317,7.22661,7.77989,NA,NA,0.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118180,7.86746,7.32336,8.25671,NA,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118361,8.79312,6.65226,7.57827,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118599,8.42101,6.75509,7.76467,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118699,8.45213,7.31268,7.28823,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118805,7.49096,6.43451,7.72152,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119023,7.01029,7.26805,7.81309,NA,NA,NA,NA,NA,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA
119340,8.08119,6.89703,7.71694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334,NA,NA,NA,NA
119594,7.97615,6.82757,7.28873,NA,NA,NA,NA,NA,0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA
119687,7.1096,7.90163,7.56897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878,NA,NA
119932,7.74822,7.48857,6.60966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.702,NA
120051,7.88309,7.12731,6.06896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483,NA
120398,7.41043,7.39889,7.26571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.724
120530,8.36272,8.00282,7.69293,NA,NA,NA,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA
120614,7.94015,7.2859,6.79228,NA,NA,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120971,7.68959,7.15742,8.56683,NA,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121179,6.56208,6.73562,8.06236,NA,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121378,6.08522,7.34353,7.70635,NA,NA,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121460,6.93754,7.91665,8.66548,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121639,7.00246,7.37999,8.23721,NA,0.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121912,5.6694,7.87432,7.70606,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122167,4.35232,7.79895,7.65202,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122201,3.4242,7.48921,8.84034,NA,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122414,3.55971,8.13514,7.50215,NA,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122796,2.10832,7.96029,8.40145,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122858,2.76383,7.66527,7.90803,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123030,2.47286,8.70892,8.16837,NA,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123381,2.44056,8.62101,8.20923,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123578,3.80461,7.94181,8.51344,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123701,1.71585,7.96333,7.44967,NA,NA,NA,NA,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123913,0.897086,7.73775,7.47407,NA,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124105,1.74948,7.9182,7.61204,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124346,3.88467,8.03801,8.85152,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124509,5.04089,8.01907,8.04561,NA,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124772,6.51741,8.12992,8.1201,NA,NA,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124949,6.66212,8.3279,8.82767,NA,NA,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125190,7.59538,7.93971,8.98468,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125388,8.59485,7.93859,7.67964,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125485,8.98406,8.13453,8.08561,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125798,7.98481,7.16057,7.32945,NA,NA,NA,NA,NA,NA,NA,0.473,NA,NA,NA,NA,NA,NA,NA
125901,7.1563,8.15591,7.80514,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA
126144,7.92397,7.42541,6.80565,NA,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126208,9.29538,7.00389,7.30659,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126527,8.39941,7.46376,7.8922,NA,NA,NA,NA,NA,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA
126798,6.87624,7.50099,7.78125,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126902,7.93419,8.05383,6.68412,NA,NA,NA,NA,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127045,8.62778,8.71568,7.87017,NA,NA,NA,NA,NA,NA,NA,0.369,NA,NA,NA,NA,NA,NA,NA
127373,7.0874,9.7293,8.33525,NA,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127516,6.49508,6.98055,8.24524,NA,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127775,7.3739,8.08906,6.77641,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127912,5.75895,7.57973,7.66033,NA,NA,NA,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128107,6.26085,7.55219,7.84055,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128296,7.92969,6.72092,7.47341,NA,NA,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128506,8.04847,7.31536,8.30912,NA,NA,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128619,7.14367,5.74907,7.08064,NA,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128857,8.96337,5.20835,8.69634,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129128,7.57593,5.90837,9.60159,NA,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129239,7.94547,5.68768,7.91265,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129595,7.91753,6.96211,7.79662,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129743,7.37872,7.95168,7.96444,0.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
