id,x0,x1,x2,fitness-3.5,fitness-3,fitness-4.5,fitness-4,fitness-2.5,fitness-2,fitness-1.5,fitness0,fitness0.5,fitness-0.5,fitness-1,fitness-5
99151,1.62256,1.93393,-4.62001,NA,NA,NA,NA,-7.442,NA,NA,NA,NA,NA,NA,NA
99201,1.02461,2.34333,-5,NA,NA,NA,NA,-37.52,NA,NA,NA,NA,NA,NA,NA
99587,1.28675,2.75995,-4.46717,NA,NA,NA,NA,-35.546,NA,NA,NA,NA,NA,NA,NA
99747,0.599746,3.69273,-5,NA,NA,NA,NA,NA,-130.587,NA,NA,NA,NA,NA,NA
99862,1.5781,3.08922,-5,NA,NA,NA,NA,NA,NA,-72.093,NA,NA,NA,NA,NA
100184,2.12923,2.74621,-4.26921,NA,NA,NA,NA,NA,NA,-55.356,NA,NA,NA,NA,NA
100387,1.39891,1.32233,-3.53292,NA,NA,NA,NA,NA,-39.427,NA,NA,NA,NA,NA,NA
100414,1.74277,2.08183,-3.61671,NA,NA,NA,NA,NA,-28.826,NA,NA,NA,NA,NA,NA
100755,1.4307,2.72552,-4.00209,-51.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100944,1.63452,0.482098,-4.41232,NA,-81.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101122,1.40603,0.725689,-4.41092,NA,NA,NA,NA,-54.808,NA,NA,NA,NA,NA,NA,NA
101369,1.26747,0.80033,-4.05801,NA,NA,NA,NA,NA,-67.12,NA,NA,NA,NA,NA,NA
101453,2.38569,1.66155,-4.09133,NA,NA,NA,NA,NA,NA,-27.546,NA,NA,NA,NA,NA
101610,0.554089,0.976404,-4.97526,NA,-90.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101930,-0.802552,0.841136,-5,-238.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102176,-0.39085,0.5705,-4.27547,NA,NA,-249.894,NA,NA,NA,NA,NA,NA,NA,NA,NA
102257,-0.861178,1.00749,-3.78064,NA,NA,NA,-241.767,NA,NA,NA,NA,NA,NA,NA,NA
102549,0.540189,1.79381,-5,NA,-57.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102734,1.19935,0.24141,-5,NA,-146.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102964,0.883849,0.892487,-5,NA,NA,NA,NA,-81.367,NA,NA,NA,NA,NA,NA,NA
103091,1.99706,2.48501,-4.69562,-38.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103396,2.05315,1.39257,-4.246,NA,-16.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103472,1.64991,2.63125,-2.43088,-126.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103718,1.09295,3.83429,-3.54677,NA,-129.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103905,0.344272,2.81472,-4.18382,NA,NA,-137.507,NA,NA,NA,NA,NA,NA,NA,NA,NA
104093,2.19551,2.17598,-5,NA,NA,-98.827,NA,NA,NA,NA,NA,NA,NA,NA,NA
104268,2.63391,4.04535,-5,-171.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104600,2.17344,2.1908,-5,NA,-27.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104750,3.46188,1.99138,-4.47113,NA,-71.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104814,3.07216,2.84064,-4.83478,NA,NA,NA,NA,NA,-82.127,NA,NA,NA,NA,NA,NA
105112,2.79583,3.6246,-4.19143,NA,NA,NA,NA,-108.408,NA,NA,NA,NA,NA,NA,NA
105318,3.04829,2.54178,-3.19537,NA,NA,NA,NA,-98.123,NA,NA,NA,NA,NA,NA,NA
105573,2.97083,2.83188,-3.1874,NA,NA,NA,NA,-110.085,NA,NA,NA,NA,NA,NA,NA
105708,2.61857,2.90383,-4.64483,NA,-61.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105957,1.55584,3.47727,-4.85742,NA,NA,NA,NA,-79.586,NA,NA,NA,NA,NA,NA,NA
106137,0.373896,4.17571,-4.83625,NA,NA,NA,-220.558,NA,NA,NA,NA,NA,NA,NA,NA
106266,0.320764,3.206,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-227.286
106462,1.02652,2.43116,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-163.767
106685,2.18004,2.46281,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-148.205
106918,2.04408,3.30454,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-197.917
107184,2.14158,2.92932,-4.10235,-60.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107207,1.90695,2.04289,-3.63432,NA,NA,NA,NA,-20.149,NA,NA,NA,NA,NA,NA,NA
107423,1.60558,1.2913,-3.8732,NA,-14.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107632,1.18706,2.15894,-5,NA,NA,-93.201,NA,NA,NA,NA,NA,NA,NA,NA,NA
107948,1.4672,2.06043,-5,NA,NA,NA,-81.983,NA,NA,NA,NA,NA,NA,NA,NA
108085,1.05992,1.57857,-4.10489,-32.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108219,0.311697,1.48121,-3.87612,NA,NA,NA,NA,NA,-84.8,NA,NA,NA,NA,NA,NA
108560,-0.216028,1.09335,-4.96618,NA,NA,NA,-172.724,NA,NA,NA,NA,NA,NA,NA,NA
108787,-0.567624,1.42795,-4.71252,-152.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108958,0.0350373,0.868549,-3.71937,NA,-148.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109147,-0.439353,2.27913,-3.90042,NA,NA,NA,NA,-125.418,NA,NA,NA,NA,NA,NA,NA
109261,0.287046,3.09647,-3.84197,NA,-105.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109446,1.60178,1.50029,-5,NA,NA,NA,NA,-18.893,NA,NA,NA,NA,NA,NA,NA
109601,2.32166,2.68806,-4.9483,NA,-42.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109825,2.92942,3.05426,-5,NA,NA,NA,-127.171,NA,NA,NA,NA,NA,NA,NA,NA
110032,2.26327,4.54414,-5,NA,-196.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110322,2.71905,4.28917,-4.95371,NA,NA,NA,NA,NA,-178.06,NA,NA,NA,NA,NA,NA
110572,2.71241,2.56059,-5,NA,NA,NA,NA,NA,-51.352,NA,NA,NA,NA,NA,NA
110768,1.27205,3.2688,-5,NA,NA,NA,-110.492,NA,NA,NA,NA,NA,NA,NA,NA
110940,1.8197,2.50627,-5,NA,NA,NA,-78.942,NA,NA,NA,NA,NA,NA,NA,NA
111145,3.09688,2.89337,-3.85715,-119.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111321,3.06671,1.83003,-5,NA,-59.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111413,2.88644,1.77703,-4.57858,NA,-38.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111717,1.52413,1.33068,-5,NA,NA,NA,-76.603,NA,NA,NA,NA,NA,NA,NA,NA
111864,0.742197,1.74861,-3.34426,NA,NA,NA,-86.363,NA,NA,NA,NA,NA,NA,NA,NA
112131,1.51535,1.06136,-4.46468,NA,-30.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112345,0.622423,0.792679,-4.53081,NA,NA,NA,NA,NA,NA,-147.78,NA,NA,NA,NA,NA
112589,1.06384,0.685831,-4.96522,NA,NA,NA,NA,NA,NA,-136.825,NA,NA,NA,NA,NA
112619,2.21243,1.33851,-5,NA,NA,NA,NA,NA,NA,-38.682,NA,NA,NA,NA,NA
112868,2.65682,1.34217,-3.96646,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.53,NA,NA
113134,2.55704,1.58939,-5,NA,NA,NA,NA,NA,NA,-57.404,NA,NA,NA,NA,NA
113390,1.50073,1.15394,-3.7802,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.128,NA,NA
113445,1.61309,2.11469,-3.9878,NA,NA,NA,NA,NA,-22.784,NA,NA,NA,NA,NA,NA
113785,2.52202,3.08729,-4.09423,NA,NA,NA,NA,NA,-62.946,NA,NA,NA,NA,NA,NA
113901,3.28743,1.60595,-4.89333,NA,NA,NA,NA,-59.322,NA,NA,NA,NA,NA,NA,NA
114049,3.31598,2.02751,-4.62978,NA,NA,NA,NA,NA,-68.403,NA,NA,NA,NA,NA,NA
114297,2.57216,1.54631,-4.31101,NA,NA,NA,NA,NA,-21.062,NA,NA,NA,NA,NA,NA
114535,1.97793,1.29936,-3.21642,NA,-51.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114625,0.0176348,2.52883,-3.29755,NA,NA,NA,NA,NA,NA,-178.42,NA,NA,NA,NA,NA
114905,0.452101,3.55098,-2.90652,NA,NA,NA,NA,NA,NA,NA,NA,NA,-321.526,NA,NA
115164,1.29106,1.77324,-4.82124,NA,NA,NA,NA,NA,NA,-39.524,NA,NA,NA,NA,NA
115375,1.27308,1.81627,-3.72918,NA,NA,NA,NA,-20.956,NA,NA,NA,NA,NA,NA,NA
115593,2.39385,0.993191,-4.51726,NA,NA,NA,NA,-28.919,NA,NA,NA,NA,NA,NA,NA
115705,2.42856,1.1477,-5,NA,NA,NA,NA,NA,-45.489,NA,NA,NA,NA,NA,NA
115940,3.77955,2.16802,-5,NA,NA,NA,NA,-101.015,NA,NA,NA,NA,NA,NA,NA
116114,3.75678,2.24867,-5,NA,NA,NA,NA,-101.155,NA,NA,NA,NA,NA,NA,NA
116234,3.84728,1.76955,-5,-117.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116543,3.05637,1.94849,-5,NA,NA,NA,NA,NA,-57.655,NA,NA,NA,NA,NA,NA
116621,2.69693,1.65814,-4.92981,NA,NA,NA,NA,NA,NA,-44.44,NA,NA,NA,NA,NA
116856,2.06946,1.56447,-5,NA,NA,NA,NA,-17.534,NA,NA,NA,NA,NA,NA,NA
117010,0.777031,2.64106,-5,-67.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117355,0.482037,2.17625,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.652,NA
117402,1.61211,3.75431,-4.0491,NA,NA,NA,NA,NA,-101.374,NA,NA,NA,NA,NA,NA
117674,1.561,3.40272,-5,NA,NA,NA,NA,-77.298,NA,NA,NA,NA,NA,NA,NA
117982,1.7905,1.64357,-4.31755,NA,-3.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118145,2.39643,1.92204,-3.54918,NA,NA,NA,NA,NA,NA,-43.033,NA,NA,NA,NA,NA
118378,2.65613,2.20501,-3.21857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.959,NA
118518,3.67336,2.16473,-4.56315,NA,-91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118732,4.80244,2.83855,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-259.917,NA
118962,4.27372,2.60761,-4.16172,NA,NA,NA,-223.282,NA,NA,NA,NA,NA,NA,NA,NA
119110,4.00479,3.37682,-3.31087,-299.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119232,3.99759,2.9367,-4.30087,-169.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119464,2.52387,2.80597,-3.89968,-70.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119638,1.61107,2.99785,-5,NA,NA,NA,-93.103,NA,NA,NA,NA,NA,NA,NA,NA
119982,2.56799,2.88489,-5,-85.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120162,2.02624,2.99306,-5,NA,NA,NA,NA,NA,-54.084,NA,NA,NA,NA,NA,NA
120334,0.442777,3.91315,-3.90367,NA,-161.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120543,1.37097,2.64039,-5,-65.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120738,1.729,3.02998,-5,NA,-54.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120958,1.47201,1.92755,-4.46388,NA,NA,NA,NA,NA,-13.403,NA,NA,NA,NA,NA,NA
121139,1.59827,2.02382,-5,NA,NA,NA,NA,-18.966,NA,NA,NA,NA,NA,NA,NA
121229,1.76708,1.83997,-4.9196,NA,-18.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121581,2.56422,1.68015,-5,NA,NA,NA,NA,NA,-40.318,NA,NA,NA,NA,NA,NA
121612,2.25286,1.09943,-4.36209,NA,NA,NA,NA,-18.285,NA,NA,NA,NA,NA,NA,NA
121914,3.62537,2.50261,-4.017,NA,NA,NA,NA,NA,NA,-109.692,NA,NA,NA,NA,NA
122009,3.34928,2.0482,-4.781,NA,NA,NA,NA,NA,-66.325,NA,NA,NA,NA,NA,NA
122288,2.98877,2.38142,-5,-68.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122520,2.18176,2.26058,-4.56704,-46.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122735,1.70435,2.24229,-5,-42.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122817,3.02189,1.19513,-5,NA,NA,NA,NA,-55.266,NA,NA,NA,NA,NA,NA,NA
123116,2.05521,1.63857,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-103.073,NA,NA
123310,2.66402,0.0562968,-5,NA,NA,NA,NA,NA,NA,-192.091,NA,NA,NA,NA,NA
123418,2.49891,0.41434,-5,NA,NA,NA,NA,-94.694,NA,NA,NA,NA,NA,NA,NA
123646,2.24827,0.563156,-3.95649,NA,NA,NA,NA,NA,NA,-107.009,NA,NA,NA,NA,NA
123887,3.29336,0.927616,-5,NA,NA,NA,NA,NA,-90.9,NA,NA,NA,NA,NA,NA
124014,3.0599,0.813341,-5,NA,NA,NA,NA,NA,NA,-88.932,NA,NA,NA,NA,NA
124293,3.2596,1.1206,-4.10565,NA,NA,NA,NA,NA,NA,NA,-177.488,NA,NA,NA,NA
124528,3.32275,2.7838,-3.70035,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.261,NA,NA
124705,3.05302,3.45597,-4.62946,NA,NA,NA,NA,NA,NA,-128.53,NA,NA,NA,NA,NA
124838,2.56494,3.95112,-5,NA,NA,NA,NA,NA,-136.814,NA,NA,NA,NA,NA,NA
125124,1.54825,1.5577,-4.13863,NA,NA,NA,NA,NA,NA,-29.294,NA,NA,NA,NA,NA
125232,1.55003,2.10865,-4.76978,NA,NA,NA,NA,-13.948,NA,NA,NA,NA,NA,NA,NA
125518,3.56713,1.78498,-4.25591,NA,-86.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125771,2.81372,1.36593,-4.59341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159.334
125806,1.73839,0.915312,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-161.21
126005,1.44316,1.05602,-4.83893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-144.338
126306,1.40796,2.50214,-5,-51.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126466,1.37818,3.12522,-5,NA,NA,NA,NA,-61.512,NA,NA,NA,NA,NA,NA,NA
126758,1.67263,3.52671,-5,NA,-88.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126877,2.16449,1.32618,-4.71082,NA,NA,NA,NA,-12.951,NA,NA,NA,NA,NA,NA,NA
127181,1.81624,1.52101,-3.93185,-41.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127240,2.5393,2.31202,-4.3749,-43.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127568,3.27586,2.10134,-5,NA,-66.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127623,3.03479,1.6435,-4.20019,NA,NA,NA,NA,NA,-48.695,NA,NA,NA,NA,NA,NA
127848,3.17237,0.801054,-4.45471,NA,-76.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128077,3.91838,0.886538,-4.82878,-141.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128230,3.05351,0.663694,-5,NA,NA,NA,NA,NA,-90.393,NA,NA,NA,NA,NA,NA
128493,0.964956,1.44303,-5,NA,NA,NA,NA,-38.704,NA,NA,NA,NA,NA,NA,NA
128788,0.712933,1.26255,-4.5559,NA,NA,NA,NA,NA,NA,-90.572,NA,NA,NA,NA,NA
128993,1.2019,1.97813,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.201,NA,NA
129200,0.12595,1.9952,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.167,NA
129286,0.536619,2.17361,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159.399,NA,NA
129509,0.813158,2.93065,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.426,NA
129708,1.718,2.1533,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56.234,NA
129867,3.06457,3.10115,-5,NA,NA,NA,NA,NA,NA,NA,-230.55,NA,NA,NA,NA
130009,3.26834,3.24829,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-184.365,NA,NA
130269,3.32955,2.29808,-4.11043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.158,NA
130537,3.10498,2.87598,-4.08624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.247,NA
130694,3.32542,1.01012,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-126.658,NA
130996,3.52805,1.07365,-3.82739,NA,NA,NA,NA,NA,NA,NA,NA,NA,-172.243,NA,NA
131184,2.54468,1.72239,-4.47409,NA,NA,NA,NA,NA,NA,NA,-136.399,NA,NA,NA,NA
131269,1.68941,2.38876,-2.8286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-135.353,NA
131419,1.98968,2.22874,-4.45113,NA,NA,NA,NA,NA,NA,-37.851,NA,NA,NA,NA,NA
131689,1.00453,1.90893,-5,NA,NA,NA,NA,-32.486,NA,NA,NA,NA,NA,NA,NA
131959,1.45483,1.66589,-4.42275,-20.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132141,2.69148,1.01905,-4.96057,NA,NA,NA,-84.432,NA,NA,NA,NA,NA,NA,NA,NA
132399,1.9763,0.272043,-4.9377,NA,NA,NA,NA,NA,-116.944,NA,NA,NA,NA,NA,NA
132464,1.79425,0.636051,-4.43038,NA,NA,NA,NA,NA,-57.605,NA,NA,NA,NA,NA,NA
132662,2.05618,1.82313,-3.71402,NA,NA,NA,NA,NA,NA,-38.684,NA,NA,NA,NA,NA
132916,1.97319,1.95263,-5,NA,NA,NA,NA,NA,-20.931,NA,NA,NA,NA,NA,NA
133087,2.23152,1.5343,-4.36752,NA,-8.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133201,2.01636,1.56025,-4.59725,NA,NA,NA,NA,-5.597,NA,NA,NA,NA,NA,NA,NA
133462,2.45386,0.82936,-4.75167,NA,-45.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133625,1.54959,2.41406,-5,NA,NA,NA,NA,NA,-33.75,NA,NA,NA,NA,NA,NA
133913,1.97015,1.43754,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58.854,NA
134128,2.39709,1.69095,-5,NA,NA,NA,NA,-24.18,NA,NA,NA,NA,NA,NA,NA
134339,2.27445,2.29367,-3.84843,NA,NA,NA,NA,-24.208,NA,NA,NA,NA,NA,NA,NA
134490,2.49475,2.26089,-4.29605,NA,NA,NA,NA,NA,-29.796,NA,NA,NA,NA,NA,NA
134665,2.69367,1.10226,-3.84793,NA,NA,NA,NA,NA,NA,-77.028,NA,NA,NA,NA,NA
134818,2.18784,2.21175,-2.07814,NA,NA,NA,NA,NA,NA,-199.573,NA,NA,NA,NA,NA
135142,1.61167,0.54871,-4.06388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-161.883,NA
135313,2.43444,0.953129,-4.42136,NA,NA,NA,NA,NA,NA,NA,NA,-231.907,NA,NA,NA
135578,1.95692,1.13313,-3.63785,NA,NA,NA,NA,NA,NA,NA,-222.529,NA,NA,NA,NA
135754,3.08145,1.00216,-3.5729,NA,NA,NA,NA,-74.55,NA,NA,NA,NA,NA,NA,NA
135882,3.57164,1.61932,-5,NA,NA,NA,NA,-81.095,NA,NA,NA,NA,NA,NA,NA
136046,3.21962,2.50965,-5,NA,NA,NA,NA,-72.414,NA,NA,NA,NA,NA,NA,NA
136226,3.75893,3.60369,-5,NA,NA,NA,NA,NA,NA,-189.882,NA,NA,NA,NA,NA
136506,3.69281,3.0255,-5,-150.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136677,3.26511,1.78208,-4.11679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-190.087
136944,2.53341,1.11593,-4.24043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-155.317
137051,3.60173,1.55633,-4.92285,NA,NA,-146.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
137262,2.15317,1.96003,-4.36271,-28.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137453,1.80781,2.44211,-5,NA,NA,NA,NA,-28.018,NA,NA,NA,NA,NA,NA,NA
137669,2.20171,1.91927,-4.7726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.148,NA
137858,2.75891,1.8633,-4.69668,NA,NA,NA,NA,NA,-35.999,NA,NA,NA,NA,NA,NA
138057,1.98168,2.88717,-4.23854,NA,NA,NA,NA,NA,NA,-51.92,NA,NA,NA,NA,NA
138227,2.95971,2.67128,-5,NA,NA,NA,NA,-64.21,NA,NA,NA,NA,NA,NA,NA
138414,1.98416,2.98255,-5,NA,-53.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138773,2.15246,0.964102,-5,NA,NA,-129.115,NA,NA,NA,NA,NA,NA,NA,NA,NA
138823,2.86559,0.942264,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-178.944
139099,1.96847,0.903479,-4.55068,NA,NA,NA,-76.116,NA,NA,NA,NA,NA,NA,NA,NA
139378,1.0448,0.811535,-5,NA,NA,NA,-100.244,NA,NA,NA,NA,NA,NA,NA,NA
139462,1.66743,1.57823,-4.99522,NA,NA,NA,-49.167,NA,NA,NA,NA,NA,NA,NA,NA
139734,-0.407017,1.59644,-5,NA,NA,NA,NA,-125.678,NA,NA,NA,NA,NA,NA,NA
139873,-0.282245,2.18686,-5,NA,NA,NA,NA,NA,-116.447,NA,NA,NA,NA,NA,NA
140156,-0.114951,2.12292,-4.43309,NA,NA,NA,NA,NA,-96.669,NA,NA,NA,NA,NA,NA
140373,-0.0775148,2.559,-5,NA,-103.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140516,0.152999,2.67606,-5,-108.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140654,0.967012,1.16759,-4.40172,NA,NA,NA,NA,-42.085,NA,NA,NA,NA,NA,NA,NA
140852,1.64542,0.25428,-3.68787,NA,-122.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141092,1.67921,0.744073,-4.46023,NA,NA,NA,NA,-41.535,NA,NA,NA,NA,NA,NA,NA
141280,0.964636,2.11607,-4.17538,NA,NA,NA,NA,NA,-30.485,NA,NA,NA,NA,NA,NA
141594,2.00988,1.88472,-5,NA,NA,NA,NA,NA,-26.027,NA,NA,NA,NA,NA,NA
141621,0.661936,1.25842,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-103.518,NA
141808,0.725176,2.0803,-4.90718,NA,NA,NA,NA,NA,-48.857,NA,NA,NA,NA,NA,NA
142031,1.76456,2.44382,-5,NA,NA,NA,NA,NA,-35.547,NA,NA,NA,NA,NA,NA
142267,1.07653,0.881178,-4.0365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.116,NA
142498,1.36841,0.313151,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-270.934,NA,NA
142716,0.865375,1.37663,-5,NA,NA,NA,NA,-46.651,NA,NA,NA,NA,NA,NA,NA
142947,0.918586,2.24806,-5,NA,-44.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143036,0.518452,2.25663,-5,NA,NA,NA,NA,-57.077,NA,NA,NA,NA,NA,NA,NA
143237,1.58281,2.38996,-5,NA,-33.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143509,1.09557,3.9982,-3.83954,NA,-140.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143649,1.50861,3.33337,-4.22081,-89.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143872,2.85774,1.42054,-3.7585,NA,NA,NA,NA,-43.614,NA,NA,NA,NA,NA,NA,NA
144032,3.19982,0.846482,-5,NA,NA,NA,NA,NA,-84.751,NA,NA,NA,NA,NA,NA
144218,2.30233,0.693306,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.438,NA
144461,3.01972,0.801537,-4.00689,NA,NA,NA,NA,-67.947,NA,NA,NA,NA,NA,NA,NA
144612,2.31235,2.74645,-4.55383,NA,NA,NA,NA,NA,-38.451,NA,NA,NA,NA,NA,NA
144822,1.02522,2.4809,-5,NA,NA,NA,NA,NA,NA,-62.216,NA,NA,NA,NA,NA
145053,-0.456086,3.17576,-5,NA,NA,NA,NA,NA,NA,-192.203,NA,NA,NA,NA,NA
145277,1.86159,2.20287,-4.21651,NA,NA,NA,NA,NA,NA,-29.207,NA,NA,NA,NA,NA
145472,1.59501,3.94841,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-167.712,NA
145675,1.18491,2.05296,-4.06395,NA,NA,-83.907,NA,NA,NA,NA,NA,NA,NA,NA,NA
145883,1.58914,1.68262,-4.61694,NA,-6.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146001,1.82648,2.11509,-3.71055,NA,NA,NA,NA,NA,NA,-32.423,NA,NA,NA,NA,NA
146366,3.16603,1.66809,-4.15947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.603,NA
146563,4.01784,2.76391,-5,NA,NA,NA,NA,NA,NA,-159.45,NA,NA,NA,NA,NA
146737,3.25748,2.07846,-5,NA,NA,NA,NA,-63.673,NA,NA,NA,NA,NA,NA,NA
146819,1.89669,1.05446,-4.93306,-57.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147006,2.41535,2.00315,-4.89426,NA,NA,NA,NA,-22.312,NA,NA,NA,NA,NA,NA,NA
147215,2.09115,2.15341,-4.21712,NA,NA,NA,NA,NA,-23.027,NA,NA,NA,NA,NA,NA
147565,1.32708,0.837748,-4.14932,NA,NA,NA,NA,NA,-58.4,NA,NA,NA,NA,NA,NA
147757,0.2928,2.43018,-4.5823,NA,NA,NA,NA,NA,NA,-84.541,NA,NA,NA,NA,NA
147828,0.485685,4.10383,-3.99321,NA,NA,NA,NA,NA,-170.847,NA,NA,NA,NA,NA,NA
148049,0.590417,3.07656,-5,NA,NA,NA,NA,NA,-87.903,NA,NA,NA,NA,NA,NA
148261,1.50628,1.97731,-3.27532,-52.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148450,0.198526,2.62378,-4.03074,NA,NA,NA,-133.712,NA,NA,NA,NA,NA,NA,NA,NA
148673,1.26632,1.54838,-2.82658,NA,-70.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
