id,x0,x1,x2,fitness-2.5,fitness-1,fitness-0.5,fitness-2,fitness-1.5,fitness-3,fitness0,fitness-4.5,fitness-5,fitness-3.5,fitness-4
105281,3.09527,0.889308,-4.78863,NA,NA,NA,NA,-84.578,NA,NA,NA,NA,NA,NA
105579,3.29563,0.589393,-5,NA,-143.283,NA,NA,NA,NA,NA,NA,NA,NA,NA
105619,3.30842,1.73865,-5,NA,NA,NA,-73.907,NA,NA,NA,NA,NA,NA,NA
105852,2.04788,1.94624,-5,-17.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106068,0.991752,2.71488,-5,-50.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106394,0.886457,1.92571,-5,NA,NA,NA,NA,NA,-45.224,NA,NA,NA,NA,NA
106506,0.800635,2.41179,-3.66675,NA,NA,NA,-60.323,NA,NA,NA,NA,NA,NA,NA
106766,1.50009,2.23031,-4.85065,NA,NA,NA,NA,-38.416,NA,NA,NA,NA,NA,NA
106838,-0.310342,1.84744,-5,NA,NA,NA,NA,NA,NA,-279.55,NA,NA,NA,NA
107087,0.131914,1.87322,-5,-79.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107310,1.65776,1.45466,-3.86469,-9.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107542,1.65318,0.237573,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-140.59
107643,1.14469,1.21636,-5,-38.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107836,-0.248522,1.65101,-5,NA,NA,NA,-120.645,NA,NA,NA,NA,NA,NA,NA
108189,0.14681,3.0518,-3.81351,NA,NA,NA,NA,-143.21,NA,NA,NA,NA,NA,NA
108239,2.15503,1.63153,-4.2865,NA,NA,NA,-7.045,NA,NA,NA,NA,NA,NA,NA
108401,2.91221,2.18164,-3.92652,NA,NA,NA,NA,NA,-49.113,NA,NA,NA,NA,NA
108773,2.44569,2.50451,-4.6509,-31.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108868,2.22898,1.72772,-4.72469,-11.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109088,0.869386,1.27046,-3.86046,NA,NA,NA,NA,NA,-47.715,NA,NA,NA,NA,NA
109267,1.20033,1.36517,-4.81713,NA,NA,NA,-27.664,NA,NA,NA,NA,NA,NA,NA
109497,1.65899,1.73159,-3.18944,NA,NA,NA,NA,-60.004,NA,NA,NA,NA,NA,NA
109620,3.46353,0.839315,-3.7604,NA,-146.766,NA,NA,NA,NA,NA,NA,NA,NA,NA
109978,3.27428,0.828341,-5,-87.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110092,3.45242,2.47827,-4.71382,NA,NA,NA,-82.52,NA,NA,NA,NA,NA,NA,NA
110339,2.35335,3.26213,-5,NA,NA,NA,-79.032,NA,NA,NA,NA,NA,NA,NA
110573,3.26439,1.39977,-5,NA,NA,NA,-72.417,NA,NA,NA,NA,NA,NA,NA
110669,1.64905,0.664323,-4.57824,NA,NA,NA,NA,-93.137,NA,NA,NA,NA,NA,NA
110983,2.22828,1.5434,-4.13025,NA,-74.676,NA,NA,NA,NA,NA,NA,NA,NA,NA
111193,2.06829,0.184735,-5,-116.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111399,2.83364,-0.462352,-5,-228.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111429,1.33803,0.105113,-5,NA,NA,NA,NA,-227.126,NA,NA,NA,NA,NA,NA
111705,2.57381,1.44792,-3.99079,NA,NA,NA,NA,-38.041,NA,NA,NA,NA,NA,NA
111839,3.64554,1.80497,-3.93138,NA,NA,NA,NA,-112.851,NA,NA,NA,NA,NA,NA
112119,3.13304,1.51157,-5,NA,NA,NA,NA,NA,NA,-178.072,NA,NA,NA,NA
112365,2.19775,1.1527,-4.99963,NA,NA,NA,NA,NA,NA,-147.98,NA,NA,NA,NA
112515,2.59217,0.999358,-4.77151,NA,NA,NA,NA,-67.156,NA,NA,NA,NA,NA,NA
112675,1.00537,0.882154,-5,NA,NA,NA,NA,NA,-74.252,NA,NA,NA,NA,NA
112822,2.53623,1.44007,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.141,NA
113014,3.62628,2.43386,-3.58267,NA,-136.271,NA,NA,NA,NA,NA,NA,NA,NA,NA
113390,2.09768,2.48287,-2.13354,NA,NA,NA,-174.142,NA,NA,NA,NA,NA,NA,NA
113521,2.03028,2.42135,-3.34894,NA,NA,-125.876,NA,NA,NA,NA,NA,NA,NA,NA
113779,-0.0146185,1.98225,-3.48249,NA,NA,NA,NA,-145.169,NA,NA,NA,NA,NA,NA
113862,2.09255,2.56597,-4.74904,-27.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114168,3.32288,3.08499,-5,-105.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114247,2.15165,4.13455,-3.65167,NA,NA,NA,NA,NA,-154.212,NA,NA,NA,NA,NA
114470,2.78548,2.87651,-5,-66.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114724,2.20354,1.23069,-5,NA,-76.592,NA,NA,NA,NA,NA,NA,NA,NA,NA
114939,1.62922,2.17073,-3.9403,NA,NA,NA,NA,-46.343,NA,NA,NA,NA,NA,NA
115132,2.27065,2.30273,-4.07169,NA,NA,NA,NA,NA,-21.974,NA,NA,NA,NA,NA
115362,1.80846,1.87686,-4.28519,NA,NA,NA,-13.056,NA,NA,NA,NA,NA,NA,NA
115544,2.68153,3.00781,-4.20174,NA,NA,NA,-62.438,NA,NA,NA,NA,NA,NA,NA
115631,1.45158,2.91381,-3.78392,NA,NA,NA,-52.872,NA,NA,NA,NA,NA,NA,NA
115994,1.15543,2.03301,-4.94562,NA,NA,NA,NA,NA,-32.067,NA,NA,NA,NA,NA
116125,1.53951,2.51726,-4.47693,NA,NA,NA,-27.822,NA,NA,NA,NA,NA,NA,NA
116244,0.438306,1.44791,-3.16426,NA,NA,NA,-104.337,NA,NA,NA,NA,NA,NA,NA
116534,1.40285,1.36288,-4.4833,NA,NA,NA,NA,NA,-12.228,NA,NA,NA,NA,NA
116674,0.804268,1.61089,-5,NA,NA,NA,-56.68,NA,NA,NA,NA,NA,NA,NA
116824,-0.356308,2.17536,-5,NA,NA,NA,NA,NA,-118.588,NA,NA,NA,NA,NA
117163,1.0602,3.22116,-4.54649,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA
117315,2.33449,1.7445,-4.58487,NA,NA,NA,NA,NA,-17.114,NA,NA,NA,NA,NA
117477,2.74015,-0.180255,-4.8394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-197.945
117675,2.35289,1.39827,-5,NA,NA,NA,NA,-44.184,NA,NA,NA,NA,NA,NA
117892,3.06829,2.01526,-4.77879,-46.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118035,2.62128,1.75685,-5,NA,NA,NA,NA,NA,-33.013,NA,NA,NA,NA,NA
118356,2.8844,2.01322,-4.18416,NA,NA,NA,NA,NA,-38.369,NA,NA,NA,NA,NA
118487,3.40711,2.44338,-4.84432,-77.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118666,2.48167,1.16632,-4.45888,NA,NA,NA,NA,NA,-28.835,NA,NA,NA,NA,NA
118921,3.38579,1.7752,-5,NA,NA,NA,NA,NA,-73.923,NA,NA,NA,NA,NA
119069,2.65414,1.10562,-5,NA,NA,NA,NA,NA,-43.625,NA,NA,NA,NA,NA
119376,1.80398,0.522897,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.222,NA
119597,2.22968,1.18461,-5,NA,NA,NA,NA,NA,-33.609,NA,NA,NA,NA,NA
119613,1.42778,2.09352,-4.61967,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.191,NA
119887,1.48436,1.80063,-4.85267,-12.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120183,1.44881,1.95981,-5,NA,NA,NA,-22.597,NA,NA,NA,NA,NA,NA,NA
120261,0.494899,2.17905,-5,NA,NA,NA,-59.017,NA,NA,NA,NA,NA,NA,NA
120597,1.2298,2.23999,-5,NA,NA,-101.33,NA,NA,NA,NA,NA,NA,NA,NA
120612,2.3221,1.40892,-5,NA,NA,-107.197,NA,NA,NA,NA,NA,NA,NA,NA
120857,1.6139,1.76722,-5,NA,-72.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
121037,2.46666,2.8158,-4.04124,NA,NA,NA,NA,-58.072,NA,NA,NA,NA,NA,NA
121218,2.74025,1.39831,-5,-37.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121539,1.43953,1.84102,-5,-19.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121717,1.66827,1.92483,-4.126,NA,NA,NA,NA,NA,-6.664,NA,NA,NA,NA,NA
121976,3.29936,2.66183,-5,NA,NA,NA,NA,NA,-84.432,NA,NA,NA,NA,NA
122157,3.4441,3.00521,-3.31282,NA,NA,NA,-140.947,NA,NA,NA,NA,NA,NA,NA
122236,2.90653,2.82254,-4.00172,NA,NA,NA,-67.27,NA,NA,NA,NA,NA,NA,NA
122560,1.62227,2.53319,-5,NA,NA,NA,NA,NA,-38.11,NA,NA,NA,NA,NA
122798,1.92524,1.78583,-5,-15.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122867,2.24351,1.95152,-4.6971,NA,NA,NA,-15.998,NA,NA,NA,NA,NA,NA,NA
123135,2.0105,2.07824,-5,NA,NA,NA,NA,NA,-26.055,NA,NA,NA,NA,NA
123375,1.96443,0.660862,-4.11078,NA,NA,NA,-52.482,NA,NA,NA,NA,NA,NA,NA
123469,1.59551,0.43279,-3.80269,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.313,NA
123659,2.31853,1.16918,-3.83756,-25.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123815,3.26452,3.45541,-4.57051,NA,NA,NA,NA,NA,-125.521,NA,NA,NA,NA,NA
124149,2.38901,2.30932,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.864
124294,1.7098,3.31987,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-107.282
124436,3.23785,1.96851,-5,NA,NA,NA,NA,NA,-67.814,NA,NA,NA,NA,NA
124751,3.18824,0.928994,-5,NA,NA,NA,-77.918,NA,NA,NA,NA,NA,NA,NA
124983,2.22343,1.22052,-3.21059,NA,NA,NA,NA,NA,NA,NA,NA,-173.468,NA,NA
125195,2.30898,1.49298,-3.92569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.193
125337,1.8746,1.14259,-3.54483,NA,NA,NA,NA,NA,NA,NA,NA,-159.629,NA,NA
125402,1.4139,1.68575,-3.84682,NA,NA,NA,NA,NA,-26.071,NA,NA,NA,NA,NA
125607,1.28207,1.71477,-5,NA,NA,NA,NA,NA,-25.929,NA,NA,NA,NA,NA
125817,2.03626,1.27973,-4.09588,-8.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126178,0.391031,1.7491,-4.89335,NA,NA,NA,-63.634,NA,NA,NA,NA,NA,NA,NA
126334,0.0937985,2.45026,-5,-88.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126542,0.843862,1.51081,-5,NA,-84.966,NA,NA,NA,NA,NA,NA,NA,NA,NA
126676,2.95352,2.38453,-5,NA,NA,NA,NA,-72.719,NA,NA,NA,NA,NA,NA
126957,4.53193,3.51859,-4.45961,NA,NA,NA,NA,NA,-238.265,NA,NA,NA,NA,NA
127044,5,3.17504,-4.05733,NA,NA,NA,-278.073,NA,NA,NA,NA,NA,NA,NA
127394,5,2.48983,-5,-238.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127574,3.16177,1.95667,-5,-56.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127697,2.18298,0.857482,-4.65781,-33.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127985,2.62497,1.82323,-4.92477,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.511,NA
128185,1.79123,2.0052,-4.69659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.94
128301,1.76987,1.91152,-4.13735,-4.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128401,1.95943,3.14082,-4.04297,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.32,NA
128664,2.15285,2.62531,-3.62036,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.528,NA
128887,2.36541,3.49106,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.289,NA
129095,0.114296,2.88187,-5,NA,NA,NA,-106.36,NA,NA,NA,NA,NA,NA,NA
129260,1.2848,2.74567,-4.47574,NA,-98.354,NA,NA,NA,NA,NA,NA,NA,NA,NA
129579,1.40472,2.46915,-4.49745,NA,NA,NA,-30.14,NA,NA,NA,NA,NA,NA,NA
129662,0.56298,2.40779,-5,-59.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129851,0.59496,1.58894,-3.73397,NA,NA,NA,-69.173,NA,NA,NA,NA,NA,NA,NA
130167,1.45643,1.33978,-3.67457,NA,-79.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
130262,0.661721,2.10287,-4.33354,-38.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130578,2.63289,2.64822,-4.95988,NA,NA,NA,NA,NA,-50.69,NA,NA,NA,NA,NA
130793,1.58656,3.21515,-4.82094,NA,NA,NA,NA,NA,-66.676,NA,NA,NA,NA,NA
130954,1.0774,2.30618,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.274
131025,2.35046,2.05694,-4.79401,NA,NA,NA,NA,NA,NA,NA,-120.406,NA,NA,NA
131338,1.81812,3.0989,-5,NA,NA,NA,NA,NA,NA,NA,NA,-183.028,NA,NA
131565,1.47134,2.64059,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49.148,NA
131617,2.17276,3.20081,-3.99674,-61.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131868,2.9291,3.33053,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.946,NA
132044,2.17052,2.08098,-4.81974,NA,NA,NA,-18.398,NA,NA,NA,NA,NA,NA,NA
132284,2.02568,2.23008,-4.68489,NA,NA,NA,NA,-32.669,NA,NA,NA,NA,NA,NA
132569,2.39641,2.70509,-4.79215,NA,NA,NA,NA,NA,-43.328,NA,NA,NA,NA,NA
132797,1.46177,1.92573,-5,NA,NA,NA,NA,NA,-25.597,NA,NA,NA,NA,NA
132942,1.48253,3.04131,-5,-55.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133181,0.7735,1.73627,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.691,NA
133215,1.78933,2.13844,-3.96656,NA,NA,NA,NA,-25.787,NA,NA,NA,NA,NA,NA
133586,1.95485,1.35207,-4.27251,-4.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133788,2.01751,1.60905,-3.69126,-16.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133826,2.47827,1.31285,-4.2497,-18.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134106,2.65109,2.72718,-4.21215,-46.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134322,0.403893,3.57492,-4.49978,NA,NA,NA,NA,NA,NA,NA,NA,-244.304,NA,NA
134525,0.45554,3.60955,-5,NA,NA,NA,NA,NA,NA,NA,NA,-252.32,NA,NA
134791,1.95519,3.26994,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.061,NA
134994,2.6976,2.13732,-5,NA,NA,NA,NA,NA,-38.125,NA,NA,NA,NA,NA
135051,2.85916,0.986584,-5,NA,NA,NA,-64.435,NA,NA,NA,NA,NA,NA,NA
135341,2.88295,1.80048,-4.19243,NA,NA,NA,NA,NA,-41.45,NA,NA,NA,NA,NA
135512,2.03061,2.43203,-5,NA,NA,NA,NA,NA,NA,NA,NA,-154.101,NA,NA
135618,1.66537,1.6923,-4.2226,NA,NA,NA,NA,NA,NA,NA,NA,-133.868,NA,NA
135879,0.818256,1.00118,-4.8266,NA,NA,NA,NA,NA,NA,NA,-117.511,NA,NA,NA
136020,1.21384,1.186,-4.68469,NA,NA,NA,NA,NA,NA,NA,NA,-151.234,NA,NA
136252,2.0221,1.38995,-5,NA,NA,NA,NA,NA,NA,NA,NA,-144.992,NA,NA
136479,2.39812,2.78464,-4.29036,NA,NA,NA,NA,NA,NA,NA,NA,-148.099,NA,NA
136783,2.72171,1.11779,-4.14112,NA,NA,NA,NA,NA,NA,NA,NA,-163.964,NA,NA
136926,2.50622,1.08868,-5,NA,NA,NA,NA,NA,NA,NA,-119.733,NA,NA,NA
137113,2.34921,2.02319,-5,NA,NA,NA,NA,NA,-30.982,NA,NA,NA,NA,NA
137256,2.34539,2.40398,-5,NA,NA,NA,NA,NA,-43.622,NA,NA,NA,NA,NA
137585,3.61689,2.92817,-5,-117.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137747,2.3257,3.20377,-3.95393,NA,NA,NA,NA,NA,NA,NA,-166.524,NA,NA,NA
137820,1.68061,1.95042,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.107
138183,1.19029,2.205,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.538
138336,2.27691,1.71511,-3.99259,NA,NA,NA,-14.291,NA,NA,NA,NA,NA,NA,NA
138501,2.43828,2.81638,-3.63052,-57.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138742,0.487242,2.51531,-2.41202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-171.042
138897,-0.300814,3.82936,-2.11463,NA,NA,NA,NA,NA,NA,NA,-418.415,NA,NA,NA
139061,-0.447833,2.24736,-1.88148,NA,NA,NA,NA,NA,NA,NA,-370.608,NA,NA,NA
139339,-0.962889,1.00872,-2.2816,NA,NA,NA,NA,NA,NA,NA,NA,NA,-338.784,NA
139509,0.164383,1.79054,-1.75217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-273.738
139689,0.287161,0.712847,-3.13416,NA,NA,NA,NA,NA,NA,NA,-194.571,NA,NA,NA
139853,1.57798,1.82072,-4.18046,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.825,NA
140082,0.873665,1.86988,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.294
140260,1.74418,0.664987,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.938
140458,1.32466,1.67421,-4.89238,NA,NA,NA,NA,NA,NA,NA,-103.24,NA,NA,NA
140625,2.59,1.88462,-5,-29.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140922,3.33179,1.80898,-3.14347,NA,NA,NA,NA,NA,NA,NA,NA,NA,-146.274,NA
141129,2.54327,2.85906,-5,NA,NA,NA,NA,NA,-63.521,NA,NA,NA,NA,NA
141392,2.03146,1.96995,-5,-17.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141403,2.02033,0.2987,-3.30882,NA,NA,NA,-127.919,NA,NA,NA,NA,NA,NA,NA
141759,1.29851,1.06799,-4.23235,NA,NA,NA,-46.956,NA,NA,NA,NA,NA,NA,NA
141819,2.06969,2.26696,-4.69732,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.591,NA
142081,2.12481,1.84259,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58.544
142335,2.08951,1.74348,-5,NA,NA,NA,NA,NA,NA,NA,-94.469,NA,NA,NA
142427,0.516051,2.73401,-4.46272,NA,NA,NA,NA,NA,NA,NA,NA,-186.792,NA,NA
142684,1.52996,1.17643,-5,NA,NA,NA,NA,NA,NA,NA,-89.867,NA,NA,NA
142981,1.48642,0.298405,-5,-121.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143035,2.67678,1.43268,-4.27689,NA,NA,NA,NA,NA,-36.768,NA,NA,NA,NA,NA
143370,3.51628,2.27337,-4.32469,NA,NA,NA,NA,NA,-85.937,NA,NA,NA,NA,NA
143568,2.65863,2.48585,-2.62645,NA,NA,NA,NA,NA,NA,NA,NA,NA,-168.913,NA
143787,2.77252,1.74103,-3.32926,NA,NA,NA,NA,NA,-58.91,NA,NA,NA,NA,NA
143943,2.17473,2.4863,-4.21825,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.621,NA
144105,2.59315,2.09637,-3.47685,-44.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144344,2.56332,2.8035,-3.02857,-95.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144568,0.948669,2.73066,-3.05311,-84.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144724,-0.34064,1.78118,-2.45327,NA,NA,NA,-234.106,NA,NA,NA,NA,NA,NA,NA
144915,-0.445915,2.41064,-3.38795,-152.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145132,1.4027,1.59829,-4.2903,-5.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145275,1.76214,0.953088,-4.72631,NA,-91.691,NA,NA,NA,NA,NA,NA,NA,NA,NA
145482,1.70581,1.66994,-5,NA,-59.301,NA,NA,NA,NA,NA,NA,NA,NA,NA
145655,1.11713,3.09718,-5,NA,NA,NA,-71.506,NA,NA,NA,NA,NA,NA,NA
145955,1.92239,2.79325,-5,NA,NA,NA,-43.847,NA,NA,NA,NA,NA,NA,NA
146102,3.01986,2.65636,-5,NA,NA,NA,-70.245,NA,NA,NA,NA,NA,NA,NA
146374,1.8137,2.66784,-5,NA,NA,NA,-37.959,NA,NA,NA,NA,NA,NA,NA
146466,3.0475,2.31902,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.638
146627,2.1522,2.98675,-5,NA,NA,NA,NA,NA,NA,NA,-121.479,NA,NA,NA
146902,1.33261,3.32755,-5,NA,NA,NA,-84.175,NA,NA,NA,NA,NA,NA,NA
147049,2.01745,2.5179,-5,NA,NA,NA,NA,NA,NA,-144.289,NA,NA,NA,NA
147258,0.82336,3.35391,-4.82508,NA,NA,NA,-89.356,NA,NA,NA,NA,NA,NA,NA
147574,0.291655,2.81465,-5,-87.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147684,-0.823872,1.51476,-5,NA,NA,NA,NA,-208.124,NA,NA,NA,NA,NA,NA
147958,0.121766,1.50787,-5,-87.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148018,1.02665,1.62078,-5,NA,NA,NA,NA,NA,-39.004,NA,NA,NA,NA,NA
148330,0.975797,2.57345,-5,NA,NA,NA,NA,NA,NA,NA,-136.225,NA,NA,NA
148587,1.9455,1.81837,-5,NA,NA,NA,NA,NA,NA,NA,NA,-142.166,NA,NA
148661,3.05872,0.812907,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.738
148898,3.36089,1.40304,-5,NA,NA,NA,NA,NA,NA,NA,-159.03,NA,NA,NA
149115,1.10194,1.66611,-5,NA,NA,NA,NA,NA,NA,NA,-99.567,NA,NA,NA
149226,2.37087,1.07482,-5,NA,NA,NA,NA,NA,NA,NA,NA,-158.168,NA,NA
149423,0.627374,0.814321,-4.37399,NA,NA,NA,NA,NA,NA,NA,NA,-195.875,NA,NA
149783,1.73676,1.55554,-4.07036,NA,NA,NA,NA,NA,NA,NA,NA,-135.934,NA,NA
149836,0.705352,2.02053,-4.1317,NA,NA,NA,NA,NA,NA,NA,NA,-159.021,NA,NA
150035,0.50659,2.30221,-4.13703,NA,NA,NA,NA,NA,NA,NA,NA,-173.199,NA,NA
150353,3.04831,3.07206,-3.54342,NA,NA,NA,NA,NA,NA,NA,NA,-264.517,NA,NA
150467,2.90266,2.39615,-3.31933,NA,NA,NA,NA,NA,NA,NA,NA,NA,-107.655,NA
150782,2.3475,2.13703,-4.23986,NA,NA,NA,NA,NA,-18.117,NA,NA,NA,NA,NA
150888,2.84643,1.77921,-4.63113,-31.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151050,2.73992,1.92117,-5,-35.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151352,3.3947,3.42897,-4.61151,-126.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151430,3.28386,2.504,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.154,NA
151786,2.23527,3.24673,-3.61944,NA,NA,NA,-77.392,NA,NA,NA,NA,NA,NA,NA
151898,1.64923,2.89211,-3.43394,NA,NA,NA,NA,NA,-57.842,NA,NA,NA,NA,NA
152177,2.16051,3.50708,-3.31893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-163.479
152340,3.10388,2.75206,-3.5074,NA,NA,NA,NA,NA,NA,NA,NA,-242.603,NA,NA
152406,1.31085,2.65392,-4.18587,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56.288,NA
152729,2.11107,2.55232,-3.77704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.115
152825,1.84216,2.96997,-4.41193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-102.121
153008,2.46954,2.09183,-3.52858,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59.729,NA
153249,1.60836,2.26679,-3.39763,NA,NA,NA,NA,NA,-35.448,NA,NA,NA,NA,NA
153509,2.19813,2.86346,-3.42754,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.531,NA
153683,1.99338,2.54568,-3.55518,NA,NA,NA,NA,NA,-40.42,NA,NA,NA,NA,NA
153978,2.43886,2.34249,-5,NA,NA,NA,NA,NA,-34.012,NA,NA,NA,NA,NA
154013,1.65369,2.07286,-4.80852,NA,NA,NA,-14.423,NA,NA,NA,NA,NA,NA,NA
154201,2.27592,2.79835,-5,-46.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154577,1.61884,2.74963,-5,NA,NA,NA,-42.269,NA,NA,NA,NA,NA,NA,NA
154685,1.82182,0.859708,-4.08174,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.796,NA
154954,1.6653,1.96837,-5,-17.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155166,1.8541,2.14522,-4.38128,NA,NA,NA,-15.924,NA,NA,NA,NA,NA,NA,NA
155201,1.02698,1.31186,-3.75977,NA,NA,NA,-55.265,NA,NA,NA,NA,NA,NA,NA
155425,0.989326,0.660726,-4.96405,NA,NA,NA,NA,NA,-94.104,NA,NA,NA,NA,NA
155799,0.822809,2.22893,-4.64895,NA,NA,NA,NA,NA,-42.994,NA,NA,NA,NA,NA
155924,0.366763,2.61207,-4.53933,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.03,NA
156194,-0.338207,1.75924,-4.4211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-148.608
156268,0.546495,0.836319,-3.9502,-98.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156477,1.69987,1.29948,-4.56542,NA,NA,NA,-15.448,NA,NA,NA,NA,NA,NA,NA
156756,1.8542,0.543827,-4.25244,NA,NA,NA,NA,NA,-67.567,NA,NA,NA,NA,NA
156848,1.7151,1.19087,-4.91999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.296
157038,0.808861,2.3587,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59.164,NA
157226,-0.257198,1.77699,-5,-112.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157544,-0.0739322,2.63961,-4.84913,NA,NA,NA,-108.313,NA,NA,NA,NA,NA,NA,NA
157669,0.0832552,2.52591,-5,-89.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
