id,x0,x1,x2,fitness-1.5,fitness-3.5,fitness-4,fitness-5,fitness-4.5,fitness-2.5,fitness-1,fitness1,fitness-2,fitness0,fitness0.5,fitness4,fitness4.5,fitness2.5,fitness2,fitness3,fitness5,fitness-0.5,fitness1.5,fitness-3,fitness3.5
66553,1.30656,0.793009,2.78306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.859,NA,NA
66761,0.463103,1.06147,3.6885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.27,NA,NA
66913,0.720856,2.15927,4.6585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67067,0.791034,2.39031,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.662,NA,NA,NA,NA,NA,NA
67370,0.253249,3.74003,4.26146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.851,NA,NA
67521,0.355778,3.86341,4.87104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.359,NA,NA,NA,NA,NA,NA,NA
67602,-0.467378,3.43941,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.754,NA,NA,NA,NA,NA
67919,-0.479237,2.8717,4.6408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.018,NA,NA,NA,NA
68133,0.898988,2.87862,4.38155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.802,NA,NA,NA,NA
68365,1.78363,3.22817,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.125,NA,NA,NA,NA
68523,0.211272,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2214.68,NA,NA,NA,NA
68684,1.11973,2.79729,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-94.533,NA,NA,NA,NA,NA,NA,NA,NA
68899,1.28267,2.68192,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.002,NA,NA,NA,NA,NA,NA,NA,NA,NA
69080,3.90403,3.25425,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56.894,NA,NA,NA,NA,NA,NA,NA
69228,5,4.77326,4.83085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4217.1,NA,NA,NA,NA,NA,NA,NA
69399,5,4.40765,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.211,NA,NA,NA,NA,NA,NA,NA
69678,4.90472,4.3428,4.56431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.726,NA,NA,NA,NA,NA,NA,NA
69940,4.5078,4.89237,4.30422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.226,NA,NA,NA,NA,NA,NA,NA
70001,4.70841,3.71886,4.42319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.012,NA,NA,NA,NA,NA,NA
70243,4.31238,3.75449,4.17823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
70445,4.47229,3.57844,2.32666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.336
70608,2.39863,2.48594,1.71598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.138,NA,NA,NA,NA,NA,NA
70997,3.7988,3.76515,0.622847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.23,NA,NA,NA,NA,NA,NA,NA
71005,2.84696,3.67452,-0.170264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-208.709,NA,NA,NA,NA,NA,NA,NA,NA,NA
71260,3.71716,1.40361,0.0384745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.5
71479,2.30239,0.991122,-0.455933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA
71785,1.19605,0.370104,-0.589153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.951,NA,NA,NA,NA,NA
71936,3.17809,1.69285,-0.475048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.747
72174,3.77405,3.1711,0.208532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.145,NA,NA,NA,NA,NA,NA,NA
72215,3.11055,4.55855,-0.282484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,NA,NA
72573,3.11792,4.77757,-0.239062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107.304,NA,NA,NA
72633,3.05656,5,-0.283542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.851,NA,NA
72963,1.82851,4.35718,0.24769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73020,3.13177,5,-0.329724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59.544,NA,NA
73228,2.65303,3.32022,-2.25357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.832,NA,NA,NA,NA,NA,NA
73507,2.64106,4.729,-2.86929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.825,NA,NA,NA,NA,NA
73669,2.18515,4.29958,-4.84261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.593,NA,NA,NA,NA,NA,NA
73883,0.493322,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.871,NA,NA
74118,-0.452602,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.31,NA,NA,NA,NA,NA,NA
74222,0.503736,5,-4.82104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.502,NA,NA,NA,NA,NA,NA,NA
74453,-1.12901,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.217,NA,NA,NA,NA,NA
74741,-0.557111,4.135,-3.66721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.894
74987,0.24319,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-172.355,NA,NA,NA,NA,NA
75035,0.464721,4.52226,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.764,NA,NA,NA,NA,NA
75262,0.683942,4.59472,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.542,NA,NA,NA,NA,NA,NA,NA,NA
75496,0.93082,3.23048,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
75634,0.225932,1.7095,-4.81486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100.039,NA,NA,NA,NA
75990,-0.467923,-0.198677,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.01
76066,-0.829601,-0.949935,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4868.03,NA,NA,NA,NA,NA,NA,NA,NA
76317,-0.25017,-2.17661,-4.52225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707.703,NA,NA,NA,NA
76555,0.495832,-1.78135,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.906,NA,NA,NA,NA
76643,0.445491,-1.94495,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.613,NA,NA,NA,NA
76984,0.0311299,-1.39567,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167.518,NA,NA,NA,NA
77184,-0.417528,-1.38692,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773.581,NA,NA,NA,NA
77252,0.639511,-1.60174,-4.16881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.728,NA,NA,NA,NA
77465,-0.847011,-0.833347,-2.79752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2049.289,NA,NA,NA,NA
77743,-1.50705,1.00378,-2.33219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.452
77891,-2.76776,1.79891,-3.14689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.696,NA,NA,NA,NA,NA,NA,NA
78039,-4.81487,1.45296,-2.92195,NA,NA,NA,NA,NA,NA,NA,8.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78234,-4.916,2.46578,-3.59756,NA,NA,NA,NA,NA,NA,NA,17.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78514,-4.83634,1.38725,-3.15688,NA,NA,NA,NA,NA,NA,NA,43.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78734,-4.80607,2.63736,-3.17528,NA,NA,NA,NA,NA,NA,NA,2.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78800,-4.08731,2.28406,-4.17902,NA,NA,NA,NA,NA,NA,NA,15.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79137,-5,3.04503,-2.70971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA
79297,-5,4.15571,-3.22034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.234,NA,NA,NA,NA,NA,NA,NA,NA
79401,-4.87611,4.09344,-2.85982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.6,NA,NA,NA,NA
79697,-5,4.42603,-2.86476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.406,NA,NA,NA,NA
79826,-5,5,-0.620656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112.232,NA,NA,NA,NA,NA,NA,NA,NA,NA
80066,-5,2.92451,-0.997974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.584
80304,-5,2.62034,0.403322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.982
80581,-5,3.39089,1.1386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.094,NA,NA,NA,NA,NA,NA,NA
80687,-4.95613,4.35718,0.3896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.651,NA,NA,NA,NA,NA,NA
80996,-5,4.48353,1.31759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.797,NA,NA,NA,NA,NA,NA,NA
81143,-5,3.26669,0.188535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.114,NA,NA,NA,NA,NA,NA,NA
81339,-4.02676,2.90471,-1.57979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.893,NA,NA,NA,NA,NA,NA,NA
81536,-4.11221,3.29681,-1.8352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.144,NA,NA,NA,NA,NA,NA
81603,-3.08437,3.34893,-1.65596,NA,NA,NA,NA,NA,NA,NA,27.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81826,-2.73744,4.17338,-1.38184,NA,NA,NA,NA,NA,NA,NA,53.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82114,-2.70869,4.8793,-0.835831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.318,NA,NA
82336,-1.98101,4.46622,-0.106112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.397,NA,NA,NA
82457,-2.21949,3.52437,1.56619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,NA
82797,-0.369192,2.75423,0.848456,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82803,0.173259,2.72168,0.55913,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83056,-0.36936,4.72484,-0.254231,NA,NA,NA,NA,NA,NA,NA,NA,1593.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83368,0.513167,5,-0.559098,NA,NA,NA,NA,NA,NA,NA,NA,428.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83492,-0.513089,4.75037,0.630059,461.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83618,-1.58015,4.38411,-0.241794,4768.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83840,-1.5627,3.82943,0.656863,NA,NA,NA,NA,NA,NA,586.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84158,-2.29727,4.86903,1.98886,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84270,-2.64005,4.87984,3.5137,NA,NA,NA,NA,NA,NA,NA,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84486,-2.13876,5,3.00369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.322,NA,NA,NA,NA,NA,NA,NA
84678,-0.563197,5,2.51094,NA,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84932,-0.902214,4.85348,1.73978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008.263,NA,NA
85064,0.881437,4.28789,1.3743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.938,NA,NA,NA,NA,NA,NA,NA,NA,NA
85374,1.36994,2.5334,2.1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.095,NA,NA,NA,NA
85411,3.32091,2.86893,2.1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.237,NA,NA,NA,NA,NA,NA,NA,NA,NA
85760,2.67133,2.68403,3.12211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
85920,2.32546,3.08268,3.05223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.314,NA,NA,NA,NA
86189,1.86189,3.96834,2.39777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.384,NA,NA,NA,NA
86210,1.09688,3.24344,3.19373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.892,NA,NA,NA,NA
86538,0.36251,4.59114,4.72127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483.119,NA,NA,NA,NA
86727,1.17044,4.33342,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.582,NA,NA,NA,NA,NA
86818,1.19092,2.80848,4.03757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.204
87017,0.243349,3.6134,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.925,NA,NA,NA,NA,NA,NA,NA,NA,NA
87364,1.09907,4.68594,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.385
87578,0.721888,4.1451,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.338,NA,NA,NA,NA,NA,NA,NA,NA,NA
87729,-0.622613,3.28022,4.36521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.584,NA,NA,NA,NA,NA,NA
87829,-1.11953,2.25743,3.34539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.552
88169,-3.43358,3.13227,2.53817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.625,NA,NA,NA,NA,NA
88328,-2.57391,3.19982,4.09338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.974,NA,NA,NA,NA,NA,NA,NA,NA
88453,-2.16631,3.00831,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.477,NA,NA,NA,NA
88607,-3.86004,4.61947,2.85486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.924,NA,NA,NA,NA
88872,-3.4984,3.79388,3.26171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.09,NA,NA,NA,NA
89041,-5,4.6205,3.87624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.528,NA,NA,NA,NA
89249,-5,5,4.34261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754.097,NA,NA,NA,NA,NA,NA,NA,NA
89589,-4.87532,5,2.63405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.687,NA,NA,NA,NA,NA,NA,NA,NA
89775,-3.01072,4.96001,1.03624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.98,NA,NA,NA,NA
89878,-3.30474,3.18517,2.84856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.632,NA,NA,NA,NA
90164,-3.30668,3.97992,2.94129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.444,NA,NA,NA,NA
90227,-0.952578,1.86637,2.72979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.576,NA,NA,NA,NA,NA,NA,NA,NA,NA
90505,-0.741399,2.625,1.8912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.634,NA,NA,NA,NA,NA
90624,0.640348,1.73547,3.23535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.227
90870,0.813262,1.23054,3.78334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.629
91063,-2.45445,1.75463,2.98407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.329,NA,NA,NA,NA,NA,NA,NA,NA
91208,-0.832089,1.15481,1.22464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.917,NA,NA,NA,NA
91426,0.936035,1.5701,0.703261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.4,NA,NA,NA,NA
91734,-0.718394,2.10421,-0.999097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1162.278,NA,NA,NA,NA
91915,-0.360695,3.2009,-2.1857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-484.743,NA,NA,NA,NA
92076,-0.318002,3.90369,-2.95972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.534,NA,NA,NA,NA
92234,-0.758173,4.34321,-2.18384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2516.746,NA,NA,NA,NA
92469,-2.52913,4.93136,-0.74898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5800.977,NA,NA,NA,NA
92658,-2.82192,5,-0.297853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037.299,NA,NA,NA,NA
92932,-3.74124,4.5432,-0.417265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.831,NA,NA,NA,NA
93143,-5,4.77811,-0.889986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590.554
93343,-5,5,0.642455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.931
93491,-4.41112,5,-0.605336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.207,NA,NA,NA,NA
93795,-5,4.96922,0.690127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981.828,NA,NA,NA,NA
93973,-5,4.73093,0.736526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929.859,NA,NA,NA,NA
94190,-4.27961,4.2821,0.944671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.76,NA,NA,NA,NA
94331,-5,4.07453,2.38438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.11,NA,NA,NA,NA
94505,-5,5,1.27256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.809,NA,NA,NA,NA,NA,NA,NA,NA
94651,-5,5,1.9387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.007
94881,-3.40438,4.46673,3.26634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.941,NA,NA,NA,NA,NA,NA,NA,NA,NA
95053,-2.29935,5,3.53397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.178,NA,NA,NA,NA,NA,NA,NA
95366,-1.57227,4.98909,2.83021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.337,NA,NA,NA,NA,NA,NA
95474,-1.09787,5,3.86932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.983,NA,NA,NA,NA,NA,NA,NA
95729,-1.91566,3.95911,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.167,NA,NA,NA,NA,NA,NA
95868,-3.3088,4.91746,4.51116,NA,NA,NA,NA,NA,NA,NA,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96079,-2.95502,5,4.13033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96264,-2.06849,3.24481,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.546,NA,NA
96480,-3.86564,1.93267,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.145,NA,NA
96692,-2.35788,0.203188,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96845,-2.19357,1.46277,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97038,-2.30511,1.47421,4.71324,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97282,-3.2627,0.746012,4.95669,83.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97492,-2.9224,0.903045,5,NA,NA,NA,NA,NA,NA,NA,NA,-128.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97706,-1.02218,2.60991,5,304.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97928,-1.87362,1.21616,4.91456,NA,NA,NA,NA,NA,NA,NA,NA,626.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98091,-4.43288,2.72461,4.35531,436.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98260,-4.81108,3.06537,3.37409,52.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98481,-4.15498,3.22826,3.61804,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98675,-3.52155,4.58078,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98988,-3.08069,5,4.73661,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99031,-2.56342,3.86144,4.45641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.571,NA
99395,-3.12615,2.75384,4.28532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.484,NA
99400,-3.62608,1.49177,4.80217,NA,4.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99789,-2.91041,1.92773,4.49994,NA,-5.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99819,-1.77973,2.81509,3.98613,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
