id,x0,x1,x2,fitness4,fitness3.5,fitness4.5,fitness6.5,fitness7.5,fitness8,fitness7,fitness9,fitness8.5,fitness9.5,fitness10,fitness10.5,fitness6,fitness5,fitness5.5,fitness2.5,fitness3,fitness2
75628,8.05587,3.9424,8.2661,NA,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75997,8.55937,3.97896,8.11522,NA,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76022,7.49315,4.86272,8.3551,NA,NA,NA,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76300,4.95708,3.74459,6.59494,NA,NA,NA,NA,NA,NA,NA,NA,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA
76499,4.8611,3.85175,7.4657,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76636,5.58402,4.66404,8.04892,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76817,6.29899,5.08021,8.875,NA,NA,NA,NA,NA,NA,-0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77139,5.95792,3.81171,8.02297,NA,NA,NA,NA,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77355,7.3167,4.33974,9.58503,NA,NA,NA,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77549,7.74895,3.53394,8.77902,NA,NA,NA,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77640,7.70236,4.13078,7.30413,NA,NA,NA,NA,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77828,7.00798,4.29738,7.75902,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78111,8.90016,4.87268,7.3799,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118,NA,NA,NA,NA,NA,NA,NA,NA
78299,7.56946,4.29847,6.44692,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344,NA,NA,NA,NA,NA,NA,NA,NA
78426,8.39502,4.02934,7.2709,NA,NA,NA,NA,NA,NA,NA,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78777,8.49492,4.11804,8.37158,NA,NA,NA,NA,NA,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78828,8.65137,3.3714,7.01703,NA,NA,NA,NA,NA,NA,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79033,9.83642,6.14287,8.30837,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79320,10.5,4.74181,7.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.162,NA,NA,NA,NA,NA
79558,8.86631,6.22627,7.98624,NA,NA,NA,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79717,8.88019,7.34562,7.888,NA,NA,NA,NA,NA,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79926,8.96594,7.48203,9.58476,NA,NA,NA,NA,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80082,8.27053,8.27976,10.5,NA,NA,NA,NA,NA,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80367,8.4566,8.27663,10.3048,NA,NA,NA,NA,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80581,8.26103,7.74613,9.62569,NA,NA,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80676,7.25266,7.9332,9.70671,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80938,7.40306,8.61886,9.02151,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81028,7.20195,7.4514,7.50981,NA,NA,NA,NA,0.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81201,8.22259,8.12379,8.70926,NA,NA,NA,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81497,7.89907,5.98543,8.99588,NA,NA,NA,NA,NA,NA,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81618,8.1023,5.25857,8.27677,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81903,7.4608,5.77288,8.36824,NA,NA,NA,NA,NA,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82056,6.29239,6.44228,8.63571,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82363,7.21011,8.22157,7.21767,NA,NA,NA,NA,NA,NA,NA,0.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82448,6.8864,8.38983,7.33775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413,NA,NA,NA,NA,NA,NA,NA,NA
82783,6.43379,7.99673,7.61641,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA
82924,7.47108,10.2688,9.73235,NA,NA,NA,NA,NA,NA,NA,-0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83040,7.04198,7.6345,8.20711,NA,NA,NA,NA,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83297,6.8324,7.23168,8.4077,NA,NA,NA,NA,NA,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA
83438,7.54577,6.2751,7.34723,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83744,7.65093,4.52941,6.51673,NA,NA,NA,NA,NA,NA,NA,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83880,8.07816,4.62997,6.7428,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84167,6.41904,4.42658,8.03339,NA,NA,NA,NA,NA,NA,NA,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA
84375,5.52918,4.25887,7.67856,NA,NA,NA,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84508,6.13814,4.30138,8.79075,NA,NA,NA,NA,NA,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84641,6.56926,4.11269,8.16377,NA,NA,NA,NA,NA,NA,NA,0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84824,7.58541,4.11232,6.92953,NA,NA,NA,NA,NA,0.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85025,7.77016,5.10507,6.94932,NA,NA,NA,NA,NA,NA,NA,NA,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA
85372,7.90091,6.313,8.64614,NA,NA,NA,NA,NA,NA,NA,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA
85454,8.55828,5.88112,7.61643,NA,NA,NA,NA,NA,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85623,9.96814,4.90786,8.61484,NA,NA,NA,NA,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85894,9.20505,8.0508,8.62114,NA,NA,NA,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86099,7.72061,6.73708,8.82782,NA,NA,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86211,6.81653,8.07285,8.81276,NA,NA,NA,NA,NA,NA,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86535,6.15023,7.34746,8.16187,NA,NA,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86618,6.92167,7.37226,8.14482,NA,NA,NA,NA,NA,NA,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86909,6.3348,8.59827,6.9442,NA,NA,NA,NA,NA,NA,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87004,6.13127,9.76678,7.86165,NA,NA,NA,NA,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87238,7.73281,8.58549,7.45095,NA,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87519,7.52884,9.01981,7.11128,NA,NA,NA,NA,NA,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87673,7.168,7.13569,6.6844,NA,NA,NA,NA,NA,NA,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA
87996,8.29681,7.18824,5.59048,NA,NA,NA,NA,NA,NA,NA,NA,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA
88027,7.9602,8.34088,6.21363,NA,NA,NA,NA,NA,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88232,8.80892,7.10264,6.7697,NA,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88538,9.0323,7.5429,7.42383,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA
88662,7.06219,8.14231,6.75775,NA,NA,NA,NA,NA,NA,NA,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88840,6.27582,7.96449,6.70756,NA,NA,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89120,5.66196,8.12848,8.07001,NA,NA,NA,NA,NA,NA,NA,NA,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA
89315,6.83448,8.66253,9.0861,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079,NA,NA,NA,NA,NA,NA,NA,NA
89407,7.29527,7.55609,7.53102,NA,NA,NA,NA,NA,NA,NA,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89611,8.80864,7.70419,7.9978,NA,NA,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89853,7.62775,7.02981,8.17167,NA,NA,NA,NA,NA,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA
90149,6.81091,7.76644,7.58606,NA,NA,NA,NA,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90201,7.55408,7.45559,7.79115,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90401,8.40615,6.43451,6.63143,NA,NA,NA,NA,NA,NA,NA,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90742,7.64736,6.76308,7.13831,NA,NA,NA,NA,NA,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90813,6.94446,5.609,7.82068,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA
91107,8.13855,5.13222,9.1566,NA,NA,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91238,6.80805,4.34968,9.10957,NA,NA,NA,NA,NA,0.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91506,6.60994,4.72579,8.60739,NA,NA,NA,NA,NA,NA,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91617,7.63936,5.08193,7.40332,NA,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91807,8.17451,4.78166,6.80781,NA,NA,0.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92105,7.73089,4.93661,6.93975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193,NA,NA,NA,NA
92234,7.17083,3.81614,7.53572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367,NA,NA,NA
92414,8.15263,5.48559,7.14172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.021,NA,NA,NA,NA,NA
92653,7.54356,6.29711,6.24649,NA,NA,NA,-0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92913,7.07513,6.80888,4.53543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213,NA,NA,NA,NA,NA
93013,6.61624,8.06611,3.31285,NA,NA,NA,NA,NA,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93205,8.36619,7.50867,3.28165,NA,NA,NA,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93535,8.12365,7.93342,3.97535,NA,NA,NA,NA,0.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93601,6.95828,7.82085,3.98501,NA,NA,NA,NA,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93929,6.85041,8.15722,2.20763,NA,NA,NA,NA,NA,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94143,7.31239,8.77919,2.21118,NA,NA,NA,NA,NA,NA,NA,NA,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA
94359,8.27445,8.15781,1.99657,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94547,8.33687,7.33404,1.39532,NA,NA,NA,NA,NA,NA,NA,NA,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA
94666,8.47999,7.03989,2.03945,NA,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94912,8.09858,6.32545,2.7277,NA,NA,NA,NA,NA,NA,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95065,7.48302,6.36765,4.73469,NA,NA,NA,NA,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95345,8.78998,6.141,4.63138,NA,NA,NA,NA,NA,NA,NA,-0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95581,7.90365,7.60243,5.10803,NA,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95682,9.95486,7.19815,6.12337,NA,NA,NA,NA,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95897,8.5292,7.71298,6.17829,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96128,7.28582,8.1881,4.97273,NA,NA,NA,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96340,8.29558,6.545,4.91041,NA,NA,NA,NA,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96407,10.2422,6.74903,4.04801,NA,NA,NA,NA,NA,NA,NA,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96779,10.4106,6.68135,3.49583,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96853,9.68718,7.21077,4.38503,NA,NA,NA,NA,NA,NA,NA,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97073,8.94555,8.89181,5.34484,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.271,NA,NA,NA,NA,NA,NA,NA,NA
97220,8.01043,8.96109,4.99168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.093,NA,NA,NA,NA,NA,NA
97423,9.00786,7.77359,4.18312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248,NA,NA,NA,NA,NA,NA
97697,8.74112,8.18964,5.07822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.097,NA,NA,NA,NA,NA,NA
97862,8.20108,8.28656,6.76764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208,NA,NA,NA,NA,NA,NA
98022,8.16191,8.15448,6.55698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162,NA,NA,NA,NA,NA,NA
98395,8.54025,7.99872,6.59348,NA,NA,NA,NA,NA,NA,NA,NA,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA
98431,8.07146,8.6446,7.1728,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98707,7.76412,8.77666,6.84976,NA,NA,NA,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98818,8.04648,7.46864,7.75936,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99080,7.71645,7.24326,7.52573,NA,NA,NA,NA,NA,NA,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99303,8.64029,6.53671,7.14658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,NA,NA,NA
99487,8.79094,6.93731,7.71916,NA,NA,NA,NA,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99625,8.49032,5.4631,8.49768,NA,NA,NA,NA,NA,NA,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99815,8.2817,6.81912,8.05265,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100073,7.91587,6.54026,7.99288,NA,NA,NA,NA,0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100384,6.81758,7.09103,7.74467,NA,NA,NA,NA,NA,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100425,8.0889,8.47397,6.90903,NA,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100788,9.4908,7.67834,6.48323,NA,NA,NA,NA,NA,NA,NA,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100907,8.79576,7.18101,5.79944,NA,NA,NA,NA,NA,NA,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101114,7.7261,7.41972,5.35106,NA,NA,NA,NA,NA,NA,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101278,7.99536,7.53331,5.95907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA
101483,8.56138,8.07816,6.94592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294,NA,NA,NA,NA,NA,NA,NA
101763,7.20635,8.63555,7.77172,NA,NA,NA,NA,NA,NA,NA,NA,0.646,NA,NA,NA,NA,NA,NA,NA,NA,NA
101995,7.06853,7.85207,8.02612,NA,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102064,7.6883,9.12456,6.98186,NA,NA,NA,NA,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102213,6.94664,8.40853,7.35874,NA,NA,NA,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA
102450,6.05647,8.12947,7.39676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA
102688,4.01886,8.16099,7.48473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.443,NA,NA,NA,NA,NA,NA
102856,2.06346,8.94559,8.01851,NA,NA,NA,NA,NA,NA,NA,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103144,2.14837,8.95725,8.5415,NA,NA,NA,NA,NA,NA,NA,NA,0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA
103228,2.36249,6.76236,8.63004,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103430,3.43062,7.43341,8.47614,NA,NA,NA,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103768,4.27626,7.55732,8.28869,NA,NA,NA,NA,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA
103951,4.95031,6.81923,7.2662,NA,NA,NA,NA,NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104122,5.00574,5.93452,5.10686,NA,NA,NA,NA,NA,-0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104240,5.73269,6.17596,5.58273,NA,NA,NA,NA,NA,NA,-0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104569,6.60497,8.00633,5.35379,NA,NA,NA,NA,NA,NA,NA,NA,0.186,NA,NA,NA,NA,NA,NA,NA,NA,NA
104745,5.93407,8.3566,6.92498,NA,NA,NA,NA,NA,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104863,6.01047,8.26583,7.36062,NA,NA,NA,NA,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105152,6.66901,8.66649,7.92495,NA,NA,NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105360,7.70372,8.4262,8.32868,NA,NA,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105600,7.15107,7.36021,8.22,NA,NA,NA,NA,NA,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105745,6.26431,7.99607,8.2951,NA,NA,NA,NA,NA,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105925,5.88446,7.48215,7.90405,NA,NA,NA,NA,NA,NA,NA,NA,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA
106031,4.79149,8.29439,8.48743,NA,NA,NA,NA,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106275,4.24193,7.22678,8.45654,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106574,4.16845,8.27333,7.56446,NA,NA,NA,NA,NA,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106601,4.74324,7.88477,8.59507,NA,NA,NA,NA,NA,NA,NA,NA,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA
106817,4.47112,6.80609,8.03072,NA,NA,NA,NA,NA,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107149,3.8672,7.13911,7.02297,NA,NA,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107233,2.35027,6.83279,7.62012,NA,NA,NA,NA,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107535,2.71968,8.09192,8.6335,NA,NA,NA,NA,NA,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107741,5.75714,8.01869,7.35303,NA,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107834,4.7394,9.11383,8.20248,NA,NA,NA,NA,NA,NA,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108133,4.33164,9.30795,8.30185,NA,NA,NA,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108382,3.64697,8.55606,7.83794,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108537,3.15842,8.81575,7.80231,NA,NA,NA,NA,NA,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108757,4.50437,7.55446,7.98637,NA,NA,NA,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108802,4.61376,8.33071,7.43343,NA,NA,NA,NA,0.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109091,4.4614,8.52796,7.03174,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109263,5.98132,6.13924,6.902,NA,NA,NA,NA,NA,-0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109473,6.53373,6.55705,7.6673,NA,NA,NA,NA,NA,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109663,7.84215,6.81862,8.25839,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109850,7.73227,6.61762,7.26754,NA,NA,NA,NA,NA,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110130,8.1313,5.69826,6.03653,NA,NA,NA,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110395,8.73463,7.56932,5.34457,NA,NA,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110592,8.08302,7.75121,6.23773,NA,NA,NA,NA,NA,NA,NA,NA,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA
110636,6.88465,9.55035,6.891,NA,NA,NA,NA,NA,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110830,7.10004,8.0271,7.43067,NA,NA,NA,NA,NA,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111196,6.98721,8.89398,5.83843,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111286,8.03223,8.09704,6.95117,NA,NA,NA,NA,NA,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111528,8.17436,6.60608,7.92741,NA,NA,NA,NA,NA,NA,NA,0.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111748,7.58955,6.01078,6.72059,NA,NA,NA,NA,NA,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111963,7.50916,6.42201,6.84037,NA,NA,NA,NA,NA,NA,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112093,8.395,7.64561,6.53699,NA,NA,NA,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112250,7.94418,7.71566,6.20065,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112470,7.12168,7.81647,6.23699,NA,NA,NA,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112702,7.23413,6.28682,7.32648,NA,NA,NA,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112924,6.72788,6.09561,6.81485,NA,NA,NA,NA,NA,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113120,7.74651,5.34727,6.23172,NA,NA,NA,NA,NA,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113397,7.53329,6.52042,4.96995,NA,NA,NA,NA,0.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113470,7.22948,7.76976,5.89582,NA,NA,NA,NA,NA,NA,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA
