id,x0,x1,x2,fitness-4.5,fitness-5,fitness-4,fitness-3,fitness-3.5,fitness-1.5,fitness-2.5,fitness-2
127358,-1.7548,3.13123,-5,-52.461,NA,NA,NA,NA,NA,NA,NA
127576,-0.953152,2.99897,-4.87487,NA,-152.941,NA,NA,NA,NA,NA,NA
127709,-1.72393,2.20812,-5,NA,-176.101,NA,NA,NA,NA,NA,NA
127888,-2.64278,3.49691,-5,NA,-76.714,NA,NA,NA,NA,NA,NA
128125,-1.45256,4.2956,-5,NA,-66.876,NA,NA,NA,NA,NA,NA
128345,-1.6112,4.85119,-5,NA,-77.78,NA,NA,NA,NA,NA,NA
128502,-2.80484,4.75168,-5,NA,-86.074,NA,NA,NA,NA,NA,NA
128794,-2.0957,5,-5,NA,-80.672,NA,NA,NA,NA,NA,NA
128918,-2.13344,4.21899,-5,NA,-56.349,NA,NA,NA,NA,NA,NA
129034,-2.18188,3.483,-5,NA,-47.862,NA,NA,NA,NA,NA,NA
129199,-2.04656,4.85889,-5,NA,-66.814,NA,NA,NA,NA,NA,NA
129557,-2.5792,5,-5,NA,-90.066,NA,NA,NA,NA,NA,NA
129667,-2.31472,5,-5,NA,-76.912,NA,NA,NA,NA,NA,NA
129804,-2.07867,2.98102,-3.98195,NA,-98.14,NA,NA,NA,NA,NA,NA
130028,-2.13791,4.09092,-3.74767,NA,-91.518,NA,NA,NA,NA,NA,NA
130343,-1.53662,5,-5,NA,-81.325,NA,NA,NA,NA,NA,NA
130436,-2.4017,5,-5,-80.285,NA,NA,NA,NA,NA,NA,NA
130660,-0.736997,4.34023,-5,NA,-130.182,NA,NA,NA,NA,NA,NA
130868,-0.963141,4.45942,-5,NA,-83.817,NA,NA,NA,NA,NA,NA
131090,-0.978244,3.16467,-4.35676,NA,-130.418,NA,NA,NA,NA,NA,NA
131331,-2.62361,3.20256,-5,NA,-82.431,NA,NA,NA,NA,NA,NA
131577,-2.5649,3.70042,-5,NA,-57.299,NA,NA,NA,NA,NA,NA
131735,-2.12848,3.59593,-4.57968,-41.962,NA,NA,NA,NA,NA,NA,NA
131831,-3.18385,3.86099,-4.12258,NA,-105.528,NA,NA,NA,NA,NA,NA
132145,-3.49218,5,-4.54226,NA,-138.472,NA,NA,NA,NA,NA,NA
132201,-3.13922,5,-5,-107.002,NA,NA,NA,NA,NA,NA,NA
132514,-2.29735,5,-5,NA,NA,NA,NA,NA,NA,NA,-234.084
132618,-2.70705,4.91552,-4.76758,NA,NA,NA,NA,NA,NA,-180.338,NA
132834,-2.14213,3.68656,-5,NA,NA,NA,NA,-82.892,NA,NA,NA
133181,-1.56793,3.98723,-3.80012,NA,NA,-93.958,NA,NA,NA,NA,NA
133361,-1.44104,3.53357,-4.26981,NA,NA,-59.338,NA,NA,NA,NA,NA
133439,-1.3139,3.30521,-4.91713,NA,NA,-20.468,NA,NA,NA,NA,NA
133598,-1.26933,3.11961,-5,-60.161,NA,NA,NA,NA,NA,NA,NA
133979,-1.16303,3.64013,-5,NA,-64.401,NA,NA,NA,NA,NA,NA
134115,-1.51379,4.201,-5,-33.866,NA,NA,NA,NA,NA,NA,NA
134225,-1.77462,4.63955,-4.92543,NA,-74.038,NA,NA,NA,NA,NA,NA
134429,-0.547749,4.33751,-4.52041,NA,-139.685,NA,NA,NA,NA,NA,NA
134692,-1.55647,5,-4.53359,NA,-85.178,NA,NA,NA,NA,NA,NA
134973,-2.31556,5,-4.3907,NA,-90.828,NA,NA,NA,NA,NA,NA
135177,-3.39382,4.50853,-4.34705,NA,-116.73,NA,NA,NA,NA,NA,NA
135265,-2.90668,5,-4.05788,-109.772,NA,NA,NA,NA,NA,NA,NA
135578,-2.68832,3.90656,-5,NA,NA,NA,NA,-80.978,NA,NA,NA
135648,-2.85496,3.99269,-4.13418,-83.904,NA,NA,NA,NA,NA,NA,NA
135862,-2.11204,4.99198,-5,-70.845,NA,NA,NA,NA,NA,NA,NA
136083,-3.64147,5,-5,NA,-146.116,NA,NA,NA,NA,NA,NA
136269,-2.81136,3.86442,-5,NA,-71.994,NA,NA,NA,NA,NA,NA
136456,-3.39502,3.35342,-5,NA,-109.358,NA,NA,NA,NA,NA,NA
136733,-2.86807,4.98331,-5,NA,NA,-94.681,NA,NA,NA,NA,NA
136904,-3.18049,5,-5,NA,-113.666,NA,NA,NA,NA,NA,NA
137058,-2.75709,4.2708,-5,NA,-74.401,NA,NA,NA,NA,NA,NA
137239,-3.34592,3.20644,-5,NA,-110.304,NA,NA,NA,NA,NA,NA
137494,-1.46634,3.3157,-5,NA,-72.016,NA,NA,NA,NA,NA,NA
137725,-1.63124,4.14438,-3.76284,NA,-75.658,NA,NA,NA,NA,NA,NA
137983,-0.961807,4.30523,-3.36789,NA,-175.75,NA,NA,NA,NA,NA,NA
138065,-3.30782,5,-3.65045,NA,NA,-151.821,NA,NA,NA,NA,NA
138299,-1.50297,5,-4.23072,NA,-89.993,NA,NA,NA,NA,NA,NA
138523,-1.65511,5,-5,NA,-72.771,NA,NA,NA,NA,NA,NA
138599,-1.78321,5,-5,NA,-73.676,NA,NA,NA,NA,NA,NA
138951,-2.58388,5,-4.85016,NA,-91.698,NA,NA,NA,NA,NA,NA
139186,-1.6462,4.24468,-4.7851,NA,-33.832,NA,NA,NA,NA,NA,NA
139390,-1.70207,3.98522,-4.49525,NA,-46.669,NA,NA,NA,NA,NA,NA
139554,-1.95161,4.73414,-5,NA,-57.02,NA,NA,NA,NA,NA,NA
139684,-3.02221,4.64259,-5,NA,-95.852,NA,NA,NA,NA,NA,NA
139809,-1.88991,4.48202,-5,NA,-57.061,NA,NA,NA,NA,NA,NA
140060,-2.08695,5,-4.61021,NA,-80.695,NA,NA,NA,NA,NA,NA
140337,-1.53379,5,-5,NA,-80.298,NA,NA,NA,NA,NA,NA
140572,-1.79359,4.36507,-5,NA,NA,-48.152,NA,NA,NA,NA,NA
140632,-1.13618,5,-3.20961,NA,-181.49,NA,NA,NA,NA,NA,NA
140943,-1.81643,3.81154,-3.39591,NA,-110.573,NA,NA,NA,NA,NA,NA
141059,-1.71139,5,-3.31226,NA,-148.264,NA,NA,NA,NA,NA,NA
141367,-0.726965,4.24366,-4.06825,NA,-120.53,NA,NA,NA,NA,NA,NA
141573,-0.769167,3.33786,-5,NA,-163.179,NA,NA,NA,NA,NA,NA
141683,-1.39012,4.3553,-5,NA,-72.332,NA,NA,NA,NA,NA,NA
141889,-1.6993,4.78815,-4.92465,NA,-84.475,NA,NA,NA,NA,NA,NA
142065,-2.6037,4.95804,-5,NA,-85.051,NA,NA,NA,NA,NA,NA
142368,-2.45316,4.88092,-5,NA,-79.464,NA,NA,NA,NA,NA,NA
142542,-3.39766,3.87744,-4.62476,NA,-102.412,NA,NA,NA,NA,NA,NA
142658,-3.00155,5,-4.95104,-99.702,NA,NA,NA,NA,NA,NA,NA
142933,-3.82289,4.38525,-5,NA,NA,NA,NA,-146.249,NA,NA,NA
143026,-3.1734,5,-5,-106.926,NA,NA,NA,NA,NA,NA,NA
143258,-2.14217,4.79189,-4.75655,-69.602,NA,NA,NA,NA,NA,NA,NA
143508,-4.05198,5,-4.46668,NA,-187.276,NA,NA,NA,NA,NA,NA
143727,-2.70595,4.05031,-4.88801,NA,NA,-65.954,NA,NA,NA,NA,NA
143806,-3.49819,4.32981,-4.85464,NA,-108.9,NA,NA,NA,NA,NA,NA
144196,-1.16504,4.46729,-5,NA,-72.114,NA,NA,NA,NA,NA,NA
144249,-1.12658,5,-4.13443,-106.644,NA,NA,NA,NA,NA,NA,NA
144461,-2.69501,3.23594,-3.62037,NA,-126.822,NA,NA,NA,NA,NA,NA
144725,-1.58197,2.66604,-3.88533,-161.533,NA,NA,NA,NA,NA,NA,NA
144984,-2.71592,3.57654,-4.12377,NA,NA,NA,NA,-115.849,NA,NA,NA
145110,-2.63037,3.60426,-2.81566,NA,NA,NA,NA,-203.154,NA,NA,NA
145208,-2.1374,2.65169,-2.9933,NA,-197.088,NA,NA,NA,NA,NA,NA
145457,-1.86823,2.93947,-2.65063,NA,NA,-248.939,NA,NA,NA,NA,NA
145730,-0.891456,3.02937,-3.84853,-183.163,NA,NA,NA,NA,NA,NA,NA
145857,-1.1308,4.44316,-4.52106,NA,-83.726,NA,NA,NA,NA,NA,NA
146177,-1.6393,4.87277,-4.27851,-85.158,NA,NA,NA,NA,NA,NA,NA
146249,-2.04784,5,-4.00184,-93.095,NA,NA,NA,NA,NA,NA,NA
146580,-2.75324,5,-4.39986,-94.611,NA,NA,NA,NA,NA,NA,NA
146688,-2.85743,5,-4.86592,NA,-95.847,NA,NA,NA,NA,NA,NA
146912,-3.63249,5,-3.92676,-160.554,NA,NA,NA,NA,NA,NA,NA
147108,-2.73606,5,-5,-85.655,NA,NA,NA,NA,NA,NA,NA
147215,-2.04148,5,-4.76586,NA,-83.955,NA,NA,NA,NA,NA,NA
147523,-1.83091,4.6077,-4.71022,NA,-65.008,NA,NA,NA,NA,NA,NA
147783,-1.78841,5,-4.69776,NA,NA,NA,NA,-112.108,NA,NA,NA
147966,-1.55343,4.0813,-5,NA,NA,-29.819,NA,NA,NA,NA,NA
148060,-1.56648,3.50429,-4.92375,-14.663,NA,NA,NA,NA,NA,NA,NA
148295,-1.6005,4.37873,-2.87372,-183.772,NA,NA,NA,NA,NA,NA,NA
148585,-1.53505,4.14796,-3.59053,-107.876,NA,NA,NA,NA,NA,NA,NA
148754,-1.99001,3.86268,-5,NA,-34.516,NA,NA,NA,NA,NA,NA
148894,-0.64649,3.54008,-4.21443,NA,-136.817,NA,NA,NA,NA,NA,NA
149148,-0.71443,5,-5,NA,-132.903,NA,NA,NA,NA,NA,NA
149342,-1.57736,4.24467,-4.39282,-40.445,NA,NA,NA,NA,NA,NA,NA
149518,-2.27114,4.48295,-4.04763,NA,-79.749,NA,NA,NA,NA,NA,NA
149728,-0.965481,4.46712,-3.48894,NA,-148.073,NA,NA,NA,NA,NA,NA
149950,-1.46277,5,-2.89008,NA,-184.945,NA,NA,NA,NA,NA,NA
150066,-1.06364,5,-3.28516,NA,-182.884,NA,NA,NA,NA,NA,NA
150269,-0.177419,4.56083,-4.08757,-192.618,NA,NA,NA,NA,NA,NA,NA
150553,-1.7447,4.56424,-4.52025,NA,-59.722,NA,NA,NA,NA,NA,NA
150745,-1.60476,5,-4.19067,NA,-97.537,NA,NA,NA,NA,NA,NA
150960,-1.711,2.84525,-5,-80.754,NA,NA,NA,NA,NA,NA,NA
151129,-0.13931,3.94207,-5,-247.114,NA,NA,NA,NA,NA,NA,NA
151387,-2.0719,4.72447,-5,NA,NA,-62.631,NA,NA,NA,NA,NA
151471,-1.61923,4.20459,-5,-35.135,NA,NA,NA,NA,NA,NA,NA
151666,-2.11874,3.56549,-4.07021,NA,-75.257,NA,NA,NA,NA,NA,NA
151901,-2.04428,4.43721,-5,NA,-60.056,NA,NA,NA,NA,NA,NA
152011,-1.45949,4.76395,-5,NA,-62.513,NA,NA,NA,NA,NA,NA
152314,-0.887981,3.50615,-5,-65.75,NA,NA,NA,NA,NA,NA,NA
152590,-0.536765,3.55302,-4.89944,NA,NA,-150.838,NA,NA,NA,NA,NA
152732,-0.765831,3.8371,-4.17363,NA,NA,NA,NA,-213.012,NA,NA,NA
152841,-2.52764,2.48398,-5,NA,NA,NA,NA,-164.677,NA,NA,NA
153177,-3.32203,3.09546,-4.72886,NA,NA,-113.976,NA,NA,NA,NA,NA
153353,-1.9421,4.18541,-5,NA,-56.707,NA,NA,NA,NA,NA,NA
153430,-0.694824,4.25479,-4.7401,NA,-139.972,NA,NA,NA,NA,NA,NA
153764,-0.608302,3.63331,-4.16584,NA,-154.749,NA,NA,NA,NA,NA,NA
153895,-1.00179,4.07083,-5,NA,-69.193,NA,NA,NA,NA,NA,NA
154006,-2.29308,4.90226,-5,NA,-77.516,NA,NA,NA,NA,NA,NA
154221,-1.41727,5,-4.91999,NA,NA,-81.766,NA,NA,NA,NA,NA
154413,-1.08568,5,-4.49482,NA,-106.058,NA,NA,NA,NA,NA,NA
154652,-1.49893,4.46817,-5,NA,-61.083,NA,NA,NA,NA,NA,NA
154995,-0.424117,4.51062,-4.72195,NA,-149.45,NA,NA,NA,NA,NA,NA
155012,-1.47761,5,-4.60174,NA,-86.218,NA,NA,NA,NA,NA,NA
155211,-0.956066,4.69888,-4.4567,NA,-90.61,NA,NA,NA,NA,NA,NA
155461,-2.5596,4.50775,-5,NA,NA,NA,NA,-102.8,NA,NA,NA
155633,-2.69301,5,-5,NA,NA,-100.605,NA,NA,NA,NA,NA
155879,-3.36575,5,-5,-119.119,NA,NA,NA,NA,NA,NA,NA
156090,-2.87369,4.98379,-4.59533,NA,-99.871,NA,NA,NA,NA,NA,NA
156225,-2.14498,4.67085,-5,NA,NA,-67.105,NA,NA,NA,NA,NA
156507,-0.771983,5,-5,-104.422,NA,NA,NA,NA,NA,NA,NA
156738,-1.97583,4.62315,-4.19047,NA,-87.865,NA,NA,NA,NA,NA,NA
156954,-0.964752,3.55665,-5,-52.628,NA,NA,NA,NA,NA,NA,NA
157087,-1.2394,4.37732,-5,NA,-68.044,NA,NA,NA,NA,NA,NA
157291,-2.29642,4.09223,-5,NA,-50.73,NA,NA,NA,NA,NA,NA
157443,-2.38764,4.80675,-4.3444,NA,-74.038,NA,NA,NA,NA,NA,NA
157662,-2.77623,3.51633,-5,NA,-74.569,NA,NA,NA,NA,NA,NA
157878,-1.68158,3.60864,-3.22328,NA,-137.38,NA,NA,NA,NA,NA,NA
158039,-1.45716,4.09784,-5,NA,-43.177,NA,NA,NA,NA,NA,NA
158365,-1.95853,3.42021,-5,NA,-60.477,NA,NA,NA,NA,NA,NA
158490,-1.15857,3.28888,-5,NA,NA,-62.474,NA,NA,NA,NA,NA
158635,-0.608507,3.90193,-5,NA,NA,-116.327,NA,NA,NA,NA,NA
158921,-1.19375,4.81169,-5,-80.221,NA,NA,NA,NA,NA,NA,NA
159051,-1.14231,5,-4.70488,NA,NA,-107.437,NA,NA,NA,NA,NA
159289,-2.92639,5,-5,NA,NA,NA,-150.419,NA,NA,NA,NA
159418,-2.44625,4.6789,-3.60956,NA,NA,-126.287,NA,NA,NA,NA,NA
159742,-2.11406,4.76438,-3.62063,NA,NA,-115.42,NA,NA,NA,NA,NA
159874,-2.55631,4.19519,-3.74882,NA,-101.883,NA,NA,NA,NA,NA,NA
160041,-2.34126,4.23121,-4.12193,-59.716,NA,NA,NA,NA,NA,NA,NA
160225,-1.53294,5,-5,NA,-81.66,NA,NA,NA,NA,NA,NA
160455,-1.67356,5,-5,NA,NA,-81.166,NA,NA,NA,NA,NA
160639,-1.88784,5,-5,NA,NA,NA,NA,NA,NA,-167.308,NA
160976,-3.32277,3.06015,-5,NA,NA,-114.332,NA,NA,NA,NA,NA
161166,-2.26256,4.5486,-5,NA,-63.572,NA,NA,NA,NA,NA,NA
161258,-2.1879,4.37641,-5,-50.663,NA,NA,NA,NA,NA,NA,NA
161479,-1.96729,4.48787,-4.56875,NA,-58.298,NA,NA,NA,NA,NA,NA
161634,-2.46048,5,-4.34714,NA,-92.239,NA,NA,NA,NA,NA,NA
161968,-1.93931,3.37158,-3.52647,NA,NA,-151.614,NA,NA,NA,NA,NA
162131,-2.54561,4.36652,-3.97676,NA,-88.105,NA,NA,NA,NA,NA,NA
162250,-3.09318,3.72931,-3.52784,NA,-126.456,NA,NA,NA,NA,NA,NA
162496,-2.19184,5,-5,NA,NA,NA,NA,-88.55,NA,NA,NA
162651,-1.64899,4.10262,-5,NA,NA,-30.144,NA,NA,NA,NA,NA
162835,-2.22187,3.0935,-5,NA,NA,NA,NA,-112.387,NA,NA,NA
163054,-2.35071,3.29409,-4.49443,NA,NA,-62.43,NA,NA,NA,NA,NA
163257,-2.93681,4.39342,-5,NA,-77.381,NA,NA,NA,NA,NA,NA
163491,-3.01954,4.99827,-5,NA,-104.177,NA,NA,NA,NA,NA,NA
163630,-3.26649,4.83986,-4.00701,NA,NA,-126.521,NA,NA,NA,NA,NA
163845,-2.26104,5,-4.63553,-79.874,NA,NA,NA,NA,NA,NA,NA
164173,-3.18322,4.52348,-5,-92.332,NA,NA,NA,NA,NA,NA,NA
164370,-4.2192,5,-5,NA,-200.096,NA,NA,NA,NA,NA,NA
164422,-4.3828,3.44847,-5,NA,-190.227,NA,NA,NA,NA,NA,NA
164765,-3.09556,3.42999,-4.19168,-95.712,NA,NA,NA,NA,NA,NA,NA
164813,-2.22411,3.78576,-4.64606,NA,NA,NA,NA,-74.471,NA,NA,NA
165163,-1.82611,3.37734,-3.91389,-100.827,NA,NA,NA,NA,NA,NA,NA
165226,-1.87096,4.45815,-4.72823,NA,-57.589,NA,NA,NA,NA,NA,NA
165487,-1.93732,4.54157,-4.7645,-53.531,NA,NA,NA,NA,NA,NA,NA
165628,-2.45332,4.01948,-4.87441,NA,NA,-52.894,NA,NA,NA,NA,NA
165844,-2.32152,4.30042,-5,NA,-48.687,NA,NA,NA,NA,NA,NA
166133,-1.59457,4.19184,-4.70332,NA,-44.039,NA,NA,NA,NA,NA,NA
166306,-1.00242,5,-5,NA,-93.483,NA,NA,NA,NA,NA,NA
166408,-0.727503,4.24236,-5,-80.632,NA,NA,NA,NA,NA,NA,NA
166748,-2.27386,2.8449,-4.51851,-89.426,NA,NA,NA,NA,NA,NA,NA
166876,-3.34156,3.94531,-4.30568,NA,-109.848,NA,NA,NA,NA,NA,NA
167069,-4.42155,4.59682,-3.01232,NA,-282.221,NA,NA,NA,NA,NA,NA
167224,-4.84898,4.88544,-3.73246,-292.428,NA,NA,NA,NA,NA,NA,NA
167504,-4.47091,4.84274,-3.03134,NA,NA,NA,NA,-303.288,NA,NA,NA
167618,-4.00366,4.72116,-4.75822,NA,NA,-161.845,NA,NA,NA,NA,NA
167897,-3.71751,5,-5,NA,NA,NA,NA,-155.002,NA,NA,NA
168096,-3.5052,4.13637,-5,NA,NA,-111.44,NA,NA,NA,NA,NA
168307,-3.85695,5,-5,NA,NA,-160.589,NA,NA,NA,NA,NA
168460,-2.20314,4.80513,-4.41388,NA,-73.501,NA,NA,NA,NA,NA,NA
168733,-2.16216,3.21943,-4.18698,NA,NA,NA,NA,NA,NA,-212.733,NA
168820,-2.29641,3.2589,-4.83711,-67.374,NA,NA,NA,NA,NA,NA,NA
169145,-2.21412,3.40835,-5,NA,-52.514,NA,NA,NA,NA,NA,NA
169325,-2.4563,3.15395,-5,NA,-74.811,NA,NA,NA,NA,NA,NA
169512,-1.92949,3.10058,-5,NA,-64.643,NA,NA,NA,NA,NA,NA
169626,-1.64774,4.94321,-4.92885,NA,-74.715,NA,NA,NA,NA,NA,NA
169937,-2.02761,5,-5,-67.577,NA,NA,NA,NA,NA,NA,NA
170119,-1.92377,4.76827,-5,NA,-60.792,NA,NA,NA,NA,NA,NA
170343,-2.35811,4.54632,-5,-55.664,NA,NA,NA,NA,NA,NA,NA
170476,-2.13309,4.47716,-5,NA,-59.088,NA,NA,NA,NA,NA,NA
170603,-2.19047,4.70263,-5,NA,-68.877,NA,NA,NA,NA,NA,NA
170806,-2.64369,3.59232,-5,NA,-67.343,NA,NA,NA,NA,NA,NA
171031,-2.52644,3.9202,-3.83976,-90.227,NA,NA,NA,NA,NA,NA,NA
171233,-1.97299,2.79657,-4.99339,NA,-76.93,NA,NA,NA,NA,NA,NA
171508,-3.1443,3.24717,-5,NA,-97.858,NA,NA,NA,NA,NA,NA
171759,-0.692936,3.93119,-5,NA,-84.047,NA,NA,NA,NA,NA,NA
171806,-1.51734,5,-4.59297,NA,NA,NA,NA,-103.228,NA,NA,NA
172128,-1.3275,5,-4.70155,NA,-95.521,NA,NA,NA,NA,NA,NA
172360,-1.23429,4.94248,-5,NA,-85.513,NA,NA,NA,NA,NA,NA
172522,-2.07249,4.86988,-4.74455,NA,NA,NA,NA,-94.293,NA,NA,NA
172727,-2.27337,5,-4.61331,NA,-79.093,NA,NA,NA,NA,NA,NA
172911,-2.18287,4.97658,-5,NA,-74.536,NA,NA,NA,NA,NA,NA
173129,-2.39415,5,-5,NA,-79.592,NA,NA,NA,NA,NA,NA
173294,-2.05356,5,-5,-73.938,NA,NA,NA,NA,NA,NA,NA
173527,-1.9245,4.85443,-3.30549,-128.001,NA,NA,NA,NA,NA,NA,NA
173683,-2.38682,4.6452,-3.54353,-105.091,NA,NA,NA,NA,NA,NA,NA
173990,-2.81177,4.34206,-4.19963,NA,NA,NA,NA,-100.327,NA,NA,NA
174131,-2.56788,4.00082,-4.3546,NA,-72.97,NA,NA,NA,NA,NA,NA
174296,-2.14183,5,-4.3531,NA,-83.41,NA,NA,NA,NA,NA,NA
174546,-3.3298,5,-3.4304,NA,-169.079,NA,NA,NA,NA,NA,NA
174736,-3.57491,5,-5,NA,NA,-137.25,NA,NA,NA,NA,NA
174984,-3.9837,5,-5,NA,NA,-177.077,NA,NA,NA,NA,NA
175162,-3.49511,5,-5,NA,NA,-135.552,NA,NA,NA,NA,NA
175330,-3.22042,4.20815,-3.76535,-105.237,NA,NA,NA,NA,NA,NA,NA
175551,-1.35604,4.57802,-4.82885,-62.067,NA,NA,NA,NA,NA,NA,NA
175760,-1.78546,2.83854,-4.79417,NA,NA,-86.162,NA,NA,NA,NA,NA
175907,-1.30852,3.69515,-4.1431,NA,NA,NA,-160.508,NA,NA,NA,NA
176182,-1.9665,4.44585,-5,NA,NA,NA,NA,-89.99,NA,NA,NA
176275,-2.94888,3.87527,-5,NA,NA,NA,NA,-103.871,NA,NA,NA
176500,-2.89052,4.42064,-5,NA,NA,-81.404,NA,NA,NA,NA,NA
176656,-3.45257,3.35434,-4.07306,NA,-126.303,NA,NA,NA,NA,NA,NA
176972,-2.14884,3.98552,-4.20184,NA,-67.005,NA,NA,NA,NA,NA,NA
177132,-3.33197,3.94725,-3.53315,NA,-136.26,NA,NA,NA,NA,NA,NA
177332,-2.61872,3.91843,-3.93148,NA,-77.96,NA,NA,NA,NA,NA,NA
177567,-1.76332,3.95641,-4.46357,NA,NA,NA,-158.013,NA,NA,NA,NA
177750,-2.00932,4.08369,-5,-37.529,NA,NA,NA,NA,NA,NA,NA
177874,-3.07851,5,-5,NA,-108.461,NA,NA,NA,NA,NA,NA
178082,-1.7287,5,-5,NA,-72.271,NA,NA,NA,NA,NA,NA
178290,-2.12373,5,-3.92843,NA,-101.831,NA,NA,NA,NA,NA,NA
178404,-2.3509,4.41266,-5,NA,-56.928,NA,NA,NA,NA,NA,NA
178692,-3.04494,4.88102,-5,NA,NA,-104.12,NA,NA,NA,NA,NA
178990,-3.57927,5,-5,-136.989,NA,NA,NA,NA,NA,NA,NA
179081,-2.39959,4.67204,-5,-57.613,NA,NA,NA,NA,NA,NA,NA
179238,-2.42483,5,-4.52054,NA,NA,-89.105,NA,NA,NA,NA,NA
179585,-2.13621,4.46052,-4.97738,NA,-59.054,NA,NA,NA,NA,NA,NA
179778,-2.77833,4.63479,-4.77909,NA,NA,-80.732,NA,NA,NA,NA,NA
179809,-2.69341,5,-4.44446,NA,NA,-95.556,NA,NA,NA,NA,NA
180130,-1.57681,5,-5,NA,-76.114,NA,NA,NA,NA,NA,NA
180285,-0.264867,5,-4.98699,NA,-165.037,NA,NA,NA,NA,NA,NA
180444,-1.97461,4.71309,-5,NA,NA,-71.502,NA,NA,NA,NA,NA
180766,-2.30874,4.59454,-4.7789,NA,-73.385,NA,NA,NA,NA,NA,NA
180949,-2.42596,5,-4.11794,NA,-98.35,NA,NA,NA,NA,NA,NA
181010,-2.54488,3.54148,-4.36112,NA,-68.894,NA,NA,NA,NA,NA,NA
181240,-1.01539,2.40432,-4.84224,-222.06,NA,NA,NA,NA,NA,NA,NA
181462,-1.05953,1.94359,-4.79151,-153.894,NA,NA,NA,NA,NA,NA,NA
181681,-2.29202,2.48919,-4.35073,NA,NA,-129.034,NA,NA,NA,NA,NA
181937,-2.5587,2.96711,-3.78695,NA,-97.459,NA,NA,NA,NA,NA,NA
182121,-1.48476,3.78438,-3.56383,NA,-107.823,NA,NA,NA,NA,NA,NA
182388,-1.77955,4.34741,-2.84356,NA,NA,NA,-280.951,NA,NA,NA,NA
182555,-1.63714,3.27365,-3.04006,-163.573,NA,NA,NA,NA,NA,NA,NA
182704,-1.39669,3.99825,-3.01932,NA,-168.979,NA,NA,NA,NA,NA,NA
182953,-2.37853,4.8103,-5,NA,NA,-92.73,NA,NA,NA,NA,NA
183089,-2.88819,5,-5,NA,-97.596,NA,NA,NA,NA,NA,NA
183207,-2.5552,5,-5,NA,-88.85,NA,NA,NA,NA,NA,NA
183574,-1.82416,3.43407,-5,-24.244,NA,NA,NA,NA,NA,NA,NA
183674,-2.15085,4.50923,-5,NA,-59.756,NA,NA,NA,NA,NA,NA
183885,-1.3274,5,-5,NA,-93.785,NA,NA,NA,NA,NA,NA
184013,-0.864952,4.6604,-4.87772,NA,-86.389,NA,NA,NA,NA,NA,NA
184275,-0.840752,4.22698,-4.37311,NA,NA,-97.22,NA,NA,NA,NA,NA
184439,-1.49137,5,-5,-79.964,NA,NA,NA,NA,NA,NA,NA
184685,-0.424298,4.67827,-5,NA,-177.409,NA,NA,NA,NA,NA,NA
184916,-1.49834,4.20093,-5,NA,-56.371,NA,NA,NA,NA,NA,NA
185151,-0.999411,3.76883,-4.82436,-32.517,NA,NA,NA,NA,NA,NA,NA
185283,-1.68409,3.04118,-4.32311,NA,NA,-69.749,NA,NA,NA,NA,NA
185412,-3.25245,3.01005,-4.67807,-109.802,NA,NA,NA,NA,NA,NA,NA
185687,-2.80737,5,-5,-90.948,NA,NA,NA,NA,NA,NA,NA
185934,-2.69391,3.70584,-5,NA,NA,NA,NA,-76.974,NA,NA,NA
186167,-2.84582,2.89351,-5,NA,NA,NA,NA,NA,NA,NA,-250.65
186290,-2.46999,3.12644,-5,NA,NA,NA,NA,-119.612,NA,NA,NA
186454,-2.33385,3.87054,-5,-35.158,NA,NA,NA,NA,NA,NA,NA
186622,-1.83481,3.6029,-4.57204,NA,-49.769,NA,NA,NA,NA,NA,NA
186843,-2.6809,3.36689,-4.21691,-102.553,NA,NA,NA,NA,NA,NA,NA
187043,-3.23247,5,-4.64786,NA,NA,-114.749,NA,NA,NA,NA,NA
187335,-1.90727,4.14547,-4.98718,-31.11,NA,NA,NA,NA,NA,NA,NA
187397,-2.79185,3.28421,-5,-76.497,NA,NA,NA,NA,NA,NA,NA
187669,-2.41459,4.59301,-4.58949,NA,-66.867,NA,NA,NA,NA,NA,NA
187911,-1.93961,5,-5,-72.836,NA,NA,NA,NA,NA,NA,NA
188029,-0.73932,5,-5,NA,-131.726,NA,NA,NA,NA,NA,NA
188207,-1.02,5,-5,-98.383,NA,NA,NA,NA,NA,NA,NA
188477,-1.83843,5,-5,NA,-76.178,NA,NA,NA,NA,NA,NA
188638,-1.10834,4.0053,-5,NA,-68.476,NA,NA,NA,NA,NA,NA
188813,-1.62651,5,-4.4978,NA,NA,-81.429,NA,NA,NA,NA,NA
189111,-0.534665,5,-5,NA,-127.483,NA,NA,NA,NA,NA,NA
189353,-1.67522,5,-4.69103,NA,-74.453,NA,NA,NA,NA,NA,NA
189574,-1.74519,5,-4.35967,NA,NA,NA,NA,-118.594,NA,NA,NA
189749,-1.77743,5,-4.38019,NA,-85.486,NA,NA,NA,NA,NA,NA
189893,-1.95212,4.24582,-5,NA,-45.82,NA,NA,NA,NA,NA,NA
190093,-1.98347,4.98194,-5,NA,-79.788,NA,NA,NA,NA,NA,NA
190247,-1.39688,5,-5,-77.857,NA,NA,NA,NA,NA,NA,NA
190518,-1.96182,4.85231,-4.90046,NA,-63.525,NA,NA,NA,NA,NA,NA
190642,-0.742077,4.63712,-5,NA,-82.007,NA,NA,NA,NA,NA,NA
190991,-2.08588,5,-4.23212,NA,-83.094,NA,NA,NA,NA,NA,NA
