id,x0,x1,x2,fitness-4,fitness-5,fitness-3.5,fitness-4.5,fitness-3,fitness-2,fitness-1.5,fitness-2.5,fitness-1
119585,-1.61108,4.13793,-4.53844,-32.994,NA,NA,NA,NA,NA,NA,NA,NA
119785,-1.98863,3.79669,-4.6038,NA,NA,NA,NA,-144.973,NA,NA,NA,NA
119842,-2.58443,3.96626,-4.29345,-63.662,NA,NA,NA,NA,NA,NA,NA,NA
120128,-1.81139,4.38619,-5,NA,-50.468,NA,NA,NA,NA,NA,NA,NA
120294,-1.41226,4.36022,-4.79534,-35.757,NA,NA,NA,NA,NA,NA,NA,NA
120491,-1.20465,4.0324,-4.51503,-45.822,NA,NA,NA,NA,NA,NA,NA,NA
120783,-2.22609,3.97915,-4.98866,NA,NA,-80.836,NA,NA,NA,NA,NA,NA
120868,-1.88267,4.53676,-5,NA,NA,NA,NA,-117.484,NA,NA,NA,NA
121032,-2.97652,4.02512,-5,NA,NA,NA,NA,NA,-247.04,NA,NA,NA
121309,-1.73327,3.49871,-5,NA,NA,NA,NA,NA,NA,NA,-169.294,NA
121566,-2.23977,3.78229,-5,NA,NA,NA,NA,-94.418,NA,NA,NA,NA
121749,-1.56223,4.04029,-4.87022,NA,NA,NA,-16.955,NA,NA,NA,NA,NA
121798,-1.47084,3.6244,-5,NA,NA,-89.539,NA,NA,NA,NA,NA,NA
122045,-1.09355,3.08097,-5,NA,-98.475,NA,NA,NA,NA,NA,NA,NA
122238,-0.532785,2.31886,-5,NA,-234.567,NA,NA,NA,NA,NA,NA,NA
122407,-2.35299,3.31284,-5,NA,-52.342,NA,NA,NA,NA,NA,NA,NA
122696,-2.64831,4.38484,-5,NA,-74.524,NA,NA,NA,NA,NA,NA,NA
122947,-3.8248,5,-5,NA,NA,NA,-155.723,NA,NA,NA,NA,NA
123136,-3.485,3.55778,-5,-107.129,NA,NA,NA,NA,NA,NA,NA,NA
123305,-2.48096,3.26567,-5,NA,-69.647,NA,NA,NA,NA,NA,NA,NA
123485,-2.2279,3.84362,-5,NA,-57.785,NA,NA,NA,NA,NA,NA,NA
123610,-2.66191,4.1757,-4.99093,-62.437,NA,NA,NA,NA,NA,NA,NA,NA
123979,-2.13084,5,-5,NA,NA,-92.658,NA,NA,NA,NA,NA,NA
124062,-2.76589,4.81979,-4.30425,NA,NA,-117.287,NA,NA,NA,NA,NA,NA
124359,-1.70213,3.79518,-4.77683,NA,NA,NA,NA,NA,NA,NA,NA,-364.19
124584,-1.14057,4.04607,-5,NA,NA,NA,NA,NA,NA,-372.527,NA,NA
124673,-2.53901,5,-4.6672,NA,NA,-111.188,NA,NA,NA,NA,NA,NA
124851,-1.10108,4.66616,-5,NA,NA,NA,NA,-157.073,NA,NA,NA,NA
125001,-1.54659,4.53057,-4.96302,NA,NA,-82.578,NA,NA,NA,NA,NA,NA
125230,-2.34096,4.39114,-4.82613,NA,NA,NA,NA,-135.622,NA,NA,NA,NA
125401,-2.97856,4.0355,-5,-84.536,NA,NA,NA,NA,NA,NA,NA,NA
125727,-3.48324,4.36508,-5,-109.879,NA,NA,NA,NA,NA,NA,NA,NA
125814,-1.71591,3.54977,-3.82771,NA,-83.968,NA,NA,NA,NA,NA,NA,NA
126012,-2.34315,3.90381,-3.39978,NA,-102.153,NA,NA,NA,NA,NA,NA,NA
126261,-2.4279,4.14282,-4.46748,NA,-67.327,NA,NA,NA,NA,NA,NA,NA
126456,-3.63327,4.09843,-4.90783,NA,NA,NA,-114.129,NA,NA,NA,NA,NA
126667,-1.69051,4.51828,-4.7658,NA,-62.855,NA,NA,NA,NA,NA,NA,NA
126964,-3.52236,5,-5,NA,-136.777,NA,NA,NA,NA,NA,NA,NA
127188,-4.04371,4.90918,-4.43817,NA,-178.165,NA,NA,NA,NA,NA,NA,NA
127230,-3.20618,3.90715,-4.57321,-97.021,NA,NA,NA,NA,NA,NA,NA,NA
127479,-4.79849,4.97895,-5,NA,NA,-275.059,NA,NA,NA,NA,NA,NA
127699,-2.00682,4.19818,-4.59274,NA,-46.733,NA,NA,NA,NA,NA,NA,NA
127838,-3.36098,4.83812,-5,NA,-117.869,NA,NA,NA,NA,NA,NA,NA
128013,-2.80471,4.63463,-5,NA,-82.127,NA,NA,NA,NA,NA,NA,NA
128337,-2.90231,4.21934,-4.22282,NA,NA,NA,NA,-107.988,NA,NA,NA,NA
128564,-2.57477,4.5657,-5,NA,NA,NA,NA,NA,NA,NA,-174.212,NA
128618,-2.03006,4.78532,-5,NA,NA,NA,NA,-143.579,NA,NA,NA,NA
128933,-2.05776,4.3424,-5,NA,NA,-85.321,NA,NA,NA,NA,NA,NA
129108,-1.66208,5,-5,NA,-72.923,NA,NA,NA,NA,NA,NA,NA
129374,-2.50881,5,-4.85868,-88.04,NA,NA,NA,NA,NA,NA,NA,NA
129580,-1.67344,4.86499,-5,-81.204,NA,NA,NA,NA,NA,NA,NA,NA
129676,-1.80929,4.30362,-5,NA,NA,NA,NA,-121.69,NA,NA,NA,NA
129932,-2.14584,4.30548,-4.77722,NA,NA,NA,-49.252,NA,NA,NA,NA,NA
130029,-1.01509,5,-3.47903,NA,-154.606,NA,NA,NA,NA,NA,NA,NA
130303,-1.72426,5,-3.85321,NA,-95.744,NA,NA,NA,NA,NA,NA,NA
130557,-2.18004,5,-5,NA,-78.1,NA,NA,NA,NA,NA,NA,NA
130627,-2.26677,5,-5,NA,NA,NA,-78.73,NA,NA,NA,NA,NA
130819,-0.716721,4.67289,-5,NA,-84.13,NA,NA,NA,NA,NA,NA,NA
131096,-0.486017,4.16188,-5,NA,-99.356,NA,NA,NA,NA,NA,NA,NA
131313,-0.641397,5,-4.97851,NA,-133.066,NA,NA,NA,NA,NA,NA,NA
131516,-0.938802,5,-5,NA,-102.566,NA,NA,NA,NA,NA,NA,NA
131679,-0.952932,4.32317,-4.28371,NA,-116.39,NA,NA,NA,NA,NA,NA,NA
131829,-2.18656,3.99186,-5,NA,-51.388,NA,NA,NA,NA,NA,NA,NA
132162,-1.84196,5,-5,NA,-76.057,NA,NA,NA,NA,NA,NA,NA
132218,-1.32421,5,-5,NA,-93.772,NA,NA,NA,NA,NA,NA,NA
132459,-1.08896,4.01029,-5,NA,-69.691,NA,NA,NA,NA,NA,NA,NA
132703,-1.85109,4.84929,-5,NA,-69.879,NA,NA,NA,NA,NA,NA,NA
132878,-1.48191,5,-5,NA,-86.3,NA,NA,NA,NA,NA,NA,NA
133004,-2.47327,5,-5,NA,-84.04,NA,NA,NA,NA,NA,NA,NA
133316,-2.33777,5,-5,NA,-77.434,NA,NA,NA,NA,NA,NA,NA
133481,-1.88255,5,-5,NA,NA,NA,-73.204,NA,NA,NA,NA,NA
133713,-3.13474,5,-4.74682,NA,NA,NA,-105.794,NA,NA,NA,NA,NA
133960,-2.4275,5,-4.55995,NA,-86.282,NA,NA,NA,NA,NA,NA,NA
134142,-2.22513,4.49684,-5,NA,-61.422,NA,NA,NA,NA,NA,NA,NA
134224,-1.25085,5,-4.33455,NA,NA,NA,-96.803,NA,NA,NA,NA,NA
134541,-0.85342,5,-3.70193,NA,-161.17,NA,NA,NA,NA,NA,NA,NA
134762,-1.18522,4.58445,-2.66359,-264.233,NA,NA,NA,NA,NA,NA,NA,NA
134967,-0.314848,4.26652,-3.60558,NA,NA,-248.494,NA,NA,NA,NA,NA,NA
135067,-1.80475,4.43454,-3.90468,NA,NA,NA,-87.908,NA,NA,NA,NA,NA
135210,-0.787241,4.47115,-4.90449,-110.603,NA,NA,NA,NA,NA,NA,NA,NA
135561,-1.72041,5,-5,NA,-72.335,NA,NA,NA,NA,NA,NA,NA
135729,-0.542541,5,-5,NA,-126.402,NA,NA,NA,NA,NA,NA,NA
135820,-1.54273,4.61279,-5,-61.041,NA,NA,NA,NA,NA,NA,NA,NA
136099,-2.03584,4.46084,-5,NA,-59.001,NA,NA,NA,NA,NA,NA,NA
136366,-2.05447,4.06605,-4.9914,-34.604,NA,NA,NA,NA,NA,NA,NA,NA
136535,-1.8708,3.19808,-5,NA,NA,NA,-49.42,NA,NA,NA,NA,NA
136753,-1.63632,3.24506,-3.46089,NA,-145.571,NA,NA,NA,NA,NA,NA,NA
136852,-2.30958,4.13247,-4.30973,NA,-76.353,NA,NA,NA,NA,NA,NA,NA
137090,-3.37423,3.88242,-5,NA,-94.844,NA,NA,NA,NA,NA,NA,NA
137258,-1.7631,3.80128,-4.55161,NA,-44.588,NA,NA,NA,NA,NA,NA,NA
137530,-1.8345,5,-3.70451,NA,NA,NA,-111.479,NA,NA,NA,NA,NA
137696,-1.36405,5,-4.99243,NA,-93.79,NA,NA,NA,NA,NA,NA,NA
137836,-1.38941,4.98624,-4.99143,NA,-91,NA,NA,NA,NA,NA,NA,NA
138009,-2.01388,5,-5,NA,-81.889,NA,NA,NA,NA,NA,NA,NA
138217,-2.06133,4.99204,-5,NA,-80.692,NA,NA,NA,NA,NA,NA,NA
138534,-1.61245,4.70543,-5,NA,-76.511,NA,NA,NA,NA,NA,NA,NA
138794,-0.357319,5,-5,NA,NA,NA,-150.297,NA,NA,NA,NA,NA
138903,-1.8739,4.89616,-5,NA,-71.972,NA,NA,NA,NA,NA,NA,NA
139128,-2.06515,3.70078,-5,-35.776,NA,NA,NA,NA,NA,NA,NA,NA
139339,-2.33139,3.44715,-4.19296,NA,NA,-130.356,NA,NA,NA,NA,NA,NA
139491,-3.41011,4.02908,-5,-102.814,NA,NA,NA,NA,NA,NA,NA,NA
139787,-4.11812,4.18695,-5,NA,-161.838,NA,NA,NA,NA,NA,NA,NA
139984,-2.55778,5,-4.3519,NA,NA,NA,-92.515,NA,NA,NA,NA,NA
140043,-2.35104,5,-5,NA,-75.996,NA,NA,NA,NA,NA,NA,NA
140288,-3.75919,4.93159,-5,NA,-150.438,NA,NA,NA,NA,NA,NA,NA
140490,-1.56645,5,-4.66661,NA,NA,NA,-81.971,NA,NA,NA,NA,NA
140717,-0.830216,5,-4.11299,NA,-124.393,NA,NA,NA,NA,NA,NA,NA
140957,-1.44274,3.7275,-5,NA,NA,NA,-7.574,NA,NA,NA,NA,NA
141114,-0.991199,2.55576,-5,-162.135,NA,NA,NA,NA,NA,NA,NA,NA
141367,-0.45206,3.82203,-5,NA,NA,-237.261,NA,NA,NA,NA,NA,NA
141552,-0.707545,3.91535,-5,NA,-83.883,NA,NA,NA,NA,NA,NA,NA
141640,-1.81161,4.12588,-5,NA,-43.555,NA,NA,NA,NA,NA,NA,NA
141939,-1.48259,5,-3.96102,NA,-108.27,NA,NA,NA,NA,NA,NA,NA
142152,-2.15694,5,-4.21435,NA,-88.583,NA,NA,NA,NA,NA,NA,NA
142230,-2.4049,4.1007,-3.82517,NA,-81.437,NA,NA,NA,NA,NA,NA,NA
142570,-3.55265,4.59901,-3.69608,NA,-158.491,NA,NA,NA,NA,NA,NA,NA
142762,-3.50311,4.27573,-4.92976,NA,-107.833,NA,NA,NA,NA,NA,NA,NA
142975,-3.92527,5,-5,NA,-172.849,NA,NA,NA,NA,NA,NA,NA
143194,-3.26205,5,-5,NA,-121.842,NA,NA,NA,NA,NA,NA,NA
143199,-2.85742,5,-4.68169,NA,-97.858,NA,NA,NA,NA,NA,NA,NA
143432,-1.95197,4.77041,-5,NA,-59.206,NA,NA,NA,NA,NA,NA,NA
143792,-1.30842,4.43457,-5,NA,-64.16,NA,NA,NA,NA,NA,NA,NA
143848,-1.136,5,-5,NA,-87.365,NA,NA,NA,NA,NA,NA,NA
144073,-1.64205,5,-5,NA,NA,NA,-81.746,NA,NA,NA,NA,NA
144242,-2.77182,5,-5,NA,-94.846,NA,NA,NA,NA,NA,NA,NA
144493,-2.24287,3.87524,-5,NA,NA,NA,-46.121,NA,NA,NA,NA,NA
144598,-1.91157,4.43714,-4.82056,NA,NA,NA,-49.378,NA,NA,NA,NA,NA
144992,-2.21761,4.33484,-4.6702,NA,NA,NA,-54.094,NA,NA,NA,NA,NA
145001,-2.59804,5,-2.08844,NA,-278.799,NA,NA,NA,NA,NA,NA,NA
145221,-2.61818,4.71251,-2.926,NA,NA,-184.037,NA,NA,NA,NA,NA,NA
145410,-3.17331,5,-3.89825,NA,NA,NA,NA,-187.068,NA,NA,NA,NA
145641,-2.13091,5,-4.34314,NA,NA,-120.019,NA,NA,NA,NA,NA,NA
145910,-1.75521,5,-5,-80.35,NA,NA,NA,NA,NA,NA,NA,NA
146132,-2.15471,5,-4.04034,NA,NA,-115.347,NA,NA,NA,NA,NA,NA
146382,-1.92516,3.86479,-3.0213,NA,NA,NA,-148.25,NA,NA,NA,NA,NA
146518,-1.45189,4.78664,-3.52505,NA,NA,NA,-129.459,NA,NA,NA,NA,NA
146675,-1.86858,4.29521,-3.56154,-128.63,NA,NA,NA,NA,NA,NA,NA,NA
146908,-2.03488,4.44696,-5,NA,-59.63,NA,NA,NA,NA,NA,NA,NA
147049,-1.86005,5,-5,NA,-77.263,NA,NA,NA,NA,NA,NA,NA
147217,-1.69817,5,-5,NA,NA,NA,-77.142,NA,NA,NA,NA,NA
147554,-3.03842,3.77513,-4.38966,NA,-80.784,NA,NA,NA,NA,NA,NA,NA
147695,-4.54143,3.39893,-3.71046,NA,-242.355,NA,NA,NA,NA,NA,NA,NA
147871,-3.91704,4.0392,-2.81362,NA,-237.291,NA,NA,NA,NA,NA,NA,NA
148123,-3.28985,5,-2.2822,NA,-281.141,NA,NA,NA,NA,NA,NA,NA
148224,-3.16474,4.47228,-2.92245,NA,NA,NA,-179.191,NA,NA,NA,NA,NA
148432,-2.62891,4.61666,-2.52408,NA,-198.019,NA,NA,NA,NA,NA,NA,NA
148676,-4.5263,5,-3.409,NA,-280.587,NA,NA,NA,NA,NA,NA,NA
148955,-5,5,-4.02507,NA,-311.045,NA,NA,NA,NA,NA,NA,NA
149030,-3.7992,5,-5,NA,NA,NA,-152.09,NA,NA,NA,NA,NA
149343,-1.77331,4.89463,-4.17968,NA,-83.936,NA,NA,NA,NA,NA,NA,NA
149509,-2.93971,5,-4.06317,NA,-114.994,NA,NA,NA,NA,NA,NA,NA
149733,-3.51553,5,-4.82272,-133.495,NA,NA,NA,NA,NA,NA,NA,NA
149957,-2.61354,4.54505,-3.25156,-138.082,NA,NA,NA,NA,NA,NA,NA,NA
150160,-3.20284,5,-3.9198,NA,NA,NA,-128.885,NA,NA,NA,NA,NA
150341,-3.26199,4.68517,-3.88589,NA,-122.631,NA,NA,NA,NA,NA,NA,NA
150586,-2.69788,5,-5,NA,NA,NA,-83.231,NA,NA,NA,NA,NA
150744,-2.00737,5,-5,NA,NA,NA,-68.168,NA,NA,NA,NA,NA
150932,-2.74141,5,-5,-89.626,NA,NA,NA,NA,NA,NA,NA,NA
151081,-3.65107,5,-5,NA,-144.796,NA,NA,NA,NA,NA,NA,NA
151223,-3.59567,5,-4.11482,NA,-157.052,NA,NA,NA,NA,NA,NA,NA
151551,-4.01806,5,-4.72865,NA,-181.301,NA,NA,NA,NA,NA,NA,NA
151765,-3.06208,5,-4.8688,NA,NA,NA,-103.433,NA,NA,NA,NA,NA
151832,-4.14577,5,-5,-187.909,NA,NA,NA,NA,NA,NA,NA,NA
152034,-3.52727,5,-5,NA,-134.208,NA,NA,NA,NA,NA,NA,NA
152358,-3.37697,5,-5,NA,NA,-140.335,NA,NA,NA,NA,NA,NA
152477,-3.31642,5,-3.67509,NA,NA,NA,-146.424,NA,NA,NA,NA,NA
152666,-3.60353,4.27228,-4.15105,NA,NA,-144.586,NA,NA,NA,NA,NA,NA
152819,-2.61299,4.8206,-4.11946,NA,-93.83,NA,NA,NA,NA,NA,NA,NA
153106,-1.83896,4.16271,-5,NA,-46.054,NA,NA,NA,NA,NA,NA,NA
153311,-2.82533,4.56028,-3.19675,NA,NA,NA,-140.801,NA,NA,NA,NA,NA
153551,-1.43161,4.30408,-5,NA,-52.912,NA,NA,NA,NA,NA,NA,NA
153760,-0.682399,4.69267,-5,-109.147,NA,NA,NA,NA,NA,NA,NA,NA
153815,-1.52367,4.24667,-5,NA,NA,-69.912,NA,NA,NA,NA,NA,NA
154148,-1.81623,4.63542,-5,NA,-66.537,NA,NA,NA,NA,NA,NA,NA
154264,-2.08842,5,-4.7309,NA,-82.335,NA,NA,NA,NA,NA,NA,NA
154586,-2.07698,5,-4.73725,NA,NA,NA,-70.213,NA,NA,NA,NA,NA
154716,-2.95368,4.73368,-5,NA,NA,NA,-80.134,NA,NA,NA,NA,NA
154888,-3.50472,5,-3.85644,NA,-153.869,NA,NA,NA,NA,NA,NA,NA
155177,-2.39503,4.80302,-5,NA,NA,NA,-66.942,NA,NA,NA,NA,NA
155258,-3.59636,5,-5,NA,NA,NA,-137.925,NA,NA,NA,NA,NA
155411,-3.88195,3.78585,-5,-133.843,NA,NA,NA,NA,NA,NA,NA,NA
155608,-1.68353,2.38408,-5,NA,NA,NA,-189.885,NA,NA,NA,NA,NA
155965,-2.83491,3.53054,-5,NA,NA,NA,-71.166,NA,NA,NA,NA,NA
156068,-2.50567,4.62506,-5,NA,NA,NA,-66.466,NA,NA,NA,NA,NA
156267,-3.7329,3.98541,-5,NA,NA,NA,NA,NA,NA,NA,-191.694,NA
156499,-3.21519,5,-4.01959,NA,NA,NA,NA,NA,NA,-314.391,NA,NA
156710,-4.55291,4.15902,-5,NA,NA,NA,NA,NA,NA,-354.859,NA,NA
156905,-2.89172,4.28998,-5,NA,NA,NA,NA,-140.116,NA,NA,NA,NA
157021,-3.57119,4.17339,-5,NA,NA,NA,NA,NA,NA,NA,-176.493,NA
157291,-2.44821,4.60644,-4.52613,NA,NA,NA,NA,NA,-203.38,NA,NA,NA
157519,-1.40964,5,-3.27272,-152.9,NA,NA,NA,NA,NA,NA,NA,NA
157719,-2.0876,5,-4.08154,NA,NA,NA,-92.305,NA,NA,NA,NA,NA
157823,-1.45153,3.79512,-3.38988,NA,-146.831,NA,NA,NA,NA,NA,NA,NA
158150,-1.23674,5,-3.59062,NA,-135.155,NA,NA,NA,NA,NA,NA,NA
158357,-1.84732,4.52818,-3.92777,-91.154,NA,NA,NA,NA,NA,NA,NA,NA
158462,-1.9149,4.93699,-4.63362,NA,NA,-114.128,NA,NA,NA,NA,NA,NA
158740,-1.94999,3.24288,-5,NA,NA,-108.691,NA,NA,NA,NA,NA,NA
158992,-1.22163,3.90292,-5,NA,NA,NA,-22.091,NA,NA,NA,NA,NA
158996,-0.937563,4.28713,-5,NA,-77.138,NA,NA,NA,NA,NA,NA,NA
159325,-0.681313,5,-5,NA,-133.295,NA,NA,NA,NA,NA,NA,NA
159479,-0.720256,5,-4.44802,NA,NA,NA,-152.31,NA,NA,NA,NA,NA
159685,-2.70299,5,-4.77825,NA,-95.337,NA,NA,NA,NA,NA,NA,NA
159897,-0.44465,5,-4.08707,NA,-172.237,NA,NA,NA,NA,NA,NA,NA
160119,-0.708565,4.47246,-5,NA,-110.311,NA,NA,NA,NA,NA,NA,NA
160199,-1.98114,2.71171,-5,NA,-98.994,NA,NA,NA,NA,NA,NA,NA
160480,-2.37983,3.13783,-5,NA,-75.268,NA,NA,NA,NA,NA,NA,NA
160676,-2.60261,4.92292,-4.38199,NA,-88.611,NA,NA,NA,NA,NA,NA,NA
160911,-3.01824,4.78066,-5,NA,NA,NA,-91.818,NA,NA,NA,NA,NA
161040,-1.69194,3.47049,-4.76877,NA,-31.917,NA,NA,NA,NA,NA,NA,NA
161323,-1.6023,4.1316,-5,NA,-37.86,NA,NA,NA,NA,NA,NA,NA
161407,-2.25446,3.80748,-5,NA,-50.048,NA,NA,NA,NA,NA,NA,NA
161735,-2.10443,3.77734,-4.80885,NA,-37.981,NA,NA,NA,NA,NA,NA,NA
161864,-2.42152,4.05008,-5,NA,NA,NA,-51.439,NA,NA,NA,NA,NA
162054,-1.13964,3.78352,-5,NA,-75.608,NA,NA,NA,NA,NA,NA,NA
162279,-1.12383,3.97252,-4.82519,NA,-74.256,NA,NA,NA,NA,NA,NA,NA
162455,-2.86652,4.67297,-5,NA,-89.336,NA,NA,NA,NA,NA,NA,NA
162655,-3.32311,2.91229,-5,NA,-108.368,NA,NA,NA,NA,NA,NA,NA
162926,-1.79505,3.03186,-5,NA,-84.824,NA,NA,NA,NA,NA,NA,NA
163124,-2.44983,3.84769,-5,NA,-61.521,NA,NA,NA,NA,NA,NA,NA
163309,-2.72929,3.67838,-5,NA,-65.262,NA,NA,NA,NA,NA,NA,NA
163407,-3.62771,2.72265,-4.24003,NA,-153.251,NA,NA,NA,NA,NA,NA,NA
163609,-3.73349,5,-4.78193,NA,-154.721,NA,NA,NA,NA,NA,NA,NA
163915,-3.25052,5,-4.85405,NA,-117.302,NA,NA,NA,NA,NA,NA,NA
164151,-3.83471,5,-5,NA,NA,NA,-154.884,NA,NA,NA,NA,NA
164351,-3.0918,5,-4.33393,-116.138,NA,NA,NA,NA,NA,NA,NA,NA
164559,-2.08063,4.83139,-5,-71.062,NA,NA,NA,NA,NA,NA,NA,NA
164644,-1.99245,4.29565,-5,NA,NA,NA,-43.554,NA,NA,NA,NA,NA
164902,-3.02392,2.89265,-5,NA,-112.922,NA,NA,NA,NA,NA,NA,NA
165080,-0.803822,3.45522,-5,NA,-136.456,NA,NA,NA,NA,NA,NA,NA
165253,-0.773682,2.46986,-5,NA,-290.696,NA,NA,NA,NA,NA,NA,NA
165452,-1.66507,3.06056,-4.21653,NA,NA,-93.237,NA,NA,NA,NA,NA,NA
165684,-2.9782,3.21338,-3.39612,NA,NA,NA,NA,NA,NA,NA,-238.36,NA
165968,-2.14692,3.8153,-4.77597,NA,NA,-72.499,NA,NA,NA,NA,NA,NA
166155,-1.96979,4.49239,-4.22554,NA,NA,NA,-64.901,NA,NA,NA,NA,NA
166370,-1.28031,4.32349,-3.62495,-120.65,NA,NA,NA,NA,NA,NA,NA,NA
166573,-1.9832,4.54892,-3.27903,NA,NA,-169.735,NA,NA,NA,NA,NA,NA
166617,-1.87962,4.48608,-3.43176,NA,NA,NA,-117.403,NA,NA,NA,NA,NA
166920,-2.46201,4.87267,-5,NA,NA,NA,-73.25,NA,NA,NA,NA,NA
167037,-1.14917,3.99612,-4.56001,-70.032,NA,NA,NA,NA,NA,NA,NA,NA
167215,-1.48226,2.81744,-3.28066,NA,NA,NA,-171.306,NA,NA,NA,NA,NA
167479,-1.35869,2.40587,-4.28706,NA,-99.57,NA,NA,NA,NA,NA,NA,NA
167651,-1.98973,4.19103,-3.75684,NA,-111.271,NA,NA,NA,NA,NA,NA,NA
167835,-2.21552,3.62937,-3.90383,NA,-86.697,NA,NA,NA,NA,NA,NA,NA
168114,-2.54109,4.53079,-4.07634,NA,-83.971,NA,NA,NA,NA,NA,NA,NA
168232,-3.42033,3.67768,-4.54376,NA,-106.498,NA,NA,NA,NA,NA,NA,NA
168493,-1.25494,3.48396,-5,NA,-63.79,NA,NA,NA,NA,NA,NA,NA
168627,-0.872535,4.26438,-5,NA,-99.771,NA,NA,NA,NA,NA,NA,NA
168911,-0.478618,5,-4.61081,NA,-140.43,NA,NA,NA,NA,NA,NA,NA
169003,-1.87905,5,-5,NA,NA,NA,-72.193,NA,NA,NA,NA,NA
169338,-2.21994,3.30329,-4.39413,-57.199,NA,NA,NA,NA,NA,NA,NA,NA
169484,-3.13978,3.21402,-4.09493,NA,-110.975,NA,NA,NA,NA,NA,NA,NA
169749,-2.07553,3.87816,-4.28736,NA,-77.428,NA,NA,NA,NA,NA,NA,NA
169893,-2.79553,4.14338,-4.08094,NA,-84.776,NA,NA,NA,NA,NA,NA,NA
169998,-2.78616,5,-4.75479,NA,-93.947,NA,NA,NA,NA,NA,NA,NA
170254,-1.47626,4.02271,-4.71296,NA,-46.567,NA,NA,NA,NA,NA,NA,NA
170492,-1.87106,3.14531,-4.92993,NA,-65.788,NA,NA,NA,NA,NA,NA,NA
170646,-2.53676,4.30152,-5,NA,NA,NA,-53.508,NA,NA,NA,NA,NA
170866,-3.27127,5,-4.22076,NA,-127.314,NA,NA,NA,NA,NA,NA,NA
171178,-2.98212,3.69592,-5,-75.687,NA,NA,NA,NA,NA,NA,NA,NA
171236,-1.57519,3.48285,-5,NA,NA,NA,-10.171,NA,NA,NA,NA,NA
171542,-1.32027,4.29319,-5,NA,-68.816,NA,NA,NA,NA,NA,NA,NA
171706,-2.38441,3.828,-5,NA,NA,NA,-52.061,NA,NA,NA,NA,NA
171797,-0.402281,4.37951,-3.40578,NA,NA,NA,-190.977,NA,NA,NA,NA,NA
172032,-0.403633,5,-4.50515,NA,-164.857,NA,NA,NA,NA,NA,NA,NA
172341,-1.28334,5,-4.21362,NA,-95.153,NA,NA,NA,NA,NA,NA,NA
172546,-0.541633,4.46946,-4.39615,NA,NA,NA,-136.98,NA,NA,NA,NA,NA
172612,-1.01551,5,-5,NA,-92.624,NA,NA,NA,NA,NA,NA,NA
172992,0.0495642,5,-5,NA,NA,-257.769,NA,NA,NA,NA,NA,NA
173115,-0.08648,5,-4.98969,NA,-202.01,NA,NA,NA,NA,NA,NA,NA
173339,-1.04045,5,-4.6389,NA,NA,NA,NA,-175.085,NA,NA,NA,NA
173480,-0.997584,3.96143,-3.72999,NA,NA,NA,-115.172,NA,NA,NA,NA,NA
173681,-0.409406,3.26087,-5,NA,NA,-212.259,NA,NA,NA,NA,NA,NA
173967,-1.5983,3.35295,-5,NA,NA,-72.31,NA,NA,NA,NA,NA,NA
174091,-2.51443,4.27127,-4.43909,-69.492,NA,NA,NA,NA,NA,NA,NA,NA
174299,-2.08528,5,-4.7762,-71.384,NA,NA,NA,NA,NA,NA,NA,NA
174481,-2.79211,5,-3.96947,-120.453,NA,NA,NA,NA,NA,NA,NA,NA
174734,-1.50759,4.85844,-5,-80.382,NA,NA,NA,NA,NA,NA,NA,NA
174966,-2.81342,5,-5,NA,NA,NA,NA,-155.091,NA,NA,NA,NA
175106,-3.3065,5,-5,NA,-124.516,NA,NA,NA,NA,NA,NA,NA
175324,-3.23186,5,-4.45033,NA,-120.19,NA,NA,NA,NA,NA,NA,NA
175525,-4.04162,5,-4.44339,NA,-186.556,NA,NA,NA,NA,NA,NA,NA
175781,-3.46442,5,-4.97675,NA,NA,NA,NA,NA,NA,NA,-209.822,NA
175962,-5,5,-5,NA,NA,NA,NA,NA,NA,NA,-369.052,NA
176057,-4.11539,5,-5,NA,NA,-203.619,NA,NA,NA,NA,NA,NA
176263,-3.30153,4.58257,-4.23877,NA,-112.795,NA,NA,NA,NA,NA,NA,NA
176491,-4.07869,5,-4.34336,NA,NA,-200.405,NA,NA,NA,NA,NA,NA
176740,-2.40174,4.67517,-5,-64.453,NA,NA,NA,NA,NA,NA,NA,NA
176981,-1.6018,5,-3.95344,NA,-99.439,NA,NA,NA,NA,NA,NA,NA
177175,-2.54177,4.22899,-3.4934,NA,-109.426,NA,NA,NA,NA,NA,NA,NA
177272,-2.1568,5,-4.49124,NA,-81.978,NA,NA,NA,NA,NA,NA,NA
177584,-1.19785,4.31735,-5,NA,-57.598,NA,NA,NA,NA,NA,NA,NA
177744,-2.53359,4.84942,-4.46717,NA,-85.84,NA,NA,NA,NA,NA,NA,NA
177856,-2.01114,5,-5,NA,-75.866,NA,NA,NA,NA,NA,NA,NA
178052,-2.23242,4.30497,-4.39947,NA,-72.162,NA,NA,NA,NA,NA,NA,NA
178256,-1.44364,4.3045,-4.81372,NA,-74.354,NA,NA,NA,NA,NA,NA,NA
178405,-0.557528,4.43266,-5,NA,-117.234,NA,NA,NA,NA,NA,NA,NA
178777,-0.5887,4.18096,-5,NA,-114.211,NA,NA,NA,NA,NA,NA,NA
178984,-3.07479,5,-4.01624,NA,-125.109,NA,NA,NA,NA,NA,NA,NA
179105,-3.16412,3.83295,-5,NA,-83.873,NA,NA,NA,NA,NA,NA,NA
